"uid","namedLocation","domainID","siteID","plotID","sampleID","dilutionSampleID","dilutionSubsampleID","collectDate","samplingImpractical","dilutionSubsampleVolume","sampleVolume","ovenStartDate","ovenEndDate","dryMass","somDryMass","remarks","measuredBy","recordedBy","publicationDate","release"
"23d4b8b4-da6b-4bcd-9c63-d763450ce602","BART_074.basePlot.bbc","D01","BART","BART_074","BBC.BART074668.20160714.SOUTH","BBC.BART074668.20160714.SOUTH.DIL","BBC.BART074668.20160714.SOUTH.DIL.04",2016-07-14,NA,20,2250,NA,NA,0.0111,0.0799,NA,NA,"jwebber@field-ops.org","20201217T145608Z","RELEASE-2021"
"a54df3ca-2dcd-4900-98b0-943a5896a1f1","BART_074.basePlot.bbc","D01","BART","BART_074","BBC.BART074668.20160714.SOUTH","BBC.BART074668.20160714.SOUTH.DIL","BBC.BART074668.20160714.SOUTH.DIL.05",2016-07-14,NA,20,2250,NA,NA,0.0058,0.0688,NA,NA,"jwebber@field-ops.org","20201217T145608Z","RELEASE-2021"
"cd98fa6d-951e-47c6-a929-c3b4325c2947","BART_074.basePlot.bbc","D01","BART","BART_074","BBC.BART074668.20160714.SOUTH","BBC.BART074668.20160714.SOUTH.DIL","BBC.BART074668.20160714.SOUTH.DIL.02",2016-07-14,NA,21,2250,NA,NA,0.0014,0.057,NA,NA,"jwebber@field-ops.org","20201217T145608Z","RELEASE-2021"
"63b43d82-4882-4a35-8ce8-1fd24b989c4f","BART_074.basePlot.bbc","D01","BART","BART_074","BBC.BART074668.20160714.SOUTH","BBC.BART074668.20160714.SOUTH.DIL","BBC.BART074668.20160714.SOUTH.DIL.03",2016-07-14,NA,21,2250,NA,NA,0.0895,0.007,NA,NA,"jwebber@field-ops.org","20201217T145608Z","RELEASE-2021"
"6843c579-e325-4141-a36b-aca118616473","BART_074.basePlot.bbc","D01","BART","BART_074","BBC.BART074668.20160714.SOUTH","BBC.BART074668.20160714.SOUTH.DIL","BBC.BART074668.20160714.SOUTH.DIL.07",2016-07-14,NA,22,2250,NA,NA,0.0053,0.058,NA,NA,"jwebber@field-ops.org","20201217T145608Z","RELEASE-2021"
"e38e665b-7c97-4d0b-9e15-2570400b8a43","BART_074.basePlot.bbc","D01","BART","BART_074","BBC.BART074668.20160714.SOUTH","BBC.BART074668.20160714.SOUTH.DIL","BBC.BART074668.20160714.SOUTH.DIL.08",2016-07-14,NA,20,2250,NA,NA,0.0146,0.0964,NA,NA,"jwebber@field-ops.org","20201217T145608Z","RELEASE-2021"
"069b1371-f387-4498-8bc7-eb7b8cd5f872","BART_074.basePlot.bbc","D01","BART","BART_074","BBC.BART074668.20160714.SOUTH","BBC.BART074668.20160714.SOUTH.DIL","BBC.BART074668.20160714.SOUTH.DIL.10",2016-07-14,NA,20,2250,NA,NA,0.0059,0.0811,NA,NA,"jwebber@field-ops.org","20201217T145608Z","RELEASE-2021"
"8d670e45-6064-4e48-b46a-ff9ef68231c3","BART_074.basePlot.bbc","D01","BART","BART_074","BBC.BART074668.20160714.SOUTH","BBC.BART074668.20160714.SOUTH.DIL","BBC.BART074668.20160714.SOUTH.DIL.09",2016-07-14,NA,19,2250,NA,NA,0.0072,0.0936,NA,NA,"jwebber@field-ops.org","20201217T145608Z","RELEASE-2021"
"4606b9d0-8145-4bca-8b0f-67010b21e4a0","BART_074.basePlot.bbc","D01","BART","BART_074","BBC.BART074668.20160714.SOUTH","BBC.BART074668.20160714.SOUTH.DIL","BBC.BART074668.20160714.SOUTH.DIL.06",2016-07-14,NA,19,2250,NA,NA,0.004,0.0785,NA,NA,"jwebber@field-ops.org","20201217T145608Z","RELEASE-2021"
"c7265390-2828-4f79-a37f-3be5ea6e39e9","BART_074.basePlot.bbc","D01","BART","BART_074","BBC.BART074668.20160714.SOUTH","BBC.BART074668.20160714.SOUTH.DIL","BBC.BART074668.20160714.SOUTH.DIL.01",2016-07-14,NA,20,2250,NA,NA,0.0056,0.0903,NA,NA,"jwebber@field-ops.org","20201217T145608Z","RELEASE-2021"
"e3303be0-5c8e-4cb7-9de4-87f0d9622a81","BART_046.basePlot.bbc","D01","BART","BART_046","BBC.BART046644.20160714.SOUTH","BBC.BART046644.20160714.SOUTH.DIL","BBC.BART046644.20160714.SOUTH.DIL.04",2016-07-14,NA,21,1500,NA,NA,0.0087,0.062,NA,"thillman@battelleecology.org","eeimers@field-ops.org","20201217T145608Z","RELEASE-2021"
"049ca7ca-8ad6-4656-961a-33cdf20b9da5","BART_046.basePlot.bbc","D01","BART","BART_046","BBC.BART046644.20160714.SOUTH","BBC.BART046644.20160714.SOUTH.DIL","BBC.BART046644.20160714.SOUTH.DIL.07",2016-07-14,NA,20,1500,NA,NA,0.0091,0.0608,NA,"thillman@battelleecology.org","eeimers@field-ops.org","20201217T145608Z","RELEASE-2021"
"74a867f5-8be3-426e-a8df-7b40436e2df2","BART_046.basePlot.bbc","D01","BART","BART_046","BBC.BART046644.20160714.SOUTH","BBC.BART046644.20160714.SOUTH.DIL","BBC.BART046644.20160714.SOUTH.DIL.03",2016-07-14,NA,21,1500,NA,NA,0.0135,0.0706,NA,"thillman@battelleecology.org","eeimers@field-ops.org","20201217T145608Z","RELEASE-2021"
"67c84029-1667-4fbf-ad33-4b2ffad40875","BART_046.basePlot.bbc","D01","BART","BART_046","BBC.BART046644.20160714.SOUTH","BBC.BART046644.20160714.SOUTH.DIL","BBC.BART046644.20160714.SOUTH.DIL.10",2016-07-14,NA,23,1500,NA,NA,0.0088,0.0708,NA,"thillman@battelleecology.org","eeimers@field-ops.org","20201217T145608Z","RELEASE-2021"
"404a77f6-19ca-460a-b786-95c1d61cec6d","BART_046.basePlot.bbc","D01","BART","BART_046","BBC.BART046644.20160714.SOUTH","BBC.BART046644.20160714.SOUTH.DIL","BBC.BART046644.20160714.SOUTH.DIL.06",2016-07-14,NA,20,1500,NA,NA,0.0069,0.0719,NA,"thillman@battelleecology.org","eeimers@field-ops.org","20201217T145608Z","RELEASE-2021"
"0bb8fbe7-8821-4b28-8096-83b49d2e707e","BART_046.basePlot.bbc","D01","BART","BART_046","BBC.BART046644.20160714.SOUTH","BBC.BART046644.20160714.SOUTH.DIL","BBC.BART046644.20160714.SOUTH.DIL.09",2016-07-14,NA,21,1500,NA,NA,0.0227,0.0647,NA,"thillman@battelleecology.org","eeimers@field-ops.org","20201217T145608Z","RELEASE-2021"
"d132df8f-a533-4e4c-8922-20dc857c2613","BART_046.basePlot.bbc","D01","BART","BART_046","BBC.BART046644.20160714.SOUTH","BBC.BART046644.20160714.SOUTH.DIL","BBC.BART046644.20160714.SOUTH.DIL.08",2016-07-14,NA,21,1500,NA,NA,0.013,0.0723,NA,"thillman@battelleecology.org","eeimers@field-ops.org","20201217T145608Z","RELEASE-2021"
"aa9c0303-2aa7-4e3d-b789-baa02de14ca0","BART_046.basePlot.bbc","D01","BART","BART_046","BBC.BART046644.20160714.SOUTH","BBC.BART046644.20160714.SOUTH.DIL","BBC.BART046644.20160714.SOUTH.DIL.05",2016-07-14,NA,20,1500,NA,NA,0.009,0.0552,NA,"thillman@battelleecology.org","eeimers@field-ops.org","20201217T145608Z","RELEASE-2021"
"b8e18cb0-5ae9-4808-a970-0159819f4a6c","BART_046.basePlot.bbc","D01","BART","BART_046","BBC.BART046644.20160714.SOUTH","BBC.BART046644.20160714.SOUTH.DIL","BBC.BART046644.20160714.SOUTH.DIL.02",2016-07-14,NA,20,1500,NA,NA,0.0193,0.07,NA,"thillman@battelleecology.org","eeimers@field-ops.org","20201217T145608Z","RELEASE-2021"
"ac9dd67c-488e-4ba8-8ebe-f779facd22c8","BART_046.basePlot.bbc","D01","BART","BART_046","BBC.BART046644.20160714.SOUTH","BBC.BART046644.20160714.SOUTH.DIL","BBC.BART046644.20160714.SOUTH.DIL.01",2016-07-14,NA,22,1500,NA,NA,0.0053,0.0647,NA,"thillman@battelleecology.org","eeimers@field-ops.org","20201217T145608Z","RELEASE-2021"
"ef476bc2-199f-4410-a589-ec1b7a737a05","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075797.20160714.NORTH","BBC.BART075797.20160714.NORTH.DIL","BBC.BART075797.20160714.NORTH.DIL.02",2016-07-14,NA,20,2250,NA,NA,0.007,0.0591,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"253ae4de-6b38-47ea-9961-523889fbec59","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075797.20160714.NORTH","BBC.BART075797.20160714.NORTH.DIL","BBC.BART075797.20160714.NORTH.DIL.05",2016-07-14,NA,20,2250,NA,NA,0.001,0.0772,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"34cd50b9-dceb-4b8c-a909-2f8861e1d3e7","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075797.20160714.NORTH","BBC.BART075797.20160714.NORTH.DIL","BBC.BART075797.20160714.NORTH.DIL.07",2016-07-14,NA,20,2250,NA,NA,0.0309,0.1004,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"2f24b097-f7e8-4742-8458-17d25ccf3122","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075797.20160714.NORTH","BBC.BART075797.20160714.NORTH.DIL","BBC.BART075797.20160714.NORTH.DIL.10",2016-07-14,NA,21,2250,NA,NA,0.0293,0.0911,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"a3537a33-9a9d-4675-bac7-f5eef503a40d","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075797.20160714.NORTH","BBC.BART075797.20160714.NORTH.DIL","BBC.BART075797.20160714.NORTH.DIL.03",2016-07-14,NA,20,2250,NA,NA,0.0687,0.0679,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"02af920c-1d8e-416e-a696-c83b53a6320c","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075797.20160714.NORTH","BBC.BART075797.20160714.NORTH.DIL","BBC.BART075797.20160714.NORTH.DIL.08",2016-07-14,NA,20,2250,NA,NA,0.0263,0.074,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"4fd9c03c-ac49-4d5c-853b-f52e08de3cf2","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075797.20160714.NORTH","BBC.BART075797.20160714.NORTH.DIL","BBC.BART075797.20160714.NORTH.DIL.01",2016-07-14,NA,19,2250,NA,NA,0,0.0506,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"019993bd-41e2-4e0a-bc80-1e7fd1d79e8a","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075797.20160714.NORTH","BBC.BART075797.20160714.NORTH.DIL","BBC.BART075797.20160714.NORTH.DIL.06",2016-07-14,NA,20,2250,NA,NA,0.028,0.0757,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"8b256ebe-2b07-4ce1-bbf8-5579dc2053e5","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075797.20160714.NORTH","BBC.BART075797.20160714.NORTH.DIL","BBC.BART075797.20160714.NORTH.DIL.09",2016-07-14,NA,20,2250,NA,NA,0.0242,0.0914,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"87507c47-d3cb-4ff9-abc4-fc4062473360","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075797.20160714.NORTH","BBC.BART075797.20160714.NORTH.DIL","BBC.BART075797.20160714.NORTH.DIL.04",2016-07-14,NA,22,2250,NA,NA,0.0133,0.0687,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"2c684903-ba1e-493a-a25e-db2fcf8e3476","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075427.20160714.SOUTH","BBC.BART075427.20160714.SOUTH.DIL","BBC.BART075427.20160714.SOUTH.DIL.10",2016-07-14,NA,22,2250,NA,NA,0.0179,0.0271,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"9ac4065a-f55f-4fd4-b71e-aebba0e2e301","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075427.20160714.SOUTH","BBC.BART075427.20160714.SOUTH.DIL","BBC.BART075427.20160714.SOUTH.DIL.06",2016-07-14,NA,21,2250,NA,NA,0.0041,0.0374,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"81e599ed-8055-40f5-9850-9cf0acd9d849","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075427.20160714.SOUTH","BBC.BART075427.20160714.SOUTH.DIL","BBC.BART075427.20160714.SOUTH.DIL.02",2016-07-14,NA,17,2250,NA,NA,0.0141,0.0375,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"d6804709-23bc-4d08-a965-e783b34c7bce","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075427.20160714.SOUTH","BBC.BART075427.20160714.SOUTH.DIL","BBC.BART075427.20160714.SOUTH.DIL.04",2016-07-14,NA,20,2250,NA,NA,0.0147,0.0514,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"8d60f912-af9e-46fd-bdf4-cad98a2e2b8c","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075427.20160714.SOUTH","BBC.BART075427.20160714.SOUTH.DIL","BBC.BART075427.20160714.SOUTH.DIL.03",2016-07-14,NA,20,2250,NA,NA,0.0058,0.0464,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"1967f194-c153-4b40-b17d-135034578c58","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075427.20160714.SOUTH","BBC.BART075427.20160714.SOUTH.DIL","BBC.BART075427.20160714.SOUTH.DIL.09",2016-07-14,NA,22,2250,NA,NA,0,0.0349,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"7d917d33-76d2-4525-b492-0b1e1d46014c","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075427.20160714.SOUTH","BBC.BART075427.20160714.SOUTH.DIL","BBC.BART075427.20160714.SOUTH.DIL.07",2016-07-14,NA,20,2250,NA,NA,0.004,0.0402,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"5348cb68-6a5a-4c0f-8f30-6886033f35e1","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075427.20160714.SOUTH","BBC.BART075427.20160714.SOUTH.DIL","BBC.BART075427.20160714.SOUTH.DIL.01",2016-07-14,NA,20,2250,NA,NA,0.0149,0.0542,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"4f75c082-2fec-490b-b7ba-aeca5b4bff84","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075427.20160714.SOUTH","BBC.BART075427.20160714.SOUTH.DIL","BBC.BART075427.20160714.SOUTH.DIL.05",2016-07-14,NA,20,2250,NA,NA,0.0107,0.0469,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"918c7061-fa68-43da-9a8d-8a50365ba04d","BART_075.basePlot.bbc","D01","BART","BART_075","BBC.BART075427.20160714.SOUTH","BBC.BART075427.20160714.SOUTH.DIL","BBC.BART075427.20160714.SOUTH.DIL.08",2016-07-14,NA,21,2250,NA,NA,0.0053,0.0354,NA,"auccello@field-ops.org","kschumacher@field-ops.org","20201217T145608Z","RELEASE-2021"
"5cf3ac6f-f87b-4836-8d49-889b123deab3","BART_044.basePlot.bbc","D01","BART","BART_044","BBC.BART044572.20160715.NORTH","BBC.BART044572.20160715.NORTH.DIL","BBC.BART044572.20160715.NORTH.DIL.07",2016-07-15,NA,20,3000,NA,NA,0.0094,0.1372,NA,"kschumacher@field-ops.org","jbreault@field-ops.org","20201217T145608Z","RELEASE-2021"
"a3649f25-7e20-4957-9ef5-8e7e049dc545","BART_044.basePlot.bbc","D01","BART","BART_044","BBC.BART044572.20160715.NORTH","BBC.BART044572.20160715.NORTH.DIL","BBC.BART044572.20160715.NORTH.DIL.04",2016-07-15,NA,20,3000,NA,NA,5e-04,0.1356,NA,"kschumacher@field-ops.org","jbreault@field-ops.org","20201217T145608Z","RELEASE-2021"
"486008a4-5e82-4e41-868f-d4dce1b09aca","BART_044.basePlot.bbc","D01","BART","BART_044","BBC.BART044572.20160715.NORTH","BBC.BART044572.20160715.NORTH.DIL","BBC.BART044572.20160715.NORTH.DIL.02",2016-07-15,NA,20,3000,NA,NA,0.0106,0.1424,NA,"kschumacher@field-ops.org","jbreault@field-ops.org","20201217T145608Z","RELEASE-2021"
"52978f9f-a02c-4879-a8e1-718cd9a1d5d9","BART_044.basePlot.bbc","D01","BART","BART_044","BBC.BART044572.20160715.NORTH","BBC.BART044572.20160715.NORTH.DIL","BBC.BART044572.20160715.NORTH.DIL.05",2016-07-15,NA,20,3000,NA,NA,0.0149,0.145,NA,"kschumacher@field-ops.org","jbreault@field-ops.org","20201217T145608Z","RELEASE-2021"
"fc420102-b232-4bd1-965d-711c159b6dde","BART_044.basePlot.bbc","D01","BART","BART_044","BBC.BART044572.20160715.NORTH","BBC.BART044572.20160715.NORTH.DIL","BBC.BART044572.20160715.NORTH.DIL.08",2016-07-15,NA,20,3000,NA,NA,0.0126,0.1896,NA,"kschumacher@field-ops.org","jbreault@field-ops.org","20201217T145608Z","RELEASE-2021"
"34113dfb-342b-4c7f-a29d-482b59301a9b","BART_044.basePlot.bbc","D01","BART","BART_044","BBC.BART044572.20160715.NORTH","BBC.BART044572.20160715.NORTH.DIL","BBC.BART044572.20160715.NORTH.DIL.10",2016-07-15,NA,20,3000,NA,NA,0.0143,0.1832,NA,"kschumacher@field-ops.org","jbreault@field-ops.org","20201217T145608Z","RELEASE-2021"
"520eb074-6b03-42a0-9bb9-40655077a0f1","BART_044.basePlot.bbc","D01","BART","BART_044","BBC.BART044572.20160715.NORTH","BBC.BART044572.20160715.NORTH.DIL","BBC.BART044572.20160715.NORTH.DIL.03",2016-07-15,NA,20,3000,NA,NA,0.0847,0.1473,NA,"kschumacher@field-ops.org","jbreault@field-ops.org","20201217T145608Z","RELEASE-2021"
"192828ff-5bcf-49d3-8b00-c4c8105b952b","BART_044.basePlot.bbc","D01","BART","BART_044","BBC.BART044572.20160715.NORTH","BBC.BART044572.20160715.NORTH.DIL","BBC.BART044572.20160715.NORTH.DIL.06",2016-07-15,NA,20,3000,NA,NA,0.0145,0.14,NA,"kschumacher@field-ops.org","jbreault@field-ops.org","20201217T145608Z","RELEASE-2021"
"91311b12-577a-4f84-b402-39331b008869","BART_044.basePlot.bbc","D01","BART","BART_044","BBC.BART044572.20160715.NORTH","BBC.BART044572.20160715.NORTH.DIL","BBC.BART044572.20160715.NORTH.DIL.09",2016-07-15,NA,20,3000,NA,NA,0.1907,0.1907,NA,"kschumacher@field-ops.org","jbreault@field-ops.org","20201217T145608Z","RELEASE-2021"
"4a7a0158-7511-4fed-9f6b-05dc33d85d10","BART_044.basePlot.bbc","D01","BART","BART_044","BBC.BART044572.20160715.NORTH","BBC.BART044572.20160715.NORTH.DIL","BBC.BART044572.20160715.NORTH.DIL.01",2016-07-15,NA,20,3000,NA,NA,0.0107,0.1419,NA,"kschumacher@field-ops.org","jbreault@field-ops.org","20201217T145608Z","RELEASE-2021"
"8dbc2af3-e4e9-448a-aef2-8114ce91e3a4","BART_037.basePlot.bbc","D01","BART","BART_037","BBC.BART037023.20160715.SOUTH","BBC.BART037023.20160715.SOUTH.DIL","BBC.BART037023.20160715.SOUTH.DIL.06",2016-07-15,NA,20,3000,NA,NA,0.0092,0.1981,NA,"thillman@battelleecology.org","mday@field-ops.org","20201217T145608Z","RELEASE-2021"
"c1eb5437-08d4-4baf-9de3-06633c150ea7","BART_037.basePlot.bbc","D01","BART","BART_037","BBC.BART037023.20160715.SOUTH","BBC.BART037023.20160715.SOUTH.DIL","BBC.BART037023.20160715.SOUTH.DIL.09",2016-07-15,NA,20,3000,NA,NA,0.0089,0.1901,NA,"thillman@battelleecology.org","mday@field-ops.org","20201217T145608Z","RELEASE-2021"
"1cad75e3-ccdb-491e-b645-e04e1cfc25cf","BART_037.basePlot.bbc","D01","BART","BART_037","BBC.BART037023.20160715.SOUTH","BBC.BART037023.20160715.SOUTH.DIL","BBC.BART037023.20160715.SOUTH.DIL.05",2016-07-15,NA,20,3000,NA,NA,0.009,0.1939,NA,"thillman@battelleecology.org","mday@field-ops.org","20201217T145608Z","RELEASE-2021"
"a5aa8774-06a8-4608-9051-aac3c371cdfb","BART_037.basePlot.bbc","D01","BART","BART_037","BBC.BART037023.20160715.SOUTH","BBC.BART037023.20160715.SOUTH.DIL","BBC.BART037023.20160715.SOUTH.DIL.02",2016-07-15,NA,20,3000,NA,NA,0.0074,0.1696,NA,"thillman@battelleecology.org","mday@field-ops.org","20201217T145608Z","RELEASE-2021"
"2394fcc6-33f6-4294-876f-e93720872304","BART_037.basePlot.bbc","D01","BART","BART_037","BBC.BART037023.20160715.SOUTH","BBC.BART037023.20160715.SOUTH.DIL","BBC.BART037023.20160715.SOUTH.DIL.04",2016-07-15,NA,20,3000,NA,NA,0.0087,0.2078,NA,"thillman@battelleecology.org","mday@field-ops.org","20201217T145608Z","RELEASE-2021"
"91a76948-7771-46b2-9e32-ee71d3ff828e","BART_037.basePlot.bbc","D01","BART","BART_037","BBC.BART037023.20160715.SOUTH","BBC.BART037023.20160715.SOUTH.DIL","BBC.BART037023.20160715.SOUTH.DIL.10",2016-07-15,NA,20,3000,NA,NA,0.0111,0.2118,NA,"thillman@battelleecology.org","mday@field-ops.org","20201217T145608Z","RELEASE-2021"
"1ba16990-9d43-47bb-bbb4-257f9d19dac1","BART_037.basePlot.bbc","D01","BART","BART_037","BBC.BART037023.20160715.SOUTH","BBC.BART037023.20160715.SOUTH.DIL","BBC.BART037023.20160715.SOUTH.DIL.01",2016-07-15,NA,20,3000,NA,NA,0.0091,0.2154,NA,"thillman@battelleecology.org","mday@field-ops.org","20201217T145608Z","RELEASE-2021"
"6f148ed8-0ad1-462e-8b29-1d0d6ecbc838","BART_037.basePlot.bbc","D01","BART","BART_037","BBC.BART037023.20160715.SOUTH","BBC.BART037023.20160715.SOUTH.DIL","BBC.BART037023.20160715.SOUTH.DIL.07",2016-07-15,NA,20,3000,NA,NA,0.0087,0.2111,NA,"thillman@battelleecology.org","mday@field-ops.org","20201217T145608Z","RELEASE-2021"
"2227152f-278c-42f1-944e-bb839cffac07","BART_037.basePlot.bbc","D01","BART","BART_037","BBC.BART037023.20160715.SOUTH","BBC.BART037023.20160715.SOUTH.DIL","BBC.BART037023.20160715.SOUTH.DIL.03",2016-07-15,NA,20,3000,NA,NA,0.0067,0.186,NA,"thillman@battelleecology.org","mday@field-ops.org","20201217T145608Z","RELEASE-2021"
"51a4ce0a-e440-4c80-a45d-e0acdf310188","BART_037.basePlot.bbc","D01","BART","BART_037","BBC.BART037023.20160715.SOUTH","BBC.BART037023.20160715.SOUTH.DIL","BBC.BART037023.20160715.SOUTH.DIL.08",2016-07-15,NA,20,3000,NA,NA,0.0108,0.2191,NA,"thillman@battelleecology.org","mday@field-ops.org","20201217T145608Z","RELEASE-2021"
"4a1fdc6a-413e-4809-ab61-cab289ead43d","BART_037.basePlot.bbc","D01","BART","BART_037","BBC.BART037923.20160715.SOUTH","BBC.BART037923.20160715.SOUTH.DIL","BBC.BART037923.20160715.SOUTH.DIL.02",2016-07-15,NA,20,750,NA,NA,0.0121,0.0519,NA,"thillman@battelleecology.org","mday@field-ops.org","20201217T145608Z","RELEASE-2021"
