"uid","namedLocation","domainID","siteID","plotID","setDate","collectDate","eventID","processingDate","massSampleIDList","massSampleMixtureID","cnSampleID","cnSampleCode","ligninSampleID","ligninSampleBarcode","archiveSampleID","archiveSampleBarcode","bgcArchiveMass","toxicodendronPossible","remarks","processedBy","publicationDate","release"
"1352f9e3-021c-4dfd-8369-9c35e1962bc9","BART_047.basePlot.ltr","D01","BART","BART_047",2016-09-20,2016-10-10,NA,2016-11-17,"NEON.LTR.BART047864.20161010.NDL|NEON.LTR.BART047046.20161010.NDL","NEON.LTR.BART047.20161010.NDL","NEON.LTR.BART047.20161010.NDL.CN",NA,"NEON.LTR.BART047.20161010.NDL.LIG",NA,"NEON.LTR.BART047.20161010.NDL.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"19a47066-eca1-47ff-8edd-f50ec5943f3f","BART_051.basePlot.ltr","D01","BART","BART_051",2016-09-20,2016-10-10,NA,2016-11-17,"NEON.LTR.BART051574.20161010.NDL","NEON.LTR.BART051.20161010.NDL","NEON.LTR.BART051.20161010.NDL.CN",NA,"NEON.LTR.BART051.20161010.NDL.LIG",NA,"NEON.LTR.BART051.20161010.NDL.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"c236de0c-2df3-426f-bd64-b613a3a2fc2d","BART_042.basePlot.ltr","D01","BART","BART_042",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART042935.20161011.NDL|NEON.LTR.BART042587.20161011.NDL","NEON.LTR.BART042.20161011.NDL","NEON.LTR.BART042.20161011.NDL.CN",NA,"NEON.LTR.BART042.20161011.NDL.LIG",NA,"NEON.LTR.BART042.20161011.NDL.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"d280c45e-e9c9-4346-ba5b-48b38ef9a27a","BART_046.basePlot.ltr","D01","BART","BART_046",2016-09-20,2016-10-11,NA,2016-11-16,"NEON.LTR.BART046687.20161011.NDL","NEON.LTR.BART046.20161011.NDL","NEON.LTR.BART046.20161011.NDL.CN",NA,"NEON.LTR.BART046.20161011.NDL.LIG",NA,"NEON.LTR.BART046.20161011.NDL.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"82d8158e-9639-4d2c-8368-8c173faa162f","BART_036.basePlot.ltr","D01","BART","BART_036",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART036925.20161011.LVS|NEON.LTR.BART036151.20161011.LVS","NEON.LTR.BART036.20161011.LVS","NEON.LTR.BART036.20161011.LVS.CN",NA,"NEON.LTR.BART036.20161011.LVS.LIG",NA,"NEON.LTR.BART036.20161011.LVS.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"959a54ea-ab27-4d3c-b51d-8a6331cb640d","BART_042.basePlot.ltr","D01","BART","BART_042",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART042935.20161011.LVS|NEON.LTR.BART042587.20161011.LVS","NEON.LTR.BART042.20161011.LVS","NEON.LTR.BART042.20161011.LVS.CN",NA,"NEON.LTR.BART042.20161011.LVS.LIG",NA,"NEON.LTR.BART042.20161011.LVS.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"1a8400b7-316b-4d71-b6c3-e9bdab26d517","BART_044.basePlot.ltr","D01","BART","BART_044",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART044410.20161011.NDL|NEON.LTR.BART044531.20161011.NDL","NEON.LTR.BART044.20161011.NDL","NEON.LTR.BART044.20161011.NDL.CN",NA,"NEON.LTR.BART044.20161011.NDL.LIG",NA,"NEON.LTR.BART044.20161011.NDL.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"e3cecad2-3b56-4379-a891-4e306aad0390","BART_074.basePlot.ltr","D01","BART","BART_074",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART074555.20161011.NDL|NEON.LTR.BART074942.20161011.NDL","NEON.LTR.BART074.20161011.NDL","NEON.LTR.BART074.20161011.NDL.CN",NA,"NEON.LTR.BART074.20161011.NDL.LIG",NA,"NEON.LTR.BART074.20161011.NDL.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"ceb8ba2b-c9b7-44c9-95c7-28551633c33c","BART_072.basePlot.ltr","D01","BART","BART_072",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART072567.20161011.NDL|NEON.LTR.BART072162.20161011.NDL","NEON.LTR.BART072.20161011.NDL","NEON.LTR.BART072.20161011.NDL.CN",NA,"NEON.LTR.BART072.20161011.NDL.LIG",NA,"NEON.LTR.BART072.20161011.NDL.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"443b08fd-a84c-4197-b8b1-0c2998b310f1","BART_050.basePlot.ltr","D01","BART","BART_050",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART050046.20161011.NDL|NEON.LTR.BART050808.20161011.NDL","NEON.LTR.BART050.20161011.NDL","NEON.LTR.BART050.20161011.NDL.CN",NA,"NEON.LTR.BART050.20161011.NDL.LIG",NA,"NEON.LTR.BART050.20161011.NDL.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"74f0702e-7d4c-4b35-80f8-2ea4b67e5720","BART_046.basePlot.ltr","D01","BART","BART_046",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART046687.20161011.LVS|NEON.LTR.BART046852.20161011.LVS","NEON.LTR.BART046.20161011.LVS","NEON.LTR.BART046.20161011.LVS.CN",NA,"NEON.LTR.BART046.20161011.LVS.LIG",NA,"NEON.LTR.BART046.20161011.LVS.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"cbc0160a-6d52-45c9-8fb8-7d24e5841167","BART_044.basePlot.ltr","D01","BART","BART_044",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART044410.20161011.LVS|NEON.LTR.BART044531.20161011.LVS","NEON.LTR.BART044.20161011.LVS","NEON.LTR.BART044.20161011.LVS.CN",NA,"NEON.LTR.BART044.20161011.LVS.LIG",NA,"NEON.LTR.BART044.20161011.LVS.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"39390778-50f5-4845-a108-c87431e9493f","BART_050.basePlot.ltr","D01","BART","BART_050",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART050808.20161011.LVS|NEON.LTR.BART050046.20161011.LVS","NEON.LTR.BART050.20161011.LVS","NEON.LTR.BART050.20161011.LVS.CN",NA,"NEON.LTR.BART050.20161011.LVS.LIG",NA,"NEON.LTR.BART050.20161011.LVS.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"4b2afea5-1528-4eca-bd85-a97c371bbf25","BART_036.basePlot.ltr","D01","BART","BART_036",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART036925.20161011.NDL|NEON.LTR.BART036151.20161011.NDL","NEON.LTR.BART036.20161011.NDL","NEON.LTR.BART036.20161011.NDL.CN",NA,"NEON.LTR.BART036.20161011.NDL.LIG",NA,"NEON.LTR.BART036.20161011.NDL.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"dbdf7693-e467-4baa-8cf4-dd5486998491","BART_075.basePlot.ltr","D01","BART","BART_075",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART075389.20161011.NDL|NEON.LTR.BART075819.20161011.NDL","NEON.LTR.BART075.20161011.NDL","NEON.LTR.BART075.20161011.NDL.CN",NA,"NEON.LTR.BART075.20161011.NDL.LIG",NA,"NEON.LTR.BART075.20161011.NDL.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"e635f97b-9a83-455f-8ea7-868f74874655","BART_074.basePlot.ltr","D01","BART","BART_074",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART074942.20161011.LVS|NEON.LTR.BART074555.20161011.LVS","NEON.LTR.BART074.20161011.LVS","NEON.LTR.BART074.20161011.LVS.CN",NA,"NEON.LTR.BART074.20161011.LVS.LIG",NA,"NEON.LTR.BART074.20161011.LVS.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"7811e702-3af8-459e-9275-702fc58eb1ab","BART_072.basePlot.ltr","D01","BART","BART_072",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART072162.20161011.LVS|NEON.LTR.BART072567.20161011.LVS","NEON.LTR.BART072.20161011.LVS","NEON.LTR.BART072.20161011.LVS.CN",NA,"NEON.LTR.BART072.20161011.LVS.LIG",NA,"NEON.LTR.BART072.20161011.LVS.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"0dc0b85e-136b-4cdd-a320-e7569576df6e","BART_037.basePlot.ltr","D01","BART","BART_037",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART037884.20161011.LVS|NEON.LTR.BART037158.20161011.LVS","NEON.LTR.BART037.20161011.LVS","NEON.LTR.BART037.20161011.LVS.CN",NA,"NEON.LTR.BART037.20161011.LVS.LIG",NA,"NEON.LTR.BART037.20161011.LVS.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"41411eb6-342e-4a9a-90a2-9935afa338b4","BART_075.basePlot.ltr","D01","BART","BART_075",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART075389.20161011.LVS|NEON.LTR.BART075819.20161011.LVS","NEON.LTR.BART075.20161011.LVS","NEON.LTR.BART075.20161011.LVS.CN",NA,"NEON.LTR.BART075.20161011.LVS.LIG",NA,"NEON.LTR.BART075.20161011.LVS.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"f5d50e52-1e67-4ef0-b349-96329b2adc78","BART_037.basePlot.ltr","D01","BART","BART_037",2016-09-20,2016-10-11,NA,2016-11-17,"NEON.LTR.BART037158.20161011.NDL|NEON.LTR.BART037884.20161011.NDL","NEON.LTR.BART037.20161011.NDL","NEON.LTR.BART037.20161011.NDL.CN",NA,"NEON.LTR.BART037.20161011.NDL.LIG",NA,"NEON.LTR.BART037.20161011.NDL.AR",NA,NA,NA,NA,"mday@field-ops.org","20210114T175312Z","RELEASE-2021"
"64d8a7c8-32a2-4430-ac45-deb04abfc4a4","HARV_049.basePlot.ltr","D01","HARV","HARV_049",2018-10-01,2018-10-15,NA,2018-10-24,"NEON.LTR.HARV049437.20181015.NDL|NEON.LTR.HARV049890.20181015.NDL","NEON.LTR.HARV049.20181015.NDL","NEON.LTR.HARV049.20181015.NDL.CN","A00000032774","NEON.LTR.HARV049.20181015.NDL.LIG","A00000032802","NEON.LTR.HARV049.20181015.NDL.AR","A00000032789",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"3e127405-b989-4cf2-9f33-973da0473e08","HARV_045.basePlot.ltr","D01","HARV","HARV_045",2018-10-01,2018-10-15,NA,2018-10-23,"NEON.LTR.HARV045265.20181015.LVS|NEON.LTR.HARV045201.20181015.LVS","NEON.LTR.HARV045.20181015.LVS","NEON.LTR.HARV045.20181015.LVS.CN","A00000032810","NEON.LTR.HARV045.20181015.LVS.LIG","A00000032814","NEON.LTR.HARV045.20181015.LVS.AR","A00000032813",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"20fce395-5363-4910-87b6-f006c0d01e9c","HARV_046.basePlot.ltr","D01","HARV","HARV_046",2018-10-01,2018-10-15,NA,2018-10-23,"NEON.LTR.HARV046204.20181015.LVS|NEON.LTR.HARV046775.20181015.LVS","NEON.LTR.HARV046.20181015.LVS","NEON.LTR.HARV046.20181015.LVS.CN","A00000032857","NEON.LTR.HARV046.20181015.LVS.LIG","A00000032858","NEON.LTR.HARV046.20181015.LVS.AR","A00000032859",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"818ed0ea-8358-48ad-9eb6-6f4ed5b9c9eb","HARV_041.basePlot.ltr","D01","HARV","HARV_041",2018-10-01,2018-10-15,NA,2018-10-23,"NEON.LTR.HARV041620.20181015.LVS|NEON.LTR.HARV041264.20181015.LVS","NEON.LTR.HARV041.20181015.LVS","NEON.LTR.HARV041.20181015.LVS.CN","A00000032829","NEON.LTR.HARV041.20181015.LVS.LIG","A00000032839","NEON.LTR.HARV041.20181015.LVS.AR","A00000032830",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"3e5cfede-a273-4432-906d-85c773dc4495","HARV_052.basePlot.ltr","D01","HARV","HARV_052",2018-10-01,2018-10-15,NA,2018-10-23,"NEON.LTR.HARV052902.20181015.LVS|NEON.LTR.HARV052314.20181015.LVS","NEON.LTR.HARV052.20181015.LVS","NEON.LTR.HARV052.20181015.LVS.CN","A00000032772","NEON.LTR.HARV052.20181015.LVS.LIG","A00000032763","NEON.LTR.HARV052.20181015.LVS.AR","A00000032779",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"87322432-5fac-49f4-8271-28387842803f","HARV_037.basePlot.ltr","D01","HARV","HARV_037",2018-10-01,2018-10-15,NA,2018-10-23,"NEON.LTR.HARV037849.20181015.LVS|NEON.LTR.HARV037292.20181015.LVS","NEON.LTR.HARV037.20181015.LVS","NEON.LTR.HARV037.20181015.LVS.CN","A00000032856","NEON.LTR.HARV037.20181015.LVS.LIG","A00000032826","NEON.LTR.HARV037.20181015.LVS.AR","A00000032827",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"b3bee8e7-2dba-4d64-943e-d157e38856df","HARV_037.basePlot.ltr","D01","HARV","HARV_037",2018-10-01,2018-10-15,NA,2018-10-25,"NEON.LTR.HARV037292.20181015.NDL|NEON.LTR.HARV037849.20181015.NDL","NEON.LTR.HARV037.20181015.NDL","NEON.LTR.HARV037.20181015.NDL.CN","A00000032791","NEON.LTR.HARV037.20181015.NDL.LIG","A00000032786","NEON.LTR.HARV037.20181015.NDL.AR","A00000032750",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"de74d53e-d1f3-4f66-932f-d43d01506e92","HARV_049.basePlot.ltr","D01","HARV","HARV_049",2018-10-01,2018-10-15,NA,2018-10-24,"NEON.LTR.HARV049890.20181015.LVS|NEON.LTR.HARV049437.20181015.LVS","NEON.LTR.HARV049.20181015.LVS","NEON.LTR.HARV049.20181015.LVS.CN","A00000032745","NEON.LTR.HARV049.20181015.LVS.LIG","A00000032766","NEON.LTR.HARV049.20181015.LVS.AR","A00000032776",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"5cafb033-f179-403c-b8ac-f5a9cd2e5cdc","HARV_033.basePlot.ltr","D01","HARV","HARV_033",2018-10-01,2018-10-15,NA,2018-10-24,"NEON.LTR.HARV033209.20181015.LVS|NEON.LTR.HARV033397.20181015.LVS","NEON.LTR.HARV033.20181015.LVS","NEON.LTR.HARV033.20181015.LVS.CN","A00000032755","NEON.LTR.HARV033.20181015.LVS.LIG","A00000032781","NEON.LTR.HARV033.20181015.LVS.AR","A00000032807",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"5f8c76b5-fd44-4d85-a797-0f2640c4fb12","HARV_048.basePlot.ltr","D01","HARV","HARV_048",2018-10-01,2018-10-15,NA,2018-10-25,"NEON.LTR.HARV048355.20181015.NDL|NEON.LTR.HARV048701.20181015.NDL","NEON.LTR.HARV048.20181015.NDL","NEON.LTR.HARV048.20181015.NDL.CN","A00000032808","NEON.LTR.HARV048.20181015.NDL.LIG","A00000032746","NEON.LTR.HARV048.20181015.NDL.AR","A00000032785",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"0c418524-f66e-492f-88ff-79815a9d0cbe","HARV_050.basePlot.ltr","D01","HARV","HARV_050",2018-10-01,2018-10-15,NA,2018-10-24,"NEON.LTR.HARV050043.20181015.LVS|NEON.LTR.HARV050947.20181015.LVS","NEON.LTR.HARV050.20181015.LVS","NEON.LTR.HARV050.20181015.LVS.CN","A00000032782","NEON.LTR.HARV050.20181015.LVS.LIG","A00000032840","NEON.LTR.HARV050.20181015.LVS.AR","A00000032754",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"67cffd10-21e8-470c-9d30-9a2de7781f12","HARV_048.basePlot.ltr","D01","HARV","HARV_048",2018-10-01,2018-10-15,NA,2018-10-24,"NEON.LTR.HARV048701.20181015.LVS|NEON.LTR.HARV048355.20181015.LVS","NEON.LTR.HARV048.20181015.LVS","NEON.LTR.HARV048.20181015.LVS.CN","A00000032815","NEON.LTR.HARV048.20181015.LVS.LIG","A00000032794","NEON.LTR.HARV048.20181015.LVS.AR","A00000032778",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"9cf5af21-9d9b-402d-9894-74eb44f89bac","HARV_050.basePlot.ltr","D01","HARV","HARV_050",2018-10-01,2018-10-15,NA,2018-10-24,"NEON.LTR.HARV050043.20181015.NDL|NEON.LTR.HARV050947.20181015.NDL","NEON.LTR.HARV050.20181015.NDL","NEON.LTR.HARV050.20181015.NDL.CN","A00000032795","NEON.LTR.HARV050.20181015.NDL.LIG","A00000032817","NEON.LTR.HARV050.20181015.NDL.AR","A00000032820",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
"c23ba3df-840f-47a7-87f2-6f81b513e363","HARV_043.basePlot.ltr","D01","HARV","HARV_043",2018-10-01,2018-10-15,NA,2018-10-24,"NEON.LTR.HARV043007.20181015.LVS|NEON.LTR.HARV043550.20181015.LVS","NEON.LTR.HARV043.20181015.LVS","NEON.LTR.HARV043.20181015.LVS.CN","A00000032797","NEON.LTR.HARV043.20181015.LVS.LIG","A00000032761","NEON.LTR.HARV043.20181015.LVS.AR","A00000032767",NA,NA,NA,"opiscitelli@battelleecology.org","20210114T173759Z","RELEASE-2021"
