"uid","namedLocation","domainID","siteID","plotID","plotType","collectDate","samplingProtocolVersion","sampleID","sampleCode","kclSampleID","kclSampleCode","incubationPairID","nTransBoutType","incubationLength","extractionStartDate","kclReferenceID","soilFreshMass","kclVolume","extractionEndDate","sampleCondition","remarks","processedBy","recordedBy","dataQF","publicationDate","release"
"1bc85f8f-5198-475a-80b6-f7608facc44f","HARV_005.basePlot.bgc","D01","HARV","HARV_005","distributed",2018-04-17 17:36:00,"NEON.DOC.014048vK","HARV_005-M-36-21-20180417","A00000001244","HARV_005-M-36-21-20180417-KCL","B00000006322","HARV_005-M-36-21","tInitial",0,2018-04-18 15:16:00,"HARV-20180418-BRef1",9.99,100,2018-04-18 19:00:00,"OK",NA,"ewallis@battelleecology.org","hbartholomaus@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"da84f802-0bb0-47eb-880e-e9f9a0a2fc04","HARV_021.basePlot.bgc","D01","HARV","HARV_021","distributed",2018-04-17 17:43:00,"NEON.DOC.014048vK","HARV_021-O-16.5-6-20180417","A00000001282","HARV_021-O-16.5-6-20180417-KCL","B00000006309","HARV_021-O-16.5-6","tInitial",0,2018-04-18 16:20:00,"HARV-20180418-BRef1",10.1,100,2018-04-18 19:00:00,"OK",NA,"ewallis@battelleecology.org","hbartholomaus@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"d3f771d6-76c9-4071-a1ba-5fb622952060","HARV_005.basePlot.bgc","D01","HARV","HARV_005","distributed",2018-04-17 17:48:00,"NEON.DOC.014048vK","HARV_005-M-21.5-5.5-20180417","A00000001246","HARV_005-M-21.5-5.5-20180417-KCL","B00000006276","HARV_005-M-21.5-5.5","tInitial",0,2018-04-18 13:22:00,"HARV-20180418-BRef1",10.01,100,2018-04-18 18:00:00,"OK",NA,"ewallis@battelleecology.org","hbartholomaus@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"1c88132c-d733-4a5d-87f7-27890fcd6bb6","HARV_021.basePlot.bgc","D01","HARV","HARV_021","distributed",2018-04-17 17:52:00,"NEON.DOC.014048vK","HARV_021-M-16.5-6-20180417","A00000001261","HARV_021-M-16.5-6-20180417-KCL","B00000006319","HARV_021-M-16.5-6","tInitial",0,2018-04-18 14:26:00,"HARV-20180418-BRef1",10.04,100,2018-04-18 18:00:00,"OK",NA,"ewallis@battelleecology.org","hbartholomaus@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"18621137-f7fd-4f4e-b763-47587e7154c3","HARV_021.basePlot.bgc","D01","HARV","HARV_021","distributed",2018-04-17 18:10:00,"NEON.DOC.014048vK","HARV_021-O-28.5-1-20180417","A00000001281","HARV_021-O-28.5-1-20180417-KCL","B00000006285","HARV_021-O-28.5-1","tInitial",0,2018-04-18 16:15:00,"HARV-20180418-BRef1",10.1,100,2018-04-18 19:00:00,"OK",NA,"ewallis@battelleecology.org","hbartholomaus@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"acd12d7b-43c4-4aed-a550-9e279357fac7","HARV_021.basePlot.bgc","D01","HARV","HARV_021","distributed",2018-04-17 18:21:00,"NEON.DOC.014048vK","HARV_021-M-28.5-1-20180417","A00000001260","HARV_021-M-28.5-1-20180417-KCL","B00000006320","HARV_021-M-28.5-1","tInitial",0,2018-04-18 14:08:00,"HARV-20180418-BRef1",10.09,100,2018-04-18 18:00:00,"OK",NA,"ewallis@battelleecology.org","hbartholomaus@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"c3b041f5-b009-4a23-a631-ccf1cafab0b2","HARV_013.basePlot.bgc","D01","HARV","HARV_013","distributed",2018-04-18 14:26:00,"NEON.DOC.014048vK","HARV_013-O-10.5-37-20180418","A00000001284","HARV_013-O-10.5-37-20180418-KCL","B00000006288","HARV_013-O-10.5-37","tInitial",0,2018-04-19 15:00:00,"HARV-20180419-BRef1",10.02,100,2018-04-19 19:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"710525b8-648d-4e34-a0ee-195d71dd553d","HARV_013.basePlot.bgc","D01","HARV","HARV_013","distributed",2018-04-18 14:33:00,"NEON.DOC.014048vK","HARV_013-M-10.5-37-20180418","A00000001263","HARV_013-M-10.5-37-20180418-KCL","B00000006273","HARV_013-M-10.5-37","tInitial",0,2018-04-19 15:36:00,"HARV-20180419-BRef1",10.24,100,2018-04-19 19:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"adeb5118-988b-471f-9b35-f77f50983809","HARV_033.basePlot.bgc","D01","HARV","HARV_033","tower",2018-04-18 14:41:00,"NEON.DOC.014048vK","HARV_033-M-14.5-0-20180418","A00000001258","HARV_033-M-14.5-0-20180418-KCL","B00000006283","HARV_033-M-14.5-0","tInitial",0,2018-04-19 17:06:00,"HARV-20180419-BRef1",10.36,100,2018-04-19 19:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"1ab0f539-7066-4106-8e1e-a8fb3fc60eff","HARV_013.basePlot.bgc","D01","HARV","HARV_013","distributed",2018-04-18 14:53:00,"NEON.DOC.014048vK","HARV_013-O-30-30.5-20180418","A00000001267","HARV_013-O-30-30.5-20180418-KCL","B00000006282","HARV_013-O-30-30.5","tInitial",0,2018-04-19 15:27:00,"HARV-20180419-BRef1",10.01,100,2018-04-19 18:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"14632400-6dfc-4f75-a866-07364d947a66","HARV_013.basePlot.bgc","D01","HARV","HARV_013","distributed",2018-04-18 15:03:00,"NEON.DOC.014048vK","HARV_013-M-30-30.5-20180418","A00000001264","HARV_013-M-30-30.5-20180418-KCL","B00000006280","HARV_013-M-30-30.5","tInitial",0,2018-04-19 15:46:00,"HARV-20180419-BRef1",10.08,100,2018-04-19 18:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"8d63d492-d20f-450e-9927-abf371ddadfd","HARV_033.basePlot.bgc","D01","HARV","HARV_033","tower",2018-04-18 15:14:00,"NEON.DOC.014048vK","HARV_033-O-0-32.5-20180418","A00000001241","HARV_033-O-0-32.5-20180418-KCL","B00000006327","HARV_033-O-0-32.5","tInitial",0,2018-04-19 15:21:00,"HARV-20180419-BRef1",10.25,100,2018-04-19 19:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"44e14499-b439-4ffb-b426-74209c5dfed5","HARV_013.basePlot.bgc","D01","HARV","HARV_013","distributed",2018-04-18 15:15:00,"NEON.DOC.014048vK","HARV_013-O-24.5-7.5-20180418","A00000001266","HARV_013-O-24.5-7.5-20180418-KCL","B00000006274","HARV_013-O-24.5-7.5","tInitial",0,2018-04-19 15:24:00,"HARV-20180419-BRef1",10.14,100,2018-04-19 18:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"f42fc62c-156d-4b08-8f86-13a0a1ac4a6a","HARV_013.basePlot.bgc","D01","HARV","HARV_013","distributed",2018-04-18 15:27:00,"NEON.DOC.014048vK","HARV_013-M-24.5-7.5-20180418","A00000001265","HARV_013-M-24.5-7.5-20180418-KCL","B00000006281","HARV_013-M-24.5-7.5","tInitial",0,2018-04-19 17:11:00,"HARV-20180419-BRef1",10.21,100,2018-04-19 19:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"25e7999e-0b30-4dd6-a9a7-41bead6a6e1b","HARV_033.basePlot.bgc","D01","HARV","HARV_033","tower",2018-04-18 15:30:00,"NEON.DOC.014048vK","HARV_033-M-0-32.5-20180418","A00000001259","HARV_033-M-0-32.5-20180418-KCL","B00000006290","HARV_033-M-0-32.5","tInitial",0,2018-04-19 17:41:00,"HARV-20180419-BRef1",10.33,100,2018-04-19 20:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"7f8abb6a-7cdc-4161-a5c6-9d1e93c25290","HARV_004.basePlot.bgc","D01","HARV","HARV_004","distributed",2018-04-18 16:22:00,"NEON.DOC.014048vK","HARV_004-O-0.5-26.5-20180418","A00000001248","HARV_004-O-0.5-26.5-20180418-KCL","B00000006270","HARV_004-O-0.5-26.5","tInitial",0,2018-04-19 16:54:00,"HARV-20180419-BRef1",10.25,100,2018-04-19 20:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"f8d8e2f2-7cdd-4e7a-ab34-7269ecd5b2b8","HARV_004.basePlot.bgc","D01","HARV","HARV_004","distributed",2018-04-18 16:31:00,"NEON.DOC.014048vK","HARV_004-M-0.5-26.5-20180418","A00000001231","HARV_004-M-0.5-26.5-20180418-KCL","B00000006324","HARV_004-M-0.5-26.5","tInitial",0,2018-04-19 14:31:00,"HARV-20180419-BRef1",9.97,100,2018-04-19 18:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"cd80ade4-faf6-4158-8e1e-a3ad39bce16a","HARV_033.basePlot.bgc","D01","HARV","HARV_033","tower",2018-04-18 16:36:00,"NEON.DOC.014048vK","HARV_033-O-31.5-30-20180418","A00000001280","HARV_033-O-31.5-30-20180418-KCL","B00000006325","HARV_033-O-31.5-30","tInitial",0,2018-04-19 15:08:00,"HARV-20180419-BRef1",10.18,100,2018-04-19 18:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"4f40c26b-05ff-4391-8624-aa5a5830eb74","HARV_033.basePlot.bgc","D01","HARV","HARV_033","tower",2018-04-18 16:40:00,"NEON.DOC.014048vK","HARV_033-M-31.5-30-20180418","A00000001240","HARV_033-M-31.5-30-20180418-KCL","B00000006292","HARV_033-M-31.5-30","tInitial",0,2018-04-19 17:51:00,"HARV-20180419-BRef1",10.04,100,2018-04-19 20:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"8a6cb500-51f9-4250-b6fc-17ac85725c3b","HARV_004.basePlot.bgc","D01","HARV","HARV_004","distributed",2018-04-18 16:53:00,"NEON.DOC.014048vK","HARV_004-O-36-30.5-20180418","A00000001249","HARV_004-O-36-30.5-20180418-KCL","B00000006306","HARV_004-O-36-30.5","tInitial",0,2018-04-19 16:48:00,"HARV-20180419-BRef1",10.24,100,2018-04-19 20:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"ef696b87-ddc0-4d14-a590-20004cd2b979","HARV_004.basePlot.bgc","D01","HARV","HARV_004","distributed",2018-04-18 17:07:00,"NEON.DOC.014048vK","HARV_004-M-36-30.5-20180418","A00000001230","HARV_004-M-36-30.5-20180418-KCL","B00000006277","HARV_004-M-36-30.5","tInitial",0,2018-04-19 15:49:00,"HARV-20180419-BRef1",10.05,100,2018-04-19 19:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"c1eddf64-a604-4dca-b94a-28db4736f3a5","HARV_004.basePlot.bgc","D01","HARV","HARV_004","distributed",2018-04-18 17:22:00,"NEON.DOC.014048vK","HARV_004-O-21-0-20180418","A00000001250","HARV_004-O-21-0-20180418-KCL","B00000006323","HARV_004-O-21-0","tInitial",0,2018-04-19 15:11:00,"HARV-20180419-BRef1",10,100,2018-04-19 19:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"e586fd3c-c146-43e4-b6c1-a4354ea16fc3","HARV_004.basePlot.bgc","D01","HARV","HARV_004","distributed",2018-04-18 17:32:00,"NEON.DOC.014048vK","HARV_004-M-21-0-20180418","A00000001229","HARV_004-M-21-0-20180418-KCL","B00000006315","HARV_004-M-21-0","tInitial",0,2018-04-19 16:57:00,"HARV-20180419-BRef1",10.23,100,2018-04-19 20:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"23d09e6f-2fc6-4919-a64e-2a0254185028","HARV_034.basePlot.bgc","D01","HARV","HARV_034","tower",2018-04-18 18:02:00,"NEON.DOC.014048vK","HARV_034-O-7-1-20180418","A00000001277","HARV_034-O-7-1-20180418-KCL","B00000006305","HARV_034-O-7-1","tInitial",0,2018-04-19 16:51:00,"HARV-20180419-BRef1",10.23,100,2018-04-19 20:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"d8e0a2dd-aac4-4345-8585-19f49f3e16e4","HARV_034.basePlot.bgc","D01","HARV","HARV_034","tower",2018-04-18 18:12:00,"NEON.DOC.014048vK","HARV_034-M-7-1-20180418","A00000001276","HARV_034-M-7-1-20180418-KCL","B00000006318","HARV_034-M-7-1","tInitial",0,2018-04-19 15:32:00,"HARV-20180419-BRef1",10.11,100,2018-04-19 18:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"3acf9de9-8368-426e-ad2d-ce895364e97b","HARV_001.basePlot.bgc","D01","HARV","HARV_001","distributed",2018-04-18 18:26:00,"NEON.DOC.014048vK","HARV_001-O-37.5-12.5-20180418","A00000001226","HARV_001-O-37.5-12.5-20180418-KCL","B00000006303","HARV_001-O-37.5-12.5","tInitial",0,2018-04-19 15:01:00,"HARV-20180419-BRef1",10.04,100,2018-04-19 19:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"3231bf4a-157b-4f64-a857-62722e485c31","HARV_001.basePlot.bgc","D01","HARV","HARV_001","distributed",2018-04-18 18:36:00,"NEON.DOC.014048vK","HARV_001-M-37.5-12.5-20180418","A00000001223","HARV_001-M-37.5-12.5-20180418-KCL","B00000006279","HARV_001-M-37.5-12.5","tInitial",0,2018-04-19 14:42:00,"HARV-20180419-BRef1",10.03,100,2018-04-19 18:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"8c372699-d83e-4a33-914e-53e49919ce97","HARV_034.basePlot.bgc","D01","HARV","HARV_034","tower",2018-04-18 18:37:00,"NEON.DOC.014048vK","HARV_034-O-10-36-20180418","A00000001273","HARV_034-O-10-36-20180418-KCL","B00000006310","HARV_034-O-10-36","tInitial",0,2018-04-19 15:39:00,"HARV-20180419-BRef1",10.14,100,2018-04-19 18:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"542cffe6-d864-45f0-835f-537944b8c8b1","HARV_034.basePlot.bgc","D01","HARV","HARV_034","tower",2018-04-18 18:43:00,"NEON.DOC.014048vK","HARV_034-M-10-36-20180418","A00000001274","HARV_034-M-10-36-20180418-KCL","B00000006314","HARV_034-M-10-36","tInitial",0,2018-04-19 17:31:00,"HARV-20180419-BRef1",10.2,100,2018-04-19 19:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"7fcac922-7fa6-4546-a53f-3b52a7c2d76c","HARV_001.basePlot.bgc","D01","HARV","HARV_001","distributed",2018-04-18 18:50:00,"NEON.DOC.014048vK","HARV_001-O-28-35-20180418","A00000001222","HARV_001-O-28-35-20180418-KCL","B00000006301","HARV_001-O-28-35","tInitial",0,2018-04-19 15:16:00,"HARV-20180419-BRef1",10.09,100,2018-04-19 18:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"d0174493-2245-4309-9c9b-0ba1ea9d9ee1","HARV_001.basePlot.bgc","D01","HARV","HARV_001","distributed",2018-04-18 19:03:00,"NEON.DOC.014048vK","HARV_001-M-28-35-20180418","A00000001224","HARV_001-M-28-35-20180418-KCL","B00000006286","HARV_001-M-28-35","tInitial",0,2018-04-19 14:52:00,"HARV-20180419-BRef1",10.24,100,2018-04-19 18:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"e0d0f571-0ec8-411f-8974-8bab377c17cb","HARV_034.basePlot.bgc","D01","HARV","HARV_034","tower",2018-04-18 19:04:00,"NEON.DOC.014048vK","HARV_034-O-26-8-20180418","A00000001278","HARV_034-O-26-8-20180418-KCL","B00000006311","HARV_034-O-26-8","tInitial",0,2018-04-19 15:44:00,"HARV-20180419-BRef1",10.37,100,2018-04-19 18:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"7c202d04-48e5-4f57-9d37-11727194fe93","HARV_034.basePlot.bgc","D01","HARV","HARV_034","tower",2018-04-18 19:15:00,"NEON.DOC.014048vK","HARV_034-M-26-8-20180418","A00000001275","HARV_034-M-26-8-20180418-KCL","B00000006317","HARV_034-M-26-8","tInitial",0,2018-04-19 17:14:00,"HARV-20180419-BRef1",10.03,100,2018-04-19 20:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"4e2ea861-b176-44f5-8b75-bcdb58237227","HARV_001.basePlot.bgc","D01","HARV","HARV_001","distributed",2018-04-18 19:15:00,"NEON.DOC.014048vK","HARV_001-O-9-34.5-20180418","A00000001225","HARV_001-O-9-34.5-20180418-KCL","B00000006304","HARV_001-O-9-34.5","tInitial",0,2018-04-19 17:02:00,"HARV-20180419-BRef1",10.31,100,2018-04-19 20:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"31a2eff5-6f82-42a4-9a48-c0830e844cd5","HARV_001.basePlot.bgc","D01","HARV","HARV_001","distributed",2018-04-18 19:25:00,"NEON.DOC.014048vK","HARV_001-M-9-34.5-20180418","A00000001221","HARV_001-M-9-34.5-20180418-KCL","B00000006302","HARV_001-M-9-34.5","tInitial",0,2018-04-19 14:48:00,"HARV-20180419-BRef1",10.16,100,2018-04-19 18:00:00,"OK",NA,"scook@battelleecology.org","dmikros@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"16a0ebc6-e1b5-413f-97ff-663fb0fd05da","HARV_035.basePlot.bgc","D01","HARV","HARV_035","tower",2018-04-19 12:13:00,"NEON.DOC.014048vK","HARV_035-O-0.5-36.5-20180419","A00000001272","HARV_035-O-0.5-36.5-20180419-KCL","B00000006298","HARV_035-O-0.5-36.5","tInitial",0,2018-04-20 13:29:00,"HARV-20180420-BRef1",10.35,100,2018-04-20 16:00:00,"OK",NA,"scook@battelleecology.org","scook@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"8f0f7419-10e2-44b5-a853-60845d081e5e","HARV_035.basePlot.bgc","D01","HARV","HARV_035","tower",2018-04-19 12:17:00,"NEON.DOC.014048vK","HARV_035-M-0.5-36.5-20180419","A00000001255","HARV_035-M-0.5-36.5-20180419-KCL","B00000006295","HARV_035-M-0.5-36.5","tInitial",0,2018-04-20 14:13:00,"HARV-20180420-BRef1",10.04,100,2018-04-20 17:00:00,"OK",NA,"scook@battelleecology.org","scook@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"cfe03df4-e0e7-44f9-a622-1156f624b972","HARV_035.basePlot.bgc","D01","HARV","HARV_035","tower",2018-04-19 12:43:00,"NEON.DOC.014048vK","HARV_035-M-4.5-5-20180419","A00000001271","HARV_035-M-4.5-5-20180419-KCL","B00000006316","HARV_035-M-4.5-5","tInitial",0,2018-04-20 13:54:00,"HARV-20180420-BRef1",10.03,100,2018-04-20 16:00:00,"OK",NA,"scook@battelleecology.org","scook@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"5db2eef8-87aa-499a-b5a6-f62ea9764df3","HARV_035.basePlot.bgc","D01","HARV","HARV_035","tower",2018-04-19 12:44:00,"NEON.DOC.014048vK","HARV_035-O-4.5-5-20180419","A00000001257","HARV_035-O-4.5-5-20180419-KCL","B00000006294","HARV_035-O-4.5-5","tInitial",0,2018-04-20 13:35:00,"HARV-20180420-BRef1",10.11,100,2018-04-20 17:00:00,"OK",NA,"scook@battelleecology.org","scook@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"77206397-aa05-4d0f-995b-25d30ef0c46d","HARV_035.basePlot.bgc","D01","HARV","HARV_035","tower",2018-04-19 13:16:00,"NEON.DOC.014048vK","HARV_035-O-25.5-9-20180419","A00000001256","HARV_035-O-25.5-9-20180419-KCL","B00000006289","HARV_035-O-25.5-9","tInitial",0,2018-04-20 13:40:00,"HARV-20180420-BRef1",10.05,100,2018-04-20 17:00:00,"OK",NA,"scook@battelleecology.org","scook@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"1e8e68d9-bdcf-4a5d-9488-2fe36520469c","HARV_035.basePlot.bgc","D01","HARV","HARV_035","tower",2018-04-19 13:28:00,"NEON.DOC.014048vK","HARV_035-M-25.5-9-20180419","A00000001254","HARV_035-M-25.5-9-20180419-KCL","B00000006313","HARV_035-M-25.5-9","tInitial",0,2018-04-20 14:22:00,"HARV-20180420-BRef1",10.16,100,2018-04-20 17:00:00,"OK",NA,"scook@battelleecology.org","scook@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
"0f4d4fe6-921f-4f52-893d-fe4fb3c5238e","HARV_037.basePlot.bgc","D01","HARV","HARV_037","tower",2018-04-19 13:59:00,"NEON.DOC.014048vK","HARV_037-O-30-22-20180419","A00000001270","HARV_037-O-30-22-20180419-KCL","B00000006293","HARV_037-O-30-22","tInitial",0,2018-04-20 13:10:00,"HARV-20180420-BRef1",10,100,2018-04-20 16:00:00,"OK",NA,"scook@battelleecology.org","scook@battelleecology.org",NA,"20201218T092955Z","RELEASE-2021"
