"uid","siteID","extractionStartDate","extractionEndDate","kclReferenceID","kclBlank1ID","kclBlank1Code","kclBlank2ID","kclBlank2Code","kclBlank3ID","kclBlank3Code","remarks","dataQF","publicationDate","release"
"31329269-dfc0-4bea-b15a-35500f013551","RMNP",2020-07-21,2020-07-21,"RMNP-20200721-BREF1","RMNP-20200721-BREF1-A","B00000098394","RMNP-20200721-BREF1-B","B00000098400","RMNP-20200721-BREF1-C","B00000098412",NA,NA,"20210201T151050Z","PROVISIONAL"
"ec0db0c5-bd7a-4515-8a49-e2f985721feb","RMNP",2020-07-23,2020-07-23,"RMNP-20200723-BREF1","RMNP-20200723-BREF1-A","B00000098392","RMNP-20200723-BREF1-B","B00000098402","RMNP-20200723-BREF1-C","B00000098408",NA,NA,"20210201T151050Z","PROVISIONAL"
"d38211af-f75f-4a06-ba55-ede0b8fbf6db","RMNP",2020-09-22,2020-09-22,"RMNP-20200922-BREF1","RMNP-20200922-BREF1-A","B00000098393","RMNP-20200922-BREF1-B","B00000098403","RMNP-20200922-BREF1-C","B00000098415",NA,NA,"20210201T151044Z","PROVISIONAL"
"9b8a7138-eb86-46ab-afd0-0c1024471cc0","RMNP",2020-10-01,2020-10-01,"RMNP-20201001-BREF1","RMNP-20201001-BREF1-A","B00000061402","RMNP-20201001-BREF1-B","B00000098396","RMNP-20201001-BREF1-C","B00000098416",NA,NA,"20210208T165450Z","PROVISIONAL"
"3e7fd343-bb7b-49ac-b606-96e3e84b1305","RMNP",2020-10-02,2020-10-02,"RMNP-20201002-BREF1","RMNP-20201002-BREF1-A","B00000098395","RMNP-20201002-BREF1-B","B00000098405","RMNP-20201002-BREF1-C","B00000098411",NA,NA,"20210208T165450Z","PROVISIONAL"
"719ffb84-3c41-4ff4-933f-2a23aeaa213b","RMNP",2020-11-12,2020-11-12,"RMNP-20201112-BREF1","RMNP-20201112-BREF1-A","B00000098386","RMNP-20201112-BREF1-B","B00000098406","RMNP-20201112-BREF1-C","B00000061403",NA,NA,"20210223T152523Z","PROVISIONAL"
"477a167c-39e7-4427-ace9-ff8b37988fa1","RMNP",2020-11-18,2020-11-18,"RMNP-20201118-BREF1","RMNP-20201118-BREF1-A","B00000098389","RMNP-20201118-BREF1-B","B00000098397","RMNP-20201118-BREF1-C","B00000098407",NA,NA,"20210223T152523Z","PROVISIONAL"
"6cdf2d2e-7480-4abc-b50d-33ae04f4498b","STER",2017-04-06,2017-04-06,"STER-20170406-BREF1","STER-20170406-BREF1-A",NA,"STER-20170406-BREF1-B",NA,"STER-20170406-BREF1-C",NA,NA,NA,"20201217T225942Z","RELEASE-2021"
"4a8ed0ae-44ce-49ab-8f71-1c81d7ddaee0","STER",2017-04-11,2017-04-11,"STER-20170411-BREF1","STER-20170411-BREF1-A",NA,"STER-20170411-BREF1-B",NA,"STER-20170411-BREF1-C",NA,NA,NA,"20201217T225942Z","RELEASE-2021"
"b0d9847d-861c-4c7a-bb18-618de4d40cfe","STER",2017-04-12,2017-04-12,"STER-20170412-BREF1","STER-20170412-BREF1-A",NA,"STER-20170412-BREF1-B",NA,"STER-20170412-BREF1-C",NA,NA,NA,"20201217T225942Z","RELEASE-2021"
"8b40e66d-c17c-4698-975b-ac5653b836b9","STER",2017-04-27,2017-04-27,"STER-20170427-BREF1","STER-20170427-BREF1-A",NA,"STER-20170427-BREF1-B",NA,"STER-20170427-BREF1-C",NA,NA,NA,"20201217T225942Z","RELEASE-2021"
"0c800533-3fcc-41e0-b0a1-536c8070b99f","STER",2017-05-02,2017-05-02,"STER-20170502-BREF1","STER-20170502-BREF1-A",NA,"STER-20170502-BREF1-B",NA,"STER-20170502-BREF1-C",NA,NA,NA,"20201217T230010Z","RELEASE-2021"
"6978e32b-95a7-412f-89e9-c28f5cee1ae3","STER",2017-05-03,2017-05-03,"STER-20170503-BREF1","STER-20170503-BREF1-A",NA,"STER-20170503-BREF1-B",NA,"STER-20170503-BREF1-C",NA,NA,NA,"20201217T230010Z","RELEASE-2021"
"cc027f4c-1506-47ae-9d60-463cc9b148f6","STER",2017-06-06,2017-06-06,"STER-20170606-BREF1","STER-20170606-BREF1-A",NA,"STER-20170606-BREF1-B",NA,"STER-20170606-BREF1-C",NA,NA,NA,"20201217T230038Z","RELEASE-2021"
"aee56d2e-b47c-47d3-8dbb-d7e46d0bd5ab","STER",2017-06-07,2017-06-07,"STER-20170607-BREF1","STER-20170607-BREF1-A",NA,"STER-20170607-BREF1-B",NA,"STER-20170607-BREF1-C",NA,NA,NA,"20201217T230038Z","RELEASE-2021"
"cca250eb-88ea-41cd-83e3-c3955d249af1","STER",2017-06-27,2017-06-27,"STER-20170627-BREF1","STER-20170627-BREF1-A",NA,"STER-20170627-BREF1-B",NA,"STER-20170627-BREF1-C",NA,NA,NA,"20201217T230038Z","RELEASE-2021"
"ed5eb986-e602-44a3-9f04-f15038b12b9d","STER",2017-06-30,2017-06-30,"STER-20170630-BREF1","STER-20170630-BREF1-A",NA,"STER-20170630-BREF1-B",NA,"STER-20170630-BREF1-C",NA,NA,NA,"20201217T230038Z","RELEASE-2021"
"314f2828-178a-46b5-bad7-ef985c60b2e6","STER",2017-10-19,2017-10-19,"STER-20171019-BREF1","STER-20171019-BREF1-A","E00000000008","STER-20171019-BREF1-B","E00000000009","STER-20171019-BREF1-C","E00000000010",NA,NA,"20201217T223618Z","RELEASE-2021"
"2cd60d6d-bdf3-4217-a467-f928c4e136dd","STER",2017-10-24,2017-10-24,"STER-20171024-BREF1","STER-20171024-BREF1-A","E00000000025","STER-20171024-BREF1-B","E00000000027","STER-20171024-BREF1-C","E00000000026",NA,NA,"20201217T223618Z","RELEASE-2021"
"a063aabf-ba03-4942-a86b-80a8fb672750","STER",2017-10-26,2017-10-26,"STER-20171026-BREF1","STER-20171026-BREF1-A",NA,"STER-20171026-BREF1-B",NA,"STER-20171026-BREF1-C",NA,NA,NA,"20201217T223618Z","RELEASE-2021"
"46d55eb7-23bb-45d5-b698-1435668b9966","STER",2017-11-08,2017-11-08,"STER-20171108-BREF1","STER-20171108-BREF1-A",NA,"STER-20171108-BREF1-B",NA,"STER-20171108-BREF1-C",NA,NA,NA,"20201217T223636Z","RELEASE-2021"
"2d6b0c50-f811-4096-ba73-bf9680813bb4","STER",2017-11-14,2017-11-14,"STER-20171114-BREF1","STER-20171114-BREF1-A",NA,"STER-20171114-BREF1-B",NA,"STER-20171114-BREF1-C",NA,NA,NA,"20201217T223636Z","RELEASE-2021"
"58f5a9ab-36aa-440d-a644-7ff160511a28","CLBJ",2019-03-05,2019-03-05,"CLBJ-20190305-BREF1","CLBJ-20190305-BREF1-A","B00000035720","CLBJ-20190305-BREF1-B","B00000035719","CLBJ-20190305-BREF1-C","B00000035718",NA,NA,"20201218T064855Z","RELEASE-2021"
"1cbdc8e0-73df-4c92-82c0-411ba3ab822c","CLBJ",2019-03-06,2019-03-06,"CLBJ-20190306-BREF1","CLBJ-20190306-BREF1-A","B00000035733","CLBJ-20190306-BREF1-B","B00000035732","CLBJ-20190306-BREF1-C","B00000035734",NA,NA,"20201218T064855Z","RELEASE-2021"
"09b348dd-4312-4023-b761-a414787296e4","CLBJ",2019-03-07,2019-03-07,"CLBJ-20190307-BREF1","CLBJ-20190307-BREF1-A","B00000035751","CLBJ-20190307-BREF1-B","B00000035750","CLBJ-20190307-BREF1-C","B00000035748",NA,NA,"20201218T064855Z","RELEASE-2021"
"45ae2c05-b788-4e5b-a851-82fad6eed0f8","CLBJ",2019-03-26,2019-03-26,"CLBJ-20190326-BREF1","CLBJ-20190326-BREF1-A","B00000035779","CLBJ-20190326-BREF1-B","B00000035780","CLBJ-20190326-BREF1-C","B00000035782",NA,NA,"20201218T064855Z","RELEASE-2021"
"acb1eabf-f216-4146-bd76-befb2822c1a0","CLBJ",2019-04-16,2019-04-16,"CLBJ-20190416-BREF1","CLBJ-20190416-BREF1-A","B00000001928","CLBJ-20190416-BREF1-B","B00000001957","CLBJ-20190416-BREF1-C","B00000001927",NA,NA,"20201218T055400Z","RELEASE-2021"
"ae016fd7-ed03-4c9a-bcdf-f982f1b85ae2","CLBJ",2019-04-17,2019-04-17,"CLBJ-20190417-BREF1","CLBJ-20190417-BREF1-A","B00000001926","CLBJ-20190417-BREF1-B","B00000035783","CLBJ-20190417-BREF1-C","B00000001949",NA,NA,"20201218T055400Z","RELEASE-2021"
"3fffa5a7-c081-46f5-b50d-b72eda7ad301","CLBJ",2019-04-30,2019-04-30,"CLBJ-20190430-BREF1","CLBJ-20190430-BREF1-A","B00000002023","CLBJ-20190430-BREF1-B","B00000002022","CLBJ-20190430-BREF1-C","B00000002024",NA,NA,"20201218T055400Z","RELEASE-2021"
"e608ad4b-295c-4111-a493-7ba3af296bf7","CLBJ",2019-11-05,2019-11-05,"CLBJ-20191105-BREF1","CLBJ-20191105-BREF1-A","B00000035980","CLBJ-20191105-BREF1-B","B00000035981","CLBJ-20191105-BREF1-C","B00000035979","Blank BRef1-B lost aprox. 10g of kcl during the shaking process.",NA,"20201218T071152Z","RELEASE-2021"
"33884b4d-2d76-45f8-8af8-865f1e873a97","CLBJ",2019-11-06,2019-11-06,"CLBJ-20191106-BREF1","CLBJ-20191106-BREF1-A","B00000035982","CLBJ-20191106-BREF1-B","B00000035984","CLBJ-20191106-BREF1-C","B00000035983",NA,NA,"20201218T071152Z","RELEASE-2021"
"9a984ade-42b7-49b3-a30a-2590cee1f9bc","CLBJ",2019-11-26,2019-11-26,"CLBJ-20191126-BREF1","CLBJ-20191126-BREF1-A","B00000036065","CLBJ-20191126-BREF1-B","B00000036064","CLBJ-20191126-BREF1-C","B00000036063",NA,NA,"20201218T071152Z","RELEASE-2021"
"2e903681-ff8a-4fd5-ae26-52bb00611520","OAES",2018-04-03,2018-04-03,"OAES-20180403-BREF1","OAES-20180403-BREF1-A","B00000001082","OAES-20180403-BREF1-B","B00000001083","OAES-20180403-BREF1-C","B00000001084",NA,NA,"20201218T095803Z","RELEASE-2021"
"57b644c9-fbeb-4b56-a81e-07a1c8aae1e5","OAES",2018-04-04,2018-04-04,"OAES-20180404-BREF1","OAES-20180404-BREF1-A","B00000001085","OAES-20180404-BREF1-B","B00000001086","OAES-20180404-BREF1-C","B00000001087",NA,NA,"20201218T095803Z","RELEASE-2021"
"1607f117-8577-4f72-bec5-0413901f18b8","OAES",2018-04-25,2018-04-25,"OAES-20180425-BREF1","OAES-20180425-BREF1-A","B00000001091","OAES-20180425-BREF1-B","B00000001089","OAES-20180425-BREF1-C","B00000001273",NA,NA,"20201218T095803Z","RELEASE-2021"
"b33d253a-f625-41fb-9c78-5f17033a860d","OAES",2018-05-30,2018-05-30,"OAES-20180530-BREF1","OAES-20180530-BREF1-A","B00000001387","OAES-20180530-BREF1-B","B00000001383","OAES-20180530-BREF1-C","B00000001379",NA,NA,"20201218T095739Z","RELEASE-2021"
"9154d8ca-870f-4d2d-9de9-80a6ae039ce8","OAES",2018-06-19,2018-06-19,"OAES-20180619-BREF1","OAES-20180619-BREF1-A","B00000001375","OAES-20180619-BREF1-B","B00000001371","OAES-20180619-BREF1-C","B00000001367",NA,NA,"20201218T095837Z","RELEASE-2021"
"bec698d3-fc54-40da-bc8f-3c32e5efdac9","OAES",2018-10-16,2018-10-16,"OAES-20181016-BREF1","OAES-20181016-BREF1-A","B00000001648","OAES-20181016-BREF1-B","B00000001618","OAES-20181016-BREF1-C","B00000001671",NA,NA,"20201218T105158Z","RELEASE-2021"
"6492717d-07fa-4b21-b2ff-d808a0b4f550","OAES",2018-10-17,2018-10-17,"OAES-20181017-BREF1","OAES-20181017-BREF1-A","B00000001673","OAES-20181017-BREF1-B","B00000001672","OAES-20181017-BREF1-C","B00000001654",NA,NA,"20201218T105158Z","RELEASE-2021"
"d6dc840d-81a3-4279-8bc4-8f0d65fa4ebb","OAES",2018-11-06,2018-11-06,"OAES-20181106-BREF1","OAES-20181106-BREF1-A","B00000035682","OAES-20181106-BREF1-B","B00000035691","OAES-20181106-BREF1-C","B00000035681",NA,NA,"20201218T095714Z","RELEASE-2021"
"599ce4d0-969d-4e3d-bbdb-620dc4ae23b5","YELL",2020-07-09,2020-07-09,"YELL-20200709-BREF1","YELL-20200709-BREF1-A","B00000038696","YELL-20200709-BREF1-B","B00000038697","YELL-20200709-BREF1-C","B00000038695",NA,NA,"20210201T154108Z","PROVISIONAL"
"d41b45b0-c310-4669-bfa4-efc15f6da164","YELL",2020-07-10,2020-07-10,"YELL-20200710-BREF1","YELL-20200710-BREF1-A","B00000038704","YELL-20200710-BREF1-B","B00000038705","YELL-20200710-BREF1-C","B00000038703",NA,NA,"20210201T154108Z","PROVISIONAL"
"ea281a14-1f1a-4a27-b7d1-6e0e89ba6c51","YELL",2020-07-11,2020-07-11,"YELL-20200711-BREF1","YELL-20200711-BREF1-A","B00000038723","YELL-20200711-BREF1-B","B00000038722","YELL-20200711-BREF1-C","B00000038721",NA,NA,"20210201T154108Z","PROVISIONAL"
"465d29c6-3794-49cb-9231-0465b2fb4e6e","YELL",2020-07-30,2020-07-30,"YELL-20200730-BREF1","YELL-20200730-BREF1-A","B00000038785","YELL-20200730-BREF1-B","B00000038784","YELL-20200730-BREF1-C","B00000038786",NA,NA,"20210201T154108Z","PROVISIONAL"
"7a466dbf-6cb1-48d7-b0c6-5f2a85b94d3e","YELL",2020-07-31,2020-07-31,"YELL-20200731-BREF1","YELL-20200731-BREF1-A","B00000038782","YELL-20200731-BREF1-B","B00000038783","YELL-20200731-BREF1-C","B00000038781",NA,NA,"20210201T154108Z","PROVISIONAL"
"e97de8ac-b6d8-4179-8844-4b600c003370","YELL",2020-08-01,2020-08-01,"YELL-20200801-BREF1","YELL-20200801-BREF1-A","B00000038779","YELL-20200801-BREF1-B","B00000038778","YELL-20200801-BREF1-C","B00000038780",NA,NA,"20210223T153138Z","PROVISIONAL"
"80fbf6f8-50be-4eea-a10d-4a4e87893533","YELL",2020-09-16,2020-09-16,"YELL-20200916-BREF1","YELL-20200916-BREF1-A","B00000115691","YELL-20200916-BREF1-B","B00000115700","YELL-20200916-BREF1-C","B00000115692",NA,NA,"20210201T153642Z","PROVISIONAL"
"0b074501-8b24-4c1f-96ae-aa7d622419b7","YELL",2020-09-17,2020-09-17,"YELL-20200917-BREF1","YELL-20200917-BREF1-A","B00000115704","YELL-20200917-BREF1-B","B00000115695","YELL-20200917-BREF1-C","B00000115705",NA,NA,"20210201T153642Z","PROVISIONAL"
"b8f13913-8f25-4f40-89cc-2a55b02f9a66","YELL",2020-09-23,2020-09-23,"YELL-20200923-BREF1","YELL-20200923-BREF1-A","B00000115698","YELL-20200923-BREF1-B","B00000115699","YELL-20200923-BREF1-C","B00000115697",NA,NA,"20210201T153642Z","PROVISIONAL"
"3560fc93-c80a-4707-bc28-0a025f5453e6","YELL",2020-09-25,2020-09-25,"YELL-20200925-BREF1","YELL-20200925-BREF1-A","B00000115707","YELL-20200925-BREF1-B","B00000115708","YELL-20200925-BREF1-C","B00000115706",NA,NA,"20210201T153642Z","PROVISIONAL"
"eb444483-153d-45b8-b565-5fa6e2fba6b2","YELL",2020-10-07,2020-10-07,"YELL-20201007-BREF1","YELL-20201007-BREF1-A","B00000115715","YELL-20201007-BREF1-B","B00000115711","YELL-20201007-BREF1-C","B00000115712",NA,NA,"20210208T162038Z","PROVISIONAL"
"636d158d-8b98-4398-9352-9c2b94107310","YELL",2020-10-09,2020-10-09,"YELL-20201009-BREF1","YELL-20201009-BREF1-A","B00000115713","YELL-20201009-BREF1-B","B00000115714",NA,NA,NA,NA,"20210208T162038Z","PROVISIONAL"
"2b142ed5-7140-48a2-b6b7-beef86e0276d","YELL",2020-10-14,2020-10-14,"YELL-20201014-BREF1","YELL-20201014-BREF1-A","B00000115730","YELL-20201014-BREF1-B","B00000115728","YELL-20201014-BREF1-C","B00000115729",NA,NA,"20210208T162038Z","PROVISIONAL"
"47c06c4f-e61e-428f-9609-79a66c5fc71d","YELL",2020-10-16,2020-10-16,"YELL-20201016-BREF1","YELL-20201016-BREF1-A","B00000115726","YELL-20201016-BREF1-B","B00000115727",NA,NA,NA,NA,"20210208T162038Z","PROVISIONAL"
"f58158d8-a072-4dd9-9132-f59f6e225446","MOAB",2017-03-28,2017-03-28,"MOAB-20170328-BREF1","MOAB-20170328-BREF1-A",NA,"MOAB-20170328-BREF1-B",NA,"MOAB-20170328-BREF1-C",NA,"209170328-BRef1-C was leaky.",NA,"20201217T215550Z","RELEASE-2021"
"f4670751-ea2f-4187-80e4-d85c6daa8295","MOAB",2017-03-29,2017-03-29,"MOAB-20170329-BREF1","MOAB-20170329-BREF1-A",NA,"MOAB-20170329-BREF1-B",NA,"MOAB-20170329-BREF1-C",NA,NA,NA,"20201217T215550Z","RELEASE-2021"
"a53d0b80-baf9-4566-a368-1b42445acf91","MOAB",2017-03-30,2017-03-30,"MOAB-20170330-BREF1","MOAB-20170330-BREF1-A",NA,"MOAB-20170330-BREF1-B",NA,"MOAB-20170330-BREF1-C",NA,NA,NA,"20201217T215550Z","RELEASE-2021"
"7366d124-f756-435c-96f1-1a176934a3ae","MOAB",2017-04-10,2017-04-10,"MOAB-20170410-BREF1","MOAB-20170410-BREF1-A",NA,"MOAB-20170410-BREF1-B",NA,"MOAB-20170410-BREF1-C",NA,NA,NA,"20201217T221854Z","RELEASE-2021"
"c894b180-9092-4c7e-a522-bde850a0c24b","MOAB",2017-04-11,2017-04-11,"MOAB-20170411-BREF1","MOAB-20170411-BREF1-A",NA,"MOAB-20170411-BREF1-B",NA,"MOAB-20170411-BREF1-C",NA,NA,NA,"20201217T221854Z","RELEASE-2021"
"99bd5f97-d6b4-4a68-846f-66ebd1923469","MOAB",2017-04-12,2017-04-12,"MOAB-20170412-BREF1","MOAB-20170412-BREF1-A",NA,"MOAB-20170412-BREF1-B",NA,"MOAB-20170412-BREF1-C",NA,NA,NA,"20201217T221854Z","RELEASE-2021"
"8894c337-8939-430e-9b24-1eaf7ef2efcf","MOAB",2017-05-21,2017-05-21,"MOAB-20170521-BREF1","MOAB-20170521-BREF1-A",NA,"MOAB-20170521-BREF1-B",NA,"MOAB-20170521-BREF1-C",NA,NA,NA,"20201217T221812Z","RELEASE-2021"
"4763c1fc-3d0f-4b36-b4af-61ef9272388b","MOAB",2017-05-22,2017-05-22,"MOAB-20170522-BREF1","MOAB-20170522-BREF1-A",NA,"MOAB-20170522-BREF1-B",NA,"MOAB-20170522-BREF1-C",NA,NA,NA,"20201217T221812Z","RELEASE-2021"
"9991f754-aca0-4fd6-a0f0-0da5b46b40c9","MOAB",2017-05-23,2017-05-23,"MOAB-20170523-BREF1","MOAB-20170523-BREF1-A",NA,"MOAB-20170523-BREF1-B",NA,"MOAB-20170523-BREF1-C",NA,NA,NA,"20201217T221812Z","RELEASE-2021"
"c98043ca-c54d-4791-afc6-902ffe449e2d","MOAB",2017-06-19,2017-06-19,"MOAB-20170619-BREF1","MOAB-20170619-BREF1-A",NA,"MOAB-20170619-BREF1-B",NA,"MOAB-20170619-BREF1-C",NA,NA,NA,"20201217T221925Z","RELEASE-2021"
"64a300af-126f-4b88-83af-e1cf1612cc0b","MOAB",2017-06-20,2017-06-20,"MOAB-20170620-BREF1","MOAB-20170620-BREF1-A",NA,"MOAB-20170620-BREF1-B",NA,"MOAB-20170620-BREF1-C",NA,NA,NA,"20201217T221925Z","RELEASE-2021"
"7b7be904-15e7-4fe9-afe2-c8d602a6a1c9","MOAB",2017-10-02,2017-10-02,"MOAB-20171002-BREF1","MOAB-20171002-BREF1-A",NA,"MOAB-20171002-BREF1-B",NA,"MOAB-20171002-BREF1-C",NA,NA,NA,"20201217T215413Z","RELEASE-2021"
"f04a9b25-2171-4c32-85ed-5bbd783646cb","MOAB",2017-10-03,2017-10-03,"MOAB-20171003-BREF1","MOAB-20171003-BREF1-A",NA,"MOAB-20171003-BREF1-B",NA,"MOAB-20171003-BREF1-C",NA,NA,NA,"20201217T215413Z","RELEASE-2021"
"7886a629-f724-49b2-bb67-5e860bdfe71f","MOAB",2017-10-04,2017-10-04,"MOAB-20171004-BREF1","MOAB-20171004-BREF1-A",NA,"MOAB-20171004-BREF1-B",NA,"MOAB-20171004-BREF1-C",NA,NA,NA,"20201217T215413Z","RELEASE-2021"
"f2430fff-2f50-4d6f-9ce8-971df6073279","MOAB",2017-10-22,2017-10-22,"MOAB-20171022-BREF1","MOAB-20171022-BREF1-A",NA,"MOAB-20171022-BREF1-B",NA,"MOAB-20171022-BREF1-C",NA,NA,NA,"20201217T215413Z","RELEASE-2021"
"47eb74fd-d734-4dd3-9963-8e20e58d5786","MOAB",2017-10-23,2017-10-23,"MOAB-20171023-BREF1","MOAB-20171023-BREF1-A",NA,"MOAB-20171023-BREF1-B",NA,"MOAB-20171023-BREF1-C",NA,NA,NA,"20201217T215413Z","RELEASE-2021"
"5c630e62-0d7b-453d-9461-111cdd3346d8","NIWO",2019-06-18,2019-06-18,"NIWO-20190618-BREF1","NIWO-20190618-BREF1-A","B00000011979","NIWO-20190618-BREF1-B","B00000012041","NIWO-20190618-BREF1-C","B00000012030",NA,NA,"20201218T053240Z","RELEASE-2021"
"e3a7816b-57b7-4f64-ba02-d07de4e85edd","NIWO",2019-06-20,2019-06-20,"NIWO-20190620-BREF1","NIWO-20190620-BREF1-A","B00000012060","NIWO-20190620-BREF1-B","B00000012001","NIWO-20190620-BREF1-C","B00000012053",NA,NA,"20201218T053240Z","RELEASE-2021"
"e403e8d9-f4ab-48cf-b17a-6b20f5622012","NIWO",2019-07-02,2019-07-02,"NIWO-20190702-BREF1","NIWO-20190702-BREF1-A","B00000012077","NIWO-20190702-BREF1-B","B00000012076","NIWO-20190702-BREF1-C","B00000012158",NA,NA,"20201218T053157Z","RELEASE-2021"
"ce28c50b-9efe-4307-a266-1019fe51004e","NIWO",2019-07-09,2019-07-09,"NIWO-20190709-BREF1","NIWO-20190709-BREF1-A","B00000012102","NIWO-20190709-BREF1-B","B00000012047","NIWO-20190709-BREF1-C","B00000012033",NA,NA,"20201218T053157Z","RELEASE-2021"
"aa4868c7-0a4a-4348-87bd-8ffdff491c61","NIWO",2019-07-11,2019-07-11,"NIWO-20190711-BREF1","NIWO-20190711-BREF1-A","B00000011988","NIWO-20190711-BREF1-B","B00000012022","NIWO-20190711-BREF1-C","B00000012062",NA,NA,"20201218T053157Z","RELEASE-2021"
"e29b421d-c26d-4914-8152-a5fef6b5a379","NIWO",2019-07-18,2019-07-18,"NIWO-20190718-BREF1","NIWO-20190718-BREF1-A","B00000012068","NIWO-20190718-BREF1-B","B00000012069","NIWO-20190718-BREF1-C","B00000012066",NA,NA,"20201218T053157Z","RELEASE-2021"
"f77dcc73-3d75-497b-968e-56895c0afaed","NIWO",2019-07-30,2019-07-30,"NIWO-20190730-BREF1","NIWO-20190730-BREF1-A","B00000012023","NIWO-20190730-BREF1-B","B00000012009","NIWO-20190730-BREF1-C","B00000011991",NA,NA,"20201218T053157Z","RELEASE-2021"
"ac3dc45d-40f1-4707-b8ef-cca2aa2c2644","NIWO",2019-08-01,2019-08-01,"NIWO-20190801-BREF1","NIWO-20190801-BREF1-A","B00000012219","NIWO-20190801-BREF1-B","B00000012214","NIWO-20190801-BREF1-C","B00000012215",NA,NA,"20201218T053313Z","RELEASE-2021"
"b88ea5c2-8fd4-4aa1-8003-99b0892db661","NIWO",2019-08-06,2019-08-06,"NIWO-20190806-BREF1","NIWO-20190806-BREF1-A","B00000012039","NIWO-20190806-BREF1-B","B00000011995","NIWO-20190806-BREF1-C","B00000012058",NA,NA,"20201218T053313Z","RELEASE-2021"
"9b0a9a86-4d5e-49ab-9f4b-fa07ed17b6f2","NIWO",2019-08-08,2019-08-08,"NIWO-20190808-BREF1","NIWO-20190808-BREF1-A","B00000012004","NIWO-20190808-BREF1-B","B00000012048","NIWO-20190808-BREF1-C","B00000011990",NA,NA,"20201218T053313Z","RELEASE-2021"
"57f75333-33ac-4f11-b9d9-f6d06f81bf05","NIWO",2019-08-20,2019-08-20,"NIWO-20190820-BREF1","NIWO-20190820-BREF1-A","B00000011971","NIWO-20190820-BREF1-B","B00000012213","NIWO-20190820-BREF1-C","B00000012010",NA,NA,"20201218T053313Z","RELEASE-2021"
"fe5a695f-224a-48cc-aa59-f9b8e00f05e7","NIWO",2019-08-27,2019-08-27,"NIWO-20190827-BREF1","NIWO-20190827-BREF1-A","B00000060906","NIWO-20190827-BREF1-B","B00000060897","NIWO-20190827-BREF1-C","B00000060896",NA,NA,"20201218T053313Z","RELEASE-2021"
"19643f6c-5054-4709-8239-92ad391aa1a5","NIWO",2019-09-04,2019-09-04,"NIWO-20190904-BREF1","NIWO-20190904-BREF1-A","B00000011439","NIWO-20190904-BREF1-B","B00000011637","NIWO-20190904-BREF1-C","B00000011472",NA,NA,"20201218T053328Z","RELEASE-2021"
"22bb000c-55f5-4513-bf04-26d570fe2f0b","NIWO",2019-09-06,2019-09-06,"NIWO-20190906-BREF1","NIWO-20190906-BREF1-A","B00000011448","NIWO-20190906-BREF1-B","B00000011339","NIWO-20190906-BREF1-C","B00000011452",NA,NA,"20201218T053328Z","RELEASE-2021"
"ae4925b0-8a15-4612-a961-ef77d64804e2","NIWO",2019-09-10,2019-09-10,"NIWO-20190910-BREF1","NIWO-20190910-BREF1-A","B00000011440","NIWO-20190910-BREF1-B","B00000011333","NIWO-20190910-BREF1-C","B00000011473",NA,NA,"20201218T053328Z","RELEASE-2021"
"d7dcc77b-cdf7-449e-973b-09d852eb322a","NIWO",2019-09-13,2019-09-13,"NIWO-20190913-BREF1","NIWO-20190913-BREF1-A","B00000011583","NIWO-20190913-BREF1-B","B00000011254","NIWO-20190913-BREF1-C","B00000011420",NA,NA,"20201218T053328Z","RELEASE-2021"
"3c5f9eb6-07e4-43e7-9646-2fb0e17e715e","NIWO",2019-10-02,2019-10-02,"NIWO-20191002-BREF1","NIWO-20191002-BREF1-A","B00000061416","NIWO-20191002-BREF1-B","B00000061417","NIWO-20191002-BREF1-C","B00000061415",NA,NA,"20201218T053259Z","RELEASE-2021"
"45add720-1855-4f39-b320-ff82df5ed1d6","NIWO",2019-10-08,2019-10-08,"NIWO-20191008-BREF1","NIWO-20191008-BREF1-A","B00000061285","NIWO-20191008-BREF1-B","B00000061286","NIWO-20191008-BREF1-C","B00000061287",NA,NA,"20201218T053259Z","RELEASE-2021"
"c412c582-af59-41c7-82b3-3b0ca032d7d8","JORN",2017-06-28,2017-06-28,"JORN-20170628-BREF1","JORN-20170628-BREF1-A",NA,"JORN-20170628-BREF1-B",NA,"JORN-20170628-BREF1-C",NA,NA,NA,"20201217T221235Z","RELEASE-2021"
"09937f77-c543-4a82-9c11-4e82779e81b0","JORN",2017-07-19,2017-07-19,"JORN-20170719-BREF1","JORN-20170719-BREF1-A",NA,"JORN-20170719-BREF1-B",NA,"JORN-20170719-BREF1-C",NA,NA,NA,"20201217T220405Z","RELEASE-2021"
"af48135c-21e7-4563-b9dd-03f4898a10d1","JORN",2017-08-09,2017-08-09,"JORN-20170809-BREF1","JORN-20170809-BREF1-A",NA,"JORN-20170809-BREF1-B",NA,"JORN-20170809-BREF1-C",NA,NA,NA,"20201217T220419Z","RELEASE-2021"
"90167f85-33c9-4281-b87d-59d80ff769cd","JORN",2017-08-30,2017-08-30,"JORN-20170830-BREF1","JORN-20170830-BREF1-A",NA,"JORN-20170830-BREF1-B",NA,"JORN-20170830-BREF1-C",NA,NA,NA,"20201217T220419Z","RELEASE-2021"
"b29fdb48-cfc7-4438-bb32-79089f4610c5","JORN",2017-10-25,2017-10-25,"JORN-20171025-BREF1","JORN-20171025-BREF1-A",NA,"JORN-20171025-BREF1-B",NA,"JORN-20171025-BREF1-C",NA,NA,NA,"20201217T220447Z","RELEASE-2021"
