"","uid","domainID","siteID","plotID","namedLocation","laboratoryName","collectDate","analysisDate","sampleMaterial","geneticSampleID","geneticSampleCode","dnaSampleID","dnaSampleCode","internalLabID","downloadFileUrl","downloadFileName","codeVersion","targetGene","targetTaxonGroup","processedBy","reviewedBy","remarks","sampleFilteredReadNumber","sequenceCountQF","dataQF","publicationDate","release","sequencerRunID"
"12","b5c75979-3d52-4e43-9d5f-9d54398d7ea7","D16","ABBY","ABBY_062","ABBY_062.basePlot.bgc","NEON HQ","2017-06-06 15:49:00","2020-10-19","soil","ABBY_062-M-7.5-27.5-20170606-GEN",NA,"ABBY_062-M-7.5-27.5-20170606-GEN-DNA1",NA,"BMI_Plate55WellF9","https://s3.data.neonscience.org/neon-os-data/data-frame/ABBY_062-M-7.5-27.5-20170606-GEN-DNA1_16S_20201204T143745.845Z.csv","ABBY_062-M-7.5-27.5-20170606-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,24936,"OK",NA,"20210113T180302Z","undetermined",NA
"13","9f8b4e38-3285-4cc9-8a58-7a6f4ab5dc09","D16","ABBY","ABBY_063","ABBY_063.basePlot.bgc","NEON HQ","2017-05-15 19:31:00","2020-10-19","soil","ABBY_063-M-19.5-9-20170515-GEN",NA,"ABBY_063-M-19.5-9-20170515-GEN-DNA1",NA,"BMI_Plate55WellG1","https://s3.data.neonscience.org/neon-os-data/data-frame/ABBY_063-M-19.5-9-20170515-GEN-DNA1_16S_20201204T143745.943Z.csv","ABBY_063-M-19.5-9-20170515-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,8891,"OK",NA,"20210113T180340Z","undetermined",NA
"14","87eb8c2b-4c1b-475f-95fd-b42a7d686199","D16","ABBY","ABBY_063","ABBY_063.basePlot.bgc","NEON HQ","2017-10-17 17:14:00","2020-10-19","soil","ABBY_063-M-36-10-20171017-GEN",NA,"ABBY_063-M-36-10-20171017-GEN-DNA1",NA,"BMI_Plate55WellG8","https://s3.data.neonscience.org/neon-os-data/data-frame/ABBY_063-M-36-10-20171017-GEN-DNA1_16S_20201204T143746.133Z.csv","ABBY_063-M-36-10-20171017-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,23585,"OK",NA,"20210115T211224Z","undetermined",NA
"15","9e037bd3-a005-4c09-83ce-ddb2a70d172f","D16","ABBY","ABBY_063","ABBY_063.basePlot.bgc","NEON HQ","2017-05-15 19:08:00","2020-10-19","soil","ABBY_063-M-2-36.5-20170515-GEN",NA,"ABBY_063-M-2-36.5-20170515-GEN-DNA1",NA,"BMI_Plate55WellG4","https://s3.data.neonscience.org/neon-os-data/data-frame/ABBY_063-M-2-36.5-20170515-GEN-DNA1_16S_20201204T143745.961Z.csv","ABBY_063-M-2-36.5-20170515-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,19784,"OK",NA,"20210113T180340Z","undetermined",NA
"16","673e7d2d-95f3-4b8c-8230-661d6c13c6ec","D16","ABBY","ABBY_063","ABBY_063.basePlot.bgc","NEON HQ","2016-10-06 00:20:00","2020-10-19","soil","ABBY_063-M-36.5-38-20161005-GEN",NA,"ABBY_063-M-36.5-38-20161005-GEN-DNA1",NA,"BMI_Plate55WellG7","https://s3.data.neonscience.org/neon-os-data/data-frame/ABBY_063-M-36.5-38-20161005-GEN-DNA1_16S_20201204T143746.166Z.csv","ABBY_063-M-36.5-38-20161005-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,8949,"OK",NA,"20210113T180353Z","undetermined",NA
"17","80e608ea-6d9f-4aef-ab68-a1b917062443","D18","BARR","BARR_002","BARR_002.basePlot.bgc","NEON HQ","2017-08-08 20:16:00","2020-10-19","soil","BARR_002-O-5.5-29-20170808-GEN",NA,"BARR_002-O-5.5-29-20170808-GEN-DNA1",NA,"BMI_Plate59WellA7","https://s3.data.neonscience.org/neon-os-data/data-frame/BARR_002-O-5.5-29-20170808-GEN-DNA1_16S_20201204T144249.787Z.csv","BARR_002-O-5.5-29-20170808-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,9330,"OK",NA,"20210113T181402Z","undetermined",NA
"18","83a9ca40-7f1e-492e-adfe-04fd480c0ae6","D18","BARR","BARR_002","BARR_002.basePlot.bgc","NEON HQ","2017-08-09 07:07:00","2020-10-19","soil","BARR_002-O-37-10.5-20170808-GEN",NA,"BARR_002-O-37-10.5-20170808-GEN-DNA1",NA,"BMI_Plate59WellA6","https://s3.data.neonscience.org/neon-os-data/data-frame/BARR_002-O-37-10.5-20170808-GEN-DNA1_16S_20201204T144249.769Z.csv","BARR_002-O-37-10.5-20170808-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,11215,"OK",NA,"20210113T181402Z","undetermined",NA
"19","1d025c26-b938-4a8b-a215-25f755cc462e","D18","BARR","BARR_002","BARR_002.basePlot.bgc","NEON HQ","2017-08-08 20:46:00","2020-10-19","soil","BARR_002-O-1-19.5-20170808-GEN",NA,"BARR_002-O-1-19.5-20170808-GEN-DNA1",NA,"BMI_Plate59WellA5","https://s3.data.neonscience.org/neon-os-data/data-frame/BARR_002-O-1-19.5-20170808-GEN-DNA1_16S_20201204T144249.752Z.csv","BARR_002-O-1-19.5-20170808-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,10424,"OK",NA,"20210113T181402Z","undetermined",NA
"20","17a2d5f7-c0a5-459d-bce0-3a3d48d69e05","D01","BART","BART_001","BART_001.basePlot.bgc","NEON HQ","2017-06-12 16:19:00","2020-10-19","soil","BART_001-O-24-3.5-20170612-GEN",NA,"BART_001-O-24-3.5-20170612-GEN-DNA1",NA,"BMI_Plate53WellC6","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-24-3.5-20170612-GEN-DNA1_16S_20201204T141914.966Z.csv","BART_001-O-24-3.5-20170612-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,12740,"OK",NA,"20210113T181412Z","undetermined",NA
"21","9773bd7d-344f-4596-ab67-bccb599bc2d7","D01","BART","BART_001","BART_001.basePlot.bgc","NEON HQ","2016-07-25 16:10:00","2020-10-19","soil","BART_001-O-30-17-20160725-GEN",NA,"BART_001-O-30-17-20160725-GEN-DNA1",NA,"BMI_Plate1WellE2","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-30-17-20160725-GEN-DNA1_16S_20201203T222305.549Z.csv","BART_001-O-30-17-20160725-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,9321,"OK",NA,"20210113T181317Z","undetermined",NA
"22","799a526c-52a9-4b2e-b6df-8d3795d50ed7","D01","BART","BART_001","BART_001.basePlot.bgc","NEON HQ","2016-04-19 15:25:00","2020-10-19","soil","BART_001-O-38.5-8-20160419-GEN",NA,"BART_001-O-38.5-8-20160419-GEN-DNA1",NA,"BMI_Plate1WellE8","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-38.5-8-20160419-GEN-DNA1_16S_20201203T222305.629Z.csv","BART_001-O-38.5-8-20160419-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,5346,"OK",NA,"20210113T181344Z","undetermined",NA
"23","e38e0cf1-2840-4efe-ab0f-61673ba940ec","D01","BART","BART_001","BART_001.basePlot.bgc","NEON HQ","2016-11-14 17:55:00","2020-10-19","soil","BART_001-O-35.5-27.5-20161114-GEN",NA,"BART_001-O-35.5-27.5-20161114-GEN-DNA1",NA,"BMI_Plate60WellG11","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_001-O-35.5-27.5-20161114-GEN-DNA1_16S_20201204T144250.207Z.csv","BART_001-O-35.5-27.5-20161114-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,10358,"OK",NA,"20210113T175705Z","undetermined",NA
"24","f6a5e231-5a26-4620-b208-6d639f1b0047","D01","BART","BART_004","BART_004.basePlot.bgc","NEON HQ","2017-05-10 14:38:00","2020-10-19","soil","BART_004-O-15-1.5-20170510-GEN",NA,"BART_004-O-15-1.5-20170510-GEN-DNA1",NA,"BMI_Plate62WellA9","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-15-1.5-20170510-GEN-DNA1_16S_20201204T144250.412Z.csv","BART_004-O-15-1.5-20170510-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,16223,"OK",NA,"20210113T181512Z","undetermined",NA
"25","2d4e9396-cb2b-4c6f-9064-2c4e1c2d3512","D01","BART","BART_004","BART_004.basePlot.bgc","NEON HQ","2016-11-14 19:53:00","2020-10-19","soil","BART_004-O-20-7.5-20161114-GEN",NA,"BART_004-O-20-7.5-20161114-GEN-DNA1",NA,"BMI_Plate62WellA10","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-20-7.5-20161114-GEN-DNA1_16S_20201204T144250.430Z.csv","BART_004-O-20-7.5-20161114-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,12358,"OK",NA,"20210113T175705Z","undetermined",NA
"26","8ad1fcac-c25b-49fb-b770-3a5ef25772e5","D01","BART","BART_004","BART_004.basePlot.bgc","NEON HQ","2017-06-14 18:42:00","2020-10-19","soil","BART_004-O-39.5-36.5-20170614-GEN",NA,"BART_004-O-39.5-36.5-20170614-GEN-DNA1",NA,"BMI_Plate53WellE2","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-39.5-36.5-20170614-GEN-DNA1_16S_20201204T141915.309Z.csv","BART_004-O-39.5-36.5-20170614-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,9935,"OK",NA,"20210113T181412Z","undetermined",NA
"27","fc42f1aa-5ac7-4868-bc16-6b740d056d93","D01","BART","BART_004","BART_004.basePlot.bgc","NEON HQ","2017-10-04 12:12:00","2020-10-19","soil","BART_004-O-36.5-33-20171004-GEN",NA,"BART_004-O-36.5-33-20171004-GEN-DNA1",NA,"BMI_Plate53WellD12","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_004-O-36.5-33-20171004-GEN-DNA1_16S_20201204T141915.269Z.csv","BART_004-O-36.5-33-20171004-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,12413,"OK",NA,"20210113T175718Z","undetermined",NA
"28","89e0266d-efd1-4670-a19a-7ea47d80bdab","D01","BART","BART_023","BART_023.basePlot.bgc","NEON HQ","2016-07-26 20:00:00","2020-10-19","soil","BART_023-O-11.5-37-20160726-GEN",NA,"BART_023-O-11.5-37-20160726-GEN-DNA1",NA,"BMI_Plate1WellD10","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_023-O-11.5-37-20160726-GEN-DNA1_16S_20201204T162353.564Z.csv","BART_023-O-11.5-37-20160726-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,6564,"OK",NA,"20210113T181317Z","undetermined",NA
"29","3491a178-49db-45c9-ad0d-0973357b26d3","D01","BART","BART_023","BART_023.basePlot.bgc","NEON HQ","2016-11-15 15:33:00","2020-10-19","soil","BART_023-O-8-18-20161115-GEN",NA,"BART_023-O-8-18-20161115-GEN-DNA1",NA,"BMI_Plate62WellB3","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_023-O-8-18-20161115-GEN-DNA1_16S_20201204T144250.535Z.csv","BART_023-O-8-18-20161115-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,8459,"OK",NA,"20210113T175705Z","undetermined",NA
"30","68944b1f-0d8c-4b76-b6ff-d4d52379dd86","D01","BART","BART_023","BART_023.basePlot.bgc","NEON HQ","2016-04-20 15:38:00","2020-10-19","soil","BART_023-O-0.5-8.5-20160420-GEN",NA,"BART_023-O-0.5-8.5-20160420-GEN-DNA1",NA,"BMI_Plate18WellF9","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_023-O-0.5-8.5-20160420-GEN-DNA1_16S_20201203T223532.953Z.csv","BART_023-O-0.5-8.5-20160420-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,10984,"OK",NA,"20210113T181344Z","undetermined",NA
"31","56569cf2-7afa-4b7b-b0e7-315e51e416fa","D01","BART","BART_023","BART_023.basePlot.bgc","NEON HQ","2017-06-14 15:03:00","2020-10-19","soil","BART_023-O-4.5-23.5-20170614-GEN",NA,"BART_023-O-4.5-23.5-20170614-GEN-DNA1",NA,"BMI_Plate53WellE9","https://s3.data.neonscience.org/neon-os-data/data-frame/BART_023-O-4.5-23.5-20170614-GEN-DNA1_16S_20201204T141915.415Z.csv","BART_023-O-4.5-23.5-20170614-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,15837,"OK",NA,"20210113T181412Z","undetermined",NA
"32","ecd2a0e6-0ff7-4106-9eec-10723d477a0e","D02","BLAN","BLAN_001","BLAN_001.basePlot.bgc","NEON HQ","2016-08-16 17:11:00","2020-10-19","soil","BLAN_001-M-30-36.5-20160816-GEN",NA,"BLAN_001-M-30-36.5-20160816-GEN-DNA1",NA,"BMI_Plate18WellG11","https://s3.data.neonscience.org/neon-os-data/data-frame/BLAN_001-M-30-36.5-20160816-GEN-DNA1_16S_20201203T223533.057Z.csv","BLAN_001-M-30-36.5-20160816-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,11130,"OK",NA,"20210113T180204Z","undetermined",NA
"33","9f6a6834-2d49-45e7-b52e-605cd84ccce3","D02","BLAN","BLAN_001","BLAN_001.basePlot.bgc","NEON HQ","2015-11-09 14:41:00","2020-10-19","soil","BLAN_001-M-26.5-4.5-20151109-GEN",NA,"BLAN_001-M-26.5-4.5-20151109-GEN-DNA2",NA,"BMI_Plate4WellE11","https://s3.data.neonscience.org/neon-os-data/data-frame/BLAN_001-M-26.5-4.5-20151109-GEN-DNA2_16S_20201203T191025.082Z.csv","BLAN_001-M-26.5-4.5-20151109-GEN-DNA2_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,57422,"OK",NA,"20210115T211224Z","undetermined",NA
"34","6b363e8b-859f-4b9b-8238-0f1b9f6c54ce","D02","BLAN","BLAN_001","BLAN_001.basePlot.bgc","NEON HQ","2016-03-11 18:09:00","2020-10-19","soil","BLAN_001-M-39-15.5-20160311-GEN",NA,"BLAN_001-M-39-15.5-20160311-GEN-DNA1",NA,"BMI_Plate20WellG3","https://s3.data.neonscience.org/neon-os-data/data-frame/BLAN_001-M-39-15.5-20160311-GEN-DNA1_16S_20201203T223141.562Z.csv","BLAN_001-M-39-15.5-20160311-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,11239,"OK",NA,"20210113T181314Z","undetermined",NA
"35","c5e47151-42b8-4dea-a84d-d63bab05af32","D02","BLAN","BLAN_001","BLAN_001.basePlot.bgc","NEON HQ","2017-07-13 15:43:00","2020-10-19","soil","BLAN_001-M-16.5-36.5-20170713-GEN",NA,"BLAN_001-M-16.5-36.5-20170713-GEN-DNA1",NA,"BMI_Plate27WellA2","https://s3.data.neonscience.org/neon-os-data/data-frame/BLAN_001-M-16.5-36.5-20170713-GEN-DNA1_16S_20201203T231621.323Z.csv","BLAN_001-M-16.5-36.5-20170713-GEN-DNA1_16S.csv","NEON_mcc_sequenceVariant_analysis_v1","16S rRNA","bacteria and archaea","vWZ1qVo0h90/3iis8yKEq6Zp2YTjlO/DqY/iwBPUxZE=",NA,NA,11167,"OK",NA,"20210113T180126Z","undetermined",NA
