,Domain,Domain_gene_counts,AA_C,AA_H,AA_N,AA_O,AA_S,GC_adj,ID,total_atm
2, Eukaryota,3.7097,0.26456943558226836,0.5242352266041761,0.0780711748456286,0.1312295042120254,0.0018946587559013853,0.6388189320181297,BMI_Plate28WellF9,4128.5007000000005
3,Unclassified,279.12410000000006,0.2638855161907694,0.5274160115698976,0.07463288841352299,0.1319159995756443,0.0021495842501656325,0.5765941403050275,BMI_Plate28WellF9,394005.3524
0, ,227.9966,0.2683782202244677,0.5234970653408697,0.0751246806333529,0.13131127190672884,0.0016887618945808853,0.5905569380425916,BMI_Plate69WellE12,437329.20689999993
1, Archaea,478.798,0.2642760905023004,0.5264240782646505,0.0750085510438009,0.13256668834779334,0.0017245918414547255,0.6447280596471501,BMI_Plate69WellE12,1094410.8366
2, Bacteria,435474.94100000005,0.2637644145269422,0.5275289712248953,0.0747678358377361,0.1322548887193817,0.0016838896910446506,0.6686033386233493,BMI_Plate69WellE12,1175919064.2538967
3, Duplodnaviria,173.27309999999997,0.2659542653011588,0.5242562167244538,0.07575752961889902,0.13222303532668472,0.0018089530288038932,0.6179646648939637,BMI_Plate69WellE12,503981.30049999995
4, Eukaryota,2576.828400000001,0.2667278002562558,0.5263507553177791,0.07432338882376471,0.13083027717087525,0.0017677784313250707,0.5098876498856789,BMI_Plate69WellE12,6319048.757499998
5, Riboviria,6.5062,0.2693628401809281,0.5182510450300299,0.0799749225385942,0.13096157349502438,0.0014496187554234473,0.3794890566293883,BMI_Plate69WellE12,37431.221
6, Varidnaviria,4.3104,0.25648185081771047,0.5273234942161947,0.0725967291583566,0.13921021140805745,0.0043877143996808934,0.5929999999999999,BMI_Plate69WellE12,10806.172799999998
7, unclassified viruses,12.7173,0.26529575328736466,0.5252139084132411,0.07314205293518677,0.13442042722799913,0.0019278581362083842,0.6615388850189409,BMI_Plate69WellE12,17862.6214
8,Unclassified,64592.74809999968,0.2622583367925445,0.527703492321351,0.07553180299004747,0.13282268633755984,0.0016836815584970943,0.6557643164443608,BMI_Plate69WellE12,105042297.75960019
0, ,22.7254,0.2720678359532538,0.5307715599419575,0.0673722139545399,0.12843065352504093,0.0013577366252078475,0.35359643835338006,BMI_Plate41WellF9,88706.3056
1, Archaea,24.5104,0.2743526853800595,0.5147517673782745,0.07273084329427353,0.1375092902024607,0.000655413744931623,0.4815641634923996,BMI_Plate41WellF9,64419.61330000002
2, Bacteria,4770.317299999994,0.26485990865328357,0.5274460366800574,0.07560106889954209,0.13039907029497402,0.0016939154721430111,0.6055109122983908,BMI_Plate41WellF9,11828909.96010001
3, Eukaryota,1306.0082,0.2708702556139997,0.5259667584068857,0.07229546573505811,0.12900018095285049,0.0018673392912059408,0.4115499018473621,BMI_Plate41WellF9,3682298.9975000005
4,Unclassified,2215.0860999999995,0.2657507321268409,0.524874990623088,0.07487641871837483,0.13247713522701776,0.002020723304678369,0.5047378940909742,BMI_Plate41WellF9,3430492.3806000003
0, ,731.1567000000003,0.27089495460985713,0.5299657445844723,0.06968043984440773,0.12771227011472502,0.001746590846537973,0.4344185845456252,BMI_Plate81WellF1,1581682.1125999992
1, Archaea,564.3449999999998,0.26455413585675136,0.52722433526882,0.07375784988744852,0.1326964731107638,0.0017672058762166181,0.5916870682718264,BMI_Plate81WellF1,1499604.6219999997
2, Bacteria,564226.8933999899,0.26461032263528433,0.5274658284064648,0.07420669443562736,0.13198373002283043,0.001733424499793088,0.6161502419819134,BMI_Plate81WellF1,1520990477.413192
3, Duplodnaviria,94.9427,0.26425719014129406,0.5248876247429352,0.07399785228363724,0.13491249918658302,0.0019448336455503866,0.5477727644345609,BMI_Plate81WellF1,240230.41820000001
4, Eukaryota,29762.07199999994,0.2687629400758517,0.5274009236478144,0.07188312040470524,0.1301192785909913,0.001833737280637306,0.43851331579600106,BMI_Plate81WellF1,70258446.59449992
5, Riboviria,61.7921,0.26744695317363476,0.5214043902297483,0.07017535288912263,0.13854932593550157,0.0024239777719928224,0.40310973206587386,BMI_Plate81WellF1,122694.11189999999
6, Varidnaviria,11.7286,0.2539406485344528,0.532084981716846,0.07771808100136193,0.13332521757679106,0.0029310711705481268,0.3947587720184385,BMI_Plate81WellF1,13831.530400000001
7, unclassified viruses,26.5046,0.26375655754863553,0.5260479602988584,0.07491775577854852,0.1336963418881502,0.0015813844858073075,0.5218517220362604,BMI_Plate81WellF1,54938.6318
8,Unclassified,183523.63630000048,0.2662597789689461,0.5293685435251354,0.07299033087339721,0.12961422819782867,0.0017671184346925882,0.4964012600928674,BMI_Plate81WellF1,241066935.15090004
0, ,211.7274,0.2628422419415725,0.5260622967994066,0.07489022993180175,0.13478015968875842,0.0014250716384607836,0.6112483136083331,BMI_Plate19WellC8_mms,469576.3229999999
1, Archaea,1310.5832,0.26498701039605776,0.5285456648410826,0.07389990680316295,0.13088391454836942,0.0016835034113272856,0.5599846702116544,BMI_Plate19WellC8_mms,3227914.1600999995
2, Bacteria,282921.1003999989,0.264388432770978,0.5274453213095187,0.07515127310945383,0.131291151417319,0.0017238213927302452,0.6176322869137885,BMI_Plate19WellC8_mms,782113686.8272973
3, Duplodnaviria,204.7932,0.26373950090709625,0.5254297184259311,0.07432054315930578,0.1345946326532489,0.0019156048544180769,0.5725568493869285,BMI_Plate19WellC8_mms,527674.8478000001
4, Eukaryota,1790.5339999999994,0.2673285551073016,0.5253830920132172,0.07305713695331915,0.1323537496201469,0.0018774663060151578,0.5287958508171785,BMI_Plate19WellC8_mms,4552912.759400002
5, Monodnaviria,4.5924,0.2549019607843137,0.5436720142602496,0.06951871657754012,0.1319073083778966,0.0,0.735,BMI_Plate19WellC8_mms,2576.3363999999992
6, Riboviria,4.1979,0.25614366729678645,0.5335538752362948,0.07419659735349718,0.13468809073724008,0.0014177693761814746,0.639,BMI_Plate19WellC8_mms,8882.756399999998
7, Varidnaviria,23.5557,0.27073089016939406,0.5236162859456814,0.07314767533397584,0.13047218073506614,0.0020329678158826324,0.5573192957854989,BMI_Plate19WellC8_mms,52943.828799999996
8, unclassified viruses,39.0007,0.25955291682232745,0.5232752186758193,0.07282464632261303,0.14310176524676732,0.0012454529324729723,0.5864314347412776,BMI_Plate19WellC8_mms,278526.5432
9,Unclassified,55877.13380000007,0.26361281710170426,0.5271784088096653,0.07495620383550775,0.13232803991458839,0.001924530338534518,0.5921840462988633,BMI_Plate19WellC8_mms,94320621.74620001
0, ,282.4538000000001,0.2658328592114798,0.5254886860621373,0.0742889327650776,0.1324055415352397,0.001983980426065599,0.5856632570889292,BMI_Plate68WellD6,763855.6712000001
1, Archaea,1938.9441999999995,0.2648727099513412,0.5288821624239858,0.07406574409947907,0.13046787077329727,0.0017115127518966362,0.552842055321735,BMI_Plate68WellD6,4441360.306300002
2, Bacteria,451503.54730000615,0.26488061803994245,0.5274492218540043,0.07497891720569985,0.13098971931084485,0.001701523589508434,0.6079354405485795,BMI_Plate68WellD6,1224153156.9372916
3, Duplodnaviria,91.1482,0.2651417435668636,0.5240502649452007,0.07636801356979148,0.13210676644272581,0.002333211475418293,0.5945024921680029,BMI_Plate68WellD6,200622.44890000002
4, Eukaryota,1277.241200000001,0.26551902518728926,0.5272290742887985,0.07472139901734627,0.13086050041413202,0.001670001092433926,0.5652598667577956,BMI_Plate68WellD6,2997719.0570000005
5, Varidnaviria,5.0837,0.2635570724307926,0.5240803943875617,0.0750853242320819,0.13576033371255214,0.0015168752370117557,0.562,BMI_Plate68WellD6,13405.716900000001
6,Unclassified,65030.00330000022,0.26362323381156705,0.5277591226033982,0.0755227510467329,0.1311654001362197,0.001929492402082047,0.5833932427281111,BMI_Plate68WellD6,93655688.61790003
0, ,828.4179999999997,0.2667844790502971,0.527149066227973,0.07422372082176375,0.13018588155465255,0.0016568523453136203,0.5789862038134854,BMI_Plate81WellE6,1640010.0513999998
1, Anelloviridae,3.1573,0.26751347190146263,0.5238645111624327,0.07351809083910699,0.1339491916859122,0.0011547344110854503,0.629,BMI_Plate81WellE6,8202.665400000002
2, Archaea,1745.6328000000015,0.2640008654777269,0.5269243095731352,0.07538935842042106,0.1320225865926103,0.0016628799361066023,0.6123662703086294,BMI_Plate81WellE6,4350829.932399999
3, Bacteria,1022497.1052000115,0.26433167927131346,0.5279576599123854,0.07480084923882035,0.1312190773191605,0.0016907342583201118,0.6232804856989262,BMI_Plate81WellE6,2634797180.975223
4, Duplodnaviria,251.25220000000004,0.26607622765759736,0.5242701840246518,0.07372461936285908,0.1341595261443854,0.001769442810506584,0.5345534864025562,BMI_Plate81WellE6,670637.4983999999
5, Eukaryota,5651.2770999999975,0.26702319540069464,0.5274449095412322,0.0732034604288883,0.13052995431885472,0.001798480310330197,0.515462841983657,BMI_Plate81WellE6,13416109.568400001
6, Monodnaviria,4.3808,0.2610526315789473,0.535578947368421,0.07747368421052632,0.12589473684210528,0.0,0.6509999999999999,BMI_Plate81WellE6,10404.4
7, Nimaviridae,9.5629,0.2558112876070566,0.5285226417922413,0.08007011966634248,0.13455708813061862,0.001038862803740924,0.6798462682759497,BMI_Plate81WellE6,14344.05
8, Riboviria,30.4706,0.25989949189381356,0.5299577199911686,0.07740553751447818,0.13030068566845826,0.0024365649320814823,0.5437523083857589,BMI_Plate81WellE6,55763.4226
9, Varidnaviria,3.5087,0.25500917501222764,0.53158604498032,0.06878876528154489,0.14397095470500937,0.0006450600208981283,0.4482068465923524,BMI_Plate81WellE6,5439.3387999999995
10, environmental samples,8.8203,0.2583219623340789,0.5278506141441575,0.07322699890805656,0.139521673886004,0.0010787507277029513,0.5386712823605646,BMI_Plate81WellE6,25771.848200000004
11, unclassified viruses,25.7173,0.26841571696458544,0.5255499331395943,0.07487121399641761,0.12958313168579405,0.001580004213608586,0.5598633257223106,BMI_Plate81WellE6,61107.24210000001
12,Unclassified,159316.73809999885,0.2627124240457455,0.5284670001081756,0.0754836829899108,0.13153703476307313,0.0017998580930950977,0.6094948621554616,BMI_Plate81WellE6,235214594.4306011
0, ,266.9016,0.26263794306192356,0.5279941428738155,0.07530640007403969,0.1325905648148092,0.0014709491754122223,0.6376656686761899,BMI_Plate61WellD12,612271.5965000001
1, Anelloviridae,9.5696,0.2654600301659124,0.530920060331825,0.0754147812971342,0.12719959778783307,0.001005530417295123,0.652,BMI_Plate61WellD12,19033.934400000002
2, Archaea,436.1756000000003,0.26371597642302685,0.5263157639711056,0.07506681214885458,0.1330742517440239,0.0018271957129892204,0.6330621716720946,BMI_Plate61WellD12,967910.3817
3, Bacteria,609809.5729999974,0.2643006254991804,0.5281852321125365,0.07440755253924104,0.13131804238686076,0.001788547462181271,0.6244040998862256,BMI_Plate61WellD12,1748377689.2821908
4, Duplodnaviria,26.6319,0.26243005350348175,0.5237033775343982,0.07830629027646842,0.13308397527132812,0.002476303414323584,0.6107291113281393,BMI_Plate61WellD12,37471.3371
5, Eukaryota,1357.6702000000005,0.26506571604094603,0.5260644487012235,0.07491590699682192,0.13211714412562744,0.001836784135381189,0.5814376024712681,BMI_Plate61WellD12,3340906.2511999994
6, Monodnaviria,3.7518,0.2679544592633302,0.5276486359815599,0.07090259734719352,0.13026560722306182,0.003228700184854412,0.4227414405868869,BMI_Plate61WellD12,10196.673000000003
7, Polydnaviridae,2.9525,0.2755153343388637,0.5296631473102061,0.07164404223227754,0.11940673705379586,0.0037707390648567115,0.35600000000000004,BMI_Plate61WellD12,11745.045000000002
8, unclassified viruses,11.2257,0.2701186381396533,0.5235530603234065,0.07340257083488722,0.13067355806777764,0.0022521726342752796,0.4202666470414365,BMI_Plate61WellD12,37105.681300000004
9,Unclassified,65278.586400000124,0.2628851785152473,0.528388834692906,0.07554451123203951,0.13116094636123435,0.0020205291985727816,0.5975819460881396,BMI_Plate61WellD12,90300582.85169987
0, ,197.03400000000002,0.2672689785501543,0.5307441485225726,0.07094398292729218,0.12941719496648016,0.0016256950335009049,0.5321415456783878,BMI_Plate35WellH3,426273.9848
1, Archaea,312.8052,0.26550909356194113,0.5246706388570483,0.07573479789426381,0.13243625213440524,0.0016492175523416348,0.6599463510255134,BMI_Plate35WellH3,784075.3926999999
2, Bacteria,131165.4330999998,0.26347118769167877,0.5273341532987174,0.07520519544068803,0.13241219306419483,0.0015772705047210176,0.6904215563711166,BMI_Plate35WellH3,353280387.88030016
3, Duplodnaviria,10.4391,0.25323427634637674,0.5167106113922354,0.07749542941880552,0.15176070792974478,0.0007989749128374653,0.5931478237138138,BMI_Plate35WellH3,8896.024000000001
4, Eukaryota,2121.4715999999985,0.26913510572287963,0.5277760443267625,0.07212492452084185,0.12923482685888657,0.001729098570629503,0.4749647952401684,BMI_Plate35WellH3,5432047.865600001
5, Riboviria,7.1637,0.26138433515482695,0.5446265938069217,0.0655737704918033,0.12204007285974498,0.006375227686703098,0.415,BMI_Plate35WellH3,7865.7426000000005
6, Varidnaviria,9.1055,0.2638371092629767,0.5248064238600515,0.07685689704617149,0.13363923143102951,0.0008603383997705764,0.748,BMI_Plate35WellH3,31750.878500000003
7, unclassified viruses,14.9015,0.2702108278399985,0.5275191288418873,0.07340604932969226,0.12627836593142247,0.0025856280569994355,0.379735766146077,BMI_Plate35WellH3,42403.508
8,Unclassified,32513.52509999997,0.2633543591834629,0.5273088131308388,0.07530355193798573,0.1321857516921563,0.0018475240555562698,0.6085859740094505,BMI_Plate35WellH3,56466662.496899925
0, ,5.731,0.26146119246062594,0.5281522209427644,0.0776212763602731,0.13095314109844244,0.0018121691378942346,0.590809396509988,BMI_Plate19WellD12_mms,9487.525
1, Archaea,33.1387,0.26798956815678227,0.5261668058774636,0.07538719410148881,0.1288234417674844,0.0016329900967809571,0.551571622528528,BMI_Plate19WellD12_mms,79305.8698
2, Bacteria,16682.734199999984,0.2638691342406816,0.527477983010095,0.0749171672697441,0.13211009530002246,0.0016256201794569239,0.6453262422529142,BMI_Plate19WellD12_mms,40579210.773600034
3, Eukaryota,23.222900000000006,0.26259160703715206,0.5224764697722217,0.0762331770816316,0.13707949773983463,0.0016192483691600953,0.5599601973527221,BMI_Plate19WellD12_mms,31374.186299999998
4,Unclassified,1315.131700000001,0.26272372163498076,0.5280296813909302,0.07553523411121309,0.13181256700083538,0.001898795862040477,0.5978488049346109,BMI_Plate19WellD12_mms,1579185.345800001
0, ,46.1425,0.2628935088042822,0.5276228154083431,0.08139493816627685,0.12673313703168984,0.001355600589407892,0.6055249860736732,BMI_Plate35WellE3,94241.69700000001
1, Archaea,1197.8210000000008,0.2657138979278512,0.5292256249132902,0.07197152499302611,0.13107022513544495,0.002018727030387675,0.4741778409182987,BMI_Plate35WellE3,2731522.646199996
2, Bacteria,23714.62890000005,0.2641225509333903,0.5270896015717192,0.07528769146135038,0.13186574738123388,0.0016344086523061548,0.66529882604012,BMI_Plate35WellE3,62142080.10750007
3, Duplodnaviria,4.6591000000000005,0.2604620569891375,0.5210724286187666,0.07796318976995259,0.13856416686722037,0.0019381577549228552,0.7099042947125904,BMI_Plate35WellE3,11532.239800000001
4, Eukaryota,48.8495,0.2643324976439368,0.5249349158062347,0.07637063942129464,0.13297089229738743,0.0013910548311462567,0.6982054506784235,BMI_Plate35WellE3,84461.44420000001
5, Monodnaviria,5.3857,0.25474635891020875,0.5346647934245838,0.0772874773694347,0.13239598885568038,0.0009053814400924063,0.7164600691545077,BMI_Plate35WellE3,9758.9807
6,Unclassified,3649.5818999999988,0.2639513182934643,0.5285636964981097,0.07564638437429419,0.13018932392808788,0.001649276906043944,0.6104776047065192,BMI_Plate35WellE3,5047152.8277
0, ,68.7585,0.27224987756683683,0.5332484395120629,0.06920688175034094,0.12384849941321834,0.0014463017575409112,0.3891662518411635,BMI_Plate35WellF4,172814.69700000001
1, Archaea,284.7558,0.2659595159234583,0.5269594554790525,0.0744723286435965,0.13099387165805848,0.0016148282958342584,0.5620378521340894,BMI_Plate35WellF4,689006.6906
2, Bacteria,97879.21279999996,0.26454135673956836,0.5277659194950126,0.07485503419898694,0.13105121657135174,0.0017864729950803266,0.6369077821499554,BMI_Plate35WellF4,241388915.5265996
3, Duplodnaviria,6.4259,0.2600723771195735,0.5281365092257552,0.07392718879760449,0.135398518402079,0.002465406454987606,0.6028316158065989,BMI_Plate35WellF4,8827.347700000002
4, Eukaryota,1307.0159000000006,0.27116308201617484,0.5258660620354292,0.07182375464085572,0.12941224486988673,0.0017348564376533733,0.4011572201385317,BMI_Plate35WellF4,3246939.6186000016
5, Varidnaviria,2.6255,0.2700449005772932,0.5189223861449647,0.08402822322001284,0.12540089801154586,0.0016035920461834505,0.467,BMI_Plate35WellF4,8186.309000000001
6,Unclassified,11041.118800000006,0.26362756217013805,0.5278823805163236,0.07565967793428001,0.13089539901277347,0.0019349803664847059,0.5912868155099851,BMI_Plate35WellF4,14260584.178500025
0, ,1920.6942,0.2623813073152425,0.5279290316809675,0.07544570280519146,0.13275190477332652,0.0014920534252721661,0.6622571556334002,BMI_18S_05_0467,4782358.311800001
1, Archaea,39676.76010000013,0.26522520361705365,0.5286999797165763,0.07245679469853845,0.13166281076727582,0.0019552112005557444,0.5135256354620424,BMI_18S_05_0467,131441916.67220004
2, Bacteria,1391422.2084999993,0.26360242966800607,0.5271840746564603,0.0754998544202454,0.13221948476329612,0.0014941564919921729,0.6824471639531478,BMI_18S_05_0467,3602394200.773041
3, Duplodnaviria,183.3593,0.26309124148195884,0.5276803940624346,0.07610770482295445,0.13166712090712895,0.001453538725523103,0.6938328178041351,BMI_18S_05_0467,455226.94950000005
4, Eukaryota,8165.654700000008,0.2625779335285742,0.5273606350341662,0.07643367234498806,0.13226147506818042,0.0013662840240910368,0.6878726431729837,BMI_18S_05_0467,19927186.96839999
5, Riboviria,51.72010000000001,0.2619012834202264,0.5261296588663331,0.07620054273613876,0.134272941935082,0.0014955730422198227,0.600726126645817,BMI_18S_05_0467,139536.682
6, Varidnaviria,46.9013,0.26317815227899005,0.5249392218618635,0.07553583330155268,0.1350663416185787,0.0012804509390150006,0.6622258804126121,BMI_18S_05_0467,63191.0193
7, unclassified viruses,5.5815,0.2681580476467171,0.5168506682161534,0.08803021499128415,0.12463683904706567,0.0023242300987797795,0.659,BMI_18S_05_0467,19211.522999999997
8,Unclassified,356967.60649999615,0.2617562750360181,0.5283940294914047,0.0763077310520943,0.13207028511743893,0.0014716793030440782,0.6808983721642653,BMI_18S_05_0467,571972462.450797
0, ,944.4952,0.2657321613017977,0.528930694686179,0.0733793093541651,0.1301069889408915,0.0018508457169666653,0.5558721182785605,BMI_18S_05_0421,2410925.913
1, Archaea,15459.020400000025,0.26531056933860964,0.5290848401814635,0.07270922904462145,0.13106014672714067,0.0018352147081648318,0.5206294004502543,BMI_18S_05_0421,38872518.17600001
2, Bacteria,839672.2036999917,0.2650993835885788,0.527478758981442,0.0746152184536326,0.13105072423916822,0.0017559147371783844,0.5998341237629043,BMI_18S_05_0421,2252406563.3479214
3, Baculoviridae,3.8052,0.2562417871222076,0.5413929040735874,0.07621550591327202,0.12483574244415244,0.001314060446780552,0.556,BMI_18S_05_0421,2895.7572
4, Duplodnaviria,122.441,0.2667752410644603,0.5244707028664016,0.07259088380446527,0.13439822892929837,0.0017649433353743044,0.5278032179666221,BMI_18S_05_0421,298627.49100000004
5, Eukaryota,8829.869499999999,0.2679007504717879,0.5278859373808054,0.07239393378597835,0.1301063324564948,0.0017130459049335104,0.4734267104684451,BMI_18S_05_0421,21955795.341900006
6, Varidnaviria,44.20570000000001,0.2692584480193466,0.5206335805554364,0.07631086291103248,0.1313435812368215,0.002453527277362964,0.5452201782660246,BMI_18S_05_0421,317435.80240000004
7, unclassified viruses,31.417900000000003,0.26349171483630235,0.5278148603889546,0.07859014939024075,0.12873007311837728,0.001373202266125015,0.5980476649340474,BMI_18S_05_0421,93326.2369
8,Unclassified,185924.3233999979,0.2640995809837392,0.5277238256137918,0.07466931831696245,0.13161209336074095,0.0018951817247655808,0.5808303467411173,BMI_18S_05_0421,289872804.4499002
0, ,252.6821,0.2628066049586734,0.5279162060112864,0.07440497124649556,0.13335198627724307,0.0015202315063015763,0.6373118952485496,BMI_Plate61WellG10,607444.0611000002
1, Archaea,760.7312000000003,0.26386175599638395,0.5273831577865409,0.07526406425862181,0.13184563498160395,0.0016453869768493202,0.6306561170195164,BMI_Plate61WellG10,1916453.1775000007
2, Bacteria,531676.9271999957,0.26409000814958317,0.5278641661087683,0.07504206893595151,0.1312749475403444,0.0017288092653525756,0.6383371893391081,BMI_Plate61WellG10,1406810861.986003
3, Duplodnaviria,36.83150000000001,0.25920763972657634,0.5288858036896098,0.07689530550177716,0.13319193953491895,0.0018193115471177633,0.6428167077749837,BMI_Plate61WellG10,67152.8745
4, Eukaryota,1802.253,0.2645806997821677,0.5272937459076115,0.07497578206581217,0.13163319833074533,0.0015165739136635027,0.6300341181608955,BMI_Plate61WellG10,4246185.4591999985
5, Riboviria,6.8616,0.2519900301074653,0.5233350408517256,0.07575347062975868,0.14195988854079525,0.006961569870255124,0.695,BMI_Plate61WellG10,11964.341600000002
6, Varidnaviria,3.6078,0.2739018087855297,0.5249169435215949,0.07604282022886676,0.124031007751938,0.0011074197120708748,0.6990000000000001,BMI_Plate61WellG10,9773.5302
7, unclassified viruses,13.7283,0.25571788830525993,0.5261889557548037,0.0761882866815011,0.1409012107484791,0.0010036585099561892,0.7003260810489477,BMI_Plate61WellG10,35011.1115
8,Unclassified,87551.92800000013,0.261638570899528,0.5285537527200834,0.07634761498781958,0.13168158249010606,0.0017784789024630236,0.639459736460981,BMI_Plate61WellG10,126912283.91149987
0, ,319.8119999999999,0.26733819453746543,0.5286983464727489,0.07359851811455345,0.12866864138646955,0.0016962994887626556,0.5318275090827488,BMI_Plate61WellF5,784584.1544
1, Archaea,700.3913000000008,0.26429144262985604,0.527638088726164,0.07467760610412388,0.13169450453887266,0.001698358000983368,0.6065902124982989,BMI_Plate61WellF5,1586222.1619
2, Bacteria,496766.6511000043,0.2645533138933174,0.5276655512568402,0.07466236654385308,0.1313688300592698,0.001749938246719439,0.6160318185371009,BMI_Plate61WellF5,1288587775.3270862
3, Duplodnaviria,33.694700000000005,0.2620672625504356,0.523066659656542,0.07675589618129994,0.13719275946741802,0.0009174221443046481,0.62780002240965,BMI_Plate61WellF5,66208.99699999999
