,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Riboviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Riboviria,gene_counts unclassified viruses,gene_countsUnclassified
99,K00344,,,0.7229735071935774,,,,,,,47.1444,,,,
100,K00363,,,0.6930450319721981,,,,,,,15.9487,,,,
101,K00365,,,0.684900121426437,,,,,,,28.6488,,,,
102,K00375,,,0.6835824839385084,,,,,,,29.7731,,,,
103,K00382,,,0.551,,,,,,,5.4699,,,,
104,K00384,,,0.6238370801994056,,,,,,,34.7923,,,,
105,K00389,,,0.641139375698606,,,,0.6186636739792334,,,112.7066,,,,7.333600000000001
106,K00390,,,0.6552082784376585,,,,,,,126.7801,,,,
107,K00406,,,0.6092249599223719,,,,,,,26.035899999999998,,,,
108,K00411,,,0.6576567606946216,,,,,,,20.019499999999997,,,,
109,K00412,0.259,,0.4702681643887941,0.29180411531105327,,,,11.2279,,46.1056,94.1009,,,
110,K00413,,,0.6220036455100298,,,,,,,20.737199999999998,,,,
111,K00418,,,,0.528,,,,,,,2.0522,,,
112,K00425,,,0.6474809706695039,,,,,,,400.15440000000007,,,,
113,K00426,,,0.6623352498947016,,,,0.6467946200719361,,,282.4724000000001,,,,8.7509
114,K00428,,,0.6329880875692553,,,,,,,20.0193,,,,
115,K00432,,,0.6178254762455376,0.5721802399083576,,,,,,163.76569999999995,8.3149,,,
116,K00433,,,0.6617260107541388,0.69,,,,,,141.5422,9.4397,,,
117,K00435,,,0.6023000061205841,,,,,,,15.3433,,,,
118,K00436,,,0.615,,,,,,,6.8148,,,,
119,K00446,,,0.691928149640731,,,,,,,47.476800000000004,,,,
120,K00448,,,0.6498937935755632,,,,,,,38.533199999999994,,,,
121,K00449,,,0.6244756250350216,,,,,,,51.59,,,,
122,K00450,,,0.7061811212982604,,,,,,,54.473400000000005,,,,
123,K00451,,,0.6662343843510458,,,,,,,172.53199999999998,,,,
124,K00452,,,0.6083391317205823,,,,,,,13.5059,,,,
125,K00453,,,0.6445493179287013,,,,,,,144.83440000000002,,,,
126,K00456,,,0.632033118429659,,,,0.645,,,29.9558,,,,3.0166
127,K00457,,,0.6361457635270285,,,,,,,204.77340000000004,,,,
128,K00459,,,0.7012004890252568,,,,,,,283.21109999999993,,,,
129,K00468,,,0.682,,,,,,,8.8478,,,,
130,K00469,,,0.5874993309832346,0.51,,,,,,25.2663,5.1542,,,
131,K00476,,,0.5802521343508129,,,,,,,7.0496,,,,
132,K00477,,,0.598,,,,,,,7.2746,,,,
133,K00479,,,0.6611136851922,,,,,,,13.727699999999999,,,,
134,K00480,,,0.716,,,,,,,8.7581,,,,
135,K00481,,,0.6623169700895408,,,,,,,41.6552,,,,
136,K00483,,,0.66,,,,,,,8.7272,,,,
137,K00485,,,0.648,,,,,,,10.5994,,,,
138,K00496,,,0.7009441575056679,,,,,,,8.600200000000001,,,,
139,K00499,,,0.585,,,,,,,8.5,,,,
140,K00500,,,0.627,,,,,,,7.8291,,,,
141,K00507,,,0.6475049154309775,,,,,,,304.884,,,,
142,K00518,,,0.6497609007574807,,,,,,,19.5487,,,,
143,K00525,,,0.6471345608864475,,,,,,,111.89040000000003,,,,
144,K00526,,,0.6509999999999999,,,,,,,12.968,,,,
145,K00528,,,0.7200729354246418,,,,,,,17.5519,,,,
146,K00529,,,0.7403218834199647,,,,,,,19.4862,,,,
147,K00537,,,0.5966648677570827,,,,,,,8.1053,,,,
148,K00540,,0.6890000000000001,0.6761613229025754,,,,0.698,,4.4906,235.82479999999998,,,,4.4458
149,K00544,,,0.652958495797482,,,,,,,60.6265,,,,
150,K00548,,,0.6407738642851876,,,,,,,239.01059999999995,,,,
151,K00549,,0.6507215600874571,0.6687240946760432,0.5786615165332223,,,0.689,,9.3704,955.4977999999994,7.3957999999999995,,,4.276
152,K00554,,,0.6755210596388432,,,,,,,133.0816,,,,
153,K00558,,,0.6777574793830602,,,,,,,34.03399999999999,,,,
154,K00560,,,0.6520558452497163,,,,,,,23.9287,,,,
155,K00564,,,0.758062374294983,,,,,,,39.6329,,,,
156,K00566,,,0.6924324728658988,,,,,,,27.6843,,,,
157,K00567,,,0.6711840774407444,,,,,,,69.87519999999999,,,,
158,K00569,,,0.607,,,,,,,3.4483,,,,
159,K00570,,,0.7509999999999998,,,,,,,11.6496,,,,
160,K00573,,,0.6959460283173408,,,,,,,169.1001,,,,
161,K00574,,,0.6978558411898436,,,,,,,151.3335,,,,
162,K00575,,,0.6201264074476116,,,,,,,17.0691,,,,
163,K00588,,,0.6730761270488448,,,,,,,99.91550000000001,,,,
164,K00594,,,0.713,,,,,,,8.555,,,,
165,K00595,,,0.7265453343070593,,,,,,,15.984300000000001,,,,
166,K00598,,,0.689954126853749,,,,0.662,,,48.92929999999999,,,,6.365
167,K00600,,0.691,0.6674339686164451,0.509,,,,,4.5762,302.6225999999999,2.3063,,,
168,K00602,,,0.6679167412738788,0.471,,,,,,271.76249999999993,2.7375,,,
169,K00604,,,0.609,,,,,,,7.9693,,,,
170,K00605,,,0.6932956741229068,,,,,,,48.04699999999999,,,,
171,K00606,,,0.6763319672920985,,,,,,,232.95360000000002,,,,
172,K00609,,,0.663484657295992,,,,,,,70.803,,,,
173,K00611,,,0.6801877671902513,,,,,,,42.9595,,,,
174,K00612,,,0.6255922850349764,,,,,,,44.8111,,,,
175,K00613,,,0.6555739310607667,,,,,,,24.7949,,,,
176,K00615,,,0.670477375293177,,,,,,,135.25249999999997,,,,
177,K00616,,,0.5909926975624664,0.503,,,,,,68.52860000000001,3.9586,,,
178,K00619,,,0.6185620989315561,,,,,,,42.0907,,,,
179,K00620,,,0.6904141387376084,,,,,,,108.3588,,,,
180,K00626,,,0.6824774286994304,,,,,,,459.3086,,,,
181,K00627,,,0.6890000000000001,,,,,,,9.8252,,,,
182,K00635,,,0.7203175721759311,,,,0.7324330551199357,,,176.11140000000003,,,,26.639199999999995
183,K00640,,,0.6297041192903404,,,,,,,51.64120000000001,,,,
184,K00641,,0.596,0.6503437162953638,,,,,,10.3589,218.56570000000002,,,,
185,K00645,,,0.691399849020595,,,,,,,15.1531,,,,
186,K00648,,,0.6999058266440127,,,,,,,95.78759999999998,,,,
187,K00651,,,0.586,,,,,,,5.538,,,,
188,K00655,,,0.6617615071870714,,,,,,,203.9087,,,,
189,K00657,,,0.6481011635178643,,,,,,,43.2754,,,,
190,K00661,,,0.6729999999999999,,,,,,,6.7179,,,,
191,K00662,,,0.695,,,,,,,5.1652,,,,
192,K00663,,,0.662629973215162,,,,,,,22.1586,,,,
193,K00666,,,0.6849044422130635,,,,,,,22.917,,,,
194,K00674,,,0.6822257118093505,,,,,,,108.0018,,,,
195,K00675,,,0.616,,,,,,,5.1656,,,,
196,K00677,,,0.616189772361805,,,,,,,62.80350000000001,,,,
197,K00682,,,0.6985021421065021,,,,,,,23.704,,,,
198,K00683,,,0.5957571990833201,,,,,,,31.598399999999998,,,,
199,K00684,,,0.7083909850782677,,,,,,,20.994500000000002,,,,
200,K00688,,0.579,0.6165525390502052,,,,,,3.61,410.06329999999997,,,,
201,K00694,,,0.6037741558833576,,,,,,,20.5622,,,,
202,K00698,,,,0.522,,,,,,,2.6681,,,
203,K00700,,,0.6368958954066001,,,,,,,147.98239999999998,,,,
204,K00703,,,0.606383536482956,,,,,,,115.54489999999998,,,,
205,K00705,,,0.7121786459348978,,,,,,,42.3589,,,,
206,K00720,,,0.603853494037978,,,,,,,94.9265,,,,
207,K00721,,,0.6753761034957111,,,,,,,81.38399999999999,,,,
208,K00728,,,0.6713060592861916,0.514,,,,,,45.812599999999996,2.3822,,,
209,K00729,,,0.5919853689808167,,,,,,,12.047,,,,
210,K00737,,,,0.499,,,,,,,4.3499,,,
211,K00748,,,0.6372080844870518,,,,,,,48.1811,,,,
212,K00759,,,0.6357001678587766,,,,,,,109.5325,,,,
213,K00760,,,0.6078718154869137,,,,,,,130.6567,,,,
214,K00761,,,0.6936499280571776,,,,,,,18.1337,,,,
215,K00762,,,0.6842229805894297,,,,,,,111.99259999999998,,,,
216,K00763,,,0.6974430233934511,,,,,,,118.83430000000001,,,,
217,K00764,,,0.6596411692192902,,,,,,,233.7158,,,,
218,K00765,,,0.6374652000552475,,,,,,,52.755700000000004,,,,
219,K00766,,,0.7057691397294152,,,,0.669,,,143.7181,,,,4.5469
220,K00767,,,0.6639901387233511,,,,,,,14.740499999999999,,,,
221,K00768,,,0.7155745812726686,,,,,,,105.9833,,,,
222,K00772,,,0.6450680877813518,,,,,,,39.1586,,,,
223,K00773,,,0.6403775772716137,,,,,,,30.3364,,,,
224,K00782,,,0.712856420006704,,,,,,,55.6612,,,,
225,K00783,,,0.6357037626596262,,,,,,,53.48989999999999,,,,
226,K00784,,0.6859999999999999,0.6857007669167494,,,,,,6.3019,126.6736,,,,
227,K00788,,,0.6806464804579238,,,,,,,52.189,,,,
228,K00789,,0.6579999999999999,0.6528945073622706,0.509,,,,,4.5837,577.0996,4.3691,,,
229,K00790,,,0.6684928360769178,,,,,,,212.7706,,,,
230,K00791,,,0.6861307255432586,,,,,,,59.6473,,,,
231,K00793,,,0.663844320281041,0.48,,,,,,139.4437,3.2311,,,
232,K00794,,0.6629999999999999,0.6840012228325381,,,,,,4.3983,137.5724,,,,
233,K00796,,,0.7054724699230229,,,,,,,53.63750000000001,,,,
234,K00797,,,0.5689651806489286,,,,,,,57.544399999999996,,,,
235,K00798,,,0.6823277290872208,,,,0.715,,,128.5478,,,,4.226
236,K00799,,,0.6191738833295529,0.547,,,,,,133.73080000000002,3.017,,,
237,K00800,,,0.7034982431920221,,,,,,,108.17869999999998,,,,
238,K00801,,,,0.4529999999999999,,,,,,,4.6748,,,
239,K00805,,,0.701,,,,,,,10.6031,,,,
240,K00809,,,0.598974461178969,,,,,,,41.7615,,,,
241,K00812,,,0.684,,,,,,,13.3322,,,,
242,K00817,,,0.7248155606023045,,,,,,,35.518299999999996,,,,
243,K00820,,,0.6532729626778115,,,,,,,191.8125,,,,
244,K00826,,,0.6712206973244877,,,,,,,62.4466,,,,
245,K00831,,,0.6647809966927747,0.49699999999999994,,,,,,45.168299999999995,3.1563,,,
246,K00833,,,0.716,,,,,,,9.6004,,,,
247,K00836,,,0.6559999999999999,,,,,,,9.6064,,,,
248,K00845,,,0.7453682446493141,,,,,,,16.6672,,,,
249,K00847,,,0.628,,,,,,,6.2383,,,,
250,K00848,,,0.6945459169929253,,,,,,,45.802200000000006,,,,
251,K00849,,,0.7250000000000001,,,,,,,12.032,,,,
252,K00851,,,0.684052164727792,,,,,,,85.05359999999999,,,,
253,K00852,,,0.6751385878120594,,,,,,,25.755999999999997,,,,
254,K00853,,,0.6892615247158013,,,,,,,20.9443,,,,
255,K00854,,,0.7390000000000001,,,,,,,10.3,,,,
256,K00855,,,0.6567999172491974,,,,,,,17.938200000000002,,,,
257,K00856,,,0.684,,,,,,,5.8625,,,,
258,K00857,,,0.5774478512070438,,,,,,,30.1881,,,,
259,K00858,,,0.6900332755256736,,,,,,,239.31720000000004,,,,
260,K00859,,,0.688988864382074,0.588,,,0.6651408734927652,,,106.12580000000001,4.3201,,,6.73
261,K00864,,,0.6938495512993215,,,,,,,38.3135,,,,
262,K00865,,,0.7617934139803922,,,,,,,43.8248,,,,
263,K00867,,,0.612,,,,,,,4.4964,,,,
264,K00872,,,0.695213256599579,,,,,,,32.7802,,,,
265,K00873,,,0.6486319305197001,,,,,,,165.05129999999997,,,,
266,K00874,,,0.677,,,,,,,9.5826,,,,
267,K00876,,,0.609,,,,,,,2.9406,,,,
268,K00883,,,0.6709999999999999,,,,0.557,,,4.657,,,,4.0961
269,K00886,,,0.6781468081643796,,,,,,,76.3869,,,,
270,K00887,,,0.7190000000000001,,,,,,,5.4317,,,,
271,K00891,,,0.6924406680790796,,,,,,,75.7567,,,,
272,K00897,,,0.73,,,,,,,9.5437,,,,
273,K00912,,,0.6346808145395894,,,,0.722,,,54.7746,,,,3.0915
274,K00919,,,0.6916570809661136,,,,,,,102.3397,,,,
275,K00925,,,0.6747215017723726,,,,,,,149.31269999999995,,,,
276,K00926,,,0.7225637888043033,,,,,,,45.8054,,,,
277,K00927,,,0.6522697677261068,,,,,,,234.6732,,,,
278,K00930,,,0.6842402592796362,,,,,,,60.9969,,,,
279,K00931,,,0.714441772785295,,,,,,,19.3846,,,,
280,K00936,,0.5529999999999999,0.6895490624763843,,,,,,6.958,72.3362,,,,
281,K00937,,,0.6445707200619574,,,,,,,94.215,,,,
282,K00939,,,0.6629621897432699,,,,,,,118.4294,,,,
283,K00940,,0.569,0.6276190832453652,,,,,,3.0957,61.5639,,,,
284,K00941,,,0.595,,,,,,,7.0364,,,,
285,K00942,,,0.6351355455549565,,,,,,,67.0224,,,,
286,K00943,,,0.6742656079410486,0.501,,,,,,133.2598,4.0283,,,
287,K00945,,,0.685808612638536,,,,,,,134.1933,,,,
288,K00946,,,0.7073611248155239,,,,0.564,,,87.91980000000002,,,,9.6815
289,K00948,,,0.6444929122208092,0.673583527089867,,,,,,403.86860000000013,6.7474,,,
290,K00949,,,,0.457,,,,,,,3.1273,,,
291,K00950,,,0.6978722244369099,,,,,,,105.9654,,,,
292,K00952,,,,,,,0.6970000000000001,,,,,,,3.2682
293,K00954,,,0.644467328538102,,,,,,,157.9044,,,,
294,K00957,,,0.6471975028318855,,,,,,,157.95520000000002,,,,
295,K00958,,0.657,0.6002234643348731,,,,,,4.004,23.681,,,,
296,K00962,,,0.5892773946081041,,,,,,,23.8819,,,,
297,K00963,,,0.6759671527139802,,,,,,,80.131,,,,
298,K00965,,,0.6774962379835326,,,,,,,23.598699999999997,,,,
299,K00969,,,0.6496870639460531,,,,,,,90.9906,,,,
300,K00970,,,0.6559999999999999,,,,,,,6.7448,,,,
301,K00971,,,0.6121778153383882,,,,,,,89.2177,,,,
302,K00973,,,0.6438669561113652,,,,,,,51.4602,,,,
303,K00974,,,0.6559999999999999,,,,,,,6.7448,,,,
304,K00975,,,0.6352092964103795,,,,,,,121.97480000000002,,,,
305,K00978,,,0.561,,,,,,,5.2027,,,,
306,K00979,,,0.6334281264379918,,,,,,,11.9358,,,,
307,K00981,,,0.6638807342399853,,,,,,,150.0816,,,,
308,K00982,,,0.7240583376884,,,,,,,130.2857,,,,
309,K00986,0.297,,0.5451521561204817,0.29971617346553076,,,,8.3863,,1358.1507000000006,18.7604,,,
310,K00989,,,0.6510116264773584,,,,,,,88.81000000000002,,,,
311,K00990,,,0.6732984508809746,,,,,,,160.11050000000003,,,,
312,K00991,,,0.58,,,,,,,4.6439,,,,
313,K00992,,,0.728,,,,,,,4.2092,,,,
314,K00995,,,0.6734459935302484,,,,,,,19.5581,,,,
315,K00997,,,0.6494819116263103,,,,,,,32.6297,,,,
316,K01000,,,0.6390114220954697,,,,,,,89.4152,,,,
317,K01005,,,0.6662699372109655,,,,0.6461048913323164,,,329.0295,,,,45.5402
318,K01006,,,0.6524288265692977,,,,,,,44.723499999999994,,,,
319,K01007,,,0.7125701894858515,,,,,,,16.1462,,,,
320,K01008,,,0.6690288132312177,,,,,,,101.29750000000001,,,,
321,K01011,,,0.692128176888057,,,,,,,86.1991,,,,
322,K01012,,,0.6826780933841883,,,,,,,51.5251,,,,
323,K01023,,,0.6339595580984526,,,,,,,73.1647,,,,
324,K01026,,,0.672,,,,,,,6.8,,,,
325,K01039,,,0.6975337804426279,,,,,,,119.4461,,,,
326,K01040,,,0.7005540478092362,,,,,,,104.08040000000001,,,,
327,K01042,,,0.7009012244003581,,,,,,,66.9542,,,,
328,K01046,,,0.6854342874237332,,,,,,,30.5731,,,,
329,K01047,,,,,,0.552,0.5770000000000001,,,,,,4.7958,3.036
330,K01051,,,0.665136281748103,,,,,,,21.2844,,,,
331,K01053,,,0.6487846147623838,,,,,,,55.0034,,,,
332,K01055,,,0.6384128240680891,,,,,,,13.567900000000002,,,,
333,K01056,,,0.6423715835846193,,,,,,,124.0461,,,,
334,K01057,,,0.6894852860254443,,,,,,,139.1599,,,,
335,K01060,,,0.6938357652902826,,,,,,,13.7858,,,,
336,K01061,,0.711,0.6624272032768554,,,,0.7159999999999999,,6.5099,431.07739999999995,,,,5.2572
337,K01066,,,0.7053926973926935,,,,,,,34.6374,,,,
338,K01068,,,0.6882647998288108,,,,,,,18.7304,,,,
339,K01069,,0.6920000000000001,0.6722727765684559,,,,,,4.0047,107.1018,,,,
340,K01070,,,0.6704996297603032,,,,,,,16.2242,,,,
341,K01071,,,0.6689931096494975,,,,,,,38.203900000000004,,,,
342,K01074,,,,0.541,,,,,,,5.3624,,,
343,K01075,,,0.537,,,,,,,4.1444,,,,
344,K01077,,,,0.502,,,,,,,2.995,,,
345,K01079,,,0.7274207638352626,,,,,,,53.8209,,,,
346,K01082,,,0.7070714898302557,,,,,,,25.4087,,,,
347,K01091,,,0.6374557675902669,,,,,,,36.226499999999994,,,,
348,K01092,,,0.652395397100074,,,,,,,70.3047,,,,
349,K01095,,,0.6124477012036177,,,,0.5885691232540838,,,57.0835,,,,6.124499999999999
350,K01104,,,0.7129407729867254,,,,,,,97.77420000000001,,,,
351,K01113,,,0.6186334939308301,,,,,,,10.319099999999999,,,,
352,K01114,,,0.6683036490080301,,,,,,,542.5904,,,,
353,K01115,,,,0.4903913961092818,,,,,,,13.4928,,,
354,K01118,,,0.5602201148297393,,,,,,,69.39800000000001,,,,
355,K01126,,,0.6446348442028611,,,,,,,43.3301,,,,
356,K01129,,,0.6745600695638978,,,,,,,120.69249999999998,,,,
357,K01142,,,0.705,,,,,,,5.8257,,,,
358,K01148,,,,0.427,,,,,,,3.5632,,,
359,K01151,,,0.6682385635997689,,,,,,,83.4776,,,,
360,K01153,,,0.6395320327566336,,,,,,,27.318600000000004,,,,
361,K01154,,,0.5620086000427873,,,,,,,14.504799999999998,,,,
362,K01159,,,0.6861526251147847,,,,0.7245063577495133,,,139.42329999999998,,,,16.955000000000002
363,K01173,,,,0.589,,,,,,,4.141,,,
364,K01178,,,0.6739053006004085,,,,,,,66.74770000000001,,,,
365,K01179,,,0.6431711563573089,,,,,,,56.1818,,,,
366,K01181,,,0.6141758996164609,,,,0.654,,,93.7436,,,,4.0879
367,K01183,,,0.5789095718089184,0.5242610437608917,,,,,,35.3432,11.207699999999999,,,
368,K01185,,,0.4679999999999999,,,,,,,1.9933,,,,
369,K01187,,,0.7096218392426854,,,,,,,22.1741,,,,
370,K01190,,,0.6659041852380727,,,,,,,15.4696,,,,
371,K01191,,,0.687762979565834,,,,,,,30.2458,,,,
372,K01194,,,0.598,0.517,,,,,,5.5793,2.9883,,,
373,K01198,,,0.7110590232508748,,,,,,,25.9812,,,,
374,K01201,,,0.6334091241470291,0.618,,,,,,23.662999999999997,7.0679,,,
375,K01202,,,0.669179116593239,,,,,,,21.4,,,,
376,K01206,,,0.591996712050323,,,,,,,275.0419,,,,
377,K01207,,,0.6898796560494415,,,,,,,71.1054,,,,
378,K01209,,,0.6334868513080623,0.7018090772750226,,,,,,243.5284,31.6402,,,
379,K01224,,,0.6790191415215681,0.675,,,,,,25.2947,15.9818,,,
380,K01228,,,,0.509,,,,,,,5.8344,,,
381,K01235,,,0.616,,,,,,,8.1661,,,,
382,K01236,,,0.6894302966193002,,,,,,,22.9829,,,,
383,K01239,,,0.6360450278751915,,,,0.583,,,290.8726,,,,4.3382
384,K01241,,,0.6874698222997907,,,,,,,57.124900000000004,,,,
385,K01243,,,0.6370919102549969,,,,,,,7.1419,,,,
386,K01246,,,0.6464558431854991,,,,,,,110.08430000000001,,,,
387,K01247,,,0.6371920028526401,,,,,,,49.2547,,,,
388,K01251,,0.6859999999999999,0.6602510443050952,,,,,,5.1093,582.3539000000001,,,,
389,K01255,,,0.722,,,,,,,13.7487,,,,
390,K01256,,,0.6820000000000002,,,,,,,9.6342,,,,
391,K01258,,,0.643,,,,,,,7.5255,,,,
392,K01259,,,0.6766243128180056,,,,,,,92.84599999999999,,,,
393,K01262,,,0.6161063183245397,,,,,,,14.012599999999999,,,,
394,K01265,,,0.6657334249763154,,,,,,,283.6254,,,,
395,K01266,,,0.6700111046267314,,,,0.728,,,209.10060000000004,,,,5.7584
396,K01271,,,0.6809977634875201,,,,,,,34.3674,,,,
397,K01273,,,0.6595536115049196,,,,0.588,,,339.0974,,,,3.3179
398,K01278,,,0.615,,,,,,,6.6902,,,,
399,K01283,,,0.62681876955755,,,,,,,44.339099999999995,,,,
400,K01286,,,0.6213237431799472,,,,,,,88.6218,,,,
401,K01295,,,0.6667091304438278,,,,,,,28.5089,,,,
402,K01297,,,0.6752455440314692,,,,,,,115.6483,,,,
403,K01301,,,0.632,,,,,,,8.6279,,,,
404,K01302,,,0.6270747325214298,,,,,,,26.639400000000002,,,,
405,K01303,,,0.6647919750604309,,,,,,,30.3964,,,,
406,K01304,,,0.6779999999999999,,,,,,,3.6201,,,,
407,K01322,,,0.701,,,,,,,8.9572,,,,
