,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts unclassified viruses,gene_countsUnclassified
298,K01040,,,0.6535735278251003,,,,,,45.60039999999999,,,
299,K01042,,,0.6480394901562417,,,,,,31.1104,,,
300,K01046,,,0.5596485647415038,,,,,,29.110100000000003,,,
301,K01053,,,0.5949282460547337,,,,,,55.920899999999996,,,
302,K01055,,,0.6086932508726604,,,,,,25.553400000000003,,,
303,K01056,,,0.6281292293889583,,,0.525,,,120.06000000000003,,,2.6633
304,K01057,,,0.609695873049907,,,,,,92.9966,,,
305,K01061,,0.5369537557580873,0.6061431412138539,,,,,5.7977,310.85620000000006,,,
306,K01066,,,0.6283411127865249,,,,,,12.642800000000001,,,
307,K01069,,,0.630249909955865,,,,,,67.7115,,,
308,K01070,,,0.615580151534297,,,,,,18.2608,,,
309,K01075,,,0.6,,,,,,4.1032,,,
310,K01077,,,0.512,,,,,,3.035,,,
311,K01079,,,0.6759999999999999,,,,,,1.3385,,,
312,K01082,,,0.7246949419246211,,,,,,9.0097,,,
313,K01089,,,0.682,,,,,,5.9174,,,
314,K01091,,,0.6218886626781986,,,,,,55.6389,,,
315,K01092,,,0.6183171610253327,,,,,,16.9749,,,
316,K01095,,,0.5977491995748526,,,0.606,,,75.0736,,,3.3663
317,K01104,0.569,0.605,0.6537840284847323,,,,2.4976,5.0302,12.3804,,,
318,K01113,,,0.591795071261926,,,,,,8.5156,,,
319,K01114,,,0.5835378074324777,,,,,,116.95970000000001,,,
320,K01115,,,0.545,,,,,,2.1056,,,
321,K01118,,,0.5853598481262658,,,,,,182.4491,,,
322,K01126,,,0.6045634969629279,,,,,,46.8166,,,
323,K01129,,,0.6361195092125397,,,,,,112.93090000000001,,,
324,K01142,,,0.69,,,,,,5.6792,,,
325,K01151,,0.5172883735269187,0.6123752418511721,,,,,5.186,62.2628,,,
326,K01154,,,0.568,,,,,,3.8169,,,
327,K01159,,,0.6562417909555824,,,0.667,,,96.02000000000001,,,3.8171
328,K01160,,,0.612,,,0.589,,,1.5936,,,3.6171
329,K01166,,,0.6393476849361279,,,,,,9.771899999999999,,,
330,K01167,,,0.701,,,,,,2.586,,,
331,K01170,,0.45580413528128616,,,,,,7.1868,,,,
332,K01174,,,0.5843873501784542,,,,,,9.9541,,,
333,K01178,,,0.6178588342354414,,,,,,14.036100000000001,,,
334,K01179,,,0.6032948556086778,,,,,,11.601,,,
335,K01181,,,0.6196090663433387,,,,,,12.766399999999999,,,
336,K01183,,,0.5429999999999999,,,,,,4.0348,,,
337,K01194,,,0.631702180444186,,,,,,20.333299999999998,,,
338,K01206,,,0.5662795448282,,,,,,158.2269,,,
339,K01207,,,0.6273157140638231,,,,,,47.851,,,
340,K01209,,,0.5764086465073277,,,,,,51.970299999999995,,,
341,K01236,,,0.6636411461950451,,,,,,9.8778,,,
342,K01239,,0.4679999999999999,0.5883314052422727,,,0.579,,8.2372,208.09309999999994,,,3.3858
343,K01241,,,0.6145576769946482,,,,,,17.1358,,,
344,K01243,,,0.5879386872625362,,,,,,12.655899999999999,,,
345,K01246,,0.4744167273717913,0.5761568634591109,,,0.614,,7.6113,193.4795,,,4.1175
346,K01247,,0.396,0.6327497967125063,,,,,1.9641,74.8606,,,
347,K01251,,0.532,0.6248198421048923,,,,,3.5086,338.40790000000004,,,
348,K01255,,,0.5820000000000001,,,,,,5.9824,,,
349,K01258,,,0.591,,,,,,4.3956,,,
350,K01259,,,0.6329987849788441,,,,,,37.6696,,,
351,K01262,,,0.6428668740497575,,,,,,16.0445,,,
352,K01265,,,0.6409283005406889,,,,,,164.97650000000002,,,
353,K01266,,,0.617612929443013,,,,,,144.44090000000003,,,
354,K01271,,,0.691,,,,,,5.4072,,,
355,K01273,,,0.5946116789301932,,,,,,156.86150000000004,,,
356,K01283,,,0.6145324735400175,,,,,,61.8101,,,
357,K01286,,,0.5745047588730949,,,,,,40.062200000000004,,,
358,K01295,,,0.6377490809538335,,,,,,36.2791,,,
359,K01297,,,0.6021143347965534,,,0.619,,,71.81080000000001,,,2.2281
360,K01299,,,0.6518569421240948,,,,,,37.1648,,,
361,K01302,,,0.559184322460297,,,,,,38.3206,,,
362,K01304,,,0.7093281874827672,,,,,,15.0747,,,
363,K01356,,,0.6101828884059246,,,,,,79.97460000000001,,,
364,K01358,,,0.6075898591134423,,,,,,373.97690000000006,,,
365,K01372,,,0.6255554099244216,,,,,,9.8392,,,
366,K01409,,0.5070174730724865,0.6336489046582663,,,,,7.2715,63.6524,,,
367,K01419,,,0.617286058001187,,,,,,123.4299,,,
368,K01423,,,0.5854967609920014,,,,,,54.0351,,,
369,K01424,,0.525729082054826,0.6118191069699639,,,,,8.584900000000001,28.375600000000002,,,
370,K01425,,,0.593551129357417,,,,,,20.3399,,,
371,K01426,,,0.645634158835237,,,,,,98.9179,,,
372,K01428,,,0.5720000000000001,,,,,,16.9179,,,
373,K01429,,,0.5977702791477892,,,,,,41.8442,,,
374,K01430,,,0.5559059722299327,,,,,,64.8468,,,
375,K01432,,,0.6335375833277699,,,,,,6.5969,,,
376,K01433,,,0.6102811955758853,,,,,,31.886300000000002,,,
377,K01443,,,0.6348073823758633,,,,,,91.1372,,,
378,K01447,,,0.6412348803169299,,,,,,25.174,,,
379,K01448,,,0.6067195106700507,,,0.5842766455293384,,,264.63069999999993,,,5.7493
380,K01449,,,0.6192920662617747,,,,,,8.8467,,,
381,K01455,,,0.5995702920177457,,,,,,32.1133,,,
382,K01457,,,0.6609999999999999,,,,,,3.235,,,
383,K01458,,,0.6372123820937085,,,,,,12.6724,,,
384,K01459,,,0.648,,,,,,6.8052,,,
385,K01462,,,0.6078866310631876,,,,,,215.56730000000005,,,
386,K01463,,,0.6020402079368661,,,,,,24.160099999999996,,,
387,K01466,,,0.5660000000000001,,,,,,7.3025,,,
388,K01470,,,0.6025973750271527,,,,,,118.8737,,,
389,K01476,,,0.650609659317385,,,,,,12.9616,,,
390,K01477,,,0.5875840677426939,,,,,,24.6586,,,
391,K01480,,0.525,0.6223077965516058,,,,,3.3371,22.946600000000004,,,
392,K01482,,,0.6419516468835665,,,,,,23.356299999999997,,,
393,K01483,,,0.6776139613283761,,,,,,20.035899999999998,,,
394,K01484,,,0.563,,,,,,3.4244,,,
395,K01485,,,0.6641194000498499,,,,,,54.299200000000006,,,
396,K01487,,,0.6729999999999999,,,,,,5.5202,,,
397,K01488,,,0.5587456109334865,,,,,,32.8203,,,
398,K01489,,,0.6003901566775554,,,,,,72.2825,,,
399,K01493,,,0.504,,,,,,2.1858,,,
400,K01494,,0.5479999999999999,0.5802930207752982,,,,,3.6561,130.35969999999998,,,
401,K01495,,,0.6169707162802149,,,,,,247.27029999999993,,,
402,K01496,,,0.6740930762846741,,,,,,11.0013,,,
403,K01497,,,0.5986492821140249,,,,,,78.7668,,,
404,K01501,,,0.5772649661885433,,,,,,10.3745,,,
405,K01507,,,0.5964449324314788,,,,,,113.34029999999996,,,
406,K01512,,0.542,0.5905015916604675,,,,,2.9958,30.8104,,,
407,K01515,,,0.599894136880383,,,,,,38.3909,,,
408,K01520,,,0.6453972785425125,,,,,,33.8661,,,
409,K01521,,,0.655,,,,,,1.4096,,,
410,K01523,,,0.682,,,,,,8.0545,,,
411,K01524,,0.499,0.625453697778524,,,,,5.5042,25.9716,,,
412,K01525,,,0.71,,,,,,7.5219,,,
413,K01529,,,0.5770991586371589,,,,,,10.5555,,,
414,K01545,,,0.522,,,0.5748971196421613,,,2.5406,,,7.1789000000000005
415,K01546,,0.534073765367785,0.5923335487077173,,,,,12.314300000000001,277.7499,,,
416,K01547,,,0.5988498426232012,,,,,,64.4023,,,
417,K01548,,,0.6028352162703582,,,,,,147.54330000000002,,,
418,K01551,,,0.6192017254172729,,,,,,62.244,,,
419,K01555,,,0.6088234674302109,,,,,,24.489600000000003,,,
420,K01556,,,0.6272990060452037,0.5720000000000001,,,,,29.7405,3.3867,,
421,K01560,,,0.6138593128744184,,,,,,25.656100000000002,,,
422,K01561,,,0.6122852652595019,,,,,,23.3935,,,
423,K01563,,,0.593,,,,,,3.5282,,,
424,K01569,,,0.576663771323856,,,,,,188.21540000000002,,,
425,K01574,,,0.6068753018567399,,,0.664,,,49.3441,,,2.4844
426,K01575,,0.54,0.5598826854587239,,,,,6.6013,121.6846,,,
427,K01576,,,0.606,,,,,,2.936,,,
428,K01579,,0.53,0.564,,,,,3.8094,4.1292,,,
429,K01581,,,0.62,,,,,,4.2272,,,
430,K01588,,,0.6295023538954534,,,,,,63.80480000000001,,,
431,K01589,,,0.646246666884225,,,,,,23.3603,,,
432,K01591,,,0.6037130473711846,,,,,,25.3313,,,
433,K01595,,,0.6468290402901528,,,,,,183.78119999999998,,,
434,K01596,,,0.6370060219430821,,,,,,46.82,,,
