,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Riboviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Riboviria,gene_counts unclassified viruses,gene_countsUnclassified
306,K01816,,,0.5637770725917174,,,,,,,14.717699999999999,,,,
307,K01821,,,0.5475393142143337,,,,,,,11.6736,,,,
308,K01822,,,0.6609999999999999,,,,,,,1.989,,,,
309,K01823,,,0.614,,,,,,,2.0839,,,,
310,K01834,,,0.6957014364774247,,,,,,,23.127100000000002,,,,
311,K01839,,,0.6642269351506893,,,,,,,7.6581,,,,
312,K01845,,,0.6788033016635783,,,,,,,9.251999999999999,,,,
313,K01854,,,0.529,,,,,,,2.3059,,,,
314,K01858,,,0.552,,,,,,,12.8869,,,,
315,K01866,,,0.636466030091562,,,,,,,26.588300000000004,,,,
316,K01867,,,0.6735835518640206,,,,,,,26.4861,,,,
317,K01868,,,0.6316121780363373,,,,,,,60.369600000000005,,,,
318,K01869,,,0.6920000000000001,,,,,,,12.6398,,,,
319,K01872,,,0.6028862233426515,,,,,,,60.0982,,,,
320,K01874,,,0.6139684648295483,,,,,,,30.497799999999998,,,,
321,K01875,,,0.6682102109450753,,,,,,,12.3505,,,,
322,K01880,,,0.659,,,,,,,20.4286,,,,
323,K01881,,,0.6262493783924123,,,,,,,25.315,,,,
324,K01884,,,0.6509999999999999,,,,,,,1.5,,,,
325,K01885,,,0.596,,,,,,,4.3012,,,,
326,K01886,,0.6709999999999999,,,,,,,11.5217,,,,,
327,K01887,,,0.6165209540217386,0.494,,,,,,34.60850000000001,2.4976,,,
328,K01889,,,0.6498698806393595,,,,,,,57.548100000000005,,,,
329,K01890,,,0.706,,,,,,,3.6005,,,,
330,K01912,,,0.6824565580888897,,,,,,,10.746300000000002,,,,
331,K01915,,,0.638748322624228,0.563,,,,,,301.1364,2.0697,,,
332,K01918,,,0.6579700063845334,,,,,,,8.7987,,,,
333,K01919,,,0.6429053179663254,,,,,,,32.6624,,,,
334,K01920,,,0.6461464941951495,,,,,,,23.7999,,,,
335,K01921,,,0.6000190197976568,,,,,,,12.4544,,,,
336,K01923,,,0.6333628635601057,,,,,,,10.6834,,,,
337,K01926,,,0.702341772754554,,,,,,,9.9861,,,,
338,K01933,,,0.6998238753927875,,,,,,,6.6768,,,,
339,K01934,,,0.6434761213869682,,,,,,,4.6681,,,,
340,K01935,,,0.6709999999999999,,,,,,,2.7888,,,,
341,K01937,,,0.6353313343474637,,,,,,,116.29920000000001,,,,
342,K01939,,,0.669009482471778,,,,,,,31.4932,,,,
343,K01940,,,0.6606062992160276,,,,,,,120.6064,,,,
344,K01945,,,0.5848833914157148,,,,,,,4.0807,,,,
345,K01951,,,0.6498324759925664,,,,,,,88.9511,,,,
346,K01953,,,0.5945117642524804,,,,,,,35.390299999999996,,,,
347,K01972,,,0.6488343282837111,,,,,,,61.305499999999995,,,,
348,K01975,,,0.6252075769330102,,,,,,,7.0876,,,,
349,K01990,,,0.7059068426230241,,,,,,,26.1306,,,,
350,K01991,,,0.575,,,,,,,2.0954,,,,
351,K01992,,,0.6122864321531822,,,,,,,26.7043,,,,
352,K01996,,,0.6829999999999999,,,,,,,5.1467,,,,
353,K01997,,,0.6451919202135313,,,,,,,62.8508,,,,
354,K01998,,,0.628,,,,,,,6.1124,,,,
355,K01999,,,0.638,,,,,,,2.9199,,,,
356,K02004,,,0.6121413514185217,,,,0.6052722465562869,,,241.55200000000005,,,,7.549899999999999
357,K02007,,,0.727,,,,,,,1.6704,,,,
358,K02015,,,0.6286230449809832,,,,,,,7.6325,,,,
359,K02018,,,0.662,,,,,,,5.3428,,,,
360,K02020,,,0.6226216182002856,,,,,,,11.920000000000002,,,,
361,K02030,,,0.601,,,,,,,1.635,,,,
362,K02033,,,0.677,,,,,,,5.5894,,,,
363,K02034,,,0.6483526524086014,,,,,,,32.4357,,,,
364,K02036,,,0.6255025635411342,,,,,,,25.662,,,,
365,K02039,,,0.6437882027785397,,,,,,,28.9354,,,,
366,K02040,,,0.5930200274678229,,,,,,,16.8169,,,,
367,K02042,,,0.6383177349941987,,,,,,,6.6114,,,,
368,K02050,,,0.641060645216456,,,,,,,55.47930000000001,,,,
369,K02051,,,0.6777232922937165,,,,,,,13.961099999999998,,,,
370,K02066,,,0.6366775653607145,,,,,,,55.5436,,,,
371,K02067,,,0.607861024442636,,,,,,,12.0853,,,,
372,K02078,,,0.5766332292540639,,,,0.5946488860688534,,,55.06439999999999,,,,6.0314
373,K02108,,,0.5983999809237581,,,,,,,10.5816,,,,
374,K02109,,,0.6941526938374917,,,,,,,9.023900000000001,,,,
375,K02110,,,0.6692544598521352,,,,,,,10.8748,,,,
376,K02113,,,0.6163937775357957,,,,0.6709999999999999,,,18.1363,,,,6.0035
377,K02114,,,0.6691229864278923,,,,,,,8.0805,,,,
378,K02116,,,0.598,,,,,,,2.1864,,,,
379,K02125,,,,0.18364256924796998,,,,,,,17.5412,,,
380,K02128,,,,0.34970910177244846,,,,,,,31.444899999999997,,,
381,K02171,,,0.6807064179577026,,,,0.596,,,19.5717,,,,1.907
382,K02194,,,0.622976735779912,,,,,,,13.937999999999999,,,,
383,K02195,,,0.6398721537765608,,,,,,,22.9625,,,,
384,K02197,,,0.6264218265006815,,,,0.579,,,5.1929,,,,2.3394
385,K02199,,,0.6419158169639081,,,,,,,14.280999999999999,,,,
386,K02204,,,0.6296022046254682,,,,,,,15.0195,,,,
387,K02221,,,0.5868664127430507,,,,,,,22.712699999999998,,,,
388,K02224,,0.595,0.7347998454922359,,,,,,2.1596,5.6998,,,,
389,K02227,,,0.702,,,,,,,3.6934,,,,
390,K02257,,,0.6135385991218613,,,,,,,39.0129,,,,
391,K02259,,,0.6968220276315397,,,,,,,10.741499999999998,,,,
392,K02261,,,,0.284,,,,,,,6.5984,,,
393,K02275,,,0.5787375404618984,,,,,,,11.1014,,,,
394,K02276,0.3143501151922515,,,0.295,,,,11.1174,,,9.0621,,,
395,K02277,,,0.58,,,,,,,1.8529,,,,
396,K02282,,,0.6660183422268324,,,,,,,23.1952,,,,
397,K02300,,,0.626,,,,,,,3.0541,,,,
398,K02313,,,0.6155129494190191,,,,,,,82.11749999999999,,,,
399,K02314,,,0.6540054832937544,,,,0.5820000000000001,,,52.3443,,,,12.5491
400,K02316,,,0.6558494269937,,,,,,,45.7476,,,,
401,K02338,,,0.5826475015885224,,,,,,,74.61069999999998,,,,
402,K02339,,,0.66,,,,,,,1.7624,,,,
403,K02343,,,0.660396553207967,,,,,,,65.3649,,,,
404,K02348,,,0.463,,,,,,,2.3137,,,,
405,K02356,,,0.5952760315150458,,,,,,,32.2545,,,,
406,K02357,,,0.6211533614275236,,,,,,,20.6074,,,,
407,K02358,,,0.6499360009870212,,,,,,,45.5061,,,,
408,K02372,,,0.5904033470790145,,,,,,,6.9432,,,,
409,K02377,,,0.6225711742595602,,,,,,,23.073,,,,
410,K02379,,,0.6410180288274647,,,,,,,19.0994,,,,
411,K02388,,,0.5820000000000001,,,,,,,2.7726,,,,
412,K02393,,,0.6159799474507819,,,,,,,19.0169,,,,
413,K02394,,,0.6814669178262681,,,,,,,27.890299999999996,,,,
414,K02396,,,0.556,,,,,,,1.8955,,,,
415,K02408,,,0.614,,,,,,,2.4593,,,,
416,K02409,,,0.6559999999999999,,,,,,,9.7418,,,,
417,K02410,,,0.6085650702090072,,,,,,,23.7565,,,,
418,K02413,,,0.606,,,,,,,10.0317,,,,
419,K02414,,,0.635,,,,,,,3.9783,,,,
420,K02415,,,0.586433989596803,,,,,,,5.2998,,,,
421,K02416,,,0.6452712538703407,,,,,,,21.458799999999997,,,,
422,K02417,,,0.6399458240550215,,,,,,,11.4474,,,,
423,K02418,,,0.6655417116119847,,,,,,,4.763199999999999,,,,
424,K02420,,,0.645,,,,,,,2.7661,,,,
425,K02422,,,0.607,,,,,,,1.8891,,,,
426,K02426,,,0.612,,,,,,,2.2138,,,,
427,K02428,,,0.7340000000000001,,,,,,,3.5378,,,,
428,K02429,,,0.529,,,,,,,4.9093,,,,
429,K02435,,,0.6182535408986458,,,,,,,18.5379,,,,
430,K02437,,,0.586,,,,,,,2.1656,,,,
431,K02452,,,0.69,,,,,,,2.8412,,,,
