,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Baculoviridae,GC_adj Eukaryota,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Baculoviridae,gene_counts Eukaryota,gene_counts unclassified viruses,gene_countsUnclassified
169,K00954,,,0.6358954682643753,,,,,,,66.6046,,,,
170,K00957,,,0.6770985632570905,,,,,,,48.3719,,,,
171,K00962,,,0.6559999999999999,,,,,,,12.7017,,,,
172,K00963,,,0.7064352528399731,,,,,,,15.4847,,,,
173,K00965,,,0.643,,,,,,,3.6,,,,
174,K00969,,,0.6826462109820185,,,,,,,16.157600000000002,,,,
175,K00971,,,0.6476812011133346,,,,,,,5.1021,,,,
176,K00973,,,0.6918585929964057,,,,,,,7.0937,,,,
177,K00975,,,0.637531557437699,,,,,,,20.694,,,,
178,K00978,,,0.624,,,,,,,2.3755,,,,
179,K00979,,,0.6679999999999999,,,,,,,3.8528,,,,
180,K00981,,,0.6918737151140492,,,,,,,20.6128,,,,
181,K00982,,,0.7539783790132667,,,,,,,18.1664,,,,
182,K00986,0.4122380307171503,,0.585469854333236,,0.429,,0.41099129312644356,12.1523,,688.7457999999999,,6.1739,,28.065
183,K00989,,,0.71170961026956,,,,,,,23.118699999999997,,,,
184,K00990,,,0.71694639868633,,,,,,,19.534399999999998,,,,
185,K00991,,,0.584,,,,,,,5.6093,,,,
186,K00997,,,0.6013980291769526,,,,,,,4.2032,,,,
187,K01004,,,0.636,,,,,,,3.6886,,,,
188,K01005,,,0.6779402050577064,,,,0.675,,,110.5708,,,,2.2101
189,K01006,,,0.605,,,,,,,8.3353,,,,
190,K01008,,,0.7257902129989872,,,,,,,19.7318,,,,
191,K01012,,,0.6992374666162351,,,,,,,23.3763,,,,
192,K01039,,,0.7190000000000001,,,,,,,8.7309,,,,
193,K01040,,,0.6678890598244797,,,,,,,9.6647,,,,
194,K01046,,,0.723,,,,,,,5.0583,,,,
195,K01047,,,,,,0.486,,,,,,,3.0579,
196,K01055,,,0.736,,,,,,,3.4344,,,,
197,K01056,,,0.6849216014118795,,,,,,,19.022199999999998,,,,
198,K01057,,,0.7174214032271798,,,,,,,14.2022,,,,
199,K01060,,,0.7090000000000001,,,,,,,4.5244,,,,
200,K01061,,,0.6904541195717238,,,,,,,18.6251,,,,
201,K01069,,,0.6664060981136211,,,,,,,15.927299999999999,,,,
202,K01074,,,,,,,0.341,,,,,,,2.3656
203,K01077,,,0.5889197937294459,,,,,,,4.719099999999999,,,,
204,K01079,,,0.725,,,,,,,6.0,,,,
205,K01082,,,0.7020000000000001,,,,,,,4.8033,,,,
206,K01091,,,0.7364860073180937,,,,,,,11.1191,,,,
207,K01092,,,0.659,,,,,,,3.3696,,,,
208,K01095,,,,,,,0.62,,,,,,,2.4776
209,K01104,,,0.7392278238400982,,,,,,,7.6236999999999995,,,,
210,K01112,,,,,,,0.392,,,,,,,4.2445
211,K01113,,,0.6664758597351286,,,,,,,9.2113,,,,
212,K01114,,,0.6955757280908145,,,,,,,13.950600000000001,,,,
213,K01126,,,0.7026935048141751,,,,,,,10.0709,,,,
214,K01129,,,0.7254434427482295,,,,,,,52.2007,,,,
215,K01142,,,0.6529999999999999,,,,,,,3.9724,,,,
216,K01151,,,0.6663652757834276,,,,,,,10.9179,,,,
217,K01158,,,,,0.422,,,,,,,2.9114,,
218,K01159,,,0.7345750919902044,,,,0.231,,,30.839400000000005,,,,31.5784
219,K01173,,,0.638,,,,,,,4.2684,,,,
220,K01174,,,0.6658715263517813,,,,,,,6.6738,,,,
221,K01178,,,0.696,,,,,,,4.2992,,,,
222,K01179,,,0.662,,,,,,,5.2618,,,,
223,K01181,,,0.6321243626611369,,,,,,,22.0777,,,,
224,K01185,,,0.624,,,,,,,4.4015,,,,
225,K01194,,,0.6709999999999999,,,,,,,4.2701,,,,
226,K01206,,,0.6353000020875095,,,,,,,44.592299999999994,,,,
227,K01209,,,0.6688545193096435,,0.705,,,,,28.1455,,6.5858,,
228,K01236,,,0.6409999999999999,,,,,,,3.3923,,,,
229,K01239,,,0.7381008494775801,,,,,,,17.7312,,,,
230,K01241,,,0.6810312898962999,,,,,,,20.16,,,,
231,K01246,,,0.6775579200372418,,,,,,,24.3275,,,,
232,K01247,,,0.6809999999999999,,,,,,,2.1683,,,,
233,K01251,,,0.650555777014485,,,,,,,92.62259999999999,,,,
234,K01258,,,0.5920000000000001,,,,,,,2.6275,,,,
235,K01259,,,0.6616659936784273,,,,,,,13.882200000000001,,,,
236,K01265,,,0.5196641977565858,,,,,,,112.1336,,,,
237,K01266,,,0.6792985316476166,,,,,,,41.6813,,,,
238,K01273,,,0.6963057468021404,,,,,,,42.2811,,,,
239,K01283,,,0.5878905887127068,,,,,,,13.0454,,,,
240,K01286,,,0.626,,,,,,,3.0363,,,,
241,K01295,,,0.711,,,,,,,2.6948,,,,
242,K01297,,,0.5536407061123558,,,,,,,8.7883,,,,
243,K01299,,,0.6729999999999999,,,,,,,2.8254,,,,
244,K01338,,,0.262,,,,,,,28.9248,,,,
245,K01356,,,0.6634057773211046,,,,,,,41.9765,,,,
246,K01358,,,0.535132467535003,,,,,,,159.89249999999998,,,,
247,K01387,,,0.657,,,,,,,2.4299,,,,
248,K01406,,,0.7190000000000001,,,,,,,1.8186,,,,
249,K01409,,,0.40696043602295057,,,,,,,64.39320000000001,,,,
250,K01419,,,0.5771721182121787,,,,,,,11.8738,,,,
251,K01425,,,0.6406406959202826,,,,,,,12.764100000000001,,,,
252,K01426,,,0.7160997341116845,,,,,,,18.2348,,,,
253,K01433,,,0.6870527797112784,,,,,,,28.141099999999998,,,,
254,K01443,,,0.7353734679305303,,,,,,,22.983,,,,
255,K01447,,,0.698,,,,,,,4.3436,,,,
256,K01448,,,0.7045975616096879,,,,,,,40.1167,,,,
257,K01449,,,0.657,,,,,,,2.8165,,,,
258,K01455,,,0.6631577758387557,,,,,,,29.9244,,,,
259,K01462,,,0.42536634642549415,,,,,,,63.574600000000004,,,,
260,K01470,,,0.657,,,,,,,5.4115,,,,
261,K01476,,,0.6425950576574424,,,,,,,7.7962,,,,
262,K01477,,,0.7315785235569953,,,,,,,21.760199999999998,,,,
263,K01478,,,0.6944972774298733,,,,,,,41.174099999999996,,,,
264,K01482,,,0.7245619437192954,,,,,,,11.0405,,,,
265,K01483,,,0.66,,,,,,,5.9943,,,,
266,K01485,,,0.6817803984633883,,,,,,,15.5686,,,,
267,K01487,,,0.728,,,,,,,8.5046,,,,
268,K01488,,,0.7079820998152587,,,,,,,13.5935,,,,
269,K01489,,,0.672225693552993,,,,,,,19.956300000000002,,,,
270,K01494,,,0.6413693068586452,,,,,,,52.321200000000005,,,,
271,K01495,,,0.7014613676952499,,,,,,,36.0715,,,,
272,K01496,,,0.6731712176915182,,,,,,,24.3919,,,,
273,K01497,,,0.6431829222981355,,,,,,,36.3289,,,,
274,K01507,,,0.6587841460670866,,,,0.31900000000000006,,,34.7939,,,,2.1507
275,K01512,,,0.652352997665444,,,,,,,19.0316,,,,
276,K01515,,,0.715934558748173,,,,,,,18.7534,,,,
277,K01520,,,0.7121174824345948,0.349,,,,,,9.513,3.1996,,,
278,K01524,,,0.741,,,,,,,6.931,,,,
279,K01525,,,0.7090000000000001,,,,,,,3.7917,,,,
280,K01546,,,0.6643393198970375,,,,,,,21.6235,,,,
281,K01548,,,0.6691719183619673,,,,,,,12.4818,,,,
282,K01551,,,0.6874590884995556,,,,,,,20.354,,,,
283,K01554,,,0.7250003251885505,,,,,,,15.165,,,,
284,K01555,,,0.720929764056753,,,,,,,13.2996,,,,
285,K01556,,,0.6962946880932414,,,,,,,8.4978,,,,
286,K01560,,,0.6561492945703292,,,,,,,7.0679,,,,
287,K01574,,,0.7094792661424227,,,,,,,11.769400000000001,,,,
288,K01588,,,0.7091703877745663,,,,,,,9.2179,,,,
289,K01591,,,0.7470000000000001,,,,,,,5.8133,,,,
290,K01595,,,0.6882147895977723,,,,,,,25.711000000000002,,,,
291,K01599,,,0.652,,,,,,,4.4984,,,,
292,K01602,,,,,0.69,,,,,,,3.026,,
293,K01607,,,0.6936535152476807,,,,0.722,,,60.937000000000005,,,,8.0175
294,K01609,,,0.7170000000000001,,,,,,,8.6905,,,,
295,K01610,,,0.6726606848084643,,,,,,,13.2674,,,,
296,K01613,,,0.682645408433005,,,,,,,6.9519,,,,
297,K01619,,,0.7035602707127722,,,,,,,48.9337,,,,
298,K01620,,,0.6776890455546681,,,,,,,22.753299999999996,,,,
299,K01621,,,0.667364862055796,,,,,,,137.494,,,,
300,K01622,,,0.631,,,,,,,6.5549,,,,
301,K01623,,,0.6783668078803288,,,,,,,50.5781,,,,
302,K01624,,,0.6399867221392546,,,,,,,24.6568,,,,
303,K01625,,,0.6940000000000001,,,,,,,2.7938,,,,
304,K01626,,,0.7003137548451543,,,,,,,63.2856,,,,
305,K01633,,,0.736,,,,,,,3.9361,,,,
306,K01635,,,0.5529999999999999,,,,,,,1.66,,,,
307,K01637,,,0.683625326335734,,,,,,,74.60119999999999,,,,
308,K01638,,,0.6858071941889823,,,,,,,56.0176,,,,
309,K01640,,,0.7221839628242517,,,,,,,15.1433,,,,
310,K01644,,,0.75,,,,,,,4.0483,,,,
311,K01649,,,0.278,,,,,,,31.5784,,,,
312,K01652,,,0.265,,,,,,,28.9248,,,,
313,K01653,,,0.6826422845669008,,,,,,,25.812399999999997,,,,
314,K01658,,,0.6579999999999999,,,,,,,3.7632,,,,
315,K01662,,,0.6679999999999998,,,,,,,8.4673,,,,
316,K01673,,,0.6833511222550627,,,,,,,44.3678,,,,
317,K01676,,,0.701,,,,,,,15.1984,,,,
318,K01686,,,0.748,,,,,,,3.5568,,,,
319,K01687,,,0.272,,,,,,,28.9248,,,,
320,K01689,,,0.668380771366762,,,,,,,77.2888,,,,
321,K01692,,,0.7179635962553191,,,,,,,20.3804,,,,
322,K01695,,,0.7007199476144008,,,,0.19699999999999987,,,26.557399999999998,,,,28.9248
323,K01698,,,0.6855172602209423,,,,,,,86.28229999999999,,,,
324,K01703,,,0.27,,,,,,,31.5784,,,,
325,K01704,,,0.44256896394315515,,,,,,,77.3489,,,,
326,K01711,,,0.6450996164033879,,,,,,,34.8445,,,,
327,K01713,,,0.623,,,,,,,3.2061,,,,
328,K01719,,,0.7057056638308882,,,,,,,16.6465,,,,
329,K01721,,,0.703,,,,,,,8.1907,,,,
330,K01724,,,0.6493702454553132,,,,,,,23.688400000000005,,,,
331,K01726,,,0.654,,,,,,,4.6452,,,,
332,K01729,,,0.527,,,,,,,2.5446,,,,
333,K01733,,,0.6668355757710452,,,,,,,7.7949,,,,
334,K01734,,,0.6890000000000001,,,,,,,3.2286,,,,
335,K01735,,,0.747,,,,,,,9.6496,,,,
336,K01736,,,0.4191113295607392,,,,,,,48.5998,,,,
337,K01737,,,0.6691977629883438,,,,0.7140000000000001,,,19.322499999999998,,,,2.1073
338,K01749,,0.7859999999999999,0.7351892362623936,,,,,,4.4586,13.6505,,,,
339,K01752,,,0.6884827573569708,,,,,,,51.00000000000001,,,,
340,K01755,,,0.7163005362420716,,,,,,,33.420500000000004,,,,
341,K01759,,,0.67000113257683,,,,,,,8.674199999999999,,,,
342,K01772,,,0.6837857416215087,,,,,,,26.637999999999998,,,,
343,K01775,,,0.7319406254679137,,,,,,,20.3098,,,,
344,K01776,,,0.6624859778826175,,,,,,,29.168400000000002,,,,
345,K01778,,,0.727,,,,,,,9.4728,,,,
346,K01779,,,0.6040783768670096,,,,,,,5.4825,,,,
347,K01783,,,0.649,,,,,,,5.3007,,,,
348,K01785,,,0.6658866134915126,,,,,,,60.349000000000004,,,,
349,K01790,,,0.6366322278454859,,,,,,,8.6949,,,,
350,K01799,,,0.7193796488512747,,,,,,,7.720599999999999,,,,
351,K01802,,,0.6609999999999999,,,,,,,4.8615,,,,
352,K01803,,,0.6822749637543721,,,,,,,38.7138,,,,
353,K01804,,,0.6947611780773113,,,,,,,24.398799999999998,,,,
354,K01805,,,0.6756544903799679,,,,,,,18.6352,,,,
355,K01807,,,0.6985070848335772,,,,,,,13.006499999999999,,,,
356,K01808,,,0.5846203198832124,,,,,,,9.729,,,,
357,K01809,,,0.7556683170807854,,,,,,,12.9985,,,,
358,K01810,,,0.6629370874043599,,0.659,,,,,50.8458,,7.5768,,
359,K01814,,,0.244,,,,,,,31.5784,,,,
360,K01816,,,0.7270233677876237,,,,,,,26.4493,,,,
361,K01820,,,0.688,,,,,,,13.7299,,,,
362,K01821,,,0.6915494758918768,,,,,,,14.6182,,,,
363,K01822,,,0.691,,,,,,,3.797,,,,
364,K01823,,,0.7070000000000001,,,,,,,8.1742,,,,
365,K01826,,,0.629,,,,,,,4.6301,,,,
366,K01834,,0.72,0.701,,,,,,5.4266,9.0457,,,,
367,K01835,,,0.677,,,,,,,5.5599,,,,
368,K01839,,,0.6964091559729572,,,,,,,16.418300000000002,,,,
369,K01849,,,0.705,,,,,,,16.9584,,,,
370,K01854,,,0.6640994505771087,,,,,,,31.4839,,,,
371,K01866,,,0.3464052944952973,,,,,,,64.5997,,,,
372,K01867,,,0.4008478301628367,,,,,,,70.1503,,,,
373,K01868,,,0.4786882293492972,,,,,,,109.50780000000002,,,,
374,K01869,,,0.2693939114715613,,,,,,,39.3839,,,,
375,K01870,,,0.22,,,,,,,28.9248,,,,
376,K01872,,,0.32994956067555953,,,,,,,62.299099999999996,,,,
377,K01873,,,0.264,,,,,,,28.9248,,,,
378,K01874,,,0.30007337621078556,,,,,,,38.835,,,,
379,K01875,,,0.44692505953452094,,,,,,,97.24570000000001,,,,
380,K01876,,,0.26426618082123426,,,,,,,33.9414,,,,
381,K01880,,,0.26021884751673563,,,,,,,33.6918,,,,
382,K01881,,,0.3503676780026303,,,,,,,56.9673,,,,
383,K01885,,,0.23199999999999987,,,,,,,28.9248,,,,
384,K01886,,,0.2339999999999999,,,,,,,28.9248,,,,
385,K01887,,,0.39481267256312746,,,,,,,68.718,,,,
386,K01889,,,0.44373293750451337,,,,,,,92.35150000000002,,,,
387,K01890,,,0.29753347875200525,,,,,,,52.6472,,,,
388,K01892,,,0.25463043742866265,,,,,,,34.8803,,,,
389,K01893,,,0.249,,,,,,,28.9248,,,,
390,K01902,,,0.284,,,,,,,28.9248,,,,
391,K01912,,,0.7033181038562006,,,,,,,42.414300000000004,,,,
392,K01915,,,0.6725726115174091,,,,,,,376.2717,,,,
393,K01918,,,0.6822521940465699,,,,,,,24.5952,,,,
394,K01919,,,0.6680957665714281,,,,,,,12.6754,,,,
395,K01920,,,0.6608851350949086,,,,,,,11.8933,,,,
396,K01921,,,0.6877550324161985,,,,,,,34.85719999999999,,,,
397,K01923,,,0.6798333375851983,,,,,,,25.932600000000004,,,,
398,K01926,,,0.6620053180799675,,,,,,,41.39639999999999,,,,
399,K01933,,,0.708246221365839,,,,,,,26.5351,,,,
400,K01934,,,0.7525975082362278,,,,0.768,,,22.117,,,,4.5226
401,K01937,,,0.6611391346840968,,,,,,,87.5588,,,,
402,K01939,,,0.6836093279111373,,,,,,,61.36099999999999,,,,
403,K01940,,,0.43044112136214074,,,,,,,104.9238,,,,
404,K01945,,,0.7370006667929554,,,,,,,17.7119,,,,
405,K01951,,,0.687550015031118,,,,,,,107.4218,,,,
406,K01953,,,0.6649332034306011,,,,,,,75.3168,,,,
407,K01971,,,0.6847886226498643,,,,,,,18.1858,,,,
408,K01972,,,0.6836354338903533,,,,,,,116.68570000000001,,,,
409,K01975,,,0.7433081336437817,,,,0.615,,,19.3476,,,,1.8539
410,K01990,,,0.6825685199574938,,,,,,,32.6789,,,,
411,K01991,,,0.6635510608956524,,,,,,,6.0484,,,,
412,K01992,,,0.649738110975997,,,,,,,13.6801,,,,
413,K01995,,,0.65,,,,,,,6.3175,,,,
414,K01996,,,0.6922843469560566,,,,,,,22.283099999999997,,,,
415,K01997,,,0.6654227683378153,,,,,,,39.6046,,,,
416,K01999,,,0.642,,,,,,,2.2898,,,,
417,K02004,,,0.6684979418218292,,,,0.600985926409935,,,260.918,,,,12.798200000000001
418,K02015,,,0.6874849629418691,,,,,,,22.641,,,,
419,K02018,,,0.6809999999999999,,,,,,,7.3501,,,,
420,K02020,,,0.6637620675047378,,,,,,,17.1451,,,,
421,K02027,,,0.6690763247528141,,,,,,,14.7541,,,,
422,K02030,,,0.6543531775020317,,,,,,,15.3705,,,,
423,K02033,,,0.6755995103945296,,,,,,,22.2195,,,,
424,K02034,,,0.6771771611546533,,,,,,,52.155,,,,
425,K02037,,,0.621,,,,,,,5.6099,,,,
426,K02039,,,0.678703349659621,,,,,,,7.706200000000001,,,,
427,K02040,,,0.678303630025831,,,,,,,20.591399999999997,,,,
