,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Varidnaviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Varidnaviria,gene_countsUnclassified
37,K00241,,0.494,0.6256054537768826,,,,,6.0746,9.6371,,,
38,K00242,,,0.654228752107062,,,,,,19.1022,,,
39,K00249,,,0.6834995360558831,,,,,,35.322599999999994,,,
40,K00273,,,0.652631865490727,,,,,,17.227600000000002,,,
41,K00275,,,0.6807980144221035,,,,,,49.684799999999996,,,
42,K00282,,,0.6890000000000001,,,,,,8.1905,,,
43,K00286,,,0.7002502545325914,,,,,,61.686099999999996,,,
44,K00297,,,0.6767816605448986,,,,,,19.6415,,,
45,K00299,,,0.759,,,,,,6.0383,,,
46,K00304,,,0.685,,,,,,7.715,,,
47,K00311,,,0.6809999999999999,,,,,,10.7218,,,
48,K00330,,,0.6228293472862395,,,0.523,,,86.3862,,,1.8224
49,K00331,,,0.6467931033979144,,,,,,52.744,,,
50,K00332,,,0.6862754772411153,,,,,,38.068,,,
51,K00334,,,0.7241533213309695,,,,,,23.9604,,,
52,K00337,,,0.635,,,,,,10.1724,,,
53,K00338,,,0.6537475839662941,,,,,,121.71699999999998,,,
54,K00340,,0.449,0.6521106802911102,,,,,6.4492,44.2665,,,
55,K00365,,,0.672,,,,,,6.1704,,,
56,K00371,,,0.6089557873641581,,,,,,7.3479,,,
57,K00384,,0.42791273529258483,0.652,,,,,13.6952,11.2861,,,
58,K00389,,0.431,0.7109744910941743,,,,,4.2689,25.985400000000002,,,
59,K00390,,0.354,0.6618906572398198,,,,,3.8878,70.3453,,,
60,K00411,,,0.631,,,,,,2.1707,,,
61,K00413,,,0.643,,,,,,2.7967,,,
62,K00425,,,0.6194598028554018,,,,,,102.46660000000003,,,
63,K00426,,,0.6728032153618089,,,,,,55.689,,,
64,K00428,,,0.5789384497754904,,,,,,17.0016,,,
65,K00432,,,0.626,,,,,,1.9194,,,
66,K00433,,,0.6321038952611171,,,,,,7.375299999999999,,,
67,K00446,,,0.6787215010450116,,,,,,12.7289,,,
68,K00448,,,0.6464251379858987,,,,,,15.647300000000001,,,
69,K00449,,,0.6814659702423496,,,,,,30.1587,,,
70,K00450,,,0.669,,,,,,3.8167,,,
71,K00451,,,0.673361140298463,,,,,,71.0806,,,
72,K00453,0.627,,0.6465914465899648,,,0.7440000000000001,2.8545,,19.9844,,,8.1152
73,K00457,,,0.6586476624934783,,,,,,90.0667,,,
74,K00459,,0.5797249373466324,0.6809141096620724,,,0.623,,12.888200000000001,54.0426,,,8.1456
75,K00469,,,0.6559999999999999,,,,,,4.4508,,,
76,K00481,,,0.6555598405672828,,,,,,16.563,,,
77,K00491,,,0.7290000000000001,,,,,,6.4967,,,
78,K00507,,,0.649555854283571,,,,,,26.6887,,,
79,K00518,,,0.6609999999999999,,,,,,11.5721,,,
80,K00525,,0.40595905572496704,0.6107279898664019,,,,,25.0386,68.5622,,,
81,K00526,,,0.6,,,,,,3.6078,,,
82,K00540,,,0.6818082849796087,,,,,,32.9294,,,
83,K00544,,,0.6640871077759879,,,,,,15.425099999999999,,,
84,K00548,,,0.6610353847683665,,,,,,50.8675,,,
85,K00549,,0.617,0.6582382786872563,,,,,7.4321,244.53120000000004,,,
86,K00554,,,0.6767460728350492,,,,,,35.930499999999995,,,
87,K00555,,0.48900000000000005,,,,,,4.4852,,,,
88,K00560,,,0.6571518092080062,,,,,,11.4866,,,
89,K00561,,,0.795,,,,,,8.8702,,,
90,K00573,,,0.7045838457431772,,,,,,78.7954,,,
91,K00574,,,0.6905123556789345,,,,,,14.3311,,,
92,K00575,,,0.628,,,,,,3.0215,,,
93,K00577,,0.3229999999999999,,,,,,2.8567,,,,
94,K00588,,0.381,0.5949542034547876,,,,,7.85,24.1246,,,
95,K00594,,,0.657,,,,,,7.0303,,,
96,K00598,,,0.7283722048132815,,,,,,14.032700000000002,,,
97,K00600,,0.45287633185797793,0.6721024428838427,,,,,11.4994,231.43970000000002,,,
98,K00602,,,0.6910887338789323,,,,,,146.00160000000002,,,
99,K00605,,,0.6671629461464132,,,,,,32.596599999999995,,,
100,K00606,,0.43056076206062593,0.6903892128350114,,,,,20.1229,44.6568,,,
101,K00609,,0.445,0.6927679994138208,,,,,5.6752,14.9594,,,
102,K00610,,0.302,,,,,,3.3429,,,,
103,K00611,,,0.6319732084049611,,,,,,16.0526,,,
104,K00615,,0.478,0.6606126003537146,,,,,4.1765,18.2271,,,
105,K00616,,0.418,0.6319704477733785,,,,,6.6506,12.2265,,,
106,K00620,,,0.6805460388583197,,,,,,11.6188,,,
107,K00621,,0.391,,,,0.372,,3.2867,,,,2.9218
108,K00626,,,0.690985390125981,,,,,,149.6146,,,
109,K00635,,,0.7002628187109384,,,0.659,,,44.649300000000004,,,2.1612
110,K00641,,,0.664463091556604,,,,,,72.07,,,
111,K00648,,,0.7099316164037393,,,,,,10.2832,,,
112,K00655,,,0.7133495722853009,,,,,,45.0588,,,
113,K00657,,,0.7100000000000001,,,,,,4.2902,,,
114,K00661,,,0.6880354786808561,,,,,,11.074300000000001,,,
115,K00662,,,0.7117099832682655,,,,,,15.7156,,,
116,K00663,,,,,0.634,,,,,,2.8554,
117,K00674,,,0.7492990890542309,,,,,,13.1923,,,
118,K00677,,,0.6988732101477079,,,,,,12.496500000000001,,,
119,K00684,,,0.6353926293247657,,,,,,21.428800000000003,,,
120,K00688,,,0.7089875021561609,,,,,,59.122099999999996,,,
121,K00700,,,0.6787397489435834,,,,,,60.2526,,,
122,K00703,,,0.6409999999999999,,,,,,7.4841,,,
123,K00721,,,0.730736961385799,,,,,,22.9309,,,
124,K00748,,,0.7163015380271414,,,,,,13.0244,,,
125,K00759,,0.4119999999999999,0.6699975230195894,,,,,7.8463,47.9613,,,
126,K00760,,,0.6415739877439445,,,,,,103.92410000000001,,,
127,K00762,,0.456,0.6902999385423162,,,,,4.4833,46.7662,,,
128,K00763,,,0.695301150428278,,,,,,13.8263,,,
129,K00764,,0.44372562968944207,0.7007577457759113,,,,,19.9811,75.0553,,,
130,K00765,,,0.695481067043784,,,,,,17.1031,,,
131,K00766,,0.44051801378077804,0.7167131050868556,,,,,8.4908,118.2814,,,
132,K00768,,,0.7029398549088769,,,,,,31.558799999999998,,,
133,K00769,,,0.6664571449530676,,,,,,7.210699999999999,,,
134,K00773,,,0.6473990608396135,,,,,,21.0064,,,
135,K00782,,,0.694144228056661,,,,,,22.972199999999997,,,
136,K00783,,,0.6494001686263202,,,,,,21.2612,,,
137,K00784,,0.4243212785583058,0.6715422839697612,,,,,10.3361,24.6141,,,
138,K00788,,,0.725,,,,,,2.7495,,,
139,K00789,,0.45799999999999985,0.6676518934785335,,,,,3.5552,278.90729999999996,,,
140,K00790,,,0.685036257146187,,,,,,45.7617,,,
141,K00791,,,0.6446220132986541,,,,,,7.6486,,,
142,K00793,,,0.6524017784907217,,,,,,35.9374,,,
143,K00794,,0.38475666761846755,0.7340601985843256,0.7731320284944833,,,,9.1235,32.0209,20.305100000000003,,
144,K00796,,,0.6964591876221421,,,,,,8.5478,,,
145,K00797,,,0.477,,,,,,6.5371,,,
146,K00798,,0.4203096815434022,0.6857387172949082,,,0.631,,12.994299999999999,77.8785,,,3.4358
147,K00799,,,0.6131642928723149,,,,,,91.78570000000002,,,
148,K00800,,0.42533517439547497,0.7105104803569325,,,,,10.1678,45.81000000000001,,,
149,K00801,,,0.6040336501304826,,,,,,6.9719,,,
150,K00808,,,0.73,,,,,,3.5034,,,
151,K00809,,0.44801189361540605,,,,,,14.8087,,,,
152,K00820,,,0.6766939774207124,,,,,,162.38290000000003,,,
153,K00826,,0.4774571096358579,0.6966576979849026,,,,,11.1753,13.2479,,,
154,K00831,,,0.665,,,,,,8.6125,,,
155,K00833,,0.426,,,,,,4.4803,,,,
156,K00848,,,0.637,,,,,,3.9316,,,
157,K00852,,,0.8009999999999999,,,,,,7.4954,,,
158,K00855,,,0.6970000000000001,,,,,,11.676,,,
159,K00857,,,0.6698650465485898,,,,,,24.7457,,,
160,K00858,,0.3883036392150687,0.689948786650056,,,,,15.3774,105.7472,,,
161,K00859,,,0.6860985653364305,,,,,,45.703199999999995,,,
162,K00865,,,0.763660095557195,0.674,,,,,32.450199999999995,4.9088,,
163,K00867,,,0.6308485753289234,,,,,,13.3512,,,
164,K00868,,,0.639,,,,,,8.1611,,,
165,K00873,,,0.6922539198974438,,,0.62,,,163.14149999999998,,,2.7714
166,K00876,,,0.6595089453923237,,,,,,13.6223,,,
167,K00878,,,0.6983166170183638,,,,,,12.342600000000001,,,
168,K00882,,,0.7759999999999999,,,,,,7.2686,,,
169,K00886,,,0.6709999999999999,,,,,,6.3285,,,
170,K00891,,,0.7297590694377969,,,,,,9.786100000000001,,,
171,K00912,,,0.6,,,,,,3.064,,,
172,K00919,,,0.7275879340300428,,,0.664,,,27.072699999999998,,,4.0695
173,K00925,,,0.7066125384023052,,,,,,64.83010000000002,,,
174,K00926,,0.5213176288109037,0.5945494115927822,,,,,8.52,29.164399999999993,,,
175,K00927,,0.4078284674176381,0.6996746068122698,,,,,16.923,78.232,,,
176,K00930,,,0.748,,,,,,9.615,,,
177,K00931,,,0.5920000000000001,,,,,,3.4782,,,
178,K00936,,,0.6473474254104153,,,,,,9.057500000000001,,,
179,K00937,,,0.6673434279180526,,,,,,48.36789999999999,,,
180,K00939,,,0.72376770100722,,,,,,21.878,,,
181,K00940,,,0.6851634005488352,,,,,,6.5869,,,
182,K00941,,,0.716,,,,,,5.6213,,,
183,K00942,,,0.6806115593252611,0.652,,,,,13.1938,5.1661,,
184,K00943,,0.46699999999999997,0.7454513085470044,,,,,7.9265,50.3334,,,
185,K00945,,,0.6263154365204252,,,0.7809999999999999,,,47.572,,,5.2761
186,K00946,,,0.7275412179605253,,,,,,32.4848,,,
187,K00948,,0.47174329424278844,0.65449115371732,,,,,10.1424,135.39770000000001,,,
188,K00950,,,0.7199510581991393,,,,,,19.9816,,,
189,K00952,,0.4442777971817742,0.682,,,,,14.8274,6.1438,,,
190,K00954,,,0.6288392497389981,,,,,,76.51129999999999,,,
191,K00958,,,0.7140000000000001,,,,,,19.407,,,
192,K00962,,,0.7088711273279992,,,,,,30.2064,,,
193,K00963,,,0.6781974301690692,,,,,,19.029400000000003,,,
194,K00969,,,0.66,,,,,,3.7962,,,
195,K00973,,,0.6356641296618367,,,,,,38.361000000000004,,,
196,K00975,,,0.6197168999313559,,,,,,11.0171,,,
197,K00979,,,0.657,,,,,,2.3347,,,
198,K00981,,,0.6807527770743965,,,,,,53.770799999999994,,,
199,K00982,,,0.6635706428882928,,,,,,4.7562999999999995,,,
200,K00986,,,0.6040961599758861,0.5479999999999999,,,,,270.6087,3.3309,,
201,K00989,,,0.7318599832215635,,,,,,27.813000000000002,,,
202,K00990,,,0.7125067643766889,,,,,,17.441200000000002,,,
203,K00997,,,0.7236771966209111,,,,,,28.360300000000002,,,
204,K01000,,,0.6356068580731584,,,,,,25.1906,,,
205,K01004,,,0.6517688208368909,,,,,,33.4162,,,
206,K01005,,,0.67215215131831,,,0.706,,,135.71079999999998,,,4.6172
207,K01006,,,0.6735550941989888,,,,,,40.8669,,,
208,K01008,,,0.6989822909892245,,,,,,63.8489,,,
209,K01011,,0.445,0.687,,,,,5.9857,7.7532,,,
210,K01012,,0.444,0.679901584100057,,,,,4.9842,22.5072,,,
211,K01023,,,0.618115322762933,,,,,,32.4025,,,
212,K01032,,,0.65,,,,,,4.5371,,,
213,K01042,,,0.6445361087546833,,,,,,17.485,,,
214,K01046,,,0.635,,,,,,3.2386,,,
215,K01047,,,0.528,,,,,,9.4141,,,
216,K01055,,,0.675,,,,,,2.5661,,,
217,K01056,,,0.6891120511579526,,,,,,61.3708,,,
218,K01057,,,0.7073913380242852,,,,,,25.059999999999995,,,
219,K01061,,0.411,0.7128203753374186,,,,,5.0,40.3069,,,
220,K01066,,,0.71,,,,,,8.9929,,,
221,K01069,,0.361,0.6457662340424202,,,,,1.8279,31.7646,,,
222,K01070,,,0.6729999999999999,,,,,,6.5956,,,
223,K01077,,,0.6398881875085413,,,,,,13.014100000000001,,,
224,K01082,,,0.617,,,,,,2.7415,,,
225,K01083,,,0.63,,,,,,1.9471,,,
226,K01087,,,0.6360000000000001,,,,,,14.4451,,,
227,K01091,,,0.654,,,,,,7.055,,,
228,K01092,,,0.6949122605310731,,,,,,16.6809,,,
229,K01104,,,0.6791978850945395,,,,,,27.495,,,
230,K01113,,0.364,0.6832603999010183,,,0.361,,4.3766,50.5501,,,3.917
231,K01114,,,0.6067967793338864,,,,,,12.4657,,,
232,K01126,,,0.6863751994916657,,,,,,17.6276,,,
233,K01129,,,0.7106205628413905,,,,,,52.6353,,,
234,K01151,,,0.7300666687802597,,,,,,36.203199999999995,,,
235,K01154,,,0.5579999999999999,,,,,,5.0756,,,
236,K01159,,,0.7003633127285943,,,,,,50.959,,,
237,K01173,,,0.6461017781180108,,,,,,7.9439,,,
238,K01174,,,0.6718596341551072,,,,,,10.6924,,,
239,K01179,,,0.596,,,,,,3.9433,,,
240,K01206,,,0.6341516934062366,,,,,,5.8173,,,
241,K01209,,,0.6829425009176459,,,,,,17.768600000000003,,,
242,K01239,,,0.6851675084617926,,,,,,28.1687,,,
243,K01241,,,0.628,,,,,,6.5598,,,
244,K01246,,,0.7065829478602844,,,,,,46.182199999999995,,,
245,K01247,,,0.669,,,,,,3.0415,,,
246,K01251,,0.43944480258799573,0.6696165968937735,,,,,22.0681,246.5362,,,
247,K01255,,,0.659,,,,,,5.1349,,,
248,K01259,,,0.7059452020064998,,,,,,18.5024,,,
249,K01265,,,0.6892300292954455,0.708,,,,,84.4095,3.0978,,
250,K01266,,,0.6778359436616138,,,0.731,,,72.97989999999999,,,2.833
251,K01273,,,0.6679396343939661,,,,,,36.819500000000005,,,
252,K01283,,,0.619,,,,,,2.7376,,,
253,K01286,,,0.6252511703698295,,,,,,16.4124,,,
254,K01295,,,0.7490000000000002,,,,,,14.9853,,,
255,K01297,,,0.6196662596006627,,,,,,14.5814,,,
256,K01299,,0.402,0.6629999999999999,,,,,10.5873,5.8607,,,
257,K01356,,,0.6895440161531483,,,,,,33.9159,,,
258,K01358,,,0.6327654981447626,,,,,,252.0038,,,
259,K01406,,0.3929999999999999,0.5922479042974199,,,0.436,,4.473,62.8605,,,4.8057
260,K01409,,0.515,0.7264436211650687,,,,,6.9652,59.89920000000001,,,
261,K01417,,,0.645,,,,,,9.5861,,,
262,K01419,,,0.7020000000000001,,,,,,2.8488,,,
263,K01424,,0.4356812519317014,0.6550868544994524,,,,,12.5791,13.701999999999998,,,
264,K01425,,,0.6520000000000001,,,,,,7.1648,,,
265,K01426,,0.405,0.6812490395982508,,,,,5.9555,46.4637,,,
266,K01433,,,0.6459043513284348,,,,,,8.6142,,,
267,K01443,,,0.6716775250212883,,,,,,28.231500000000004,,,
268,K01447,,,0.5906816086929085,,,,,,14.8391,,,
269,K01448,,,0.6364398574023603,,,0.5803536932977414,,,48.921000000000014,,,9.7533
270,K01455,,0.7290000000000001,0.6727473876347942,,,,,4.2802,67.531,,,
271,K01456,,0.346,,,,,,4.3601,,,,
272,K01458,,,0.652,,,,,,2.8653,,,
273,K01462,,,0.6971408235419652,,,,,,73.3426,,,
274,K01466,,,0.746,,,,,,12.3969,,,
275,K01470,,0.4161317357950079,0.6364038819864398,,,,,16.5199,54.98239999999999,,,
276,K01476,,,0.593,,,,,,3.5237,,,
277,K01477,,,0.7294541312765379,,,,,,18.7303,,,
278,K01478,,,0.7170000000000001,,,,,,9.2358,,,
279,K01480,,,0.6753671872643834,,,,,,49.3585,,,
280,K01482,,,0.7554076739675702,,,,,,16.3413,,,
281,K01485,,,0.747862127167786,,,,,,9.8566,,,
282,K01488,,,0.746,,,,,,2.9065,,,
283,K01489,,0.731,0.6678868822690179,,,0.638,,2.6978,27.2939,,,6.4145
284,K01493,,0.47720389664054425,0.6491776003555909,,,,,8.9084,25.9107,,,
285,K01494,,,0.6844322685265976,,,,,,55.9406,,,
286,K01495,,0.42148993907584203,0.6498319099273677,,,,,20.2534,102.8765,,,
287,K01497,,,0.6698338211752145,,,,,,85.8717,,,
288,K01507,,,0.6333901447826651,,,,,,72.6528,,,
289,K01512,,0.45155890109565266,0.7123286980189851,,,,,7.4894,10.8048,,,
290,K01515,,0.4151769229772815,0.6651001230172797,,,,,10.5115,11.4597,,,
291,K01518,,0.4364688740706213,,,,,,14.7013,,,,
292,K01520,,,0.6776123339993747,,,,,,35.0809,,,
293,K01524,,,0.718,,,,,,4.4194,,,
294,K01551,,0.357,0.6732121481571618,,,,,2.907,140.09859999999998,,,
295,K01554,,,0.648,,,,,,7.795,,,
296,K01555,,,0.6923608758331442,,,,,,15.6183,,,
297,K01560,,,0.657,,,,,,5.9707,,,
298,K01561,,,0.7025158431973694,,,,,,52.254400000000004,,,
299,K01563,,,0.65,,,,,,13.9604,,,
300,K01574,,,0.613,,,,,,3.3113,,,
301,K01575,,,0.620919501363737,,,,,,14.340500000000002,,,
302,K01579,,,0.6940000000000001,,,,,,5.6843,,,
303,K01588,,0.41,0.709474352397755,,,,,5.0563,66.0413,,,
304,K01595,,,0.699095885631771,,,,,,111.04289999999999,,,
305,K01596,,,0.5870000000000001,,,,,,5.3296,,,
306,K01599,,,0.706,,,,,,4.6454,,,
307,K01607,,,0.6286754914491548,,,0.7091841844503266,,,103.30260000000001,,,11.924800000000001
308,K01610,,0.4488453966686759,0.6463161216694178,,,,,16.9266,96.96,,,
309,K01611,,,0.6407255371996096,,,0.645,,,27.392599999999998,,,3.2293
310,K01613,,,0.6405338924651307,,,,,,8.859,,,
311,K01619,,,0.6832283620372738,,,,,,127.9667,,,
312,K01620,,,0.7003578318449971,,,,,,51.5956,,,
313,K01621,,,0.6707132360297711,,,,,,82.12859999999999,,,
314,K01622,,0.43223189880074986,0.632,,,,,20.1342,5.9304,,,
315,K01623,,,0.6650428716519151,,,,,,128.6596,,,
316,K01624,,,0.6520267581085686,,,,,,37.6302,,,
317,K01625,,,0.655,,,,,,8.4961,,,
318,K01626,,,0.7126972131202498,,,,,,69.94500000000001,,,
319,K01627,,,0.6422865925429563,,,,,,15.115100000000002,,,
320,K01628,,,0.722,,,,,,6.4332,,,
321,K01633,,,0.6777217093491459,,,,,,24.7881,,,
322,K01637,,,0.6793100761504787,,,,,,63.806999999999995,,,
323,K01638,,,0.6633129369831215,,,,,,72.67169999999999,,,
324,K01640,,,0.6796721733215559,,,,,,33.2384,,,
325,K01644,,0.42,0.6673736681036913,,,,,7.0021,30.028,,,
326,K01653,,0.46266781300024357,0.6777961074259249,,,,,10.2333,49.08409999999999,,,
327,K01657,,,0.7240000000000001,,,,,,11.6106,,,
328,K01658,,0.401,0.746,,,,,5.1467,11.0172,,,
329,K01666,,,0.737,,,,,,8.974,,,
330,K01671,,,0.685,,,,,,6.8364,,,
331,K01673,,,0.6363788984613709,0.6204006523345408,,,,,56.44100000000001,6.5022,,
332,K01678,,,0.662,,,,,,12.6049,,,
333,K01689,,0.46876103086299453,0.6644245146891152,,,,,12.7482,109.6347,,,
334,K01692,,,0.784,,,,,,10.7573,,,
335,K01695,,,0.721410088209124,,,0.777,,,37.536199999999994,,,10.8545
336,K01698,,0.4334346029834259,0.6731468547905245,,,,,19.777,87.4668,,,
337,K01704,,0.404549475951747,0.6550608077808158,,,,,21.419999999999998,72.6711,,,
338,K01712,,,0.6809999999999999,,,,,,7.9443,,,
339,K01719,,0.4404288506082222,0.714136836554478,,,0.4219775300023902,,13.706299999999999,44.6093,,,15.4153
340,K01721,,,0.671672037881906,,,,,,12.236799999999999,,,
341,K01724,,0.4225276243580751,0.6722747977353288,,,,,8.65,83.03739999999999,,,
342,K01733,,0.44153017190308275,0.7229978838100722,,,,,13.2559,20.8884,,,
343,K01734,,,0.5770000000000001,,,,,,7.0582,,,
344,K01736,,0.476,0.6928622915604635,,,,,4.996,65.2441,,,
345,K01737,,0.39383974741246525,0.6798565783773267,,,,,18.6701,43.2322,,,
346,K01740,,,0.636,,,,,,13.9212,,,
347,K01745,,,0.7449999999999999,,,,,,11.2628,,,
348,K01749,,0.49,0.7488089007148158,,,,,6.9761,22.5534,,,
349,K01752,,,0.6941895447301552,,,,,,17.6646,,,
350,K01754,,0.4479999999999999,0.6832449581082131,,,,,3.6558,30.998799999999996,,,
351,K01755,,0.4322604061595613,0.7054187251936208,,,,,10.1663,49.32939999999999,,,
352,K01759,,,0.635194455272314,,,,,,33.389399999999995,,,
353,K01768,,,0.6623480785321197,,,,,,32.7988,,,
354,K01772,,,0.7290300506922772,,,0.759,,,12.508199999999999,,,10.0846
355,K01775,,,0.7418576829875022,,,0.713,,,36.4077,,,2.4927
356,K01776,,0.4579999999999999,0.7123198361761255,,,,,6.4696,64.6885,,,
357,K01778,,,0.6906466708626375,,,,,,32.2381,,,
358,K01783,,,0.742,,,,,,8.0249,,,
359,K01785,,,0.6842117377339637,,,,,,34.3945,,,
360,K01790,,,0.636,,,,,,6.3858,,,
361,K01803,,0.43700000000000006,0.6711470690440993,,,,,5.0253,77.84989999999999,,,
362,K01804,,,0.6847526170306967,,,,,,8.441600000000001,,,
363,K01805,,,0.6950671990603629,,,,,,31.8103,,,
364,K01807,,0.42413060829989346,0.6563512058173482,,,,,11.5999,27.975,,,
365,K01808,,,0.6145429065721009,,,,,,11.688600000000001,,,
366,K01809,,,0.6620508530865583,,,,,,19.4117,,,
367,K01810,,,0.6741376353220441,,,,,,48.7017,,,
368,K01812,,,0.74,,,,,,8.844,,,
369,K01816,,,0.636,,,,,,9.2089,,,
370,K01820,,,0.6509443665000968,,,,,,27.4348,,,
371,K01821,,0.384,0.6759363869550867,,,0.688,,7.2004,6.2654,,,3.5726
372,K01822,,,0.488,,,,,,2.449,,,
373,K01823,,,0.697564440427169,,,,,,35.9544,,,
374,K01834,,,0.72,,,,,,7.1786,,,
375,K01838,,,0.6559999999999999,,,,,,8.7201,,,
376,K01839,,,0.6968554652063431,,,,,,91.48650000000002,,,
377,K01845,,,0.6659255397735657,,,,,,10.155100000000001,,,
378,K01849,,0.4128549875751383,0.713,,,,,9.2268,23.9898,,,
379,K01854,,,0.6170798970309855,,,,,,59.292399999999994,,,
380,K01858,,0.43,0.614694485657162,,,,,3.798,44.4724,,,
381,K01866,,0.43117937343809143,0.6545601776475861,,,,,8.2972,90.4267,,,
382,K01867,,0.44600000000000006,0.6552922906609794,,,,,5.6756,95.25699999999999,,,
383,K01868,,0.4629999999999999,0.6506290944149463,,,,,5.2133,120.3027,,,
384,K01872,,0.445,0.647313175635596,,,,,5.4072,74.09280000000001,,,
385,K01874,,0.4049145087579514,0.6597931972552805,,,,,10.015,65.2631,,,
386,K01875,,0.461,0.6681001253673022,,,,,8.4395,110.06219999999999,,,
387,K01876,,,0.6609999999999999,,,,,,10.1047,,,
388,K01880,,,0.6739887136715179,,,,,,36.8625,,,
389,K01881,,0.4379999999999999,0.6427497712963053,,,,,7.7739,101.6946,,,
390,K01885,,,0.6581853731061564,,,,,,32.9202,,,
391,K01887,,0.465,0.6729370220302833,,,,,8.7959,72.9455,,,
392,K01889,,0.3747869990730005,0.6974366114940077,,,,,10.1704,58.4385,,,
393,K01890,,0.373,0.7134597768882832,,,,,4.1183,23.490000000000002,,,
394,K01902,,,0.6409999999999999,,,,,,16.2795,,,
395,K01912,,,0.7172208426710242,,,,,,83.2812,,,
396,K01915,,0.4290153930543728,0.6622632457413181,,,0.731,,29.3186,788.4121999999995,,,4.4916
397,K01918,,,0.7090959604050285,,,,,,31.244400000000002,,,
398,K01919,,,0.6789755324423871,,,,,,13.309000000000001,,,
399,K01920,,,0.6486802896738012,,,,,,9.3781,,,
400,K01921,,,0.6741507589286454,,,,,,46.774,,,
401,K01923,,0.418,0.69158386849237,,,,,4.3838,61.587,,,
402,K01926,,,0.6638672224065633,,,,,,100.4366,,,
403,K01929,,,0.68,,,,,,5.644,,,
404,K01932,,,0.687,,,,,,3.4205,,,
405,K01933,,0.4323537532623105,0.6878966387013755,,,,,10.0937,35.39489999999999,,,
406,K01934,,,0.617287623863153,,,0.46739786306515074,,,39.381299999999996,,,9.0318
407,K01937,,0.44509210881865935,0.655505219821734,,,,,15.9711,286.8444,,,
408,K01939,,0.440863956243194,0.6762588733548859,,,,,12.118300000000001,130.9343,,,
409,K01940,,0.437908945033613,0.6814736376435365,,,,,23.4998,97.7836,,,
410,K01945,,0.47839464931005465,0.6797487614604135,,,,,7.412000000000001,93.44259999999998,,,
411,K01951,,0.48025226893542716,0.6861726291045022,,,,,11.1006,128.0274,,,
412,K01953,,0.4199613318446783,0.679431894924406,,,0.706,,17.6556,106.9123,,,3.4336
413,K01963,,,0.5539999999999999,,,,,,2.9486,,,
414,K01971,,0.3811884256251087,0.7010074489971323,,,,,12.9836,52.093300000000006,,,
415,K01972,,,0.6810525266143609,,,,,,194.94920000000002,,,
416,K01974,,0.434,,,,,,7.1361,,,,
417,K01975,,,0.641144420995513,,,0.3877075639522479,,,15.3646,,,7.5304
418,K01990,,0.4629999999999999,0.7162570823004615,,,,,7.3971,38.1625,,,
