,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Baculoviridae,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj environmental samples,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Baculoviridae,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts environmental samples,gene_counts unclassified viruses,gene_countsUnclassified
130,K00549,,,0.6560605121871133,,,,,,0.721,,,709.5568999999999,,,,,,4.3788
131,K00554,,,0.6800919015610267,,,,,,,,,59.586099999999995,,,,,,
132,K00556,,,0.6829999999999999,,,,,,,,,2.8622,,,,,,
133,K00558,,,0.7082609239514238,,,,,,,,,22.413899999999998,,,,,,
134,K00560,,,0.5934980764746075,,0.5539999999999999,,,,,,,19.8124,,3.8099,,,,
135,K00561,,,0.7440000000000001,,,,,,,,,5.0905,,,,,,
136,K00564,,,0.7340000000000001,,,,,,,,,6.4114,,,,,,
137,K00566,,,0.7010285153340327,,,,,,,,,11.2348,,,,,,
138,K00567,,,0.6875804442346308,,,,,,,,,41.14169999999999,,,,,,
139,K00570,,,0.6117643709712255,,,,,,,,,31.547900000000002,,,,,,
140,K00571,,,0.404,,,,,,,,,3.9135,,,,,,
141,K00573,,,0.6266892619308774,,,,,,,,,149.34689999999998,,,,,,
142,K00574,,,0.6744812106510379,,,,,,,,,83.7817,,,,,,
143,K00575,,,0.6313567415685586,,,,,,,,,12.281099999999999,,,,,,
144,K00577,,,,,,,,,0.539,,,,,,,,,6.129
145,K00588,,,0.6896019018216292,,,,,,,,,46.5531,,,,,,
146,K00595,,,0.7079337174236616,,,,,,,,,5.5983,,,,,,
147,K00596,,,0.6920000000000001,,,,,,,,,12.5407,,,,,,
148,K00598,,,0.7068800309967574,,,,,,,,,38.212399999999995,,,,,,
149,K00600,,,0.6557512359625047,,,,,,,,,125.7946,,,,,,
150,K00602,,,0.6811335401891123,,,,,,,,,133.898,,,,,,
151,K00604,,,0.758,,,,,,,,,4.8635,,,,,,
152,K00605,,,0.6972647257469304,,,,,,,,,14.171100000000001,,,,,,
153,K00606,,0.616,0.6680149310486991,,,,,,,,5.6135,100.7555,,,,,,
154,K00609,,,0.6717471383662817,,,,,,,,,52.9112,,,,,,
155,K00612,,,0.629,,,,,,,,,4.1704,,,,,,
156,K00613,,,0.551255798486473,,,,,,,,,18.9437,,,,,,
157,K00615,,,0.6447471395436079,,,,,,,,,91.969,,,,,,
158,K00616,,,0.6292808079254204,,,,,,,,,14.3113,,,,,,
159,K00619,,,0.698,,,,,,,,,3.3433,,,,,,
160,K00620,,,0.7002090415520967,,,,,,,,,23.834300000000002,,,,,,
161,K00626,,,0.6945754416894535,,,,,,,,,204.71730000000002,,,,,,
162,K00635,,,0.7027558398370196,,,,,,0.6798808548676071,,,182.97169999999997,,,,,,7.916499999999999
163,K00640,,,0.6171086468083665,,,,,,,,,18.5322,,,,,,
164,K00641,,,0.6424918362281096,,,,,,,,,204.6298,,,,,,
165,K00643,,,0.649,,,,,,,,,9.8098,,,,,,
166,K00645,,,0.696,,,,,,,,,5.556,,,,,,
167,K00648,,,0.6567257886343134,,,,,,,,,22.580199999999998,,,,,,
168,K00652,,,0.5870000000000001,,,,,,,,,5.6847,,,,,,
169,K00655,,,0.7033447507871452,,,,,,,,,95.3559,,,,,,
170,K00657,,,0.6441958382257779,,,,,,,,,24.434500000000003,,,,,,
171,K00661,,,0.5805484708992054,,,,,,,,,8.169599999999999,,,,,,
172,K00662,,,0.6934570820579078,,,,,,,,,14.0851,,,,,,
173,K00663,,,0.6601135047452669,,,,,,,,,14.1015,,,,,,
174,K00673,,,0.667,,,,,,,,,7.8303,,,,,,
175,K00674,,,0.6606067708892474,,,,,,,,,39.3752,,,,,,
176,K00675,,,0.691,,,,,,,,,11.2872,,,,,,
177,K00677,,,0.6033099301911116,,,,,,,,,31.9488,,,,,,
178,K00682,,,0.6974304352365933,,,,,,,,,16.0548,,,,,,
179,K00683,,,0.5551037155551349,,,,,,,,,6.1897,,,,,,
180,K00684,,,0.6790225293423049,,,,,,,,,19.1835,,,,,,
181,K00688,0.574,,0.6232215502007792,,,,,,,2.2792,,239.5749,,,,,,
182,K00700,,,0.6433306614291616,,,,,,,,,95.059,,,,,,
183,K00703,,,0.6332039291460084,,,,,,,,,33.0233,,,,,,
184,K00705,,,0.6830421392462638,,,,,,,,,14.9932,,,,,,
185,K00720,,,0.608601996688004,,,,,,,,,27.235699999999998,,,,,,
186,K00721,,,0.691513470288612,,,,,,,,,24.3968,,,,,,
187,K00728,,,0.7140000000000001,,,,,,,,,4.6853,,,,,,
188,K00748,,,0.6222496229486256,,,,,,,,,9.9688,,,,,,
189,K00759,,,0.6541713772237188,,,,,,,,,50.87780000000001,,,,,,
190,K00760,,,0.6412254384588856,,,,,,,,,46.572300000000006,,,,,,
191,K00761,,,0.6959848178515716,,,,,,,,,14.543700000000001,,,,,,
192,K00762,,,0.6722379872690096,,,,,,,,,44.88590000000001,,,,,,
193,K00763,,,0.7165640607277083,,,,,,,,,29.1847,,,,,,
194,K00764,,,0.6724256613146072,,,,,,,,,121.68169999999999,,,,,,
195,K00765,,,0.6991800533851823,,,,,,,,,24.518700000000003,,,,,,
196,K00766,,,0.6786465401460265,,,,,,,,,83.75459999999998,,,,,,
197,K00767,,,0.6739216216850766,,,,,,,,,15.729099999999999,,,,,,
198,K00768,,,0.7389834676404481,,,,,,,,,53.195499999999996,,,,,,
199,K00769,,,0.6920000000000001,,,,,,,,,4.0302,,,,,,
200,K00773,,,0.6776949924397951,,,,,,,,,13.5212,,,,,,
201,K00782,,,0.7464978085240948,,,,,,,,,15.3968,,,,,,
202,K00783,,,0.6465926791370129,,,,,,,,,30.515600000000003,,,,,,
203,K00784,,,0.6585036401791357,,,,,,,,,67.4761,,,,,,
204,K00787,,,,,,0.514,,,,,,,,,3.0643,,,
205,K00788,,,0.6582712103993521,,,,,,,,,11.972100000000001,,,,,,
206,K00789,,0.715,0.6504396446136578,,,,,,,,6.4674,267.5790999999999,,,,,,
207,K00790,,,0.6818823906227238,,,,,,,,,121.50599999999999,,,,,,
208,K00791,,,0.6568194180914977,,,,,,,,,20.0623,,,,,,
209,K00793,,,0.6664833046122617,,,,,,,,,63.988499999999995,,,,,,
210,K00794,,,0.643071800120245,,,,,,,,,44.664500000000004,,,,,,
211,K00796,,,0.7218522627701454,,,,,,,,,24.9048,,,,,,
212,K00797,,,0.6176451486397522,,,,,,,,,23.636699999999998,,,,,,
213,K00798,,,0.6915055564680405,,,,,,0.675,,,77.8209,,,,,,2.2118
214,K00799,,,0.6209560973072424,,,,,,,,,235.5802,,,,,,
215,K00800,,,0.6789994663027719,,,,,,,,,43.260000000000005,,,,,,
216,K00808,,,0.68,,,,,,,,,5.4497,,,,,,
217,K00809,,,0.5359990970194063,,,,,,,,,7.2098,,,,,,
218,K00817,,,0.6902039083580891,,,,,,,,,13.3297,,,,,,
219,K00820,,,0.6486424988947083,,,,,,,,,82.97330000000001,,,,,,
220,K00821,,,0.635,,,,,,,,,4.8767,,,,,,
221,K00826,,,0.6885624211848378,,,,,,,,,42.6995,,,,,,
222,K00831,,,0.6615539886150852,,,,,,,,,24.860400000000002,,,,,,
223,K00845,,,0.7201774142066367,,,,,,,,,20.008000000000003,,,,,,
224,K00848,,,0.6921649438932369,,,,,,,,,18.201700000000002,,,,,,
225,K00849,,,0.7509999999999999,,,,,,,,,3.8833,,,,,,
226,K00851,,,0.6468839970659833,,,,,,,,,121.5828,,,,,,
227,K00854,,,0.716,,,,,,,,,5.3677,,,,,,
228,K00857,,,0.6842422256815172,,,,,,,,,10.8065,,,,,,
229,K00858,,,0.7025105971105186,,,,,,,,,96.4544,,,,,,
230,K00859,,,0.6297905278353693,,,,,,,,,34.100100000000005,,,,,,
231,K00865,,,0.7553187501678135,,,,,,,,,42.1364,,,,,,
232,K00867,,,0.6046450942009323,,,,,,,,,28.1466,,,,,,
233,K00868,,,0.6346022592745509,,,,,,,,,6.1125,,,,,,
234,K00872,,,0.753,,,,,,,,,7.2424,,,,,,
235,K00873,,,0.6440084942687755,,,,,,,,,151.60369999999998,,,,,,
236,K00874,,,0.673,,,,,,,,,3.8679,,,,,,
237,K00876,,,0.63,,,,,,,,,2.8282,,,,,,
238,K00878,,,0.7040000000000001,,,,,,,,,5.5095,,,,,,
239,K00883,,,0.599,,,,,,,,,3.1995,,,,,,
240,K00886,,,0.6579738931554776,,,,,,,,,32.7521,,,,,,
241,K00891,,,0.7054319541840182,,,,,,0.5529999999999999,,,7.3702000000000005,,,,,,2.8422
242,K00899,,,0.636,,,,,,,,,3.1891,,,,,,
243,K00906,,,0.542,,,,,,,,,3.2563,,,,,,
244,K00912,,,0.6086406190575024,,,,,,,,,30.792900000000003,,,,,,
245,K00919,,,0.6825257572394727,,,,,,,,,23.0219,,,,,,
246,K00925,,,0.6349026094850768,,,,,,,,,105.31400000000001,,,,,,
247,K00926,,,0.7093085217926028,,,,,,,,,59.9756,,,,,,
248,K00927,,,0.6595466567737198,,,,,,,,,150.5751,,,,,,
249,K00930,,,0.6858953729747093,,,,,,,,,42.1675,,,,,,
250,K00931,,,0.6943491892347143,,,,,,,,,17.8742,,,,,,
251,K00936,,,0.62568093867513,,,,,,,,,119.93519999999998,,,,,,
252,K00937,,,0.641737824917846,,,,,,,,,34.1326,,,,,,
253,K00939,,,0.673804925615298,,,,,,,,,75.0249,,,,,,
254,K00940,,,0.6520939308014913,,,,,,,,,46.473000000000006,,,,,,
255,K00942,,,0.6290355232604257,,,,,,,,,25.120500000000003,,,,,,
256,K00943,,,0.6647692979455361,,,,,,,,,38.9606,,,,,,
257,K00945,,,0.6894034525672297,,,,,,,,,46.2064,,,,,,
258,K00946,,,0.7204362049379603,,,,,,,,,16.5095,,,,,,
259,K00948,,,0.665982566757361,,,,,,,,,181.8348,,,,,,
260,K00950,,,0.6801894917572934,,,,,,,,,43.6842,,,,,,
261,K00954,,,0.6401215635866463,,,,,,,,,37.436299999999996,,,,,,
262,K00957,,,0.6663522260225347,,,,,,,,,67.6533,,,,,,
263,K00958,,,0.6714359303948038,,,,,,,,,5.2956,,,,,,
264,K00962,,,0.6477314243968922,,,,,,,,,56.522800000000004,,,,,,
265,K00963,,,0.6859052292625026,,,,,,,,,53.5766,,,,,,
266,K00969,,,0.6452492733003087,,,,,,,,,33.5437,,,,,,
267,K00971,,,0.6248504177106415,,,,,,,,,44.083600000000004,,,,,,
268,K00973,,,0.655,,,,,,,,,9.1785,,,,,,
269,K00975,,,0.6104412978246813,,,,,,,,,73.6892,,,,,,
270,K00978,,,0.5429999999999999,,,,,,,,,3.4821,,,,,,
271,K00979,,,0.5848715617727223,,,,,,,,,18.5639,,,,,,
272,K00981,,,0.6735817648048095,,,,,,,,,73.81179999999999,,,,,,
273,K00982,,,0.7141795258103085,,,,,,,,,79.84639999999999,,,,,,
274,K00986,,0.623,0.5958488475311656,,,,,,,,5.9626,2893.6744999999996,,,,,,
275,K00989,,,0.7081019732132964,,,,,,,,,34.127900000000004,,,,,,
276,K00990,,,0.6851586945506185,,,,,,,,,121.2574,,,,,,
277,K00995,,,0.6940167273557378,,,,,,,,,17.8375,,,,,,
278,K00997,,,0.7317797515876556,,,,,,,,,8.6272,,,,,,
279,K01000,,,0.6516736670399065,,,,,,,,,38.3508,,,,,,
280,K01004,,,0.6555756832394707,,,,,,,,,8.1739,,,,,,
281,K01005,,,0.6745287642924005,,,,,,0.651283511754401,,,100.2504,,,,,,7.9145
282,K01006,,,0.6492383023691995,,,,,,,,,40.555699999999995,,,,,,
283,K01008,,,0.68336559379561,,,,,,,,,52.4092,,,,,,
284,K01011,,,0.6229010184474891,,,,,,,,,21.964299999999998,,,,,,
285,K01012,,,0.6853538897563713,,,,,,,,,30.4906,,,,,,
286,K01021,,,0.7140000000000001,,,,,,,,,4.8118,,,,,,
287,K01023,,,0.6709999999999999,,,,,,,,,5.2006,,,,,,
288,K01026,,,0.6632165452905078,,,,,,,,,11.8829,,,,,,
289,K01029,,,0.5720000000000001,,,,,,,,,11.119,,,,,,
290,K01031,,,0.61,,,,,,,,,4.2923,,,,,,
291,K01032,,,0.6531403179224682,,,,,,,,,9.7331,,,,,,
292,K01039,,,0.7035905053934777,,,,,,,,,28.523200000000003,,,,,,
293,K01040,,,0.6719481099923785,,,,,,,,,30.3533,,,,,,
294,K01042,,,0.6563847673180434,,,,,,,,,18.9513,,,,,,
295,K01046,,,0.6084537018184811,,,,,,,,,11.41,,,,,,
296,K01048,,,0.6619999999999999,,,,,,,,,3.882,,,,,,
297,K01053,,,0.6397179167812199,,,,,,,,,113.6,,,,,,
298,K01055,,,0.6166471206544297,,,,,,,,,8.4934,,,,,,
299,K01056,,,0.6495111486520907,,,,,,,,,73.70649999999999,,,,,,
300,K01057,,,0.6780629046950639,,,,,,,,,87.7268,,,,,,
301,K01060,,,0.7405158158882981,,,,,,,,,16.4997,,,,,,
302,K01061,,,0.6500463568856827,,,,,,,,,272.76199999999994,,,,,,
303,K01066,,,0.7200000000000001,,,,,,,,,7.6697,,,,,,
304,K01068,,,0.6519999999999999,,,,,,,,,4.713,,,,,,
305,K01069,,,0.680057903814526,,,,,,,,,43.15959999999999,,,,,,
306,K01070,,,0.6831474770951799,,,,,,,,,9.7393,,,,,,
307,K01075,,,0.631,,,,,,,,,2.9396,,,,,,
308,K01077,,,0.5688529295083143,,,,,,,,,5.6058,,,,,,
309,K01079,,,0.7098015227201014,,,,,,,,,19.7731,,,,,,
310,K01091,,,0.6664445979283335,,,,,,,,,24.9831,,,,,,
311,K01092,,,0.6969385100002429,,,,,,,,,27.603699999999996,,,,,,
312,K01095,,,0.6121234300396967,,,,,,,,,19.5225,,,,,,
313,K01104,,,0.7012039623090813,,,,,,,,,27.2468,,,,,,
314,K01113,,,0.6236366447134983,,,,,,,,,22.7684,,,,,,
315,K01114,,0.6459999999999999,0.6736066446910719,,,0.6759999999999999,,,,,10.6342,89.73699999999998,,,4.012,,,
316,K01115,,,0.6773734408526568,,,,,,,,,12.459900000000001,,,,,,
317,K01118,,,0.5802881262684642,,,,,,,,,49.1529,,,,,,
318,K01126,,,0.678875340185257,,,,,,,,,23.4185,,,,,,
319,K01129,,,0.690121292607111,,,,,,,,,72.6179,,,,,,
320,K01142,,,0.542,,,,,,,,,4.6389,,,,,,
321,K01144,,,0.652,,,,,,,,,4.1919,,,,,,
322,K01151,,,0.6535539778501931,,,,,,,,,28.015900000000002,,,,,,
323,K01153,,,0.6212851689916025,,,,,,,,,4.8027,,,,,,
324,K01154,,,0.534,,,,,,,,,2.8176,,,,,,
325,K01159,,,0.6832869747073086,,,,,,0.366,,,74.1794,,,,,,2.8041
326,K01160,,,0.5679320939530724,,,,,,0.6609999999999999,,,13.3571,,,,,,3.2521
327,K01166,,,0.61,,,,,,,,,4.5957,,,,,,
328,K01173,,,0.6010717563213903,,,,,,,,,6.660400000000001,,,,,,
329,K01174,,,0.6726259482129978,,,,,,,,,11.218,,,,,,
330,K01178,,,0.7120000000000001,,,,,,,,,6.0938,,,,,,
331,K01179,,,0.531,,,,,,,,,3.3872,,,,,,
332,K01181,,,0.588,,,,,,,,,2.5383,,,,,,
333,K01185,,,0.5696119135831867,,,,,,,,,41.94059999999999,,,,,,
334,K01206,,,0.5708956279343055,,,,,,,,,29.9197,,,,,,
335,K01207,,,0.74962719579158,,,,,,,,,24.8235,,,,,,
336,K01209,,,0.5729606312174421,,,,,,,,,14.8987,,,,,,
337,K01224,,,0.7016284054159401,,,,,,,,,19.1949,,,,,,
338,K01236,,,0.6297331427011504,,,,,,,,,18.4022,,,,,,
339,K01239,,,0.6837084951285965,,,,,,,,,54.43860000000001,,,,,,
340,K01241,,,0.6433243365532831,,,,,,,,,49.99,,,,,,
341,K01246,,,0.639302807545521,,,,,,,,,148.8144,,,,,,
342,K01247,,,0.7136155471898207,,,,,,,,,36.06139999999999,,,,,,
343,K01251,,,0.65772531473284,,,,,,,,,274.8136,,,,,,
344,K01258,,,0.6331971466967866,,,,,,,,,14.077100000000002,,,,,,
345,K01259,,,0.6517238821643933,,,,,,,,,31.0996,,,,,,
346,K01262,,,0.6843902256272889,,,,,,,,,16.5918,,,,,,
347,K01265,,,0.6760954355744728,,,,,,,,,103.41570000000003,,,,,,
348,K01266,,,0.6986304490263003,,,,,,,,,119.276,,,,,,
349,K01273,,,0.6592027816051736,,,,,,,,,95.15499999999999,,,,,,
350,K01283,,,0.5932350499144178,,,,,,,,,34.2649,,,,,,
351,K01286,,,0.6217560228773368,,,,,,,,,20.3029,,,,,,
352,K01295,,,0.703,,,,,,,,,2.4259,,,,,,
353,K01297,,,0.6891039815403922,,,,,,,,,53.434400000000004,,,,,,
354,K01299,,,0.6687980843207364,,,,,,,,,19.3078,,,,,,
355,K01302,,,0.6215921794958448,,,,,,,,,12.5247,,,,,,
356,K01303,,,0.6474148713080777,,,,,,,,,26.5509,,,,,,
357,K01304,,,0.6512739773229469,,,,,,,,,8.9048,,,,,,
358,K01354,,,0.7170000000000001,,,,,,,,,7.6179,,,,,,
359,K01356,,,0.6732023765838621,,,,,,,,,99.99580000000002,,,,,,
360,K01358,,,0.634202396114286,,,,,,0.6359299944950049,,,282.07769999999994,,,,,,6.0211
361,K01372,,,0.6786069264775313,,,,,,,,,30.3221,,,,,,
362,K01406,,,0.615,,,,,,,,,2.4171,,,,,,
363,K01409,,,0.6857599991794217,,,,,,,,,77.67110000000001,,,,,,
364,K01419,,,0.6457368932588448,,,,,,,,,53.01299999999999,,,,,,
365,K01424,,,0.6468824533734352,,,,,,,,,37.2718,,,,,,
366,K01425,,,0.6426759712078337,,,,,,,,,73.1023,,,,,,
367,K01426,,,0.6865787494201305,,,,,,,,,124.83529999999999,,,,,,
368,K01429,,,0.6306153225069684,,,,,,,,,34.848600000000005,,,,,,
369,K01430,,,0.5698972444441284,,,,,,,,,15.290700000000001,,,,,,
