,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Riboviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Riboviria,gene_counts unclassified viruses,gene_countsUnclassified
96,K00406,,,0.5866855305823525,,,,,,,,35.2804,,,,,
97,K00411,,,0.6342124697184768,,,,,,,,15.471499999999999,,,,,
98,K00412,,,,,0.295,,,,,,,,14.9151,,,
99,K00413,,,0.6476237665798188,,,,,,,,25.941899999999997,,,,,
100,K00425,,,0.6241118896700852,,,,,,,,264.1313999999999,,,,,
101,K00426,,,0.6147572864332765,,,,,0.5512975125951829,,,107.16020000000002,,,,,11.2122
102,K00428,,,0.6126837561711196,,,,,,,,27.3138,,,,,
103,K00432,,,0.5827969599870413,,,,,,,,94.22370000000001,,,,,
104,K00433,,,0.6027596685400715,,,,,,,,120.34609999999999,,,,,
105,K00435,,,0.6763662293511935,,,,,,,,19.8172,,,,,
106,K00446,,,0.696242308467557,,,,,,,,30.999699999999997,,,,,
107,K00448,,,0.6283156698171339,,,,,,,,39.4865,,,,,
108,K00449,,,0.6598708967289055,,,,,,,,27.6593,,,,,
109,K00450,,,0.7192356062423143,,0.654,,,,,,32.4307,,6.1021,,,
110,K00451,,,0.6399750713850916,,,,,,,,69.5337,,,,,
111,K00452,,,0.55536799972164,,,,,,,,27.1498,,,,,
112,K00453,,,0.5988025693972404,,,,,,,,101.44909999999999,,,,,
113,K00456,,,0.5654611473123383,,,,,,,,26.2172,,,,,
114,K00457,,,0.6531081825505529,,,,,,,,88.09100000000001,,,,,
115,K00459,,,0.6552083653291505,,,,,,,,138.21319999999997,,,,,
116,K00463,,,0.588,,,,,,,,4.4315,,,,,
117,K00476,,,0.593,,,,,,,,4.657,,,,,
118,K00481,,,0.6476971652664275,,,,,,,,22.6976,,,,,
119,K00483,,,0.696,,,,,,,,10.3637,,,,,
120,K00486,,,0.5399509107560034,,,,,,,,10.7456,,,,,
121,K00496,,,0.6220294135115572,,,,,,,,11.3032,,,,,
122,K00499,,,0.5628212129188125,,,,,,,,15.110399999999998,,,,,
123,K00507,,,0.6235826703350114,,,,,,,,234.7437999999999,,,,,
124,K00518,,,0.64,,,,,,,,18.248,,,,,
125,K00525,,,0.638493214924537,,,,,,,,85.6975,,,,,
126,K00526,,,0.6609999999999999,,,,,,,,9.1724,,,,,
127,K00528,,,0.682,,,,,,,,6.3058,,,,,
128,K00529,,,0.6909015957870297,,,,,,,,21.631300000000003,,,,,
129,K00537,,,0.627,,,,,,,,7.98,,,,,
130,K00540,,,0.6744102914046317,,,,,,,,87.34300000000002,,,,,
131,K00544,,,0.6604521487408109,,,,,,,,39.790499999999994,,,,,
132,K00548,,,0.6057183378175032,,,,,,,,255.16530000000003,,,,,
133,K00549,0.579,0.6475380125926595,0.6521928046134635,,0.595,,,0.682,4.4024,12.151699999999998,626.0169999999999,,2.78,,,5.5917
134,K00554,,,0.6475868273561196,,,,,,,,158.5759,,,,,
135,K00558,,,0.528,,,,,,,,8.5877,,,,,
136,K00560,,,0.647406355634275,,,,,,,,32.806,,,,,
137,K00563,,,0.655,,,,,,,,6.0185,,,,,
138,K00564,,,0.7490000000000002,,,,,,,,19.299599999999998,,,,,
139,K00566,,,0.6346690488951076,,,,,,,,26.7622,,,,,
140,K00567,,,0.6325515125199711,,,,,,,,67.4022,,,,,
141,K00570,,,0.6682664249114189,,,,,,,,4.3081,,,,,
142,K00573,,,0.6387813388902971,,,,,,,,55.09,,,,,
143,K00574,,,0.6808627786520383,,,,,,,,106.5792,,,,,
144,K00575,,,0.5611718324795409,,,,,,,,37.8414,,,,,
145,K00588,,,0.638067900082299,,,,,,,,43.059,,,,,
146,K00598,,,0.672480210077808,,,,,,,,39.6158,,,,,
147,K00600,,0.6955932568878617,0.6405314502858419,,,,,,,9.0598,262.68879999999996,,,,,
148,K00602,,,0.6486605415333545,,,,,,,,187.51309999999998,,,,,
149,K00604,,,0.599,,,,,,,,5.6617,,,,,
150,K00605,,,0.6357478945119125,,,,,,,,23.5711,,,,,
151,K00606,,,0.6450794334164998,,,,,,,,163.9691,,,,,
152,K00609,,,0.6430555617579574,,,,,,,,28.5936,,,,,
153,K00610,,0.635,,,,,,,,4.9085,,,,,,
154,K00611,,,0.6322656071099159,,,,,,,,56.362199999999994,,,,,
155,K00612,,,0.5794612616895758,,,,,,,,20.382199999999997,,,,,
156,K00615,,,0.6298282316897831,,,,,,,,40.774899999999995,,,,,
157,K00616,,,0.6250544522234505,,,,,,,,71.48089999999999,,,,,
158,K00619,,,0.634361391993929,,,,,,,,15.8982,,,,,
159,K00620,,,0.6266850241040567,,,,,,,,48.020799999999994,,,,,
160,K00626,,,0.6571792696516702,,,,,,,,308.70829999999995,,,,,
161,K00635,,,0.676156933513677,,,,,0.676552448577187,,,218.69979999999998,,,,,14.365400000000001
162,K00640,,,0.61168212630422,,,,,0.589,,,63.181799999999996,,,,,4.7906
163,K00641,,,0.6321339157671779,,,,,,,,175.31689999999998,,,,,
164,K00645,,,0.627,,,,,,,,8.5179,,,,,
165,K00648,,,0.6329289001776365,,,,,,,,50.8467,,,,,
166,K00655,,,0.6406647124826073,,,,,,,,133.885,,,,,
167,K00657,,,0.6089200534534118,,,,,,,,33.173500000000004,,,,,
168,K00662,,,0.7340000000000001,,,,,,,,3.6331,,,,,
169,K00663,,,0.6124464583806636,,,,,,,,13.934999999999999,,,,,
170,K00674,,,0.6420556346237821,,,,,,,,39.9522,,,,,
171,K00677,,,0.5961405055926481,,,,,,,,64.32910000000001,,,,,
172,K00682,,,0.6938442447360205,,,,,,,,20.000799999999998,,,,,
173,K00683,,,0.5834450515921359,,,,,,,,51.0464,,,,,
174,K00688,,0.5660000000000001,0.5995661071188183,,,,,,,10.5562,321.3704,,,,,
175,K00694,,,0.657,,,,,,,,4.3126,,,,,
176,K00697,,,0.565,,,,,,,,6.7794,,,,,
177,K00700,,,0.5990048048214804,,,,,,,,169.3066,,,,,
178,K00703,,,0.5914825615647995,,,,,,,,99.1481,,,,,
179,K00705,,,0.6523809367738262,,,,,,,,47.318200000000004,,,,,
180,K00720,,,0.5893401551870114,,,,,,,,65.4285,,,,,
181,K00721,,,0.6240000000000001,,,,,,,,3.6486,,,,,
182,K00748,,,0.635142930745084,,,,,,,,54.2574,,,,,
183,K00756,,,0.588,,,,,,,,8.0153,,,,,
184,K00759,,,0.628949313111654,,,,,,,,120.96499999999999,,,,,
185,K00760,,,0.5903010200550554,,,,,,,,101.30590000000001,,,,,
186,K00762,,,0.6565213259407818,,,,,,,,75.1003,,,,,
187,K00763,,,0.6635486691643991,,,,,,,,74.64339999999999,,,,,
188,K00764,,0.6982957398273,0.6327992806326503,,,,,,,8.3729,145.1706,,,,,
189,K00765,,,0.6291086261816667,,,,,,,,46.6017,,,,,
190,K00766,,0.608,0.684068053046358,,,,,,,5.3687,115.8306,,,,,
191,K00767,,,0.647,,,,,,,,8.2666,,,,,
192,K00768,,,0.7261956936757689,,,,,,,,65.1638,,,,,
193,K00772,,,0.5782672760408333,,,,,,,,11.209299999999999,,,,,
194,K00773,,,0.6001279388482355,,,,,,,,55.7094,,,,,
195,K00782,,,0.747,,,,,,,,9.2976,,,,,
196,K00783,,,0.6164765434256424,,,,,,,,77.6858,,,,,
197,K00784,,0.6829999999999999,0.6321626420766486,,,,,0.722,,4.3602,40.9748,,,,,4.985
198,K00788,,,0.6696717515277891,,,,,,,,32.2581,,,,,
199,K00789,,,0.6381923618286052,,,,,,,,367.8071,,,,,
200,K00790,,,0.64879831027606,,,,,,,,149.60010000000003,,,,,
201,K00791,,,0.6506405067100084,,,,,,,,41.55,,,,,
202,K00793,,0.595,0.6078380288341587,,,,,,,6.9487,100.0378,,,,,
203,K00794,,0.627,0.637409829829803,,,,,,,6.3589,95.66149999999999,,,,,
204,K00796,,,0.6930274837147331,,,,,,,,33.68639999999999,,,,,
205,K00797,,,0.593212046676902,,,,,,,,25.8409,,,,,
206,K00798,,,0.6670127174975439,,,,,,,,73.8501,,,,,
207,K00799,,,0.6274617968093998,,,,,,,,132.79999999999998,,,,,
208,K00800,,,0.6534659844155509,,,,,,,,79.54889999999999,,,,,
209,K00803,,,0.640222199724078,,,,,,,,28.015199999999997,,,,,
210,K00806,,,0.612,,,,,,,,9.6413,,,,,
211,K00809,,,0.6006065760865342,,,,,,,,25.868499999999997,,,,,
212,K00817,,,0.737,,,,,,,,17.6087,,,,,
213,K00820,,,0.6101967026693764,,,,,,,,241.469,,,,,
214,K00822,,,0.695,,,,,,,,6.7074,,,,,
215,K00826,,,0.6395583260450224,,,,,,,,27.0446,,,,,
216,K00831,,,0.6446368241906655,,,,,,,,21.7272,,,,,
217,K00845,,,0.601,,,,,,,,5.9808,,,,,
218,K00847,,,0.606,,,,,,,,5.3103,,,,,
219,K00848,,,0.6626165671286689,,,,,,,,10.918099999999999,,,,,
220,K00849,,,0.5957025319471192,,,,,,,,12.2686,,,,,
221,K00851,,,0.6174211840022089,,0.5760000000000001,,,,,,48.427099999999996,,5.9531,,,
222,K00852,,,0.6425082259694267,,,,,,,,23.057499999999997,,,,,
223,K00853,,,0.583,,,,,,,,9.5915,,,,,
224,K00855,,,0.565,,,,,,,,6.2988,,,,,
225,K00856,,,0.7,,,,,,,,9.836,,,,,
226,K00857,,,0.5907293814315845,,,,,,,,16.9222,,,,,
227,K00858,,,0.6585544306073986,,,,,,,,172.4329,,,,,
228,K00859,,,0.649307013010243,,,,,0.54,,,99.5945,,,,,3.9588
229,K00865,,,0.7362912660334685,,,,,,,,46.446,,,,,
230,K00867,,,0.612,,,,,,,,3.7174,,,,,
231,K00872,,,0.6656689371940724,,,,,,,,22.6337,,,,,
232,K00873,,,0.645146984706135,,,,,0.711,,,202.74640000000005,,,,,3.6736
233,K00874,,,0.575,,,,,,,,14.8643,,,,,
234,K00886,,,0.681528429016338,,,,,,,,43.969899999999996,,,,,
235,K00891,,,0.6651671892239424,,,,,,,,38.7193,,,,,
236,K00899,,,0.607,,,,,,,,3.4414,,,,,
237,K00912,,,0.6125585838272205,,,,,,,,38.9299,,,,,
238,K00919,,,0.6708730851898533,,,,,,,,51.67479999999999,,,,,
239,K00925,,,0.656546359309788,,,,,,,,160.4804,,,,,
240,K00926,,,0.6837360550063906,,,,,,,,5.053100000000001,,,,,
241,K00927,,,0.6431171213989644,,,,,,,,226.69630000000004,,,,,
242,K00930,,,0.6992570594236569,,,,,,,,35.4998,,,,,
243,K00936,,0.575,0.6504096134488256,,,,,,,5.1311,38.656499999999994,,,,,
244,K00937,,,0.6327336154216654,,,,,,,,125.556,,,,,
245,K00939,,,0.6456414347797094,,,,,,,,68.4618,,,,,
246,K00940,,,0.6002044346445345,,,,,,,,61.2669,,,,,
247,K00941,,,0.6927528449300243,,,,,,,,14.4289,,,,,
248,K00942,,,0.6224241231275118,,,,,,,,41.900800000000004,,,,,
249,K00943,,,0.6262912918987529,,,,,,,,88.78380000000001,,,,,
250,K00945,,,0.6552145544862693,,,,,,,,160.4616,,,,,
251,K00946,,,0.6584271508743675,,,,,,,,67.0977,,,,,
252,K00948,,0.697,0.6248427719851201,,,,,,,3.7393,262.21419999999995,,,,,
253,K00950,,,0.6269117875122946,,,,,,,,70.5826,,,,,
254,K00952,,0.7190000000000001,,,,,,0.672,,2.4203,,,,,,4.1488
255,K00954,,,0.5871312157043613,,,,,,,,162.01739999999998,,,,,
256,K00957,,,0.6517380149793965,,,,,,,,54.2614,,,,,
257,K00958,,,0.576,,,,,,,,17.2076,,,,,
258,K00962,,,0.6281374626287398,,,,,,,,65.7573,,,,,
259,K00963,,,0.6493747826803813,,,,,,,,54.6472,,,,,
260,K00965,,,0.673775807916214,,,,,,,,20.3275,,,,,
261,K00969,,,0.622786341059983,,,,,,,,98.4931,,,,,
262,K00971,,,0.5946340261391897,,,,,,,,72.5474,,,,,
263,K00973,,,0.5553936546186722,,,,,,,,33.298700000000004,,,,,
264,K00975,,,0.6104137314413937,,,,,,,,123.9043,,,,,
265,K00978,,,0.541086002035053,,,,,,,,23.424699999999998,,,,,
266,K00979,,,0.6011946889215426,,,,,,,,28.982,,,,,
267,K00981,,,0.6558066896787991,,,,,,,,100.52000000000001,,,,,
268,K00982,,,0.7154261807457375,,,,,,,,35.501900000000006,,,,,
269,K00986,,0.338,0.591450651244042,,,,,,,3.7188,927.8423999999999,,,,,
270,K00989,,,0.6539908966929926,,,,,,,,83.3887,,,,,
271,K00990,0.616,,0.6525503043158871,,,,,,7.504,,114.43769999999998,,,,,
272,K00992,,,0.545,,,,,,,,12.7649,,,,,
273,K00995,,,0.6890000000000001,,,,,,,,6.3824,,,,,
274,K00997,,,0.6301849175097135,,,,,,,,20.512900000000002,,,,,
275,K01000,,,0.6114386137318807,,,,,,,,61.436499999999995,,,,,
276,K01004,,,0.608,,,,,,,,5.5475,,,,,
277,K01005,,,0.6660487377927248,,,,,0.6686204365236555,,,128.2013,,,,,24.450799999999997
278,K01006,,,0.6274808332872758,,,,,,,,28.0383,,,,,
279,K01008,,,0.6248000707866158,,,,,,,,108.19220000000001,,,,,
280,K01009,,,0.503,,,,,,,,7.2036,,,,,
281,K01011,,,0.6864083944498564,,,,,,,,22.996299999999998,,,,,
282,K01012,,,0.6622058501581405,,,,,,,,41.8301,,,,,
283,K01023,,,0.565,,,,,,,,4.1627,,,,,
284,K01026,,,0.6809999999999999,,,,,,,,5.0726,,,,,
285,K01029,,,0.5581530853579876,,,,,,,,7.8784,,,,,
286,K01039,,,0.6942017757303208,,,,,,,,44.4338,,,,,
287,K01040,,,0.7021288404882611,,,,,,,,51.3434,,,,,
288,K01042,,,0.6482428494055741,,,,,,,,41.539699999999996,,,,,
289,K01046,,,0.672,,,,,,,,3.8622,,,,,
290,K01051,,,0.5948326169401245,,,,,,,,39.268,,,,,
291,K01053,,,0.5811131937680669,,,,,,,,10.9712,,,,,
292,K01055,,,0.5774490855322467,,,,,,,,13.8541,,,,,
293,K01056,,,0.6084760896486734,,,,,0.585,,,110.92459999999998,,,,,5.037
294,K01057,,,0.6331370188723876,,,,,,,,118.362,,,,,
295,K01060,,,0.764,,,,,,,,9.8977,,,,,
296,K01061,,,0.6211346334910026,,,,,0.545,,,413.47959999999995,,,,,3.1467
297,K01066,,0.6829999999999999,0.6491426190318547,,0.618,,,,,5.7813,14.476200000000002,,9.179,,,
298,K01068,,,0.6378021733946891,,,,,,,,11.204699999999999,,,,,
299,K01069,0.6679999999999999,,0.6242219874597514,,,,,,5.3372,,66.7577,,,,,
300,K01070,,,0.6894465456168742,,,,,,,,8.254,,,,,
301,K01079,,,0.7216066949478072,,,,,,,,24.3988,,,,,
302,K01082,,,0.7190000000000001,,,,,,,,5.2008,,,,,
303,K01087,,,0.706,,,,,,,,5.6957,,,,,
304,K01091,,,0.6201781958816328,,,,,,,,28.6791,,,,,
305,K01092,,,0.556,,,,,,,,3.743,,,,,
306,K01095,,,0.5927675850312812,,,,,,,,63.53540000000001,,,,,
307,K01104,,,0.6415923761875035,,,,,,,,43.118199999999995,,,,,
308,K01113,,,0.604,,,,,,,,8.0871,,,,,
309,K01114,,,0.6379882302383432,,,,,0.585,,,325.797,,,,,4.8971
310,K01118,,,0.5738479244759747,,,,,,,,146.4595,,,,,
311,K01126,,,0.6269442706780936,,,,,,,,29.2224,,,,,
312,K01129,,,0.6465842309542024,,,,,,,,113.36380000000003,,,,,
313,K01142,,,0.6260725789881302,,,,,,,,15.5389,,,,,
314,K01151,,,0.6681933210670362,,,,,,,,85.81819999999999,,,,,
315,K01153,,,0.5383008544968159,,,,,,,,8.106,,,,,
316,K01159,,,0.6617812203308916,,,,,0.6940000000000001,,,125.48980000000002,,,,,6.6433
317,K01178,,,0.6343325277398879,,,,,,,,36.41030000000001,,,,,
318,K01179,,,0.564685355259156,,,,,,,,12.025200000000002,,,,,
319,K01181,,,0.5698655563142532,,,,,0.5429999999999999,,,19.6542,,,,,3.7461
320,K01183,,,0.5811249218491079,,,,,,,,43.5712,,,,,
321,K01194,,,0.5713179081648613,,,,,,,,13.6729,,,,,
322,K01198,,,0.741,,,,,,,,10.1916,,,,,
323,K01201,,,0.545,,,,,,,,4.1792,,,,,
324,K01206,,,0.5864792348197624,,,,,,,,142.1816,,,,,
325,K01207,,,0.5766034881280117,,,,,,,,28.1242,,,,,
326,K01209,,,0.5907295699200681,,0.7190000000000001,,,,,,95.99730000000001,,8.5927,,,
327,K01218,,,,,,,,0.638,,,,,,,,2.5145
328,K01224,,,0.542072603949076,,,,,,,,11.528,,,,,
329,K01239,,,0.5995803390595293,,,,,,,,231.9561,,,,,
330,K01241,,,0.6785487343074013,,,,,,,,20.278200000000002,,,,,
331,K01246,,,0.6330500323776382,,,,,,,,108.8971,,,,,
332,K01247,,,0.6211489894177241,,,,,,,,50.116,,,,,
333,K01251,,0.726,0.637880688596281,,,,,,,11.8802,313.0029,,,,,
334,K01259,,,0.677330406763644,,,,,,,,18.5371,,,,,
335,K01262,,,0.6890000000000001,,,,,,,,7.0177,,,,,
336,K01265,,,0.6494529314498139,,,,,,,,256.8948,,,,,
337,K01266,,,0.6379261951944556,,,,,,,,145.28459999999998,,,,,
338,K01271,,,0.6186349376617385,,,,,,,,12.0826,,,,,
339,K01273,,,0.6130248218237068,,,,,,,,180.61029999999994,,,,,
340,K01283,,,0.6347097739211,,,,,,,,56.770500000000006,,,,,
341,K01286,,,0.5947934015609658,,,,,,,,19.9096,,,,,
342,K01295,,,0.5820257370887869,,,,,,,,7.4193,,,,,
343,K01297,,,0.642597719138959,,,,,,,,87.3272,,,,,
344,K01299,,,0.6529625145039745,,,,,,,,11.8352,,,,,
345,K01301,,,0.6679999999999999,,,,,,,,5.0752,,,,,
346,K01302,,,0.593,,,,,,,,6.514,,,,,
347,K01303,,,0.5887864635933046,,,,,,,,23.1575,,,,,
348,K01304,,,,,,,,0.664,,,,,,,,5.9575
349,K01322,,,0.657,,,,,,,,5.2142,,,,,
350,K01354,,,0.556,,,,,,,,6.8724,,,,,
351,K01356,,,0.6468195176759132,,,,,,,,83.15710000000001,,,,,
352,K01358,,,0.6034811613087471,,,,,,,,370.5758999999999,,,,,
353,K01372,,,0.66,,,,,,,,7.675,,,,,
354,K01385,,0.618,,,,,,0.6245728967591044,,3.9497,,,,,,8.719100000000001
355,K01409,,,0.6850467971397942,,,,,,,,101.85399999999998,,,,,
356,K01419,,,0.6017157583311229,,,,,,,,97.49989999999998,,,,,
357,K01423,,,0.5973359651914062,,,,,,,,38.9801,,,,,
358,K01424,,,0.6282190020522285,,,,,,,,9.916,,,,,
359,K01425,,,0.5926782404134595,,,,,,,,7.4938,,,,,
360,K01426,,,0.6435369432551188,,,,,,,,76.85579999999999,,,,,
361,K01428,,,0.58,,,,,,,,12.9364,,,,,
362,K01429,,,0.5771462585725057,,,,,,,,9.2649,,,,,
363,K01430,,,0.5386840237113467,,,,,,,,24.889,,,,,
364,K01431,,,0.5356270556948379,,,,,,,,19.0948,,,,,
365,K01432,,,0.5670000000000001,,,,,,,,6.3727,,,,,
366,K01433,,,0.5816811204606189,,,,,,,,57.1302,,,,,
367,K01434,,,0.649,,,,,,,,5.4476,,,,,
368,K01438,,,,,0.599,,,,,,,,5.99,,,
369,K01439,,,0.6910000000000001,,,,,,,,5.5114,,,,,
370,K01443,,,0.6525793723243941,,,,,,,,66.8666,,,,,
371,K01448,,,0.6138313082624711,,,,,0.6525923608086565,,,165.74839999999995,,,,,9.7206
372,K01455,,0.677,0.6385433116166542,,,,,,,1.8941,16.4371,,,,,
373,K01458,,,0.647,,,,,,,,4.125,,,,,
374,K01462,,,0.6091187193975449,,,,,,,,186.53819999999996,,,,,
375,K01463,,,0.573953715613746,,,,,,,,12.092600000000001,,,,,
376,K01464,,,0.581,,,,,,,,7.998,,,,,
377,K01465,,,0.6054586542499548,,,,,,,,13.0793,,,,,
378,K01467,,,0.594,,,,,,,,6.361,,,,,
379,K01468,,,0.6477648453726044,,,,,,,,12.9765,,,,,
380,K01470,,,0.6117509741844955,,,,,0.7340000000000002,,,57.322900000000004,,,,,3.1648
381,K01473,,,0.601,,,,,,,,6.2016,,,,,
382,K01476,,,0.6241674951470438,,,,,,,,22.546899999999997,,,,,
383,K01477,,,0.7103602562309448,,,,,,,,39.288399999999996,,,,,
384,K01478,,,0.6944668247889179,,,,,,,,72.4975,,,,,
385,K01480,,,0.6490384371370493,,,,,,,,18.9543,,,,,
386,K01482,,,0.6646827018809962,,0.6859999999999998,,,,,,7.7364,,3.6645,,,
387,K01485,,,0.7105217737995284,,,,,,,,8.3082,,,,,
388,K01488,,,0.6023821050874765,,,,,,,,64.0028,,,,,
389,K01489,,,0.6444926292455376,,,,,,,,61.5988,,,,,
390,K01491,,,0.604,,,,,,,,8.6922,,,,,
