,KEGG,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adjUnclassified,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_countsUnclassified
95,K00626,,0.6548540203009039,,,,83.5025,,
96,K00635,,0.6417322293749456,,,,54.427099999999996,,
97,K00640,,0.6416770909184911,,,,28.613100000000003,,
98,K00641,,0.6097519250687407,,,,49.904500000000006,,
99,K00643,,0.647,,,,15.6133,,
100,K00648,,0.6920000000000001,,,,6.7912,,
101,K00655,,0.525,,,,3.1042,,
102,K00657,,0.617,,,,6.4703,,
103,K00662,,0.6536563849187175,,,,5.2351,,
104,K00663,,0.623,,,,4.59,,
105,K00674,,0.685,,,,23.6883,,
106,K00677,,0.552170075471966,,,,7.3951,,
107,K00684,,0.6694007871519139,,,,25.554199999999998,,
108,K00688,,0.6388745925531261,,,,80.9241,,
109,K00703,,0.6443852031437823,,,,15.879700000000001,,
110,K00705,,0.6389999999999999,,,,5.8843,,
111,K00720,,0.626,,,,2.5549,,
112,K00721,,0.7040000000000001,,,,5.1393,,
113,K00759,,0.6499431614625865,,,,22.3125,,
114,K00760,,0.6025410472817285,,,,8.7615,,
115,K00762,,0.6788598932131622,,,,12.1648,,
116,K00763,,0.5668606416794778,,,,5.584899999999999,,
117,K00764,,0.6072959908708774,,,,11.8641,,
118,K00765,,0.665,,,,4.3318,,
119,K00766,,0.6890000000000001,,,,2.1446,,
120,K00768,,0.6729999999999999,,,,3.4845,,
121,K00769,,0.63,,,,11.5085,,
122,K00783,,0.589,,,,4.9911,,
123,K00784,,0.63,,,,5.3534,,
124,K00789,,0.6664420479053578,,,,88.84140000000001,,
125,K00790,,0.6581466163858422,,,,19.913600000000002,,
126,K00791,,0.67,,,,4.1419,,
127,K00793,,0.662,,,,4.8686,,
128,K00794,,0.6677936691912906,,,,13.4065,,
129,K00799,,0.6084249361677599,,,,155.97669999999997,,
130,K00800,,0.5964786450950236,,,,17.5394,,
131,K00820,,0.6119328677049497,,,,26.9142,,
132,K00826,,0.6431351237646025,,,,8.6951,,
133,K00847,,0.6629999999999999,,,,3.2561,,
134,K00855,,0.6053607282449326,,,,10.6272,,
135,K00858,,0.692845362874085,0.606,,,18.7876,4.7218,
136,K00859,,0.6543082353894709,,,,10.5093,,
137,K00865,,0.5710000000000001,,,,3.4262,,
138,K00867,,0.611,,,,8.4653,,
139,K00873,,0.6524241526840444,,,,44.9288,,
140,K00883,,0.6679999999999999,,,,3.2353,,
141,K00891,,0.639,,,,6.0317,,
142,K00899,,0.615,,,,4.8123,,
143,K00906,,0.604,,,,4.166,,
144,K00912,,0.536,,,,5.8791,,
145,K00919,,0.6927564461457916,,,,10.0794,,
146,K00925,,0.6395993135808973,,,,7.459,,
147,K00927,,0.6709444939421444,,,,25.4351,,
148,K00936,,0.653,,,,5.6224,,
149,K00937,,0.6199325625826961,,,,19.3283,,
150,K00939,,0.653,,,,7.954,,
151,K00940,,0.652,,,,4.285,,
152,K00942,,0.701,,,,5.8182,,
153,K00943,,0.715,,,,5.0219,,
154,K00945,,0.6482110364293412,,,,18.0585,,
155,K00946,,0.5660000000000001,,,,4.0569,,
156,K00947,,0.6581223676431593,,,,10.9197,,
157,K00948,,0.6579700187169538,,,,53.582300000000004,,
158,K00950,,0.7020000000000001,,,,3.9981,,
159,K00954,,0.6214128813143652,,,,7.9671,,
160,K00957,,0.673670577862635,,,,17.7654,,
161,K00962,,0.6679999999999999,,,,10.8067,,
162,K00963,,0.6211482148147003,,,,14.4893,,
163,K00969,,0.643,,,,8.1904,,
164,K00971,,0.5870117654638232,,,,5.5315,,
165,K00974,,0.715,,,,4.832,,
166,K00975,,0.6230766429122869,,,,16.1797,,
167,K00979,,0.593,,,,1.8022,,
168,K00980,,0.601,,,,7.9105,,
169,K00981,,0.6048367517423682,,,,23.2823,,
170,K00986,,0.5872164021989225,,,,798.9278999999999,,
171,K00989,,0.71,,,,5.7614,,
172,K00990,,0.6636493081216878,,,,25.8627,,
173,K00997,,0.599,,,,3.2137,,
174,K01000,,0.6386296051924555,,,,14.0009,,
175,K01004,,0.648,,,,6.0338,,
176,K01005,,0.6408545379137455,,0.682,,7.795400000000001,,1.8889
177,K01006,,0.6262730701208831,,,,20.102,,
178,K01008,,0.6559965924136169,,,,14.377299999999998,,
179,K01011,,0.667,,,,9.9088,,
180,K01012,,0.7024327449194463,,,,15.6094,,
181,K01039,,0.6383445269448685,,,,7.7306,,
182,K01040,,0.6957038084086602,,,,16.6906,,
183,K01053,,0.5670000000000001,,,,6.6466,,
184,K01056,,0.657866841192943,,,,18.2725,,
185,K01057,,0.644,,,,3.7094,,
186,K01061,,0.6495560470960768,0.605,,,56.846000000000004,4.4861,
187,K01079,,0.7091008228599555,,,,13.7964,,
188,K01082,,0.731,,,,3.9551,,
189,K01091,,0.6643734073575699,,,,9.8455,,
190,K01095,,0.667,,,,3.9777,,
191,K01104,,0.711285429002044,,,,8.9577,,
192,K01113,,0.611,,,,6.633,,
193,K01114,,0.698,,,,3.6192,,
194,K01118,,0.556097732415582,,,,30.3767,,
195,K01126,,0.6890000000000001,,,,4.3322,,
196,K01129,,0.6902548253072532,,,,13.419,,
197,K01142,,0.6709999999999999,,,,3.6506,,
198,K01151,,0.6231123877610357,,,,6.9334,,
199,K01159,,0.635135062258457,,,,7.1869000000000005,,
200,K01180,,0.5710000000000001,,,,1.7007,,
201,K01181,,0.6759999999999999,,,,5.4709,,
202,K01194,,0.5760000000000001,,,,4.3727,,
203,K01206,,0.5702221237936318,,,,27.0197,,
204,K01209,,0.5662685855543377,,,,10.0051,,
205,K01239,,0.5914282608658794,,,,10.4291,,
206,K01241,,0.6670094322803687,,,,15.6633,,
207,K01246,,0.6572137256841789,,,,24.515400000000003,,
208,K01247,,0.584,,,,7.4953,,
209,K01251,,0.6354414878402118,,,,182.86119999999997,,
210,K01259,,0.6609999999999999,,,,3.2303,,
211,K01262,,0.6829999999999999,,,,7.305,,
212,K01265,,0.6341177355206917,,,,34.0772,,
213,K01266,,0.6580316685994848,,,,13.9396,,
214,K01273,,0.7163516949917488,,,,5.1372,,
215,K01283,,0.68,,,,2.4389,,
216,K01286,,0.623,,,,5.4205,,
217,K01297,,0.597,,,,2.5822,,
218,K01302,,0.539,,,,8.578,,
219,K01356,,0.57,,,,4.0308,,
220,K01358,,0.6170509066098313,,,,108.2981,,
221,K01409,,0.6912885318389655,,,,22.7303,,
222,K01419,,0.610674816526688,,,,10.4653,,
223,K01424,,0.599,,,,4.6163,,
224,K01425,,0.635313636229496,,,,8.587299999999999,,
225,K01428,,0.626,,,,22.1493,,
226,K01429,,0.5869878424784644,,,,7.9375,,
227,K01430,,0.6559999999999999,,,,7.9813,,
228,K01431,,0.6859999999999999,,,,9.4202,,
229,K01432,,0.6121733142305438,,,,6.5732,,
230,K01433,,0.609,,,,9.4073,,
231,K01447,,0.633,,,,7.0517,,
232,K01448,,0.6643685897322508,,,,15.337499999999999,,
233,K01449,,0.6256150925275695,,,,9.0288,,
234,K01455,,0.6229999999999999,,,,3.4713,,
235,K01457,,0.6970000000000001,,,,8.0301,,
236,K01458,,0.6729999999999999,,,,5.4833,,
237,K01462,,0.6156927550926273,,,,19.2458,,
238,K01470,,0.6211098152632564,,,,14.4455,,
239,K01476,,0.685,,,,3.292,,
240,K01483,,0.648,,,,2.4378,,
241,K01485,,0.630910257276667,,,,10.6405,,
242,K01488,,0.589,,,,4.3699,,
243,K01489,,0.6047974210587599,,,,15.3333,,
244,K01494,,0.5342014646698092,,,,10.486799999999999,,
245,K01495,,0.6163185295351931,,,,32.4122,,
246,K01501,,0.5720000000000001,,,,9.3999,,
247,K01507,,0.6382220771059822,,,,24.5203,,
248,K01515,,0.608,,,,2.7254,,
249,K01520,,0.6958233340656534,,,,6.1627,,
250,K01523,,0.65,,,,4.1517,,
251,K01524,,0.66,,,,2.768,,
252,K01545,,,,0.644,,,,4.5823
253,K01546,,0.6070149451987245,,,,78.2398,,
254,K01547,,0.65,,,,58.5226,,
255,K01548,,0.5603110796896398,,,,30.1708,,
256,K01551,,0.7090000000000001,,,,6.5271,,
257,K01555,,0.6163025479819243,,,,15.224800000000002,,
258,K01556,,0.725,,,,4.2003,,
259,K01560,,0.5682772816944345,,,,7.0067,,
260,K01561,,0.615,,,,2.0472,,
261,K01569,,0.6065302819574487,,,,45.74,,
262,K01574,,0.594,,,,3.1004,,
263,K01575,,0.5557104874911577,,,,14.1493,,
264,K01576,,0.6409999999999999,,,,4.841,,
265,K01581,,0.68,,,,12.9587,,
266,K01588,,0.544,,,,2.3301,,
267,K01589,,0.703,,,,6.3422,,
268,K01591,,0.693,,,,3.6305,,
269,K01595,,0.6630289822179757,,,,29.452599999999997,,
270,K01596,,0.7070000000000001,,,,5.4295,,
271,K01602,,0.6280031246952508,,,,10.7094,,
272,K01607,,0.6157339700530418,,,,62.7347,,
273,K01610,,0.638633666757293,,,,23.038899999999998,,
274,K01619,,0.551,,,,3.6265,,
275,K01620,,0.6815393330080951,,,,15.9728,,
276,K01621,,0.5887182077721899,,,,51.958200000000005,,
277,K01623,,0.6394861458948004,,,,24.557100000000002,,
278,K01624,,0.5654112528117796,,,,22.8067,,
279,K01625,,0.67,,,,3.6042,,
280,K01626,,0.6721002208282334,,,,72.4179,,
281,K01627,,0.6225180886325489,,,,8.617799999999999,,
282,K01637,,0.6594174065209988,,,,46.569900000000004,,
283,K01638,,0.6640228795354112,,,,52.163799999999995,,
284,K01640,,0.6639503263795815,,,,10.392199999999999,,
285,K01644,,0.6233582659095449,,,,19.0048,,
286,K01653,,0.6219819542220794,,,,29.9345,,
287,K01662,,0.647,,,,9.5361,,
288,K01666,,0.63,,,,3.6198,,
289,K01673,,0.6186134608108703,,,,24.176700000000004,,
290,K01686,,0.6509999999999999,,,,3.16,,
291,K01689,,0.6494903556462498,,,,57.512899999999995,,
292,K01692,0.6559999999999999,0.6131958870284994,,,6.0848,14.0001,,
293,K01695,,0.6556679984778176,,,,16.3736,,
294,K01698,,0.6317151708630753,,,,9.2862,,
295,K01704,,0.689653055883007,,,,17.692800000000002,,
296,K01711,,0.5776693267488596,,,,12.8336,,
297,K01712,,0.632,,,,9.7045,,
298,K01719,,0.7317496923280952,,0.542,,19.5516,,2.1218
299,K01720,,0.5660000000000001,,,,5.8824,,
300,K01721,,0.624,,,,7.461,,
301,K01724,,0.6348429513627262,,,,6.4794,,
302,K01725,,0.5965873619253583,,,,21.0905,,
303,K01733,,0.690508678276795,,,,18.3218,,
304,K01735,,0.645,,,,4.8255,,
305,K01736,,0.6589370824456281,,,,27.8373,,
306,K01737,,0.5843903466018924,,,,12.5247,,
307,K01745,,0.569,,,,3.4433,,
308,K01749,,0.6635603883070254,,,,5.5499,,
309,K01752,,0.682,,,,5.3855,,
310,K01755,,0.6430792210670763,,,,21.9156,,
311,K01759,,0.6181147650975785,,,,19.3837,,
312,K01772,,0.6642233039936932,,,,9.643,,
313,K01775,,0.6575396932308728,,,,6.5286,,
314,K01776,,0.6272152449361659,,,,12.6415,,
315,K01778,,0.6775072729999897,,,,11.027000000000001,,
316,K01779,,0.6720000000000002,,,,4.2463,,
317,K01783,,0.6128027057456292,,,,13.485800000000001,,
318,K01784,,0.56,,,,3.798,,
319,K01785,,0.674,,,,4.7667,,
320,K01792,,0.615,,,,3.9505,,
321,K01799,,0.5908047593974189,,,,13.5349,,
322,K01803,,0.6187747074124773,,,,13.461400000000001,,
323,K01804,,0.6032924354122343,,,,6.977600000000001,,
324,K01805,,0.649,,,,3.9759,,
325,K01807,,0.6517932398563456,,,,19.0692,,
326,K01808,,0.529,,,,3.7908,,
327,K01809,,0.7390000000000001,,,,3.5145,,
328,K01810,,0.6125927420038101,,,,56.2615,,
329,K01816,,0.541,,,,2.293,,
330,K01821,,0.5806489330463687,,,,26.6696,,
331,K01823,,0.6541785130355561,,,,7.2392,,
332,K01834,,0.718,,,,10.4136,,
333,K01839,,0.5820000000000001,,,,4.2395,,
334,K01849,,0.586,,,,6.6547,,
335,K01858,,0.6525728525126554,,,,36.0213,,
336,K01866,,0.6242303645724461,,,,20.0691,,
337,K01867,,0.5883723214386621,,,,17.903399999999998,,
338,K01868,,0.6354595155289706,,,,47.098400000000005,,
339,K01872,,0.6150588025011569,,,,67.59530000000001,,
340,K01874,,0.6606077332152045,,,,24.3051,,
341,K01875,,0.6498626935813347,,,,25.6621,,
342,K01881,,0.6443119070286912,,,,63.2786,,
343,K01887,,0.6423462638068286,,,,34.277,,
344,K01889,,0.6349235814133425,,,,36.68000000000001,,
345,K01890,,0.6768537893613193,,,,30.3104,,
346,K01902,,0.677,,,,10.8868,,
347,K01912,,0.6998669090384216,,,,19.662,,
348,K01915,,0.6436344560158117,,,,212.88500000000002,,
349,K01918,,0.670305402569596,,,,18.4827,,
350,K01919,,0.6620951187170854,,,,33.3792,,
351,K01920,,0.64,,,,6.9522,,
352,K01921,,0.632195221215229,,,,21.8375,,
353,K01933,,0.6344949204525513,,,,18.429,,
354,K01934,,0.677,,,,2.8799,,
355,K01937,,0.6573356603044282,,,,84.21140000000001,,
356,K01939,,0.6607345086686441,,,,72.3585,,
357,K01940,,0.6298966047596545,,,,34.892700000000005,,
358,K01945,,0.7036089316463772,,,,12.618400000000001,,
359,K01951,,0.6362511873256297,,,,73.3726,,
360,K01953,,0.6459069776665458,,,,18.3614,,
361,K01971,,0.5558515187138502,,,,10.463799999999999,,
362,K01972,,0.6248553353664948,,,,33.1914,,
363,K01975,,0.5942052176208495,,,,13.352,,
364,K01990,,0.703,,,,3.7283,,
365,K01991,,0.629205947379186,,,,15.5121,,
366,K01992,,0.5717089567283012,,,,9.6624,,
367,K01993,,0.615,,,,4.8192,,
368,K01995,,0.6377915855296191,,,,8.9778,,
369,K01996,,0.618,,,,6.2244,,
370,K01997,,0.6151265518471574,,,,27.8513,,
371,K01999,,0.5595586351397532,,,,14.5342,,
372,K02001,,0.6559999999999999,,,,1.8971,,
373,K02004,,0.5980027915861463,,0.5536976146855721,,274.7695,,9.395299999999999
374,K02012,,0.621,,,,7.2471,,
375,K02015,,0.6514649830909245,,,,11.334399999999999,,
376,K02019,,0.644,,,,4.4344,,
377,K02020,,0.635574929313764,,,,25.567500000000003,,
378,K02025,,0.62,,,,7.5726,,
379,K02029,,0.63,,,,4.0932,,
380,K02030,,0.5824225875546931,,,,5.2918,,
381,K02032,,0.612,,,,4.9261,,
382,K02033,,0.6219818724702199,,,,10.7666,,
383,K02034,,0.6625635779273588,,,,47.906000000000006,,
384,K02036,,0.6779999999999998,,,,7.0415,,
385,K02039,,0.580691593583333,,,,18.7955,,
386,K02040,,0.5983107460623197,,,,16.118299999999998,,
387,K02042,,0.498,,,,2.8145,,
388,K02044,,0.579,,,,5.7179,,
389,K02047,,0.667,,,,7.4749,,
390,K02049,,0.629,,,,9.0091,,
391,K02050,,0.6256903614845779,,,,50.2534,,
392,K02051,,0.581437477377483,,,,9.8385,,
393,K02066,,0.6018159614237968,,,,95.4632,,
394,K02067,,0.6238465868413156,,0.502,,40.4863,,5.5627
395,K02074,,0.6159261598026221,,,,10.1861,,
396,K02077,,0.5687988828279636,,,,10.991900000000001,,
397,K02078,,0.5916253707320587,,,,49.2004,,
398,K02106,,0.6547491314823665,,,,7.925,,
399,K02108,,0.61,,,,6.0482,,
400,K02109,,0.6940046690669859,,0.55,,10.0845,,4.3224
401,K02110,,0.659,,,,5.0119,,
402,K02111,,0.54,,,,4.7638,,
403,K02113,,0.6257932859761388,,,,32.9129,,
404,K02114,,0.6139346620910309,,0.561,,8.1582,,3.157
405,K02128,,,0.374,,,,11.2598,
406,K02160,,0.6345599191660899,,,,9.053,,
407,K02167,,0.7170000000000001,,,,4.0223,,
408,K02171,,0.5409601081715364,,,,17.7948,,
409,K02172,,0.5770000000000001,,,,3.5095,,
410,K02189,,0.639,,,,2.0823,,
411,K02194,,0.55,,,,2.5663,,
412,K02197,,0.6942411857377833,,,,10.8792,,
413,K02199,,0.6067374665455112,,,,24.733200000000004,,
414,K02200,,0.662,,0.545,,2.5947,,6.3802
415,K02221,,0.5820000000000001,,,,3.982,,
416,K02227,,0.5670000000000001,,,,2.5749,,
417,K02233,,0.6520000000000001,,,,3.6638,,
418,K02234,,0.544,,,,6.6787,,
419,K02238,,0.6638449958252861,,,,5.1639,,
420,K02257,,0.622172558657805,,,,43.615300000000005,,
421,K02258,,0.6289999999999999,,,,5.6445,,
422,K02259,,0.7378549826128366,,,,7.8251,,
423,K02261,,,0.303,,,,9.8331,
424,K02275,,0.6459999999999999,0.303,,,7.2414,9.8331,
425,K02276,,0.6422689170950834,0.318,,,17.415100000000002,11.3719,
426,K02277,,0.5720000000000001,,,,2.3552,,
427,K02278,,0.6395731350955373,,,,7.3142,,
428,K02279,,0.6458080966486522,,,,9.9992,,
429,K02283,,0.607,,,,8.958,,
430,K02300,,0.606,,,,3.4428,,
431,K02313,,0.6041440854725092,,,,49.604899999999994,,
432,K02314,,0.6321703990627046,,,,65.1887,,
433,K02316,,0.6001188438286269,,,,45.279199999999996,,
434,K02338,,0.6150522486847632,,,,52.741699999999994,,
435,K02339,,0.6220618865543422,,,,13.088,,
436,K02340,,0.7014566513745164,,,,10.6462,,
437,K02342,,0.6664583517973847,,,,16.9011,,
438,K02343,,0.6193671439609757,,,,22.116200000000003,,
439,K02346,,0.7170000000000001,,,,4.2855,,
440,K02356,,0.5939224758163267,,,,30.7401,,
441,K02357,,0.6102645547629455,,,,19.293,,
442,K02358,,0.679,,,,21.1118,,
443,K02372,,0.6151231478835336,,,,17.439899999999998,,
444,K02377,,0.6066143020631598,,,,11.2441,,
445,K02379,,0.624,,,,5.5707,,
446,K02386,,0.7020000000000001,,,,4.3027,,
447,K02387,,0.634,,,,4.0565,,
448,K02388,,0.647619976201062,,,,9.9861,,
449,K02393,,0.6204611038887816,,,,25.9078,,
450,K02396,,0.6559999999999999,,,,3.0124,,
451,K02406,,0.6169928604357499,,,,4.3626000000000005,,
452,K02409,,0.6560911243412707,,,,14.4182,,
453,K02410,,0.6211778733145701,,,,20.0356,,
454,K02411,,0.7140000000000001,,,,1.9356,,
455,K02413,,0.626,,,,7.3195,,
456,K02414,,,,0.622,,,,2.821
457,K02416,,0.648,,,,8.8435,,
458,K02420,,0.645,,,,2.1132,,
459,K02421,,0.66,,,,4.2667,,
460,K02426,,0.632,,,,5.1659,,
461,K02429,,0.541262352777738,,,,8.873899999999999,,
462,K02431,,0.531,,,,3.3235,,
463,K02435,,0.6573420683528917,,,,12.0347,,
464,K02437,,0.6283951587683203,,,,10.097199999999999,,
465,K02456,,0.615,,,,2.1887,,
466,K02457,,0.665,,,,3.1859,,
467,K02459,,0.7110733767774926,,,,10.4824,,
468,K02460,,0.6563137810125874,,,,7.6005,,
469,K02461,,0.75,,,,5.0146,,
470,K02462,,0.687,,,,1.9856,,
471,K02463,,0.696,,,,3.7957,,
472,K02477,,0.5437999445940025,,,,23.382,,
473,K02492,,0.6664207439936136,,,,10.4427,,
474,K02494,,0.6779999999999998,,,,4.5302,,
475,K02503,,0.6193386426361622,,,,8.172699999999999,,
476,K02510,,0.6230935085842906,,,,35.022800000000004,,
477,K02517,,0.6709999999999999,,,,3.3632,,
478,K02518,,0.6100962441893787,,,,11.4228,,
479,K02519,,0.5429564133921609,,,,9.17,,
480,K02520,,0.601840918788991,,,,63.3422,,
481,K02527,,0.6880253985521201,,,,15.395199999999999,,
482,K02536,,0.648,,,,5.9908,,
483,K02554,,0.647,,,,3.5929,,
484,K02556,,0.624,,,,2.4547,,
485,K02575,,0.6500000000000001,,,,11.6442,,
486,K02600,,0.648028315467409,,,,86.62020000000001,,
487,K02601,,0.6328431305992349,,,,21.292,,
488,K02609,,0.5960392779425605,,,,17.7407,,
489,K02610,,0.6588160733231168,,,,13.5728,,
490,K02611,,0.556,,,,4.3043,,
491,K02612,,0.701,,,,6.55,,
492,K02614,,0.674,,,,4.2882,,
493,K02616,,0.672,,,,3.0503,,
494,K02626,,0.585367216030893,,,,20.284,,
495,K02638,,0.5255668233860915,,,,5.1825,,
496,K02650,,,,0.6409999999999999,,,,3.897
497,K02651,,0.5849009061400023,,,,10.1105,,
498,K02655,,0.6609999999999999,,,,2.4923,,
499,K02657,,0.597,,,,9.0019,,
500,K02658,,0.6529999999999999,,,,9.0019,,
501,K02659,,0.703,,,,4.4111,,
502,K02674,,0.6453905830949116,,,,5.785,,
503,K02676,,0.6409999999999999,,,,6.7685,,
504,K02687,,,,0.516,,,,3.4347
505,K02784,,0.6579999999999999,,,,6.58,,
506,K02806,,0.623,,,,5.5801,,
507,K02825,,0.57,,,,4.8542,,
508,K02834,,0.6016202723792717,,,,14.2274,,
509,K02838,,0.6234242101572529,,,,29.528200000000002,,
510,K02860,,0.708,,,,4.1279,,
511,K02863,,0.585,,,,4.3493,,
512,K02864,,0.6766161153510503,,,,12.6728,,
513,K02867,,0.6297797951765041,,,,43.265100000000004,,
514,K02871,,0.6027678327877422,,,,21.9945,,
515,K02874,,0.6495052744269609,,,,38.8432,,
516,K02876,,0.7443942441003664,,,,11.0774,,
517,K02878,,0.6626066356180078,,,,36.673,,
518,K02879,,0.6454413600071128,,,,36.0984,,
519,K02881,,0.6897183743061508,,,,33.569900000000004,,
520,K02884,,0.604693968453031,,,,7.601100000000001,,
521,K02886,,0.6832134369029238,,,,74.8309,,
522,K02887,,0.6406289239922754,,,,12.6118,,
523,K02888,,0.6494515098388237,,,,12.0286,,
524,K02890,,0.6464176556272867,,,,45.822500000000005,,
525,K02892,,0.6064668630619305,,,,45.681400000000004,,
526,K02895,,0.6221291751488194,,,,40.298700000000004,,
527,K02897,,0.6347524948521291,,,,29.207900000000002,,
528,K02899,,0.605,,,,2.2365,,
529,K02902,,0.6453514931438016,,,,23.028799999999997,,
530,K02906,,0.6450891286370457,,,,38.6231,,
531,K02907,,0.6409762262580242,,,,24.167899999999996,,
532,K02909,,0.6098101928656131,,,,27.6,,
533,K02911,,0.6,,,,4.7233,,
534,K02913,,0.601,,,,5.7762,,
535,K02914,,0.6491129769965472,,,,6.5579,,
536,K02916,,0.6066119841992679,,0.531,,21.6281,,4.4489
537,K02919,,0.5947096088652026,,,,10.596,,
538,K02931,,0.638195210324886,,,,79.4163,,
539,K02933,,0.6350372352249796,,,,17.4494,,
540,K02935,,0.6372775196857128,,,,42.4413,,
541,K02939,,0.6931483072920326,,,,19.0131,,
542,K02945,,0.6162707310445374,,,,105.01429999999999,,
543,K02946,,0.6209107938906755,,,,63.9243,,
544,K02948,,0.6467611053319016,,,,20.1304,,
545,K02950,,0.663711483539422,,,,56.8797,,
546,K02952,,0.6196236937104732,,,,46.3865,,
547,K02954,,0.6559510310757732,,,,13.692,,
548,K02956,,0.5730797023868017,,,,22.9027,,
549,K02959,,0.6247429815349164,,,,12.862900000000002,,
550,K02961,,0.6500983456930975,,,,17.6397,,
