,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Polydnaviridae,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Polydnaviridae,gene_counts unclassified viruses,gene_countsUnclassified
85,K00331,,,0.5973923463774048,,,,,,,,101.55299999999998,,,,,
86,K00332,,,0.5897381359824525,,,,,,,,25.352200000000003,,,,,
87,K00334,,,0.5926137536689021,,,,,,,,40.996,,,,,
88,K00337,,,0.5489521005066014,,,,,,,,24.680300000000003,,,,,
89,K00338,,,0.6148559401337171,,,,,,,,78.83980000000001,,,,,
90,K00339,,,0.5861773171036724,,,,,,,,63.25020000000001,,,,,
91,K00340,,,0.572941149583669,,,,,,,,77.55969999999999,,,,,
92,K00341,,,0.5916123552311532,,0.266,,,,,,32.47,,8.0501,,,
93,K00343,,,0.5974325939078031,,0.23700000000000002,,,,,,36.0134,,7.5963,,,
94,K00344,,,0.6126037571399261,,,,,,,,42.299600000000005,,,,,
95,K00363,,,0.647,,,,,,,,7.9304,,,,,
96,K00365,,,0.555,,,,,,,,7.202,,,,,
97,K00375,,,0.5990592392016594,,,,,,,,15.602,,,,,
98,K00382,,,0.5845960130058985,,,,,,,,15.459399999999999,,,,,
99,K00384,,,0.6324310484290137,,,,,,,,30.2916,,,,,
100,K00389,,,0.5901972221575753,,,,,0.565,,,37.9677,,,,,1.8912
101,K00390,,,0.6504580898630906,,,,,,,,40.1875,,,,,
102,K00406,,,0.6265206717900735,,,,,,,,6.5792,,,,,
103,K00407,,,0.5820000000000001,,,,,,,,4.5217,,,,,
104,K00411,,,0.6530711317150918,,,,,,,,26.3384,,,,,
105,K00412,,,0.5940219676009133,,0.2841837294463967,,,,,,34.7858,,21.3285,,,
106,K00413,,,0.5817377337275991,,,,,,,,28.4008,,,,,
107,K00425,,,0.6112367977494256,,,,,,,,120.0359,,,,,
108,K00426,,,0.6277529430794495,,,,,0.709960432995169,,,85.17099999999998,,,,,4.537
109,K00428,,,0.616016285962968,,,,,,,,32.9892,,,,,
110,K00432,,,0.5916082942044962,,0.5720000000000001,,,,,,80.25250000000001,,3.6515,,,
111,K00433,,,0.5993919719554878,,,,,,,,184.69529999999997,,,,,
112,K00435,,,0.5711874810077362,,,,,,,,9.5714,,,,,
113,K00446,,,0.635,,,,,,,,7.1211,,,,,
114,K00448,,,0.5912560809052105,,,,,,,,18.1855,,,,,
115,K00449,,,0.6122317464099293,,,,,,,,32.548700000000004,,,,,
116,K00451,,,0.6387234990967348,,,,,,,,92.9785,,,,,
117,K00452,,,0.5797932194821085,,,,,,,,19.503,,,,,
118,K00453,,,0.5847981160405357,,,,,,,,45.2802,,,,,
119,K00456,,,0.5982006922293228,,,,,0.5429999999999999,,,15.5074,,,,,5.0174
120,K00457,,,0.6378448140525877,,,,,,,,82.6932,,,,,
121,K00459,,,0.675790828922714,,,,,,,,66.8646,,,,,
122,K00469,,,0.588407403418881,,,,,,,,24.2104,,,,,
123,K00479,,,0.618,,,,,,,,7.4275,,,,,
124,K00481,,,0.64,,,,,,,,6.8851,,,,,
125,K00496,,,0.563,,,,,,,,3.7265,,,,,
126,K00499,,,0.5479999999999999,,,,,,,,5.6943,,,,,
127,K00500,,,0.654,,,,,,,,7.8797,,,,,
128,K00507,,,0.625296088619869,,,,,,,,147.82169999999996,,,,,
129,K00518,,,0.64,,,,,,,,8.9065,,,,,
130,K00525,,,0.611018034148848,,,,,,,,68.64150000000001,,,,,
131,K00526,,,0.542,,,,,,,,5.5797,,,,,
132,K00528,,,0.681175540122004,,,,,,,,15.358799999999999,,,,,
133,K00537,,,0.608360578162598,,,,,,,,18.1596,,,,,
134,K00540,,,0.6488971490661305,,,,,,,,41.381400000000006,,,,,
135,K00547,,,0.63,,,,,,,,8.0194,,,,,
136,K00548,,,0.6101858499891367,,,,,,,,166.71170000000004,,,,,
137,K00549,,,0.6243748742212274,,,,,,,,184.6478,,,,,
138,K00554,,,0.6558119780115409,,,,,,,,75.1401,,,,,
139,K00558,,,0.5961743187051272,,,,,,,,18.477899999999998,,,,,
140,K00560,,,0.6084062913898057,,,,,,,,38.40560000000001,,,,,
141,K00563,,,0.5969337717814858,,,,,,,,5.6594,,,,,
142,K00564,,,0.7442688704174977,,,,,,,,8.7241,,,,,
143,K00566,,,0.6860594224387927,,,,,,,,38.017500000000005,,,,,
144,K00567,,,0.6300478648172263,,,,,,,,33.2754,,,,,
145,K00569,,,0.625,,,,,,,,4.8476,,,,,
146,K00570,,,0.6419304023080987,,,,,,,,22.7149,,,,,
147,K00571,,,0.6237651228056363,,,,,,,,11.5886,,,,,
148,K00573,,,0.6397751628260042,,,,,,,,48.7847,,,,,
149,K00574,,,0.6233036067979517,,,,,,,,74.7011,,,,,
150,K00575,,,0.6077594437844966,,,,,,,,25.8845,,,,,
151,K00588,,,0.6549805131467145,,,,,,,,28.670199999999998,,,,,
152,K00594,,,0.621,,,,,,,,4.7229,,,,,
153,K00595,,,0.6703892698958906,,,,,,,,10.415700000000001,,,,,
154,K00598,,,0.652216645083557,,,,,,,,22.916199999999996,,,,,
155,K00600,,,0.6286707228398245,,,,,,,,175.391,,,,,
156,K00602,,,0.6312047009659055,,,,,,,,140.7689,,,,,
157,K00604,,,0.6360913681272813,,,,,,,,20.6926,,,,,
158,K00605,,,0.6748431861963354,,,,,,,,17.5443,,,,,
159,K00606,,0.619,0.649349692581457,,,,,,,4.2313,65.1088,,,,,
160,K00609,,,0.6539653981791427,,,,,,,,45.5463,,,,,
161,K00611,,,0.6103224482362307,,,,,,,,9.8877,,,,,
162,K00615,,,0.6350712529496977,,,,,,,,74.97279999999999,,,,,
163,K00616,,,0.6264862336532697,,,,,,,,32.587700000000005,,,,,
164,K00619,,,0.6563562606392985,,,,,,,,9.6285,,,,,
165,K00620,,,0.6384599988932275,,,,,,,,30.9302,,,,,
166,K00626,,,0.6383862569871038,,,,,,,,183.96559999999997,,,,,
167,K00632,,,0.5820000000000001,,,,,,,,6.1139,,,,,
168,K00635,,,0.653947040367765,,,,,,,,54.55589999999999,,,,,
169,K00639,,,0.6421962422087211,,,,,,,,15.3185,,,,,
170,K00640,,,0.6158242846993702,,,,,,,,59.644800000000004,,,,,
171,K00641,,0.6940000000000001,0.6222016917379047,,,,,,,1.7734,172.59169999999997,,,,,
172,K00645,,,0.6615577236234245,,,,,,,,26.2224,,,,,
173,K00648,,,0.633343511739749,,,,,,,,21.2762,,,,,
174,K00652,,,0.6383030338858924,,,,,,,,14.249600000000001,,,,,
175,K00655,,,0.5999682418291294,,,,,,,,78.85910000000001,,,,,
176,K00657,,,0.6276619562871415,,,,,,,,23.9792,,,,,
177,K00661,,,0.591626933546306,,,,,,,,20.0839,,,,,
178,K00662,,,0.593,,,,,,,,3.5746,,,,,
179,K00663,,,0.6350093400213296,,,,,0.531,,,15.1497,,,,,5.1436
180,K00666,,,0.561,,,,,,,,6.3939,,,,,
181,K00673,,,0.617,,,,,,,,2.0044,,,,,
182,K00674,,,0.6540194343035615,,,,,,,,47.3358,,,,,
183,K00677,,,0.6319245169679836,,,,,,,,55.595200000000006,,,,,
184,K00681,,,0.6509999999999999,,,,,,,,5.8173,,,,,
185,K00682,,,0.674,,,,,0.679,,,2.3635,,,,,3.8362
186,K00683,,,0.61749600836616,,,,,,,,25.5504,,,,,
187,K00684,,,0.6466511242533919,,,,,,,,43.16630000000001,,,,,
188,K00688,,0.575,0.6027075144500357,,0.425,,,,,4.3901,264.14050000000003,,1.6599,,,
189,K00694,,,0.6282328113822773,,,,,,,,33.6035,,,,,
190,K00700,,,0.6100044549877772,,,,,,,,74.5222,,,,,
191,K00703,,,0.6059842975663855,,,,,,,,66.4799,,,,,
192,K00705,,,0.6367708600176238,,,,,,,,12.8808,,,,,
193,K00720,,,0.6094868354012256,,,,,,,,96.3493,,,,,
194,K00721,,,0.6162129420968917,,,,,,,,21.8938,,,,,
195,K00737,,,,,0.4429999999999999,,,,,,,,1.8706,,,
196,K00748,,,0.614365883337076,,,,,,,,36.63849999999999,,,,,
197,K00752,,,0.6659999999999999,,,,,,,,4.5029,,,,,
198,K00754,,,0.6221818150785468,,,,,,,,15.614,,,,,
199,K00756,,,0.585,,,,,,,,5.9866,,,,,
200,K00758,,,0.6559999999999999,,,,,,,,5.6361,,,,,
201,K00759,,,0.6259801181960392,,,,,,,,51.9396,,,,,
202,K00760,,,0.6006006160299222,,,,,,,,59.070499999999996,,,,,
203,K00761,,,0.73,,,,,,,,4.5607,,,,,
204,K00762,,,0.6627130034944719,,,,,,,,45.271300000000004,,,,,
205,K00763,,,0.6399956892881574,,,,,,,,35.4994,,,,,
206,K00764,,,0.6329498815224192,,,,,,,,134.9466,,,,,
207,K00765,,,0.6123384527303308,,,,,,,,49.88329999999999,,,,,
208,K00766,,,0.6645771366710927,,,,,,,,63.638000000000005,,,,,
209,K00767,,,0.6617284947087126,,,,,,,,12.371099999999998,,,,,
210,K00768,,,0.6549008377928451,,,,,,,,30.158900000000003,,,,,
211,K00772,,,0.6257751442363662,,,,,,,,23.2512,,,,,
212,K00773,,,0.6115724597798027,,,,,,,,37.2656,,,,,
213,K00782,,,0.654019787846234,,,,,,,,19.683500000000002,,,,,
214,K00783,,,0.627117788693658,,,,,0.647,,,41.2562,,,,,2.9486
215,K00784,,,0.6695383532586617,,,,,,,,20.082099999999997,,,,,
216,K00788,,,0.6261145660707639,,,,,,,,24.700100000000003,,,,,
217,K00789,,0.473,0.6384721610914579,,,,,,,2.919,254.7459000000001,,,,,
218,K00790,,,0.6404032864621663,,,,,,,,145.8862,,,,,
219,K00791,,,0.6700341290062977,,,,,,,,23.3681,,,,,
220,K00793,,,0.6308802549180914,,,,,,,,58.5265,,,,,
221,K00794,,0.544,0.6341067961453634,,,,,,,5.2604,86.02909999999999,,,,,
222,K00796,,,0.6632020592722456,,,,,,,,29.480400000000003,,,,,
223,K00797,,,0.593923943818962,,,,,,,,21.5508,,,,,
224,K00798,,,0.6460684662761105,,,,,,,,51.52880000000001,,,,,
225,K00799,,,0.6205692274374741,,,,,,,,243.96179999999998,,,,,
226,K00800,,,0.6490786714083917,,,,,,,,60.5381,,,,,
227,K00801,,,0.6185173173157272,,,,,,,,6.9483,,,,,
228,K00806,,,0.6358889136657393,,,,,,,,20.0348,,,,,
229,K00808,,,0.6160310113953066,,,,,,,,12.1278,,,,,
230,K00809,,,0.6116512904829725,,,,,,,,29.2513,,,,,
231,K00812,,,0.6490382210121063,,,,,,,,17.543,,,,,
232,K00817,,,0.5963425170637368,,,,,,,,29.4957,,,,,
233,K00819,,,0.6890000000000001,,,,,,,,8.7435,,,,,
234,K00820,,,0.6247092684313391,,,,,,,,174.60670000000002,,,,,
235,K00821,,,0.6509999999999998,,,,,,,,9.9482,,,,,
236,K00823,,,0.6570372589380148,,,,,,,,16.8074,,,,,
237,K00824,,,0.6579999999999999,,,,,,,,5.6186,,,,,
238,K00826,,,0.6506803275598508,,,,,,,,36.3767,,,,,
239,K00831,,,0.5885223668491125,,,,,,,,15.542000000000002,,,,,
240,K00845,,,0.6609999999999999,,,,,,,,8.7435,,,,,
241,K00848,,,0.6815983267990366,,,,,,,,8.641300000000001,,,,,
242,K00849,,,0.6700539078380016,,,,,,,,12.2024,,,,,
243,K00851,,,0.6301901602105352,,,,,,,,33.9477,,,,,
244,K00852,,,0.59817961204884,,,,,,,,10.6745,,,,,
245,K00853,,,0.69,,,,,,,,6.646,,,,,
246,K00854,,,0.7,,,,,,,,6.7965,,,,,
247,K00855,,,0.588185873117722,,,,,,,,7.546799999999999,,,,,
248,K00856,,,0.6089999999999999,,,,,,,,7.1935,,,,,
249,K00857,,,0.6184866898106857,,,,,,,,22.9618,,,,,
250,K00858,,,0.6285925397505594,,,,,,,,64.8197,,,,,
251,K00859,,,0.663995600738546,,,,,0.6357653463439815,,,46.8448,,,,,11.1176
252,K00864,,,0.6371433843503136,,,,,,,,12.8082,,,,,
253,K00865,,,0.7080617891885063,,,,,,,,18.131700000000002,,,,,
254,K00867,,,0.6071075982591908,,,,,,,,11.0592,,,,,
255,K00868,,,0.664,,,,,,,,2.377,,,,,
256,K00872,,,0.6492311552058387,,,,,,,,11.4745,,,,,
257,K00873,,,0.6385606077305206,,,,,,,,166.45959999999997,,,,,
258,K00874,,,0.616684951511987,,,,,,,,10.125,,,,,
259,K00876,,,0.5669370367862152,,,,,,,,5.289,,,,,
260,K00883,,,0.6064072234312959,,,,,,,,4.9761,,,,,
261,K00886,,,0.6114231767994918,,,,,,,,33.9662,,,,,
262,K00891,,,0.6483723882711397,,,,,,,,45.731300000000005,,,,,
263,K00899,,,0.622,,,,,,,,6.825,,,,,
264,K00903,,,0.5539999999999999,,,,,,,,6.6946,,,,,
265,K00912,,,0.6398352645335668,,,,,,,,37.61429999999999,,,,,
266,K00919,,,0.6353296879194709,,,,,,,,66.4404,,,,,
267,K00925,,,0.6171029572735385,,,,,,,,66.0478,,,,,
268,K00926,,,0.7071470513468742,,,,,,,,4.6955,,,,,
269,K00927,,,0.6398545609989107,,,,,,,,139.02200000000002,,,,,
270,K00930,,,0.6029682361488656,,,,,,,,19.105200000000004,,,,,
271,K00931,,,0.667,,,,,,,,7.4193,,,,,
272,K00936,,,0.6303073641817721,,,,,,,,39.492,,,,,
273,K00937,,,0.615437152380435,,,,,,,,49.837900000000005,,,,,
274,K00939,,,0.619366311888872,,,,,,,,55.994499999999995,,,,,
275,K00940,,,0.5820598374952721,,,,,,,,32.654199999999996,,,,,
276,K00941,,,0.5770000000000001,,,,,,,,7.9413,,,,,
277,K00942,,,0.6235026831490319,,,,,,,,40.596399999999996,,,,,
278,K00943,,,0.6311358053527848,,,,,,,,78.73539999999997,,,,,
279,K00945,,,0.6409317170881897,,,,,,,,115.97099999999999,,,,,
280,K00946,,,0.6549061348402838,,,,,,,,44.6854,,,,,
281,K00948,,,0.6250125671349337,,,,,,,,204.4434,,,,,
282,K00950,,,0.6352924118147767,,,,,,,,28.730800000000002,,,,,
283,K00954,,,0.598951180100127,,,,,,,,88.8991,,,,,
284,K00957,,,0.6194818086256235,,,,,,,,74.67670000000001,,,,,
285,K00958,,,0.645,,,,,,,,4.2662,,,,,
286,K00962,,,0.6168853625261671,,,,,,,,61.1898,,,,,
287,K00963,,,0.63687612223245,,,,,,,,50.815,,,,,
288,K00965,,,0.672,,,,,,,,4.7305,,,,,
289,K00969,,,0.6485523331358218,,,,,,,,50.3188,,,,,
290,K00970,,,0.6702225637099388,,,,,,,,15.0502,,,,,
291,K00971,,,0.6204446685856245,,,,,,,,100.559,,,,,
292,K00973,,,0.611624053360105,,,,,,,,43.594500000000004,,,,,
293,K00974,,,0.7040000000000001,,,,,,,,6.905,,,,,
294,K00975,,,0.5854136835830299,,,,,,,,75.0996,,,,,
295,K00978,,0.597,0.5864191597532947,,,,,,,2.1631,19.89,,,,,
296,K00979,,,0.6692045612153064,,,,,,,,14.042200000000001,,,,,
297,K00981,,,0.6388650449333529,,,,,,,,72.5796,,,,,
298,K00982,,,0.6824061219686599,,,,,,,,31.691199999999995,,,,,
299,K00986,,0.3229999999999999,0.5822342802205236,,,,,0.273,,23.6719,883.6696999999999,,,,,2.5349
300,K00989,,,0.6490397324713005,,,,,,,,44.8164,,,,,
301,K00990,,,0.6291680333899333,,,,,,,,100.2974,,,,,
302,K00991,,,0.649,,,,,,,,6.3102,,,,,
303,K00992,,,0.662,,,,,,,,3.2426,,,,,
304,K00995,,,0.6434795661841332,,,,,,,,17.8306,,,,,
305,K00997,,,0.6492915385495945,,,,,0.518,,,36.4603,,,,,2.4497
306,K01000,,,0.6112050013070869,,,,,,,,42.200900000000004,,,,,
307,K01003,,,0.616,,,,,,,,6.6285,,,,,
308,K01005,,,0.665695180095428,,,,,0.6663497678412804,,,70.3647,,,,,20.8366
309,K01006,,,0.623014801151736,,,,,,,,45.2903,,,,,
310,K01008,,,0.6435353994402081,,,,,,,,32.8341,,,,,
311,K01011,,,0.6502938929169819,,,,,,,,35.3962,,,,,
312,K01012,,,0.6186648277349227,,,,,,,,52.056100000000015,,,,,
313,K01023,,,0.5668494660737272,,,,,,,,7.6604,,,,,
314,K01026,,,0.602,,,,,,,,3.2586,,,,,
315,K01028,,,0.6233757859341437,,,,,,,,20.4684,,,,,
316,K01029,,,0.607177922823408,,,,,,,,40.935500000000005,,,,,
317,K01039,,,0.6570159441596957,,,,,,,,19.5988,,,,,
318,K01040,,,0.6626622462730982,,,,,,,,10.7744,,,,,
319,K01042,,,0.6212955019113325,,,,,,,,17.4539,,,,,
320,K01046,,,0.679,,,,,,,,1.4647,,,,,
321,K01051,,,0.6073563678429603,,,,,,,,16.7102,,,,,
322,K01053,,,0.6325131107547456,,,,,,,,17.551499999999997,,,,,
323,K01055,,,0.637,,,,,,,,5.1583,,,,,
324,K01056,,,0.6319460988216165,,,,,,,,99.4075,,,,,
325,K01057,,,0.6462910155033555,,,,,,,,43.7135,,,,,
326,K01060,,,0.725,,,,,,,,2.9861,,,,,
327,K01061,,,0.6238535550578163,,,,,0.601,,,241.22029999999998,,,,,4.0876
328,K01066,,,0.637,,,,,,,,3.3593,,,,,
329,K01068,,,0.5853515210839989,,,,,,,,7.507099999999999,,,,,
330,K01069,,,0.6621097687472632,,,,,,,,25.630800000000004,,,,,
331,K01070,,,0.6372305832484694,,,,,,,,25.2701,,,,,
332,K01071,,,0.6212595539864821,,,,,,,,15.3916,,,,,
333,K01075,,,0.5913219397742869,,,,,,,,9.612200000000001,,,,,
334,K01079,,,0.5886328647218586,,,,,,,,7.8355,,,,,
335,K01082,,,0.6418321337860244,,,,,,,,11.7225,,,,,
336,K01091,,,0.5904195500829941,,,,,,,,30.538199999999996,,,,,
337,K01092,,,0.6386888827398497,,,,,,,,23.8037,,,,,
338,K01095,,,0.6204652133600355,,,,,,,,47.1819,,,,,
339,K01104,,,0.6823167548988911,,,,,,,,10.8245,,,,,
340,K01113,,,0.6321026440671146,,,,,,,,22.746499999999997,,,,,
341,K01114,,,0.605097754632613,,,,,,,,166.46379999999996,,,,,
342,K01115,,,0.703,,,,,,,,5.1243,,,,,
343,K01118,,,0.6006827869370253,,,,,,,,94.37460000000002,,,,,
344,K01126,,,0.5988020229743941,,,,,,,,28.895200000000003,,,,,
345,K01129,,,0.619091267892304,,,,,,,,76.4153,,,,,
346,K01139,,,0.563,,,,,,,,5.9372,,,,,
347,K01151,,,0.6131805804782813,,,,,,,,23.32,,,,,
348,K01153,,,0.5839355141765716,,,,,,,,6.2146,,,,,
349,K01154,,,0.49699999999999994,,,,,,,,2.9318,,,,,
350,K01156,,,0.642,,,,,,,,2.3924,,,,,
351,K01159,,,0.629660059682985,,,,,0.6686059266715553,,,50.0378,,,,,8.2586
352,K01160,,,0.481,,,,,,,,2.3516,,,,,
353,K01166,,,0.6284112099726531,,,,,,,,14.761299999999999,,,,,
354,K01176,,,0.6056375552065858,,,,,,,,17.1074,,,,,
355,K01178,,,0.6259265576545545,,,,,,,,22.4821,,,,,
356,K01179,,,0.5379313835398507,,,,,0.5589999999999999,,,13.292300000000001,,,,,3.9003
357,K01181,,,0.6580666202991815,,,,,0.539,,,13.9703,,,,,7.4896
358,K01183,,,0.5819303774124353,,,,,,,,17.5944,,,,,
359,K01185,,,0.6224127019479999,,,,,,,,17.7888,,,,,
360,K01187,,,0.6840000000000002,,,,,,,,7.8385,,,,,
361,K01190,,,0.585840622428435,,,,,,,,11.9801,,,,,
362,K01191,,,0.635,,,,,,,,8.3151,,,,,
363,K01194,,,0.6073809713294848,,,,,,,,33.3278,,,,,
364,K01200,,,0.5760000000000001,,,,,,,,8.5992,,,,,
365,K01201,,,0.5991363772726563,,,,,,,,8.7889,,,,,
366,K01206,,,0.58516957494926,,,,,,,,131.6641,,,,,
367,K01207,,,0.6413801198682428,,,,,,,,12.1267,,,,,
368,K01209,,,0.5948249417436511,,,,,,,,80.8515,,,,,
369,K01210,,,0.627,,,,,,,,4.5408,,,,,
370,K01218,,,0.6042295091329892,,,,,,,,35.9506,,,,,
371,K01224,,,0.675,,,,,,,,5.2904,,,,,
372,K01235,,,0.575,,,,,,,,3.1791,,,,,
373,K01236,,,0.6559999999999999,,,,,,,,7.1506,,,,,
374,K01239,,,0.6073416200999718,,,,,,,,85.14520000000003,,,,,
375,K01241,,,0.6295331812660189,,,,,,,,14.351899999999997,,,,,
376,K01246,,0.5710000000000001,0.6175845642526243,,,,,,,2.6388,55.057,,,,,
377,K01247,,,0.6712749815084866,,,,,,,,28.079300000000003,,,,,
378,K01251,,,0.6201342109914,,,,,,,,284.2586,,,,,
379,K01255,,,0.6592204361587637,,,,,,,,14.1386,,,,,
380,K01256,,,0.6430500761833107,,,,,,,,15.3368,,,,,
381,K01258,,,0.6884354332073784,,,,,,,,12.3769,,,,,
382,K01259,,,0.6105732719334918,,,,,,,,52.5354,,,,,
383,K01262,,,0.608,,,,,,,,6.6874,,,,,
384,K01265,,,0.6332108225589687,,,,,,,,126.18,,,,,
385,K01266,,,0.6468377669617007,,,,,,,,50.7506,,,,,
386,K01271,,,0.6331791242417817,,,,,,,,24.0402,,,,,
387,K01273,,,0.598759627526174,,,,,,,,97.89590000000001,,,,,
388,K01278,,,0.6679999999999999,,,,,,,,7.9614,,,,,
389,K01283,,,0.5930418013302043,,,,,,,,23.281,,,,,
390,K01284,,,0.616,,,,,,,,7.4245,,,,,
391,K01286,,,0.612483132768836,,,,,,,,13.0579,,,,,
392,K01295,,,0.6521277352568531,,,,,,,,33.2175,,,,,
393,K01297,,,0.6285917094851731,,,,,,,,46.3685,,,,,
