,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Monodnaviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Monodnaviria,gene_countsUnclassified
38,K00145,,,0.6299926492705882,,,,,,,99.97639999999998,,,,
39,K00148,,,0.644,,,,,,,8.704,,,,
40,K00156,,,0.544,,,,,,,6.8568,,,,
41,K00162,,,0.5919300639019267,,,,,,,16.794,,,,
42,K00163,,,0.6146297042271287,,,,,,,378.65389999999996,,,,
43,K00169,,,0.619,,,,,,,5.7413,,,,
44,K00172,,,0.6376773971230834,,,,,,,14.726600000000001,,,,
45,K00174,,,0.6282363558638899,,,,,,,42.9588,,,,
46,K00175,,,0.6374627907883318,,,,,,,47.4584,,,,
47,K00176,,,0.5589999999999999,,,,,,,2.2516,,,,
48,K00180,,,0.6601935590307085,,,,,,,9.380700000000001,,,,
49,K00208,,,0.621824199588384,,,,,,,46.187400000000004,,,,
50,K00209,,,0.593,,,,,,,4.6741,,,,
51,K00215,,,0.6623702690795378,,,,,,,103.3727,,,,
52,K00217,,,0.649,,,,,,,3.9881,,,,
53,K00220,,,0.679,,,,,,,7.8744,,,,
54,K00228,,,0.6401820468206715,,0.539,,,,,63.549600000000005,,2.9605,,
55,K00231,,,0.60898394725666,,,,,,,27.1021,,,,
56,K00240,,,0.6141495853846334,,0.594,,,,,141.21569999999997,,6.3855,,
57,K00241,,,0.6218082563605563,,,,0.525,,,76.37379999999999,,,,3.3599
58,K00242,,,0.6337015446839352,,,,,,,26.6686,,,,
59,K00245,,,0.6167253500006112,,,,,,,19.147,,,,
60,K00247,,,0.5856758998526072,,,,,,,6.6897,,,,
61,K00249,,,0.6383603422577793,,,,,,,79.01039999999998,,,,
62,K00254,,,0.6343290315675197,,,,,,,52.16759999999999,,,,
63,K00259,,,0.6679999999999999,,,,,,,6.1327,,,,
64,K00273,,,0.6559999999999999,,,,,,,4.7577,,,,
65,K00275,,,0.6518773345350224,,,,,,,128.90050000000002,,,,
66,K00285,,,0.6459999999999999,,,,,,,9.1557,,,,
67,K00286,,,0.6498133707444648,,,,,,,140.2136,,,,
68,K00287,,,0.6431610701167437,,,,0.653,,,57.7558,,,,3.9134
69,K00297,,,0.6498564579275781,,,,,,,76.5076,,,,
70,K00299,,,0.665,,,,,,,6.1536,,,,
71,K00303,,,0.6297606454990289,,,,,,,17.3751,,,,
72,K00304,,,0.6673677615068523,,,,,,,23.1758,,,,
73,K00305,,,0.653,,,,0.715,,,3.5027,,,,4.178
74,K00311,,,0.5997418312617852,,,,,,,28.8993,,,,
75,K00320,,,0.604,,,,,,,7.3777,,,,
76,K00324,,,0.6490915963837861,,,,,,,13.6973,,,,
77,K00330,,,0.5750656669816543,,,,,,,125.74920000000002,,,,
78,K00331,,,0.6061798108753875,,,,,,,71.9711,,,,
79,K00332,,,0.6281417205815484,,,,,,,53.3984,,,,
80,K00334,,,0.6223822215170398,,,,,,,81.4607,,,,
81,K00338,,,0.6156040449580156,,,,,,,179.1489,,,,
82,K00339,,,0.6062279209169672,,,,,,,43.5192,,,,
83,K00340,,,0.5731964060241903,,,,,,,109.84710000000001,,,,
84,K00343,,,0.585558414514485,,,,,,,14.1052,,,,
85,K00344,,,0.5945236135133777,,,,,,,99.0471,,,,
86,K00363,,,0.6487893113362915,,,,,,,20.317,,,,
87,K00365,,,0.5525482501066977,,,,,,,11.1267,,,,
88,K00371,,,0.6353548067218114,,,,,,,12.937899999999999,,,,
89,K00375,,,0.6408443050375793,,,,,,,10.5025,,,,
90,K00381,,,0.606,,,,,,,7.1827,,,,
91,K00383,,,0.63,,,,,,,8.4732,,,,
92,K00384,,,0.6282268577007564,,,,,,,14.991,,,,
93,K00386,,,0.623,,,,,,,9.3718,,,,
94,K00389,,,0.5921421071263533,,,,0.565,,,49.5574,,,,5.341
95,K00390,,,0.6340687862084112,,,,,,,99.5016,,,,
96,K00406,,,0.6478236570246062,,,,,,,8.4151,,,,
97,K00407,,,0.545,,,,,,,6.2238,,,,
98,K00411,,,0.6285038749217727,,,,,,,46.35499999999999,,,,
99,K00412,,,0.604931263444825,,0.309,,,,,36.5468,,6.0947,,
100,K00413,,,0.6166622458618117,,,,,,,90.29020000000001,,,,
101,K00424,,,0.575,,,,,,,5.1459,,,,
102,K00425,,,0.6119712894882174,,,,,,,321.38050000000004,,,,
103,K00426,,,0.6235737917162857,,,,,,,261.2926999999999,,,,
104,K00428,,,0.6000892158879947,,,,,,,89.86430000000001,,,,
105,K00432,,,0.6031871678284155,,,,,,,75.3546,,,,
106,K00433,,,0.6137586199680244,,,,,,,98.3232,,,,
107,K00446,,,0.6292525411314122,,,,,,,30.607599999999998,,,,
108,K00448,,,0.6591531430370953,,,,,,,19.626399999999997,,,,
109,K00449,,,0.6387766568224545,,,,,,,32.85339999999999,,,,
110,K00450,,,0.6461253260843343,,0.6940000000000001,,,,,25.2405,,2.8309,,
111,K00451,,,0.6137097844240684,,,,,,,284.95529999999997,,,,
112,K00452,,,0.5932997498719244,,,,,,,35.698600000000006,,,,
113,K00453,,,0.6081246961798714,,,,0.6670000000000001,,,126.27710000000002,,,,3.0182
114,K00456,,,0.6158612147586572,,,,,,,12.8091,,,,
115,K00457,0.552,,0.5857404137201183,,,,,6.3791,,159.3465,,,,
116,K00459,,,0.6542576759742079,,,,,,,147.3328,,,,
117,K00463,,,,,0.528,,,,,,,2.9272,,
118,K00469,,,0.5428118553621134,,,,,,,5.5074,,,,
119,K00474,,,0.596,,,,,,,4.3981,,,,
120,K00477,,,0.6335682617819682,,,,,,,14.9683,,,,
121,K00507,,,0.6160649054015203,,,,,,,184.72289999999995,,,,
122,K00508,,,0.688,,,,,,,5.3101,,,,
123,K00518,,,0.655,,,,,,,4.1102,,,,
124,K00525,,,0.6161906430832925,,,,,,,175.97999999999996,,,,
125,K00526,,,0.591,,,,,,,25.6695,,,,
126,K00528,,,0.5852501152551052,,,,,,,25.4305,,,,
127,K00537,,,0.6103490947158895,,,,,,,23.1449,,,,
128,K00540,,,0.6364409175958343,,,,0.62,,,100.37979999999997,,,,3.0
129,K00544,,,0.645,,,,,,,7.5003,,,,
130,K00548,,,0.6365492579485269,,,,,,,172.2714,,,,
131,K00549,,,0.640084424570206,,,,0.642,,,404.4425999999999,,,,4.2542
132,K00554,,,0.6562801362614615,,,,,,,159.59760000000006,,,,
133,K00560,,,0.6292304840502634,,,,,,,68.71440000000001,,,,
134,K00564,,,0.6994803296796245,,,,,,,10.4941,,,,
135,K00566,,,0.6217515087248564,,,,,,,31.5334,,,,
136,K00567,,,0.6491270017110882,,,,,,,33.1058,,,,
137,K00570,,,0.6277933632584439,,,,,,,34.4824,,,,
138,K00573,,0.705,0.6311795307724883,,,,,,4.4875,166.9614,,,,
139,K00574,,,0.6169096575342884,,0.583,,,,,166.572,,2.3618,,
140,K00575,,,0.5755831364758709,,,,,,,36.877,,,,
141,K00577,,0.569,,,,,,,5.3449,,,,,
142,K00588,,,0.6067911298291495,,,,,,,54.6109,,,,
143,K00598,,,0.6555958664981337,,,,,,,23.418,,,,
144,K00600,,,0.6267879219190374,,,,,,,321.6486,,,,
145,K00602,,,0.6399703856571755,,,,,,,268.4894,,,,
146,K00604,,,0.6447953926889238,,,,,,,28.8983,,,,
147,K00605,,,0.598695527736275,,,,,,,32.2933,,,,
148,K00606,,0.703242050175775,0.642588640961119,,,,,,6.9944999999999995,210.36329999999998,,,,
149,K00609,,,0.6395373831597032,,,,,,,28.939299999999996,,,,
150,K00611,,,0.597,,,,,,,6.7444,,,,
151,K00612,,,0.6461545076454489,,,,,,,12.2541,,,,
152,K00613,,,0.5762574659036341,,,,,,,24.877,,,,
153,K00615,,,0.631548917807104,,,,,,,89.1813,,,,
154,K00616,,,0.5979357976189009,,,,,,,86.773,,,,
155,K00619,,,0.7140000000000001,,,,,,,4.3511,,,,
156,K00620,,,0.6520709973955491,,,,,,,115.9948,,,,
157,K00626,,,0.6511152114774112,,0.7170000000000002,,,,,392.49390000000005,,3.7417,,
158,K00635,,,0.6626953199513953,,,,,,,186.71220000000005,,,,
159,K00639,,,0.621,,,,,,,9.4459,,,,
160,K00640,,,0.6383482086636196,,,,,,,114.4125,,,,
161,K00641,,,0.6380350060639696,,,,,,,249.42999999999998,,,,
162,K00643,,,0.631,,,,,,,7.1822,,,,
163,K00645,,,0.6829607735285863,,,,,,,20.1263,,,,
164,K00648,,,0.6453904074265999,,,,,,,75.1674,,,,
165,K00655,,,0.6226910770589343,,,,,,,146.13750000000002,,,,
166,K00657,,,0.6165432851424496,,,,,,,45.9213,,,,
167,K00661,,,0.652539267045303,,,,,,,10.897300000000001,,,,
168,K00673,,,0.6617944755425064,,,,,,,10.5366,,,,
169,K00674,,,0.6563720409168172,,,,,,,47.6262,,,,
170,K00677,,,0.6044526228934732,,,,,,,88.3254,,,,
171,K00682,,,0.6416821940805656,,,,0.5890000000000001,,,17.8128,,,,5.0119
172,K00683,,,0.5746274426122776,,,,,,,27.1095,,,,
173,K00684,,,0.652547693706286,,,,,,,72.8606,,,,
174,K00688,,0.565,0.6186958965112656,,,,,,2.3805,369.04200000000014,,,,
175,K00694,,,0.6319999999999999,,,,,,,6.3415,,,,
176,K00700,,,0.5961317757409735,,,,,,,122.41300000000001,,,,
177,K00703,,,0.6149038569532698,,,,,,,159.13519999999997,,,,
178,K00705,,,0.6126543058150582,,,,,,,14.6637,,,,
179,K00720,,,0.5958377006465922,,,,,,,97.36550000000003,,,,
180,K00721,,,0.6173041519638748,,,,,,,35.775800000000004,,,,
181,K00728,,,0.638,,,,,,,3.7911,,,,
182,K00729,,,0.6086439495452249,,,,,,,11.2812,,,,
183,K00748,,,0.6312022480330683,,,,,,,80.1717,,,,
184,K00759,,,0.6265508240329128,,,,,,,119.2518,,,,
185,K00760,,,0.5979996293159385,,,,,,,80.3271,,,,
186,K00761,,,0.58,,,,,,,11.6537,,,,
187,K00762,,,0.6294050774294806,,,,,,,95.8656,,,,
188,K00763,,,0.6044017550616303,,,,,,,11.7155,,,,
189,K00764,,,0.6262346331335106,,,,,,,212.9637,,,,
190,K00765,,,0.6421825659524191,,,,,,,35.396899999999995,,,,
191,K00766,,,0.6658480568624495,,,,0.746,,,189.78290000000004,,,,4.701
192,K00767,,,0.6167263806165851,,,,,,,15.0508,,,,
193,K00768,,,0.6940649622752834,,,,,,,23.8675,,,,
194,K00769,,,0.6445141890053986,,,,,,,27.499499999999998,,,,
195,K00773,,,0.6481965847533193,,,,,,,66.4713,,,,
196,K00782,,,0.6711448079357553,,,,,,,16.9306,,,,
197,K00783,,,0.6258332078679955,,,,0.701,,,75.5318,,,,5.8223
198,K00784,,,0.6477470220204714,,,,,,,52.84910000000001,,,,
199,K00788,,,0.640399557232544,,,,,,,12.772200000000002,,,,
200,K00789,,,0.6327234051700588,,,,,,,451.8616999999999,,,,
201,K00790,,,0.6537743630221071,,,,,,,196.1428,,,,
202,K00791,,,0.64323753027513,,,,,,,25.514499999999998,,,,
203,K00793,,,0.6240421065621078,,,,,,,105.8683,,,,
204,K00794,,,0.63758059093211,,,,,,,144.89409999999998,,,,
205,K00796,,,0.6441297837361836,,,,,,,30.274900000000002,,,,
206,K00797,,,0.6277364354639852,,,,,,,69.1317,,,,
207,K00798,,,0.6555891913534864,,,,,,,180.9564,,,,
208,K00799,,,0.6249813148982548,,0.652,,,,,422.3771,,1.7618,,
209,K00800,,,0.657716582192332,,,,0.759,,,128.01080000000002,,,,6.2025
210,K00801,,,0.6890000000000001,,,,,,,3.666,,,,
211,K00808,,,0.6165882970851065,,,,,,,17.0708,,,,
212,K00809,,,0.6112547381335988,,,,,,,17.310299999999998,,,,
213,K00817,,,0.6568433779152134,,,,,,,13.98,,,,
214,K00820,,,0.6371395980288961,,,,,,,241.39270000000005,,,,
215,K00821,,,0.6890000000000001,,,,,,,5.3315,,,,
216,K00824,,,0.624,,,,,,,5.4939,,,,
217,K00826,,,0.6413997265041468,,,,,,,60.302499999999995,,,,
218,K00831,,,0.5991266847136424,,0.664,,,,,68.7702,,4.1843,,
219,K00848,,,0.57,,,,,,,5.2958,,,,
220,K00851,,,0.6133833971945554,,,,,,,90.1782,,,,
221,K00852,,,0.6603729351101991,,,,,,,17.6104,,,,
222,K00855,,,0.6118769913077597,,,,,,,32.3482,,,,
223,K00857,,,0.6494607108706905,,,,,,,46.179,,,,
224,K00858,,,0.6388538694834469,,0.706,,,,,157.3165,,4.2262,,
225,K00859,,,0.6435657771155101,,,,,,,155.89950000000002,,,,
226,K00860,,,0.632,,,,,,,4.6951,,,,
227,K00865,,,0.685712613619818,,,,,,,56.5332,,,,
228,K00867,,,0.5991127007424718,,,,,,,45.09630000000001,,,,
229,K00868,,,0.6458214813567567,,,,,,,12.578,,,,
230,K00872,,,0.603,,,,,,,8.4362,,,,
231,K00873,,,0.6410067574111158,,0.65,,,,,325.3527,,2.8197,,
232,K00876,,,0.62,,,,,,,4.3786,,,,
233,K00878,,,0.723,,,,,,,7.2002,,,,
234,K00883,,,0.6576137561099963,,,,,,,23.1663,,,,
235,K00886,,,0.6179164011714529,,,,,,,35.8191,,,,
236,K00887,,,0.48999999999999994,,,,,,,1.9804,,,,
237,K00891,,,0.6312069720454475,,,,0.59,,,38.76049999999999,,,,9.2323
238,K00899,,,0.589792068667133,,,,,,,19.8866,,,,
239,K00903,,,0.597,,,,,,,7.0552,,,,
240,K00906,,,0.599,,,,,,,10.5233,,,,
241,K00912,,,0.6422513340080801,,,,,,,108.6783,,,,
242,K00919,,,0.6410195714053935,,,,,,,100.14489999999999,,,,
243,K00925,,,0.6369370204014375,,,,,,,86.4613,,,,
244,K00926,,,0.6695976192307888,,,,,,,16.8349,,,,
245,K00927,,0.565,0.6479179011567892,,0.664,,,,2.81,255.3926,,3.5645,,
246,K00930,,,0.641269437990145,,,,,,,63.6099,,,,
247,K00931,,,0.666135573799111,,,,,,,17.9844,,,,
248,K00936,,,0.5745319635776942,,,,,,,57.6192,,,,
249,K00937,,,0.6352318774320493,,,,,,,108.97039999999997,,,,
250,K00939,,,0.634849486146492,,,,,,,89.738,,,,
251,K00940,,,0.607951466384958,,,,,,,65.5539,,,,
252,K00942,,,0.6412726739941101,,,,,,,36.443799999999996,,,,
253,K00943,,,0.658288659852603,,,,,,,83.05900000000001,,,,
254,K00945,,,0.6674976298719754,,,,0.6366583075730629,,,129.3588,,,,9.032599999999999
255,K00946,,,0.6696429159261963,,,,,,,76.7719,,,,
256,K00947,,,0.665,,,,,,,7.7234,,,,
257,K00948,,,0.6238637394324739,,,,,,,332.59379999999993,,,,
258,K00949,,,0.737,,,,,,,4.2752,,,,
259,K00950,,,0.648307617006079,,,,,,,105.48119999999999,,,,
260,K00952,,,0.655,,,,,,,4.3825,,,,
261,K00954,,,0.610211732653957,,,,,,,173.7087,,,,
262,K00956,,,0.628,,,,,,,5.1622,,,,
263,K00957,,,0.6178309960471672,,,,,,,83.7124,,,,
264,K00958,,,0.535,,,,,,,2.1581,,,,
265,K00962,,,0.6354234136566184,,,,,,,75.8672,,,,
266,K00963,,,0.6196552942856494,,,,,,,41.0962,,,,
267,K00969,,,0.6521995185001971,,,,,,,53.1897,,,,
268,K00971,,,0.6322488619293606,,,,,,,177.58729999999997,,,,
269,K00973,,,0.5938319521091145,,,,,,,38.411199999999994,,,,
270,K00974,,,0.703,,,,,,,4.8669,,,,
271,K00975,,,0.5843347958066609,,,,,,,80.00529999999999,,,,
272,K00978,,,0.5957717121064317,,,,,,,28.085099999999997,,,,
273,K00979,,,0.6695050717497198,,,,,,,14.7111,,,,
274,K00981,,,0.6263663357565553,,,,,,,127.8848,,,,
275,K00982,,,0.656584390435978,,,,,,,35.1054,,,,
276,K00986,0.53,,0.5901787477703914,,,,,3.0422,,2239.1005999999998,,,,
277,K00989,,,0.6577177953264652,,,,,,,88.57330000000002,,,,
278,K00990,,,0.6235911282849509,,,,,,,126.7748,,,,
279,K00992,,,0.5847320498142158,,,,,,,9.247399999999999,,,,
280,K00995,,,0.6419784090183863,,,,,,,9.856300000000001,,,,
281,K00997,,,0.6492736037680401,,,,,,,45.5384,,,,
282,K01000,,,0.6119730341692565,,,,,,,104.116,,,,
283,K01004,,,0.677,,,,,,,3.7585,,,,
284,K01005,,,0.6478695117563987,,,,0.6361138596668791,,,108.71069999999999,,,,15.0152
285,K01006,,,0.6526011464527015,,,,,,,71.45439999999999,,,,
286,K01008,,,0.6323164249551506,,,,,,,112.61690000000002,,,,
287,K01011,,,0.5768058013246771,,,,,,,12.0277,,,,
288,K01012,,,0.6368766924508341,,,,,,,41.585800000000006,,,,
289,K01026,,,0.6829999999999999,,,,,,,5.3268,,,,
290,K01029,,,0.6480000000000001,,,,,,,5.9803,,,,
291,K01035,,,0.6480000000000001,,,,,,,5.9803,,,,
292,K01039,,,0.6596425945231291,,,,,,,34.6386,,,,
293,K01040,,,0.6797409959112221,,,,,,,26.218200000000003,,,,
294,K01042,,,0.6564067511923245,,,,,,,63.0508,,,,
295,K01046,,,0.661123320811913,,,,,,,29.3955,,,,
296,K01048,,,0.643,,,,,,,12.3305,,,,
297,K01051,,,0.6496127707375827,,,,,,,4.9376999999999995,,,,
298,K01053,,,0.551,,,,,,,2.5354,,,,
299,K01054,,,0.6691181768645685,,,,,,,8.674199999999999,,,,
300,K01055,,,0.6872559777208159,,,,,,,32.360600000000005,,,,
301,K01056,,,0.6254919988258605,,,,,,,127.9196,,,,
302,K01057,,,0.6359991840199548,,0.547,,,,,79.7134,,1.9339,,
303,K01060,,,0.619751073358686,,,,,,,7.5667,,,,
304,K01061,,,0.6313715299560047,,,,,,,326.01229999999987,,,,
305,K01066,,,0.6759584274666127,,,,,,,14.7245,,,,
306,K01069,,,0.6352281927291753,,,,,,,72.98160000000001,,,,
307,K01070,,,0.6152840523174445,,,,,,,36.8782,,,,
308,K01075,,,0.596,,,,,,,18.4989,,,,
309,K01077,,,0.638610149020516,,,,,,,12.0378,,,,
310,K01079,,,0.6811077049112552,,,,,,,13.1339,,,,
311,K01087,,,0.665,,,,,,,3.8966,,,,
312,K01091,,,0.6558271533193423,,,,,,,40.764,,,,
313,K01092,,,0.6160458103895244,,,,,,,57.26139999999999,,,,
314,K01095,,,0.6046709895830623,,,,,,,47.51870000000001,,,,
315,K01104,,,0.605116067493237,,,,,,,45.8305,,,,
316,K01114,,,0.6088002844314024,,,,,,,63.8097,,,,
317,K01115,,,0.6686425821871064,,,,,,,8.2573,,,,
318,K01118,,,0.60983163798699,,,,,,,175.57829999999998,,,,
319,K01126,,,0.6450329692006591,,,,,,,54.56770000000001,,,,
320,K01129,,,0.5988968253202522,,,,,,,79.4176,,,,
321,K01142,,,0.6273920676946447,,,,,,,16.9979,,,,
322,K01151,,,0.6277664437166738,,,,,,,61.0308,,,,
323,K01153,,,0.6497457253911567,,,,,,,8.5002,,,,
324,K01155,,,0.487,,,,,,,2.5499,,,,
325,K01159,,,0.663079075863208,,,,0.7097764413356831,,,199.0479,,,,20.4248
326,K01160,,,0.6487222311471901,,,,,,,5.6867,,,,
327,K01166,,,0.672,,,,,,,3.8271,,,,
328,K01167,,,0.569,,,,,,,10.8829,,,,
329,K01173,,,0.6100757000832228,,,,,,,6.3529,,,,
330,K01174,,,0.5474175525329638,,,,,,,5.9833,,,,
331,K01178,,,0.6076910065381682,,,,,,,25.5032,,,,
332,K01179,,,0.5730010578919097,,,,,,,14.9833,,,,
333,K01181,,,0.5950188722874301,,,,,,,24.0869,,,,
334,K01183,,,0.5932894167771847,,,,,,,8.4047,,,,
335,K01185,,,0.5374617162346537,,,,0.664,,,9.7976,,,,2.5373
336,K01194,,,0.636,,,,,,,4.6227,,,,
337,K01206,,,0.572830612032019,,,,,,,73.16920000000002,,,,
338,K01207,,,0.6547150425531358,,,,,,,36.2224,,,,
339,K01209,,,0.5814067149187038,,,,,,,19.9302,,,,
340,K01218,,,0.588,,,,,,,4.2986,,,,
341,K01228,,,,,0.44399999999999995,,,,,,,2.5983,,
342,K01233,,,0.637,,,,,,,3.3955,,,,
343,K01236,,,0.617,,,,,,,5.9457,,,,
344,K01239,,,0.5943919608096473,,,,,,,169.04659999999996,,,,
345,K01241,,,0.6168551074697464,,,,,,,13.6157,,,,
346,K01243,,,0.618,,,,,,,4.4168,,,,
347,K01246,,,0.6018964652995525,,,,,,,196.1048,,,,
348,K01247,,,0.6359859129689537,,,,,,,55.964999999999996,,,,
349,K01251,,,0.6221388578237047,,,,,,,390.04940000000005,,,,
350,K01258,,,0.6372966339027635,,,,,,,18.5259,,,,
351,K01259,,,0.6455792476817448,,,,,,,44.134299999999996,,,,
352,K01262,,,0.6940000000000001,,,,,,,8.4235,,,,
353,K01265,,,0.6318896691536987,,,,,,,148.46720000000002,,,,
354,K01266,,,0.6546006664776536,,,,,,,134.39589999999995,,,,
355,K01271,,,0.6027570871432026,,,,,,,8.8167,,,,
356,K01273,,,0.6057828610122173,,,,,,,167.7809,,,,
357,K01283,,,0.6090177828525875,,,,,,,66.78989999999999,,,,
358,K01284,,,0.593,,,,,,,5.6626,,,,
359,K01286,,,0.5833660934933969,,,,,,,16.295099999999998,,,,
360,K01295,,,0.6340719105855624,,,,,,,23.6967,,,,
361,K01297,,,0.6096113753092628,,,,,,,82.3454,,,,
362,K01299,,,0.6327777470696554,,,,,,,36.9459,,,,
363,K01302,,,0.603,,,,,,,4.1752,,,,
364,K01303,,,0.5969841487975579,,,,,,,11.8723,,,,
365,K01304,,,0.6945624197187978,,,,,,,15.9617,,,,
366,K01356,,,0.6136916815723726,,,,,,,84.2025,,,,
367,K01358,,,0.6082849477476622,,,,,,,299.15619999999996,,,,
368,K01372,,,0.632,,,,,,,3.3747,,,,
369,K01406,,,0.652918103634975,,,,,,,27.4921,,,,
370,K01409,,,0.6543628967419135,,,,,,,187.1946,,,,
371,K01419,,,0.6226354330256414,,,,,,,119.02149999999999,,,,
372,K01420,,,0.637830440713027,,,,,,,11.773599999999998,,,,
373,K01423,,,0.6167966609725006,,,,,,,22.0483,,,,
374,K01424,,,0.612540876515505,,,,,,,39.179399999999994,,,,
375,K01425,,,0.602,,,,,,,4.5031,,,,
376,K01426,,,0.6402213575101222,,,,,,,116.66540000000002,,,,
377,K01428,,,0.647,,,,,,,5.9968,,,,
378,K01429,,,0.6627997849821451,,,,,,,43.825,,,,
379,K01430,,,0.594,,,,,,,4.2142,,,,
380,K01432,,,0.6354696748288721,,,,,,,32.7639,,,,
381,K01433,,,0.5701878077064347,,,,,,,27.3504,,,,
382,K01439,,,0.643,,,,,,,5.9163,,,,
383,K01443,,,0.62944293690415,,,,,,,88.1106,,,,
384,K01444,,,0.711,,,,,,,4.9368,,,,
385,K01447,,,0.6535940786115734,,,,,,,62.390100000000004,,,,
386,K01448,,,0.6208117820304536,,,,0.6713541319154491,,,285.2985000000001,,,,8.5632
387,K01449,,,0.623,,,,,,,3.5833,,,,
388,K01455,,,0.6309014011728983,,,,,,,33.1841,,,,
389,K01457,,,0.6551981995557118,,,,,,,8.5439,,,,
390,K01458,,,0.6741179749502638,,,,,,,24.879299999999997,,,,
391,K01459,,,0.5930961496309559,,,,,,,12.602699999999999,,,,
392,K01462,,,0.6241376632504589,,,,,,,208.308,,,,
393,K01463,,,0.5791399668975101,,,,,,,8.0204,,,,
394,K01464,,,0.6326451379056893,,,,,,,17.2711,,,,
395,K01465,,,0.715,,,,,,,4.7641,,,,
396,K01468,,,0.6509999999999999,,,,,,,3.7478,,,,
397,K01470,,0.698,0.621173759796263,,,,,,6.6254,92.62049999999998,,,,
398,K01476,,,0.5974219474623614,,,,,,,15.3407,,,,
399,K01477,,,0.6263786345853222,,,,,,,25.3305,,,,
400,K01478,,,0.5972678975989565,,,,,,,36.0897,,,,
401,K01480,,,0.586,,,,,,,4.4779,,,,
402,K01482,,,0.5886295355926442,,,,,,,13.6028,,,,
403,K01483,,,0.6698439053546389,,0.6440309872063211,,,,,8.7137,,10.2057,,
404,K01484,,,0.6732086645987582,,,,,,,19.887,,,,
405,K01485,,,0.6529412333555491,,,,,,,43.944700000000005,,,,
406,K01487,,,0.638,,,,,,,5.665,,,,
407,K01488,,,0.5871416447518798,,,,,,,53.58819999999999,,,,
408,K01489,,,0.6161058804987417,,,,,,,57.67700000000001,,,,
409,K01493,,,0.57,,,,,,,3.5902,,,,
410,K01494,,,0.5837996822276579,,,,,,,99.97340000000001,,,,
411,K01495,,,0.609586826041328,,,,,,,176.12380000000002,,,,
412,K01496,,,0.6698339913060831,,,,,,,7.930400000000001,,,,
413,K01497,,,0.6283292553093796,,,,,,,106.9059,,,,
414,K01501,,,0.6637015382560895,,,,,,,13.6079,,,,
415,K01507,,,0.5993700960540167,,,,,,,138.4669,,,,
416,K01512,,,0.6734402458306563,,,,,,,22.642300000000002,,,,
417,K01515,,,0.6248829090924337,,,,,,,60.379900000000006,,,,
