,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_countsUnclassified
72,K00615,,,0.6478220114140447,,,,,26.0893,,
73,K00616,,,0.634,,,,,4.5165,,
74,K00620,,,0.6622774594131867,,,,,7.6697,,
75,K00626,,,0.6503994862436135,,,,,31.1258,,
76,K00635,,,0.6378549253282544,,,,,90.0379,,
77,K00640,,,0.65,,,,,4.4412,,
78,K00641,,,0.6504839699476753,,,,,57.147400000000005,,
79,K00655,,,0.706,,,,,3.7895,,
80,K00661,,,0.628,,,,,3.2574,,
81,K00674,,,0.6654535127638151,,,,,28.6199,,
82,K00677,,,0.5910651387618192,,,,,13.654900000000001,,
83,K00684,,,0.6567984894153932,,,,,11.4128,,
84,K00688,,,0.5986028008175291,,,,,126.26780000000001,,
85,K00700,,,0.568,,,,,5.046,,
86,K00703,,,0.5903215001558003,,,,,15.3507,,
87,K00720,,,0.584492445368255,,,,,5.5664,,
88,K00748,,,0.522,,,,,2.0265,,
89,K00759,,,0.601,,,,,7.0637,,
90,K00762,,,0.607,,,,,4.2097,,
91,K00763,,,0.5579999999999999,,,,,2.2826,,
92,K00764,,,0.6237157959167019,,,,,58.79859999999999,,
93,K00766,,,0.6715808719516498,,,,,12.7277,,
94,K00768,,,0.755,,,,,6.9249,,
95,K00769,,,0.63,,,,,5.705,,
96,K00783,,,0.6559999999999999,,,,,4.1702,,
97,K00784,,,0.6068893122249228,,,,,6.9097,,
98,K00789,,,0.6144273819855403,,,,,44.2521,,
99,K00790,,,0.6172106266089483,,,,,10.9495,,
100,K00791,,,0.601,,,,,3.4265,,
101,K00793,,,0.649,,,,,5.7592,,
102,K00794,,,0.667,,0.547,,,2.109,,4.7948
103,K00797,,,0.5798548360274478,,,,,19.1096,,
104,K00798,,,0.62,,,,,3.6319,,
105,K00799,,,0.5963052665150037,,,,,135.8477,,
106,K00800,,,0.6700000000000002,,,,,3.0133,,
107,K00805,,,0.685,,,,,5.1942,,
108,K00820,,,0.6510857176302846,,,,,39.849900000000005,,
109,K00826,,,0.616,,,,,4.1396,,
110,K00831,,,0.568,,,,,4.2762,,
111,K00851,,,0.603448322014951,,,,,6.9188,,
112,K00857,,,0.5879246644470207,,,,,11.61,,
113,K00858,,,0.6367598463104504,,,,,25.935,,
114,K00859,,,0.5994077277350597,,0.603,,,20.709600000000002,,2.5189
115,K00865,,,0.779,,,,,4.2264,,
116,K00873,,,0.6173067708284145,,,,,45.2497,,
117,K00878,,,,,0.59,,,,,5.9704
118,K00891,,,0.63,,,,,4.0142,,
119,K00899,,,0.516,,,,,4.7191,,
120,K00912,,,0.6447954854714707,,,,,9.888300000000001,,
121,K00919,,,0.6710515143320713,,,,,6.3254,,
122,K00925,,,0.6219253812732681,,,,,20.0713,,
123,K00927,,,0.5874635096057285,,,,,23.609699999999997,,
124,K00936,,,0.5954599098842716,,,,,7.8871,,
125,K00937,,,0.596,,,,,5.322,,
126,K00940,,,0.608,,,,,2.8613,,
127,K00943,,,0.6642598879036348,,,,,15.6754,,
128,K00945,,,0.6419711004041119,,,,,16.2541,,
129,K00946,,,0.618,,,,,4.5482,,
130,K00948,,,0.6464077288315129,,,,,65.605,,
131,K00950,,,0.64,,,,,2.362,,
132,K00954,,,0.568487533349944,,,,,16.7335,,
133,K00957,,,0.6890000000000001,,,,,8.0869,,
134,K00969,,,0.594049630588354,,,,,18.2857,,
135,K00971,,,0.5805430799478225,,,,,7.3856,,
136,K00973,,,0.608,,,,,1.992,,
137,K00975,,,0.5977131126545194,,,,,32.8503,,
138,K00979,,,0.5579999999999999,,,,,3.1542,,
139,K00981,,,0.6096184760517938,,,,,14.2163,,
140,K00982,,,0.659,,,,,5.8806,,
141,K00986,,,0.5835016042928509,,,,,1757.4379999999994,,
142,K00989,,,0.711,,,,,9.788,,
143,K00990,,,0.6251056593053682,,,,,30.722600000000003,,
144,K01000,,,0.6255894560962081,,,,,15.5024,,
145,K01005,,,0.6826640902140918,,,,,10.1632,,
146,K01006,,,0.5820000000000001,,,,,7.5332,,
147,K01008,,,0.584,,,,,9.1308,,
148,K01012,,,0.632,,,,,6.3878,,
149,K01040,,,0.647,,,,,7.294,,
150,K01048,,,0.65579553149522,,,,,11.6022,,
151,K01053,,,0.5684730680466966,,,,,8.229600000000001,,
152,K01055,,,0.639432721135725,,,,,9.262699999999999,,
153,K01056,,,0.6286836474101567,,,,,25.259700000000002,,
154,K01057,,,0.6534875511073771,,,,,16.2057,,
155,K01061,,,0.6199177341886362,,,,,143.48219999999998,,
156,K01066,,,0.66,,,,,7.7063,,
157,K01069,,,0.600519787954297,,,,,24.2714,,
158,K01079,,,0.6501292769509743,,,,,20.774900000000002,,
159,K01091,,,0.6348886097621179,,,,,10.0078,,
160,K01113,,,0.6559999999999999,,,,,3.5906,,
161,K01114,,,0.6438482280899689,,,,,14.3622,,
162,K01118,,,0.54690303399637,,,,,74.1424,,
163,K01126,,,0.613,,,,,2.7091,,
164,K01129,,,0.6541986072278977,,,,,9.0281,,
165,K01159,,,0.6378286910773104,,,,,20.459500000000002,,
166,K01181,,,0.657,,,,,5.1822,,
167,K01185,,,,,0.622,,,,,3.2311
168,K01206,,,0.5708386821689112,0.585,,,,15.3473,11.42,
169,K01209,,,0.6303779479696723,,,,,6.5078,,
170,K01224,,,0.55,,,,,2.8046,,
171,K01239,,,0.6678667622869747,,,,,14.4526,,
172,K01246,,,0.5684096763889135,,,,,39.1387,,
173,K01247,,,0.643,,,,,5.0784,,
174,K01251,,,0.6287347499071442,,,,,171.2349,,
175,K01259,,,0.7290000000000001,,,,,2.1371,,
176,K01265,,,0.6523536213736507,,,,,24.3329,,
177,K01273,,,0.5823176176681938,,,,,15.4777,,
178,K01283,,,0.6030000000000001,,,,,2.1636,,
179,K01297,,,0.611,,,,,3.5945,,
180,K01299,,,0.636,,,,,5.0322,,
181,K01356,,,0.596,,,,,8.1138,,
182,K01358,,,0.5880911102117367,,,,,70.1624,,
183,K01372,,,0.6737868125543945,,,,,14.4476,,
184,K01409,,,0.6160598473363397,,,,,16.7814,,
185,K01419,,,0.6157786138719799,,,,,43.5524,,
186,K01424,,,0.5720000000000001,,,,,5.4843,,
187,K01425,,,0.5345585592301941,,,,,18.0472,,
188,K01426,,,0.627,,,,,5.9042,,
189,K01429,,,0.5846209356729839,,,,,17.6318,,
190,K01430,,,0.5479999999999999,,,,,11.1662,,
191,K01431,,,0.586,,,,,13.3222,,
192,K01433,,,0.5993806441865899,,,,,18.1259,,
193,K01443,,,0.6071380107874832,,,,,7.4498,,
194,K01447,,,0.601,,,,,2.6905,,
195,K01448,,,0.619247693470431,,,,,19.3016,,
196,K01455,,,0.6228191898555758,,,,,16.346,,
197,K01458,,,0.597,,,,,5.3242,,
198,K01462,,,0.654642192818382,,,,,13.1185,,
199,K01470,,,0.6627217058782673,,,,,20.3057,,
200,K01477,,,0.5710291695124675,,,,,7.0398,,
201,K01478,,,0.6409999999999999,,,,,3.3895,,
202,K01480,,,0.616,,,,,4.2887,,
203,K01483,,,0.6581342629562367,,0.544,,,8.7297,,3.3741
204,K01489,,,0.6026103043002613,,,,,20.0687,,
205,K01494,,,0.5973144256016734,,,,,24.2734,,
206,K01495,,,0.6827903948674087,,,,,26.3129,,
207,K01497,,,0.6122518197518791,,,,,34.5968,,
208,K01507,,,0.605782952128814,,,,,19.8281,,
209,K01512,,,0.6997057673681392,,,,,4.8536,,
210,K01520,,,0.725,,,,,2.0067,,
211,K01524,,,0.6629999999999999,,,,,6.3029,,
212,K01546,,,0.6292219363912614,,,,,86.4895,,
213,K01547,,,0.6312728172535712,,,,,36.1645,,
214,K01548,,,0.6225671078566615,,,,,19.7326,,
215,K01551,,,0.534,,,,,8.8096,,
216,K01555,,,0.6826288291650408,,,,,15.1907,,
217,K01556,,,0.58,,,,,3.1369,,
218,K01560,,,0.610916851879168,,,,,18.3275,,
219,K01561,,,0.601,,,,,5.7703,,
220,K01569,,,0.6022281887563276,,,,,25.4086,,
221,K01574,,,0.6113517007218192,,,,,20.814,,
222,K01575,,,0.5617563401713104,,,,,18.5629,,
223,K01588,,,0.695,,,,,5.8005,,
224,K01595,,,0.627809946868475,,,,,41.5108,,
225,K01596,,,0.675,,,,,10.0509,,
226,K01607,,,0.6060463741311645,,,,,80.0746,,
227,K01610,,,0.5706100371918716,,,,,11.0533,,
228,K01619,,,0.6264224436813693,,,,,11.2547,,
229,K01620,,,0.6031503557402308,,,,,31.0641,,
230,K01621,,,0.6185867846936113,,,,,236.76770000000002,,
231,K01622,,,0.623,,,,,1.9744,,
232,K01623,,,0.6702487958352282,,,,,11.772499999999999,,
233,K01624,,,0.6165673791513273,,,,,40.9803,,
234,K01626,,,0.649099240231287,,,,,48.3211,,
235,K01627,,,0.6331037985983251,,,,,32.809,,
236,K01633,,,0.6666950405929317,,,,,6.4041999999999994,,
237,K01635,,,0.546,,,,,4.0774,,
238,K01637,,,0.6293782518277248,,,,,31.1543,,
239,K01638,,,0.6385241912604434,,,,,43.0144,,
240,K01644,,,0.6879251014194198,,,,,8.0516,,
241,K01653,,,0.6271550164540827,,,,,24.654700000000002,,
242,K01666,,,0.631,,,,,3.564,,
243,K01673,,,0.5976689238753219,,,,,67.9252,,
244,K01676,,,0.612,,,,,12.3588,,
245,K01686,,,0.659,,,,,6.3357,,
246,K01689,,,0.6345663393735255,,,,,26.852400000000003,,
247,K01695,,,0.6326015910664332,,,,,10.478299999999999,,
248,K01698,,,0.6061138966700942,,,,,17.5756,,
249,K01704,,,0.5844433903364846,,,,,23.403100000000002,,
250,K01712,,,0.629,,,,,4.9267,,
251,K01719,,,0.6689967834748034,,,,,13.5098,,
252,K01724,,,0.5722476077715355,,,,,10.6907,,
253,K01725,,,0.575,,,,,10.2743,,
254,K01733,,,0.6559999999999999,,,,,10.5081,,
255,K01736,,,0.6479999999999999,,,,,4.8643,,
256,K01737,,,0.6169677238889903,,,,,30.478499999999997,,
257,K01749,,,0.6685001657844885,,,,,12.2876,,
258,K01752,,,0.621,,,,,2.7299,,
259,K01754,,,0.585,,,,,4.2384,,
260,K01755,,,0.6979161280492936,,,,,26.3334,,
261,K01759,,,0.6143887070675675,,,,,10.865200000000002,,
262,K01770,,,0.58,,,,,4.4885,,
263,K01772,,,0.627239774223403,,,,,16.2884,,
264,K01775,,,0.6575882323635368,,,,,13.2059,,
265,K01776,,,0.6608171409464983,,,,,8.3781,,
266,K01778,,,,,0.606,,,,,2.3379
267,K01783,,,0.65,,,,,8.8391,,
268,K01785,,,0.5747298640617468,,,,,17.5901,,
269,K01790,,,0.585,,,,,5.4916,,
270,K01799,,,0.6137545114781667,,,,,6.1748,,
271,K01800,,,0.643,,,,,3.9545,,
272,K01802,,,0.6444450412730578,,,,,11.8057,,
273,K01803,,,0.6537802694173673,,,,,18.0874,,
274,K01805,,,0.608,,,,,3.3862,,
275,K01807,,,0.602769643664799,,,,,13.317899999999998,,
276,K01808,,,0.601,,,,,1.9051,,
277,K01809,,,0.71,,,,,4.5533,,
278,K01810,,,0.5981843157565192,,,,,59.2555,,
279,K01816,,,0.574,,,,,1.8156,,
280,K01821,,,0.5857197869889587,,,,,15.244,,
281,K01822,,,0.645,,,,,4.1028,,
282,K01823,,,0.7190000000000001,,,,,3.3237,,
283,K01839,,,0.578586687950025,,,,,17.3032,,
284,K01854,,,0.679,,,,,5.0513,,
285,K01858,,,0.5762922705243408,,,,,37.363,,
286,K01866,,,0.5901796356068401,,,,,24.6503,,
287,K01867,,,0.6333818781810439,,,,,59.556599999999996,,
288,K01868,,,0.5928416270147157,,,,,32.0445,,
289,K01869,,,0.648,,,,,5.8107,,
290,K01872,,,0.621,,,,,33.4806,,
291,K01874,,,0.6166766262410018,,,,,23.4282,,
292,K01875,,,0.6273106325114286,,,,,36.1069,,
293,K01881,,,0.5954141036990735,,,,,53.4316,,
294,K01887,,,0.6223458574039872,,,,,21.246100000000002,,
295,K01889,,,0.6219437304694635,,,,,55.4218,,
296,K01890,,,0.56,,,,,9.1748,,
297,K01902,,,0.608,,,,,8.4948,,
298,K01912,,,0.6851184981922469,,,,,15.6724,,
299,K01915,,,0.6025876082139348,,,,,249.16519999999997,,
300,K01918,,,0.633,,,,,3.3678,,
301,K01919,,,0.6567072003106059,,,,,51.545700000000004,,
302,K01920,,,0.69,,,,,5.8271,,
303,K01921,,,0.6132305502280442,,,,,7.4627,,
304,K01923,,,0.616,,,,,4.3945,,
305,K01926,,,0.5725448409752301,,,,,8.5962,,
306,K01934,,,0.6629999999999998,,,,,3.0681,,
307,K01935,,,0.6032960074147079,,,,,4.4475999999999996,,
308,K01937,,,0.6127496559758511,,,,,86.63960000000002,,
309,K01939,,,0.6427396763192081,,,,,53.23550000000001,,
310,K01940,,,0.655885978580762,,,,,35.930800000000005,,
311,K01945,,,0.6329796450358205,,,,,16.8813,,
312,K01951,,,0.6167175887531102,,,,,49.1441,,
313,K01953,,0.568,0.5809014431501022,,,,3.3934,17.2055,,
314,K01972,,,0.6266627909733445,,,,,67.33129999999998,,
315,K01990,,,0.526,,,,,4.8823,,
316,K01991,,,0.624,,,,,7.3102,,
317,K01992,,,0.5767899980457938,,,,,20.2205,,
318,K01995,,,0.708,,,,,11.0343,,
319,K01997,,,0.6079260087770902,,,,,57.181200000000004,,
320,K02003,,,0.5704955933748241,,,,,20.844900000000003,,
321,K02004,0.625737693153269,,0.603118109881732,,,6.98,,247.7030000000001,,
322,K02015,,,0.6441785345081381,,,,,10.2276,,
323,K02019,,,0.6283667975082369,,,,,6.5939,,
324,K02020,,,0.59,,,,,7.1287,,
325,K02030,,,0.6590051910725159,,,,,10.769,,
326,K02034,,,0.604734128470511,,,,,15.035699999999999,,
327,K02036,,,0.6487145415438224,,,,,36.175,,
328,K02039,,,0.5919256031264742,,,,,25.964199999999998,,
329,K02040,,,0.6179520149102685,,,,,36.38250000000001,,
330,K02042,,,0.695,,,,,2.8578,,
331,K02047,,,0.615,,,,,5.9818,,
332,K02050,,,0.6420413861274002,,,,,18.409999999999997,,
333,K02065,,,0.6050162681734457,,,,,13.912300000000002,,
334,K02066,,,0.5855263700669205,,,,,113.5835,,
335,K02067,,,0.5955769295456422,,,,,44.6868,,
336,K02078,,,0.5633016162996294,,,,,56.958000000000006,,
337,K02109,,,0.6385717989775,,0.5288029449495232,,,5.8532,,7.7475
338,K02110,,,0.6460487141192061,,,,,11.332699999999999,,
339,K02111,,,0.664,,,,,7.0927,,
340,K02112,,,0.6409999999999999,,,,,8.9748,,
341,K02113,,,0.6170929447701321,,0.5720000000000001,,,30.116600000000002,,1.7051
342,K02116,,,0.65,,,,,4.7166,,
343,K02128,,,,0.35100000000000003,,,,,5.5927,
344,K02160,,,0.509,,,,,6.472,,
345,K02167,,,0.5870000000000001,,,,,2.6302,,
346,K02171,,,0.5620655305386993,,,,,5.0226,,
347,K02189,,,0.6920000000000001,,,,,3.3579,,
348,K02195,,,0.539,,,,,3.2882,,
349,K02197,,,0.5999659134227533,,,,,6.7791999999999994,,
350,K02199,,,0.621412737962042,,,,,12.677299999999999,,
351,K02200,,,0.624,,,,,3.3135,,
352,K02204,,,0.61,,,,,2.3186,,
353,K02231,,,0.687,,,,,4.9439,,
354,K02232,,,0.545,,,,,3.7799,,
355,K02233,,,0.696,,,,,2.5933,,
356,K02237,,,0.618,,,,,4.9536,,
357,K02238,,,0.6133464200770657,,,,,6.163,,
358,K02242,,,0.6551493307610581,,,,,14.8614,,
359,K02257,,,0.5844320521562277,,,,,27.3853,,
360,K02259,,,0.5971987665482148,,,,,7.237,,
361,K02277,,,0.519,,,,,4.291,,
362,K02279,,,0.5710000000000001,,,,,2.9,,
363,K02283,,,0.6337600403019497,,,,,37.8221,,
364,K02291,,,0.5870000000000001,,,,,7.7433,,
365,K02299,,,0.608,,,,,3.2433,,
366,K02300,,,0.582898331363845,,,,,16.3299,,
367,K02304,,,0.618,,,,,3.9796,,
368,K02313,,,0.57944150865569,,,,,51.5818,,
369,K02314,,,0.6357255753553339,,,,,55.3526,,
370,K02316,,,0.6073916447764465,,,,,64.7992,,
371,K02338,,,0.5772968757115083,,,,,40.856,,
372,K02340,,,0.7440000000000001,,,,,3.5556,,
373,K02343,,,0.6606200034808841,,,,,10.540199999999999,,
374,K02356,,,0.5586960439775533,,,,,24.403,,
375,K02357,,,0.5834261850387712,,,,,22.0382,,
376,K02358,,,0.6272241430414407,,,,,157.0419,,
377,K02372,,,0.54899611504061,,,,,17.6107,,
378,K02377,,,0.5972508685113251,,,,,6.8995999999999995,,
379,K02379,,,0.618,,,,,9.6029,,
380,K02380,,,0.6767003254623302,,0.5579999999999999,,,7.4277,,2.6396
381,K02386,,,0.609,,,,,3.0297,,
382,K02388,,,0.672,,,,,2.2771,,
383,K02393,,,0.596,,,,,4.1173,,
384,K02410,,,0.6234834573341168,,,,,26.244,,
385,K02411,,,0.69,,,,,8.2575,,
386,K02416,,,0.631,,,,,4.7743,,
387,K02418,,,0.614,,0.609,,,4.3176,,1.7036
388,K02421,,,0.644,,,,,6.0548,,
389,K02426,,,0.606,,,,,3.3991,,
390,K02428,,,0.695,,,,,2.9366,,
391,K02431,,,0.614,,,,,1.9076,,
392,K02437,,0.49,0.5471357253633881,,,,1.988,12.8892,,
393,K02456,,,0.6829999999999999,,,,,3.6498,,
394,K02460,,,0.674,,,,,5.2115,,
395,K02478,,,0.556,,,,,15.8809,,
396,K02492,,,0.6190535478526186,,,,,6.9582,,
397,K02494,,,0.716,,,,,2.8503,,
398,K02510,,,0.6244708615536365,,,,,68.9725,,
399,K02518,,,0.5738780128646629,,,,,33.9603,,
400,K02519,,,0.6550837120429581,,,,,44.4595,,
401,K02520,,,0.5996309558507058,,,,,47.17569999999999,,
402,K02527,,,,,0.55,,,,,4.599
403,K02556,,,0.617,,,,,6.4892,,
404,K02600,,,0.6123191359817032,,,,,119.01679999999999,,
405,K02601,,,0.6297164730503393,,,,,25.0665,,
406,K02609,,,0.535,,,,,2.8131,,
407,K02611,,,0.6454174479827716,,,,,13.522400000000001,,
408,K02616,,,0.6670747080492534,,,,,9.3158,,
409,K02626,,,0.613,,,,,2.3716,,
410,K02650,,,0.6829999999999999,,,,,3.6498,,
411,K02651,,,0.591,,0.5450817227519957,,,2.8119,,5.4421
412,K02662,,,0.5739228124740309,,,,,30.540799999999997,,
413,K02663,,,0.6509999999999999,,,,,6.3762,,
414,K02664,,,0.594,,,,,9.3025,,
415,K02784,,,0.507,,0.578,,,4.4849,,3.857
416,K02825,,,0.6123093452863888,,,,,12.511600000000001,,
417,K02834,,,0.6809999999999999,,,,,4.5024,,
418,K02838,,,0.5973536971600298,,,,,14.7201,,
419,K02863,,,0.6164013008026469,,,,,44.4354,,
420,K02864,,,0.6391231318333292,,,,,41.8789,,
421,K02867,,,0.5915717027722452,,,,,63.376400000000004,,
422,K02871,,,0.6160097241058694,,,,,31.0246,,
423,K02874,,,0.6341984722487085,,,,,38.598499999999994,,
424,K02876,,,0.6164691020733254,,,,,11.585899999999999,,
425,K02878,,,0.6250968855948356,,,,,57.08800000000001,,
426,K02879,,,0.6481006786312221,,,,,17.4251,,
427,K02881,,,0.6566860039629667,,,,,41.7864,,
428,K02884,,,0.6029030099947148,,,,,24.5096,,
429,K02886,,,0.6693662234665176,,,,,70.2088,,
430,K02887,,,0.6599377255278627,,,,,9.4234,,
431,K02888,,,0.6164000190103517,,,,,24.5791,,
432,K02890,,,0.6544525312072328,,,,,80.9475,,
433,K02892,,,0.5829540698866518,,,,,13.957799999999999,,
434,K02895,,,0.610720427907079,,,,,49.240500000000004,,
435,K02897,,,0.6595911776481779,,,,,10.1108,,
436,K02899,,,0.6025395435084832,,,,,19.9863,,
437,K02902,,,0.599,,,,,5.2792,,
438,K02904,,,0.6404884432415519,,,,,8.3263,,
439,K02906,,,0.6475212353857701,,,,,50.58650000000001,,
440,K02907,,,0.6111774729799275,,,,,18.2815,,
441,K02909,,,0.611,,,,,12.8345,,
442,K02911,,,0.695,,,,,2.9883,,
443,K02913,,,0.507,,,,,7.1297,,
444,K02916,,,0.61075111557931,,,,,10.2781,,
445,K02919,,,0.562,,,,,10.719,,
446,K02926,,,0.6413669584714332,,,,,28.5513,,
447,K02931,,,0.5995875633396973,,,,,27.294600000000003,,
448,K02933,,,0.6121675746844638,,,,,23.0227,,
449,K02935,,,0.6324630505441882,,0.621,,,38.818,,3.2005
450,K02939,,,0.6147623842731247,,,,,30.960699999999996,,
451,K02945,,,0.6267931479023875,,,,,115.95670000000001,,
452,K02946,,,0.606084386078082,,,,,71.30460000000001,,
453,K02948,,,0.6787833027024605,,,,,53.514700000000005,,
454,K02950,,,0.6585406764015291,,,,,20.5306,,
455,K02952,,,0.6154252996633025,,,,,24.556599999999996,,
456,K02954,,,0.6174034925045616,,,,,39.511599999999994,,
457,K02956,,,0.5610904764813143,,,,,39.6088,,
458,K02959,,,0.6369213911197953,,,,,41.62729999999999,,
459,K02961,,,0.592277101574251,,,,,31.986900000000002,,
460,K02963,,,0.6471253750331746,,,,,23.2446,,
461,K02965,,,0.5983995036105565,,,,,57.21040000000001,,
462,K02967,,,0.5930839389721708,,,,,94.53580000000001,,
463,K02968,,,0.653,,0.569,,,3.2049,,5.7181
464,K02970,,,0.5623962524183199,,,,,28.619400000000002,,
465,K02982,,,0.6369022431972093,,,,,96.0014,,
466,K02986,,,0.6069352945515857,,,,,57.5187,,
467,K02988,,,0.6774396233526331,,,,,40.1275,,
468,K02990,,,0.6071581611108954,,,,,23.7652,,
469,K02992,,,0.6418995992241721,,,,,73.277,,
470,K02994,,,0.6153118999434861,,,,,55.7758,,
471,K02996,,,0.6120598282619406,,,,,7.4654,,
472,K03040,,,0.6234873664286756,,,,,107.05869999999999,,
473,K03060,,,0.5844110978600178,,,,,18.7712,,
474,K03070,,,0.5997966738175085,,,,,64.02590000000001,,
475,K03071,,,0.539,,,,,2.8484,,
476,K03073,,,0.5866754456760319,,,,,14.796800000000001,,
477,K03075,,,0.6435335417676794,,,,,4.5321,,
478,K03088,,,0.5906916161640537,,0.536,,,605.4581,,2.1745
479,K03089,,,0.637625098938223,,,,,52.572,,
480,K03092,,,0.6380449539459738,,,,,28.8125,,
481,K03100,,,0.5911041329988914,,,,,14.738,,
482,K03111,,,0.6100722775190245,,0.5539999999999999,,,45.4021,,4.5996
483,K03116,,,0.5552956649323565,,,,,21.7904,,
484,K03118,,,0.604092137705444,,,,,23.931600000000003,,
485,K03147,,,0.6198417751853482,,,,,119.6499,,
486,K03149,,,0.6259516567411182,,,,,27.6937,,
487,K03150,,,0.588,,,,,5.0711,,
488,K03151,,,0.7090000000000001,,,,,5.3862,,
489,K03154,,,0.6405608214204035,,0.727,,,13.462700000000002,,3.4014
490,K03186,,,0.6228482594573603,,,,,18.1217,,
491,K03187,,,0.5988929814583059,,,,,14.596900000000002,,
492,K03188,,,0.5783961002331378,,,,,15.891300000000001,,
493,K03189,,,0.5413086540324454,,,,,39.9897,,
494,K03190,,,0.5806480607727871,,,,,17.2891,,
495,K03205,,,0.569,,,,,6.8063,,
496,K03210,,,0.596,,0.615,,,5.1993,,3.6619
497,K03216,,,0.667,,,,,3.4429,,
498,K03217,,,0.5675651286360709,,,,,19.107100000000003,,
499,K03270,,,0.596,,,,,5.4549,,
500,K03271,,,0.6017177089137616,,,,,7.0,,
501,K03284,,,0.563,,,,,3.6309,,
502,K03286,,,0.6204382655727427,,,,,15.0383,,
503,K03301,,,0.6377177261188628,,,,,9.9165,,
504,K03303,,,0.647822841933795,,,,,15.2073,,
505,K03313,,,,0.674,,,,,2.1816,
506,K03320,,,0.6118238002463213,,,,,77.24830000000001,,
