,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts unclassified viruses,gene_countsUnclassified
45,K00124,,,0.6222206797511827,,,,,,,112.3173,,,,
46,K00126,,,0.6174601974365928,,,,,,,12.4022,,,,
47,K00127,,,0.6239938418123403,,,,,,,125.5801,,,,
48,K00128,,,0.6520591535774947,,,,,,,28.920900000000003,,,,
49,K00130,,,0.6509999999999999,,,,,,,13.3998,,,,
50,K00133,,,0.6308876125820312,,,,,,,69.69879999999999,,,,
51,K00134,,,0.6034659658285338,,,,,,,87.6668,,,,
52,K00135,,,0.6439420757522291,,,,,,,19.462699999999998,,,,
53,K00138,,,0.609,,,,,,,7.0468,,,,
54,K00140,,,0.6521370445331313,,,,,,,32.0544,,,,
55,K00145,,,0.6505699596941533,,,,,,,146.591,,,,
56,K00146,,,0.6509999999999999,,,,,,,13.3998,,,,
57,K00148,,,0.5790563014634098,,,,,,,50.461400000000005,,,,
58,K00153,,,0.7037862523415392,,,,,,,13.212900000000001,,,,
59,K00154,,,0.633,,,,,,,5.4149,,,,
60,K00156,,,0.6159024565284354,,,,,,,29.4449,,,,
61,K00161,,,0.655724538521879,,,,,,,56.10390000000001,,,,
62,K00162,,,0.6247744265061087,,,,,,,47.2115,,,,
63,K00163,,,0.6275779354134556,,,,,,,608.1504000000002,,,,
64,K00164,,,0.5870000000000001,,,,,,,11.1977,,,,
65,K00166,,,0.616,,,,,,,8.0566,,,,
66,K00167,,,0.626,,,,,,,8.0566,,,,
67,K00169,,,0.6416128436553892,,,,,,,41.0404,,,,
68,K00170,,,0.626930721058777,,,,,,,17.971,,,,
69,K00172,,,0.6536552663235873,,,,,,,62.7682,,,,
70,K00174,,,0.6452939699960611,,,,,,,160.5967,,,,
71,K00175,,,0.6337198489585687,,,,,,,144.4859,,,,
72,K00176,,,0.614576036665196,,,,,,,70.7486,,,,
73,K00177,,,0.5997220197801922,,,,,,,36.4662,,,,
74,K00179,,,0.642,,,,,,,8.1626,,,,
75,K00180,,,0.655,,,,,,,6.6291,,,,
76,K00187,,,0.61,,,,,,,11.071,,,,
77,K00196,,,0.6700000000000002,,,,,,,4.0682,,,,
78,K00201,,,0.691,,,,,,,4.7206,,,,
79,K00202,,,0.708,,,,,,,3.0253,,,,
80,K00208,,,0.6161304395402101,,,,,,,73.71919999999999,,,,
81,K00215,,,0.6555148650102494,,,,,,,122.88770000000001,,,,
82,K00217,,,0.68,,,,,,,9.243,,,,
83,K00220,,,0.672,,,,,,,7.9302,,,,
84,K00226,,,0.6674971563874685,,,,,,,13.5963,,,,
85,K00228,,,0.591028009626606,,,,,,,42.5891,,,,
86,K00230,,,0.680881864152085,,,,,,,33.7093,,,,
87,K00231,,,0.6840181391608535,,,,,,,80.7241,,,,
88,K00239,,,0.6282623901097473,,,,,,,26.4561,,,,
89,K00240,,,0.623184179359485,,0.5870000000000001,,,,,211.82519999999997,,5.4912,,
90,K00241,,,0.6017987182174162,,,,,,,179.95110000000003,,,,
91,K00242,,,0.5927528061034689,,,,,,,55.866800000000005,,,,
92,K00244,,,0.619,,,,,,,8.0934,,,,
93,K00245,,,0.6077192461003202,,,,,,,9.953600000000002,,,,
94,K00247,,,0.6392811607083545,,,,,,,22.2582,,,,
95,K00248,,,0.636844703199946,,,,,,,22.5254,,,,
96,K00249,,,0.6400202429964424,,,,,,,205.7319,,,,
97,K00252,,,0.6829999999999999,,,,,,,7.4935,,,,
98,K00253,,,0.6729999999999999,,,,,,,12.6629,,,,
99,K00254,,,0.6100358010646394,,,,,,,73.20689999999999,,,,
100,K00259,,,0.6266720626777896,,,,,,,48.156,,,,
101,K00262,,,0.615,,,,,,,17.126,,,,
102,K00263,,,0.6459999999999999,,,,,,,6.4296,,,,
103,K00266,,,0.6049592905828657,,,,,,,21.1277,,,,
104,K00273,,,0.628,,,,,,,4.6396,,,,
105,K00275,,,0.6402794094300721,,,,0.6809999999999999,,,137.84599999999998,,,,5.3874
106,K00278,,,0.6585175088668453,,,,,,,36.9373,,,,
107,K00281,,,0.66,,,,,,,5.8222,,,,
108,K00282,,,0.63,,,,,,,18.1225,,,,
109,K00283,,,0.6396596110723677,,,,,,,28.957,,,,
110,K00285,,,0.6675836996959925,,,,,,,13.7502,,,,
111,K00286,,,0.6506802388670135,,,,,,,126.9531,,,,
112,K00287,,,0.6305838355231201,,,,,,,65.9734,,,,
113,K00294,,,0.6344716318772353,,,,,,,22.3434,,,,
114,K00297,,,0.6469380606718862,,,,,,,62.774100000000004,,,,
115,K00299,,,0.691,,,,,,,3.2952,,,,
116,K00303,,,0.6215552092272484,,,,,,,12.205400000000001,,,,
117,K00304,,,0.657,,,,,,,4.8425,,,,
118,K00311,,,0.6241591988269584,,,,,,,54.1538,,,,
119,K00313,,,0.6910836934003153,,,,,,,10.5648,,,,
120,K00320,,,0.644,,,,,,,4.5056,,,,
121,K00322,,,0.649,,,,,,,18.5396,,,,
122,K00324,,,0.5906610476683901,,,,,,,21.615099999999998,,,,
123,K00330,,,0.5857452607580312,,,,,,,195.80739999999997,,,,
124,K00331,,,0.6220946059739884,,,,,,,89.22460000000001,,,,
125,K00332,,,0.6221161644443641,,,,,,,79.9202,,,,
126,K00333,,,0.615,,,,,,,19.6882,,,,
127,K00334,,,0.6164691210112149,,,,,,,127.03020000000001,,,,
128,K00335,,,0.5579999999999999,,,,,,,8.8656,,,,
129,K00336,,,0.654,,,,,,,10.2819,,,,
130,K00337,,,0.6309466327252238,,,,,,,85.5895,,,,
131,K00338,,,0.6254422742404481,,,,,,,230.38409999999996,,,,
132,K00339,,,0.6086160936953833,,,,,,,152.47669999999997,,,,
133,K00340,,,0.5722081655597236,,,,0.5957169584673826,,,205.21560000000008,,,,8.4793
134,K00341,,,0.6229353825923832,,,,,,,28.182100000000002,,,,
135,K00342,,,0.6180493667157585,,,,,,,36.2273,,,,
136,K00343,,,0.622156139679697,,,,,,,75.96000000000001,,,,
137,K00344,,0.578,0.6603855778653128,,0.64,,,,8.5446,132.19819999999999,,17.3072,,
138,K00355,,,0.6262877484346019,,,,,,,9.873999999999999,,,,
139,K00363,,,0.603974935488162,,,,,,,28.5573,,,,
140,K00365,,,0.6233357881760095,,,,,,,14.9696,,,,
141,K00368,,,0.6073526899941228,,,,,,,49.7576,,,,
142,K00370,,,0.6779999999999998,,,,,,,8.7586,,,,
143,K00371,,,0.6199044358610005,,,,,,,114.85680000000002,,,,
144,K00373,,,0.6537191071790424,,,,,,,52.8669,,,,
145,K00374,,,0.6247095534540112,,,,,,,50.26809999999999,,,,
146,K00381,,,0.655,,,,,,,6.371,,,,
147,K00382,,,0.6173420859322156,,,,,,,40.1729,,,,
148,K00384,,,0.6526181375671566,,,,,,,66.5292,,,,
149,K00386,,,0.59,,,,,,,5.9272,,,,
150,K00389,,,0.5617148359922329,,,,0.563,,,60.26800000000001,,,,4.962
151,K00390,,,0.6311502116802433,,,,,,,100.8437,,,,
152,K00392,,,0.71,,,,,,,6.5743,,,,
153,K00394,,,0.5947420322498406,,,,,,,10.9421,,,,
154,K00395,,,0.6180968987956087,,,,,,,25.974,,,,
155,K00406,,,0.5703407799908915,,,,0.5924071931498416,,,24.1284,,,,8.8212
156,K00407,,,0.442,,,,,,,5.3805,,,,
157,K00411,,,0.6155603278363739,,,,,,,46.9486,,,,
158,K00412,,,0.5892165990882868,,,,,,,65.3614,,,,
159,K00413,,,0.6024644593895345,,,,,,,59.181200000000004,,,,
160,K00424,,,0.5753256755436224,,,,0.542,,,8.3817,,,,2.5239
161,K00425,,,0.618459060910044,,,,,,,295.71149999999994,,,,
162,K00426,,,0.6351345304073233,,,,,,,192.7751,,,,
163,K00428,,,0.606792145029933,,,,,,,320.02090000000004,,,,
164,K00432,,,0.595552415135122,,,,,,,105.86859999999999,,,,
165,K00433,,,0.6010770954733187,,,,,,,123.1422,,,,
166,K00435,,,0.6846086301865697,,,,,,,16.1776,,,,
167,K00448,,,0.6341486971011392,,,,,,,9.5003,,,,
168,K00449,,,0.6437512211906655,,,,,,,30.422900000000002,,,,
169,K00450,,,0.6412601612048167,,,,,,,24.083899999999996,,,,
170,K00451,,,0.6136120575103676,,0.69,,,,,131.56369999999998,,2.8509,,
171,K00452,,,0.6178978835552815,,,,,,,11.212299999999999,,,,
172,K00453,,,0.6046600483685651,,,,,,,71.78989999999999,,,,
173,K00456,,,0.580379862199061,,,,,,,50.9831,,,,
174,K00457,,,0.6141426010603666,,,,,,,131.9943,,,,
175,K00459,,,0.656740501902362,,,,,,,156.6575,,,,
176,K00469,,,0.5536875844909481,,,,,,,5.8057,,,,
177,K00476,,,0.620264477275237,,,,,,,7.7186,,,,
178,K00479,,,0.596,,,,,,,4.8622,,,,
179,K00486,,,0.6310673992565753,,,,,,,9.291699999999999,,,,
180,K00499,,,0.6394548175788034,,,,,,,30.393,,,,
181,K00500,,,0.6389525883101999,,,,,,,17.290200000000002,,,,
182,K00505,,,0.555,,,,,,,5.1051,,,,
183,K00507,,,0.611972096688936,,,,0.69,,,230.19629999999995,,,,4.6205
184,K00518,,,0.6052353040338532,,,,,,,19.6244,,,,
185,K00523,,,0.5863307785674386,,,,,,,18.8331,,,,
186,K00525,,,0.6090414981725976,,,,,,,190.0375,,,,
187,K00526,,,0.5707630627266385,,,,,,,19.3782,,,,
188,K00528,,,0.602,,,,,,,4.9319,,,,
189,K00529,,,0.6720219495642407,,,,,,,23.4308,,,,
190,K00537,,,0.6306221250094329,,,,,,,20.622500000000002,,,,
191,K00540,,,0.6575652693789776,,,,0.6355715434060228,,,213.66310000000001,,,,17.6997
192,K00544,,,0.5878279849285776,,,,,,,12.1602,,,,
193,K00545,,,0.664,,,,,,,1.9775,,,,
194,K00548,,,0.6320535152387466,,0.632,,,,,356.1416000000001,,9.944,,
195,K00549,,,0.6266696331436659,,,,,,,446.8652,,,,
196,K00554,,,0.6439382191556672,,,,,,,252.68759999999997,,,,
197,K00558,,,0.5651575620599422,,,,,,,39.6934,,,,
198,K00560,,,0.6045021093204945,,,,,,,97.1434,,,,
199,K00563,,,0.6927417472720047,,,,,,,20.2519,,,,
200,K00564,,,0.695362700769011,,,,,,,33.9504,,,,
201,K00566,,,0.6518250250872881,,,,,,,75.7817,,,,
202,K00567,,,0.6308560421793593,,,,,,,46.5611,,,,
203,K00568,,,0.5899491857774823,,,,,,,16.7075,,,,
204,K00569,,,0.556,,,,,,,8.6372,,,,
205,K00570,,,0.61621899583745,,,,,,,36.2072,,,,
206,K00571,,,0.6829999999999999,,,,,,,4.2851,,,,
207,K00573,,,0.6472734470464471,,,,0.632,,,231.18209999999996,,,,2.1857
208,K00574,,,0.6341553801787048,,,,,,,167.54379999999995,,,,
209,K00575,,,0.5984331451687465,,,,,,,96.40289999999999,,,,
210,K00588,,,0.626503189590673,,,,,,,71.9271,,,,
211,K00595,,,0.7404121276119296,,,,,,,10.1761,,,,
212,K00596,,,0.6540000000000001,,,,,,,6.9925,,,,
213,K00598,,,0.6556232424578312,,,,,,,24.8726,,,,
214,K00600,,,0.6326523065090608,,,,,,,390.4505,,,,
215,K00602,,,0.6505889034744338,,,,,,,373.27370000000013,,,,
216,K00604,,,0.6388184117884251,,,,,,,40.483599999999996,,,,
217,K00605,,,0.637235699509378,,,,,,,36.635999999999996,,,,
218,K00606,,,0.6503779101255555,,,,,,,248.41880000000003,,,,
219,K00609,,,0.6301210795496528,,,,,,,146.54819999999998,,,,
220,K00611,,,0.6335049000744016,,,,,,,89.55989999999998,,,,
221,K00612,,,0.6099803160495245,,,,,,,37.8057,,,,
222,K00615,,,0.6273681426370988,,,,,,,185.0718,,,,
223,K00616,,,0.6269776162748064,,,,,,,117.3701,,,,
224,K00619,,,0.61,,,,,,,2.8726,,,,
225,K00620,,,0.6610081441476022,,,,,,,152.03770000000003,,,,
226,K00625,,,0.589,,,,,,,4.1741,,,,
227,K00626,,,0.6594854863460878,,,,,,,639.5374999999998,,,,
228,K00627,,,0.608,,,,,,,8.4641,,,,
229,K00631,,,0.642,,,,,,,5.832,,,,
230,K00632,,,0.6528194030771445,,,,,,,39.167199999999994,,,,
231,K00635,,,0.6744255067918625,,,,0.6932134812315468,,,368.5892999999999,,,,20.7539
232,K00639,,,0.6514374863602668,,,,,,,45.907300000000006,,,,
233,K00640,,,0.6245854941323113,,,,,,,135.5368,,,,
234,K00641,,,0.642891937056357,,,,,,,326.3940999999999,,,,
235,K00645,,,0.6296000401987537,,,,,,,88.46920000000001,,,,
236,K00646,,,0.605,,,,,,,19.7956,,,,
237,K00647,,,0.643,,,,,,,5.4914,,,,
238,K00648,,,0.6285063070945488,,,,,,,68.8192,,,,
239,K00652,,,0.650628015532115,,,,,,,25.0946,,,,
240,K00655,,,0.6342781331372247,,,,0.638,,,261.4776,,,,3.1813
241,K00657,,,0.6327947097797929,,,,,,,93.14859999999999,,,,
242,K00658,,,0.6383435524936347,,,,,,,22.174799999999998,,,,
243,K00661,,,0.606,,,,,,,4.3729,,,,
244,K00663,,,0.6722148890087446,,,,,,,32.1317,,,,
245,K00666,,,0.6203236944825598,,,,,,,10.3338,,,,
246,K00672,,,0.677,,,,,,,4.1197,,,,
247,K00673,,,0.6457667541335695,,,,,,,11.420300000000001,,,,
248,K00674,,,0.6496550630012817,,,,,,,101.56880000000001,,,,
249,K00675,,,0.63,,,,,,,5.0378,,,,
250,K00677,,,0.6140997665609315,,,,,,,133.14700000000002,,,,
251,K00681,,,0.6389290844337135,,,,,,,35.3535,,,,
252,K00682,,,0.5887565657317164,,,,,,,7.4206,,,,
253,K00683,0.644,,0.5900319484238702,,0.5579999999999999,,,4.4712,,31.7361,,5.3788,,
254,K00684,,,0.6458099263676792,,,,,,,72.3391,,,,
255,K00688,,,0.6229276883788923,,,,,,,528.461,,,,
256,K00694,,,0.6072531103520884,,,,,,,10.0101,,,,
257,K00700,,,0.6245124940069661,,,,,,,181.11280000000002,,,,
258,K00702,,,0.612,,,,,,,9.5728,,,,
259,K00703,,,0.6183114410607253,,0.6559999999999999,,,,,196.32639999999998,,11.669,,
260,K00705,,,0.6358395837428789,,,,,,,65.95790000000001,,,,
261,K00710,,,0.625,,,,,,,8.9108,,,,
262,K00720,,,0.612956501194001,,,,,,,71.5129,,,,
263,K00721,,,0.6142907687320898,,,,,,,60.5023,,,,
264,K00728,,,0.6834210565118201,,,,,,,12.187,,,,
265,K00729,,,0.6339465607511031,,,,,,,41.4264,,,,
266,K00737,,,,,,,0.518,,,,,,,4.358
267,K00748,,,0.6330218439033014,,,,,,,115.78909999999999,,,,
268,K00754,,,0.6394684737188362,,,,,,,20.336,,,,
269,K00757,,,0.6650491569654455,,,,,,,9.529399999999999,,,,
270,K00759,,,0.6383875941404439,,,,,,,130.4479,,,,
271,K00760,,,0.6074386232666452,,,,0.636,,,200.91420000000002,,,,14.3658
272,K00761,,,0.667,,,,,,,4.5142,,,,
273,K00762,,,0.6225730095709482,,,,,,,162.9189,,,,
274,K00763,,,0.663655305263417,,,,,,,147.42440000000002,,,,
275,K00764,,,0.6424349009681811,,,,,,,310.0038,,,,
276,K00765,,,0.645400174012198,,,,,,,147.0536,,,,
277,K00766,,,0.6624797873361624,,,,,,,286.7739,,,,
278,K00767,,,0.6345468675749463,,,,,,,51.1379,,,,
279,K00768,,,0.7207379581600412,,,,,,,28.664900000000003,,,,
280,K00769,,,0.6667438116161247,,,,,,,18.5409,,,,
281,K00772,,,0.6454412975559094,,,,,,,40.67680000000001,,,,
282,K00773,,,0.6326115308363882,,,,,,,86.7343,,,,
283,K00782,,,0.6602804402299417,,,,,,,43.9746,,,,
284,K00783,,,0.6236736382673468,,,,,,,115.66029999999999,,,,
285,K00784,,,0.6220298194981467,,,,,,,57.604499999999994,,,,
286,K00788,,,0.6646803205428078,,,,,,,53.927,,,,
287,K00789,,,0.639031728700178,,,,,,,628.3283000000002,,,,
288,K00790,,,0.6564848901736019,,,,,,,252.81980000000004,,,,
289,K00791,,,0.6577219585721453,,,,,,,84.1456,,,,
290,K00793,,,0.6286272642637367,,,,,,,186.80370000000005,,,,
291,K00794,,,0.6414536150510327,,,,,,,199.55470000000003,,,,
292,K00795,,,0.6164004317025583,,,,,,,17.3878,,,,
293,K00796,,,0.6429663986341482,,,,,,,59.290000000000006,,,,
294,K00797,,,0.6182995518806103,,,,,,,107.8246,,,,
295,K00798,,,0.6690699120960328,,,,0.7,,,202.91520000000003,,,,4.5311
296,K00799,,,0.6066803873043026,,,,,,,369.59829999999994,,,,
297,K00800,0.7140000000000001,,0.6580590912572217,,,,0.7559999999999999,4.7676,,252.5433,,,,4.1833
298,K00801,,,0.642,,,,,,,7.7259,,,,
299,K00805,,,0.674948487702656,,,,,,,23.625,,,,
300,K00806,,,0.6229657468829137,,,,,,,51.338300000000004,,,,
301,K00808,,,0.629398986901635,,,,,,,26.0995,,,,
302,K00809,,,0.6107185471698624,,,,,,,18.3181,,,,
303,K00812,,,0.6253126776861061,,,,,,,41.2177,,,,
304,K00817,,,0.6206910623096253,,,,,,,43.2002,,,,
305,K00819,,,0.61,,,,,,,7.6901,,,,
306,K00820,,0.623,0.6307312371979784,,,,,,4.6242,372.0701,,,,
307,K00821,,,0.6232635831120427,,,,,,,28.4646,,,,
308,K00823,,,0.633,,,,,,,6.3494,,,,
309,K00824,,,0.6254531723041405,,,,,,,36.7304,,,,
310,K00826,,,0.6389601308186893,,,,,,,104.18249999999999,,,,
311,K00827,,,0.634,,,,,,,8.2077,,,,
312,K00831,,,0.5978710713192497,,,,,,,67.3481,,,,
313,K00845,,,0.6527859446028415,,,,,,,48.8208,,,,
314,K00847,,,0.722,,,,,,,19.3725,,,,
315,K00848,,,0.6842619059173326,,,,,,,9.0045,,,,
316,K00851,,,0.6356730654067981,,,,,,,105.8569,,,,
317,K00852,,,0.6424064005028459,,,,,,,20.907,,,,
318,K00853,,,0.6067188863230754,,,,,,,9.7464,,,,
319,K00855,,,0.6061492695364779,,,,,,,52.48920000000001,,,,
320,K00856,,,0.598845524359779,,,,,,,14.4914,,,,
321,K00857,,,0.6504550729762864,,,,,,,63.5705,,,,
322,K00858,,,0.6455738230643113,,,,0.585,,,220.8217,,,,2.3924
323,K00859,,,0.6610386001080188,,,,,,,205.74389999999997,,,,
324,K00860,,,0.536,,,,,,,9.8235,,,,
325,K00865,,,0.6963401112106212,,,,,,,121.25569999999999,,,,
326,K00867,,,0.6452835649520298,,,,,,,44.463300000000004,,,,
327,K00868,,,0.653,,,,,,,6.5829,,,,
328,K00872,,,0.6999646867646588,,,,,,,42.146100000000004,,,,
329,K00873,,,0.6345301436523685,,,,,,,370.39680000000004,,,,
330,K00874,,,0.6729207325192618,,,,,,,8.931000000000001,,,,
331,K00876,,,0.6182300698079705,,,,,,,22.913000000000004,,,,
332,K00878,,,0.705834047216281,,,,,,,37.893100000000004,,,,
333,K00882,,,0.725,,,,,,,7.9224,,,,
334,K00883,,,0.6709999999999999,,,,,,,5.0736,,,,
335,K00884,,,0.6970000000000001,,,,,,,14.4752,,,,
336,K00886,,,0.6661345669141078,,,,,,,39.7352,,,,
337,K00891,,,0.6200641338148664,,0.603,,,,,65.1915,,6.1951,,
338,K00899,,,,,0.58,,,,,,,5.9756,,
339,K00903,,,0.617,,,,,,,17.2341,,,,
340,K00906,,,0.5870000000000001,,,,,,,6.7645,,,,
341,K00912,,,0.6401837246051236,,,,,,,113.3057,,,,
342,K00919,,,0.6490961489833353,,,,,,,169.9174,,,,
343,K00925,,,0.6410567838252061,,,,,,,351.2876,,,,
344,K00926,,,0.6720779781422038,,,,,,,129.9152,,,,
345,K00927,,,0.6355836931403042,,,,,,,388.0055000000001,,,,
346,K00930,,,0.6352880578454219,,,,,,,96.1636,,,,
347,K00931,,,0.6447185301589572,,,,,,,36.0358,,,,
348,K00936,,,0.5700851444810501,,,,,,,63.485200000000006,,,,
349,K00937,,,0.6300533311958777,,,,,,,247.26829999999998,,,,
350,K00939,,,0.625101560294664,,,,,,,126.45630000000001,,,,
351,K00940,,,0.5967641293167916,,,,,,,94.3101,,,,
352,K00941,,,0.6418852191532622,,,,,,,18.3415,,,,
353,K00942,,,0.6026802140459273,,0.703,,,,,80.6002,,3.2855,,
354,K00943,,0.5690000000000001,0.651971603410568,,,,,,2.1145,154.17080000000004,,,,
355,K00945,,,0.6456294249569784,,,,,,,224.5596999999999,,,,
356,K00946,,,0.6738139289867539,,,,,,,160.292,,,,
357,K00948,,0.552,0.6312637230353155,,,,0.688,,2.822,466.0792999999999,,,,4.6854
358,K00949,,,0.7090000000000001,,,,,,,5.2228,,,,
359,K00950,,,0.6300817811864173,,,,0.6779999999999999,,,126.5979,,,,14.8344
360,K00954,,,0.6105482037229482,,,,,,,189.35590000000002,,,,
361,K00955,,,0.609,,,,,,,6.7257,,,,
362,K00956,,,0.609,,,,,,,6.7257,,,,
363,K00957,,,0.6175903237925571,,,,,,,101.6865,,,,
364,K00958,,,0.6568602362334851,,,,,,,74.6827,,,,
365,K00962,,,0.6344735312916225,,,,,,,82.3211,,,,
366,K00963,,,0.6312558132796156,,,,,,,83.9919,,,,
367,K00965,,,0.6646415159169562,,,,,,,10.5145,,,,
368,K00969,,,0.6492877289776605,,,,0.648,,,142.08159999999998,,,,6.9369
369,K00970,,,0.59779863594098,,,,,,,12.605599999999999,,,,
370,K00971,,,0.6235153407322993,,,,,,,229.0462,,,,
371,K00973,,,0.6177342741184748,,,,,,,76.1021,,,,
372,K00975,,,0.5947379621200102,,,,,,,164.80670000000003,,,,
373,K00978,,,0.6019016497953816,,,,,,,49.0252,,,,
374,K00979,,,0.63627944412791,,,,,,,85.27369999999999,,,,
375,K00981,,,0.6191514178208016,,,,0.643,,,215.7405,,,,1.9928
376,K00982,,,0.6504847144086165,,,,,,,100.6396,,,,
377,K00986,,0.4264986304215229,0.5884112703357508,,0.551,,0.598,,38.4878,4054.3126000000007,,5.1394,,2.626
378,K00989,,,0.6558872071828816,,,,,,,130.0144,,,,
379,K00990,,,0.6345627480454361,,,,,,,162.21779999999998,,,,
380,K00991,,,0.6715858671589675,,,,,,,41.423,,,,
381,K00992,,,0.6189748954996387,,,,,,,22.667900000000003,,,,
382,K00995,,,0.6138173748902499,,,,,,,58.3608,,,,
383,K00997,,,0.6274427285129216,,,,,,,57.69200000000001,,,,
384,K01000,,,0.6114515765912729,,,,,,,161.09910000000002,,,,
385,K01004,,,0.6386419666177465,,,,,,,14.1509,,,,
386,K01005,,,0.6657959696237632,,0.647,,0.6647678843308966,,,210.6672,,3.1507,,6.6228
387,K01006,,,0.6332403384471459,,,,,,,141.71579999999997,,,,
388,K01007,0.6920000000000001,,0.6245738164108552,,,,,3.7254,,39.4362,,,,
389,K01008,,,0.6708416245563719,,,,,,,135.02870000000001,,,,
390,K01011,,,0.6538502165208965,,,,0.635,,,41.736200000000004,,,,18.5028
391,K01012,,,0.6428851060038915,,,,,,,70.96470000000001,,,,
392,K01023,,,0.525,,,,,,,2.3293,,,,
393,K01026,,,0.6225839320929719,,,,,,,18.2218,,,,
394,K01028,,,0.6319874751288199,,,,,,,23.4312,,,,
395,K01029,,,0.6107996453738634,,,,,,,38.946,,,,
396,K01031,,,0.649,,,,,,,5.942,,,,
397,K01035,,,0.59,,,,,,,11.0129,,,,
398,K01039,,,0.6596295101080435,,,,,,,74.9125,,,,
399,K01040,,,0.6669465644789482,,,,,,,79.899,,,,
400,K01042,,,0.6771857810586362,,,,,,,100.02440000000001,,,,
401,K01046,,,0.6812210901032323,,,,,,,12.8946,,,,
402,K01048,,,0.667,,,,,,,7.1272,,,,
403,K01051,,,0.626655370082931,,,,,,,10.657499999999999,,,,
404,K01053,,,0.6027864368392244,,,,,,,25.574,,,,
405,K01054,,,0.7070000000000002,,,,,,,4.4916,,,,
406,K01055,,,0.6676734485715129,,,,,,,36.9803,,,,
407,K01056,,,0.6219097608390347,,,,,,,264.42499999999995,,,,
408,K01057,,,0.6476451912996921,,,,,,,160.04170000000005,,,,
409,K01058,,,0.5660000000000001,,,,,,,8.8756,,,,
410,K01060,,,0.6502229392538459,,,,,,,12.9551,,,,
411,K01061,,,0.6316635824219147,,,,,,,376.777,,,,
412,K01066,,,0.6803059823067575,,,,,,,31.379800000000003,,,,
413,K01068,,,0.645,,,,,,,4.3614,,,,
414,K01069,,,0.6420993622537307,,,,,,,184.3248,,,,
