,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj environmental samples,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts environmental samples,gene_countsUnclassified
101,K00657,,,0.532,,,,,,,3.9727,,,,
102,K00661,,0.7440000000000001,0.644,,,,,,1.9855,1.6031,,,,
103,K00662,,,0.594,,,,0.644,,,4.7528,,,,2.1846
104,K00674,,,0.698,,,,,,,2.4905,,,,
105,K00677,,,0.6328466402117067,,,,,,,19.1641,,,,
106,K00683,,,0.5760000000000001,,,,,,,2.5866,,,,
107,K00688,0.638,,0.647449147737496,,,,,8.2385,,124.84300000000002,,,,
108,K00700,,,0.570978758807718,,,,,,,16.5412,,,,
109,K00703,,,0.6291747898767837,,,,,,,39.119600000000005,,,,
110,K00720,,,0.664,,,,,,,2.0974,,,,
111,K00748,,,0.659371112774384,,,,,,,21.054,,,,
112,K00759,,,0.6429577396407266,,,,,,,36.6702,,,,
113,K00760,,,0.6348791215026042,,,,,,,7.310600000000001,,,,
114,K00762,,,0.6228490417417504,,,,,,,10.332899999999999,,,,
115,K00763,,,0.6366100881023298,,,,,,,6.2682,,,,
116,K00764,,0.622,0.6454313630098891,,,,,,3.5469,96.3941,,,,
117,K00765,,0.527,0.6905839930950906,,,,,,2.1059,6.156499999999999,,,,
118,K00766,,,0.690937060221763,,,,,,,36.6085,,,,
119,K00767,,,0.71,,,,,,,3.9796,,,,
120,K00769,,,0.6530902594013784,,,,,,,9.893799999999999,,,,
121,K00772,,,0.6809999999999999,,,,,,,3.7274,,,,
122,K00782,,,0.6406773114421497,,,,,,,12.668099999999999,,,,
123,K00783,,,0.6566967882685452,,,,,,,11.3439,,,,
124,K00784,,,0.5801170809435736,,,,,,,5.6428,,,,
125,K00788,,,0.6890000000000001,,,,,,,4.5081,,,,
126,K00789,,,0.6622555616818552,,,,,,,194.15949999999995,,,,
127,K00790,,,0.6636853094958552,,,,,,,23.1998,,,,
128,K00793,,,0.6707314142490132,,,,,,,28.568499999999997,,,,
129,K00794,,,0.6868792355329184,,,,,,,22.5651,,,,
130,K00796,,,0.6587574517142772,,,,,,,13.8499,,,,
131,K00797,,,0.6426101715388296,,,,,,,6.5074000000000005,,,,
132,K00798,,,0.6798942075680524,,,,,,,27.0531,,,,
133,K00799,,,0.6263658245030131,,,,,,,172.8658,,,,
134,K00800,,,0.7033742880945805,,,,,,,15.988199999999999,,,,
135,K00808,,,0.629,,,,,,,10.2872,,,,
136,K00820,,0.3979999999999999,0.6356877792014053,,,,,,3.5408,52.78659999999999,,,,
137,K00831,,,0.6389442262716372,,,,,,,8.420300000000001,,,,
138,K00851,,,0.644571995035278,,,,,,,5.7134,,,,
139,K00855,,,0.674,,,,,,,4.6938,,,,
140,K00858,,0.664,0.6660496161272912,,,,,,3.1943,26.950400000000002,,,,
141,K00859,,,0.6467841271329273,,,,0.53,,,11.1129,,,,3.2721
142,K00865,,,0.6915712474318225,,,,,,,17.4225,,,,
143,K00873,,,0.6341002884796488,,,,,,,65.8706,,,,
144,K00891,,,0.7170000000000001,,,,,,,4.3447,,,,
145,K00912,,,0.6769064022516472,,,,,,,12.9249,,,,
146,K00919,,,0.6258528574392808,,,,,,,12.8795,,,,
147,K00925,,,0.6780536480360293,,,,,,,9.1801,,,,
148,K00926,,0.545,0.622,,,,,,3.1324,2.0246,,,,
149,K00927,,0.655,0.6330695076475154,,,,,,3.3908,68.0978,,,,
150,K00930,,,0.633700918467121,,,,,,,23.0519,,,,
151,K00936,,,0.6470531796850734,,,,,,,9.1854,,,,
152,K00937,,,0.6427740807975056,,,,,,,40.583800000000004,,,,
153,K00939,,0.642,0.714518764929465,,,,,,3.2266,6.5043,,,,
154,K00940,,,0.72,,,,,,,5.2945,,,,
155,K00942,,,0.5999910375382741,,,,,,,8.055900000000001,,,,
156,K00943,,,0.6570783896344937,,,,,,,11.2836,,,,
157,K00945,,0.589,0.6728826206463389,,,,,,3.1671,16.1098,,,,
158,K00946,,,0.6923059754389694,,,,,,,6.7418,,,,
159,K00948,,0.5379294340696551,0.6519728742665539,,,,0.5670000000000001,,7.6037,130.68349999999998,,,,2.6136
160,K00949,,,0.695,,,,,,,2.8878,,,,
161,K00950,,,0.595,,,,,,,2.5435,,,,
162,K00954,,,0.6369952384332379,,,,,,,31.9891,,,,
163,K00957,,,0.6729903801372458,,,,,,,17.3899,,,,
164,K00958,,,0.526,,,,,,,2.3602,,,,
165,K00962,,,0.6297859294589856,,,,,,,27.6769,,,,
166,K00963,,,0.679,,,,,,,4.95,,,,
167,K00969,,,0.6502557128035875,,,,,,,9.643699999999999,,,,
168,K00971,,,0.6175965713258159,,,,,,,16.7605,,,,
169,K00975,,,0.5772931502198888,,,,,,,23.692,,,,
170,K00981,,,0.6476098255332289,,,,,,,15.736,,,,
171,K00982,,,0.6670190197714121,,,,,,,14.3477,,,,
172,K00986,,,0.5938473279310407,,,,,,,909.6474000000001,,,,
173,K00989,,,0.6778336401617531,,,,,,,32.6266,,,,
174,K00990,,,0.6512432813036204,,,,,,,35.011399999999995,,,,
175,K00997,,,0.6762948463339397,,,,,,,14.008100000000002,,,,
176,K01000,,,0.5429999999999999,,,,,,,3.1037,,,,
177,K01004,,,0.65,,,,,,,3.4277,,,,
178,K01005,,,0.669276715304501,,,,,,,16.3167,,,,
179,K01006,,,0.688,,,,,,,16.9517,,,,
180,K01008,,,0.6799154011571209,,,,,,,18.4493,,,,
181,K01011,,,0.644,,,,,,,6.4476,,,,
182,K01012,,,0.6909585325832456,,,,,,,14.8087,,,,
183,K01023,,,0.502,,,,,,,2.1631,,,,
184,K01039,,,0.6716539992276723,,,,,,,34.7595,,,,
185,K01040,,,0.6251406163703134,,,,,,,15.134800000000002,,,,
186,K01048,,,0.654,,,,,,,4.5563,,,,
187,K01056,,,0.6606745597695582,,,,,,,45.84839999999999,,,,
188,K01057,,,0.6177888281322977,,,,,,,5.4275,,,,
189,K01061,,,0.6503818286621151,,,,,,,65.33649999999999,,,,
190,K01066,,,0.693,,,,,,,6.337,,,,
191,K01068,,,0.638,,,,,,,4.8372,,,,
192,K01069,,,0.6565446215078354,,,,,,,18.692,,,,
193,K01070,,,0.626,,,,,,,3.1957,,,,
194,K01075,,,0.5883790831955326,,,,,,,3.5620000000000003,,,,
195,K01077,,,0.6291051907360267,,,,,,,12.8675,,,,
196,K01079,,,0.632,,,,,,,7.0075,,,,
197,K01091,,,0.6907365017958735,,,,,,,10.9633,,,,
198,K01104,,,0.6421870771024634,,,,,,,14.2899,,,,
199,K01113,,,0.6231524153854306,,,,,,,9.877099999999999,,,,
200,K01114,,,0.6548130954939466,,,,,,,5.4826,,,,
201,K01118,,,0.5701164144609614,,,,,,,57.7611,,,,
202,K01126,,,0.6729162684613247,,,,,,,5.9826,,,,
203,K01129,,,0.668076452595106,,,,,,,8.612400000000001,,,,
204,K01142,,,0.637,,,,,,,5.5799,,,,
205,K01151,,,0.6776421899843448,,,,,,,4.8032,,,,
206,K01159,,,0.6859063682085682,,,,,,,30.3685,,,,
207,K01166,,,0.693,,,,,,,10.6151,,,,
208,K01183,,,0.57,,,,,,,2.629,,,,
209,K01206,,,0.57808029606779,,,,,,,69.44099999999999,,,,
210,K01207,,,0.6300282111178268,,,,,,,4.332,,,,
211,K01209,,,0.5891343049887783,,,,,,,24.001400000000004,,,,
212,K01239,,,0.6339983291406313,,,,,,,13.3198,,,,
213,K01241,,,0.6579999999999999,,,,,,,4.1848,,,,
214,K01246,,0.5909374918504076,0.6286873545664567,,,,,,5.968999999999999,73.40729999999999,,,,
215,K01247,,,0.6994764611914237,,,,,,,7.29,,,,
216,K01251,,0.5186007860752386,0.6444730061821017,,,,,,3.5686,199.12289999999996,,,,
217,K01259,,,0.605,,,,,,,1.3767,,,,
218,K01262,,,0.655,,,,,,,7.9556,,,,
219,K01265,,,0.6604439813112555,,,,,,,53.993700000000004,,,,
220,K01266,,,0.6735294143861588,,,,,,,7.833500000000001,,,,
221,K01273,,,0.6140556948656277,,,,,,,29.853800000000003,,,,
222,K01283,,,0.6195834195256545,,,,,,,29.016299999999998,,,,
223,K01297,,,0.6063199393539478,,,,,,,28.8593,,,,
224,K01302,,,0.5479999999999999,,,,,,,8.4174,,,,
225,K01304,,,0.6890000000000001,,,,,,,3.8997,,,,
226,K01356,,,0.6426369655592562,,,,,,,18.8121,,,,
227,K01358,,,0.6201000294084055,,0.715,,,,,58.7367,,1.3904,,
228,K01406,,,0.6579999999999999,,,,,,,4.4036,,,,
229,K01409,,,0.6925875997033868,,,,,,,26.8735,,,,
230,K01419,,,0.6641742617756388,,,,,,,35.519800000000004,,,,
231,K01423,,,0.5447523973034867,,,,,,,7.6019000000000005,,,,
232,K01424,,0.682,0.5621382944768526,,,,,,4.2079,8.3239,,,,
233,K01425,,,0.649,,,,,,,5.1783,,,,
234,K01426,,0.613,0.659,,,,,,2.6484,3.1728,,,,
235,K01429,,,0.6500709367764557,,,,,,,7.1663,,,,
236,K01430,,,0.551,,,,,,,1.9191,,,,
237,K01432,,,0.6828559968159839,,,,,,,10.456800000000001,,,,
238,K01433,,,0.54,,,,,,,2.3201,,,,
239,K01443,,,0.6382375072899551,,,,,,,3.0660999999999996,,,,
240,K01447,,,0.6530313419964912,,,,,,,10.0887,,,,
241,K01448,,,0.6055787422765562,,,,,,,43.7158,,,,
242,K01449,,,0.65,,,,,,,6.8745,,,,
243,K01455,,,0.5872581313790106,,,,,,,15.9908,,,,
244,K01458,,,0.6646258962493156,,,,,,,23.3959,,,,
245,K01459,,,0.596,,,,,,,3.5902,,,,
246,K01462,,,0.6305950185089864,,,,,,,39.3099,,,,
247,K01463,,,0.6169999999999999,,,,,,,3.0332,,,,
248,K01470,,,0.6426319496311105,,,,,,,53.105399999999996,,,,
249,K01476,,,0.623,,,,,,,4.8406,,,,
250,K01483,,,0.6733815245621475,,,,,,,6.9106000000000005,,,,
251,K01485,,,0.6254842430355724,,,,,,,11.4078,,,,
252,K01489,,,0.6994190063655513,,,,,,,8.8105,,,,
253,K01494,,,0.649272621690025,,,,,,,30.2102,,,,
254,K01495,,,0.6353625623210272,,,,,,,67.67580000000001,,,,
255,K01496,,,0.6533045669639255,,,,,,,7.9719,,,,
256,K01497,,,0.5910017693402788,,,,,,,18.073400000000003,,,,
257,K01507,,,0.6010338975807243,,,,,,,20.390300000000003,,,,
258,K01520,,,0.6250015710667518,,,,,,,9.3345,,,,
259,K01523,,,0.667,,,,,,,5.1864,,,,
260,K01524,,,0.6638836146506156,,,,,,,7.5732,,,,
261,K01545,,,0.611,,,,0.589,,,2.2372,,,,5.5079
262,K01546,,,0.6246377447934521,,,,,,,106.7932,,,,
263,K01547,,,0.6232878464775646,,,,,,,74.3655,,,,
264,K01548,,,0.6348616646530034,,,,,,,34.4258,,,,
265,K01551,,,0.5827362949515913,,,,,,,12.3266,,,,
266,K01555,,,0.6787139688958794,,,,,,,14.598700000000001,,,,
267,K01556,,,0.6962048213660885,,,,,,,8.4594,,,,
268,K01560,,,0.6431686254010112,,,,,,,17.1623,,,,
269,K01561,,,0.6128664298477836,,,,,,,8.7149,,,,
270,K01569,,,0.6129522950491995,,,,,,,65.6974,,,,
271,K01574,,,0.6274740140268453,,,,,,,40.4501,,,,
272,K01575,,,0.5758939293788854,,,,,,,50.39,,,,
273,K01581,,,0.691,,,,,,,7.057,,,,
274,K01588,,,0.6997070606124569,,,,,,,14.207,,,,
275,K01591,,,0.709,,,,,,,3.5106,,,,
276,K01595,,,0.6543678468944686,,,,,,,61.068599999999996,,,,
277,K01596,,,0.5799999999999998,,,,,,,6.5871,,,,
278,K01602,,,0.6,,,,,,,2.2155,,,,
279,K01607,,,0.6365885475696852,,,,0.589,,,70.1922,,,,2.0432
280,K01610,,,0.6423444859351626,,,,,,,85.10889999999999,,,,
281,K01611,,0.492,,,,,,,2.6702,,,,,
282,K01613,,,0.6718940976153215,,,,,,,30.353099999999998,,,,
283,K01619,,,0.6741403149413253,,,,0.794,,,16.7472,,,,3.0695
284,K01620,,0.727,0.6865981908771542,,,,,,2.471,24.1853,,,,
285,K01621,,,0.6253493626000017,,,,,,,76.2746,,,,
286,K01622,,,0.6692513439843121,,,,,,,11.672,,,,
287,K01623,,,0.6303882561927298,,,,,,,56.2864,,,,
288,K01624,,,0.6473304471188985,,,,,,,14.589,,,,
289,K01625,,,0.588,,,,,,,2.4266,,,,
290,K01626,,,0.665099238489324,,,,,,,42.4446,,,,
291,K01627,,,0.6606137903092879,,,,,,,28.0305,,,,
292,K01633,,,0.6829999999999999,,,,,,,3.5237,,,,
293,K01637,,0.541,0.662658673457975,,,,,,3.1392,38.121900000000004,,,,
294,K01638,,0.6418949675677099,0.6297185065678133,,,,,,9.327,55.381299999999996,,,,
295,K01640,,,0.7010000000000001,,,,,,,3.7102,,,,
296,K01644,,,0.5997039362340995,,,,,,,5.4447,,,,
297,K01653,,,0.6530155411995839,,,,,,,12.6633,,,,
298,K01666,,,0.624,,,,,,,3.3731,,,,
299,K01673,,,0.6081593300862983,,,,,,,43.416999999999994,,,,
300,K01676,,,0.638,,,,,,,13.4626,,,,
301,K01686,,,0.672935203935675,,,,,,,9.0871,,,,
302,K01689,,0.66,0.6864410221407132,,,,,,5.764,58.8852,,,,
303,K01692,,,0.674,,,,,,,5.7416,,,,
304,K01695,,,0.7086599516665791,,,,,,,19.0345,,,,
305,K01698,,,0.6464129544112807,,,,,,,36.826299999999996,,,,
306,K01704,,,0.6189624899398959,,,,,,,40.3725,,,,
307,K01711,,,0.6353980451828368,,,,,,,42.1482,,,,
308,K01712,,,0.6559999999999999,,,,,,,7.0663,,,,
309,K01714,,,0.625278660019743,,,,,,,10.975999999999999,,,,
310,K01716,,,0.6254128024464574,,,,,,,20.1387,,,,
311,K01719,,,0.6435436349615545,,,,0.759,,,23.070999999999998,,,,2.1699
312,K01721,,,0.71,,,,,,,3.5616,,,,
313,K01724,,0.618,0.6004083109647574,,,,,,2.0276,45.4363,,,,
314,K01725,,,0.599,,,,,,,13.1062,,,,
315,K01730,,,0.57,,,,,,,2.2589,,,,
316,K01733,,,0.5870000000000001,,,,,,,3.3468,,,,
317,K01736,,,0.6546708912109122,,,,,,,40.7367,,,,
318,K01737,,,0.6289230945450104,,,,,,,24.515299999999996,,,,
319,K01749,,,0.6916563720713529,,,,,,,29.792,,,,
320,K01752,,,0.5956984425336476,,,,,,,25.281499999999998,,,,
321,K01754,,,0.6515673364329763,,,,,,,8.9808,,,,
322,K01755,,,0.6622762698000915,,,,,,,56.6517,,,,
323,K01756,,,0.6920000000000001,,,,,,,5.4112,,,,
324,K01759,,,0.5817162870188827,,,,,,,8.3102,,,,
325,K01772,,0.657,0.6481830188045019,,,,,,2.8828,10.340900000000001,,,,
326,K01775,,,0.6911297786912597,,,,,,,10.1138,,,,
327,K01776,,,0.6348649335506372,,,,,,,8.1827,,,,
328,K01778,,,0.6666677274051999,,,,,,,28.625,,,,
329,K01779,,,0.6267325907163658,,,,,,,11.1282,,,,
330,K01783,,,0.654,,,,,,,5.5553,,,,
331,K01785,,,0.5517509306038795,,,,,,,9.873899999999999,,,,
332,K01790,,,0.6949166643915355,,,,,,,7.8882,,,,
333,K01799,,,0.6467581990151173,,,,,,,19.491300000000003,,,,
334,K01800,,,0.6078281240653227,,,,,,,9.6614,,,,
335,K01802,,,0.653,,,,,,,2.9458,,,,
336,K01803,,,0.6385798224540676,,,,,,,31.236899999999995,,,,
337,K01804,,,0.72,,,,,,,4.0833,,,,
338,K01805,,,0.626,,,,,,,3.5231,,,,
339,K01807,,,0.6694960715921502,,,,,,,4.8798,,,,
340,K01808,,,0.6436602493738041,,,,,,,15.700700000000001,,,,
341,K01809,,,0.613,,,,,,,1.7442,,,,
342,K01810,,,0.6195002125866369,,,,,,,83.45,,,,
343,K01815,,,0.638,,,,,,,1.8304,,,,
344,K01821,,,0.5614330404285764,,,,,,,28.7688,,,,
345,K01823,,0.46,,,,,,,2.184,,,,,
346,K01826,,,0.605,,,,,,,4.0637,,,,
347,K01834,,,0.667266665782525,,,,,,,20.2881,,,,
348,K01839,,,0.688667898850006,,,,,,,28.684399999999997,,,,
349,K01849,,,0.664,,,,,,,10.8184,,,,
350,K01854,,,0.5893679112563119,,,,,,,7.623700000000001,,,,
351,K01858,,,0.6355119445646338,,,,,,,70.7665,,,,
352,K01865,,,0.637,,,,,,,2.1117,,,,
353,K01866,,,0.6270168761922265,,,,,,,53.7886,,,,
354,K01867,,,0.6271178530616801,,,,,,,35.1018,,,,
355,K01868,,,0.6199030832425648,,,,,,,100.5921,,,,
356,K01872,,,0.6516962421298244,,,,,,,75.5919,,,,
357,K01874,,,0.621803232603128,,,,,,,7.4193,,,,
358,K01875,,0.642,0.6484860768699775,,,,,,2.6856,39.89,,,,
359,K01880,,,0.54,,,,,,,3.0435,,,,
360,K01881,,,0.6366511957309183,,,,,,,101.03910000000002,,,,
361,K01887,,0.637,0.6427414334469329,,,,,,4.41,71.8804,,,,
362,K01889,,,0.6297968017229205,,,,,,,43.653000000000006,,,,
363,K01890,,,0.6457643840055496,,,,,,,20.195,,,,
364,K01912,,,0.6531295884270046,,,,,,,55.1071,,,,
365,K01915,,,0.6418353891736945,,,,,,,310.2504999999999,,,,
366,K01918,,,0.651364080146345,,,,,,,17.1568,,,,
367,K01919,,,0.6310440409998586,,,,,,,19.7644,,,,
368,K01920,,,0.6661882888911952,,,,,,,8.5921,,,,
369,K01921,,,0.6256669505648226,,,,,,,38.9454,,,,
370,K01923,,,0.5829700491968196,,,,,,,8.6366,,,,
371,K01926,,,0.6669999999999999,,,,,,,3.8395,,,,
372,K01933,,0.54,0.6403186826609222,,,,,,2.6549,16.3793,,,,
373,K01934,,,0.6811129152057595,,,,0.645,,,7.0038,,,,2.7723
374,K01937,,,0.6553683202493507,,,,,,,136.7543,,,,
375,K01939,,0.7090000000000001,0.6463075471391485,,,,,,3.1953,76.41439999999999,,,,
376,K01940,,0.664,0.6554904228070655,,,,,,3.3717,105.46860000000001,,,,
377,K01945,,0.6359999999999999,0.6515741919509217,,,,,,3.3901,15.1625,,,,
378,K01951,,,0.6571447742549318,,,,,,,124.38230000000001,,,,
379,K01953,,,0.6222654775125073,,,,,,,60.7656,,,,
380,K01962,,,0.555,,,,,,,4.0285,,,,
381,K01971,,,0.5841248528102929,,,,,,,7.5474,,,,
382,K01972,,,0.643795345419975,,,,,,,80.8457,,,,
383,K01975,,,0.6495083606968062,,,,,,,17.1581,,,,
384,K01990,,,0.6480441659650177,,,,,,,12.6941,,,,
385,K01991,,,0.642445507240418,,,,,,,13.098600000000001,,,,
386,K01992,,,0.6248693388655249,,,,,,,53.0089,,,,
387,K01995,,,0.630266286354607,,,,,,,14.8777,,,,
388,K01996,,,0.6527695522620646,,,,,,,12.5338,,,,
389,K01997,,,0.6456444203555696,,,,,,,143.66890000000004,,,,
390,K01998,,,0.634808123250704,,,,,,,17.6723,,,,
391,K01999,,,0.6082567304891969,,,,,,,24.202800000000003,,,,
392,K02003,,,0.682,,,,,,,2.8479,,,,
393,K02004,,0.547,0.6020757280513671,,,,0.6212307287966247,,2.5615,527.3348000000001,,,,12.012
394,K02015,,,0.7029196581318023,,,,,,,13.9149,,,,
395,K02016,,,0.659,,,,,,,2.596,,,,
396,K02020,,,0.6347525666540879,,,,,,,21.1917,,,,
397,K02028,,,0.6576370610157505,,,,,,,7.0851,,,,
398,K02030,,,0.6422299013984519,,,,,,,16.907,,,,
399,K02033,,,0.6941142620833461,,,,,,,11.7736,,,,
400,K02034,,0.642,0.6678472834684697,,,,,,2.6123,80.46960000000001,,,,
401,K02036,,,0.6380221050472902,,,,,,,44.1595,,,,
402,K02038,,,0.606,,,,,,,3.9043,,,,
403,K02039,,,0.6363180077777517,,,,,,,22.4663,,,,
404,K02040,,,0.6218847235403372,,,,,,,25.8368,,,,
405,K02042,,,0.6157904593371042,,,,,,,6.8728,,,,
406,K02044,,,0.5996266882972684,,,,,,,6.3747,,,,
407,K02049,,,0.6687419339515163,,,,,,,10.0502,,,,
408,K02050,,,0.6251095203246124,,,,,,,153.7182,,,,
409,K02051,,,0.6308663254158999,,,,,,,65.68449999999999,,,,
410,K02055,,,0.6459999999999999,,,,,,,5.5563,,,,
411,K02065,,,0.586,,,,,,,5.0711,,,,
412,K02066,,,0.618871865593109,,,,0.637,,,102.55250000000004,,,,2.5846
413,K02067,,,0.5916625649594883,,,,,,,8.792300000000001,,,,
414,K02073,,,0.595,,,,,,,1.75,,,,
415,K02074,,,0.705,,,,,,,6.9278,,,,
416,K02078,,,0.5952574646714824,,,,,,,62.0387,,,,
417,K02082,,,0.607,,,,,,,3.8145,,,,
418,K02108,,,0.5873487765353965,,,,,,,7.1046000000000005,,,,
419,K02109,,,0.6372013392557934,,,,,,,22.992200000000004,,,,
420,K02110,,,0.6629999999999999,,,,,,,1.4599,,,,
