,KEGG,GC_adj ,GC_adj Bacteria,GC_adj Eukaryota,GC_adjUnclassified,gene_counts ,gene_counts Bacteria,gene_counts Eukaryota,gene_countsUnclassified
76,K00655,,0.6414992429381119,,,,10.7719,,
77,K00661,,0.6809999999999999,,,,1.7333,,
78,K00674,,0.580849583611757,,,,10.7105,,
79,K00677,,0.49556664004692397,,,,9.2844,,
80,K00682,,0.691,,,,4.8255,,
81,K00688,,0.6007159279005928,,,,50.353699999999996,,
82,K00700,,0.7020000000000001,,,,8.3959,,
83,K00720,,0.585,,,,3.9607,,
84,K00721,,0.654,,,,6.1489,,
85,K00748,,0.5436037233593198,,,,4.6102,,
86,K00759,,0.607,,,,2.0314,,
87,K00760,,0.6554788002795573,,,,12.4956,,
88,K00763,,0.5546543900778502,,,,6.5297,,
89,K00764,,0.6187774971715514,,,,12.2775,,
90,K00765,,0.708,,,,2.7878,,
91,K00768,,0.6990000000000001,,,,5.2217,,
92,K00769,,0.632,,,,3.8861,,
93,K00773,,0.64,,,,3.8418,,
94,K00788,,0.484,,,,3.7126,,
95,K00789,,0.6360743600814142,,,,69.7118,,
96,K00793,,0.5969312329615486,,,,10.4529,,
97,K00794,,0.6571345151254023,,0.521,,9.6486,,2.7686
98,K00798,,0.6265032548516574,,,,12.320599999999999,,
99,K00799,,0.6090790117959185,,,,21.168699999999998,,
100,K00820,,0.5974558634187436,,,,18.415699999999998,,
101,K00826,,0.652,,,,4.286,,
102,K00858,,0.5835545730586685,,,,11.1797,,
103,K00859,,0.512,,0.4076028745686654,,3.903,,7.7799
104,K00864,,0.659,,,,5.5053,,
105,K00873,,0.6123094185887724,,,,21.781699999999997,,
106,K00878,,0.483,,,,4.2569,,
107,K00912,,0.4704844923412099,,,,6.8580000000000005,,
108,K00919,,0.6829999999999999,,,,4.1343,,
109,K00927,,0.5190683888476013,,,,9.754100000000001,,
110,K00930,,0.643,,,,4.7046,,
111,K00936,,0.725,,,,5.5058,,
112,K00937,,0.6458466412278011,,,,10.765,,
113,K00939,,0.637,,,,5.6319,,
114,K00942,,0.395,,,,3.815,,
115,K00946,,0.6213757299664181,,,,8.4327,,
116,K00948,,0.557843599321793,,,,17.8146,,
117,K00954,,0.551,,,,3.2568,,
118,K00969,,0.463,,,,4.6375,,
119,K00971,,0.6623471391084012,,,,5.993,,
120,K00973,,0.433,,,,3.9813,,
121,K00975,,0.648,,,,2.4465,,
122,K00978,,0.392,,,,4.9482,,
123,K00981,,0.547138210224745,,,,7.9144000000000005,,
124,K00986,,0.5995297634051792,,,,166.17020000000002,,
125,K00990,,0.6214857152828162,,,,8.707699999999999,,
126,K00995,,0.615,,,,3.0899,,
127,K00997,,0.653,,,,6.8164,,
128,K01000,,0.5710000000000001,,,,9.0107,,
129,K01005,,0.6311942132302489,,0.637,,19.0004,,3.8104
130,K01006,,0.626,,,,6.503,,
131,K01012,,0.476,,,,3.9223,,
132,K01039,,0.6559999999999999,,,,4.0917,,
133,K01056,,0.525,,,,3.8476,,
134,K01061,,0.6272439150793523,,,,54.4747,,
135,K01066,,0.654,,,,4.3038,,
136,K01069,,0.411,,,,3.4893,,
137,K01070,,0.605,,,,3.6164,,
138,K01079,,0.7020000000000001,,,,5.5796,,
139,K01092,,0.471,,,,4.3971,,
140,K01095,,0.45200000000000007,,,,4.2464,,
141,K01104,,0.669,,,,6.5609,,
142,K01113,,0.5920000000000001,,,,5.9517,,
143,K01114,,0.686,,,,10.689499999999999,,
144,K01118,,0.5546151458016119,,,,42.47580000000001,,
145,K01126,,0.687,,,,5.2644,,
146,K01129,,0.618,,,,2.5305,,
147,K01142,,0.426,,,,5.6796,,
148,K01159,,0.5186890261769073,,,,7.942,,
149,K01166,,0.429,,,,3.5856,,
150,K01179,,0.6679999999999999,,,,5.7139,,
151,K01181,,0.7020000000000002,,,,2.7939,,
152,K01183,,0.5589999999999999,,,,2.0201,,
153,K01206,,0.597616120033495,,,,7.925,,
154,K01239,,0.5816232675224575,,,,12.2718,,
155,K01246,,0.674,,,,4.2786,,
156,K01247,,0.634,,,,2.3922,,
157,K01251,,0.6157960794147657,,,,57.023799999999994,,
158,K01265,,0.6047915825037037,,,,23.843899999999998,,
159,K01266,,0.6876441771842187,,,,6.9529,,
160,K01273,,0.6925479727923716,,,,5.7655,,
161,K01297,,0.435,,,,3.6592,,
162,K01304,,0.6890000000000001,,,,1.9781,,
163,K01358,,0.6408476558977453,,,,43.9302,,
164,K01372,,0.6603970581726358,,,,9.3738,,
165,K01409,,0.6086727743350161,,,,19.038800000000002,,
166,K01419,,0.5035335251819777,,,,8.8518,,
167,K01426,,0.5821617811277746,,,,21.7517,,
168,K01433,,0.685,,,,2.5598,,
169,K01443,,0.7092359915263285,,,,11.508499999999998,,
170,K01447,,0.44200000000000006,,,,3.5882,,
171,K01448,,0.6661092434557234,,,,10.6659,,
172,K01455,,0.626,,,,2.9686,,
173,K01462,,0.43900000000000006,,,,6.0502,,
174,K01470,,0.6759999999999999,,,,3.6293,,
175,K01478,,0.6746104980122142,,,,8.1014,,
176,K01483,,0.5579999999999999,,,,2.255,,
177,K01485,,0.63,,,,3.0576,,
178,K01488,,0.635,,,,4.5265,,
179,K01489,,0.571,,,,3.3597,,
180,K01491,,0.47400000000000003,,,,2.935,,
181,K01494,,0.4985995611428157,,,,4.9807,,
182,K01495,,0.5915442087653295,,,,32.3097,,
183,K01497,,0.6246028680000216,,,,20.036,,
184,K01507,,0.583,,,,5.9681,,
185,K01520,,0.5930821631776362,,,,10.073,,
186,K01523,,0.63,,,,3.9924,,
187,K01524,,0.6859999999999999,,,,2.8074,,
188,K01525,,0.438,,,,3.8799,,
189,K01546,,0.636609318126693,,,,10.994499999999999,,
190,K01551,,0.6430762596814049,,,,12.5253,,
191,K01555,,0.64,,,,5.1111,,
192,K01556,,0.71,,,,5.576,,
193,K01569,,0.6237665237235994,,,,37.0943,,
194,K01574,,0.5920000000000001,,,,1.9528,,
195,K01575,,0.546,,,,2.9442,,
196,K01579,,0.373,,,,2.8424,,
197,K01588,,0.705,,,,4.0022,,
198,K01595,,0.664020262241263,,,,10.4887,,
199,K01596,,0.682,,,,11.191,,
200,K01599,,0.444,,,,4.8827,,
201,K01607,,0.6183410730577364,,,,46.5742,,
202,K01610,,0.5553457881100303,,,,9.2058,,
203,K01613,,0.638,,,,7.0341,,
204,K01621,,0.6323714140296702,,,,38.415400000000005,,
205,K01623,,0.5838049184832395,,,,14.7175,,
206,K01624,,0.6523992811359873,,,,31.948299999999996,,
207,K01626,,0.7202779631429588,,,,16.856099999999998,,
208,K01628,,0.6890000000000001,,,,3.4191,,
209,K01635,,0.5720000000000001,,,,7.2694,,
210,K01637,,0.6539886527220091,,,,40.2004,,
211,K01638,,0.6236434896207084,,,,21.739299999999997,,
212,K01640,,0.682,,,,4.9599,,
213,K01644,,0.704158703362874,,,,9.4292,,
214,K01647,,0.43899999999999995,,,,3.866,,
215,K01653,,0.6467519574158886,,,,19.7644,,
216,K01666,,0.687,,,,3.2643,,
217,K01673,,0.6326490127538499,,,,15.961300000000001,,
218,K01689,,0.5888250533663548,,,,23.838099999999997,,
219,K01695,,0.6726183072990726,,,,17.7469,,
220,K01696,,0.6629999999999999,,,,6.0127,,
221,K01698,,0.5790810879449656,,,,12.0561,,
222,K01704,,0.602,,,,9.2346,,
223,K01709,,0.444,,,,2.6568,,
224,K01711,,0.607,,,,7.6344,,
225,K01714,,0.479,,,,4.515,,
226,K01719,,0.698281571734756,,,,16.5692,,
227,K01720,,0.609543959966026,,,,15.3582,,
228,K01724,,0.6539342710663121,,,,18.4846,,
229,K01725,,0.629,,,,4.8967,,
230,K01733,,0.67,,,,4.1955,,
231,K01734,,,0.511,,,,2.6358,
232,K01736,,0.7078717575152512,,,,11.412099999999999,,
233,K01737,,0.6348010221933003,,,,10.2864,,
234,K01740,,0.684,,,,7.4942,,
235,K01749,,0.5653634609337737,,,,11.5137,,
236,K01752,,0.5606031792805459,,,,6.2419,,
237,K01755,,0.667,,,,4.9499,,
238,K01759,,0.6154275485168886,,,,8.225,,
239,K01772,,0.4877241281153957,,,,6.7459,,
240,K01775,,0.5910663104704067,,,,14.9309,,
241,K01776,,0.6618821580690962,,,,5.5952,,
242,K01778,,0.48023087027481165,,,,9.2547,,
243,K01783,,0.4640000000000001,,,,4.4888,,
244,K01785,,0.511526153872769,,,,11.9478,,
245,K01790,,0.5399884942525699,,,,8.718,,
246,K01803,,0.5831468497805683,,,,10.52,,
247,K01807,,0.5668912756806438,,,,13.3919,,
248,K01809,,0.6085438546300544,,,,11.0201,,
249,K01810,,0.5952191159741674,,,,19.9504,,
250,K01821,,0.5512665163280931,,,,6.9428,,
251,K01822,,0.645290079465548,,,,15.558,,
252,K01823,,0.5188564926375844,,,,7.6796,,
253,K01834,,0.672,,,,4.2814,,
254,K01858,,0.6055827864230177,,,,38.5214,,
255,K01866,,0.6026235747715993,,,,12.9879,,
256,K01867,,0.6596044493114274,,,,13.7865,,
257,K01868,,0.5803705774276134,,,,52.3019,,
258,K01870,,0.459,,,,4.3155,,
259,K01872,,0.6109858603517169,,,,28.3788,,
260,K01874,,0.6031711337149589,,,,28.150000000000002,,
261,K01875,,0.5834800925093001,,,,16.8346,,
262,K01880,,0.387,,,,4.1667,,
263,K01881,,0.6643197744882494,,,,19.687,,
264,K01885,,0.457,,,,5.9277,,
265,K01887,,0.5717004668414849,,,,10.9348,,
266,K01889,,0.424,,,,2.6158,,
267,K01912,,0.667,,,,3.9282,,
268,K01915,,0.6465177660198798,,,,108.783,,
269,K01918,,0.6518080297799239,,,,14.103200000000001,,
270,K01919,,0.6436901875603782,,,,9.0911,,
271,K01920,,0.421,,,,3.3254,,
272,K01921,,0.422,,,,5.1017,,
273,K01923,,0.63440647720636,,,,7.095700000000001,,
274,K01933,,0.695,,,,3.0743,,
275,K01934,,0.43799999999999994,,,,5.1325,,
276,K01937,,0.5961760475637734,,,,45.64770000000001,,
277,K01939,,0.5827291598396085,,,,23.954,,
278,K01940,,0.6559278335386189,,,,33.1201,,
279,K01951,,0.6587177238274732,,,,18.0373,,
280,K01953,,0.6571287992311815,,,,16.653399999999998,,
281,K01962,,0.48600000000000004,,,,3.6627,,
282,K01972,,0.5987699889632877,,,,37.9515,,
283,K01975,,0.632,,0.748,,1.5294,,2.5235
284,K01991,,0.608,,,,2.2005,,
285,K01996,,0.6599243206047503,,,,8.5281,,
286,K01997,,0.6679999999999999,,,,6.6861,,
287,K02003,,0.546,,,,3.7176,,
288,K02004,,0.5966774724246922,,0.5329999999999999,,87.11400000000002,,2.1209
289,K02020,,0.6274607907400094,,,,5.7625,,
290,K02030,,0.6409999999999999,,,,3.6371,,
291,K02033,,0.613,,,,9.1845,,
292,K02039,,0.606393566503964,,,,19.5418,,
293,K02040,,0.6277010516484116,,,,23.2448,,
294,K02042,,0.65,,,,2.1524,,
295,K02050,,0.5784631493113714,,,,11.5099,,
296,K02051,,0.474,,,,3.2555,,
297,K02065,,0.472,,,,2.731,,
298,K02066,,0.6181514048055864,,,,83.19360000000002,,
299,K02067,,0.6177372957532148,,,,62.9467,,
300,K02072,,0.4881911238521583,,,,11.332899999999999,,
301,K02073,,0.4757760032786056,,,,7.0359,,
302,K02078,,0.5797773047651339,,,,42.5796,,
303,K02109,,0.6329897046977229,,,,8.5093,,
304,K02111,,0.645,,,,12.6419,,
305,K02113,,0.463,,,,3.7376,,
306,K02114,,0.662,,,,2.5776,,
307,K02128,,,0.35100000000000003,,,,5.513,
308,K02160,,0.5826681597231946,,,,6.2593000000000005,,
309,K02164,,0.599,,,,5.076,,
310,K02169,,0.431,,,,3.5928,,
311,K02171,,0.6593082529973444,,,,22.2035,,
312,K02194,,0.422,,,,4.1735,,
313,K02195,,0.6807559488928241,,,,8.842400000000001,,
314,K02196,,,,0.578,,,,3.9387
315,K02199,,0.5368451881819671,,,,6.3283,,
316,K02200,,0.4984594132875397,,,,5.4611,,
317,K02221,,0.508912740346034,,,,11.1127,,
318,K02224,,0.7490000000000001,,,,2.2447,,
319,K02227,,0.7709999999999998,,,,2.0022,,
320,K02233,,0.6931571497039616,,,,6.7599,,
321,K02237,,0.4259755102040817,,,,10.0104,,
322,K02238,,0.447,,,,3.1761,,
323,K02242,,0.463,,,,3.5683,,
324,K02257,,0.6817244273853189,,,,9.088899999999999,,
325,K02258,,0.4099999999999999,,,,3.5838,,
326,K02259,,0.5786104594784839,,,,11.5006,,
327,K02275,,0.42300000000000004,,,,4.3441,,
328,K02276,,0.617,0.276,,,5.9247,5.8318,
329,K02277,,0.569,,,,5.0024,,
330,K02278,,0.6409999999999999,,,,2.5489,,
331,K02279,,0.708,,,,2.9476,,
332,K02313,,0.6162433831907023,,,,30.8401,,
333,K02314,,0.5409127871787269,,,,21.343600000000002,,
334,K02316,,0.5818503429041807,,,,25.593700000000002,,
335,K02338,,0.596996636130108,,,,24.979,,
336,K02339,,0.4270000000000001,,,,3.9317,,
337,K02340,,0.7406461105809397,,,,10.9993,,
338,K02343,,0.609,,,,5.5133,,
339,K02356,,0.5687827831979024,,,,18.270400000000002,,
340,K02357,,0.6591316001512391,,,,7.6731,,
341,K02358,,0.5481404321664951,,,,14.1555,,
342,K02372,,0.5423201992959489,,,,12.7208,,
343,K02379,,0.622,,,,3.5757,,
344,K02386,,0.624,,,,2.4847,,
345,K02387,,0.614,,,,2.4718,,
346,K02388,,0.599,,,,2.4644,,
347,K02393,,,,0.594,,,,2.0932
348,K02396,,0.5489999999999999,,,,3.8611,,
349,K02407,,,,0.5489999999999999,,,,3.6576
350,K02408,,0.59,,,,2.4644,,
351,K02409,,0.649,,,,2.5052,,
352,K02410,,0.6202587316461725,,,,13.7171,,
353,K02415,,0.6455211825514894,,,,7.8263,,
354,K02416,,0.6276196954548747,,,,10.759,,
355,K02429,,0.564,,,,2.4309,,
356,K02433,,0.489,,,,3.9104,,
357,K02435,,0.458,,,,3.9104,,
358,K02437,,0.637,,,,2.4798,,
359,K02456,,0.584,,,,1.8383,,
360,K02483,,0.6679999999999999,,,,9.094,,
361,K02492,,0.5735791933690845,,,,12.4025,,
362,K02503,,0.4612663061739211,,,,5.568,,
363,K02510,,0.6293387864838589,,,,13.7908,,
364,K02518,,0.5904688577770631,,,,21.531799999999997,,
365,K02519,,0.6850000000000002,,,,10.9143,,
366,K02520,,0.5836037453868743,,,,30.3456,,
367,K02527,,0.5119483884899855,,,,7.1705,,
368,K02536,,0.438,,,,3.7714,,
369,K02549,,0.765,,,,4.4941,,
370,K02553,,0.688,,,,4.3482,,
371,K02575,,0.6325045584156005,,,,9.5273,,
372,K02600,,0.6324295466155606,,,,15.419099999999998,,
373,K02601,,0.6493139515131662,,,,12.397200000000002,,
374,K02609,,0.659,,,,6.5934,,
375,K02611,,0.74,,,,1.8627,,
376,K02626,,0.563,,,,3.8308,,
377,K02638,,0.539,,,,4.0647,,
378,K02650,,0.4729999999999999,,,,3.8476,,
379,K02651,,0.476,,,,2.9209,,
380,K02655,,,,0.654,,,,1.9886
381,K02656,,0.477,,,,3.5296,,
382,K02662,,0.604,,,,6.8166,,
383,K02784,,0.653,,,,2.3633,,
384,K02825,,0.6647625880161391,,,,9.8071,,
385,K02834,,0.5624205783887213,,,,7.8483,,
386,K02835,,0.636,,,,4.2702,,
387,K02838,,0.5604270936162664,,,,8.506,,
388,K02847,,0.419,,,,3.3169,,
389,K02860,,0.5638436202721742,,,,6.1744,,
390,K02863,,0.6654680255524377,,,,41.6675,,
391,K02864,,0.6242009491433119,,,,7.3302,,
392,K02867,,0.607457754915087,,,,14.207899999999999,,
393,K02871,,0.6041625853215296,,,,24.907,,
394,K02874,,0.6420335890840378,,,,18.1747,,
395,K02876,,0.6293197289515502,,,,12.576,,
396,K02878,,0.6234647371737385,,,,35.3813,,
397,K02879,,0.5663016574542579,,,,23.6606,,
398,K02884,,0.5601765598089239,,,,13.8203,,
399,K02886,,0.669,,,,6.8841,,
400,K02887,,0.644,,,,2.9,,
401,K02888,,0.6333504657510184,,,,12.667,,
402,K02890,,0.6255795402341351,,,,9.0629,,
403,K02892,,0.5231283384477712,,,,15.593300000000001,,
404,K02895,,0.526439520500897,,,,10.4476,,
405,K02897,,0.5429774052692097,,,,18.2915,,
406,K02899,,0.67,,,,6.6387,,
407,K02902,,0.6444795385644174,,,,14.4988,,
408,K02904,,0.6348192822176839,,,,17.895400000000002,,
409,K02906,,0.6279977950023617,,,,23.1635,,
410,K02907,,0.6195392520495971,,,,10.260299999999999,,
411,K02909,,0.5818195562245383,,,,17.1002,,
412,K02911,,0.515,,,,3.9976,,
413,K02913,,0.5868075528368986,,,,21.2569,,
414,K02919,,0.491,,,,6.9804,,
415,K02926,,0.6174069117369854,,,,19.8554,,
416,K02931,,0.5608073641581093,,,,15.6341,,
417,K02933,,0.5923185133148646,,,,19.2482,,
418,K02935,,0.6993079586233072,,,,13.0543,,
419,K02939,,0.5774654458057906,,,,13.7046,,
420,K02945,,0.6110913413516381,,,,64.10679999999999,,
421,K02946,,0.6068567034245171,,,,42.3263,,
422,K02948,,0.5990743686014784,,,,16.7451,,
423,K02950,,0.648,,,,8.0933,,
424,K02952,,0.6364560682670778,,,,19.1504,,
425,K02954,,0.581062884653972,,,,14.7059,,
426,K02956,,0.5774953419263424,,,,18.1454,,
427,K02959,,0.5615788985390174,,,,10.1248,,
428,K02961,,0.65,,,,7.1875,,
429,K02963,,0.656,,,,4.0098,,
430,K02965,,0.612326367232805,,,,12.296800000000001,,
431,K02967,,0.5759076909837478,,,,55.7079,,
432,K02968,,0.6296199137287407,,,,7.2352,,
433,K02970,,0.6207651656505189,,,,9.5076,,
434,K02982,,0.6409049396156528,,,,21.0152,,
435,K02986,,0.5929176970866347,,,,50.440799999999996,,
436,K02988,,0.478,,,,4.3175,,
437,K02990,,0.6112163430921992,,,,11.8279,,
438,K02992,,0.6212674437292098,,,,29.182499999999997,,
439,K02994,,0.6305232213065131,,,,18.4909,,
440,K02996,,0.6530374105032967,,,,16.5667,,
441,K03040,,0.5458395992600881,,,,45.3823,,
442,K03060,,0.6322706336538368,,,,8.8806,,
443,K03070,,0.65217800858065,,,,33.1006,,
444,K03071,,0.458,,,,4.139,,
445,K03073,,0.481,,0.49600000000000005,,2.4592,,2.1692
446,K03075,,0.5561651347524098,,0.56,,11.2929,,3.5032
447,K03076,,0.64,,,,7.6929,,
448,K03088,,0.6507323273740153,,,,188.94070000000002,,
449,K03089,,0.618,,,,15.358,,
450,K03092,,0.573524345371348,,,,13.0203,,
451,K03100,,0.497494131142662,,,,6.6625,,
452,K03101,,0.5479999999999999,,,,1.8463,,
453,K03106,,0.664,,,,6.8931,,
454,K03111,,0.6246669914040022,,,,40.394,,
455,K03116,,0.5240659978246525,,,,5.4359,,
456,K03118,,0.6749128119859198,,,,10.2351,,
457,K03147,,0.6209716975870271,,,,25.7565,,
458,K03149,,0.6676185267919061,,,,7.5213,,
459,K03179,,0.448,,,,3.6784,,
460,K03194,,0.4320000000000001,,,,5.0549,,
461,K03210,,0.636,,,,2.6635,,
462,K03217,,0.5441936643428378,,,,11.5166,,
463,K03271,,0.5404685786950127,,,,8.6032,,
464,K03273,,0.442,,,,3.9585,,
465,K03282,,0.6476245889402223,,,,7.8928,,
466,K03284,,0.6036832706770334,,,,8.2934,,
467,K03286,,0.59,,,,1.9978,,
468,K03303,,0.5739633656663278,,,,12.517199999999999,,
469,K03313,,0.5264869479211437,,,,7.454,,
470,K03320,,0.669,,,,2.1629,,
471,K03325,,0.634,,,,2.25,,
472,K03365,,0.6779999999999999,,,,2.0651,,
473,K03406,,0.5881970248040737,,,,12.4417,,
474,K03409,,0.564,,,,2.9784,,
475,K03412,,0.573,,,,2.6675,,
476,K03424,,0.464,,,,3.1304,,
477,K03431,,0.459,,,,3.1293,,
478,K03432,,0.6890000000000001,,,,5.9657,,
479,K03433,,0.677,,,,4.8232,,
480,K03437,,0.6829999999999999,,,,4.8545,,
481,K03438,,0.6227050738215287,,,,24.396700000000003,,
482,K03439,,0.436,,,,2.362,,
483,K03455,,0.449,,,,3.693,,
484,K03466,,0.6361073907921457,,,,90.39359999999999,,
485,K03470,,0.6704226120232174,,,,10.7441,,
486,K03496,,0.578194368646292,,,,27.7914,,
487,K03497,,0.691252772779762,,,,7.4474,,
488,K03499,,0.6858451156413755,,,,10.203,,
489,K03501,,0.48341674221036546,,,,5.8414,,
490,K03517,,0.6709999999999999,,,,3.1702,,
491,K03518,,0.625,,,,5.1715,,
492,K03521,,0.6188455544215973,,,,27.5583,,
493,K03522,,0.7011653857093334,,,,19.8423,,
494,K03523,,0.586,,,,1.9022,,
495,K03525,,0.5712543492350602,,,,12.181999999999999,,
496,K03526,,0.6561151463648057,,,,29.4027,,
497,K03527,,0.6632995341838523,,,,30.6712,,
498,K03531,,0.61090514411542,,,,17.1817,,
499,K03534,,0.716,,,,2.7239,,
500,K03536,,0.434406202933013,,0.693,,5.5312,,2.0428
501,K03544,,0.613547997721566,,,,85.4842,,
502,K03545,,0.6064689229959791,,,,15.994299999999999,,
503,K03549,,0.6365581502107055,,,,20.6379,,
504,K03550,,0.705,,,,4.4545,,
505,K03553,,0.5885947233044097,,,,21.3547,,
506,K03556,,0.6935597731450015,,,,39.2247,,
507,K03557,,0.46,,,,3.2204,,
508,K03558,,0.416,,,,5.5431,,
509,K03559,,0.5465973936966408,,0.682,,16.1539,,3.5954
510,K03561,,0.6039911074601778,,,,9.304300000000001,,
511,K03564,,0.672,,,,2.9452,,
512,K03565,,0.7007759700945339,,,,5.6213,,
513,K03569,,0.576080979650267,,,,54.647,,
514,K03570,,0.44,,0.5048124740243081,,4.6479,,7.6911000000000005
515,K03571,,0.4902350348736703,,,,7.6528,,
516,K03581,,0.46,,,,3.5443,,
517,K03584,,0.6280508744092953,,,,13.6788,,
518,K03586,,0.44200000000000006,,,,3.7228,,
519,K03589,,0.5754322230250709,,,,11.449300000000001,,
520,K03590,,0.510330975719257,,,,10.3645,,
521,K03593,,0.6749002174041661,,,,8.2102,,
522,K03594,,0.595,,,,5.9681,,
523,K03595,,0.6638887708237339,,,,12.5094,,
524,K03601,,0.695,,,,2.9978,,
525,K03602,,0.667,,,,1.0813,,
526,K03608,,0.43,,,,1.9815,,
527,K03610,,0.48699999999999993,,,,2.74,,
528,K03611,,0.454,,,,3.7014,,
529,K03616,,0.463,,,,3.7239,,
530,K03621,,0.5075068172281985,,,,5.6379,,
531,K03628,,0.6185788336530115,,,,78.7286,,
532,K03629,,0.7436070966581146,,,,8.2778,,
533,K03630,,0.447,,,,4.5372,,
534,K03631,,0.7059870961398947,,,,9.8417,,
535,K03635,,0.6095385130958264,,,,5.4199,,
536,K03636,,0.673580519359587,,,,7.3605,,
537,K03639,,0.621493147233946,,,,13.3285,,
538,K03642,,0.517967048763046,,,,12.2642,,
539,K03644,,0.665,,,,2.3187,,
540,K03648,,0.6709373910112151,,,,8.1537,,
541,K03650,,0.4914613240159482,,,,9.056000000000001,,
542,K03652,,0.4902400143044568,,,,10.533900000000001,,
543,K03664,,0.5917296785820618,,,,19.4233,,
544,K03665,,0.6966323465156187,,,,15.4197,,
545,K03666,,0.5432697832517313,,,,16.6823,,
546,K03671,,0.5634847557660644,,,,22.2208,,
547,K03673,,0.471,,,,4.2554,,
548,K03676,,0.44900000000000007,,,,4.139,,
549,K03684,,0.672,,,,4.6527,,
550,K03685,,0.6759999999999999,,,,4.4879,,
551,K03687,,0.5683558357698613,,,,13.2699,,
552,K03690,,0.45,,,,3.1866,,
553,K03694,,0.4370000000000001,,,,4.319,,
554,K03698,,0.535,,,,2.1432,,
555,K03701,,0.466,,,,4.6658,,
556,K03702,,0.436,,,,4.4519,,
557,K03703,,0.4370000000000001,,,,4.7218,,
558,K03704,,0.6246779490902656,,,,27.8253,,
559,K03705,,0.606293995950658,,,,12.6336,,
560,K03711,,0.6970000000000001,,,,4.0507,,
