,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Riboviria,GC_adj Varidnaviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Riboviria,gene_counts Varidnaviria,gene_counts unclassified viruses,gene_countsUnclassified
166,K00457,,,0.6363820427571789,,,,,,,,,184.38590000000002,,,,,,
167,K00459,,0.569041497293562,0.6520291960458808,,,,,,0.7040000000000001,,9.4162,502.32480000000004,,,,,,3.3135
168,K00463,,,0.5782481490514991,,,,,,,,,18.6935,,,,,,
169,K00467,,,0.6620277204723718,,,,,,,,,22.3784,,,,,,
170,K00469,,,0.545664473425968,,,,,,,,,27.4169,,,,,,
171,K00477,,,0.5649999999999998,,,,,,,,,2.0251,,,,,,
172,K00479,,,0.6653987235408293,,,,,,,,,16.8547,,,,,,
173,K00480,,,0.644,,,,,,,,,6.9531,,,,,,
174,K00481,,,0.6237223285561994,,,,,,,,,42.3639,,,,,,
175,K00483,,,0.653,,,,,,,,,8.8765,,,,,,
176,K00485,,,0.5870000000000001,,,,,,,,,6.0738,,,,,,
177,K00486,,,0.5504430662368397,,,,,,,,,17.8549,,,,,,
178,K00499,,,0.5766528697270759,,,,,,,,,21.1152,,,,,,
179,K00500,,,0.5896223061128958,,,,,,,,,22.312199999999997,,,,,,
180,K00507,0.649,,0.6002516133945316,,,,,,,4.2509,,440.3684999999998,,,,,,
181,K00508,,,0.541,,,,,,,,,7.5509,,,,,,
182,K00518,,,0.6368293368654707,,,,,,,,,34.5788,,,,,,
183,K00525,,,0.616305599154441,,0.33843859442696334,,,,,,,299.82660000000004,,6.8664000000000005,,,,
184,K00526,,,0.5968667036593664,,,,,0.299,,,,18.7419,,,,,3.9096,
185,K00528,,,0.6511072592005804,,,,,,,,,27.7358,,,,,,
186,K00529,,,0.6858634627855587,,,,,,,,,16.636,,,,,,
187,K00537,,,0.643514727822564,,,,,,,,,15.957,,,,,,
188,K00540,,,0.6372445956911468,,,,,,0.612,,,223.39489999999995,,,,,,5.4836
189,K00543,,,0.5710000000000001,,,,,,,,,5.3896,,,,,,
190,K00544,,,0.6549273537139735,,,,,,,,,78.9043,,,,,,
191,K00545,,,0.6,,,,,,,,,1.8038,,,,,,
192,K00548,,,0.6226142341452987,,,,,,,,,413.27819999999997,,,,,,
193,K00549,,0.5970536035137222,0.6296956569633133,,0.5529999999999999,,,,,,11.4964,1754.8920999999993,,3.1468,,,,
194,K00554,,,0.6556489823164822,,,,,,,,,329.44679999999994,,,,,,
195,K00558,,,0.6127734280942937,,,,,,,,,26.259999999999998,,,,,,
196,K00560,,,0.6276242561024622,,0.292,,,,,,,135.5401,,3.1035,,,,
197,K00563,,,0.6555475708160434,,,,,,,,,24.784100000000002,,,,,,
198,K00564,,,0.7007824001055939,,,,,,,,,21.1944,,,,,,
199,K00566,,,0.6220935649003577,,,,,,,,,57.46130000000001,,,,,,
200,K00567,,,0.6374172232762764,,,,,,,,,137.8538,,,,,,
201,K00568,,,0.569,,,,,,,,,3.777,,,,,,
202,K00569,,,0.5660532182440919,,,,,,,,,7.097099999999999,,,,,,
203,K00570,,,0.6470942984090914,,,,,,,,,125.01780000000001,,,,,,
204,K00571,,,0.5885480596102235,,,,,,,,,26.3044,,,,,,
205,K00573,,,0.6445614873949259,,,,,,,,,510.69820000000016,,,,,,
206,K00574,,,0.6320930270816583,,,,,,,,,246.98460000000006,,,,,,
207,K00575,,,0.5930682592335021,,,,,,,,,96.97749999999999,,,,,,
208,K00588,,0.5024746313842013,0.6077049410285265,,,,,,,,5.351100000000001,132.5185,,,,,,
209,K00594,,,0.5560405681652544,,,,,,,,,18.3544,,,,,,
210,K00595,,,0.6908615099034314,,,,,,,,,17.1163,,,,,,
211,K00596,,,0.6530743808794073,,,,,,,,,27.2158,,,,,,
212,K00598,,0.588,0.6311391669422024,,0.6060000000000001,,,,,,4.2452,92.6586,,6.5884,,,,
213,K00600,,,0.6365780418433371,,,,,,,,,734.7404999999998,,,,,,
214,K00602,,0.637,0.6382718719701719,,,,,,,,3.0866,581.5087,,,,,,
215,K00603,,,0.6,,,,,,,,,9.2198,,,,,,
216,K00604,,,0.6533598241159219,,,,,,,,,57.3595,,,,,,
217,K00605,,,0.5951850707481955,,,,,,,,,62.539699999999996,,,,,,
218,K00606,,0.5612349465259778,0.644820357703449,,,,,,,,8.1085,457.76509999999996,,,,,,
219,K00609,,,0.6356195879336597,,,,,,,,,213.29620000000003,,,,,,
220,K00610,,0.51,,,,,,,,,4.3623,,,,,,,
221,K00611,,,0.6426118401253815,,,,,,,,,26.047399999999996,,,,,,
222,K00612,,,0.5914941687380212,,,,,,,,,102.57880000000003,,,,,,
223,K00613,,,0.5359170023725932,,,,,,,,,18.9358,,,,,,
224,K00615,,,0.6258715106377151,,,,,,,,,294.23209999999995,,,,,,
225,K00616,,,0.5808447435370714,,,,,,,,,134.5745,,,,,,
226,K00619,,,0.6200914945959098,,,,,,0.626,,,29.225,,,,,,7.5875
227,K00620,,,0.6433795509107367,,,,,,,,,213.70210000000003,,,,,,
228,K00625,,,0.594,,,,,,,,,4.3967,,,,,,
229,K00626,,,0.642017092478169,,,,,,,,,1045.8490999999997,,,,,,
230,K00627,,,0.7040000000000001,,,,,,,,,10.3517,,,,,,
231,K00635,,,0.6767375198702339,,,,,,0.6217665232663148,,,285.29030000000006,,,,,,11.4863
232,K00639,,,0.607,,,,,,,,,10.5146,,,,,,
233,K00640,,,0.6262176972439318,,,,,,,,,202.69810000000004,,,,,,
234,K00641,,,0.6294057886708789,,,,,,,,,609.9271000000001,,,,,,
235,K00643,,,0.634,,,,,,,,,25.9039,,,,,,
236,K00645,,,0.6438926259745475,,,,,,,,,45.5053,,,,,,
237,K00648,,,0.6349607181940236,,,,,,,,,169.79709999999997,,,,,,
238,K00651,,,0.62,,,,,,,,,4.4878,,,,,,
239,K00652,,,0.6292616507789819,,,,,,,,,22.945,,,,,,
240,K00655,,,0.6262311604210035,,,,,,,,,371.0303000000002,,,,,,
241,K00657,,0.524,0.60264835914474,,,,,,,,5.8847,138.63810000000004,,,,,,
242,K00661,,,0.555798684067906,,,,,,,,,11.125499999999999,,,,,,
243,K00662,,,0.6010433406256548,,,,,,0.6196931357565286,,,14.0765,,,,,,7.7034
244,K00663,,,0.6297183731073347,,,,,,0.5870000000000001,,,7.480700000000001,,,,,,3.1273
245,K00673,,,0.6339533474400693,,,,,,,,,10.6523,,,,,,
246,K00674,,,0.6555396452821676,,,,,,,,,152.1666,,,,,,
247,K00675,,,0.6206497604810909,,,,,,,,,22.8189,,,,,,
248,K00677,,,0.6210136267327359,,,,,,,,,257.25320000000005,,,,,,
249,K00682,,,0.6469628779870369,,0.6579999999999999,,,,,,,29.402499999999996,,5.2266,,,,
250,K00683,0.586,,0.5719823746252607,,0.5539999999999999,,,,,3.4161,,93.7612,,1.8869,,,,
251,K00684,,,0.6672004061517867,,,,,,,,,78.0002,,,,,,
252,K00688,,0.5770000000000001,0.6091549141583066,,,,,,,,5.3694,1106.4841999999996,,,,,,
253,K00694,,,0.6253542925697713,,,,,,,,,17.5342,,,,,,
254,K00700,,,0.5927017991344331,,,,,,,,,284.4681,,,,,,
255,K00703,,,0.6108951756439794,,,,,,,,,420.2722000000001,,,,,,
256,K00705,,,0.6400109655840662,,,,,,,,,128.69219999999999,,,,,,
257,K00720,,,0.6000604230537845,,,,,,,,,380.3244,,,,,,
258,K00721,,,0.6092569268993174,,,,,,,,,67.2287,,,,,,
259,K00728,,,0.6681725490407497,,,,,,0.57,,,13.2472,,,,,,3.2879
260,K00729,,,0.5951453153650674,,,,,,,,,66.8296,,,,,,
261,K00748,,,0.6387317131720509,,,,,,,,,229.65809999999996,,,,,,
262,K00754,,,0.5944074269799544,,,,,,,,,13.8217,,,,,,
263,K00756,,,0.561,,,,,,,,,7.1688,,,,,,
264,K00757,,,0.6829999999999999,,,,,,,,,4.1929,,,,,,
265,K00759,,0.36,0.611619382021427,,,,,,,,2.6329,227.2333,,,,,,
266,K00760,,,0.5934776487380131,,,,,,,,,298.9951,,,,,,
267,K00761,,,0.6499450579889928,,,,,,,,,18.045,,,,,,
268,K00762,,0.5028336923494955,0.646314110231535,,,,,,0.649776103432437,,13.254199999999999,220.4484,,,,,,5.8938
269,K00763,,0.596,0.6271497856326277,,,,,,,,2.9799,144.91279999999998,,,,,,
270,K00764,,0.5614967734764481,0.6319642830808061,,,,,,,,13.309999999999999,573.6570000000002,,,,,,
271,K00765,,,0.6431499205668653,,,,,,,,,144.7467,,,,,,
272,K00766,,0.5433121432143957,0.6690729204258746,,,,,,0.6460133510986653,,7.8376,413.94549999999987,,,,,,7.4055
273,K00767,,,0.6505375663496894,,,,,,,,,51.01429999999999,,,,,,
274,K00768,,,0.6947209365203406,,,,,,,,,124.34530000000001,,,,,,
275,K00769,,,0.6462009189135421,,,,,,,,,30.723200000000002,,,,,,
276,K00772,,,0.6289738590908411,,,,,,,,,53.81339999999999,,,,,,
277,K00773,,,0.6399627343612145,,,,,,,,,157.7818,,,,,,
278,K00782,,,0.6697550877491508,,,,,,,,,48.0238,,,,,,
279,K00783,,0.667,0.6517156339053493,,,,,,0.769,,4.6971,211.68570000000003,,,,,,6.1306
280,K00784,,0.5272802939375383,0.6151105079804221,,,,,,,,8.165,105.6117,,,,,,
281,K00788,,,0.6522331767819314,,,,,,,,,120.02220000000001,,,,,,
282,K00789,,,0.6279233217389357,,,,,,,,,1002.6895999999998,,,,,,
283,K00790,,,0.6425136512861933,,,,,,,,,404.42210000000017,,,,,,
284,K00791,,,0.6373452231899283,,,,,,,,,99.28450000000001,,,,,,
285,K00793,,0.299,0.627746360936837,,,,,,,,2.8973,256.7193,,,,,,
286,K00794,,,0.6410705365070453,,,,,,,,,332.26129999999995,,,,,,
287,K00795,,,0.7040975767188884,,,,,,,,,14.4195,,,,,,
288,K00796,,,0.6684228681005968,,,,,,,,,71.8491,,,,,,
289,K00797,,,0.5984155160900785,,,,,,,,,190.3138,,,,,,
290,K00798,0.525,0.493,0.6761602307822857,,,,,,,3.9782,3.3909,146.93360000000004,,,,,,
291,K00799,,,0.6235533192487535,,0.616,,,,,,,1199.9548,,4.0243,,,,
292,K00800,,,0.6575123098295093,,,,,,,,,283.442,,,,,,
293,K00801,,,0.6615557262295598,,,,,,,,,14.404599999999999,,,,,,
294,K00806,,,0.6550076779566782,,,,,,,,,26.7481,,,,,,
295,K00808,,,0.6607882539958275,,,,,,,,,63.4801,,,,,,
296,K00809,,,0.5672841135798581,,,,,,,,,63.38179999999999,,,,,,
297,K00812,,,0.6239845098471596,,,,,,,,,12.9542,,,,,,
298,K00817,,,0.6213400290937705,,,,,,,,,77.6864,,,,,,
299,K00820,,0.526,0.621466265373631,,,,,,,,3.412,699.3478000000003,,,,,,
300,K00821,,,0.587541598706507,,,,,,,,,15.8199,,,,,,
301,K00824,,,0.631,,,,,,,,,5.1839,,,,,,
302,K00826,,,0.6315825274268748,,,,,,,,,107.5803,,,,,,
303,K00830,,,0.602,,,,,,,,,9.4839,,,,,,
304,K00831,,,0.6197187860541096,,,,,,,,,199.10949999999997,,,,,,
305,K00833,,,0.61,,,,,,,,,5.204,,,,,,
306,K00845,,,0.6109318372199642,,,,,,,,,35.5105,,,,,,
307,K00847,,,0.736,,,,,,,,,7.6468,,,,,,
308,K00848,,,0.6,,,,,,,,,5.7608,,,,,,
309,K00849,,,0.5936715333111646,,,,,,,,,20.130499999999998,,,,,,
310,K00851,,,0.627640986886876,,0.561,,,,,,,212.8238,,1.9978,,,,
311,K00852,,,0.5964272774131227,,0.7340000000000001,,,,,,,47.1601,,4.3931,,,,
312,K00853,,,0.607,,,,,,,,,6.6071,,,,,,
313,K00854,,,0.5791942526291392,,,,,,,,,19.0216,,,,,,
314,K00855,,,0.6022725293373047,,,,,,,,,12.98,,,,,,
315,K00856,,,0.698,,,,,,,,,5.5135,,,,,,
316,K00857,,,0.6128777728212921,,,,0.289,,,,,133.2257,,,,4.4833,,
317,K00858,,0.542,0.6401462757371859,,0.637,,,,,,3.0082,379.83960000000013,,5.0413,,,,
318,K00859,,,0.6432108656341097,,0.6139999999999999,,,,0.799,,,322.0502000000001,,2.9404,,,,4.0043
319,K00860,,,0.6409999999999999,,,,,,,,,4.1473,,,,,,
320,K00864,,,0.5725672645424711,,,,,,,,,33.1096,,,,,,
321,K00865,,,0.676502949615085,,,,,,,,,95.3784,,,,,,
322,K00867,,,0.6080659795573358,,,,,,,,,68.8496,,,,,,
323,K00868,,,0.6480382058715284,,,,,,,,,22.7778,,,,,,
324,K00872,,,0.6810013317394443,,,,,,,,,38.611,,,,,,
325,K00873,,0.574,0.6389273339449981,,,,,,0.575,,3.2787,679.8288,,,,,,3.6703
326,K00876,,,0.5864664693219609,,,,,,,,,14.761400000000002,,,,,,
327,K00878,,,0.63,,,,,,,,,2.2198,,,,,,
328,K00883,,,0.6588179577750437,,,,,,,,,6.5762,,,,,,
329,K00886,,,0.6246907935879672,,,,,,,,,127.23440000000001,,,,,,
330,K00891,,,0.6379705969315524,,,,,,,,,160.82389999999998,,,,,,
331,K00899,,,0.5793989340448082,,,,,,,,,17.6527,,,,,,
332,K00903,,,0.6160647595977089,,,,,,,,,9.334299999999999,,,,,,
333,K00906,,,0.6497509692413583,,,,,,,,,27.3443,,,,,,
334,K00912,,,0.6367581316570496,,,,,,0.81,,,264.08489999999995,,,,,,2.9607
335,K00919,,,0.643650042630362,,,,,,0.5853157101486505,,,179.62789999999998,,,,,,5.1454
336,K00925,,,0.6148147889542372,,,,,,,,,469.3740999999999,,,,,,
337,K00926,,0.534,0.6797806639524799,,,,,,,,2.0271,34.5268,,,,,,
338,K00927,,,0.6318139873958298,,0.511,,,,,,,588.6787999999998,,2.2605,,,,
339,K00930,,,0.6297121184226656,,,,,,,,,91.6185,,,,,,
340,K00931,,,0.6261212705422637,,,,,,,,,15.7593,,,,,,
341,K00936,,,0.5922358842262105,,0.561,,,,,,,148.6488,,3.7652,,,,
342,K00937,,,0.6201530668442031,,,,,,,,,135.3069,,,,,,
343,K00939,,,0.6447888338136745,,,,,,,,,210.6416,,,,,,
344,K00940,,0.523,0.5960932078852834,,,,,,,,3.6857,144.94690000000003,,,,,,
345,K00941,,,0.6586954654695293,,,,,,,,,19.0381,,,,,,
346,K00942,,,0.6164566711714714,,,,,,,,,133.08900000000003,,,,,,
347,K00943,,,0.6274104408279247,,0.275,,,,,,,329.64050000000015,,3.3794,,,,
348,K00945,,0.537,0.6526506509075456,,,,,,0.685,,3.5443,363.64719999999994,,,,,,2.0961
349,K00946,,,0.6663424605764138,,,,,,,,,199.13629999999998,,,,,,
350,K00947,,,0.622,,,,,,,,,8.6408,,,,,,
351,K00948,0.588,0.5417765373752637,0.6278997835147065,,,,,,,4.2494,10.3691,788.2690000000005,,,,,,
352,K00950,,,0.6319756013895078,,,,,,,,,198.05909999999997,,,,,,
