,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Riboviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Riboviria,gene_countsUnclassified
39,K00104,,,0.6747544904958106,,,,,,,26.7134,,,,
40,K00108,,,0.7360016207671993,,,,,,,23.5419,,,,
41,K00111,,,0.711185552233659,,0.7300000000000001,,,,,130.8989,,4.8782,,
42,K00112,,,0.7776778495718518,,,,,,,134.8726,,,,
43,K00113,,,0.711379921606933,,,,,,,35.833800000000004,,,,
44,K00122,,,0.6736835229265613,,,,,,,119.92089999999999,,,,
45,K00124,,,0.6977334204124518,,,,,,,185.9215,,,,
46,K00127,,,0.6603786213954893,,,,,,,13.5014,,,,
47,K00128,,,0.652,,,,,,,14.244,,,,
48,K00130,,,0.652,,,,,,,14.244,,,,
49,K00132,,,0.695,,,,,,,16.4299,,,,
50,K00133,,,0.7141202990375913,,,,,,,51.0327,,,,
51,K00134,,,0.6831569376172153,,,,,,,66.5631,,,,
52,K00135,,,0.6616379075551843,,,,,,,27.259900000000002,,,,
53,K00140,,,0.6572595830512244,,,,,,,27.1269,,,,
54,K00145,,0.775,0.7044720634887792,,,,,,17.3283,106.91870000000002,,,,
55,K00146,,,0.652,,,,,,,14.244,,,,
56,K00147,,,0.644,,,,,,,4.3557,,,,
57,K00148,,,0.6848286303190657,,,,,,,28.3076,,,,
58,K00156,,,0.7390000000000001,,,,,,,14.438,,,,
59,K00161,,,0.633,,,,,,,14.5643,,,,
60,K00162,,,0.6279377332808038,,,,,,,21.1052,,,,
61,K00163,,,0.6863894876344724,,,,,,,530.9128,,,,
62,K00170,,,0.6459999999999999,,,,,,,15.348,,,,
63,K00174,,,0.6672834632158158,,,,,,,52.21639999999999,,,,
64,K00175,,,0.6580530555502648,,,,,,,187.96140000000003,,,,
65,K00201,,,0.7436516288379936,,,,,,,15.8093,,,,
66,K00202,,,0.769,,,,,,,11.0674,,,,
67,K00215,,,0.7032409181448227,,,,,,,122.61489999999998,,,,
68,K00217,,,0.7705033110003333,,,,,,,16.818,,,,
69,K00226,,,0.6623372384713286,,,,,,,21.266399999999997,,,,
70,K00228,,,0.706,,,,,,,2.3665,,,,
71,K00230,,,0.7180027870062551,,,,0.701,,,26.513199999999998,,,,5.8313
72,K00231,,,0.6921129329554809,,,,,,,30.9027,,,,
73,K00232,,,0.732,,,,,,,5.9483,,,,
74,K00240,,0.46,0.6593277854714793,,,,,,8.1241,215.65490000000003,,,,
75,K00241,,0.49,0.6374749847572304,,,,0.6459999999999999,,7.3529,113.19909999999999,,,,2.6691
76,K00242,,,0.6772873353520311,,,,,,,12.998600000000001,,,,
77,K00245,,,0.64,,,,,,,3.75,,,,
78,K00247,,,0.631,,,,,,,2.2108,,,,
79,K00248,,,0.614,,,,,,,15.3391,,,,
80,K00249,,,0.6620993690979718,,,,,,,128.6062,,,,
81,K00252,,,0.638,,,,,,,11.157,,,,
82,K00254,,,0.6809851272999315,,,,,,,20.9337,,,,
83,K00259,,,0.6630346539112536,,,,,,,40.837700000000005,,,,
84,K00261,,,0.6515707028628333,,,,,,,28.7702,,,,
85,K00263,,,0.675,,,,,,,14.0375,,,,
86,K00273,,,0.7437928722649241,,,,,,,22.9069,,,,
87,K00275,,,0.7161290903484824,,0.6142919443858008,,,,,159.39870000000002,,6.6079,,
88,K00278,,,0.693,,,,,,,12.453,,,,
89,K00282,,,0.6629999999999999,,,,,,,16.1443,,,,
90,K00283,,,0.6629999999999999,,,,,,,16.0607,,,,
91,K00286,,,0.6905718536949086,,0.524,,,,,127.21029999999999,,2.1547,,
92,K00287,,,0.6507963670063359,,,,,,,22.4074,,,,
93,K00294,,,0.644,,,,,,,12.9074,,,,
94,K00297,,,0.6783567825397355,,,,,,,75.1259,,,,
95,K00299,,,0.713,,,,,,,24.6856,,,,
96,K00303,,,0.672,,,,,,,11.6793,,,,
97,K00304,,,0.7340000000000001,,,,,,,5.1873,,,,
98,K00305,,,0.8,,,,,,,6.8948,,,,
99,K00311,,,0.6178839402709428,,,,,,,26.3741,,,,
100,K00318,,,0.62,,,,,,,12.8535,,,,
101,K00320,,,0.6990000000000001,,,,,,,8.4712,,,,
102,K00322,,,0.6324274185982612,,,,,,,18.4774,,,,
103,K00324,,,0.698,,,,,,,14.3102,,,,
104,K00330,,0.679,0.6386591965854773,,,,,,3.6949,177.7911,,,,
105,K00331,,,0.6487628001237191,,,,,,,74.07209999999999,,,,
106,K00332,,,0.6785922025233305,,,,,,,103.4144,,,,
107,K00333,,,0.6186160360700304,,,,,,,36.8768,,,,
108,K00334,,,0.6631675963346134,,,,,,,66.1234,,,,
109,K00337,,,0.6296429283081768,,0.276,,,,,36.8198,,18.1788,,
110,K00338,,,0.6698545544335064,,,,,,,164.25349999999997,,,,
111,K00339,,,0.6786779695516153,,,,,,,141.61639999999997,,,,
112,K00340,,0.48100000000000004,0.6441228443911852,,,,,,4.6147,187.3818,,,,
113,K00341,,,,,0.287,,,,,,,18.1788,,
114,K00342,,,0.613,,,,,,,14.1271,,,,
115,K00343,,,0.6558668997932414,,0.246,,,,,37.9958,,18.5314,,
116,K00344,,,0.6841187398629444,,,,,,,103.97310000000002,,,,
117,K00363,,,0.6850268623672279,,,,,,,23.6797,,,,
118,K00365,,,0.684291370591465,,,,,,,28.8042,,,,
119,K00368,,,0.6890000000000001,,,,,,,9.8603,,,,
120,K00371,,,0.6319523918571337,,,,,,,15.508500000000002,,,,
121,K00373,,,0.6684666454040079,,,,,,,12.249600000000001,,,,
122,K00374,,,0.605,,,,,,,3.9739,,,,
123,K00375,,,0.694113121888892,,,,,,,43.726,,,,
124,K00382,,,0.6236923462098283,,,,,,,21.0463,,,,
125,K00384,,,0.6740735745542966,,,,,,,66.2192,,,,
126,K00389,,0.41564055198283095,0.7293086305587517,,0.532,,0.7187047485285566,,9.5183,68.0394,,2.2405,,23.275199999999998
127,K00390,,0.355,0.6991202349818537,,,,,,4.5461,145.2505,,,,
128,K00395,,,0.6057966674089541,,,,,,,8.5154,,,,
129,K00406,,,0.6669661460420248,,,,,,,15.2469,,,,
130,K00411,,,0.6469962750752557,,,,,,,9.048,,,,
131,K00412,,,0.604,,0.317,,,,,8.1193,,18.1788,,
132,K00413,,,0.6509999999999999,,,,,,,1.6991,,,,
133,K00425,,,0.666918341943848,,,,,,,436.78400000000005,,,,
134,K00426,,,0.6961529732685463,,,,0.648,,,250.9973,,,,3.0956
135,K00428,,,0.6411598224721445,,,,,,,19.080399999999997,,,,
136,K00432,,,0.6928490252456678,,,,,,,9.274999999999999,,,,
137,K00433,,,0.6628965423787736,,,,,,,168.17100000000002,,,,
138,K00435,,,0.7062481637270658,,,,,,,31.4598,,,,
139,K00446,,,0.7053628634304691,,,,,,,52.6876,,,,
140,K00448,,,0.7172908158367555,,,,,,,52.788,,,,
141,K00449,,,0.6972214996449926,,,,,,,107.13940000000002,,,,
142,K00451,,,0.6835927132202866,,,,,,,254.96370000000002,,,,
143,K00452,,,0.5660000000000001,,,,,,,1.9342,,,,
144,K00453,0.67,,0.6710404123715504,,,,,3.1362,,147.79860000000002,,,,
145,K00456,,,0.6259585143660428,,,,,,,21.4521,,,,
146,K00457,,,0.6780519004870378,,,,0.7490000000000001,,,312.0434,,,,7.9764
147,K00459,,,0.7266676728536253,,,,0.708,,,88.02400000000002,,,,4.4189
148,K00463,,,,,0.531,,,,,,,1.7749,,
149,K00466,,,0.56,,,,,,,13.9751,,,,
150,K00469,,,0.6559999999999999,,,,,,,2.7582,,,,
151,K00477,,,0.6903735114626534,,,,,,,39.2359,,,,
152,K00480,,,0.7240000000000001,,,,,,,12.8686,,,,
153,K00481,,,0.6734979784556863,,,,,,,25.4581,,,,
154,K00499,,,0.652,,,,,,,12.5186,,,,
155,K00500,,,0.6817699399454705,,,,,,,28.1173,,,,
156,K00507,,,0.6604440621229923,,,,,,,281.48560000000003,,,,
157,K00518,,,0.6458830716789538,,,,,,,76.1753,,,,
158,K00525,,0.43580231548513754,0.6511030861682372,,,,,,12.109,298.6339,,,,
159,K00529,,,0.626,,,,,,,4.0967,,,,
160,K00537,,,0.6051748392518058,,,,,,,17.5203,,,,
161,K00540,,0.49900000000000005,0.716144492548557,,,,0.703,,5.968,285.8513,,,,2.2618
162,K00542,,,0.65,,,,,,,13.5034,,,,
163,K00544,,,0.642368529546507,,,,,,,21.578,,,,
164,K00548,,0.468,0.6720547517869824,,,,,,9.7776,214.9842,,,,
165,K00549,,,0.6925756426044712,,0.535,,0.674937333520082,,,670.6189999999999,,2.1922,,7.921100000000001
166,K00554,,,0.7091638062739071,,,,,,,128.9286,,,,
167,K00555,,0.5,,,,,,,7.6562,,,,,
168,K00558,,,0.762,,,,,,,13.9377,,,,
169,K00560,,,0.653670584665858,,,,,,,52.751999999999995,,,,
170,K00561,,,0.7027293023034834,,,,,,,32.5687,,,,
171,K00563,,,0.7824780855010672,,,,,,,10.3534,,,,
172,K00566,,,0.6777123449697897,,,,,,,27.6778,,,,
173,K00567,,,0.7326054114789247,,,,,,,38.493300000000005,,,,
174,K00570,,,0.6788901956542007,,,,,,,11.442499999999999,,,,
175,K00571,,,0.5686020496627421,,,,,,,38.9312,,,,
176,K00573,,,0.7240326215358346,,,,,,,246.33380000000002,,,,
177,K00574,,,0.6925729122912815,,,,,,,82.9816,,,,
178,K00575,,,0.6311486986686478,,,,,,,44.421800000000005,,,,
179,K00577,,0.44176460607506274,,,,,,,5.8197,,,,,
180,K00588,,,0.686023593852512,,,,,,,123.32489999999999,,,,
181,K00594,,,0.74,,,,,,,17.0231,,,,
182,K00595,,,0.664,,,,,,,2.4834,,,,
183,K00598,,,0.7295692125240266,,,,,,,70.8999,,,,
184,K00600,,0.4577949755013716,0.6737142320223776,,,,,,17.0313,398.7338,,,,
185,K00602,,,0.702625915059374,,,,,,,352.0939,,,,
186,K00603,,,0.6970000000000001,,,,,,,14.0269,,,,
187,K00604,,,0.7437600251305236,,,,,,,41.758900000000004,,,,
188,K00605,,0.4320000000000001,0.6798941539646474,,,,,,7.0676,41.7652,,,,
189,K00606,,0.47353910578460795,0.7055651534299726,,,,,,11.722999999999999,270.14969999999994,,,,
190,K00609,,0.466,0.675955245186289,,,,,,9.0597,51.8115,,,,
191,K00611,,,0.6806043521825902,,,,,,,22.182499999999997,,,,
192,K00612,,,0.6592261033049869,,,,,,,52.87649999999999,,,,
193,K00615,,,0.6712230363732669,,,,,,,138.2157,,,,
194,K00616,,0.465,0.6286768190768519,,,,,,4.3205,24.3022,,,,
195,K00619,,,0.6162282750739484,,,,,,,10.497,,,,
196,K00620,,,0.7430284171833219,,,,,,,65.2191,,,,
197,K00621,,0.359,,,,,0.285,,1.9454,,,,,2.0512
198,K00626,,,0.6989664939076233,,,,,,,501.2925000000001,,,,
199,K00627,,,0.6759999999999999,,,,,,,14.5643,,,,
200,K00632,,,0.711548155581662,,,,,,,43.6177,,,,
201,K00635,,,0.7236677277657249,,,,0.7217580714766932,,,516.0275000000001,,,,14.8234
202,K00640,,,0.6868013871436643,,,,,,,77.9675,,,,
203,K00641,,,0.6567892505949776,,,,,,,115.6113,,,,
204,K00645,,,0.6977791788283567,,,,,,,60.5231,,,,
205,K00648,,,0.6651946533025437,,,,,,,63.636900000000004,,,,
206,K00655,,,0.680588814012768,,,,,,,197.83129999999997,,,,
207,K00657,,,0.6099999999999999,,,,,,,12.9985,,,,
208,K00661,,,0.6915459359631859,,,,,,,41.476,,,,
209,K00662,,,0.7075771628609313,,,,,,,8.719100000000001,,,,
210,K00663,,,0.709946717978252,,,,,,,26.3033,,,,
211,K00666,,,0.6459999999999999,,,,,,,17.4653,,,,
212,K00672,,,0.728,,,,,,,21.0496,,,,
213,K00674,,,0.6950281762256834,,,,,,,87.5959,,,,
214,K00675,,,0.759,,,,,,,6.774,,,,
215,K00677,,,0.6702780015996445,,,,,,,32.8669,,,,
216,K00681,,,0.6679999999999999,,,,,,,15.82,,,,
217,K00682,,,,,,,0.743,,,,,,,8.3599
218,K00683,0.743,,0.66,,,,,10.589,,12.3739,,,,
219,K00684,,,0.6682830215088786,,,,,,,45.724799999999995,,,,
220,K00688,,,0.684384193027982,,,,,,,166.13160000000002,,,,
221,K00698,,,,,0.48,,,,,,,3.3313,,
222,K00700,,,0.6323345283164971,,,,,,,78.24530000000001,,,,
223,K00701,,,0.616,,,,,,,14.8577,,,,
224,K00703,,,0.6591791394533614,,,,,,,55.982600000000005,,,,
225,K00705,,,0.6674859055066293,,,,,,,26.6578,,,,
226,K00720,,,0.6681543374512734,,,,,,,18.643800000000002,,,,
227,K00721,,,0.6986000716544338,,,,,,,42.183099999999996,,,,
228,K00728,,,0.6482084446807562,,,,,,,20.5738,,,,
229,K00729,,,0.6964997478982757,,,,,,,24.7061,,,,
230,K00748,,,0.72,,,,,,,13.7715,,,,
231,K00754,,,0.6883037355017532,,,,,,,27.515,,,,
232,K00756,,,0.67,,,,,,,14.5628,,,,
233,K00759,,,0.6893617498906875,,,,,,,202.8142,,,,
234,K00760,,,0.6790980762178835,,,,,,,296.0458,,,,
235,K00761,,,0.7183758830380897,,,,,,,40.1209,,,,
236,K00762,,0.5030640288506469,0.7107537951115213,,,,,,10.7939,128.96300000000002,,,,
237,K00763,,,0.6655584244502284,,,,,,,69.6262,,,,
238,K00764,,0.495,0.7025147043050831,,,,,,7.3033,246.2509,,,,
239,K00765,,,0.6807582523154831,,,,,,,73.2802,,,,
240,K00766,,,0.733570795099737,,,,,,,267.6559,,,,
241,K00767,,,0.6762311907557202,,,,,,,36.267399999999995,,,,
242,K00768,,,0.7855343376989453,,,,,,,79.43549999999999,,,,
243,K00769,,,0.6629999999999999,,,,,,,4.688,,,,
244,K00772,,,0.6309999999999999,,,,,,,15.3391,,,,
245,K00773,,,0.6835496878378655,,,,,,,59.016,,,,
246,K00782,,,0.7470066505253421,,,,,,,105.39300000000001,,,,
247,K00783,,,0.6665499356665543,,,,,,,50.787200000000006,,,,
248,K00784,,0.4962190339257855,0.6896668484369153,,,,,,6.0275,149.00320000000002,,,,
249,K00788,,,0.7328437561484147,,,,,,,65.4117,,,,
250,K00789,,0.47039117064835684,0.6816661250422443,,,,,,13.0709,717.0761999999999,,,,
251,K00790,,,0.6811411529209425,,,,,,,151.2878,,,,
252,K00791,,,0.7311774462297994,,,,,,,59.4394,,,,
253,K00793,,,0.7082749235951014,,,,,,,162.42339999999996,,,,
254,K00794,,0.455,0.6986110807151674,,,,,,4.6223,123.53529999999999,,,,
255,K00795,,,0.6909999999999998,,,,,,,13.5248,,,,
256,K00796,,,0.7300285398420856,,,,,,,133.7299,,,,
257,K00797,,0.38,0.655906404887516,,,,,,7.3827,50.148599999999995,,,,
258,K00798,,0.4665625670274864,0.6960566325165302,,,,,,17.5676,179.6494,,,,
259,K00799,,,0.6459564415126197,,,,0.523,,,124.3835,,,,3.0037
260,K00800,,0.45799999999999996,0.7641215888613031,,,,,,2.9585,150.6764,,,,
261,K00803,,,0.7557571628223968,,,,,,,33.394999999999996,,,,
262,K00806,,,0.6829999999999999,,,,,,,15.7393,,,,
263,K00808,,,0.732,,,,,,,10.0127,,,,
264,K00809,,0.4386943396344957,0.6423550154159251,,,,,,8.4009,43.9213,,,,
265,K00817,,,0.6791492715724556,,,,,,,72.0832,,,,
266,K00820,,0.438,0.6824369530916921,,,,,,7.3239,387.149,,,,
267,K00826,,,0.6641248570170033,,,,,,,49.8757,,,,
268,K00827,,,0.642,,,,,,,17.4653,,,,
269,K00831,,,0.6917593695356682,,,,,,,71.0067,,,,
270,K00845,,,0.7292576310718184,,,,,,,46.7573,,,,
271,K00847,,,0.7007756722184665,,,,,,,43.3888,,,,
272,K00848,,,0.7147357736552395,,,,,,,29.2137,,,,
273,K00849,,,0.7116065473996998,,,,,,,30.828900000000004,,,,
274,K00851,,,0.6564765181550837,,,,,,,18.935000000000002,,,,
275,K00852,,,0.7959999999999999,,,,,,,3.9441,,,,
276,K00854,,,0.7546084489998127,,,,,,,38.1106,,,,
277,K00855,,,0.700887585580853,,,,,,,18.5382,,,,
278,K00857,,,0.6454615440277839,,,,,,,47.3487,,,,
279,K00858,,0.4497134464778366,0.6955338367581567,,,,0.715,,17.349600000000002,349.0095999999999,,,,3.62
280,K00859,,,0.6917023650252755,,,,,,,126.99470000000001,,,,
281,K00865,,,0.7743327193891406,,,,,,,185.77560000000005,,,,
282,K00867,,,0.6451960307795801,,,,,,,14.3274,,,,
283,K00868,,,0.627,,,,,,,4.2279,,,,
284,K00872,,,0.6833694564053244,,,,,,,28.2705,,,,
285,K00873,0.6773097816706789,,0.7019876769692402,,0.6441460429940928,,0.732,16.6853,,496.7896999999999,,7.297000000000001,,5.7853
286,K00874,,,0.6917247000050907,,,,,,,29.482,,,,
287,K00876,,,0.6443510514103743,,,,,,,26.2147,,,,
288,K00878,,,0.7031619515646953,,,,,,,25.5417,,,,
289,K00883,,,0.699635779774686,,,,,,,13.5826,,,,
290,K00884,,,0.723,,,,,,,13.767,,,,
291,K00886,,,0.6734904924993474,,,,,,,27.293200000000002,,,,
292,K00891,,,0.7275826098515997,,,,,,,56.45910000000001,,,,
293,K00903,,,0.65,,,,,,,14.225,,,,
294,K00912,,,0.7004630819445533,,,,,,,18.9565,,,,
295,K00917,,,0.785,,,,,,,13.1056,,,,
296,K00919,,,0.7184026419493045,,,,,,,111.82799999999999,,,,
297,K00925,,,0.7025439145686283,,,,,,,228.2709,,,,
298,K00926,,0.4878200283223203,0.7271071239401604,,,,,,7.8025,278.1492,,,,
299,K00927,,0.4500534767586998,0.6952583596394322,,,,,,8.9132,230.43539999999996,,,,
300,K00928,,,0.682,,,,,,,13.3097,,,,
301,K00930,,,0.7020662998419163,,,,,,,68.2908,,,,
302,K00931,,,0.6890000000000001,,,,,,,2.8574,,,,
303,K00936,,0.727,0.7091715593816699,,,,,,3.7586,83.2103,,,,
304,K00937,,,0.6562196826586827,,,,,,,102.2457,,,,
305,K00939,,,0.7024335663429919,,,,,,,166.37849999999997,,,,
306,K00940,,,0.6599588834896684,,,,,,,68.7403,,,,
307,K00941,,,0.729592146173912,,,,,,,29.9876,,,,
308,K00942,,,0.698725549462633,,,,,,,81.9702,,,,
309,K00943,,0.46488334017416755,0.7143459663625982,,,,,,10.5335,205.84900000000002,,,,
310,K00945,,,0.7310690759556595,,,,0.752,,,175.49200000000005,,,,19.9144
311,K00946,,,0.7343076452483445,,,,,,,80.82319999999999,,,,
312,K00947,,,0.63,,,,,,,5.0288,,,,
313,K00948,,,0.6710775426917593,,,,,,,431.4321,,,,
314,K00949,,,0.6709999999999999,,,,,,,3.1877,,,,
315,K00950,,,0.7376579067433424,,,,,,,149.8075,,,,
316,K00952,,0.4636611037672624,,,,,,,11.7352,,,,,
317,K00954,,,0.6439780123348299,,,,,,,276.80330000000004,,,,
318,K00957,,,0.6854486896336461,,,,,,,65.8676,,,,
319,K00958,,,0.6795741303582347,,0.715,,,,,86.35989999999998,,8.3942,,
320,K00962,,,0.6630118479708985,,,,,,,104.98989999999999,,,,
321,K00963,,,0.6982738133079357,,0.713,,,,,55.1118,,10.4254,,
322,K00965,,,0.6503233137916086,,,,,,,38.0602,,,,
323,K00969,,,0.6856745779325204,,,,0.643,,,102.21119999999999,,,,12.7506
324,K00971,,,0.6285676594547249,,,,,,,4.4801,,,,
325,K00973,,,0.6190658707851457,,,,,,,17.5962,,,,
326,K00974,,,0.684,,,,,,,15.5784,,,,
327,K00975,,,0.6923664531521228,,,,,,,158.9635,,,,
328,K00978,,,0.667,,,,,,,21.0918,,,,
329,K00979,,,0.688308714574918,,,,,,,15.1527,,,,
330,K00981,,,0.685297266734292,,,,0.7065393655606667,,,159.6839,,,,86.82530000000001
331,K00982,,,0.7317389594663359,,,,,,,85.11499999999998,,,,
332,K00986,,,0.6646916372189325,,0.404183415319747,,,,,797.4370000000001,,37.3558,,
333,K00989,,,0.71644892435404,,,,,,,128.4577,,,,
334,K00990,,,0.7086892589796097,,,,,,,64.91329999999999,,,,
335,K00991,,,0.7406305350505953,,,,,,,37.6964,,,,
336,K00995,,,0.677280714815177,,,,,,,26.9409,,,,
337,K00997,,,0.7079023656344796,,,,,,,109.0586,,,,
338,K01000,,,0.661052758474803,,,,,,,122.1703,,,,
339,K01004,,,0.643536977635661,,,,,,,21.602400000000003,,,,
340,K01005,,,0.7090316098436991,,,,0.7096647776131048,,,638.3343000000003,,,,58.159000000000006
341,K01006,,0.475,0.6599593575328335,,,,,,8.7968,51.313599999999994,,,,
342,K01008,,,0.6918769567415213,,,,,,,115.211,,,,
343,K01011,,,0.7315962875416954,,,,,,,71.28320000000001,,,,
344,K01012,,0.46324690287571507,0.7128442164005754,,,,,,8.9467,105.8364,,,,
345,K01023,,,0.623,,,,,,,16.5635,,,,
346,K01031,,,0.632,,,,,,,4.2785,,,,
347,K01039,,,0.7115909745369512,,,,,,,143.30759999999998,,,,
348,K01040,,,0.7178519457118563,,,,,,,193.3607,,,,
349,K01042,,,0.7060866288432789,,,,,,,81.61080000000001,,,,
350,K01046,,,0.736926386562022,,,,,,,59.6493,,,,
351,K01051,,,0.6472403008458818,,,,,,,26.9366,,,,
352,K01053,,,0.7154392651403135,,,,,,,33.9251,,,,
353,K01054,,,0.7,,,,,,,28.453,,,,
354,K01055,,,0.6861830916229127,,,,,,,65.49130000000001,,,,
355,K01056,,,0.716117026790755,,,,,,,150.0087,,,,
356,K01057,,,0.7414748132785737,,,,,,,99.0418,,,,
357,K01060,,,0.733,,,,,,,2.6961,,,,
358,K01061,,0.40797238460922675,0.7039376514397491,,,,0.5760000000000001,,12.117500000000001,261.0151,,,,2.4157
359,K01066,,,0.6812565160977858,,,,,,,59.099500000000006,,,,
360,K01068,,,0.7273752830731596,,,,,,,19.8776,,,,
361,K01069,,0.45199999999999996,0.6954073362197332,,,,,,10.6428,98.07990000000001,,,,
362,K01070,,,0.655,,,,,,,5.433,,,,
363,K01071,,,0.6575007415423687,,,,,,,25.9558,,,,
364,K01077,,,0.6455988366250963,,,,,,,8.862,,,,
365,K01079,,0.487,0.6839920882017874,,,,,,8.725,8.3488,,,,
366,K01081,,,0.6579999999999999,,,,,,,20.0361,,,,
367,K01082,,,0.6970000000000002,,,,,,,13.1583,,,,
368,K01083,,,0.6910112549228977,,0.718,,,,,13.841,,3.4515,,
369,K01087,,,0.6756284283385603,,,,,,,21.2066,,,,
370,K01091,,,0.7115175181280647,,,,,,,86.65379999999999,,,,
371,K01092,,,0.6820858745163538,,,,,,,32.5701,,,,
372,K01095,,,0.6977355004405751,,,,,,,14.3543,,,,
373,K01104,,,0.7489745982348025,,,,0.74,,,74.10560000000001,,,,15.9614
374,K01113,0.665,0.6740277987189842,0.7130064984339418,,,,,8.5857,20.7304,211.55260000000004,,,,
375,K01114,,,0.691823283045994,,,,,,,25.1188,,,,
376,K01115,,,0.7432144683326288,,,,,,,38.5698,,,,
377,K01118,,,0.733,,,,,,,1.6637,,,,
378,K01119,,,0.645,,,,,,,16.449,,,,
379,K01126,,,0.7019670719188476,,,,,,,70.34200000000001,,,,
380,K01129,,,0.7119978764100597,,,,,,,180.5187,,,,
381,K01142,,,0.6559999999999999,,,,,,,13.7073,,,,
382,K01151,,0.42095437186033424,0.7130445117155808,,,,,,11.8988,182.1345,,,,
383,K01153,,,0.5775006329925902,,,,,,,26.9931,,,,
384,K01154,,,0.5066375016938174,,,,,,,27.3761,,,,
385,K01155,,,0.6576885558801563,,,,,,,20.387,,,,
386,K01156,,,0.753,,,,,,,8.0506,,,,
387,K01159,,,0.7170111337710369,,,,0.6271318787547567,,,197.2073,,,,25.3462
388,K01160,,,,0.708,,,,,,,2.2697,,,
389,K01170,,0.4315329263368762,,,,,,,13.009800000000002,,,,,
390,K01173,,,0.6544267133702139,,,,,,,69.18759999999999,,,,
391,K01174,,,0.7234054911477376,,,,,,,95.5359,,,,
392,K01176,,,0.6376339974493495,,,,,,,30.997700000000002,,,,
393,K01178,,,0.6723974153303851,,,,,,,21.7513,,,,
394,K01179,,,0.604,,,,,,,5.6685,,,,
395,K01181,,,0.6714768213550376,,,,,,,17.2554,,,,
396,K01183,,,0.6643843172175012,,,,,,,20.948900000000002,,,,
397,K01185,,,0.6184390998130438,,0.4974972500489197,,,,,6.8957999999999995,,6.1495999999999995,,
398,K01187,,,0.6558813926672004,,,,,,,19.997799999999998,,,,
399,K01190,,,0.6673220036548352,,,,,,,45.9833,,,,
400,K01191,,,0.6609999999999999,,,,,,,12.8126,,,,
401,K01193,,0.701,,,,,,,10.2642,,,,,
402,K01194,,,0.659,,,,,,,10.7138,,,,
403,K01198,,,0.667403938920689,,,,,,,45.4102,,,,
404,K01200,,,0.672,,,,,,,13.4162,,,,
405,K01206,,,0.6533681498943933,,,,,,,44.959199999999996,,,,
