,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Riboviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Riboviria,gene_countsUnclassified
50,K00249,,,0.7102946618624518,,,,,,,52.0466,,,,
51,K00254,,,0.5670000000000001,,,,,,,4.1929,,,,
52,K00259,,,0.6732530109639799,,,,,,,21.2807,,,,
53,K00275,,0.42500000000000004,0.7261584793535143,,,,,,2.8643,84.5913,,,,
54,K00286,,,0.6851375435051542,,,,0.7376508399065301,,,78.2922,,,,12.0442
55,K00290,,,0.642,,,,,,,3.7059,,,,
56,K00297,,,0.6335041654091628,,,,,,,17.7179,,,,
57,K00299,,,0.69,,,,,,,3.2761,,,,
58,K00305,,,0.7859999999999999,,,,,,,3.4481,,,,
59,K00311,,,0.6719616538312916,,,,,,,19.268900000000002,,,,
60,K00320,,,0.691,,,,,,,11.9172,,,,
61,K00330,,,0.6409906966689962,,,,,,,79.58559999999999,,,,
62,K00331,,,0.695,,,,,,,12.8006,,,,
63,K00332,,,0.6690344495075454,,,,,,,17.8168,,,,
64,K00334,,,0.6943541523935163,,,,,,,66.4139,,,,
65,K00338,,,0.6748778068214378,,,,,,,63.368300000000005,,,,
66,K00339,,,0.6777486260633891,,,,,,,10.9145,,,,
67,K00340,,0.3929999999999999,0.6528330257970071,,,,,,3.9635,17.9066,,,,
68,K00344,,,0.7159199656755245,,,,,,,24.9773,,,,
69,K00363,,,0.6471129536511293,,,,,,,7.6303,,,,
70,K00365,,,0.649,,,,,,,4.6338,,,,
71,K00368,,,0.6706476910114526,,,,,,,20.621299999999998,,,,
72,K00373,,,0.6911861465745345,,,,,,,5.2127,,,,
73,K00375,,,0.713,,,,,,,6.7113,,,,
74,K00384,,,0.6890000000000001,,,,,,,12.8085,,,,
75,K00389,,,0.7092238462417443,,,,,,,56.55420000000001,,,,
76,K00390,,0.48464955557781975,0.6943130068507222,,,,,,6.857200000000001,81.9957,,,,
77,K00394,,,0.616,,,,,,,3.8873,,,,
78,K00407,,,0.633,,,,,,,1.844,,,,
79,K00411,,,0.685,,,,,,,4.0625,,,,
80,K00412,,,0.613,,,,,,,8.0919,,,,
81,K00413,,,0.6715124531991858,,,,,,,14.8042,,,,
82,K00425,,,0.6618807906834784,,,,,,,229.63129999999995,,,,
83,K00426,,,0.6862033570599573,,0.7290000000000001,,0.7420205269683657,,,128.19379999999998,,8.3961,,27.2403
84,K00428,,,0.6071742414783149,,,,,,,40.4349,,,,
85,K00432,,,0.651636163239652,,,,,,,11.9661,,,,
86,K00433,,,0.6529526227300219,,,,,,,141.6637,,,,
87,K00435,,,0.569,,,,,,,2.9011,,,,
88,K00441,,,0.731,,,,,,,8.1856,,,,
89,K00446,,,0.667440976144607,,,,,,,26.9041,,,,
90,K00448,,,0.7359312954681304,,,,,,,20.5507,,,,
91,K00449,,,0.6665549827258158,,,,,,,6.118499999999999,,,,
92,K00450,,,0.6485888168953268,,,,,,,23.801599999999997,,,,
93,K00451,,,0.6756364284968556,,,,,,,235.34730000000005,,,,
94,K00452,,,0.6133812661747818,,,,,,,14.482400000000002,,,,
95,K00453,,,0.6836147998810121,,,,,,,114.82749999999999,,,,
96,K00456,,,0.637,,,,,,,1.8707,,,,
97,K00457,,,0.6874643448319777,,,,,,,170.87040000000002,,,,
98,K00459,,,0.7044759702959684,,,,,,,93.24309999999998,,,,
99,K00481,,,0.6855809788854725,,,,,,,11.1514,,,,
100,K00499,,,0.696,,,,,,,12.4356,,,,
101,K00500,,,0.6842040795013695,,,,,,,23.0686,,,,
102,K00507,,,0.6811401190312488,,,,,,,112.135,,,,
103,K00518,,,0.659188042654127,,,,,,,27.339399999999998,,,,
104,K00525,,0.452365355357531,0.6156398727056119,,,,,,7.017,25.6387,,,,
105,K00526,,,0.614,,,,,,,8.0385,,,,
106,K00540,,,0.695817577536791,,,,,,,178.54139999999998,,,,
107,K00544,,,0.6965319842650792,,,,,,,25.0182,,,,
108,K00545,,0.376,,,,,,,4.2972,,,,,
109,K00548,,,0.6714626523426657,,,,,,,87.30489999999999,,,,
110,K00549,,,0.6760468956892225,,0.662,,,,,652.6316999999998,,9.8766,,
111,K00554,,,0.7070248630583851,,,,,,,85.8446,,,,
112,K00555,,0.546,,,,,,,3.6315,,,,,
113,K00560,,,0.6257006681859125,,,,,,,18.845,,,,
114,K00563,,,0.787,,,,,,,5.6919,,,,
115,K00567,,,0.6942287569095116,,,,,,,40.73749999999999,,,,
116,K00570,,,0.6608245479716016,,,,,,,11.792,,,,
117,K00573,,,0.7131443198245092,,,,,,,121.50779999999997,,,,
118,K00574,,,0.6817122558362466,,,,,,,140.745,,,,
119,K00575,,,0.7190000000000001,,,,,,,5.3086,,,,
120,K00577,,0.569,,,,,,,2.0592,,,,,
121,K00588,,0.44036487238786604,0.7024812682354197,,,,,,7.2754,51.6533,,,,
122,K00594,,,0.72,,,,,,,7.1564,,,,
123,K00596,,,0.7,,,,,,,8.7948,,,,
124,K00598,,,0.7336002266402377,,,,,,,28.8164,,,,
125,K00600,,0.41806184448552797,0.6842781445875137,,,,,,15.3806,191.61570000000003,,,,
126,K00602,,,0.6989184203025295,,,,,,,164.76940000000002,,,,
127,K00604,,,0.627,,,,,,,3.7906,,,,
128,K00605,,,0.752,,,,,,,11.9038,,,,
129,K00606,,0.513585610775588,0.6897159972904097,,,,,,9.1404,221.40449999999998,,,,
130,K00609,,,0.6770837651437692,,,,,,,83.9397,,,,
131,K00610,,0.3356940188533572,,,,,,,6.7277000000000005,,,,,
132,K00611,,0.4,0.743,,,,,,2.9349,14.7984,,,,
133,K00612,,,0.7609999999999999,,,,,,,9.5173,,,,
134,K00613,,,0.5443598338292917,,,,,,,10.2012,,,,
135,K00615,,,0.6725308173467986,,,,,,,111.557,,,,
136,K00616,,,0.6368719538048134,,,,,,,16.317,,,,
137,K00620,,,0.7021435804036655,,,,,,,32.576899999999995,,,,
138,K00621,,0.38,,,,,,,3.5611,,,,,
139,K00626,,,0.7125042782303765,,,,,,,230.94439999999994,,,,
140,K00635,,,0.7094765212025832,,,,0.711076745136722,,,418.5049000000001,,,,26.2519
141,K00640,,,0.6549445278651039,,,,,,,39.654199999999996,,,,
142,K00641,,,0.6643184252405138,,,,,,,57.229,,,,
143,K00645,,,0.732,,,,,,,7.8776,,,,
144,K00648,,,0.7017309683666587,,,,,,,24.258200000000002,,,,
145,K00655,,,0.7153180053263193,,,,,,,127.90939999999999,,,,
146,K00657,,,0.5679889326696896,,,,,,,5.7226,,,,
147,K00661,,0.6559999999999999,0.6418562128562528,,,,,,10.9375,20.1257,,,,
148,K00662,,,0.688675075138867,,,,,,,10.7625,,,,
149,K00663,,,0.70660069144277,,,,,,,27.7425,,,,
150,K00673,,,0.5529999999999999,,,,,,,2.5216,,,,
151,K00674,,,0.7185178828990297,,,,,,,64.7687,,,,
152,K00675,,,0.753,,,,,,,7.0964,,,,
153,K00677,,,0.6233649828688763,,,,,,,18.3098,,,,
154,K00682,,,,,,,0.716,,,,,,,4.7098
155,K00683,,,0.523,,,,,,,4.0727,,,,
156,K00684,,,0.7083331939462683,,,,,,,27.3286,,,,
157,K00688,,,0.6249865194521402,,,,,,,209.14329999999998,,,,
158,K00700,,,0.6374399117015497,,,,,,,58.382,,,,
159,K00703,,,0.618680444481039,,,,,,,12.9455,,,,
160,K00705,,,0.772,,,,,,,12.9219,,,,
161,K00720,,,0.584,,,,,,,2.94,,,,
162,K00721,,,0.6304270074478556,,,,,,,32.0927,,,,
163,K00748,,,0.5459377368360212,,,,,,,6.0755,,,,
164,K00757,,,0.684,,,,,,,2.8156,,,,
165,K00759,,,0.6858334170418268,,,,,,,72.2919,,,,
166,K00760,,,0.6698489144940286,,,,,,,148.21470000000002,,,,
167,K00761,,,0.7196372473761379,,,,,,,39.3647,,,,
168,K00762,,,0.7293983951553592,,,,,,,77.40750000000001,,,,
169,K00763,,0.6202838949204313,0.6656211314594214,,,,,,12.1449,63.8064,,,,
170,K00764,,0.49463992631994425,0.6889162941054197,,,,,,5.3203,120.94850000000001,,,,
171,K00765,,,0.7054342428535246,,,,,,,49.0967,,,,
172,K00766,,0.4062542905437569,0.7229953106615589,,,,,,7.1181,188.6996,,,,
173,K00767,,,0.738,,,,,,,6.9014,,,,
174,K00768,,,0.7598529064892333,,,,,,,40.9566,,,,
175,K00769,,,0.689453382275378,,,,,,,14.8076,,,,
176,K00773,,,0.7193785147463899,,,,,,,15.328299999999999,,,,
177,K00782,,,0.697052484311721,,,,,,,34.2881,,,,
178,K00783,,,0.6651725273120445,,,,,,,34.0825,,,,
179,K00784,,0.5130127658224523,0.6880931588407199,,,,,,5.4001,97.32880000000002,,,,
180,K00788,,,0.7105524471802788,,,,,,,17.0053,,,,
181,K00789,,0.4500731503062759,0.676987291683838,,,,,,9.7609,344.6619999999999,,,,
182,K00790,,,0.681651317745917,,,,,,,122.07329999999999,,,,
183,K00791,,,0.7434186738340688,,,,,,,12.3771,,,,
184,K00793,,,0.6763173720955287,,,,,,,135.1052,,,,
185,K00794,,0.4892942106741159,0.7136889273043182,,,,,,6.4762,132.14830000000003,,,,
186,K00796,,,0.6861929861442304,,,,,,,46.145,,,,
187,K00797,,,0.5894762245840091,,,,,,,10.5505,,,,
188,K00798,,,0.6951784673245366,,,,0.702,,,70.32130000000001,,,,13.2363
189,K00799,,,0.6692401310866947,,,,,,,178.93160000000006,,,,
190,K00800,,0.502479695298755,0.7029808797871636,,,,0.807,,7.1342,75.05160000000001,,,,7.9619
191,K00801,,,0.612,,,,,,,4.4639,,,,
192,K00809,,0.45472089498987467,0.568,,,,,,6.6346,4.0754,,,,
193,K00820,,0.5111198657742027,0.6759422451802054,,,,,,5.8124,164.9082,,,,
194,K00826,,,0.6752781423704189,,,,,,,35.8947,,,,
195,K00831,,,0.7223120895883418,,,,,,,18.1742,,,,
196,K00845,,,0.735,,,,,,,8.2308,,,,
197,K00847,,,0.763,,,,,,,3.1234,,,,
198,K00850,,,0.725,,,,,,,13.3239,,,,
199,K00851,,,0.5598431793356037,,,,,,,5.7279,,,,
200,K00855,,,0.6908476847495216,,,,,,,27.4165,,,,
201,K00857,,,0.6715816560156656,,,,,,,3.8379000000000003,,,,
202,K00858,,0.4234177198713272,0.7082378829621918,,,,0.6268426002076946,,11.356300000000001,174.85289999999998,,,,13.3759
203,K00859,,,0.6905781152944082,,,,0.7179999999999999,,,119.2501,,,,5.8541
204,K00865,,,0.7429894538409274,,,,,,,125.8397,,,,
205,K00867,,,0.6329704599529631,,,,,,,25.468799999999998,,,,
206,K00872,,0.56,0.6829999999999999,,,,,,2.578,6.2725,,,,
207,K00873,,0.76,0.6998642343974357,,,,0.782,,9.5476,258.1187,,,,4.1566
208,K00874,,,0.578,,,,,,,4.3169,,,,
209,K00883,,,0.667,,,,,,,2.257,,,,
210,K00886,,,0.653,,,,,,,5.4836,,,,
211,K00891,,,0.6092645553108552,,,,,,,6.7806,,,,
212,K00912,,,0.6373154736094477,,,,,,,9.912600000000001,,,,
213,K00919,,,0.7107551720141,,,,,,,46.468999999999994,,,,
214,K00925,,,0.7046748089209613,,,,,,,89.8624,,,,
215,K00926,,,0.7276590615800299,,,,,,,68.5981,,,,
216,K00927,,0.516,0.697445486107305,,0.555,,,,3.1832,143.55429999999998,,2.8527,,
217,K00930,,,0.6264567442695155,,,,,,,29.3707,,,,
218,K00936,,,0.6735354591295702,,,,,,,56.2396,,,,
219,K00937,,,0.6731915988438641,,,,,,,105.919,,,,
220,K00939,,0.72,0.711806104848462,,,,,,12.1379,72.8211,,,,
221,K00940,,,0.6698215004584223,,,,,,,47.5803,,,,
222,K00942,,,0.6926953082890948,,,,,,,25.7973,,,,
223,K00943,,0.428327544690829,0.7312289152153664,,,,,,8.0073,64.1591,,,,
224,K00945,,,0.7219615884326924,,,,0.6730288808017066,,,107.48870000000002,,,,8.376
225,K00946,,0.3929999999999999,0.6922581976120928,,,,0.755,,3.5511,35.409,,,,2.0794
226,K00948,,0.5902805409742768,0.6714387234054864,,,,,,20.2744,244.26200000000003,,,,
227,K00949,,,0.7,,,,,,,1.4832,,,,
228,K00950,,,0.7079907109240913,,,,,,,59.4562,,,,
229,K00952,,0.525,,,,,,,4.221,,,,,
230,K00954,,,0.6319067715460377,,,,,,,183.0963,,,,
231,K00956,,,0.6459999999999999,,,,,,,6.5863,,,,
232,K00957,,,0.6547832965630187,,,,,,,61.945,,,,
233,K00958,,0.4484126627436562,0.7137566273664881,,,,,,8.4542,39.6986,,,,
234,K00962,,,0.57,,,,,,,3.2505,,,,
235,K00963,,,0.6794835563785415,,,,,,,48.1784,,,,
236,K00969,,,0.7100675361992698,,,,,,,62.248400000000004,,,,
237,K00971,,,0.5914705847727459,,,,,,,13.779900000000001,,,,
238,K00975,,,0.6089105482819739,,,,,,,30.795,,,,
239,K00978,,,0.671413762921217,,,,,,,30.0061,,,,
240,K00979,,,0.596,,,,,,,3.1626,,,,
241,K00981,,,0.6685270034118521,,,,0.7032240467705292,,,116.20430000000002,,,,21.5613
242,K00982,,,0.7498449338290539,,,,0.5660000000000001,,,33.7238,,,,6.2036
243,K00986,0.643598763441614,,0.6406465600525122,,,,,5.006,,262.3607,,,,
244,K00989,,,0.707392404174012,,,,,,,72.5738,,,,
245,K00990,,,0.700967069611282,,,,,,,65.32740000000001,,,,
246,K00997,,,0.6437692578354285,,,,,,,13.5918,,,,
247,K01000,,,0.6634727340823892,,,,,,,72.45519999999999,,,,
248,K01005,,,0.693027419427466,,,,0.6993440806921725,,,311.87310000000014,,,,21.8549
249,K01008,,,0.6558717175715982,,,,,,,64.0911,,,,
250,K01011,,0.519,,,,,,,4.328,,,,,
251,K01012,,0.504,0.6932437425427587,,,,,,3.0857,102.705,,,,
252,K01023,,,0.49599999999999994,,,,,,,3.7554,,,,
253,K01039,,,0.7134582751079742,,,,,,,33.8866,,,,
254,K01040,,,0.7133983013261891,,,,,,,49.4874,,,,
255,K01042,,,0.7419859097577753,,,,,,,25.2639,,,,
256,K01046,,,0.6884093553047178,,,,0.81,,,35.8776,,,,6.4033
257,K01053,,,0.6613272327093488,,,,,,,31.1409,,,,
258,K01055,,,0.72,,,,,,,9.0976,,,,
259,K01056,,,0.7063117753434196,,,,,,,111.90490000000001,,,,
260,K01057,,,0.7160786690868077,,,,,,,64.5734,,,,
261,K01060,,,0.626,,,,,,,4.6581,,,,
262,K01061,,0.4288344999468057,0.6665278708521735,,,,,,12.814,97.29950000000001,,,,
263,K01066,,,0.7019142644617276,,,,,,,26.3697,,,,
264,K01069,,0.536636958717538,0.6713512852923156,,,,,,6.1612,58.471000000000004,,,,
265,K01070,,,0.6829999999999999,,,,,,,3.3399,,,,
266,K01077,,,0.5293245043586737,,,,0.537,,,14.3942,,,,4.1187
267,K01079,,0.492,0.6761089409902623,,,,,,2.9734,16.821099999999998,,,,
268,K01082,,,0.632,,,,,,,5.3363,,,,
269,K01083,,,0.6492302577213814,,,,,,,4.129,,,,
270,K01091,,,0.6258229927294184,,,,,,,10.433599999999998,,,,
271,K01092,,,0.7174480573280653,,,,,,,38.8098,,,,
272,K01095,,,0.7190985634063775,,,,0.66,,,9.2675,,,,4.4503
273,K01104,,,0.6600814395041883,,0.758,,0.718,,,37.3184,,6.1714,,7.5724
274,K01113,,,0.6897148522930521,,,,,,,156.36900000000003,,,,
275,K01114,,,0.6816537050015238,,,,,,,24.3854,,,,
276,K01115,,,0.688,,,,,,,3.8911,,,,
277,K01118,,,0.586,,,,,,,4.2953,,,,
278,K01126,,,0.6907216670834356,,,,,,,50.8354,,,,
279,K01129,,,0.7062812539321436,,,,,,,72.8935,,,,
280,K01142,,,0.618,,,,,,,5.1371,,,,
281,K01151,,0.501,0.6990181487952909,,,,,,2.3453,73.38680000000001,,,,
282,K01153,,,0.594,,,,,,,9.745,,,,
283,K01154,,,0.519,,,,,,,2.1873,,,,
284,K01155,,,0.557,,,,,,,3.2446,,,,
285,K01159,,,0.7071529253480963,,,,0.71,,,95.11449999999999,,,,6.3183
286,K01170,,0.42418207377375994,,,,,,,6.1221,,,,,
287,K01173,,,0.632,,,,,,,3.4005,,,,
288,K01174,,0.5207337659833638,0.7236752426953013,,,,0.6849999999999999,,4.7379999999999995,54.489000000000004,,,,7.241
289,K01178,,,0.7490000000000001,,,,,,,10.8095,,,,
290,K01179,,,0.6369915430176766,,,,,,,19.6832,,,,
291,K01183,,,0.7037489183132415,,,,,,,15.9484,,,,
292,K01185,,,0.7240000000000002,,,,,,,2.9895,,,,
293,K01194,,,0.5311305330977879,,,,,,,6.8586,,,,
294,K01206,,,0.6574278323019621,,,,,,,39.221000000000004,,,,
295,K01207,,,0.7265908880378782,,,,,,,28.1648,,,,
296,K01209,,,0.6382433772116398,,,,,,,14.2212,,,,
297,K01218,,,0.5429999999999999,,,,,,,4.7175,,,,
298,K01239,,0.667,0.7013085722847925,,0.369,,,,9.3888,70.3136,,5.3025,,
299,K01241,,,0.6512103177437001,,,,,,,8.1028,,,,
300,K01243,,,0.741,,,,,,,8.5994,,,,
301,K01246,,0.3329999999999999,0.665283514477156,,,,,,3.9113,100.2813,,,,
302,K01247,,,0.6717981999984469,,0.737,,,,,16.3431,,9.9456,,
303,K01251,,0.4616498478167901,0.6728210264216379,,,,,,16.7671,255.4231,,,,
304,K01255,,,0.722,,,,,,,6.3359,,,,
305,K01258,,,0.6894146434156173,,,,,,,14.9435,,,,
306,K01259,,,0.7010900362127099,,,,,,,32.6485,,,,
307,K01262,,,0.684,,,,,,,6.9416,,,,
308,K01265,,0.565,0.7024752622011228,,,,,,3.3695,106.39039999999999,,,,
309,K01266,,,0.7044103548856231,,,,0.7070000000000001,,,103.83939999999997,,,,3.247
310,K01270,,,0.7135146259470404,,,,,,,37.6738,,,,
311,K01271,,,0.7500918669214736,,,,,,,19.5203,,,,
312,K01273,,,0.6679644722200152,,,,,,,33.5865,,,,
313,K01281,,,0.6829999999999999,,,,,,,13.1937,,,,
314,K01283,,,0.6575563570730345,,,,,,,14.4246,,,,
315,K01286,,,0.6914713484741832,,,,,,,55.3582,,,,
316,K01297,,,0.7029630137276599,,,,,,,62.4646,,,,
317,K01299,,,0.679,,,,,,,5.6384,,,,
318,K01304,,,0.754,,,,,,,1.9591,,,,
319,K01356,,,0.67916780124787,,,,,,,82.0384,,,,
320,K01358,,,0.6492227318612713,,,,,,,305.19469999999995,,,,
321,K01372,,,0.5992449449904202,,,,,,,14.6292,,,,
322,K01406,,0.5297539649450705,0.7032564606646557,,,,0.6799576652325225,,13.767100000000001,95.1452,,,,7.4582999999999995
323,K01409,,0.583,0.709075422674705,,,,,,3.7236,120.8186,,,,
324,K01417,,,0.6990000000000001,,,,,,,10.1469,,,,
325,K01419,,,0.6221346998276547,,,,,,,21.918499999999998,,,,
326,K01423,,,0.621,,,,,,,4.592,,,,
327,K01424,,0.42899999999999994,0.6036640196864815,,,,,,3.189,13.7166,,,,
328,K01425,,,0.6800712491376885,,,,,,,51.257000000000005,,,,
329,K01426,,0.530703669303027,0.6776133909025303,,0.735,,,,6.8106,78.5713,,3.998,,
330,K01429,,0.4689999999999999,0.6557772955031391,,,,,,3.3571,10.8997,,,,
331,K01430,,,0.5485331057024269,,,,,,,11.4034,,,,
332,K01432,,,0.6282465917717951,,,,0.703,,,6.9628,,,,6.5603
333,K01433,,0.4099999999999999,0.6334759156511756,,,,,,3.5333,11.112,,,,
334,K01443,,,0.7420102595949533,,,,,,,61.33180000000001,,,,
335,K01447,,,0.6785705449240284,,,,0.674,,,15.9856,,,,4.4309
336,K01448,,,0.6483253778445536,,,,,,,74.50689999999999,,,,
337,K01449,,,0.712795943067039,,,,,,,10.711400000000001,,,,
338,K01455,,,0.693342404805255,,,,,,,143.1747,,,,
339,K01456,,0.3289999999999999,,,,,,,4.4437,,,,,
340,K01458,,,0.7043821619525876,,,,,,,9.7287,,,,
341,K01462,,,0.6931730196578856,,,,,,,129.01110000000003,,,,
342,K01463,,,0.639,,,,,,,2.4208,,,,
343,K01468,,,0.708,,,,,,,5.8298,,,,
344,K01470,,0.4045222824485191,0.6883161878015268,,,,0.41,,17.6677,136.45440000000002,,,,4.4746
345,K01477,,,0.763153739893622,,,,,,,19.0149,,,,
346,K01478,,,0.7169438800546623,,,,,,,47.85829999999999,,,,
347,K01480,,,0.6900580522519217,,,,,,,33.211200000000005,,,,
348,K01482,,,0.7117871284255166,,,,,,,7.1111,,,,
349,K01485,,,0.6549634508407746,,,,,,,39.8257,,,,
350,K01488,,,0.768,,,,,,,17.2464,,,,
351,K01489,,,0.70792418642358,,0.721,,,,,65.24799999999999,,3.3165,,
352,K01491,,,0.713,,,,,,,14.009,,,,
353,K01493,,0.471,0.632,,,,,,2.7995,2.3816,,,,
354,K01494,,,0.6620810131709429,,,,,,,170.071,,,,
355,K01495,,0.43853040637023055,0.6593669596288517,,0.6940000000000001,,,,10.0327,91.1778,,2.6832,,
356,K01496,,,0.6388906347883594,,,,,,,18.956000000000003,,,,
357,K01497,,,0.6845541697391678,,,,,,,152.9073,,,,
358,K01506,,,0.711,,,,,,,6.8923,,,,
359,K01507,,0.3869879564136876,0.6325262846903565,,,,0.413,,5.313000000000001,86.6677,,,,2.735
360,K01512,,0.377,0.7071040058900697,,,,,,4.2925,46.0413,,,,
361,K01515,,0.39488614611811246,,,,,,,7.8254,,,,,
362,K01518,,0.521,,,,,0.596,,1.8951,,,,,6.6448
363,K01520,,,0.7419805749456815,,,,,,,34.4717,,,,
364,K01523,,,0.6309855821641057,,,,,,,5.6975999999999996,,,,
365,K01524,,0.406,0.7218823921166573,,,,,,4.8079,101.43530000000001,,,,
366,K01525,,,0.655,,,,,,,5.877,,,,
367,K01545,,,0.622,,,,0.6559999999999999,,,2.7751,,,,5.2823
368,K01546,,,0.6690791726489753,,,,,,,94.38029999999999,,,,
369,K01547,,,0.588,,,,,,,3.3889,,,,
370,K01548,,,0.6961950753905908,,,,,,,42.1143,,,,
371,K01551,,0.578,0.7134325229135005,,,,,,4.8415,180.88850000000002,,,,
372,K01555,,,0.707581114284404,,,,,,,52.875299999999996,,,,
373,K01556,,,0.7197948125112461,,,,,,,13.1298,,,,
374,K01560,,,0.6799515582925065,,,,,,,45.8536,,,,
375,K01561,,0.419,0.7072072960971106,,,,,,4.9621,63.78070000000001,,,,
376,K01563,,,0.672,,,,,,,4.7699,,,,
377,K01569,,,0.5667727854493728,,,,,,,11.9271,,,,
378,K01574,,,0.6991332958050791,,,,,,,8.1143,,,,
379,K01575,,,0.6442168149665249,,,,,,,9.370800000000001,,,,
380,K01576,,,0.7120000000000001,,,,,,,8.0853,,,,
381,K01579,,,0.6589470715972783,,,,,,,21.1638,,,,
382,K01580,,,0.6890000000000001,,,,,,,12.2973,,,,
383,K01585,,,0.755,,,,,,,8.1611,,,,
384,K01588,,,0.7053395057107326,,,,,,,99.55970000000002,,,,
385,K01591,,,0.7303069450807389,,,,,,,10.2822,,,,
386,K01595,,,0.7190538211620114,,,,,,,219.05490000000006,,,,
387,K01596,,,0.6784473962964881,,,,,,,91.7484,,,,
388,K01599,,,0.7242324420274854,,,,,,,28.505499999999998,,,,
389,K01602,,,0.6383850558921308,,0.6809999999999999,,,,,21.5985,,5.1611,,
390,K01607,,,0.668843101398933,,,,0.658491647700318,,,233.76419999999996,,,,37.6393
391,K01609,,,0.5720000000000001,,,,,,,3.7209,,,,
392,K01610,,0.537,0.6562974547344487,,,,,,3.0464,53.35680000000001,,,,
393,K01611,,,0.6159465605976002,,,,,,,10.0288,,,,
394,K01613,,,0.5836921134301379,,,,,,,8.550699999999999,,,,
395,K01619,,,0.7130274657292598,,,,,,,109.98570000000001,,,,
396,K01620,,0.716,0.7176241838850357,,,,,,10.3157,133.816,,,,
397,K01621,,,0.6803591038286366,,,,,,,159.15470000000002,,,,
398,K01622,,0.4740217408353561,,,,,,,11.9228,,,,,
399,K01623,,,0.6832521364969041,,,,,,,176.93310000000005,,,,
