,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Riboviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Riboviria,gene_counts unclassified viruses,gene_countsUnclassified
159,K00505,,,0.617,,,,,,,,7.4683,,,,,
160,K00507,,,0.6196102699463998,,,,,0.6790000000000002,,,146.77179999999998,,,,,7.2303
161,K00518,,,0.6274192180704067,,,,,,,,20.801099999999998,,,,,
162,K00525,,,0.6145255137930651,,,,,,,,121.2634,,,,,
163,K00528,,,0.71,,,,,,,,6.495,,,,,
164,K00529,,,0.73,,,,,,,,6.7727,,,,,
165,K00537,,,0.607667784369467,,,,,,,,15.248099999999999,,,,,
166,K00540,,,0.654495750270039,,,,,0.655,,,171.4544,,,,,3.5244
167,K00544,,,0.6378876177680399,,,,,,,,8.8537,,,,,
168,K00548,,,0.6314374375967696,,,,,,,,328.0434999999999,,,,,
169,K00549,,,0.6508179420148189,,,,,,,,387.3366000000001,,,,,
170,K00554,,,0.6512361621081212,,,,,,,,122.7943,,,,,
171,K00560,,,0.6094815775144563,,,,,,,,83.7482,,,,,
172,K00561,,,0.688,,,,,,,,4.0158,,,,,
173,K00564,,,0.7318871315155145,,,,,,,,10.5807,,,,,
174,K00566,,,0.6230341203351931,,,,,,,,38.0775,,,,,
175,K00567,,,0.6235484957937814,,,,,,,,57.3523,,,,,
176,K00568,,,0.6509999999999999,,,,,,,,5.4696,,,,,
177,K00569,,,0.608948249077344,,,,,,,,12.694500000000001,,,,,
178,K00570,,,0.6145892388486713,,,,,,,,27.8476,,,,,
179,K00571,,,0.711,,,,,,,,7.7092,,,,,
180,K00573,,,0.6662804492950236,,,,,,,,219.63350000000003,,,,,
181,K00574,,,0.656076053188523,,,,,,,,179.52829999999994,,,,,
182,K00575,,,0.589442167667539,,,,,,,,56.946200000000005,,,,,
183,K00588,,,0.6303765145633081,,,,,,,,83.17819999999999,,,,,
184,K00594,,,0.546,,,,,,,,5.3571,,,,,
185,K00598,,,0.6941594109892961,,,,,,,,26.491,,,,,
186,K00600,,,0.635844866091666,,,,,,,,322.4805,,,,,
187,K00602,,,0.6456429445865909,,,,,,,,268.13379999999995,,,,,
188,K00603,,,0.6030642171159677,,,,,,,,14.8249,,,,,
189,K00604,,,0.6131458121576869,,,,,,,,21.995900000000002,,,,,
190,K00605,,,0.6143757578606783,,,,,,,,37.116,,,,,
191,K00606,0.667,,0.6484090967278634,,,,,,4.2245,,180.46059999999997,,,,,
192,K00609,,,0.61732325115627,,,,,,,,109.38059999999999,,,,,
193,K00611,,,0.6212016185309178,,,,,,,,63.7096,,,,,
194,K00612,,,0.6171446018252524,,,,,,,,20.6313,,,,,
195,K00613,,,0.523,,,,,,,,4.5483,,,,,
196,K00615,,,0.6130362759382373,,,,,,,,149.12869999999998,,,,,
197,K00616,,,0.614228083756528,,,,,,,,76.40599999999999,,,,,
198,K00619,,,0.601204938219468,,,,,,,,42.6588,,,,,
199,K00620,,,0.6813897777926405,,,,,,,,106.97970000000001,,,,,
200,K00626,,,0.6596961926303193,,,,,,,,478.06539999999984,,,,,
201,K00627,,,0.607,,,,,,,,7.2363,,,,,
202,K00631,,,0.6629999999999999,,,,,,,,7.8275,,,,,
203,K00635,,,0.6611864798163528,,,,,0.6537386024328937,,,225.0488,,,,,10.2984
204,K00639,,,0.603,,,,,,,,5.8293,,,,,
205,K00640,,,0.6403865832054744,,,,,,,,151.1503,,,,,
206,K00641,,,0.6454312101649261,,0.5770000000000001,,,,,,289.02310000000006,,2.4152,,,
207,K00645,,,0.6265100221552496,,,,,,,,33.4435,,,,,
208,K00647,,,0.642,,,,,,,,5.6054,,,,,
209,K00648,,,0.6287726033378034,,,,,,,,91.38310000000001,,,,,
210,K00655,,,0.6399146520580573,,,,,,,,176.36410000000004,,,,,
211,K00657,,,0.5909488850766005,,,,,,,,20.133699999999997,,,,,
212,K00658,,,0.618,,,,,,,,13.5073,,,,,
213,K00661,,,0.593564210556857,,,,,,,,13.423200000000001,,,,,
214,K00662,,,0.5976279071544477,,,,,,,,14.889499999999998,,,,,
215,K00663,,,0.6729999999999999,,,,,,,,6.6628,,,,,
216,K00666,,,0.6269172064443611,,,,,,,,26.6716,,,,,
217,K00674,,,0.6511684423560345,,,,,,,,94.30820000000001,,,,,
218,K00675,,,0.6629999999999999,,,,,,,,5.9621,,,,,
219,K00677,,,0.6163391596529276,,,,,,,,96.9995,,,,,
220,K00681,,,0.608,,,,,,,,7.3106,,,,,
221,K00682,,,0.6531183843066729,,,,,,,,12.7958,,,,,
222,K00683,,,0.579007663924962,,,,,,,,52.0528,,,,,
223,K00684,,,0.6653619426572086,,,,,,,,43.859,,,,,
224,K00688,,,0.6175057306751462,,,,,,,,571.3959000000001,,,,,
225,K00694,,,0.65,,0.636,,,,,,6.2281,,7.4045,,,
226,K00700,,,0.6194382021568897,,,,,,,,227.33589999999998,,,,,
227,K00702,,,0.612,,,,,,,,9.2756,,,,,
228,K00703,,,0.6051673076751346,,,,,,,,199.76370000000003,,,,,
229,K00705,,,0.6242163711666812,,,,,,,,93.7678,,,,,
230,K00720,,,0.6140186261068636,,,,,,,,115.8946,,,,,
231,K00721,,,0.5629074677345004,,,,,,,,19.913,,,,,
232,K00728,,,0.6940000000000001,,,,,,,,9.141,,,,,
233,K00729,,,0.6434123655199063,,,,,,,,26.096400000000003,,,,,
234,K00748,,,0.6325946835108606,,,,,,,,85.40150000000001,,,,,
235,K00754,,,0.585756634295936,,,,,,,,34.662800000000004,,,,,
236,K00756,,,0.619,,,,,,,,11.6992,,,,,
237,K00759,,,0.628705299762341,,,,,,,,157.5033,,,,,
238,K00760,,,0.592800016611123,,,,,,,,124.3981,,,,,
239,K00762,,,0.6519803208181773,,,,,,,,86.30319999999999,,,,,
240,K00763,,,0.6597634858202451,,,,,,,,97.1719,,,,,
241,K00764,,,0.6410395368633781,,,,,,,,263.92810000000003,,,,,
242,K00765,,,0.6411279343699242,,,,,,,,104.29159999999999,,,,,
243,K00766,,,0.6614803384565877,,,,,,,,154.2193,,,,,
244,K00767,,,0.6768230436513457,,,,,,,,36.62220000000001,,,,,
245,K00768,,,0.7508135680921342,,,,,,,,11.9678,,,,,
246,K00769,,,0.6719957968399726,,,,,,,,19.4942,,,,,
247,K00773,,,0.6264580206495386,,,,,,,,74.35480000000001,,,,,
248,K00782,,,0.6450847767810605,,,,,,,,60.030100000000004,,,,,
249,K00783,,,0.6083443504039938,,,,,0.7020000000000001,,,89.31460000000001,,,,,3.3244
250,K00784,,,0.6533358174748233,,,,,,,,46.020199999999996,,,,,
251,K00788,,,0.6535494351509419,,,,,,,,43.791599999999995,,,,,
252,K00789,,,0.6245143043908559,,,,,,,,422.71290000000016,,,,,
253,K00790,,,0.6546133539999173,,,,,,,,220.45810000000003,,,,,
254,K00791,,,0.6483924773498265,,,,,,,,66.47149999999999,,,,,
255,K00793,,,0.6195036694117363,,,,,0.552,,,160.18920000000003,,,,,3.438
256,K00794,,,0.6488759765738026,,,,,,,,109.5242,,,,,
257,K00796,,,0.6791348387117614,,,,,,,,62.153999999999996,,,,,
258,K00797,,0.6308499416913986,0.594019569476329,,,,,,,14.1657,72.2399,,,,,
259,K00798,,,0.6703230926674616,,,,,,,,105.3914,,,,,
260,K00799,,,0.6106571962832333,,,,,,,,350.3765,,,,,
261,K00800,,,0.6748392113098387,,,,,0.654,,,138.9088,,,,,3.1865
262,K00801,,,0.6242844363022064,,,,,,,,13.269300000000001,,,,,
263,K00805,,,0.6996149702677449,,,,,,,,15.7872,,,,,
264,K00806,,,0.6659022555982652,,,,,,,,13.761600000000001,,,,,
265,K00808,,,0.6546397983078501,,,,,,,,42.6918,,,,,
266,K00809,,,0.6211226277570157,,,,,,,,32.9999,,,,,
267,K00812,,,0.593,,,,,,,,12.1163,,,,,
268,K00817,,,0.6377444265320853,,,,,,,,44.4079,,,,,
269,K00819,,,0.625,,,,,,,,10.0103,,,,,
270,K00820,,,0.6270562992123637,,,,,,,,349.28249999999997,,,,,
271,K00821,,,0.59,,,,,,,,9.0869,,,,,
272,K00824,,,0.653,,,,,,,,6.4048,,,,,
273,K00826,,,0.636907556239166,,,,,,,,53.106700000000004,,,,,
274,K00830,,,0.5953420701722966,,,,,,,,18.634,,,,,
275,K00831,,,0.6482510452805802,,,,,,,,75.43239999999997,,,,,
276,K00833,,,0.743,,,,,,,,8.4412,,,,,
277,K00845,,,0.6464302297913963,,,,,,,,51.9699,,,,,
278,K00847,,,0.602,,,,,,,,9.7272,,,,,
279,K00848,,,0.6271053825201583,,,,,,,,19.5874,,,,,
280,K00849,,,0.5829738046112203,,,,,,,,11.6079,,,,,
281,K00851,,,0.6513965422857043,,,,,,,,71.90350000000001,,,,,
282,K00852,,,0.6237203751423116,,,,,,,,19.507,,,,,
283,K00853,,,0.629748091050162,,,,,,,,18.6503,,,,,
284,K00855,,,0.6377607350314257,,,,,,,,58.674800000000005,,,,,
285,K00856,,,0.6683697575510162,,,,,,,,13.831399999999999,,,,,
286,K00857,,,0.6165201415633539,,,,,,,,22.6034,,,,,
287,K00858,,,0.6513520974832757,,,,,,,,210.86380000000005,,,,,
288,K00859,,,0.6626980175080226,,,,,0.709,,,124.27870000000001,,,,,3.1724
289,K00860,,,0.638,,,,,,,,7.239,,,,,
290,K00864,,,0.6416860226152576,,,,,,,,34.2743,,,,,
291,K00865,,,0.7536210115826684,,,,,,,,34.1502,,,,,
292,K00867,,,0.6234054638863868,,,,,,,,22.6673,,,,,
293,K00872,,,0.6708083224468879,,,,,,,,43.64960000000001,,,,,
294,K00873,,,0.6376309103197183,,,,,,,,206.14179999999996,,,,,
295,K00874,,,0.6112790185339892,,,,,,,,13.687999999999999,,,,,
296,K00876,,,0.6330200240688637,,,,,,,,16.3024,,,,,
297,K00878,,,0.7145652973418373,,,,,,,,11.434999999999999,,,,,
298,K00883,,,0.625,,,,,0.6509999999999999,,,3.2914,,,,,4.7913
299,K00886,,,0.6246380290438388,,,,,,,,55.75269999999999,,,,,
300,K00891,,,0.663874135250233,,,,,,,,71.76740000000001,,,,,
301,K00899,,,0.5723988801799436,,,,,,,,15.5422,,,,,
302,K00903,,,0.6038753914414529,,,,,,,,25.1906,,,,,
303,K00906,,,0.633,,,,,,,,4.6036,,,,,
304,K00912,,,0.6376196054856093,,,,,,,,104.88669999999998,,,,,
305,K00919,,,0.6447612301683365,,,,,0.725,,,88.19690000000001,,,,,4.5874
306,K00925,,,0.6349977108796634,,,,,,,,296.6897,,,,,
307,K00926,,,0.6325726937214925,,,,,,,,70.0434,,,,,
308,K00927,,,0.6384349508543978,,,,,0.64,,,306.2617,,,,,6.7421
309,K00929,,,0.613,,,,,,,,8.8978,,,,,
310,K00930,,,0.6454370098250747,,,,,,,,95.23380000000002,,,,,
311,K00931,,,0.6342318336534418,,,,,,,,21.5987,,,,,
312,K00936,,0.376,0.6260407478100051,,,,,,,2.377,108.3577,,,,,
313,K00937,,,0.6205865557185084,,,,,,,,88.9271,,,,,
314,K00939,,0.635,0.6463695050046268,,,,,,,7.4875,76.3572,,,,,
315,K00940,,0.6569999999999999,0.6094529593034969,,,,,,,3.9367,92.49720000000002,,,,,
316,K00942,,,0.6183818442138818,,,,,,,,73.67,,,,,
317,K00943,,,0.664300082612967,,,,,,,,108.03399999999999,,,,,
318,K00945,,,0.6586125339946679,,,,,,,,196.4039,,,,,
319,K00946,,,0.6904303139054517,,,,,,,,115.42569999999998,,,,,
320,K00948,,,0.6354126325360543,,,,,,,,397.1094999999998,,,,,
321,K00950,,,0.6265711406311882,,,,,,,,93.56320000000001,,,,,
322,K00954,0.6409999999999999,,0.5905723977917253,,,,,,6.1708,,146.5081,,,,,
323,K00957,,,0.6366595524136093,,,,,,,,87.73629999999999,,,,,
324,K00958,,,0.6044857079215412,,,,,,,,60.0836,,,,,
325,K00962,,,0.6359672253999361,,,,,,,,90.60490000000001,,,,,
326,K00963,,,0.629408417309415,,,,,,,,112.285,,,,,
327,K00965,,,0.5921701277513802,,,,,,,,30.8136,,,,,
328,K00969,,,0.6466286818270038,,,,,,,,75.93469999999999,,,,,
329,K00970,,,0.7080000000000001,,,,,,,,8.3564,,,,,
330,K00971,,,0.6294540446968058,,,,,0.659,,,171.03019999999998,,,,,7.7786
331,K00973,,0.599,0.607079361699077,,,,,,,7.2261,46.2297,,,,,
332,K00974,,,0.6703659879874551,,,,,,,,23.252,,,,,
333,K00975,,,0.6003669484749662,,,,,,,,130.2056,,,,,
334,K00978,,,0.5577657666267397,,,,,,,,26.605999999999998,,,,,
335,K00979,,,0.6173233109163682,,,,,,,,30.7342,,,,,
336,K00981,,,0.6411166689196207,,,,,,,,129.52630000000002,,,,,
337,K00982,,,0.6759132980196162,,,,,,,,73.6689,,,,,
338,K00986,,0.5760000000000001,0.5893304971518616,,,,,0.649,,4.5672,4123.1118,,,,,7.7224
339,K00989,,,0.6549069500675796,,,,,,,,131.3039,,,,,
340,K00990,,,0.64387755653196,,,,,,,,241.00949999999997,,,,,
341,K00991,,,0.6061498435001414,,,,,,,,21.764200000000002,,,,,
342,K00992,,,0.6160974259493783,,,,,,,,21.5727,,,,,
343,K00995,,,0.6201422038684599,,,,,,,,30.857100000000003,,,,,
344,K00997,,,0.6248382214859592,,,,,,,,75.9301,,,,,
345,K01000,,,0.6112640171180803,,,,,,,,161.1893,,,,,
346,K01004,,,0.6435794086528598,,,,,,,,16.189,,,,,
347,K01005,,,0.6682768600049082,,,,,0.6407685565146971,,,152.25110000000004,,,,,25.5321
348,K01006,,,0.6358280365684138,,,,,,,,97.56819999999999,,,,,
349,K01007,,,0.6180813829136236,,,,,,,,11.2813,,,,,
350,K01008,,,0.6407283787087175,,,,,,,,87.0263,,,,,
351,K01011,,,0.6991766369593843,,,,,,,,30.995500000000003,,,,,
352,K01012,,,0.6766941265497365,,,,,,,,52.226099999999995,,,,,
353,K01023,,,0.6270090399474142,,,,,,,,13.6527,,,,,
354,K01026,,,0.6306106937626635,,,,,,,,9.5154,,,,,
355,K01028,,,0.593,,,,,,,,13.2346,,,,,
356,K01029,,,0.6103303226272135,,,,,,,,54.1414,,,,,
357,K01039,,,0.6787975855692967,,,,,,,,68.53190000000001,,,,,
358,K01040,,,0.6681829448604811,,,,,,,,53.66479999999999,,,,,
359,K01042,,,0.6539769869133008,,,,,,,,70.9558,,,,,
360,K01046,,,0.6023137509339009,,,,,0.6011820704020469,,,38.234,,,,,16.0031
361,K01047,,,0.5760000000000001,,,,,,,,1.853,,,,,
362,K01048,,,0.6459999999999999,,,,,,,,7.8686,,,,,
363,K01051,,,0.6549876973169725,,,,,,,,8.254999999999999,,,,,
364,K01053,,,0.6172782153411962,,,,,,,,26.6495,,,,,
365,K01055,,,0.6510603202812371,,,,,,,,46.2593,,,,,
366,K01056,,,0.6261271287453563,,,,,,,,181.5984,,,,,
367,K01057,,,0.6550075608490163,,,,,,,,117.0799,,,,,
368,K01060,,,0.6399140237258043,,,,,,,,14.624500000000001,,,,,
369,K01061,,,0.6269000201296936,,,,,,,,400.9482,,,,,
370,K01066,,,0.6876242605399668,,,,,,,,27.2771,,,,,
371,K01068,,,0.698,,,,,,,,7.3033,,,,,
372,K01069,,,0.6305637822186853,,,,,,,,120.48419999999999,,,,,
373,K01070,,,0.6161011846297776,,,,,,,,22.5205,,,,,
374,K01071,,,0.6991531490951461,,,,,,,,8.5519,,,,,
375,K01075,,,0.63,,,,,,,,3.0936,,,,,
376,K01079,,,0.7207520089279875,,,,,,,,28.025,,,,,
377,K01082,,,0.7096100586098968,,,,,,,,13.4423,,,,,
378,K01087,,,0.7440000000000001,,,,,,,,5.2577,,,,,
379,K01089,,,0.66,,,,,,,,7.0351,,,,,
380,K01091,,,0.6198478131149452,,,,,,,,105.02479999999998,,,,,
381,K01092,,,0.6369515192620918,,,,,,,,62.0536,,,,,
382,K01095,,,0.6171238443761589,,,,,,,,93.44369999999998,,,,,
383,K01104,,,0.6703484465897476,,0.736,,,,,,61.94879999999999,,7.4559,,,
384,K01113,,,0.6036038060937502,,,,,,,,29.886499999999998,,,,,
385,K01114,,,0.607087966673083,,,,,,,,141.74269999999999,,,,,
386,K01115,,,0.622,,,,,,,,15.9934,,,,,
387,K01118,,,0.6236615326213474,,,,,,,,90.8527,,,,,
388,K01126,,,0.6685907868796048,,,,,,,,28.823900000000002,,,,,
