,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Monodnaviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Monodnaviria,gene_countsUnclassified
180,K01151,,,0.5589999999999999,,,,,,,3.0491,,,,
181,K01154,,,0.5897802573142175,,,,,,,4.7748,,,,
182,K01159,,,0.6880830346445196,,,,,,,7.2951999999999995,,,,
183,K01174,,,0.7177859456389596,,,,,,,4.8915999999999995,,,,
184,K01183,,,0.43400000000000005,,,,,,,1.4415,,,,
185,K01185,,,0.6890000000000001,,,,,,,1.9956,,,,
186,K01206,,,0.5871791005580604,,,,,,,14.3916,,,,
187,K01209,,,0.6581429695782836,,,,,,,7.632,,,,
188,K01239,,,0.733,,,,,,,7.4492,,,,
189,K01241,,,0.649,,,,,,,2.775,,,,
190,K01246,,,0.5452525974771446,,,,,,,8.000599999999999,,,,
191,K01251,,,0.6447650527215806,,,,,,,165.96069999999997,,,,
192,K01259,,,0.6312089818884145,,,,,,,15.7621,,,,
193,K01262,,,0.654,,,,,,,9.9431,,,,
194,K01265,,,0.6684746220809158,,,,,,,41.3756,,,,
195,K01266,,,0.6361013465196462,,,,,,,18.447300000000002,,,,
196,K01273,,,0.6195497610750924,,,,,,,10.261700000000001,,,,
197,K01283,,,0.6016730288208036,,,,,,,19.39,,,,
198,K01286,,,0.521,,,,,,,8.4709,,,,
199,K01297,,,0.7306012511212944,,,,,,,7.9237,,,,
200,K01303,,,0.7240000000000001,,,,,,,6.7662,,,,
201,K01304,,,0.7120000000000001,,,,,,,2.1217,,,,
202,K01356,,,0.6371506827226078,,,,,,,24.7503,,,,
203,K01358,,,0.639460586283933,,,,,,,142.38430000000002,,,,
204,K01372,,,0.527,,,,,,,5.7877,,,,
205,K01406,,,0.7006170676247915,,,,,,,6.314,,,,
206,K01409,,,0.6636688064626212,,,,,,,27.3204,,,,
207,K01419,,,0.6719083798866691,,,,,,,29.114399999999996,,,,
208,K01420,,,0.667,,,,,,,3.3059,,,,
209,K01424,,,0.5839715149423202,,,,,,,8.8946,,,,
210,K01425,,,0.623,,,,,,,1.8277,,,,
211,K01426,,0.405,0.688641432001909,,,,,,2.219,7.2279,,,,
212,K01430,,,0.64,,,,,,,4.1956,,,,
213,K01431,,,0.644863140730004,,,,,,,19.4496,,,,
214,K01432,,,0.682,,,,,,,1.9268,,,,
215,K01443,,,0.778,,,,,,,4.4867,,,,
216,K01447,,,0.6608611254060376,,,,,,,6.5280000000000005,,,,
217,K01448,,,0.5584440947720934,,,,0.638,,,22.660700000000002,,,,3.2297
218,K01455,,,0.6545491490230814,,,,,,,12.3246,,,,
219,K01458,,,0.6534446996356158,,,,,,,12.151700000000002,,,,
220,K01462,,,0.6449752836309468,,,,,,,27.2789,,,,
221,K01470,,,0.6563723431490318,,,,,,,9.0506,,,,
222,K01477,,,0.65,,,,,,,2.7068,,,,
223,K01478,,,0.7104503724195064,,,,,,,9.294799999999999,,,,
224,K01480,,,0.7559999999999999,,,,,,,6.8366,,,,
225,K01485,,,0.659,,,,,,,5.9662,,,,
226,K01489,,,0.6613520960648296,,,,,,,25.702,,,,
227,K01493,,,0.7120000000000001,,,,,,,4.1304,,,,
228,K01494,,,0.599063588851534,,,,,,,63.5797,,,,
229,K01495,,0.415,0.6338050915005811,,,,,,3.1987,26.3961,,,,
230,K01496,,,0.6939623509830521,,,,,,,8.1056,,,,
231,K01497,,,0.6171788407977243,,,,,,,23.714999999999996,,,,
232,K01507,,,0.5956430067695939,,,,,,,46.7886,,,,
233,K01512,,,0.7084573310358864,,,,,,,9.8497,,,,
234,K01520,,,0.698,,,,,,,1.7941,,,,
235,K01524,,,0.72,,,,,,,4.6141,,,,
236,K01525,,,0.6750000000000002,,,,,,,2.2049,,,,
237,K01545,,,0.569,,,,,,,2.2466,,,,
238,K01546,,,0.6636997452438582,,,,,,,33.7351,,,,
239,K01547,,,0.6739999999999999,,,,,,,9.9414,,,,
240,K01548,,,0.7001775262019134,,,,,,,8.9516,,,,
241,K01551,,,0.6799245746167922,,,,,,,22.8357,,,,
242,K01555,,,0.6464437655352174,,,,,,,8.8678,,,,
243,K01556,,,0.6779999999999999,,,,,,,2.9768,,,,
244,K01560,,,0.588,,,,,,,3.1043,,,,
245,K01569,,,0.6446963466497379,,,,,,,5.5771,,,,
246,K01579,,,0.5978958417774571,,,,,,,5.6936,,,,
247,K01581,,,0.667,,,,,,,12.4777,,,,
248,K01588,,0.395,0.6963369522425996,,,,,,2.19,15.2256,,,,
249,K01595,,,0.6569402231516891,,,,,,,30.223300000000002,,,,
250,K01607,,,0.6183205609369338,,,,0.5635847217407264,,,59.4798,,,,4.716200000000001
251,K01610,,,0.6242253382592531,,,,,,,24.3393,,,,
252,K01611,,,0.578,,,,,,,2.2512,,,,
253,K01613,,,0.60003805276111,,,,,,,8.306000000000001,,,,
254,K01619,,,0.7077378338938312,,,,,,,26.8373,,,,
255,K01620,,,0.6539267328315914,,,,,,,9.632100000000001,,,,
256,K01621,,,0.6091914235660059,,,,,,,125.05739999999999,,,,
257,K01623,,,0.6525749780673603,,,,,,,41.5714,,,,
258,K01624,,,0.6774048281514272,,,,,,,19.462,,,,
259,K01625,,,0.775,,,,,,,1.9332,,,,
260,K01626,,,0.657908342643451,,,,,,,47.049400000000006,,,,
261,K01627,,,0.6371250540670352,,,,,,,10.7731,,,,
262,K01637,,,0.6636855362256768,,,,,,,35.9959,,,,
263,K01638,,,0.6517993070340846,,,,,,,22.7042,,,,
264,K01640,,,0.6227131806135279,,,,,,,5.1748,,,,
265,K01653,,,0.6608579799044523,,,,,,,31.2635,,,,
266,K01658,,,0.695,,,,,,,2.3097,,,,
267,K01662,,,0.7290000000000001,,,,,,,8.1377,,,,
268,K01666,,,0.6143023003204683,,,,,,,7.9838000000000005,,,,
269,K01673,,,0.667008689985425,,0.698,,,,,25.9921,,2.3411,,
270,K01676,,,0.597,,,,,,,3.6215,,,,
271,K01689,,,0.6011534219500224,,,,,,,45.22359999999999,,,,
272,K01692,,,0.589,,,,,,,3.9271,,,,
273,K01695,,,0.7073689495307365,,,,,,,13.1778,,,,
274,K01698,,,0.6700892458536775,,,,,,,9.212900000000001,,,,
275,K01704,,,0.618,,,,,,,9.8079,,,,
276,K01711,,,0.6211001924991286,,,,,,,21.1855,,,,
277,K01712,,,0.71,,,,,,,14.3987,,,,
278,K01719,,,0.6758993050041252,,,,,,,23.5274,,,,
279,K01720,,,0.589,,,,,,,1.8194,,,,
280,K01721,,,0.638,,,,,,,4.6602,,,,
281,K01724,,,0.6194906971250304,,,,,,,10.1694,,,,
282,K01725,,,0.613070573814598,,,,,,,10.6497,,,,
283,K01733,,,0.6677757411054885,,,,,,,23.9756,,,,
284,K01736,,,0.7178767397488628,,,,,,,24.9859,,,,
285,K01737,,,0.6544823721772337,,,,,,,14.7533,,,,
286,K01740,,,0.575,,,,,,,3.8766,,,,
287,K01749,,,0.6301579326410619,,,,,,,6.0454,,,,
288,K01752,,,0.6202242778881256,,,,,,,61.9716,,,,
289,K01755,,,0.6823158888144449,,,,,,,49.4704,,,,
290,K01759,,,0.6108307184592111,,,,,,,13.6199,,,,
291,K01772,,,0.688695547361182,,,,,,,25.7081,,,,
292,K01775,,,0.7239579707353391,,,,,,,18.4485,,,,
293,K01776,,,0.7022201190849148,,,,,,,37.8145,,,,
294,K01778,,,0.6561161547478341,,,,,,,23.204,,,,
295,K01785,,,0.5790994264717609,,,,,,,10.601500000000001,,,,
296,K01799,,,0.6181483900465753,,,,,,,28.2397,,,,
297,K01800,,,0.624,,,,,,,5.2054,,,,
298,K01802,,,0.637,,,,,,,6.9591,,,,
299,K01803,,,0.6613467664469215,,,,,,,9.2562,,,,
300,K01805,,,0.6371255659763326,,,,,,,13.9098,,,,
301,K01807,,,0.6968023459366884,,,,,,,10.7128,,,,
302,K01808,,,0.659,,,,,,,4.4752,,,,
303,K01809,,,0.643,,,,,,,2.5548,,,,
304,K01810,,,0.6201445132006976,,,,,,,98.91650000000001,,,,
305,K01821,,,0.6300833253234076,,,,0.599,,,11.7754,,,,1.5
306,K01823,,,0.6778103035180162,,,,,,,10.488,,,,
307,K01834,,,0.638758359627917,,0.693,,,,,7.052300000000001,,4.3528,,
308,K01839,,,0.7073034230703622,,,,,,,29.6476,,,,
309,K01843,,,0.691,,,,,,,9.1997,,,,
310,K01849,,,0.5539813352920044,,,,,,,5.460100000000001,,,,
311,K01858,,,0.6515664643320976,,,,,,,77.66529999999999,,,,
312,K01866,,,0.6265122694204854,,,,,,,32.6971,,,,
313,K01867,,,0.6152591532935708,,,,,,,21.012800000000002,,,,
314,K01868,,,0.633546630185441,,,,,,,87.7232,,,,
315,K01872,,,0.626977149655082,,,,,,,58.205200000000005,,,,
316,K01875,,,0.6594436590466312,,,,,,,49.949200000000005,,,,
317,K01876,,,0.654,,,,,,,9.3712,,,,
318,K01880,,,0.67,,,,,,,5.1011,,,,
319,K01881,,,0.6566389136439632,,,,,,,22.167399999999997,,,,
320,K01887,,,0.660537189781042,,,,,,,34.194300000000005,,,,
321,K01889,,,0.6617094298298136,,,,,,,49.4229,,,,
322,K01890,,,0.6760067804196311,,,,,,,12.7824,,,,
323,K01912,,,0.6892259467807379,,,,,,,18.1316,,,,
324,K01915,,,0.6383827035455247,,,,,,,357.12140000000005,,,,
325,K01918,,,0.58,,,,,,,2.2241,,,,
326,K01919,,,0.632930606327326,,,,,,,18.1451,,,,
327,K01920,,,0.6411898151794975,,,,,,,7.447900000000001,,,,
328,K01921,,,0.633,,,,,,,2.618,,,,
329,K01923,,0.333,0.6175979422050746,,,,,,3.9602,17.9531,,,,
330,K01926,,,0.675943099672128,,,,,,,40.3491,,,,
331,K01933,,,0.7117322729463098,,,,,,,12.6204,,,,
332,K01934,,,0.5680046317120723,,,,,,,8.5674,,,,
333,K01935,,,0.69,,,,,,,2.0641,,,,
334,K01937,,,0.6461176487315298,,,,,,,128.9425,,,,
335,K01939,,,0.6592832168796156,,,,,,,68.21660000000001,,,,
336,K01940,,,0.6685141185643839,,,,,,,68.9966,,,,
337,K01945,,,0.7231746578693196,,,,,,,19.0626,,,,
338,K01951,,0.335,0.6734998582628839,,,,,,2.4917,103.43379999999999,,,,
339,K01953,,,0.6404580479031413,,,,,,,33.582100000000004,,,,
340,K01963,,,0.6609999999999999,,,,,,,9.8499,,,,
341,K01971,,,0.691216185574279,,,,,,,9.3879,,,,
342,K01972,,,0.6728681614928702,,,,,,,51.113200000000006,,,,
343,K01975,,,0.6966112794998017,,,,,,,20.2639,,,,
344,K01989,,,0.6090779572708137,,,,,,,20.9026,,,,
345,K01990,,,0.6859999999999999,,,,,,,3.5168,,,,
346,K01991,,,0.515,,,,,,,2.3542,,,,
347,K01992,,,0.646064732383884,,,,,,,10.1927,,,,
348,K01996,,,0.617,,,,,,,3.6212,,,,
349,K01997,,,0.6621412290571241,,,,,,,38.2586,,,,
350,K01998,,,0.607,,,,,,,7.4117,,,,
351,K02004,,,0.6352681691195278,,,,0.667932320359908,,,233.8254,,,,5.3605
352,K02015,,,0.7201773052823377,,,,,,,10.5474,,,,
353,K02020,,,0.7069706302043015,,,,,,,9.2961,,,,
354,K02029,,,0.595,,,,,,,7.9301,,,,
355,K02030,,,0.6619141681747994,,,,,,,27.3799,,,,
356,K02032,,,0.604,,,,,,,3.9302,,,,
357,K02033,,,0.6652028904567162,,,,,,,39.2898,,,,
358,K02034,,,0.6778303182951505,,,,,,,60.9966,,,,
359,K02037,,,0.5870000000000001,,,,,,,3.7482,,,,
360,K02039,,,0.6547716833988163,,,,,,,21.5982,,,,
361,K02040,,,0.6594051481392278,,,,,,,13.7659,,,,
362,K02042,,,0.6045777821408782,,,,,,,24.0441,,,,
363,K02044,,,0.6159461569803621,,,,,,,8.0155,,,,
364,K02046,,,0.699,,,,,,,10.245,,,,
365,K02050,,,0.6205178619364174,,,,,,,38.4285,,,,
366,K02051,,,0.5740253369098944,,,,0.528,,,17.2164,,,,2.3434
367,K02066,,,0.6552587291985857,,,,0.6270194621062727,,,66.82500000000002,,,,4.0799
368,K02067,,,0.537,,,,,,,2.5119,,,,
369,K02078,,,0.5862740310848779,,,,0.455,,,52.9967,,,,1.8268
370,K02108,,,0.46094737785910483,,,,,,,8.815,,,,
371,K02109,,,0.6383004480853409,,,,0.635,,,17.1397,,,,3.6892
372,K02110,,,0.6440569528382865,,,,,,,8.6001,,,,
373,K02112,,,0.6459999999999999,,,,,,,48.5634,,,,
374,K02114,,,0.649923141244356,,,,,,,12.3036,,,,
375,K02116,,,0.6123861550845988,,,,,,,6.9833,,,,
376,K02128,,,0.6709999999999999,,,,,,,2.3263,,,,
377,K02160,,,0.6627926284594087,,,,,,,5.0387,,,,
378,K02171,,,0.672,,,,0.6845171372269283,,,2.2419,,,,5.4884
379,K02189,,0.379,,,,,,,3.9751,,,,,
380,K02194,,,0.708,,,,0.7159218536637695,,,3.5024,,,,7.7090000000000005
381,K02195,,,0.6671957421290813,,,,,,,17.841700000000003,,,,
382,K02197,,,0.6081392625013108,,,,0.7000000000000001,,,13.4012,,,,2.278
383,K02199,,,0.6061358789158892,,,,,,,10.921000000000001,,,,
384,K02200,,,0.611706361827162,,,,,,,8.0006,,,,
385,K02204,,,0.604,,,,,,,2.4381,,,,
386,K02221,,,,,,,0.578,,,,,,,3.8138
387,K02227,,,0.659,,,,,,,3.675,,,,
388,K02228,,,0.525,,,,,,,3.2446,,,,
389,K02231,,,0.6761282151237978,,,,,,,9.4245,,,,
390,K02238,,,0.6899694138655728,,,,0.573,,,13.668500000000002,,,,3.6834
391,K02257,,,0.6650593957577231,,,,,,,30.6213,,,,
392,K02258,,,0.609,,,,,,,2.8744,,,,
393,K02259,,,0.5710000000000001,,,,,,,4.3352,,,,
394,K02275,,,0.5916337010157754,,,,,,,22.128999999999998,,,,
395,K02276,,,0.6213867271861254,,,,,,,14.067600000000002,,,,
396,K02277,,,0.6429218087486946,,,,,,,9.925699999999999,,,,
397,K02278,,,0.546,,,,,,,1.4402,,,,
398,K02279,,,0.6765839269645421,,,,0.6318553889741046,,,14.005199999999999,,,,8.8339
399,K02281,,,0.6516002903830592,,,,,,,6.3420000000000005,,,,
400,K02283,,,0.6740968142896171,,,,,,,44.4333,,,,
401,K02304,,,0.6777036240744725,,,,,,,10.1776,,,,
402,K02313,,,0.641398492825332,,,,,,,81.35260000000001,,,,
403,K02314,,,0.6332720324951453,,,,,,,70.1773,,,,
404,K02316,,,0.6688475314459944,,,,,,,31.112500000000004,,,,
405,K02338,,,0.5982408149013699,,,,0.7440000000000001,,,44.053599999999996,,,,5.0771
406,K02339,,,0.685,,,,,,,2.1778,,,,
407,K02340,,,0.652,,,,,,,3.9855,,,,
408,K02342,,,0.6309773463672077,,,,,,,5.3081,,,,
409,K02343,,,0.6648247882719482,,,,,,,10.4103,,,,
410,K02351,,,0.557,,,,,,,6.018,,,,
411,K02356,,,0.5788126073254273,,,,,,,17.2026,,,,
412,K02357,,,0.6248561537254524,,,,,,,23.639499999999998,,,,
413,K02358,,,0.6312951789052598,,,,,,,87.3772,,,,
414,K02372,,,0.6198866435251329,,,,,,,10.159099999999999,,,,
415,K02377,0.517,,0.5781452640604157,,,,,3.5876,,8.1471,,,,
416,K02379,,,0.7004176176650322,,,,,,,6.745,,,,
417,K02380,,,0.6509999999999999,,,,0.762,,,5.1429,,,,2.1622
418,K02386,,,,,,,0.688,,,,,,,2.6586
419,K02388,,,0.653,,,,,,,3.9779,,,,
420,K02390,,,0.6516287097904324,,,,,,,10.2886,,,,
421,K02393,,,0.6491242328557536,,,,,,,9.1159,,,,
422,K02394,,,0.733,,,,,,,2.1247,,,,
423,K02396,,,,,,,0.669,,,,,,,2.765
424,K02399,,,,,,,0.598,,,,,,,2.858
425,K02405,,,0.6601051654186958,,,,,,,14.0305,,,,
