,KEGG,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adjUnclassified,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_countsUnclassified
39,K00560,,0.652,,,,4.1409,,
40,K00567,,0.6859999999999999,,,,4.935,,
41,K00573,,0.6047999302362526,,,,5.7514,,
42,K00600,,0.6567287924692632,,,,42.5972,,
43,K00606,,0.687,,,,2.8789,,
44,K00609,,0.6601270190950985,,,,14.0647,,
45,K00615,,0.6709999999999999,,,,8.5057,,
46,K00626,,0.6776971539753294,,,,11.1763,,
47,K00635,,0.6422483560031295,,,,17.579,,
48,K00640,,0.6646643780460478,,,,7.4545,,
49,K00641,,0.6630675816729251,,,,25.9028,,
50,K00674,,0.6859999999999999,,,,7.9848,,
51,K00677,,0.6710155876619621,,,,9.1623,,
52,K00684,,0.7070000000000001,,,,5.8674,,
53,K00688,,0.6673034360853267,,,,18.0246,,
54,K00700,,0.537,,,,5.9555,,
55,K00720,,0.6759999999999999,,,,4.422,,
56,K00748,,0.716,,,,3.9538,,
57,K00759,,0.672,,,,4.2302,,
58,K00762,,0.68,,,,6.3481,,
59,K00763,,0.7090000000000001,,,,11.543,,
60,K00764,,0.6448059748777646,,,,18.9269,,
61,K00766,,0.6809999999999999,,,,7.9079,,
62,K00768,,0.672,,,,4.2049,,
63,K00788,,0.595,,,,3.3304,,
64,K00789,,0.6579999999999999,,,,11.7146,,
65,K00790,,0.6457684695937311,,,,12.3678,,
66,K00791,,0.7,,,,5.232,,
67,K00793,,0.6898737246660277,,,,11.2144,,
68,K00794,,0.674,,,,4.5196,,
69,K00798,,0.6772823402004663,,,,8.6837,,
70,K00799,,0.6273133702503423,,,,19.2605,,
71,K00820,,0.671362747395059,,,,34.411699999999996,,
72,K00855,,0.625,,,,7.3446,,
73,K00858,,0.6913596416121378,,,,21.7984,,
74,K00859,,0.6917288800333682,,,,13.797,,
75,K00873,,0.657672372319142,,,,10.5271,,
76,K00891,,0.7,,,,7.0531,,
77,K00912,,0.516,,,,7.1432,,
78,K00925,,0.6543102834538201,,,,8.7034,,
79,K00927,,0.6547230322785919,,,,21.274300000000004,,
80,K00936,,0.614,,,,2.255,,
81,K00939,,0.6789965863552375,,,,12.887699999999999,,
82,K00940,,0.6559999999999999,,,,4.1596,,
83,K00942,,0.6820315969840398,,,,15.3096,,
84,K00943,,0.6521079799313814,,,,6.3613,,
85,K00945,,0.7166219437759952,,,,14.501700000000001,,
86,K00946,,0.765,,,,4.7819,,
87,K00948,,0.643,,,,3.137,,
88,K00954,,0.647,,,,6.2265,,
89,K00969,,0.6784933165048265,,,,9.3019,,
90,K00971,,0.6469513692166357,,,,11.5963,,
91,K00975,,0.653,,,,7.4395,,
92,K00981,,0.6921426557085404,,,,15.1022,,
93,K00986,,0.5943489646355783,,,,396.2210000000001,,
94,K00989,,0.6886202666573642,,,,24.1584,,
95,K00990,,0.6886287620248047,,,,12.1836,,
96,K01008,,0.593,,,,2.9135,,
97,K01039,,0.665,,,,6.2419,,
98,K01040,,0.6729999999999999,,,,7.5153,,
99,K01042,,0.6950493470069741,,,,11.3749,,
100,K01054,,0.66,,,,4.7382,,
101,K01056,,0.6732243090073995,,,,8.2697,,
102,K01057,,0.6759999999999999,,,,1.8305,,
103,K01061,,0.684,,,,9.129,,
104,K01069,,0.687,,,,5.9939,,
105,K01082,,0.687,,,,6.4671,,
106,K01091,,0.664,,,,7.1284,,
107,K01095,,0.674,,,,3.1064,,
108,K01104,,0.685,,,,6.5751,,
109,K01113,,0.622,,,,2.4468,,
110,K01114,,0.555,,,,4.4523,,
111,K01126,,0.679,,,,7.4617,,
112,K01129,,0.659,,,,6.2784,,
113,K01151,,0.705,,,,5.1325,,
114,K01159,,0.6871473131913807,,,,16.5796,,
115,K01174,,0.565,,,,3.4843,,
116,K01207,,0.7040000000000001,,,,4.3255,,
117,K01243,,0.635,,,,3.41,,
118,K01246,,0.6536860478437538,,,,9.092,,
119,K01251,,0.6430941227954351,,,,65.4312,,
120,K01265,,0.6114684463290311,,,,20.4534,,
121,K01266,,0.611,,,,7.1132,,
122,K01273,,,,0.612,,,,4.2335
123,K01283,,0.6335117240472414,,,,12.167300000000001,,
124,K01297,,0.72,,,,4.6713,,
125,K01358,,0.6168634501330095,,,,25.862499999999997,,
126,K01409,,0.6833547894871294,,,,16.4945,,
127,K01419,,0.7140000000000001,,,,6.3466,,
128,K01423,,0.6829999999999999,,,,6.0167,,
129,K01426,,0.69,,,,9.4347,,
130,K01439,,0.679,,,,6.9538,,
131,K01443,,0.628,,,,3.9006,,
132,K01448,,0.6672450133251047,,,,7.837400000000001,,
133,K01458,,0.6920000000000001,,,,8.7597,,
134,K01462,,0.6661725370839309,,,,15.7664,,
135,K01463,,0.669,,,,1.9118,,
136,K01494,,0.6599999999999999,,,,5.2783,,
137,K01495,,0.647,,,,7.3279,,
138,K01525,,0.69,,,,5.4979,,
139,K01546,,0.6457156326130942,,,,9.0317,,
140,K01547,,0.691,,,,7.9413,,
141,K01556,,0.698,,,,3.3957,,
142,K01588,,0.713,,,,4.0878,,
143,K01595,,0.679503929828165,,,,14.6299,,
144,K01601,,0.6409999999999999,,,,8.0033,,
145,K01607,,0.6006989588414433,,,,5.0573,,
146,K01619,,0.684,,,,11.0608,,
147,K01620,,0.6434215704212434,,,,13.1967,,
148,K01621,,0.612,,,,32.4496,,
149,K01623,,0.663524407892571,,,,12.7119,,
150,K01626,,0.6393517704162602,,,,12.266,,
151,K01627,,0.6579999999999999,,,,7.8154,,
152,K01633,,0.6597133592943282,,,,10.5654,,
153,K01637,,0.6629999999999999,,,,8.0486,,
154,K01638,,0.6496671859594573,,,,26.620200000000004,,
155,K01689,,0.6403588559806306,,,,27.9384,,
156,K01695,,0.7020000000000001,,,,4.9154,,
157,K01698,,0.6779999999999999,,,,7.5495,,
158,K01704,,0.6470696028116063,,,,12.180200000000001,,
159,K01719,,0.712452130125013,,,,28.7734,,
160,K01724,,0.5976938168573223,,,,16.9255,,
161,K01734,,0.561,,,,2.371,,
162,K01736,,0.762,,,,6.043,,
163,K01737,,0.6704322010348158,,0.6920000000000002,,7.556900000000001,,3.739
164,K01749,,0.71,,,,5.6874,,
165,K01752,,0.6679999999999999,,,,7.3279,,
166,K01754,,0.6559999999999999,,,,5.1285,,
167,K01755,,0.643,,,,3.6509,,
168,K01759,,0.653,,,,6.8764,,
169,K01772,,0.667,,,,6.3471,,
170,K01775,,0.7032958749340861,,,,8.9665,,
171,K01778,,0.6906335240596567,,,,7.1423000000000005,,
172,K01779,,0.669,,,,5.411,,
173,K01803,,0.741,,,,3.6725,,
174,K01807,,0.698,,,,5.3288,,
175,K01808,,0.71,,,,4.9036,,
176,K01810,,0.634407623682392,,,,30.9593,,
177,K01839,,0.682,,,,10.0693,,
178,K01849,,0.574,,,,4.1586,,
179,K01866,,0.6428311986970663,,,,9.658100000000001,,
180,K01872,,,0.621,,,,21.2765,
181,K01873,,0.6920000000000001,,,,10.6675,,
182,K01874,,0.6418884752704468,,,,14.1253,,
183,K01875,,0.6541682194741413,,,,18.6042,,
184,K01881,,0.635351541324853,,,,35.8978,,
185,K01887,,0.6874628655725125,,,,10.7712,,
186,K01889,,0.644,,,,4.998,,
187,K01890,,0.679,,,,5.3396,,
188,K01912,,0.6654271211266037,,,,22.494500000000002,,
189,K01915,,0.6311595259791001,,,,42.80199999999999,,
190,K01918,,0.6765706812197413,,,,12.7172,,
191,K01919,,0.637,,,,3.8802,,
192,K01920,,0.672,,,,8.0119,,
193,K01921,,0.6771836148420024,,,,19.8836,,
194,K01923,,0.6250052137733237,,,,17.4781,,
195,K01926,,0.655,,,,4.3491,,
196,K01933,,0.6743282681883455,,,,25.507399999999997,,
197,K01934,,0.705,,,,5.3716,,
198,K01937,,0.6439950102685237,,,,71.16550000000001,,
199,K01939,,0.6596244107025206,,,,11.590599999999998,,
200,K01945,,0.6964714781203243,,,,9.9166,,
201,K01951,,0.6439649870507567,,,,28.872799999999998,,
202,K01953,,0.6230028814232679,,,,17.5855,,
203,K01971,,0.621,,,,4.8353,,
204,K01972,,0.698153592882463,,,,18.8931,,
205,K01990,,0.6679999999999999,,,,6.4722,,
206,K01991,,0.624,,,,2.1574,,
207,K01992,,0.669,,,,4.4528,,
208,K01995,,0.622,,,,7.107,,
209,K01997,,0.6691293088866656,,,,14.846,,
210,K01998,,0.703,,,,8.5214,,
211,K02004,,0.6365230236391823,,,,31.1007,,
212,K02015,,0.7016051919172934,,,,9.183399999999999,,
213,K02019,,0.69,,,,5.601,,
214,K02030,,0.633,,0.5489999999999999,,8.5766,,4.1687
215,K02034,,0.6557302401233343,,,,10.802499999999998,,
216,K02036,,0.643,,,,10.1592,,
217,K02039,,0.670293226249086,,,,19.358,,
218,K02040,,0.6509329266439148,,,,15.8082,,
219,K02044,,0.679938932680704,,,,10.3346,,
220,K02050,,0.604,,,,3.4715,,
221,K02066,,0.6501246093305041,,,,19.7105,,
222,K02067,,0.6407937521418394,,,,11.0886,,
223,K02109,,0.504,,0.6890000000000001,,6.714,,3.6158
224,K02160,,0.6445723990273761,,,,11.3682,,
225,K02194,,0.6608615443431999,,,,8.1274,,
226,K02195,,0.664,,,,6.3363,,
227,K02199,,0.672,,,,5.222,,
228,K02200,,0.715,,,,4.8871,,
229,K02221,,0.6459098408676811,,,,11.1569,,
230,K02224,,0.5820000000000001,,,,2.9855,,
231,K02226,,0.722,,,,5.5451,,
232,K02231,,0.713,,,,4.1071,,
233,K02233,,0.7140000000000001,,,,2.8608,,
234,K02238,,0.688,,,,4.4227,,
235,K02257,,0.675,,,,8.9023,,
236,K02259,,0.6970881250947525,,,,9.2346,,
237,K02279,,0.6709999999999999,,,,3.3547,,
238,K02303,,0.708,,,,5.8133,,
239,K02313,,0.5957023379030092,,,,30.229800000000004,,
240,K02314,,0.6510048142981889,,,,12.2067,,
241,K02338,,0.6269647900791671,,,,15.543800000000001,,
242,K02342,,0.685,,,,6.8631,,
243,K02356,,0.5830312446514485,,,,11.636800000000001,,
244,K02357,,0.6139377709998748,,,,8.9648,,
245,K02358,,0.642,,,,50.1038,,
246,K02372,,0.6108992524384368,,,,8.1695,,
247,K02380,,0.738,,,,4.2152,,
248,K02394,,0.664,,,,2.0893,,
249,K02429,,0.5905542675156886,,,,17.005200000000002,,
250,K02437,,0.6446087475411374,,,,14.0063,,
251,K02452,,0.685,,,,6.6092,,
252,K02459,,0.72,,,,4.7637,,
253,K02460,,0.655,,,,6.1452,,
254,K02461,,0.7140000000000001,,,,5.0064,,
255,K02463,,0.7020000000000001,,,,4.9711,,
256,K02492,,0.7113939706367173,,,,21.5539,,
257,K02510,,0.682,,,,7.8905,,
258,K02517,,0.66,,,,7.6598,,
259,K02518,,0.5797077829415842,,,,18.9983,,
260,K02520,,0.6,,,,5.0089,,
261,K02527,,0.6641231883768611,,,,9.0318,,
262,K02600,,0.6758363221106527,,,,20.828400000000002,,
263,K02601,,0.648,,,,8.4349,,
264,K02609,,0.618,,,,9.1882,,
265,K02610,,0.632,,,,4.932,,
266,K02616,,0.6970000000000001,,,,4.2411,,
267,K02626,,0.5660000000000001,,,,3.9446,,
268,K02651,,0.517,,,,4.7799,,
269,K02658,,0.586,,,,2.846,,
270,K02662,,0.6446707796975056,,,,14.086200000000002,,
271,K02825,,0.642,,,,4.0961,,
272,K02834,,0.6384928340268146,,,,4.9866,,
273,K02860,,0.6875484136484189,,,,11.065,,
274,K02863,,0.654,,,,7.019,,
275,K02871,,0.6098380370822403,,,,8.5973,,
276,K02874,,0.6451119060726165,,,,28.109499999999997,,
277,K02878,,0.675,,,,7.3441,,
278,K02879,,0.6898139515615674,,,,11.858,,
279,K02881,,0.588,,,,3.8468,,
280,K02884,,0.6463978595931679,,,,10.6827,,
281,K02886,,0.685,,,,6.6525,,
282,K02888,,0.6659945845985812,,,,13.7204,,
283,K02890,,0.6660431257598906,,,,14.102599999999999,,
284,K02895,,0.635,,,,8.5374,,
285,K02897,,0.662,,,,5.5649,,
286,K02899,,0.657,,,,2.5248,,
287,K02902,,0.564,,,,4.5547,,
288,K02904,,0.645,,,,7.0097,,
289,K02906,,0.6746531902959393,,,,12.082,,
290,K02909,,0.6190040953794615,,,,15.9226,,
291,K02911,,0.6409999999999999,,,,4.3507,,
292,K02913,,0.649,,,,3.3019,,
293,K02914,,0.6809999999999999,,,,5.2052,,
294,K02916,,0.565,,,,3.1938,,
295,K02919,,0.5774205108594943,,,,15.604000000000001,,
296,K02931,,0.6292968545152166,,,,22.6868,,
297,K02933,,0.6141439658566701,,,,14.605599999999999,,
298,K02935,,0.6890000000000001,,,,10.4703,,
299,K02939,,0.6177376259513122,,,,8.473099999999999,,
300,K02945,,0.6565660014050558,,,,18.964599999999997,,
301,K02946,,0.5984706877451595,,,,12.445800000000002,,
302,K02948,,0.6703831726151159,,,,32.2545,,
303,K02950,,0.6529388570189345,,,,29.545499999999997,,
304,K02952,,0.6616471974683993,,,,20.997300000000003,,
305,K02954,,0.6243984099156232,,,,15.8342,,
306,K02956,,0.6053226076535386,,,,8.5884,,
307,K02959,,0.624,,,,5.9004,,
308,K02961,,0.6583108846770401,,,,13.628499999999999,,
309,K02963,,0.6439631988815901,,,,17.723399999999998,,
310,K02967,,0.5660098586392578,,,,18.492600000000003,,
311,K02968,,0.684,,,,4.4632,,
312,K02970,,0.5739615128548832,,,,28.489200000000004,,
313,K02982,,0.7004139988955039,,,,18.8339,,
314,K02986,,0.6805301591389541,,,,20.7853,,
315,K02988,,0.6940000000000001,,,,12.1357,,
316,K02990,,0.5710000000000001,,,,3.379,,
317,K02992,,0.6779999999999999,,,,10.0731,,
318,K02994,,0.6579999999999999,,,,6.0342,,
319,K02996,,0.6575125490671241,,,,14.0391,,
320,K03040,,0.6349552671786094,,,,39.108599999999996,,
321,K03046,,0.64,,,,43.7758,,
322,K03070,,0.647,,,,15.0449,,
323,K03071,,0.585,,,,5.4532,,
324,K03073,,0.537,,,,3.7548,,
325,K03075,,0.6509999999999999,,,,3.6725,,
326,K03088,,0.6508401389737781,,,,92.7832,,
327,K03092,,0.6209853041210778,,,,31.1451,,
328,K03100,,0.6579999999999999,,,,7.5244,,
329,K03110,,0.627,,,,6.7075,,
330,K03111,,0.6559999999999999,,,,6.6485,,
331,K03118,,0.6089598406506811,,,,13.2516,,
332,K03147,,0.59,,,,58.4983,,
333,K03149,,0.594,,,,6.0424,,
334,K03151,,0.6305879923394634,,,,8.6678,,
335,K03154,,0.6951943255625072,,,,8.4922,,
336,K03210,,0.667,,,,7.3319,,
337,K03217,,0.6098020501150055,,,,9.0122,,
338,K03218,,0.6970000000000001,,,,5.9252,,
339,K03269,,0.705,,,,7.297,,
340,K03286,,0.5849602778923539,,,,11.8572,,
341,K03303,,0.6472131839959505,,,,11.4341,,
342,K03313,,0.698,,,,4.9118,,
343,K03320,,0.644,,,,4.5787,,
344,K03392,,0.677,,,,6.5746,,
345,K03402,,0.728,,,,5.6804,,
346,K03406,,0.7480000000000001,,,,6.1843,,
347,K03408,,0.594,,,,2.8224,,
348,K03424,,0.6985886414463385,,,,7.0872,,
349,K03426,,0.682,,,,7.6902,,
350,K03430,,0.655,,,,5.828,,
351,K03438,,0.6443002998232259,,,,13.0337,,
352,K03439,,0.692,,,,7.3118,,
353,K03455,,0.682,,,,4.705,,
354,K03466,,0.6112070954566005,,,,12.2091,,
355,K03469,,0.6859999999999999,,,,4.8796,,
356,K03474,,0.6619834008192487,,,,10.32,,
357,K03495,,0.662,,,,8.2526,,
358,K03496,,0.647,,,,7.3034,,
359,K03498,,0.659,,,,7.2975,,
360,K03517,,0.629,,,,7.7207,,
361,K03521,,0.6342415516430445,,,,12.9512,,
362,K03522,,0.652,,,,4.2261,,
363,K03524,,0.61,,,,3.8575,,
364,K03525,,0.6509999999999999,,,,3.3064,,
365,K03526,,0.6750294034342524,,,,35.9053,,
366,K03527,,0.6707350367546596,,,,28.7053,,
367,K03531,,0.6482653292682403,,,,34.2372,,
368,K03544,,0.624729982146874,,,,148.3227,,
369,K03545,,0.652,,0.7279999999999999,,2.625,,2.0146
370,K03549,,0.687,,,,7.3328,,
371,K03550,,0.6709999999999999,,,,4.89,,
372,K03551,,0.6547753322179096,,,,23.7276,,
373,K03558,,,,0.65,,,,2.4323
374,K03559,,0.6519975272327139,,,,14.062899999999999,,
375,K03561,,0.6586166749435051,,,,10.4596,,
376,K03564,,0.639,,,,4.1365,,
377,K03569,,0.6312322285219912,,,,99.62289999999999,,
378,K03574,,0.6827772089990642,,,,10.5831,,
379,K03584,,0.6720117336288176,,,,8.8412,,
380,K03585,,0.6899999999999998,,,,11.3639,,
381,K03586,,0.677,,,,5.5096,,
382,K03589,,0.6651288290101011,,0.765,,13.8463,,3.1258
383,K03590,,0.691553637687496,,,,17.2676,,
384,K03593,,0.6667465347529823,,,,11.3178,,
385,K03597,,0.738,,,,6.5637,,
386,K03598,,0.6709999999999999,,,,6.932,,
387,K03599,,0.6,,,,8.0578,,
388,K03602,,0.705,,,,7.9434,,
389,K03621,,0.524,,,,3.6893,,
390,K03625,,0.607,,,,2.9779,,
391,K03628,,0.6340971246504393,,,,96.80510000000001,,
392,K03629,,0.6629999999999999,,,,5.9807,,
393,K03630,,0.7215591419504421,,,,14.038599999999999,,
394,K03631,,0.705937344219089,,,,7.6342,,
395,K03635,,0.6773351025062935,,,,25.5946,,
396,K03636,,0.72,,,,4.0519,,
397,K03637,,0.7,,,,5.7737,,
398,K03639,,0.6898809855141842,,,,22.719,,
399,K03642,,0.7174166935142982,,,,8.1288,,
400,K03651,,0.6805024543972362,,,,7.424200000000001,,
401,K03652,,0.69,,,,5.3366,,
402,K03664,,0.6385656681529011,,,,6.8019,,
403,K03665,,0.61,,,,5.7915,,
404,K03666,,0.498,,,,2.4328,,
405,K03667,,0.6601413274939957,,,,27.5116,,
406,K03671,,0.6509999999999999,,,,5.2176,,
407,K03683,,0.68,,,,4.4221,,
408,K03684,,0.7059999999999998,,,,6.3952,,
409,K03687,,0.667,,,,4.6563,,
410,K03702,,0.65,,,,11.1373,,
411,K03704,,0.6011135771408034,,,,14.4677,,
412,K03709,,0.6971682350551592,,,,17.9788,,
413,K03719,,0.645,,,,6.2688,,
414,K03722,,0.696,,,,6.3743,,
415,K03734,,0.6280500112090869,,,,8.7696,,
416,K03744,,0.6529845227757003,,,,11.466000000000001,,
417,K03752,,0.716,,,,4.4261,,
418,K03770,,0.67,,,,6.1797,,
419,K03781,,0.631,,,,4.9295,,
420,K03787,,0.629,,,,4.5526,,
421,K03797,,0.6828124891419747,,,,12.5164,,
422,K03799,,0.667,,,,1.6852,,
423,K03809,,0.6302007781100576,,,,9.6582,,
424,K03821,,0.6579999999999999,,,,4.3306,,
425,K03832,,0.71559746208364,,0.606,,16.2622,,5.02
426,K03924,,0.6583125274830003,,,,43.9384,,
427,K03925,,0.6837197621438676,,0.6559999999999999,,11.2377,,2.3376
428,K03928,,0.679,,,,2.5606,,
429,K03975,,0.6775442550676158,,,,15.026499999999999,,
430,K03977,,0.675,,,,7.27,,
431,K03979,,0.6943671243260588,,,,13.0567,,
432,K04027,,0.5820000000000001,,,,4.5281,,
433,K04063,,0.6639630211686287,,,,18.115000000000002,,
434,K04065,,0.5968676399196735,,,,20.5003,,
435,K04066,,0.7609999999999999,,,,3.8836,,
436,K04077,,0.6449118470393126,,,,361.7113,,
437,K04078,,0.5678880954549832,,,,42.1037,,
438,K04079,,0.6579999999999999,,,,8.0848,,
439,K04083,,0.6920000000000001,,,,7.6219,,
440,K04085,,0.6559999999999999,,,,3.5313,,
441,K04088,,0.646504913510803,,,,9.749500000000001,,
442,K04485,,0.722,,,,5.2346,,
443,K04488,,0.589,,,,9.2224,,
444,K04564,,0.6292122281069727,,,,28.409100000000002,,
445,K04744,,0.6630254015224322,,,,14.312999999999999,,
446,K04749,,0.5650156601014281,,,,7.9079,,
447,K04750,,0.652,,,,4.5736,,
448,K04751,,0.64,,,,10.2349,,
449,K04752,,0.64,,,,10.2349,,
450,K04754,,0.629,,,,3.5835,,
451,K04756,,0.687,,,,5.9284,,
452,K04758,,0.677,,,,7.8881,,
453,K04759,,0.7190000000000001,,,,6.3951,,
454,K04760,,0.621,,,,9.8603,,
455,K04763,,0.613,,,,8.2558,,
456,K05337,,0.648,,,,2.2548,,
457,K05524,,0.607,,,,8.6752,,
458,K05589,,0.657,,,,5.4859,,
459,K05595,,0.685,,,,3.946,,
460,K05710,,0.698,,,,5.554,,
461,K05807,,0.6173264372940619,,,,6.4087,,
462,K05845,,0.659,,,,4.7875,,
463,K05896,,0.715,,,,4.046,,
464,K05937,,0.621,,,,4.9243,,
465,K05979,,0.7170000000000001,,,,2.3931,,
466,K05995,,0.633,,,,3.7235,,
467,K06006,,0.657,,,,6.9564,,
468,K06015,,0.68,,,,4.904,,
469,K06023,,0.516,,,,4.6945,,
470,K06041,,0.7096583954831099,,,,14.0626,,
471,K06048,,0.517,,,,3.9041,,
472,K06077,,0.643,,,,4.6713,,
473,K06137,,0.6660639290179888,,,,13.2732,,
474,K06142,,0.5641811205266273,,,,6.1606000000000005,,
475,K06153,,0.6758964140738482,,,,9.7156,,
476,K06173,,0.614,,,,5.8094,,
477,K06187,,0.6978116068485313,,,,14.012899999999998,,
478,K06189,,0.6920000000000001,,,,7.8492,,
479,K06190,,0.679,,,,3.8748,,
480,K06195,,0.648,,,,6.8184,,
481,K06199,,0.68,,,,3.892,,
482,K06200,,0.679,,,,5.1182,,
483,K06204,,0.6361477545351855,,,,20.9568,,
484,K06208,,0.673,,,,4.8914,,
485,K06213,,0.6042804518594393,,,,9.8438,,
486,K06215,,0.6709999999999999,,,,27.3808,,
487,K06217,,0.693,,,,9.5057,,
488,K06287,,0.704622279920188,,,,11.638100000000001,,
489,K06381,,0.664,,,,5.0,,
490,K06402,,0.608,,,,4.1639,,
491,K06864,,0.6615853527792392,,,,9.9762,,
492,K06872,,0.597,,,,3.4478,,
493,K06881,,0.627,,,,4.3339,,
494,K06886,,0.63,,,,2.9826,,
495,K06888,,0.6784343602071036,,,,26.6225,,
496,K06893,,0.5735913989170788,,,,14.7955,,
497,K06897,,0.6020000000000001,,,,7.0628,,
498,K06911,,0.6442360890813558,,,,34.3962,,
499,K06929,,0.6759999999999999,,,,4.8399,,
500,K06941,,0.6487778958217748,,,,11.6238,,
501,K06949,,0.723,,,,6.2105,,
502,K06971,,0.732,,,,3.9137,,
503,K06991,,0.622,,,,4.9272,,
504,K06996,0.5327609548267845,,,,8.3371,,,
505,K06998,,0.6652439955004412,,,,21.375,,
506,K06999,,0.682,,,,4.8054,,
507,K07001,,0.698,,,,5.8389,,
508,K07005,,0.6143338770197183,,,,12.182300000000001,,
509,K07009,,0.6589999999999999,,,,3.8627,,
510,K07010,,0.6579999999999999,,,,3.2451,,
511,K07040,,0.598,,,,4.4907,,
512,K07050,,0.684,,,,6.7001,,
513,K07054,,0.701,,,,2.6886,,
514,K07056,,0.72,,,,5.6028,,
515,K07058,,0.6554086516447765,,,,8.299,,
516,K07063,,0.588,,,,1.445,,
517,K07080,,0.6709999999999999,,,,3.0045,,
518,K07082,,0.6863500814318286,,,,10.1678,,
519,K07090,,0.649,,,,3.307,,
520,K07098,,0.6352190655690001,,,,13.6621,,
521,K07102,,0.6722482022886516,,,,11.3215,,
522,K07104,,0.741,,,,2.871,,
523,K07107,,0.636,,,,2.988,,
524,K07115,,0.7220000000000001,,,,5.964,,
525,K07126,,0.64,,,,3.3437,,
526,K07141,,0.722,,,,3.9063,,
527,K07147,,0.5329999999999999,,,,3.6512,,
528,K07152,,0.6220585195001894,,,,8.0257,,
529,K07154,,0.5863512763547644,,,,7.8344000000000005,,
530,K07157,,0.7,,,,4.5798,,
531,K07160,,0.679,,,,8.5832,,
532,K07161,,0.7030060336825837,,,,7.0743,,
533,K07172,,0.636,,,,2.3922,,
534,K07192,,0.669,,,,6.1293,,
535,K07220,,0.62,,,,2.0969,,
536,K07240,,0.604,,,,6.2269,,
537,K07243,,0.605,,,,4.3166,,
538,K07259,,0.6628925243678103,,,,6.5352,,
539,K07284,,0.6341875678100054,,,,7.7552,,
540,K07300,,0.626,,,,2.4,,
541,K07323,,0.6072398643110122,,,,14.3733,,
542,K07344,,,,0.552,,,,2.2589
543,K07391,,0.6858011132450568,,,,16.959899999999998,,
544,K07397,,0.6007392966941021,,,,8.8026,,
545,K07400,,0.6756667241534592,,,,11.484300000000001,,
546,K07402,,0.6872002101222308,,,,8.2669,,
547,K07403,,0.6743603529520646,,,,13.413899999999998,,
548,K07404,,0.698,,,,9.8452,,
549,K07447,,0.644,,,,4.1614,,
550,K07458,,,,0.639,,,,3.2811
551,K07460,,0.6857815236794135,,,,12.5353,,
552,K07462,,0.546,,,,4.4158,,
553,K07478,,0.693,,,,5.4052,,
554,K07481,,0.6687990906279675,,,,63.6977,,
555,K07482,,0.6055732564101283,,,,132.1362,,
556,K07483,,0.6036902027552913,,,,92.39599999999999,,
557,K07484,,0.6166707137108346,,,,80.8605,,
558,K07485,,0.6155803419118493,,,,104.71430000000001,,
559,K07486,,0.6300727325606437,,,,847.1533,,
560,K07487,,0.6299730529063023,,,,53.914199999999994,,
561,K07488,,0.6094512495836242,,,,13.4159,,
562,K07491,,0.5,,,,3.1488,,
563,K07492,,0.5912504118932422,,,,146.52870000000001,,
564,K07493,,0.6493713410458294,,,,158.85119999999998,,
565,K07494,,0.5908906238656603,0.532,,,298.015,25.0641,
566,K07495,,0.549780675191936,,,,102.46470000000001,,
567,K07496,,0.6046720408250054,,,,11.4171,,
568,K07497,,0.6147694639828913,,,,473.26089999999994,,
569,K07499,,0.5754031434723377,,,,71.5155,,
570,K07502,,0.684,,,,6.2543,,
