,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Varidnaviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Varidnaviria,gene_counts unclassified viruses,gene_countsUnclassified
71,K00153,,,0.6981718624034386,,,,,,,,28.764,,,,,
72,K00154,,,0.679,,,,,,,,8.2542,,,,,
73,K00156,,0.495,0.6308167188451999,,,,,,,5.5257,17.1712,,,,,
74,K00161,,0.6541455923443984,0.6248255057869895,,,,,,,19.0699,58.5393,,,,,
75,K00162,,0.616,0.6491743316251393,,0.593,,,,,10.6464,75.4007,,11.5306,,,
76,K00163,,,0.6649722614445944,,,,,,,,1283.1559,,,,,
77,K00164,,,0.6510810301419371,,,,,,,,23.154899999999998,,,,,
78,K00166,,0.6541455923443984,0.634,,,,,,,19.0699,11.979,,,,,
79,K00167,,,0.5881557537941872,,,,,,,,18.2132,,,,,
80,K00169,,0.6438891095455871,0.6374384353812332,,,,,,,73.43010000000001,35.425,,,,,
81,K00170,,0.6579665298002204,0.6342032890818303,,,,,,,44.5106,39.615,,,,,
82,K00171,,0.6400577420145663,0.6730881988748861,,,,,,,27.8948,17.6582,,,,,
83,K00172,,0.6555338714114675,0.6708103306035551,,,,,,,103.24199999999999,91.65090000000001,,,,,
84,K00174,,0.6136702109802655,0.6508706338017725,,,,,,,125.8223,332.09310000000005,,,,,
85,K00175,0.6730791706052192,0.5874205784023087,0.6362417706195185,,,,,,15.6107,55.8882,241.97649999999996,,,,,
86,K00176,,0.5615236012170398,0.5856086525083861,,,,,,,22.516599999999997,35.6007,,,,,
87,K00177,,0.6039212128037698,0.6354477698123853,,,,,,,27.990299999999998,24.822300000000002,,,,,
88,K00180,,,0.6888984176776402,,,,,,,,9.0196,,,,,
89,K00184,,0.555,0.6662232263849422,,,,,,,6.6349,22.7524,,,,,
90,K00185,,,0.613,,,,,,,,8.2155,,,,,
91,K00187,,,0.675,,,,,,,,7.7702,,,,,
92,K00198,,,0.645,,,,,,,,3.391,,,,,
93,K00200,,,0.6709999999999999,,,,,,,,6.6195,,,,,
94,K00208,,,0.6318724106884839,,,,,,,,62.8819,,,,,
95,K00209,,,0.5893164755493017,,,,,,,,25.0311,,,,,
96,K00215,,,0.6899599586747011,,,,,,,,242.00770000000006,,,,,
97,K00217,,,0.7020000000000001,,,,,,,,8.7079,,,,,
98,K00219,,,0.65,,,,,,,,5.7196,,,,,
99,K00221,,0.552,0.7403552941668278,,,,,0.696,,10.5612,20.495800000000003,,,,,4.8222
100,K00226,,,0.6989364638435267,,,,,,,,37.382999999999996,,,,,
101,K00228,,,0.6655894792035009,,,,,,,,57.0186,,,,,
102,K00230,,0.5300543096688539,0.675773129344934,,,,,,,17.1603,138.46560000000002,,,,,
103,K00231,,,0.6828541500531288,,0.619,,,0.6509999999999999,,,168.9422,,3.8425,,,4.1628
104,K00232,,,0.6723572672211702,,,,,,,,100.6032,,,,,
105,K00239,,,0.6160784965651577,,,,,,,,49.9085,,,,,
106,K00240,0.61152219928561,0.585727136112613,0.6425874388403734,,,,,0.691,14.4923,48.165800000000004,300.7528,,,,,6.3384
107,K00241,,,0.5863865848937065,,0.643909694708287,,,0.595,,,107.7877,,16.7922,,,5.2092
108,K00242,,,0.6516768078429691,,,,,0.664,,,45.18879999999999,,,,,3.8173
109,K00245,,0.6679999999999999,0.621,,,,,,,6.0372,4.0697,,,,,
110,K00247,,,0.6733998029209465,,,,,,,,12.9138,,,,,
111,K00248,,,0.5828794659706825,,,,,,,,35.4171,,,,,
112,K00249,,0.5840129095253879,0.6540067213542686,,,,,,,55.870599999999996,628.1596000000001,,,,,
113,K00252,,,0.6424114974862953,,,,,,,,58.2656,,,,,
114,K00253,,,0.676603496441948,,,,,,,,39.3418,,,,,
115,K00254,,,0.7156317612126027,,,,,,,,67.2563,,,,,
116,K00259,,,0.6957700774750962,,,,,,,,61.7604,,,,,
117,K00261,,,0.617,,,,,,,,11.9383,,,,,
118,K00262,,,0.6417802269623599,,,,,,,,20.9528,,,,,
119,K00263,,,0.713,,,,,,,,11.5416,,,,,
120,K00266,,,0.6146110213959911,,,,,,,,21.9759,,,,,
121,K00271,,,0.713,,,,,,,,11.5416,,,,,
122,K00273,,,0.7084724151832987,,,,,,,,24.7698,,,,,
123,K00274,,,0.6937347920719581,,,,,,,,44.344699999999996,,,,,
124,K00275,,0.5289898852962893,0.7045964503398204,,,,,0.6418358117999091,,14.008600000000001,263.3625,,,,,10.148100000000001
125,K00276,,,0.679,,,,,,,,5.2104,,,,,
126,K00278,,,0.6832838198329404,,,,,,,,36.7469,,,,,
127,K00282,,0.6354166883412463,0.6484630708485806,,,,,,,21.1173,62.777,,,,,
128,K00283,,0.6377549845366822,0.6126330267994101,,,,,,,42.6516,34.542699999999996,,,,,
129,K00285,,,0.7516471249474993,,,,,,,,16.2194,,,,,
130,K00286,,0.6113136341493759,0.7020287381302788,,0.737,,,0.63,,33.0549,291.3786999999999,,3.7664,,,1.9546
131,K00287,,,0.6610347013830372,,,,,,,,32.7006,,,,,
132,K00294,,,0.6753325021978693,,,,,,,,50.64,,,,,
133,K00297,,,0.6709329920843423,,,,,,,,163.7349,,,,,
134,K00299,,,0.6942788539352986,,,,,,,,62.1678,,,,,
135,K00301,,0.6509999999999999,0.6182042177167906,,,,,,,9.6024,36.8958,,,,,
136,K00303,,,0.6958908953788403,,,,,,,,85.18700000000001,,,,,
137,K00304,,,0.6692833973680203,,,,,,,,29.147,,,,,
138,K00305,,,0.6864625735083083,,,,,,,,10.999600000000001,,,,,
139,K00311,,,0.6242026565229194,,0.611,,,,,,122.0545,,6.8207,,,
140,K00313,,0.6585674405147518,0.6508593422053254,,,,,,,43.7356,54.4996,,,,,
141,K00316,,,0.5882777390480339,,,,,,,,51.2272,,,,,
142,K00318,,,0.599,,,,,,,,12.1849,,,,,
143,K00320,,0.6253844711890881,0.67541116603083,,,,,0.45000000000000007,,35.341499999999996,136.65779999999998,,,,,5.3643
144,K00322,,,0.6662675805803523,,,,,,,,46.115700000000004,,,,,
145,K00324,,0.6680124244334015,0.6459229095758936,,,,,,,27.900599999999997,73.5654,,,,,
146,K00325,,0.655,0.675,,,,,,,16.282,7.4001,,,,,
147,K00330,,,0.6063289877432413,,,,,,,,231.0281,,,,,
148,K00331,,,0.6198214234932508,,,,,,,,121.3804,,,,,
149,K00332,,,0.6421832804758604,,,,,,,,78.8641,,,,,
150,K00333,,,0.6047895446741782,,,,,,,,25.6562,,,,,
151,K00334,,,0.6394006417009617,,,,,,,,228.2085,,,,,
152,K00335,,,0.6473816080969125,,,,,,,,55.1084,,,,,
153,K00337,,,0.6209564961118188,,,,,,,,75.66080000000001,,,,,
154,K00338,,,0.6323189401546843,,,,,,,,209.264,,,,,
155,K00339,,,0.6543646727557212,,,,,0.7078705069904517,,,196.82659999999998,,,,,27.809400000000004
156,K00340,,0.6185787692105659,0.6193488027344065,,,,,,,21.0106,297.9564,,,,,
157,K00341,0.6559999999999999,,0.6376629986986353,,,,,,18.2455,,37.7802,,,,,
158,K00342,,,0.6347406896531246,,,,,,,,40.790000000000006,,,,,
159,K00343,0.6723329196465125,,0.6299942819752162,,0.625,,,,28.2086,,98.3064,,7.3748,,,
160,K00344,,0.6004717912641484,0.6727947870393988,,,,,,,20.1,194.2097,,,,,
161,K00355,,,0.6338734924073632,,,,,0.583,,,17.131899999999998,,,,,3.5576
162,K00362,,,0.604,,,,,,,,5.4777,,,,,
163,K00363,0.58,0.637,0.6286081014341454,,,,,,5.5881,2.9719,19.691599999999998,,,,,
164,K00365,,,0.6437199089843393,,,,,,,,50.4805,,,,,
165,K00368,,0.6070605606438045,0.5748435342665794,,,,,,,30.2442,79.1103,,,,,
166,K00370,,,0.62588403902591,,,,,,,,43.7062,,,,,
167,K00371,,,0.6554172850487731,,,,,,,,193.89249999999998,,,,,
168,K00373,,,0.6959724392739928,,,,,0.5669050811467419,,,116.1173,,,,,31.594900000000003
169,K00374,,,0.6488806954691532,,,,,,,,103.70230000000001,,,,,
170,K00375,,,0.6468727093953768,,,,,,,,82.8015,,,,,
171,K00382,,0.6476812768824606,0.6300337360418516,,,,,,,19.9501,57.6447,,,,,
172,K00384,,0.438,0.665437733037092,,,,,,,3.1353,163.68920000000003,,,,,
173,K00387,,,0.718,,,,,,,,4.8612,,,,,
174,K00389,0.619,0.396,0.6632338348458023,,,,,0.4773302875864659,4.38,4.2544,201.55190000000002,,,,,5.5718
175,K00390,,0.415,0.6854629841284557,,,,,,,6.132,185.82479999999998,,,,,
176,K00394,,0.6360230167392499,0.667,,,,,,,26.5925,18.0929,,,,,
177,K00395,,0.5521851815145918,0.630298859022521,,,,,,,10.6034,58.6767,,,,,
178,K00406,,,0.6262068878090867,,,,,,,,9.677900000000001,,,,,
179,K00407,,,0.5379999999999999,,,,,,,,2.9099,,,,,
180,K00411,,,0.6688696506225269,,,,,,,,40.0013,,,,,
181,K00412,,,0.6037683224081669,,,,,,,,62.9551,,,,,
182,K00413,,,0.653295207037395,,0.665,,,,,,61.3973,,5.4688,,,
183,K00424,,,0.6693460704650267,,,,,,,,8.993500000000001,,,,,
184,K00425,,0.5822200299184442,0.6465559679736166,,,,,0.5479065844312894,,72.425,833.5496000000003,,,,,6.8412
185,K00426,,,0.6666386906844964,,,,,0.6218845542586531,,,640.0091000000001,,,,,15.8965
186,K00428,,,0.6432918157286083,,,,,,,,67.68339999999999,,,,,
187,K00432,,,0.6535704992292231,,,,,,,,140.5215,,,,,
188,K00433,,,0.6372532759445473,,,,,,,,211.33990000000003,,,,,
189,K00435,,,0.6069540742935399,,,,,,,,29.139499999999998,,,,,
190,K00441,,0.691,0.6881225482199819,,,,,,,6.0517,44.0048,,,,,
191,K00446,,0.6095767369121023,0.6770840944987611,,,,,,,24.8679,110.07449999999999,,,,,
192,K00448,,,0.6912558856264857,,,,,,,,92.16899999999998,,,,,
193,K00449,,,0.677056965123616,,,,,,,,138.79540000000003,,,,,
194,K00450,,,0.6585976846623005,,0.644,,,,,,91.3606,,2.2349,,,
195,K00451,,0.541,0.6746398076573761,,0.614,,,,,7.2088,417.4366,,8.3701,,,
196,K00452,,,0.6539483105331587,,,,,,,,27.713900000000002,,,,,
197,K00453,,0.621,0.6665331848659808,,0.603,,,,,7.6362,235.80390000000003,,2.7312,,,
198,K00455,,,0.706,,,,,,,,9.9383,,,,,
199,K00456,,,0.6703483941481383,,,,,0.654184705620514,,,38.83219999999999,,,,,10.8781
200,K00457,,0.524,0.6572460631179333,,,,,,,9.4825,356.23220000000003,,,,,
201,K00459,,0.581,0.7125304120982477,,,,,0.6759999999999999,,9.2977,479.9383,,,,,43.7353
202,K00463,,,0.6228325700833768,,,,,,,,6.3909,,,,,
203,K00467,,,0.6461009239345243,,,,,,,,33.8142,,,,,
204,K00469,,,0.5910655532816655,,,,,,,,12.667300000000001,,,,,
205,K00471,,,0.7227846897535705,,,,,,,,17.9545,,,,,
206,K00476,,,0.6721511993940166,,,,,,,,15.911000000000001,,,,,
207,K00477,,,0.6271698052464743,,,,,,,,16.2278,,,,,
208,K00479,,,0.6651069700010035,,,,,,,,75.4201,,,,,
209,K00480,,,0.732897398891589,,,,,,,,44.336,,,,,
210,K00481,,,0.672807940045682,,,,,,,,51.4609,,,,,
211,K00483,,0.619,0.66166983897806,,,,,,,8.8391,29.6702,,,,,
212,K00485,,,0.644,,,,,,,,11.105,,,,,
213,K00486,,,0.6859999999999999,,,,,,,,4.6532,,,,,
214,K00496,,,0.6874030711199661,,,,,,,,47.257600000000004,,,,,
215,K00499,,,0.6391397565436036,,,,,,,,58.69100000000001,,,,,
216,K00500,,,0.6681762087110094,,,,,,,,35.75020000000001,,,,,
217,K00507,,,0.6523512594958484,,0.695,,,0.655,,,540.6769999999999,,4.6936,,,4.1105
218,K00518,,,0.6414290580000365,,,,,,,,129.5352,,,,,
219,K00525,0.41,0.5630894479918716,0.6423266734290254,,,,,,4.0144,90.52690000000001,711.5072,,,,,
220,K00526,,,0.602,,,,,,,,5.3796,,,,,
221,K00528,,,0.6951002747615277,,,,,,,,43.084199999999996,,,,,
222,K00529,,,0.6838142025307007,,,,,,,,72.4806,,,,,
223,K00537,,,0.6648502459907423,,,,,,,,33.981,,,,,
224,K00540,,0.5361108958457294,0.6730770213582651,,,,,0.630729618049257,,28.2135,585.7305999999998,,,,,31.1975
225,K00544,,,0.6886441819711261,,,,,,,,82.163,,,,,
226,K00545,,0.601557977478471,0.6537438503570353,,,,,,,31.715400000000002,16.0918,,,,,
227,K00547,,,0.7070000000000001,,,,,,,,10.5638,,,,,
228,K00548,,0.4119082590072996,0.6454374630854967,,,,,,,12.2448,399.23620000000005,,,,,
229,K00549,0.5128255033289527,0.6323046558985985,0.6684753374387946,,0.636,,,0.6382202346859605,9.5317,162.47560000000001,1832.8477999999986,,4.2518,,,33.545300000000005
230,K00554,,,0.6784317953170768,,,,,,,,342.1045,,,,,
231,K00555,,0.6518378055201944,0.7206482232864945,,0.6778381945495792,,,,,50.36820000000001,9.9982,,34.1471,,,
232,K00558,,,0.6205401598411973,,,,,,,,60.095600000000005,,,,,
233,K00560,,,0.6305888283962946,0.363,,,,,,,84.9915,2.2211,,,,
234,K00563,,,0.7559999999999999,,,,,,,,9.2459,,,,,
235,K00564,,0.722,0.7211305979336887,,,,,,,5.7102,123.23719999999996,,,,,
236,K00566,,,0.6549619319345398,,,,,,,,88.06450000000001,,,,,
237,K00567,,,0.6844490318716967,,,,,,,,232.86829999999998,,,,,
238,K00568,,,0.69,,,,,,,,9.2924,,,,,
239,K00570,,,0.6468801226328648,,,,,,,,57.89960000000001,,,,,
240,K00571,,0.618,0.6114085221183089,,,,,,,7.1884,28.0105,,,,,
241,K00573,,0.6602006784255114,0.6905784494525137,,,,,,,30.9942,384.82830000000007,,,,,
242,K00574,0.655,,0.6694129713228728,,,,,,4.0091,,707.9537999999998,,,,,
243,K00575,,,0.5957137377864179,,,,,,,,92.8784,,,,,
244,K00577,,0.415,,,,,,,,5.3223,,,,,,
245,K00588,,0.6218323081246933,0.6556077448830656,,,,,,,45.4022,237.02469999999997,,,,,
246,K00594,,,0.7187891447190893,,,,,,,,21.8734,,,,,
247,K00595,,,0.7556138697533922,,,,,,,,19.6875,,,,,
248,K00598,,,0.6930330294414357,,0.5660000000000001,,,,,,130.69950000000003,,5.8882,,,
249,K00600,,0.6282384797415183,0.6740244450428295,,,,,,,283.29929999999996,753.1290999999998,,,,,
250,K00602,0.7120000000000002,0.551223355092133,0.6779342982304181,,0.7177155296109234,,,,5.3175,16.8056,658.7341999999999,,8.5662,,,
251,K00603,,0.463,0.6594280378423817,,,,,,,4.3472,35.753099999999996,,,,,
252,K00604,,,0.6856898391218849,,,,,,,,126.88580000000002,,,,,
253,K00605,,0.6542055447350841,0.657520520896172,,,,,,,69.07639999999999,116.98899999999999,,,,,
254,K00606,,0.48390765511207806,0.6899365115551983,,,,,0.6829999999999999,,14.7552,462.47799999999995,,,,,5.4766
255,K00609,,0.6331913882620953,0.6660311179349973,,,,,,,51.1057,180.4578,,,,,
256,K00610,,0.577606526277639,0.636,,,,,0.49700000000000016,,40.9725,14.4873,,,,,3.3326
257,K00611,,0.6500812794551115,0.65427239541764,,,,,,,45.154199999999996,261.8928,,,,,
258,K00612,,0.5920000000000001,0.591888399204678,,,,,,,5.9169,67.00930000000001,,,,,
259,K00613,,,0.5923111333341301,,,,,,,,15.562000000000001,,,,,
260,K00615,,0.5900443528284364,0.6555407653980437,,,,,,,65.6388,402.3338000000001,,,,,
261,K00616,,0.560085234766746,0.6349753705142359,,,,,,,39.539500000000004,200.30919999999998,,,,,
262,K00619,,,0.6503639000831544,,,,,,,,54.4848,,,,,
263,K00620,,,0.6838880326833101,,,,,,,,240.6529,,,,,
264,K00621,,0.35600000000000004,,,0.669,,,,,5.1435,,,2.6149,,,
265,K00625,,,0.685,,,,,,,,6.2176,,,,,
266,K00626,,0.6167555942347891,0.6711807354867968,,,,,,,67.9571,1166.7407,,,,,
267,K00627,,0.601187375942544,0.6562069142485366,,,,,,,16.4469,16.459699999999998,,,,,
268,K00632,,0.6229140573642874,0.6719502208085202,,,,,,,14.4515,29.171799999999998,,,,,
269,K00635,,,0.6916377389119774,,0.7327443227266239,,,0.705530754127171,,,1682.018299999999,,8.3629,,,95.17310000000002
270,K00639,,0.652625252848738,0.6326910816882938,,,,,,,27.409799999999997,55.08410000000001,,,,,
271,K00640,,,0.6707776568974945,,,,,,,,175.56309999999996,,,,,
272,K00641,,0.528,0.6638675158444832,,,,,,,4.4405,416.76430000000005,,,,,
273,K00643,,,0.6779999999999999,,,,,,,,10.8504,,,,,
274,K00645,,,0.6583602139108796,,,,,,,,90.73519999999999,,,,,
275,K00648,,,0.6702307462751856,,,,,,,,211.30449999999996,,,,,
276,K00652,,0.6428595285279266,0.58917219191969,,,,,,,36.3033,25.918699999999998,,,,,
277,K00655,,,0.6566942994879266,,0.6579999999999999,,,0.716,,,616.0099000000002,,2.3178,,,11.225
278,K00657,,0.5417979492364513,0.6472930559436301,,0.6940000000000001,,,,,24.809600000000003,84.0881,,2.4223,,,
279,K00658,,,0.6762140499849298,,,,,,,,48.637299999999996,,,,,
280,K00661,,,0.6828734792541273,,,,,,,,43.5284,,,,,
281,K00662,,,0.6345101609099065,,0.643,,,,,,18.0392,,3.2976,,,
282,K00663,,,0.6544940465784906,,,,,,,,22.344700000000003,,,,,
283,K00666,,,0.6450727611623412,,,,,,,,58.5331,,,,,
284,K00673,,,0.7079999999999999,,,,,,,,2.3819,,,,,
285,K00674,,,0.6885758522484301,,,,,,,,129.28369999999998,,,,,
286,K00675,,,0.6894859621665796,,,,,,,,46.959399999999995,,,,,
287,K00677,,,0.6277758010507458,,,,,,,,122.49650000000001,,,,,
288,K00681,,,0.6114373321953638,,,,,,,,44.432300000000005,,,,,
289,K00682,,,0.6591837930083488,,,,,,,,57.8458,,,,,
290,K00683,,,0.583747839431821,,,,,,,,20.1743,,,,,
291,K00684,,,0.67777334768685,,,,,,,,33.4374,,,,,
292,K00688,0.6609999999999999,0.6321720891024605,0.6351195364443291,,,,,,11.6823,12.8276,735.1521999999998,,,,,
293,K00694,,,0.6202093941954873,,,,,,,,26.375,,,,,
294,K00697,,,0.552,,,,,,,,5.8742,,,,,
295,K00700,,0.5429999999999999,0.6373330159054411,,,,,,,6.9543,431.8664,,,,,
296,K00703,0.611,,0.626298218970317,,,,,,5.8317,,248.8585,,,,,
297,K00705,,,0.6859235331898503,,,,,,,,108.8333,,,,,
298,K00720,,,0.6154427938707243,,,,,0.6809999999999999,,,185.60619999999994,,,,,5.7059
299,K00721,0.665,0.6381354440746485,0.6618969158733552,,,,,,6.3575,12.1506,176.60890000000003,,,,,
300,K00728,,,0.6566030420956583,,,,,,,,73.76669999999999,,,,,
301,K00729,,,0.5854500510936969,,,,,,,,34.2725,,,,,
302,K00737,,,0.705,,,,,,,,5.4444,,,,,
303,K00748,,,0.6336382375882985,,,,,,,,92.84010000000002,,,,,
304,K00752,,,0.5736870828029687,,,,,,,,19.0766,,,,,
305,K00754,,,0.6170454523116086,,,,,,,,46.936,,,,,
306,K00756,,,0.612,,,,,,,,11.9327,,,,,
307,K00757,,0.635949626831752,0.674,,,,,,,22.7941,6.5088,,,,,
308,K00758,,,0.612,,,,,,,,11.9327,,,,,
309,K00759,,0.5736038539036312,0.6296313535906812,,,,,,,34.545,297.46270000000004,,,,,
310,K00760,,,0.6333187700785574,,,,,0.599,,,348.8546999999999,,,,,10.9831
311,K00761,,,0.6968755672234346,,,,,,,,73.44349999999999,,,,,
312,K00762,,0.6005077146458765,0.6719025741702185,,,,,0.6404082911108957,,57.144400000000005,289.95219999999995,,,,,30.8113
313,K00763,,0.5921027483456239,0.6673998951294705,,,,,,,90.47030000000001,451.21450000000004,,,,,
314,K00764,0.6970000000000001,0.6360372083646455,0.6669169381265434,,,,,,10.9225,75.77179999999998,497.12559999999996,,,,,
315,K00765,,0.5852167299176214,0.6752767011489198,,,,,,,15.5731,221.01340000000002,,,,,
316,K00766,0.6409999999999999,0.6090499845071595,0.6970547670312076,,,,,,5.1895,37.6742,428.8147,,,,,
317,K00767,,,0.7164958039732666,,,,,,,,101.3774,,,,,
318,K00768,0.647,,0.7415703236662576,,,,,,5.4569,,173.01669999999996,,,,,
319,K00769,,,0.6639524130855973,,,,,,,,11.6395,,,,,
320,K00772,,0.598380051660153,0.6268807996212302,,,,,,,15.6508,108.0233,,,,,
321,K00773,,,0.6496257342843567,,,,,,,,94.7439,,,,,
322,K00782,,,0.7192606046759371,,,,,,,,73.9478,,,,,
323,K00783,,,0.6620879427045531,,,,,0.6357924509683062,,,158.2072,,,,,15.2493
324,K00784,0.62,0.6352338919174145,0.6758375481452621,,,,,0.6224257746059523,4.4581,150.75259999999997,377.13059999999996,,,,,12.4225
325,K00788,,0.774,0.6840263121437345,,,,,,,3.7481,172.36549999999997,,,,,
326,K00789,0.7084063801909664,0.5862366703260378,0.6586626130261577,,0.597,,,,5.5238,72.5183,1097.6982,,4.6341,,,
327,K00790,,,0.6679218292648654,,,,,,,,349.08940000000007,,,,,
328,K00791,,,0.6684029438088958,,,,,,,,132.39369999999997,,,,,
329,K00793,,0.339,0.6576109400326986,,,,,0.625,,4.46,309.06290000000007,,,,,5.3135
330,K00794,,0.6645788983771523,0.6955048357602867,,,,,0.705,,79.85600000000001,244.30349999999996,,,,,4.1785
331,K00795,,,0.6522980110509323,,,,,,,,56.514799999999994,,,,,
332,K00796,,,0.6963176691064912,,,,,,,,297.9811000000001,,,,,
333,K00797,,,0.6280295248250611,,,,,,,,83.92929999999998,,,,,
334,K00798,,0.559449235456544,0.6784341481091257,,,,,0.6873928884379468,,46.36420000000001,406.4309000000001,,,,,10.1312
335,K00799,,,0.6298049693752958,,,,,,,,464.5442999999999,,,,,
