,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj environmental samples,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts environmental samples,gene_counts unclassified viruses,gene_countsUnclassified
76,K00407,,,0.5878550852092964,,,,,,,,9.3241,,,,,
77,K00411,,,0.649207256359022,,,,,,,,71.44290000000001,,,,,
78,K00412,,,,,0.3,,,,,,,,7.7299,,,
79,K00413,,,0.6441061062752302,,,,,,,,28.9829,,,,,
80,K00425,,,0.6471038570216577,,,,,,,,311.2288,,,,,
81,K00426,,,0.6456359951603127,,,,,,,,242.03159999999997,,,,,
82,K00428,,,0.5943136116787806,,,,,,,,21.739200000000004,,,,,
83,K00432,,,0.6154810567060492,,,,,,,,66.86309999999999,,,,,
84,K00433,,0.5870000000000001,0.6485127083184543,,,,,,,3.6614,92.0721,,,,,
85,K00446,,,0.6388749751893625,,,,,,,,27.1503,,,,,
86,K00448,,,0.6970304974720902,,,,,,,,21.852999999999998,,,,,
87,K00449,,,0.6454357546867706,,,,,,,,72.26790000000001,,,,,
88,K00450,,,0.6801852323036264,,,,,,,,43.99849999999999,,,,,
89,K00451,,,0.6569487781295733,,,,,,,,156.34109999999998,,,,,
90,K00452,,,0.5749663116233974,,,,,,,,8.6203,,,,,
91,K00453,,,0.6502464104750547,,,,,,,,43.5988,,,,,
92,K00456,,,0.633,,,,,,,,2.4544,,,,,
93,K00457,,,0.6438644696868869,,,,,,,,90.0256,,,,,
94,K00459,,,0.686860876084825,,,,,,,,148.9192,,,,,
95,K00469,,,0.5379999999999999,,,,,,,,2.5817,,,,,
96,K00485,,0.562,,,,,,,,4.5088,,,,,,
97,K00496,,,0.6709999999999999,,,,,,,,9.9762,,,,,
98,K00500,,,0.6538940996536979,,,,,,,,4.9008,,,,,
99,K00507,,,0.6658424058095535,,,,,,,,114.17060000000001,,,,,
100,K00525,,0.6300000000000001,0.6547280133889117,,,,,,,6.0147,75.0524,,,,,
101,K00526,,,0.6072415171084892,,,,,,,,26.0023,,,,,
102,K00528,,,0.591,,,,,,,,25.5071,,,,,
103,K00537,,,0.594,,,,,,,,9.292,,,,,
104,K00540,,,0.6783708853354306,,,,,,,,141.17690000000002,,,,,
105,K00544,,,0.6991750451346853,,,,,,,,20.9972,,,,,
106,K00548,,,0.6588805379652307,,,,,,,,84.9158,,,,,
107,K00549,,0.596,0.6450900273920933,,,,,0.6922144364952221,,1.9112,728.9477999999999,,,,,13.2675
108,K00554,,,0.699898403895327,,,,,,,,94.2649,,,,,
109,K00558,,,0.737,,,,,,,,5.8789,,,,,
110,K00560,,,0.5983558563100884,,,,,,,,97.78620000000001,,,,,
111,K00564,,,0.7716471309021629,,,,,,,,17.2912,,,,,
112,K00566,,,0.614,,,,,,,,6.6067,,,,,
113,K00567,,,0.7032863669175602,,,,,,,,16.4299,,,,,
114,K00570,,,0.6649138296384803,,,,,,,,50.376900000000006,,,,,
115,K00573,,,0.6484456783778388,,,,,,,,80.3602,,,,,
116,K00574,,,0.6681804397449486,,,,,,,,155.3832,,,,,
117,K00588,,,0.6297318742274683,,,,,,,,28.5641,,,,,
118,K00595,,,0.715,,,,,,,,3.9809,,,,,
119,K00596,,,0.6890289853606102,,,,,,,,23.232100000000003,,,,,
120,K00598,,,0.707668731865996,,,,,,,,30.9348,,,,,
121,K00600,,,0.6754054356794571,,,,,,,,260.2951,,,,,
122,K00602,,,0.672620864459932,,,,,,,,116.4852,,,,,
123,K00604,,,0.7209575338038366,,,,,,,,13.2981,,,,,
124,K00606,,,0.6808618298246637,,,,,,,,143.0899,,,,,
125,K00609,,,0.58,,,,,,,,7.491,,,,,
126,K00613,,,0.5388888357785447,,,,,,,,19.4122,,,,,
127,K00615,,,0.6813618479959106,,,,,,,,15.2701,,,,,
128,K00616,,,0.660711961253821,,,,,,,,41.26089999999999,,,,,
129,K00620,,,0.7157386543092052,,,,,,,,41.0719,,,,,
130,K00626,,,0.6929821395020319,,,,,,,,186.21929999999998,,,,,
131,K00635,,,0.6893017952344105,,,,,0.7597062039471266,,,282.5883,,,,,13.0871
132,K00640,,,0.6273161567541491,,,,,,,,46.09709999999999,,,,,
133,K00641,,,0.6574526535610316,,,,,,,,210.32150000000004,,,,,
134,K00645,,,0.598,,,,,,,,5.5237,,,,,
135,K00648,,,0.6734388192537786,,,,,,,,21.727,,,,,
136,K00655,,,0.6985667818870804,,,,,,,,111.79629999999999,,,,,
137,K00657,,,0.583,,,,,,,,2.9978,,,,,
138,K00661,,,0.5743789743792369,,,,,,,,9.9323,,,,,
139,K00662,,,0.6970000000000001,,,,,,,,4.3172,,,,,
140,K00663,,,0.6658301906302402,,,,,,,,11.1492,,,,,
141,K00674,,,0.6821338008137219,,,,,,,,42.574799999999996,,,,,
142,K00677,,,0.6082612421200422,,,,,,,,23.6201,,,,,
143,K00682,,,0.6692531828757813,,,,,,,,17.706699999999998,,,,,
144,K00684,,,0.6315757857437323,,,,,,,,19.6957,,,,,
145,K00688,,,0.6509759824215082,,,,,,,,225.3929,,,,,
146,K00700,,,0.6830908915588705,,,,,,,,96.42190000000001,,,,,
147,K00703,,,0.6164307494316084,,,,,,,,60.9659,,,,,
148,K00705,,,0.7072603104848856,,,,,,,,20.4493,,,,,
149,K00720,,,0.6650040911160032,,,,,,,,12.200500000000002,,,,,
150,K00721,,,0.7033705150132586,,,,,,,,8.463000000000001,,,,,
151,K00728,,,0.718838100010335,,,,,,,,35.9025,,,,,
152,K00729,,,0.605,,,,,,,,2.9743,,,,,
153,K00748,,,0.600648608090736,,,,,,,,16.995399999999997,,,,,
154,K00759,,,0.6740676078740337,,,,,,,,70.4536,,,,,
155,K00760,,,0.6550106414019087,,,,,,,,85.9977,,,,,
156,K00761,,,0.7160000000000001,,,,,,,,9.6308,,,,,
157,K00762,,,0.6859791732226928,,,,,,,,48.7224,,,,,
158,K00763,,,0.6890180105343489,,,,,,,,72.3854,,,,,
159,K00764,,,0.6920639480393563,,,,,,,,176.1369,,,,,
160,K00765,,,0.6765833426363373,,,,,,,,16.3307,,,,,
161,K00766,,,0.6865699707415924,,,,,,,,98.7238,,,,,
162,K00767,,,0.6609999999999999,,,,,,,,2.6122,,,,,
163,K00768,,,0.7288082120188034,,,,,,,,26.5778,,,,,
164,K00769,,,0.6508220368529326,,,,,,,,28.062,,,,,
165,K00773,,,0.6341945417306246,,,,,,,,15.7984,,,,,
166,K00783,,,0.6603827919843933,,,,,,,,20.206400000000002,,,,,
167,K00784,,,0.6943447322077515,,,,,,,,28.842200000000002,,,,,
168,K00788,,,0.536,,,,,,,,2.4497,,,,,
169,K00789,,,0.6502049411564802,,0.737,,,,,,311.0596,,1.7061,,,
170,K00790,,,0.6551488186790748,,,,,,,,116.19860000000003,,,,,
171,K00791,,,0.6938608727693595,,,,,,,,14.396,,,,,
172,K00793,,0.6990000000000001,0.6458755503523324,,,,,,,13.9757,66.2856,,,,,
173,K00794,,,0.6867761592424192,,,,,,,,73.35419999999999,,,,,
174,K00796,,,0.642,,,,,,,,4.8494,,,,,
175,K00797,,,0.5694272236707578,,,,,,,,10.0007,,,,,
176,K00798,,,0.6737874991457717,,,,,0.754,,,97.64410000000002,,,,,4.8641
177,K00799,,,0.623029912302298,,,,,,,,337.79470000000015,,,,,
178,K00800,,,0.6835743687112655,,,,,,,,41.9302,,,,,
179,K00808,,,0.632,,,,,,,,24.5697,,,,,
180,K00809,,,0.5670000000000001,,0.241,,,,,,3.8762,,1.735,,,
181,K00820,,,0.6667925579523633,,,,,,,,125.5886,,,,,
182,K00824,,,0.624,,,,,,,,4.2522,,,,,
183,K00826,,,0.7043755159953288,,,,,,,,24.1954,,,,,
184,K00831,,,0.6909191512806727,,,,,,,,21.7977,,,,,
185,K00833,,,0.5760000000000001,,,,,,,,6.6665,,,,,
186,K00848,,,0.735454306665672,,,,,,,,17.392500000000002,,,,,
187,K00851,,,0.6700575205219786,,,,,0.687,,,31.4658,,,,,6.0353
188,K00853,,,0.722,,,,,,,,11.1181,,,,,
189,K00855,,,0.6109463532319429,,,,,,,,6.4237,,,,,
190,K00856,,,0.7090000000000001,,,,,,,,6.979,,,,,
191,K00857,,,0.616481080421705,,,,,,,,23.760900000000003,,,,,
192,K00858,,,0.6851513898696834,,,,,,,,131.1339,,,,,
193,K00859,,,0.6999371525792392,,,,,,,,52.45929999999999,,,,,
194,K00865,,,0.7140832932192517,,,,,,,,34.1181,,,,,
195,K00867,,,0.6199777146047675,,,,,,,,40.7901,,,,,
196,K00868,,,0.6299753599612206,,,,,,,,15.520399999999999,,,,,
197,K00872,,,0.7190000000000001,,,,,,,,4.7526,,,,,
198,K00873,,,0.684687490593197,,,,,,,,130.18509999999998,,,,,
199,K00883,,,0.6848745382604078,,,,,,,,4.6622,,,,,
200,K00886,,,0.6915966442697046,,,,,,,,19.294300000000003,,,,,
201,K00891,,,0.6240405042849614,,,,,,,,10.7275,,,,,
202,K00899,,,0.688,,,,,,,,7.7952,,,,,
203,K00912,,,0.6390664702379041,,,,,,,,11.5442,,,,,
204,K00919,,,0.6688632281427984,,,,,,,,32.4305,,,,,
205,K00925,,,0.6799407701457164,,,,,,,,59.586099999999995,,,,,
206,K00926,,0.706,0.6979982016884264,,,,,,,8.0464,39.3892,,,,,
207,K00927,,,0.6754847745932535,,,,,,,,120.1403,,,,,
208,K00930,,,0.6940066705910117,,,,,,,,58.388,,,,,
209,K00931,,,0.669,,,,,,,,12.8269,,,,,
210,K00936,,,0.6368543961313727,,,,,0.47200000000000003,,,82.91300000000001,,,,,2.875
211,K00937,,,0.6839970549813558,,,,,,,,62.9674,,,,,
212,K00939,,,0.6485199637219546,,,,,,,,7.157,,,,,
213,K00940,,,0.6353529547571062,,,,,,,,35.983000000000004,,,,,
214,K00942,,,0.6472658573429931,,,,,,,,20.190199999999997,,,,,
215,K00943,,,0.6488039319341997,,,,,,,,28.930200000000003,,,,,
216,K00945,,,0.6811976295904091,,,,,,,,129.5075,,,,,
217,K00946,,,0.7350772658034832,,,,,,,,37.489999999999995,,,,,
218,K00948,,,0.6546990907041338,,,,,,,,250.00049999999996,,,,,
219,K00949,,,0.747,,,,,,,,2.5052,,,,,
220,K00950,,,0.6726434087941379,,,,,,,,54.3933,,,,,
221,K00952,,,0.6990000000000001,,,,,,,,4.0394,,,,,
222,K00954,,,0.6386581645954957,,,,,,,,109.50049999999999,,,,,
223,K00957,,,0.6715841285901276,,,,,,,,154.9548,,,,,
224,K00958,,,0.6372022141771163,,,,,,,,23.080299999999998,,,,,
225,K00962,,,0.6729999999999999,,,,,,,,3.8423,,,,,
226,K00963,,,0.6783714033357295,,,,,,,,22.8746,,,,,
227,K00965,,,0.7190000000000001,,,,,,,,12.3237,,,,,
228,K00969,,,0.6723346873859232,,,,,,,,64.5964,,,,,
229,K00971,,,0.6243274779095586,,,,,,,,36.618,,,,,
230,K00973,,,0.5568398445467497,,,,,,,,9.2934,,,,,
231,K00975,,,0.6635436179509389,,,,,,,,67.1343,,,,,
232,K00978,,,0.562,,,,,,,,3.7213,,,,,
233,K00979,,,0.713,,,,,,,,6.8299,,,,,
234,K00981,,,0.6406277344917848,,,,,,,,77.43320000000001,,,,,
235,K00982,,,0.7015917696488231,,,,,,,,64.65970000000002,,,,,
236,K00986,,,0.6023968627740136,,,,,,,,699.4187,,,,,
237,K00989,,,0.6965686185419272,,,,,,,,58.8478,,,,,
238,K00990,,,0.6717461780782737,,,,,,,,104.3159,,,,,
239,K00995,,,0.6920000000000001,,,,,,,,11.4629,,,,,
240,K00997,,,0.6274489395966991,,,,,,,,15.094800000000001,,,,,
241,K01000,,,0.6046156943986827,,,,,,,,52.159200000000006,,,,,
242,K01005,,,0.679597434822897,,,,,0.675,,,172.86229999999998,,,,,4.3597
243,K01008,,,0.7128593637836407,,,,,,,,54.38,,,,,
244,K01011,,,0.6924337096095619,,,,,,,,28.088,,,,,
245,K01012,,,0.6941065695993384,,,,,,,,48.6128,,,,,
246,K01039,,,0.7096071070575151,,,,,,,,47.6858,,,,,
247,K01040,,,0.6721604564889438,,,,,,,,44.8915,,,,,
248,K01042,,,0.6234636066467277,,,,,,,,16.835099999999997,,,,,
249,K01046,,,0.6890000000000001,,,,,,,,4.2488,,,,,
250,K01048,,,0.6471286917678456,,,,,,,,20.478299999999997,,,,,
251,K01051,,,0.551,,,,,,,,3.2675,,,,,
252,K01053,,,0.6114221122959413,,,,,,,,25.072899999999997,,,,,
253,K01055,,,0.652,,,,,,,,13.2231,,,,,
254,K01056,,,0.6518604770820231,,,,,,,,97.5717,,,,,
255,K01057,,,0.7048047445672845,,,,,,,,68.38040000000001,,,,,
256,K01060,,,0.7189117372373225,,,,,,,,19.6686,,,,,
257,K01061,,,0.6627578783312712,,,,,,,,211.11939999999998,,,,,
258,K01066,,,0.74,,,,,,,,4.2744,,,,,
259,K01069,,,0.6682558910214773,,,,,,,,62.992200000000004,,,,,
260,K01070,,,0.6062219379363281,,,,,,,,9.6136,,,,,
261,K01075,,,0.5704771526614358,,,,,,,,16.5614,,,,,
262,K01077,,,0.6284460660056601,,,,,,,,36.352000000000004,,,,,
263,K01079,,,0.6769339147413467,,0.31,,,,,,21.217100000000002,,1.9168,,,
264,K01082,,,0.6449342169991784,,,,,,,,7.1285,,,,,
265,K01091,,,0.6370441416083227,,,,,,,,15.0941,,,,,
266,K01092,,,0.6266793286834453,,,,,,,,8.8202,,,,,
267,K01095,,,0.5707972954112522,,,,,0.5419999999999999,,,7.0288,,,,,1.4698
268,K01104,,,0.6208807514197167,,,,,,,,37.484700000000004,,,,,
269,K01113,,,0.6124138171424275,,,,,,,,39.23350000000001,,,,,
270,K01114,,,0.6824391171219156,,,,,,,,53.2003,,,,,
271,K01118,,,0.6461689991933498,,,,,,,,21.2119,,,,,
272,K01129,,,0.689139021630839,,,,,,,,100.81880000000001,,,,,
273,K01142,,,0.581,,,,,,,,6.4509,,,,,
274,K01151,,,0.6364675478607947,,,,,,,,23.3737,,,,,
275,K01154,,,0.6829999999999999,,,,,,,,4.1703,,,,,
276,K01159,,,0.6799345679545002,,,,,0.6291372268216407,,,128.8568,,,,,20.7269
277,K01160,,,0.757,,0.657,,,0.544,,,4.0545,,5.0669,,,2.6387
278,K01173,,,0.6869999999999999,,,,,,,,1.6644,,,,,
279,K01174,,,0.6896887238640667,0.6459999999999999,,,,0.594,,,17.5419,4.205,,,,4.1013
280,K01179,,,0.657834587014415,,,,,,,,10.026299999999999,,,,,
281,K01181,,,0.6432492796193261,,,,,,,,15.9035,,,,,
282,K01183,,,0.632,,,,,,,,2.3486,,,,,
283,K01185,,,0.5549214372031546,,,,,0.527,,,12.436499999999999,,,,,5.7783
284,K01187,,,0.706,,,,,,,,9.7473,,,,,
285,K01206,,,0.5815268947677131,,,,,,,,37.683600000000006,,,,,
286,K01207,,,0.7140000000000001,,,,,,,,9.6104,,,,,
287,K01209,,,0.673420501402646,,0.732,,,,,,21.9564,,5.3947,,,
288,K01224,,,0.72,,,,,,,,8.5961,,,,,
289,K01233,,,0.711,,,,,,,,3.5114,,,,,
290,K01239,,,0.7114217879543064,,,,,,,,53.4178,,,,,
291,K01241,,,0.6563435591803111,,,,,,,,54.757099999999994,,,,,
292,K01246,,,0.6419777669624348,,,,,,,,121.8136,,,,,
293,K01247,,,0.6783439899817,,,,,,,,15.665700000000001,,,,,
294,K01251,,,0.6539750580176947,,,,,,,,340.21700000000004,,,,,
295,K01258,,,0.5920000000000001,,,,,,,,7.6529,,,,,
296,K01259,,,0.668737669941827,,,,,,,,14.0313,,,,,
297,K01262,,,0.638,,,,,,,,4.1353,,,,,
298,K01265,,,0.6855439333035345,,,,,,,,139.3418,,,,,
299,K01266,,,0.6924992106633271,,,,,,,,93.3867,,,,,
300,K01273,,,0.6713767082297594,,,,,,,,108.26400000000001,,,,,
301,K01283,,,0.6229736025058141,,,,,,,,16.4933,,,,,
302,K01286,,,0.7329598655286714,,,,,,,,15.520999999999999,,,,,
303,K01297,,,0.6687316893273378,,,,,,,,32.08,,,,,
304,K01299,,,0.706,,,,,,,,4.1746,,,,,
305,K01303,,,0.66,,,,,,,,12.0535,,,,,
306,K01304,,,0.58,,,,,,,,3.706,,,,,
307,K01354,,,0.725,,,,,,,,8.6421,,,,,
308,K01356,,,0.6710593735620622,,,,,,,,97.8264,,,,,
309,K01358,,,0.6364361847726728,,,,,0.691,,,346.95769999999993,,,,,11.0879
310,K01372,,,0.6740931116325631,,,,,,,,18.8756,,,,,
311,K01406,,,0.6648447289820368,,,,,0.676,,,52.697,,,,,3.9282
312,K01409,,,0.7313077580347424,,,,,,,,52.2987,,,,,
313,K01419,,,0.6477317861505466,,,,,,,,54.0664,,,,,
314,K01423,,,0.579,,,,,,,,2.3695,,,,,
315,K01424,,,0.666071073216314,,,,,,,,30.8097,,,,,
316,K01425,,,0.6297665260357512,,,,,,,,72.6023,,,,,
317,K01426,,,0.7121972610231142,,,,,,,,46.479800000000004,,,,,
318,K01429,,,0.6283512123428932,,,,,,,,25.4783,,,,,
319,K01430,,,0.639,,,,,,,,8.4443,,,,,
320,K01432,,,0.6414719107754355,,,,,,,,16.9009,,,,,
321,K01433,,,0.6731458287370016,,,,,,,,12.686,,,,,
322,K01443,,,0.7143053447779499,,,,,,,,38.870000000000005,,,,,
323,K01447,,,0.6192880668717871,,,,,0.59,,,40.4169,,,,,4.4928
324,K01448,,,0.6213926603697113,,,,,0.7020000000000001,,,128.8889,,,,,2.3875
325,K01449,,,0.6436253230120572,,,,,0.516,,,27.228800000000003,,,,,3.6953
326,K01455,,,0.6465929855966996,,,,,,,,89.6188,,,,,
327,K01457,,,0.593,,,,,,,,5.2158,,,,,
328,K01458,,,0.6734081037288855,,,,,,,,21.339100000000002,,,,,
329,K01462,,,0.6667029086256443,,,,,,,,102.4322,,,,,
330,K01464,,,0.742,,,,,,,,5.0273,,,,,
331,K01470,,,0.6218762835788951,,,,,,,,52.107800000000005,,,,,
332,K01477,,,0.730997569571723,,,,,,,,31.349100000000004,,,,,
333,K01478,,,0.6941892475625755,,,,,,,,99.07699999999998,,,,,
334,K01480,,,0.725239247599904,,,,,,,,22.8722,,,,,
335,K01482,,,0.7442305881150977,,,,,,,,18.413,,,,,
336,K01483,,,0.6990000000000001,,,,,,,,5.5,,,,,
337,K01485,,,0.6743854054172427,,,,,,,,31.439400000000003,,,,,
338,K01488,,,0.701,,,,,,,,13.0609,,,,,
339,K01489,,,0.7007068603970491,,,,,,,,41.8418,,,,,
340,K01493,,,0.662,,,,,,,,4.3538,,,,,
341,K01494,,,0.6257956236072859,,,,,0.6178882050477927,,,81.9008,,,,,7.0064
342,K01495,,0.5825924904532188,0.6701508165142656,,,,,,,8.241,129.25179999999997,,,,,
343,K01496,,,0.6793295746797197,,,,,,,,37.8796,,,,,
344,K01497,,,0.6564971455793335,,,,,,,,94.5818,,,,,
345,K01499,,,0.6609999999999999,,,,,,,,3.9723,,,,,
346,K01501,,,0.733,,,,,,,,7.6597,,,,,
347,K01507,,,0.6431785547196771,,,,,,,,104.93490000000001,,,,,
348,K01512,,0.7120000000000001,0.6420181251771898,,,,,,,3.7881,20.2047,,,,,
349,K01515,,,0.569,,,,,,,,2.1945,,,,,
350,K01520,,,0.6997438094520947,,,,,0.455,,,35.7209,,,,,6.3453
351,K01523,,,0.641351815948737,,,,,,,,11.5053,,,,,
352,K01524,,,0.6611918016221948,,,,,,,,41.265499999999996,,,,,
353,K01545,,,0.5369791708986359,,,,,,,,6.399699999999999,,,,,
354,K01546,,,0.6585739906243141,,,,,,,,106.29090000000001,,,,,
355,K01548,,,0.6534161970483258,,,,,,,,78.61179999999999,,,,,
356,K01551,,,0.6908120853438501,,,,,,,,46.68580000000001,,,,,
357,K01555,,,0.6862473210777293,,,,,,,,47.5023,,,,,
358,K01556,,,0.72291807173582,,,,,,,,15.1743,,,,,
359,K01560,,,0.5948841777669527,,,,,,,,28.1296,,,,,
360,K01561,,,0.6575269186308943,,,,,,,,23.1006,,,,,
361,K01569,,,0.6282370017389601,,,,,,,,57.5086,,,,,
362,K01574,,,0.6297835261964593,,,,,,,,61.08460000000001,,,,,
363,K01575,,,0.6541644160100037,,,,,,,,5.4695,,,,,
364,K01578,,,0.615,,,,,,,,7.8992,,,,,
365,K01579,,,0.638,,,,,,,,5.574,,,,,
366,K01581,,,0.6509999999999999,,,,,,,,18.158,,,,,
367,K01586,,,0.735,,,,,,,,9.6817,,,,,
368,K01588,,,0.7182603219622882,,,,,,,,57.4585,,,,,
369,K01589,,,0.744,,,,,,,,5.6128,,,,,
370,K01591,,,0.7296721667264282,,,,,,,,12.346499999999999,,,,,
371,K01595,,,0.6913038601576085,,,,,,,,174.56799999999998,,,,,
372,K01596,,,0.56,,,,,,,,2.774,,,,,
373,K01599,,,0.6321711510523631,,,,,,,,15.1939,,,,,
374,K01602,,,0.574,,,,,,,,7.1832,,,,,
375,K01607,,,0.6718390997134291,,,,,0.7004700895025198,,,305.0720000000001,,,,,24.3771
376,K01610,,,0.6470736581483845,,,,,,,,103.87540000000001,,,,,
377,K01611,,,0.6580480296268593,,,,,,,,16.970399999999998,,,,,
378,K01613,,,0.6305325341099044,,,,,,,,63.5511,,,,,
379,K01619,,,0.6905662625903388,,,,,,,,85.3739,,,,,
380,K01620,,,0.7072627415708959,,0.667,,,,,,105.86849999999998,,7.2879,,,
381,K01621,,,0.6568872149848217,,,,,,,,99.7472,,,,,
382,K01623,,,0.6355114329318726,,,,,,,,88.594,,,,,
383,K01624,,,0.6729908690162694,,,,,,,,77.6157,,,,,
384,K01626,,,0.6752577254706223,,,,,,,,208.81660000000008,,,,,
385,K01627,,,0.6329008149621569,,,,,,,,13.601600000000001,,,,,
386,K01633,,,0.6485418124198097,,,,,,,,15.4992,,,,,
387,K01637,,,0.6891113384764159,,,,,,,,98.74,,,,,
388,K01638,,,0.6643471806749021,,,,,,,,119.7773,,,,,
389,K01640,,,0.7296489287988674,,,,,,,,42.9823,,,,,
390,K01644,,,0.6746758018563084,,,,,,,,72.8951,,,,,
391,K01653,,,0.6653141258886901,,,,,,,,110.2698,,,,,
