,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_countsUnclassified
52,K00217,,,0.792,,,,,,16.246,,,
53,K00221,,,0.7261885910137763,,,0.7020000000000001,,,82.1887,,,9.7077
54,K00228,,,0.6620290257500917,,,,,,32.0935,,,
55,K00230,,,0.7143668589496266,,,,,,21.1245,,,
56,K00231,,,0.638,,,,,,6.5312,,,
57,K00232,,,0.7270000713275286,,,,,,39.7732,,,
58,K00240,,0.521,0.6437682516210014,,,,,14.4634,107.97739999999999,,,
59,K00241,,0.552,0.6409523634967285,,,,,14.4634,45.591699999999996,,,
60,K00242,,,0.6814719330711795,,,,,,54.4766,,,
61,K00245,,,0.62,,,,,,13.384,,,
62,K00246,,,0.586,,,,,,3.3801,,,
63,K00247,,,0.527,,,,,,2.4304,,,
64,K00249,,,0.7073624275256,,,,,,62.763099999999994,,,
65,K00254,,0.522,0.6115336150769768,,,,,14.0005,8.5332,,,
66,K00259,,,0.7085530492113178,,,,,,13.1891,,,
67,K00261,,0.541,,,,,,14.0243,,,,
68,K00274,,,0.778,,,,,,15.5701,,,
69,K00275,,,0.7158780546291797,,,0.69,,,159.44200000000004,,,5.6712
70,K00286,,,0.6983878656567478,,,0.6890156568610105,,,121.8774,,,9.539200000000001
71,K00287,,,0.7392867647648244,,,,,,19.5974,,,
72,K00297,,,0.6728465756802506,,,,,,74.96990000000001,,,
73,K00299,,,0.7014565388385947,,,,,,34.0172,,,
74,K00304,,,0.737,,,,,,16.1453,,,
75,K00305,,,0.645,,,,,,3.1364,,,
76,K00311,,,0.7061994152089449,,,,,,9.4811,,,
77,K00313,,0.543,,,,,,16.0782,,,,
78,K00320,,0.6042081833164965,0.7441945238416614,,,,,24.5006,23.936500000000002,,,
79,K00330,,,0.615537385073809,,,,,,180.9542,,,
80,K00331,,,0.6173623121114293,,,,,,14.183499999999999,,,
81,K00332,,,0.6740849189349523,,,,,,16.8556,,,
82,K00334,,,0.6970232383685958,,,,,,84.1152,,,
83,K00338,,,0.6008983475101268,,,,,,23.7796,,,
84,K00339,,,0.6862707187051549,,,0.701,,,81.1066,,,39.0683
85,K00340,,0.5249147825720157,0.6392599416653448,,,,,16.5461,143.4268,,,
86,K00343,,0.5579999999999999,0.6179999999999999,,,,,13.7644,10.1407,,,
87,K00344,,0.5509831664619611,0.7566391977116701,,,,,29.799300000000002,22.118,,,
88,K00363,,,0.6304440210154002,,,,,,30.8937,,,
89,K00368,,0.4837213559952649,0.6588769253329024,,,,,32.1365,10.6728,,,
90,K00371,,,0.6676115868282266,,,,,,38.6844,,,
91,K00373,,,0.626,,,,,,3.5365,,,
92,K00374,,,0.691,,,,,,3.8531,,,
93,K00375,,,0.7211922052981335,,,,,,32.811099999999996,,,
94,K00384,,0.556,,,,,,14.2304,,,,
95,K00389,,0.3893030770076082,0.7071658312131287,,,0.7190000000000001,,8.6539,70.6905,,,3.7309
96,K00390,,0.5010755169770654,0.6934770371315507,,,,,20.119600000000002,244.10639999999998,,,
97,K00395,,,0.603926498162565,,,,,,17.5921,,,
98,K00411,,,0.6578636757836259,,,,,,7.393700000000001,,,
99,K00425,,,0.6857787151846184,,,,,,419.51950000000005,,,
100,K00426,,,0.7124018761293303,,,0.7390369820034968,,,261.07800000000003,,,22.737799999999996
101,K00428,,,0.6280374148963628,,,0.765,,,35.115,,,2.7847
102,K00432,,,0.645406998558569,,,,,,34.07,,,
103,K00433,,,0.6462105838234394,,,,,,109.96490000000001,,,
104,K00446,,,0.7059912728526906,,,,,,40.287299999999995,,,
105,K00448,,,0.7238611376809252,,,,,,41.4949,,,
106,K00449,,,0.703935206417726,,,,,,63.920899999999996,,,
107,K00450,,,0.6523474355147338,,,,,,35.3098,,,
108,K00451,,,0.67493923858646,,,,,,145.014,,,
109,K00452,,,0.613713324951968,,,,,,13.86,,,
110,K00453,,,0.6571611995852785,,,0.696,,,102.2143,,,8.3911
111,K00456,,,0.6740348892755198,,0.52,,,,3.3659,,3.0069,
112,K00457,,,0.683910233523088,,,,,,160.10290000000003,,,
113,K00459,,,0.7308894479020359,,,,,,152.3456,,,
114,K00481,,,0.6918142893639025,,,,,,28.386200000000002,,,
115,K00500,,,0.6399615519620357,,,,,,8.2089,,,
116,K00507,,,0.6862538178457126,,,,,,360.8332,,,
117,K00518,,,0.6592333389936278,,,,,,48.8776,,,
118,K00525,,0.5393304234788514,0.6474093337878949,,,,,17.4507,45.08539999999999,,,
119,K00526,,,0.6190840143469236,,,,,,32.6685,,,
120,K00528,,,0.684,,,,,,17.3071,,,
121,K00537,,,0.7199325551693909,,,,,,11.8528,,,
122,K00540,,0.498,0.7070918569134934,,0.765,0.6727901853673702,,9.7702,316.0467,,6.2127,17.7033
123,K00544,,,0.7025518400735824,,,,,,36.5483,,,
124,K00548,,0.5275358674168059,0.6146872861356231,,,,,26.0673,14.4293,,,
125,K00549,,,0.6701324747681969,,,0.6959999999999998,,,994.9445000000006,,,13.7326
126,K00554,,,0.7195464665556336,,,,,,107.1995,,,
127,K00555,,0.528,,,,,,13.7039,,,,
128,K00560,,,0.6401284437730502,,,,,,26.1215,,,
129,K00563,,,0.7707704347248432,,,,,,14.6098,,,
130,K00564,,,0.6779999999999998,,,,,,1.9494,,,
131,K00566,,,0.745,,,,,,19.9731,,,
132,K00567,,,0.7303626988333223,,,,,,40.690000000000005,,,
133,K00570,,,,,,0.6168538816978743,,,,,,8.2013
134,K00571,,0.5381800279807658,0.732,,,,,30.0402,8.8049,,,
135,K00573,,,0.7277817917232507,,,,,,282.4791,,,
136,K00574,,,0.6948547816283189,,,,,,166.37830000000002,,,
137,K00575,,,0.6480791772709223,,,,,,26.6021,,,
138,K00577,,0.5529999999999999,,,,,,12.8547,,,,
139,K00588,,0.526,0.7011678450664978,,,,,13.9078,93.52169999999998,,,
140,K00594,,,0.718,,,,,,9.6322,,,
141,K00595,,,0.634,,,,,,4.079,,,
142,K00596,,,0.716,,,,,,17.125,,,
143,K00598,,,0.7522557560318935,,,,,,57.2281,,,
144,K00600,,0.565,0.7002847124918317,,,,,13.0125,353.2541,,,
145,K00602,,,0.7059835880833633,,,,,,268.49839999999995,,,
146,K00604,,,0.8029999999999999,,,,,,14.3387,,,
147,K00606,,0.6300384420834075,0.6795789666343202,,,,,40.052,156.87589999999997,,,
148,K00609,,,0.6807356140520799,,,,,,45.301899999999996,,,
149,K00610,,0.511,,,,,,14.6005,,,,
150,K00611,,0.551,,,,,,11.5825,,,,
151,K00612,,,0.7028861860212937,,,,,,10.4148,,,
152,K00615,,0.5489999999999999,0.707947749656304,,,,,15.0495,101.8158,,,
153,K00616,,0.513,0.6889430511298406,,,,,15.0495,32.0005,,,
154,K00620,,,0.7490176147730133,,,,,,42.50789999999999,,,
155,K00621,,0.41,,,,,,2.0127,,,,
156,K00626,,,0.7178233021070278,,,,,,296.9558,,,
157,K00635,0.7190000000000001,,0.7196178462349638,,0.7120000000000001,0.7156600513637518,4.3243,,547.9386000000001,,5.4423,34.492
158,K00640,,,0.6797109500357675,,,,,,62.3595,,,
159,K00641,,,0.6616661623313809,,,,,,101.6932,,,
160,K00645,,,0.6984411107640673,,,,,,32.2807,,,
161,K00648,,,0.6518051254635013,,,,,,23.246499999999997,,,
162,K00655,,,0.7041400478738432,,,,,,205.58759999999995,,,
163,K00661,,,0.6866823391321275,,,,,,40.8162,,,
164,K00662,,,0.7368830652331696,,,,,,24.2459,,,
165,K00663,,,0.7214729481155642,,,,,,34.2406,,,
166,K00673,,,0.667,,,,,,3.3625,,,
167,K00674,,,0.710504830178389,,,,,,49.3608,,,
168,K00675,,,0.758,,,,,,9.7607,,,
169,K00677,,,0.6181770658350361,,,,,,20.5579,,,
170,K00682,,,0.7197252784378072,,,,,,35.9867,,,
171,K00683,,,0.708,,,,,,2.9286,,,
172,K00684,,,0.6969999404619701,,,,,,13.6419,,,
173,K00688,,,0.660736927834865,,,,,,226.29829999999993,,,
174,K00694,,,0.7003531350121877,,,,,,20.2965,,,
175,K00700,,,0.6393565811366759,,,,,,48.1426,,,
176,K00703,,,0.6344758381778577,,,,,,41.081,,,
177,K00705,,,0.615,,,,,,6.6514,,,
178,K00720,,,0.613744545760727,,,,,,12.415999999999999,,,
179,K00721,,0.55,0.6620742468611472,,,,,10.399,82.0792,,,
180,K00728,,,0.6619012097914629,,,,,,8.972100000000001,,,
181,K00748,,,0.6267637144181972,,,,,,19.2157,,,
182,K00759,,0.5501952630133422,0.6953532733300987,,,,,15.8635,98.51429999999999,,,
183,K00760,,,0.6757539233151278,,,,,,210.70049999999992,,,
184,K00761,,,0.67,,,,,,8.6491,,,
185,K00762,,0.563,0.7107395903115148,,,,,13.7039,130.01989999999998,,,
186,K00763,,,0.6421931013644206,,,,,,43.2187,,,
187,K00764,,0.568,0.69039475601578,,,,,13.2568,182.1609,,,
188,K00765,,0.5181210975768095,0.7015536474983359,,,,,16.487299999999998,45.5099,,,
189,K00766,,0.531,0.7301555824906543,,,,,13.453,226.96320000000003,,,
190,K00767,,0.547,0.7434314476077811,,,,,12.1737,26.8809,,,
191,K00768,,,0.7596753699820918,,,,,,62.958099999999995,,,
192,K00769,,,0.6704323727607568,,,,,,11.325700000000001,,,
193,K00772,,0.556,0.6709999999999999,,,,,14.0355,12.6498,,,
194,K00773,,,0.6134110037610597,,,,,,12.7042,,,
195,K00782,,,0.7299887546406328,,,,,,35.562,,,
196,K00783,,,0.6801638295505301,,,0.6651359452114971,,,86.1584,,,13.432699999999999
197,K00784,,0.5112403105962965,0.7056965388461032,,,0.705,,18.8469,100.10360000000001,,,2.101
198,K00788,,,0.7356115616292572,,,,,,52.1308,,,
199,K00789,,0.552,0.6827368812330452,,,,,12.694,481.5426,,,
200,K00790,,,0.6738188313958753,,,,,,80.36070000000001,,,
201,K00791,,,0.7603213564457746,,,,,,76.24329999999999,,,
202,K00793,,0.541,0.6842230318923674,,,,,14.1963,92.9351,,,
203,K00794,,0.4969996351439659,0.7184818618291943,,,,,16.9463,119.36200000000001,,,
204,K00796,,0.536,0.7059300646043583,,,,,16.7943,25.8553,,,
205,K00797,,,0.682284504915734,,,0.561,,,19.5521,,,9.3487
206,K00798,,0.5654140633481758,0.6866836691969569,,,,,15.7881,214.8124,,,
207,K00799,,,0.6533063547343833,,,,,,211.5719,,,
208,K00800,,0.5390528354481634,0.7460972292532937,,,0.809,,18.0256,110.0099,,,3.4338
209,K00801,,,0.591,,,,,,4.6988,,,
210,K00803,,,0.7144895582799936,,,,,,57.707499999999996,,,
211,K00808,,,0.6579999999999999,,,,,,5.6286,,,
212,K00809,,0.5347919762258544,0.5829660076068658,,,,,26.9758,12.0019,,,
213,K00817,,0.5278963503833696,0.762,,,,,27.413,15.3985,,,
214,K00820,,0.5337134855751668,0.6902037208584447,,,,,29.4401,205.45860000000002,,,
215,K00826,,0.526605729448461,0.6542690995453692,,,,,29.699799999999996,27.282999999999998,,,
216,K00831,,,0.6350873965215097,,,,,,4.944,,,
217,K00833,,0.505,,,,,,13.6189,,,,
218,K00845,,,0.7491202784278713,,,,,,45.8658,,,
219,K00848,,,0.7423661633067103,,,,,,47.755300000000005,,,
220,K00851,,,0.6346094488240531,,,,,,21.796599999999998,,,
221,K00853,,,0.708,,,,,,17.6915,,,
222,K00855,,,0.693086603696236,,,,,,53.5429,,,
223,K00857,,,0.6816526959768527,,,,,,28.0563,,,
224,K00858,,0.5406650616203367,0.7118760356024185,,,0.7465852627799393,,42.435500000000005,366.3196,,,18.9759
225,K00859,,,0.7023463108117128,,0.725,0.406,,,161.03969999999998,,7.0385,1.4794
226,K00865,,,0.7672383272279177,,,0.804,,,151.4434,,,7.2085
227,K00867,,,0.620870554124615,,,,,,23.5875,,,
228,K00869,,0.5058763373487946,,,,,,16.8305,,,,
229,K00872,,0.562,0.7290000000000001,,,,,14.2304,11.0415,,,
230,K00873,0.7046798440526181,,0.7170856349121368,,,,21.887999999999998,,496.46119999999996,,,
231,K00878,,,0.6945916118355501,,,,,,19.727,,,
232,K00886,,,0.5579999999999999,,,,,,3.988,,,
233,K00891,,,0.7176420466892268,,,,,,51.315,,,
234,K00912,,,0.637457731318673,,,,,,5.5615,,,
235,K00919,,,0.7334632753080589,,,,,,101.3583,,,
236,K00925,,,0.7210886170456468,,,,,,182.4521,,,
237,K00926,,0.396,0.7407009794339954,,,,,2.9652,101.87470000000002,,,
238,K00927,,0.5281531521457372,0.7037661185277854,,,,,14.661000000000001,250.0889,,,
239,K00928,,0.552,,,,,,15.132,,,,
240,K00930,,,0.6955963897724602,,,,,,111.4915,,,
241,K00931,,,0.627179733052069,,,,,,11.6328,,,
242,K00936,,0.5680784017371372,0.6809574684189531,,,,,13.3549,143.35639999999998,,,
243,K00937,,,0.6744292496105524,,,,,,141.7388,,,
244,K00939,,,0.6816658484832102,,,,,,61.9778,,,
245,K00940,,0.4698257198507322,0.6852630358966122,,,,,16.5665,82.12169999999999,,,
246,K00941,,0.481,0.7400000000000001,,,,,12.7131,16.0275,,,
247,K00942,,,0.7015415755884589,,,,,,41.8434,,,
248,K00943,,0.5165583689332112,0.7316231882893146,,,,,45.1679,82.90639999999999,,,
249,K00945,,,0.7375337823194194,,,0.745,,,167.31340000000003,,,8.0755
250,K00946,,0.5292813701964476,0.7676719545212178,,,,,16.2104,110.00889999999998,,,
251,K00948,,0.5579999999999999,0.6775060471124824,,,,,13.737,484.4221,,,
252,K00950,,,0.7272511251319567,,,,,,147.42440000000002,,,
253,K00952,,0.5490384986093134,,,,,,32.4949,,,,
254,K00954,,,0.6401935884018232,,,,,,279.0203,,,
255,K00957,,,0.6778153591084786,,,,,,74.9239,,,
256,K00958,,0.512,0.6907585163157448,,,,,14.1985,9.4912,,,
257,K00962,,,0.644,,,,,,16.3145,,,
258,K00963,,,0.6951760351414196,,,,,,105.95840000000001,,,
259,K00969,,,0.7052746111105381,,,0.7240000000000001,,,161.7037,,,16.9934
260,K00971,,,0.6602672241802044,,,,,,26.3324,,,
261,K00973,,,0.632,,,,,,2.6905,,,
262,K00975,,,0.6923108775409822,,,,,,41.5857,,,
263,K00978,,,0.6544901532639092,,,,,,19.5651,,,
264,K00981,,,0.695035853787674,,0.721,0.747,,,184.84640000000002,,20.5351,8.457
265,K00982,,,0.7704855913239171,,,,,,62.9884,,,
266,K00986,,,0.6286006397542381,,,,,,420.3787,,,
267,K00989,,,0.7338447933778283,,,,,,51.5311,,,
268,K00990,,,0.6766436258785958,,0.7939999999999999,,,,41.910799999999995,,16.395,
269,K00997,,,0.7090425195083153,,,,,,37.545300000000005,,,
270,K01000,,,0.552,,,,,,3.3897,,,
271,K01005,,,0.6979037553059342,,,0.6999918966259409,,,662.0663000000003,,,43.92340000000001
272,K01006,,0.5660000000000001,0.6899478821711452,,,,,12.8734,80.635,,,
273,K01007,,,0.589,,,,,,6.6836,,,
274,K01008,,,0.715332330860859,,,,,,81.6151,,,
275,K01011,0.439,0.538105470980042,0.6766395132594528,,,,2.5969,30.2599,85.3666,,,
276,K01012,,0.484,0.6456860803577238,,,,,13.6189,28.020899999999997,,,
277,K01023,,,0.69,,,,,,4.8217,,,
278,K01039,,,0.7042075694566832,,,,,,107.40270000000001,,,
279,K01040,,,0.7198530833551166,,,,,,105.8302,,,
280,K01042,,,0.7247520433863761,,,,,,65.4246,,,
281,K01046,,0.419,0.7602313535763027,,,,,1.8399,44.347500000000004,,,
282,K01048,,,0.68,,,,,,4.5044,,,
283,K01053,,,0.688192537422988,,,,,,60.175,,,
284,K01054,,,0.68,,,,,,8.6844,,,
285,K01055,,,0.6811691367467972,,,,,,25.487900000000003,,,
286,K01056,,,0.7196907284607554,,,,,,193.35149999999996,,,
287,K01057,,,0.7318165221436647,,,0.726,,,120.3026,,,9.6262
288,K01060,,,0.6331965849891472,,,,,,25.273899999999998,,,
289,K01061,,0.5044296401854141,0.6821093445068847,,,,,25.453200000000002,205.9524,,,
290,K01066,,0.7159999999999999,0.6741335281078571,,,,,2.6396,44.081700000000005,,,
291,K01068,,,0.747,,,,,,12.4755,,,
292,K01069,,0.5156714232084461,0.6775669495128569,,,,,31.974,48.042199999999994,,,
293,K01077,,,0.64,,,,,,3.704,,,
294,K01079,,0.4943154614626215,0.7090000000000001,,,,,31.709999999999997,4.1425,,,
295,K01083,,,0.6952393258011061,,,,,,22.106799999999996,,,
296,K01087,,,0.708,,,,,,4.2114,,,
297,K01091,,,0.6778513414631602,,,,,,23.631700000000002,,,
298,K01092,,,0.7293121275575187,,,,,,21.2243,,,
299,K01095,,,0.736,,,,,,8.725,,,
300,K01104,,,0.760360945298803,,,,,,38.7246,,,
301,K01113,,0.6919007250904501,0.6514674789570067,,,0.693,,31.377,208.5391,,,6.0024
302,K01114,,,0.6880720816826574,,,,,,62.121700000000004,,,
303,K01115,,0.529,,,,,,15.4104,,,,
304,K01118,,,0.381,,,,,,12.9726,,,
305,K01126,,,0.6831871225284294,,,,,,56.0857,,,
306,K01129,,,0.7142861441035993,,,,,,101.0702,,,
307,K01142,,,0.6666789789976119,,,,,,13.3439,,,
308,K01151,,0.521,0.7172922634877004,,,0.669,,13.8471,162.079,,,5.2758
309,K01153,,,0.6173410503773628,,,,,,11.2475,,,
310,K01154,,,0.5808048418062745,,,,,,8.9903,,,
311,K01159,,,0.7260325630216652,,,0.7680541339477084,,,166.43440000000004,,,35.915800000000004
312,K01167,,,0.6829999999999999,,,,,,3.0177,,,
313,K01170,,0.5128141313978054,,,,,,29.346,,,,
314,K01173,,,0.5579999999999999,,,,,,1.4813,,,
315,K01174,,0.551,0.7187674922313652,,,0.679,,10.5142,93.84790000000001,,,3.4341
316,K01176,,,0.638,,,,,,5.0225,,,
317,K01178,,,0.7178318407030123,,,,,,40.1883,,,
318,K01179,,,0.6609999999999999,,,,,,4.3362,,,
319,K01181,,,0.674,,,,,,4.3082,,,
320,K01183,,,0.7104654491421165,,,,,,31.746199999999998,,,
321,K01185,,,0.6744994476095574,,,,,,8.8663,,,
322,K01194,,,0.6531194766868978,,,,,,8.6915,,,
323,K01206,,,0.7017675031756735,,,,,,43.0103,,,
324,K01207,,,0.7351432611321983,,,,,,57.0141,,,
325,K01209,,,0.6940657512793559,,,,,,35.157000000000004,,,
326,K01218,,,0.7120000000000001,,,,,,3.6456,,,
327,K01239,,0.40680798344453667,0.7053775106899349,,,,,16.6725,101.45060000000001,,,
328,K01241,,,0.688746575402041,,,,,,18.1212,,,
329,K01246,,0.327,0.6990147706817713,,,,,2.9221,242.01850000000002,,,
330,K01247,,,0.7016458592861513,,,,,,84.6695,,,
331,K01251,,0.586010054172357,0.6912831116873206,,,,,56.0669,570.6875000000001,,,
332,K01255,,0.565,0.677,,,,,15.0495,4.2633,,,
333,K01256,,0.536,,,,,,14.5315,,,,
334,K01258,,,0.7328259056263788,,,,,,14.624,,,
335,K01259,,,0.7089862360721354,,,,,,37.7605,,,
336,K01265,,0.562,0.6884913729715411,,,,,15.381,185.5073,,,
337,K01266,,,0.7151720635337437,,,0.7035234661968132,,,139.90300000000002,,,7.0085999999999995
338,K01270,,,0.71,,,,,,20.925,,,
339,K01273,,,0.6859005113515839,,,,,,106.35909999999998,,,
340,K01281,,,0.701,,,,,,11.4842,,,
341,K01283,,,0.6298838156651128,,,,,,10.6643,,,
342,K01286,,,0.6982036986769448,,,,,,38.7772,,,
343,K01297,,,0.7235038012895743,,,,,,95.08570000000002,,,
344,K01299,,,0.672,,,,,,2.7537,,,
345,K01303,,,0.61,,,,,,7.5053,,,
346,K01318,,,0.691,,,,,,3.1074,,,
347,K01356,,,0.6680253150715066,,,,,,79.9351,,,
348,K01358,,,0.6535251487865262,,,0.713,,,584.6063000000001,,,18.0643
349,K01372,,,0.596600596601452,,,,,,32.2269,,,
350,K01406,,,0.6819300764833334,,,0.723,,,197.43060000000003,,,6.2946
351,K01409,,0.5756051243533259,0.7118903494140145,,,,,18.9493,142.72010000000003,,,
352,K01417,,,0.697106580950104,,,,,,24.384900000000002,,,
353,K01419,,,0.6443468834864664,,,,,,39.050599999999996,,,
354,K01423,,,0.6247872394947912,,,,,,7.4426000000000005,,,
355,K01424,,0.5539999999999999,0.6981042904683524,,,,,13.8922,16.233,,,
356,K01425,,,0.6860928817267313,,,,,,67.60470000000001,,,
357,K01426,,0.58,0.6990982462831783,,,,,13.7521,256.2032,,,
358,K01428,,0.527,,,,,,15.02,,,,
359,K01429,,0.466,,,,,,15.02,,,,
360,K01431,,,0.614,,,,,,15.4146,,,
361,K01432,,,0.6640635677684451,,,,,,12.310500000000001,,,
362,K01433,,0.519,0.6716388225003471,,,,,14.5806,15.1797,,,
363,K01443,,,0.7454879898277037,,,,,,130.0276,,,
364,K01447,,,0.618318168887489,,,,,,7.6669,,,
365,K01448,,,0.6517099765864862,,,,,,69.71390000000001,,,
366,K01449,,,0.6724129379076582,,,,,,12.008400000000002,,,
367,K01455,,,0.7012879678560887,,,,,,277.86069999999995,,,
368,K01456,,0.379,,,,,,4.8407,,,,
369,K01458,,,0.695,,,,,,5.6983,,,
370,K01459,,,0.6621956717868247,,,,,,14.3806,,,
371,K01462,,,0.7013011844579505,,,,,,223.4336,,,
372,K01463,,0.47459724008306375,0.6591055810363744,,,,,25.2534,8.6665,,,
373,K01465,,,0.7274083091212664,,,,,,33.4426,,,
374,K01466,,,0.7759999999999999,,,,,,13.5435,,,
375,K01470,,0.4894107795394854,0.6887680790603571,,,,,29.7856,173.718,,,
376,K01476,,0.4616637711973491,0.662,,,,,23.871499999999997,3.0159,,,
377,K01477,,,0.7587534010851704,,,,,,69.5008,,,
378,K01478,,,0.711475001835234,,,,,,108.2961,,,
379,K01480,0.703,0.5348021785634065,0.69027588551556,,,,11.4521,41.319700000000005,49.9578,,,
380,K01482,,,0.8029999999999998,,,,,,8.8138,,,
381,K01483,,,0.6247553943253666,,,,,,9.4192,,,
382,K01485,,,0.7060571855689888,,,,,,48.6868,,,
383,K01487,,,0.73,,,,,,10.0537,,,
384,K01488,,,0.7021187019546632,,,,,,25.3125,,,
385,K01489,,,0.7256017021070511,,,,,,118.5545,,,
386,K01491,,0.547,,,,,,13.9272,,,,
387,K01493,,0.5820000000000002,0.574,,,,,14.1369,2.0933,,,
388,K01494,,,0.6575643919964227,,,,,,187.93389999999997,,,
389,K01495,,0.49086281781066476,0.6882688654352428,,,,,18.8777,240.58970000000002,,,
390,K01496,,0.594,0.7182880695392678,,,,,3.1292,27.0283,,,
391,K01497,,,0.6902458463194707,,,,,,167.36709999999997,,,
392,K01499,,0.7390000000000001,,,,,,25.7425,,,,
393,K01500,,,0.519,,,,,,2.7539,,,
394,K01501,,,0.6990000000000001,,,,,,18.1332,,,
395,K01507,,,0.6434269484201274,,,,,,75.8703,,,
396,K01512,,0.6622169406682734,0.7251943410861372,,,,,37.5368,52.0682,,,
397,K01515,,0.555,0.6955536801357776,,,,,13.8298,42.9208,,,
398,K01518,,0.5244250828454978,,,,,,29.2435,,,,
399,K01520,,,0.7450354080939688,0.773,,,,,102.8849,14.8299,,
400,K01523,,,0.645,,,,,,3.31,,,
401,K01524,,0.5270363227108031,0.7316974699333115,,,,,17.7111,80.66479999999999,,,
402,K01525,,,0.5863938653884919,,,,,,5.7940000000000005,,,
403,K01533,,0.486,,,,,,13.3543,,,,
404,K01545,,,,,,0.6097068095484945,,,,,,28.7338
405,K01546,,,0.6813642734475769,,,,,,153.6264,,,
406,K01548,,,0.6893844970874885,,,,,,87.92089999999999,,,
407,K01551,,0.5670000000000001,0.6997453208200474,,,,,15.379,227.6142,,,
408,K01555,,,0.7155267927292255,,,,,,67.8415,,,
409,K01556,,,0.6978067608716753,,,,,,28.8031,,,
410,K01560,,,0.7029274905361207,,,,,,103.31150000000002,,,
411,K01561,,0.3979999999999999,0.7089456949874903,,,,,14.6856,73.77839999999999,,,
412,K01563,,,0.7120450612161191,,,,,,16.2397,,,
413,K01569,,0.397,0.6024689290802823,,,,,2.6232,8.1616,,,
414,K01574,,,0.6794656059016774,,,,,,19.471899999999998,,,
