,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_countsUnclassified
196,K02988,,,0.7170000000000001,,,,8.4342,
197,K02992,,,0.690912287399665,,,,14.8412,
198,K02994,,,0.655,,,,3.7295,
199,K02996,,,0.738,,,,3.4937,
200,K03040,,,0.6712073795254446,,,,39.8127,
201,K03049,,0.434,,,,3.7987,,
202,K03060,,,0.6332709241774453,,,,13.5542,
203,K03070,,,0.644,,,,15.1667,
204,K03073,,,,0.659,,,,8.1721
205,K03075,,,0.568,,,,1.487,
206,K03088,,,0.7308302042404984,,,,51.2634,
207,K03100,,,0.6579999999999999,,,,3.6403,
208,K03106,,,0.684,,,,12.1669,
209,K03116,,,0.643,,,,3.3432,
210,K03136,,0.43,,,,5.0069,,
211,K03147,,,0.691,,,,7.8539,
212,K03149,,,0.7074848735019091,,,,11.536000000000001,
213,K03151,,,0.7371486856434062,,,,7.6117,
214,K03210,,,0.598,,,,2.0337,
215,K03217,,,0.586,,,,4.0039,
216,K03271,,,0.634046870910705,,,,7.0728,
217,K03320,,,0.7010430382786814,,,,17.2337,
218,K03406,,,0.731,,,,4.801,
219,K03438,,,0.7559999999999999,,,,4.0502,
220,K03464,,,0.632,,,,7.1025,
221,K03465,,,0.691,,,,3.4135,
222,K03466,,,0.6932918133424364,,,,36.303399999999996,
223,K03499,,,0.679,,,,13.4058,
224,K03517,,,0.6829999999999999,,,,4.4127,
225,K03521,,,0.735,,,,7.9663,
226,K03522,,,0.695035179788679,,,,28.821800000000003,
227,K03526,,,0.6761368267062416,,,,21.9099,
228,K03527,,,0.6810268180134155,,,,27.7403,
229,K03531,,,0.7049299929240838,,,,34.3637,
230,K03536,,,0.772,,,,3.9655,
231,K03544,,,0.6477974234834616,,,,79.6983,
232,K03545,,,0.656324200588461,,,,5.4413,
233,K03550,,,0.7170000000000001,,,,1.8325,
234,K03551,,,0.70506273556231,,,,16.45,
235,K03553,,,0.654,,,,20.2582,
236,K03556,,,0.726,,,,3.6148,
237,K03569,,,0.691821253371139,,,,74.1985,
238,K03570,,,0.6961293615150571,,,,5.8825,
239,K03571,,,0.6920000000000001,,,,2.5651,
240,K03601,,,0.44324528900029064,,,,6.2908,
241,K03602,,,,0.769,,,,1.845
242,K03609,,,0.531,,,,2.8945,
243,K03628,,,0.6748551918340814,,,,43.999,
244,K03636,,,0.7240000000000001,,,,4.3936,
245,K03637,,,0.7440000000000001,,,,2.0539,
246,K03665,,,0.733,,,,7.08,
247,K03671,,,0.639,,,,3.1163,
248,K03687,,0.442,0.695849380251545,,,5.1897,11.5393,
249,K03704,,,0.6424685743745924,,,,22.4118,
250,K03705,,,0.727,,,,2.9085,
251,K03709,,,0.685,,,,8.8302,
252,K03744,,,0.6609999999999999,,,,7.1868,
253,K03795,,,0.6509999999999999,,,,5.6659,
254,K03799,,,0.6632745499250748,,,,17.2044,
255,K03924,,,0.732,,,,10.3108,
256,K03925,,,0.6950519404279147,,,,6.4592,
257,K03926,,,0.479,,,,4.1187,
258,K03969,,,0.6609999999999999,,,,3.5386,
259,K03975,,,0.634,,,,2.5394,
260,K04070,,,0.708,,,,8.3015,
261,K04077,,,0.672065488727704,,,,161.1617,
262,K04078,,,0.643,,,,5.02,
263,K04485,,,0.7440000000000001,,,,11.8224,
264,K04486,,,0.7190000000000001,,,,7.0519,
265,K04564,,,0.664,,,,7.917,
266,K04654,,,0.6579999999999999,,,,6.3688,
267,K04749,,,0.617,,,,6.7585,
268,K04750,,,0.6809999999999999,,,,3.1253,
269,K04751,,,0.664,,,,8.2093,
270,K04754,,,0.5379999999999999,,,,1.6899,
271,K04757,,,0.7035352889430292,,,,5.6584,
272,K05337,,,0.688,,,,2.4722,
273,K05710,,,0.6374190430131044,,,,5.6478,
274,K05913,,,0.623,,,,4.9745,
275,K06013,,,0.5329999999999999,,,,2.753,
276,K06024,,,0.7173019967697326,,,,8.5715,
277,K06042,,,0.6966819993079189,,,,5.9718,
278,K06048,,,0.6805550628885786,,,,19.4141,
279,K06174,,0.463,,,,2.8561,,
280,K06176,,0.463,,,,1.8716,,
281,K06186,,,0.5379999999999999,,,,3.3524,
282,K06187,,,0.71,,,,6.9454,
283,K06213,,,0.616,,,,2.221,
284,K06215,,,0.7186567783746619,,,,37.0985,
285,K06217,,,0.616,,,,5.6697,
286,K06287,,,0.6415887090047394,,,,4.9264,
287,K06400,,,0.616,,,,5.7647,
288,K06413,,,0.684,,,,6.7729,
289,K06442,,,0.69,,,,1.8776,
290,K06878,,,0.688,,,,3.7946,
291,K06884,,0.598,,,,4.0812,,
292,K06888,,,0.5950000000000001,,,,4.208,
293,K06911,,,0.669,,,,2.1805,
294,K06919,,,0.581,,,,2.5516,
295,K06923,,,0.637,,,,3.9161,
296,K06927,,0.48700000000000004,,,,3.6158,,
297,K06973,,,0.624,,,,2.7129,
298,K06976,,0.66,,,,2.5966,,
299,K06996,,,0.7384715165528453,,,,15.6469,
300,K06997,,,0.599,,,,4.2462,
301,K07029,,,0.669,,,,3.4917,
302,K07030,,,0.748,,,,8.6968,
303,K07052,,,,0.662,,,,7.0681
304,K07058,,,0.6757974906431791,,,,13.9591,
305,K07093,,,0.6409999999999999,,,,3.014,
306,K07098,,,0.557,,,,4.2246,
307,K07104,0.698,,0.703,0.775,3.2185,,6.0843,2.4023
308,K07131,,,0.7,,,,5.6197,
309,K07155,,,0.596,,,,3.6472,
310,K07160,,,0.62,,,,4.0513,
311,K07161,,,0.679,,,,11.6466,
312,K07220,,0.343,0.6062595247952536,,,2.8477,8.962,
313,K07257,,,0.569,,,,2.4745,
314,K07259,,,0.7320000000000001,,,,7.312,
315,K07260,,,0.6643136738846717,,,,18.2672,
316,K07284,,,0.631,,,,3.7115,
317,K07300,,0.5329999999999999,0.6731814017800818,,,2.1495,15.0665,
318,K07304,,,0.611,,,,4.2703,
319,K07305,,,0.682,,,,5.2217,
320,K07315,,,0.6228845224997255,,,,16.1799,
321,K07462,,,0.6562820589461056,,,,4.84,
322,K07478,,,0.6934298510117758,,,,15.1868,
323,K07480,,,0.504304609734839,,,,31.7693,
324,K07481,,,0.6468561039769631,,,,6.362499999999999,
325,K07482,,,0.6417174080153067,,,,12.0023,
326,K07483,,,0.6106287037488856,,,,16.9894,
327,K07484,,,0.5757343021510153,,,,37.528499999999994,
328,K07485,,,0.5555509899797063,,,,8.415799999999999,
329,K07486,,,0.6623861964622844,0.7290000000000001,,,87.0475,3.5963
330,K07487,,,0.57,,,,17.9572,
331,K07491,,,0.5302207797708319,,,,37.344,
332,K07492,,0.635,0.6083805864263327,0.581,,1.7881,66.06679999999999,2.4557
333,K07493,,,0.6565657485927042,,,,11.1911,
334,K07494,,0.512,0.5606517994297566,0.481,,6.824,273.3199,6.336
335,K07495,,,0.5869999881763746,0.5547472829624245,,,47.874700000000004,10.684000000000001
336,K07497,,,0.616721655180684,0.5882067782322065,,,90.14350000000003,9.610199999999999
337,K07498,,,0.684,,,,6.4563,
338,K07499,,,0.5723823326803554,0.5438266499214552,,,65.7893,23.997799999999998
339,K07560,,,0.731,,,,1.6894,
340,K07568,,,0.6533017030108573,,,,9.883700000000001,
341,K07755,,,0.617,,,,4.0696,
342,K07793,,,0.6990000000000001,,,,1.7044,
343,K08281,,,0.7099999999999999,,,,3.9928,
344,K08972,,,0.665,,,,2.6639,
345,K08995,,,0.653,,,,1.9884,
346,K08998,,,0.589,,,,4.0039,
347,K08999,,,0.6579999999999999,,,,11.0708,
348,K09005,,0.53,0.429,,,2.5195,3.8415,
349,K09008,,,0.684,,,,2.036,
350,K09013,,,0.6619999999999999,,,,13.8916,
351,K09014,,,0.664,,,,35.7332,
352,K09022,,,0.669,,,,4.1442,
353,K09117,,,0.6704258729433517,,,,6.0898,
354,K09118,,,0.668537758677105,,,,8.7644,
355,K09125,,,0.706,,,,2.0584,
356,K09154,,,,0.718,,,,2.7245
357,K09694,,,0.6970000000000001,,,,4.3487,
358,K09703,,,0.619,,,,2.8667,
359,K09723,,0.487,,,,2.4157,,
360,K09736,,0.527,,,,3.9034,,
361,K09747,,,0.6597571072684641,,,,4.0944,
362,K09763,,0.44999999999999996,0.721,,,3.1448,2.6697,
363,K09764,,,0.6803576529773733,,,,9.280999999999999,
364,K09766,,,0.659,,,,5.3699,
365,K09771,,,0.535,,,,2.9469,
366,K09779,,,0.691,,,,3.259,
367,K09903,,,0.679,,,,3.025,
368,K09927,,,0.6859957085712202,,,,5.1145,
369,K09929,,,0.578,,,,2.8771,
370,K09930,,,0.5307322786224352,,,,8.1347,
371,K09931,,0.746,,,,1.988,,
372,K09973,,,0.595,,,,2.0691,
373,K09992,,,0.6832687273135787,,,,9.4793,
374,K10026,,,0.679,,,,3.164,
375,K10713,,,0.654,,,,5.7882,
376,K10773,,,0.6859999999999999,,,,7.6722,
377,K10822,,,0.662,,,,5.4146,
378,K10944,,,0.487,,,,2.683,
379,K10947,,,0.6726170949038297,,,,16.889400000000002,
380,K10979,,,0.6789407017154664,,,,11.701,
381,K11178,,,0.675,,,,2.6653,
382,K11529,,0.484,,,,2.496,,
383,K11690,,,0.58,,,,2.6438,
384,K11991,,,0.758,,,,7.3333,
385,K12132,,,0.6990000000000001,,,,11.7075,
386,K12234,,,0.7290000000000001,,,,2.53,
387,K12574,,,0.6764485405007549,,,,13.9826,
388,K13075,,,0.6993008859147131,,,,13.3296,
389,K13292,,,0.652,,,,7.8134,
390,K13527,,,0.655,,,,12.6459,
391,K13628,,,0.7120000000000001,,,,4.6704,
392,K13993,,,0.653,,,,1.6883,
393,K14574,,0.476,,,,3.59,,
394,K14742,,,0.7659999999999999,,,,2.5965,
395,K14956,,,0.7,,,,2.2247,
396,K15371,,,0.693,,,,9.6372,
397,K15633,,,0.6218557711986303,,,,5.413,
398,K16147,,,0.643,,,,10.0188,
399,K16203,,,0.7049999999999998,,,,1.8349,
400,K16785,,,0.639,,,,3.6209,
401,K16869,,,0.713,,,,5.7521,
402,K17763,,,0.6859999999999999,,,,7.4792,
403,K18013,,,0.6733846199859158,,,,22.678199999999997,
404,K18189,,,0.6986947083712609,,,,20.8355,
405,K18672,,,0.63,,,,4.7847,
406,K18682,,,0.6814196438347859,,,,29.958499999999997,
407,K18910,,,0.68,,,,5.6267,
408,K20074,,,0.7099999999999999,,,,4.4964,
409,K21232,,,0.7240000000000001,,,,4.3936,
410,K21349,,,0.733,,,,3.0468,
411,K21471,,,0.684,,,,2.7992,
412,K21929,,,0.7057317717274247,,,,21.7097,
413,K22452,,,0.674,,,,2.6594,
414,K22622,,,0.7090000000000001,,,,2.9076,
415,K22737,,,0.6472902136817654,,,,8.0737,
416,K22905,,,0.71,,,,2.0929,
417,K23262,,0.48,0.6829999999999999,,,2.5879,5.1526,
418,K23264,,,0.659,,,,4.7825,
419,K23356,,0.444,,,,2.8761,,
