,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Riboviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Riboviria,gene_countsUnclassified
204,K00973,,,0.6379161019589079,,,,,,6.6381,,,
205,K00975,,,0.5670000000000001,,,,,,4.2816,,,
206,K00979,,,0.6289512188378318,,,,,,5.9326,,,
207,K00981,,,0.6755058356636093,,,,,,80.457,,,
208,K00982,,,0.6641285106195468,,,,,,15.061499999999999,,,
209,K00986,,,0.5769447172471859,,,,,,353.7335,,,
210,K00989,,,0.6858774431688465,,,,,,17.0311,,,
211,K00990,,,0.6656251510431804,,,,,,14.2282,,,
212,K00991,,,0.6729999999999999,,,,,,5.8592,,,
213,K00992,,,0.597,,,,,,3.7171,,,
214,K00997,,,0.6361510618702411,,,0.682,,,15.3538,,,3.9049
215,K01000,,,0.6395228526563419,,,,,,33.1458,,,
216,K01004,,,0.653,,,,,,13.4826,,,
217,K01005,,,0.6858923316698875,,,0.674,,,99.04750000000001,,,3.3447
218,K01006,,0.588,0.6409999999999999,,,,,3.6261,13.3269,,,
219,K01007,,,0.584,,,,,,3.7142,,,
220,K01008,,,0.6770314681394661,,,,,,38.390600000000006,,,
221,K01011,,0.42900000000000005,0.6402023690973384,,,,,4.5038,19.9506,,,
222,K01012,,,0.5647756402649892,,,,,,11.4271,,,
223,K01023,,,0.6446093497332679,,,,,,14.506,,,
224,K01039,,,0.6681513123793044,,,,,,34.1359,,,
225,K01040,,,0.6637214010382388,,,,,,27.1321,,,
226,K01042,,,0.638,,,,,,5.0221,,,
227,K01047,,,0.5707456996712764,,,,,,10.1348,,,
228,K01055,,,0.6843292206602285,,,,,,8.9198,,,
229,K01056,,,0.6962936140700295,,,,,,43.7609,,,
230,K01057,,,0.6852516373280122,,,,,,21.6798,,,
231,K01061,,0.4243044498440641,0.663561661897149,,,,,13.1199,18.837000000000003,,,
232,K01068,,,0.6509999999999999,,,,,,7.8438,,,
233,K01069,,0.451,0.6533991908320171,,,,,4.9224,24.726,,,
234,K01070,,,0.6741901922443942,,,,,,23.076,,,
235,K01071,,,0.5589999999999999,,,,,,5.3492,,,
236,K01077,,,0.6938027021613614,,,,,,14.5314,,,
237,K01079,,0.47500000000000003,0.624,,,,,6.3381,1.6946,,,
238,K01082,,,0.5820000000000001,,,,,,3.1348,,,
239,K01083,,,0.589,,,,,,2.8534,,,
240,K01087,,,0.652,,,,,,11.8754,,,
241,K01091,,,0.620097965443027,,,,,,20.1695,,,
242,K01092,,,0.6055887759524663,,,,,,6.4157,,,
243,K01095,,,0.638565330148174,,,,,,7.7852,,,
244,K01104,,,0.6747714756789266,,,,,,22.1596,,,
245,K01113,,0.684,0.651408215768062,,,,,2.8253,17.271099999999997,,,
246,K01114,,,0.5367504500908558,,,,,,9.7049,,,
247,K01126,,,0.6577041468749403,,,,,,11.4047,,,
248,K01129,,,0.6820964685321829,,,,,,42.054899999999996,,,
249,K01151,,0.4147145523923877,0.671445219579596,,,,,9.559,40.0259,,,
250,K01153,,,0.647,,,,,,3.2429,,,
251,K01159,,,0.7014218528014757,,,0.7572890681547911,,,64.2865,,,9.1406
252,K01170,,0.4135256232761176,,,,,,13.517,,,,
253,K01173,,,0.514,,,,,,1.8962,,,
254,K01174,,0.4,0.57637556179046,,,,,3.1309,9.1085,,,
255,K01179,,,0.696,,,,,,4.444,,,
256,K01181,,,0.684,,,,,,2.9389,,,
257,K01183,,,0.6799999999999999,,,,,,3.4713,,,
258,K01185,,,0.6890000000000001,,,,,,3.6016,,,
259,K01186,,,0.501,,,,,,3.3522,,,
260,K01206,,,0.6659632261430909,,,,,,10.407,,,
261,K01207,,,0.738,,,,,,2.3212,,,
262,K01209,,,0.6513980396854268,,,,,,14.2438,,,
263,K01233,,,0.56,,,,,,2.8389,,,
264,K01239,,,0.6245551621608744,,,,,,48.50280000000001,,,
265,K01241,,,0.6235096773426763,,,,,,10.056899999999999,,,
266,K01246,,0.339,0.6864412313668583,,,,,6.7716,39.578599999999994,,,
267,K01247,,0.389,0.7029575543397775,,,,,4.689,7.0121,,,
268,K01251,,0.45022635435606256,0.6610238078104242,,,,,29.1956,241.3323,,,
269,K01255,,0.444,,,,,,4.1582,,,,
270,K01259,,,0.6849785238460239,,,,,,6.6288,,,
271,K01265,,,0.6809532363989736,,,,,,56.3723,,,
272,K01266,,,0.7111973963133537,,,0.669,,,27.2397,,,3.3087
273,K01273,,,0.6665586473929623,,,,,,41.5554,,,
274,K01283,,,0.6526522372512941,,,,,,6.4523,,,
275,K01286,,,0.675,,,,,,4.0974,,,
276,K01297,,0.6609999999999998,0.6838334962268506,,,,,4.2933,22.4535,,,
277,K01299,,0.412,0.6231850005710442,,,,,7.8247,14.6485,,,
278,K01318,,,0.625,,,,,,2.537,,,
279,K01356,,,0.6745817645177711,,,,,,25.432,,,
280,K01358,,,0.6334287323637117,,,,,,266.21879999999993,,,
281,K01406,,,0.6559365274424201,,,0.48208353578178215,,,64.8379,,,12.241900000000001
282,K01409,,0.44388213077424193,0.6988300978471534,,,,,6.2551000000000005,63.4526,,,
283,K01417,,,0.6734793130942767,,,,,,7.9255,,,
284,K01419,,,0.7040000000000002,,,,,,2.8329,,,
285,K01423,,,0.556,,,,,,2.9174,,,
286,K01424,,0.3936110123254153,0.7038679062198642,,,,,6.5799,19.996299999999998,,,
287,K01425,,,0.6285438196133148,,,,,,15.8154,,,
288,K01426,,0.3762986381118805,0.6853289948522663,0.679,,,,12.5184,23.648600000000002,3.4453,,
289,K01428,,0.419,,,,,,4.293,,,,
290,K01429,,0.471,,,,,,5.8582,,,,
291,K01432,,,0.6455250217598145,,,,,,11.0188,,,
292,K01433,,0.436,0.6927794602684663,,,,,3.7659,26.9331,,,
293,K01443,,,0.6586314947155516,,,,,,34.1788,,,
294,K01447,,,0.6302173552651819,,,,,,12.8311,,,
295,K01448,,,0.6854809739649257,,,,,,39.3071,,,
296,K01449,,,0.58,,,,,,2.3986,,,
297,K01455,,,0.6712277217709861,,,,,,63.914199999999994,,,
298,K01456,,0.353,,,,,,5.7082,,,,
299,K01458,,,0.607,,,,,,2.8667,,,
300,K01462,,,0.6843493936857256,,,,,,66.0441,,,
301,K01470,,0.38640792996843865,0.6367553517791279,,,,,16.078300000000002,48.278999999999996,,,
302,K01476,,,0.6387082155932957,,,,,,8.3311,,,
303,K01478,,,0.7188550481674192,,,,,,5.7811,,,
304,K01480,,0.4270000000000001,,,,,,3.9804,,,,
305,K01485,,,0.64,,,,,,4.6406,,,
306,K01489,,,0.7028055667714931,,,,,,36.8014,,,
307,K01493,,0.518,0.649,,,,,4.245,16.6792,,,
308,K01494,,,0.666041670534392,,,,,,44.273700000000005,,,
309,K01495,,,0.641964367153787,,,,,,71.2631,,,
310,K01496,,,0.6478858201143409,,,,,,4.9676,,,
311,K01497,,,0.6630356697092213,,,,,,91.19520000000001,,,
312,K01501,,,0.6019641135481396,,,,,,12.419500000000001,,,
313,K01507,,0.496,0.6478577263308231,0.623,,,,1.8452,61.1858,3.7626,,
314,K01512,,0.639,0.6225606511307696,,,,,4.3689,12.363700000000001,,,
315,K01515,,0.4131845500520991,0.7070000000000001,,,,,10.3307,2.1699,,,
316,K01518,,0.42529124409859165,,,,,,13.308599999999998,,,,
317,K01520,,,0.6855761187035441,,,,,,11.1795,,,
318,K01524,,,0.7151035163187038,,,,,,9.511800000000001,,,
319,K01546,,,0.597,,,,,,3.1634,,,
320,K01551,,0.365,0.6806110902883834,,,,,3.3438,70.4202,,,
321,K01555,,,0.7287179670822169,,,,,,15.6962,,,
322,K01556,,,0.568,,,,,,3.3682,,,
323,K01560,,,0.6551951560992325,,,,,,29.180300000000003,,,
324,K01561,,,0.6958540242293193,,,,,,23.9573,,,
325,K01563,,,0.6459999999999999,,,,,,7.6397,,,
326,K01575,,,0.6170406957826218,,,,,,14.0903,,,
327,K01579,,,0.6338069441880166,,,,,,10.3132,,,
328,K01588,,0.720953600666491,0.6929838836467629,0.674,,,,5.6925,56.3911,6.1715,,
329,K01595,,,0.6592742733838476,,,,,,60.94809999999998,,,
330,K01596,,,0.594,,,,,,3.9067,,,
331,K01599,,,0.595,,,,,,3.6636,,,
332,K01602,,,0.638699654174544,,,,,,18.489,,,
333,K01607,,,0.6417472458458371,,,0.6929517592628696,,,91.14630000000001,,,7.7366
334,K01610,,0.47294829312137165,0.6608598748836609,,,,,14.3733,101.75979999999998,,,
335,K01611,,,0.485,,,,,,8.9063,,,
336,K01613,,,0.6207181109012133,,,,,,8.5184,,,
337,K01619,,,0.6785735754222141,,,,,,112.33619999999999,,,
338,K01620,,,0.6969932297764979,,,,,,48.4959,,,
339,K01621,,,0.6675650655549962,,,,,,65.6416,,,
340,K01622,,0.40291417016329906,,,,,,6.6498,,,,
341,K01623,,,0.6674006838809479,,,,,,70.68249999999999,,,
342,K01624,,,0.6645410771991541,,,,,,36.5957,,,
343,K01625,,,0.69,,,,,,4.3886,,,
344,K01626,,,0.6976970155708438,,,,,,71.4049,,,
345,K01627,,,0.669,,,,,,3.0502,,,
346,K01633,,,0.6565526731416167,,,,,,24.295199999999998,,,
347,K01637,,,0.659008653031376,,,,,,65.0827,,,
348,K01638,,0.632,0.6438560433950894,,,,,5.8452,96.55169999999998,,,
349,K01640,,,0.6692666513663404,,,,,,33.9986,,,
350,K01644,,0.457,0.6557800476962403,,,,,5.297,29.7101,,,
351,K01653,,0.4352755313255354,0.669375429680643,,,,,10.4444,33.3199,,,
352,K01658,,,0.638,,,,,,7.9966,,,
353,K01664,,,0.638,,,,,,7.9966,,,
354,K01666,,,0.6459999999999999,,,,,,6.1893,,,
355,K01673,,,0.6353232234640082,,,,,,46.528000000000006,,,
356,K01677,,,0.6509999999999999,,,,,,6.0675,,,
357,K01689,,0.4285735350980019,0.6885409584522659,,,,,24.8782,212.2194,,,
358,K01692,,,0.64,,,,,,6.6285,,,
359,K01695,,0.41800000000000004,0.687424699435104,,,,,4.0043,41.3681,,,
360,K01696,,,0.44899999999999995,,,,,,4.0043,,,
361,K01698,,0.43645843344292623,0.6539513967574047,,,,,8.2254,78.2054,,,
362,K01704,,0.43931369431789186,0.6428976446103055,,,,,16.6734,12.564499999999999,,,
363,K01711,,,0.6768124143860256,,,,,,42.3567,,,
364,K01712,,,0.639,,,,,,8.3038,,,
365,K01715,,,0.64,,,,,,6.6285,,,
366,K01716,,,0.551,,,,,,4.6167,,,
367,K01719,,0.47400000000000003,0.6871392843500961,,,0.3739764620372672,,5.9043,32.6358,,,16.3961
368,K01721,,,0.687,,,,,,6.7258,,,
369,K01724,,,0.6669815579037912,,,0.6849970153543438,,,85.96600000000001,,,9.0463
370,K01728,,,0.6459999999999999,,,,,,5.2702,,,
371,K01729,,,0.631,,,,,,3.5181,,,
372,K01733,,0.41312165127775624,0.6319225452278405,,,,,12.9879,22.362,,,
373,K01734,,,0.59,,,,,,3.6003,,,
374,K01736,,0.441,0.6915343802953401,,,,,4.4905,24.563299999999998,,,
375,K01737,,0.39007955553334495,0.6349550232152573,,,0.626,,12.6051,22.211100000000002,,,2.4493
376,K01739,,,0.6559999999999999,,,,,,12.5215,,,
377,K01744,,0.416,,,,,,5.4262,,,,
378,K01749,,0.4500952338476594,0.6806597934728658,,,,,12.5856,37.2707,,,
379,K01752,,,0.723,,,,,,2.6901,,,
380,K01754,,,0.6867212025916455,,,,,,24.544500000000003,,,
381,K01755,,0.4217421697036704,0.6253501041877539,,,,,6.934699999999999,43.83409999999999,,,
382,K01759,,,0.6120301779471524,,,,,,20.555799999999998,,,
383,K01768,,,0.6,,,,,,8.7661,,,
384,K01772,,,0.6589742204684427,,,,,,25.8212,,,
385,K01775,,,0.6864314339802566,,,,,,37.6577,,,
386,K01776,,0.454,0.6467804974791266,,,,,5.8859,49.8043,,,
387,K01778,,,0.6726318470682542,,,,,,25.5028,,,
388,K01779,,,0.767,,,,,,2.9029,,,
389,K01783,,,0.708,,,,,,4.1267,,,
390,K01785,,,0.6863464267277642,,,,,,17.7626,,,
391,K01790,,,0.6509999999999999,,,,,,9.7169,,,
392,K01795,,,,,,0.314,,,,,,3.6879
393,K01799,,,0.677377874783539,,,,,,23.2372,,,
394,K01800,,,0.5710000000000001,,,,,,4.4575,,,
395,K01802,,,0.7120000000000001,0.6759999999999999,,,,,2.9478,3.6112,,
396,K01803,,,0.6776769330446524,,,,,,60.20119999999999,,,
397,K01804,,,0.6838607091260338,,,,,,23.4438,,,
398,K01805,,,0.665,,,,,,2.1927,,,
399,K01807,,,0.6551886803743409,,,,,,13.660699999999999,,,
400,K01808,,,0.6816065173991422,,,,,,13.942900000000002,,,
401,K01809,,,0.6753141990527654,,,,,,33.599700000000006,,,
402,K01810,,,0.6405054414794739,,,,,,13.3397,,,
403,K01812,,,0.66,,,,,,3.8587,,,
404,K01815,,,0.642,,,,,,2.4764,,,
405,K01816,,,0.6238040736307014,,,,,,6.8063,,,
406,K01821,,0.40556489805801343,0.6402678017759122,,,0.6809999999999999,,15.5192,15.3787,,,5.0537
407,K01823,,,0.6471598251427708,,,,,,7.654,,,
408,K01834,,,0.721,,,,,,4.3929,,,
409,K01838,,,0.636,,,,,,7.168,,,
410,K01839,,,0.6721259381422595,,,,,,79.9117,,,
411,K01841,,,0.5920000000000001,,,,,,4.683,,,
412,K01845,,0.396,0.706,,,,,5.0908,7.9949,,,
413,K01849,,,0.6339818501961882,,,,,,33.0009,,,
414,K01854,,,0.618516370178748,,,,,,13.9939,,,
415,K01858,,,0.6388924885306878,,,,,,37.5523,,,
416,K01866,,0.4385236087596628,0.6563280569631676,,,,,12.8473,69.4739,,,
417,K01867,,,0.6859927357401552,,,,,,59.3576,,,
418,K01868,,,0.6704665686194421,,,,,,138.2441,,,
419,K01869,,,0.666954745860908,,,,,,25.877299999999998,,,
420,K01872,,,0.6522497869950676,,,,,,73.6992,,,
421,K01873,,,0.601,,,,,,2.8292,,,
422,K01874,,,0.6215743414903507,,,,,,24.692600000000002,,,
423,K01875,,0.3998423135967317,0.6652348144275283,,,,,14.4041,90.7156,,,
424,K01876,,,0.6646958945812634,,,,,,39.2147,,,
425,K01880,,0.44121354509463406,,,,,,15.4348,,,,
426,K01881,,0.45358343402303974,0.6549850438762764,,,,,9.8553,87.4365,,,
427,K01886,,,0.66,,,,,,6.1555,,,
428,K01887,,0.4003040353953802,0.6525370389357379,,,,,15.854199999999999,87.4945,,,
429,K01889,,0.38755082954455927,0.6739305243114597,,,,,6.0351,96.6164,,,
430,K01890,,,0.6664347734382569,,,,,,38.324799999999996,,,
431,K01892,,,0.6609999999999998,,,,,,6.7891,,,
