,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Varidnaviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Varidnaviria,gene_countsUnclassified
47,K00241,,,0.5867655037670136,,,,,,,65.59689999999999,,,,
48,K00242,,,0.6333120369888574,,,,,,,8.7067,,,,
49,K00245,,,0.672,,,,,,,8.1678,,,,
50,K00246,,,0.5710000000000001,,,,,,,3.0169,,,,
51,K00247,,,0.6121178822414433,,,,,,,13.722199999999999,,,,
52,K00249,,,0.5975011595670218,,,,,,,51.149300000000004,,,,
53,K00254,,,0.5637845069885671,,,,,,,24.4896,,,,
54,K00259,,,0.674,,,,,,,4.9062,,,,
55,K00275,,,0.6670358270697395,,,,,,,82.4588,,,,
56,K00282,,,0.627,,,,,,,5.2518,,,,
57,K00285,,,0.637,,,,,,,7.1084,,,,
58,K00286,,,0.6368964477218592,,,,,,,103.27080000000002,,,,
59,K00287,,,0.6801782883822879,,,,,,,14.351099999999999,,,,
60,K00297,,,0.7191421320584244,,,,,,,17.6309,,,,
61,K00299,,,0.7099993174351581,,,,,,,18.1025,,,,
62,K00304,,,0.6634449212641378,,,,,,,11.5778,,,,
63,K00311,,,0.5988341529547946,,,,,,,57.9563,,,,
64,K00313,,,0.5760000000000001,,,,,,,5.1419,,,,
65,K00316,,,0.606,,,,,,,6.6715,,,,
66,K00320,,,0.691,,,,,,,6.5777,,,,
67,K00330,,,0.5726555226605542,,0.301,,,,,105.6068,,4.3593,,
68,K00331,,,0.5612309067969716,,,,,,,15.642,,,,
69,K00332,,,0.592827311924594,,,,,,,15.517500000000002,,,,
70,K00333,,,0.5602679631782669,,,,,,,18.3855,,,,
71,K00334,,,0.6052378476356031,,,,,,,98.0125,,,,
72,K00337,,,0.596,,,,,,,10.2063,,,,
73,K00338,,,0.5950609954523113,,,,,,,92.4968,,,,
74,K00339,,,0.6185044646198264,,,,,,,22.7115,,,,
75,K00340,,,0.5663091269286885,,,,,,,112.03989999999999,,,,
76,K00343,,,0.577949835024484,,0.201,,,,,10.103200000000001,,52.0189,,
77,K00344,,,0.599677859680613,,,,,,,98.83649999999999,,,,
78,K00355,,,0.622,,,,,,,3.7041,,,,
79,K00363,,,0.6380440432672885,,,,,,,19.0276,,,,
80,K00365,,,0.5539999999999999,,,,,,,6.4946,,,,
81,K00375,,,0.67,,,,,,,4.9307,,,,
82,K00384,,,0.5757169226348315,,,,,,,10.2293,,,,
83,K00389,,,0.6027369809981519,,,,,,,63.3367,,,,
84,K00390,,,0.5772447941981709,,,,,,,47.7846,,,,
85,K00395,,,0.5840337757317868,,,,,,,7.434200000000001,,,,
86,K00406,,,0.6023561099081745,,,,,,,30.744400000000002,,,,
87,K00411,,,0.6301679394038723,,,,,,,13.052299999999999,,,,
88,K00412,,,0.5891623425821645,,0.2789999999999999,,,,,9.6944,,49.7794,,
89,K00413,,,0.6277976205118384,,,,,,,5.3149,,,,
90,K00424,,,0.636,,,,,,,3.0593,,,,
91,K00425,,,0.6024124685238565,,,,,,,566.3795,,,,
92,K00426,,,0.6103873297800825,,,,0.5823796868364511,,,437.79260000000005,,,,8.227699999999999
93,K00428,,,0.6145641089783612,,,,,,,125.98749999999998,,,,
94,K00432,,,0.6053700359137171,,,,,,,67.985,,,,
95,K00433,,,0.5961564034859128,,,,,,,179.92680000000001,,,,
96,K00446,,,0.6231352904983545,,,,,,,49.4051,,,,
97,K00448,,,0.6327581732185491,,,,,,,6.8222000000000005,,,,
98,K00449,,,0.6022660463064032,,,,,,,34.5097,,,,
99,K00450,,,0.6458098250359772,,,,,,,71.25769999999999,,,,
100,K00451,,,0.6416938392680092,,,,,,,115.61849999999998,,,,
101,K00452,,,0.5965600774491288,,,,,,,20.2531,,,,
102,K00453,,,0.5919490788020807,,,,,,,82.11789999999999,,,,
103,K00456,,,0.5535840372647757,,,,,,,29.646,,,,
104,K00457,,,0.6406519037415135,,,,,,,117.06089999999998,,,,
105,K00459,,0.6629999999999999,0.6536169118303624,,,,,,2.2106,172.3037,,,,
106,K00463,,,0.568,,,,,,,2.7509,,,,
107,K00469,,,0.5357811994673214,,,,,,,17.8329,,,,
108,K00480,,,0.621,,,,,,,5.36,,,,
109,K00481,,,0.579,,,,,,,13.8602,,,,
110,K00483,,,0.611,,,,,,,7.3024,,,,
111,K00486,,,0.5489999999999999,,,,,,,2.9766,,,,
112,K00496,,,0.6809999999999999,,,,,,,3.3349,,,,
113,K00500,,,0.6008163423601224,,,,,,,7.3916,,,,
114,K00507,,,0.5951106477729133,,,,,,,208.71180000000004,,,,
115,K00518,,,0.6295866180435248,,,,,,,34.3084,,,,
116,K00525,,,0.6196954966987479,,,,,,,76.4517,,,,
117,K00528,,,0.586,,,,,,,3.6995,,,,
118,K00537,,,0.6311269476854423,,,,,,,5.7734000000000005,,,,
119,K00540,,,0.6197478744886886,,,,0.628,,,229.23169999999996,,,,1.7111
120,K00544,,,0.6844095181538715,,,,,,,46.836600000000004,,,,
121,K00548,,,0.6273060328685477,,,,,,,193.45420000000001,,,,
122,K00549,,0.552,0.6308229211235187,,,,0.5579999999999999,,5.0302,754.8643,,,,3.2486
123,K00554,,,0.6553630642599977,,,,,,,72.09500000000001,,,,
124,K00558,,,0.6889729640056043,,,,,,,12.3169,,,,
125,K00560,,,0.6374985054108628,,0.541,,,,,53.9626,,2.8411,,
126,K00563,,,0.7171106796538695,,,,,,,6.803800000000001,,,,
127,K00564,,,0.6882275575375801,,,,,,,8.3328,,,,
128,K00566,,,0.6337327896604402,,,,,,,8.9807,,,,
129,K00567,,,0.5911439093342581,,,,,,,30.480700000000002,,,,
130,K00570,,,0.6389831339387398,,,,,,,16.4639,,,,
131,K00573,,,0.6409870424632905,,,,,,,195.19479999999996,,,,
132,K00574,,,0.6197052056020401,,,,,,,105.2835,,,,
133,K00575,,,0.626,,,,,,,5.3124,,,,
134,K00588,,,0.5933902640937776,,,,,,,33.642199999999995,,,,
135,K00594,,,0.54,,,,,,,5.4054,,,,
136,K00596,,,0.6767220101541426,,,,,,,22.4546,,,,
137,K00598,,,0.6216626169184716,,0.617,,,,,61.1772,,3.5748,,
138,K00600,,,0.6359014226523769,,0.588,,,,,260.31850000000003,,1.6937,,
139,K00602,,,0.6308727453562312,,,,,,,219.66199999999998,,,,
140,K00603,,,0.616726520060788,,,,,,,14.3278,,,,
141,K00604,,,0.603141240832096,,,,,,,15.2913,,,,
142,K00605,,,0.6095131061046556,,,,,,,25.9368,,,,
143,K00606,,0.5900799558072796,0.634161848095167,,,,,,5.6753,166.1246,,,,
144,K00609,,,0.6305822880870757,,,,,,,33.3604,,,,
145,K00611,,,0.5988567572332248,,,,,,,15.0471,,,,
146,K00612,,,0.61,,,,,,,6.8984,,,,
147,K00613,,,0.547,,,,,,,6.6481,,,,
148,K00615,,,0.5958832903847219,,,,,,,60.859500000000004,,,,
149,K00616,,,0.5783065755124777,,,,,,,58.22729999999999,,,,
150,K00619,,,0.5970269482635489,,,,,,,16.4358,,,,
151,K00620,,,0.6125057999938414,,,,,,,47.649,,,,
152,K00625,,,0.5774958602268856,,,,,,,7.7011,,,,
153,K00626,,,0.6521201283537382,,,,,,,417.30699999999996,,,,
154,K00635,,,0.6696942732194641,,,,0.7165370923993745,,,244.08469999999997,,,,4.5164
155,K00640,,,0.6107901360780346,,,,,,,94.52459999999998,,,,
156,K00641,,,0.6351954025571128,,,,,,,266.5779,,,,
157,K00643,,,0.6402630631115345,,,,,,,16.8821,,,,
158,K00645,,,0.616475962312679,,,,,,,16.4432,,,,
159,K00648,,,0.5945376593510904,,,,,,,36.1203,,,,
160,K00655,,,0.6394226113196094,,,,,,,182.35479999999998,,,,
161,K00657,,,0.5829256921717605,,,,0.573,,,57.173700000000004,,,,2.1121
162,K00661,,,0.584112348846293,,,,,,,4.8735,,,,
163,K00662,,,0.5808548067095407,,,,0.529,,,7.9205,,,,1.7735
164,K00663,,,0.6864651058393539,,,,,,,11.6683,,,,
165,K00666,,,0.67,,,,,,,9.0422,,,,
166,K00672,,,0.6,,,,,,,5.0765,,,,
167,K00673,,,0.598,,,,,,,2.7211,,,,
168,K00674,,,0.6794949201359445,,,,,,,67.146,,,,
169,K00675,,,0.586,,,,,,,4.3803,,,,
170,K00677,,,0.609201145683462,,,,,,,84.07360000000001,,,,
171,K00682,,,0.6814505596053315,,,,0.645,,,22.3691,,,,4.6742
172,K00683,,,0.5647212960816991,,,,,,,19.0042,,,,
173,K00684,,,0.6585471706415703,,,,,,,22.8241,,,,
174,K00688,0.5748380409081931,0.555,0.5768592383158694,,,,,12.5756,6.2121,570.3980000000001,,,,
175,K00694,,,0.5711775662668419,,,,,,,14.8977,,,,
176,K00700,,,0.5763326286934752,,,,,,,108.8993,,,,
177,K00703,,,0.6033703886420424,,,,,,,149.7238,,,,
178,K00705,,,0.5755299569965049,,,,,,,12.072000000000001,,,,
179,K00720,,,0.5724669048978812,,,,,,,124.2729,,,,
180,K00721,,,0.6335414142578977,,,,,,,18.8383,,,,
181,K00729,,,0.575692535601696,,,,,,,8.4139,,,,
182,K00748,,,0.6174913576721364,,,,,,,31.0148,,,,
183,K00754,,,0.578,,,,,,,15.8242,,,,
184,K00759,,,0.6174007319506755,,,,,,,104.86019999999999,,,,
185,K00760,,,0.5695253898551805,,,,,,,101.74189999999999,,,,
186,K00761,,,0.6920981517197836,,,,,,,12.3032,,,,
187,K00762,,,0.6224122755631599,,,,,,,86.25079999999998,,,,
188,K00763,,,0.6584378554255732,,,,,,,79.0248,,,,
189,K00764,,,0.6245465016963372,,,,,,,196.28719999999998,,,,
190,K00765,,,0.6494432231081908,,,,,,,41.9767,,,,
191,K00766,,,0.6669049878258307,,0.638,,,,,160.6998,,2.3514,,
192,K00767,,,0.6445863436417024,,,,,,,11.9625,,,,
193,K00768,,,0.7180291696697496,,,,,,,49.1891,,,,
194,K00769,,,0.6474101672874727,,,,,,,19.9007,,,,
195,K00772,,,0.631293077704283,,,,,,,16.2349,,,,
196,K00773,,,0.6028559166374179,,,,,,,44.2654,,,,
197,K00782,,,0.6450255631785055,,,,,,,12.730699999999999,,,,
198,K00783,,,0.6245644422904454,,,,,,,69.85419999999999,,,,
199,K00784,,,0.6193830681760952,,,,,,,75.8655,,,,
200,K00788,,,0.6368549793128107,,,,,,,48.865300000000005,,,,
201,K00789,,,0.6201489483562036,,,,,,,411.4694000000002,,,,
202,K00790,,,0.6524769747483539,,,,,,,134.8032,,,,
203,K00791,,,0.5829942219652431,,,,,,,13.307699999999999,,,,
204,K00793,,,0.6310159444260852,,,,,,,116.11280000000001,,,,
205,K00794,,0.601,0.6425159395514619,,,,0.539,,3.1149,72.90430000000003,,,,3.5753
206,K00795,,,0.617,,,,,,,7.8629,,,,
207,K00796,,,0.5848322287360537,,,,,,,22.427400000000006,,,,
208,K00797,,,0.5605561199672426,,,,,,,48.855,,,,
209,K00798,,,0.6588016072031128,,,,,,,59.63049999999999,,,,
210,K00799,,,0.6055856092233248,,,,,,,390.61729999999994,,,,
211,K00800,,,0.6595669509232288,,0.573,,,,,73.7273,,3.5279,,
212,K00801,,,0.6203311947196551,,,,,,,7.3488,,,,
213,K00803,,,0.7652328155672689,,,,,,,12.849799999999998,,,,
214,K00806,,,0.602,,,,,,,6.8251,,,,
215,K00808,,,0.624,,,,,,,4.9754,,,,
216,K00809,,,0.580129221684335,,,,,,,12.2193,,,,
217,K00812,,,0.597,,,,,,,10.7828,,,,
218,K00817,,,0.535,,,,,,,3.9042,,,,
219,K00820,,,0.6109819058797294,,,,,,,265.3312,,,,
220,K00826,,,0.647135983878933,,,,,,,38.714999999999996,,,,
221,K00831,,,0.609333288912091,,,,,,,69.4853,,,,
222,K00833,,,0.642,,,,,,,4.2421,,,,
223,K00845,,,0.595,,,,,,,3.3965,,,,
224,K00848,,,0.5489999999999999,,,,,,,4.0485,,,,
225,K00849,,,0.575,,,,,,,4.8562,,,,
226,K00851,,,0.6325399479898083,,,,,,,55.6286,,,,
227,K00852,,,0.5804531713030183,,,,,,,23.3435,,,,
228,K00853,,,0.5770000000000001,,,,,,,4.3365,,,,
229,K00854,,,0.635,,,,,,,5.5844,,,,
230,K00857,,,0.6005168030259724,,,,,,,55.12689999999999,,,,
231,K00858,,,0.6437102338266958,,,,,,,168.01500000000001,,,,
232,K00859,,,0.6196900553873589,,,,,,,81.25909999999999,,,,
233,K00864,,,0.5752629827094732,,,,,,,12.6159,,,,
234,K00865,,,0.6689381851296957,,,,,,,32.9933,,,,
235,K00867,,,0.6215350913784391,,,,,,,20.8115,,,,
236,K00872,,,0.649,,,,,,,4.268,,,,
237,K00873,,,0.6261485511834664,,,,,,,160.09619999999998,,,,
238,K00874,,,0.565,,,,,,,6.3842,,,,
239,K00876,,,0.5720000000000001,,,,,,,4.4022,,,,
240,K00878,,,0.649,,,,,,,3.6428,,,,
241,K00883,,,0.5760000000000001,,,,,,,2.3652,,,,
242,K00886,,,0.6054296025140792,,,,,,,17.6231,,,,
243,K00887,,,0.618603735174686,,,,,,,8.873899999999999,,,,
244,K00891,,,0.6347288288788044,,,,,,,39.1561,,,,
245,K00912,,,0.6169284445188679,,,,,,,41.3474,,,,
246,K00919,,,0.6470521342584635,,,,,,,62.1282,,,,
247,K00925,,,0.604330291457878,,,,,,,180.0151999999999,,,,
248,K00926,,,0.7247805127906054,,,,,,,35.6556,,,,
249,K00927,,,0.6271951334857209,,,,,,,182.88749999999993,,,,
250,K00930,,,0.6760587617890135,,,,,,,45.0397,,,,
251,K00936,,,0.6223833286265461,,,,0.5160649576358087,,,59.4393,,,,10.829
252,K00937,,,0.56754790937265,,,,,,,10.5653,,,,
253,K00939,,,0.6064615179626637,,,,,,,41.9526,,,,
254,K00940,,,0.5904130658302047,,,,,,,72.0641,,,,
255,K00941,,,0.706,,,,,,,3.3712,,,,
256,K00942,,,0.6120860221521541,,,,,,,36.497699999999995,,,,
257,K00943,,,0.6216679252092051,,,,,,,56.8157,,,,
258,K00945,,,0.6220570081995206,,,,0.551,,,104.2661,,,,2.0903
259,K00946,,,0.6583043364352053,,,,,,,35.0674,,,,
260,K00948,,,0.6239945110572148,,0.506,,,,,311.8993,,1.8908,,
261,K00949,,,0.547,,,,,,,3.0563,,,,
262,K00950,,,0.5981289714942759,,,,,,,66.2315,,,,
263,K00954,,,0.5937602566445074,,,,,,,145.0294,,,,
264,K00957,,,0.6262370762257018,,,,,,,125.2703,,,,
265,K00958,,,0.5863291910618587,,,,,,,15.935200000000002,,,,
266,K00962,,,0.5974063194823924,,,,,,,37.197399999999995,,,,
267,K00963,,,0.6209507544981796,,,,,,,65.65820000000001,,,,
268,K00965,,,0.5812057072575386,,,,,,,10.1539,,,,
269,K00969,,,0.6027269344784759,,,,,,,52.4279,,,,
270,K00971,,,0.5918405336701773,,,,,,,129.6921,,,,
271,K00973,,,0.5379234261539714,,,,,,,12.744900000000001,,,,
272,K00974,,,0.5589999999999999,,,,,,,3.9988,,,,
273,K00975,,,0.5769206484665012,,,,,,,119.474,,,,
274,K00978,,,0.5142851100897997,,,,,,,6.2088,,,,
275,K00979,,,0.6187633061977622,,,,,,,15.173,,,,
276,K00981,,,0.6062058419418571,,,,,,,103.8516,,,,
277,K00982,,,0.7085673710025377,,,,,,,38.7918,,,,
278,K00986,,,0.5781221381320162,,0.519,,,,,4029.162700000001,,5.4713,,
279,K00989,,,0.6736761690112439,,,,,,,95.14829999999999,,,,
280,K00990,,,0.6133154093693439,,,,,,,81.81259999999999,,,,
281,K00991,,,0.6174527202814248,,,,,,,15.7187,,,,
282,K00992,,,0.593,,,,,,,3.3437,,,,
283,K00995,,,0.608,,,,,,,3.6471,,,,
284,K00997,,,0.6205964274180638,,,,,,,59.5681,,,,
285,K01000,,,0.5994505957710448,,,,,,,36.214600000000004,,,,
286,K01003,,,0.6509999999999999,,,,,,,5.5266,,,,
287,K01004,,,0.6162731862342282,,,,,,,6.9382,,,,
288,K01005,,,0.6629438404726743,,,,,,,139.1632,,,,
289,K01006,,,0.6155392113039914,,,,,,,78.94789999999999,,,,
290,K01008,,,0.5981069047605114,,,,,,,70.50469999999999,,,,
291,K01011,,,0.6476841123997604,,,,,,,8.062000000000001,,,,
292,K01012,,,0.6555440735542752,,,,,,,39.295899999999996,,,,
293,K01023,,,0.5360729870576879,,,,,,,11.7612,,,,
294,K01032,,,0.634,,,,,,,5.7885,,,,
295,K01039,,,0.6297683446999383,,,,,,,48.4751,,,,
296,K01040,,,0.6548888137630623,,,,,,,90.98610000000001,,,,
297,K01042,,,0.646613339145953,,,,,,,43.8707,,,,
298,K01046,,,0.6297720310335531,,,,,,,16.2295,,,,
299,K01048,,,0.6426534666806861,,,,,,,13.881599999999999,,,,
300,K01053,,,0.5959157506731246,,,,,,,63.2354,,,,
301,K01055,,,0.6072295491186398,,,,,,,21.304299999999998,,,,
302,K01056,,,0.6246717723350013,,,,,,,105.93260000000001,,,,
303,K01057,,,0.6049802362231329,,,,,,,94.88159999999999,,,,
304,K01060,,,0.718,,,,,,,6.3084,,,,
305,K01061,,,0.6160554232157359,,,,,,,441.29949999999997,,,,
306,K01066,,,0.6791781814386457,,,,,,,19.9026,,,,
307,K01068,,,0.711,,,,,,,3.487,,,,
308,K01069,,,0.6062061935530418,,,,,,,109.8939,,,,
309,K01070,,,0.6202903521591883,,,,,,,5.5112000000000005,,,,
310,K01075,,,0.539,,,,,,,6.7566,,,,
311,K01077,,,0.652,,,,0.62,,,3.2067,,,,3.153
312,K01079,,,0.7221742453660474,,,,,,,49.2899,,,,
313,K01087,,,0.667,,,,,,,3.4606,,,,
314,K01091,,,0.587264398174802,,,,,,,57.61739999999999,,,,
315,K01092,,,0.6114935913454723,,,,,,,27.747100000000003,,,,
316,K01095,,,0.6043350409612396,,,,,,,76.338,,,,
317,K01104,,,0.6611205907251105,,,,,,,17.9974,,,,
318,K01113,,,0.6213034355789139,,,,,,,35.7534,,,,
319,K01114,,0.544,0.6058798439936113,,,,,,2.5291,175.2379,,,,
320,K01118,,,0.5859024807979135,,,,,,,100.1855,,,,
321,K01126,,,0.6047529109191639,,,,,,,54.1649,,,,
322,K01129,,,0.6213573992748929,,,,,,,89.4376,,,,
323,K01142,,,0.585,,,,,,,9.1598,,,,
324,K01151,,,0.6301166588127222,,,,,,,86.4941,,,,
325,K01154,,,0.5333190489519186,,,,,,,14.312300000000002,,,,
326,K01159,,,0.6567737717976757,,,,,,,133.4235,,,,
327,K01160,,,0.5987745209612015,,,,0.578,,,8.518799999999999,,,,6.0464
328,K01166,,,0.5944551255090668,,,,,,,9.9604,,,,
329,K01167,,,0.606,,,,,,,3.5512,,,,
330,K01174,,,0.656654346992623,,,,,,,7.662599999999999,,,,
331,K01178,,,0.5963633135881032,,,,,,,14.1371,,,,
332,K01179,0.5670000000000001,,0.6081739550375523,,,,,3.6394,,35.553,,,,
333,K01181,,,0.5788574073423934,,,,,,,30.7025,,,,
334,K01183,,,0.574,,,,,,,2.9365,,,,
335,K01185,,,0.49450841178652055,,,,0.5557949908551119,,,7.3355,,,,11.3509
336,K01194,,,0.5836252356439364,,,,,,,17.5434,,,,
337,K01201,,,0.5889944735583919,,,,,,,12.7048,,,,
338,K01206,,,0.5621235042061793,,,,,,,273.63880000000006,,,,
339,K01207,,,0.6141077359543502,,,,,,,45.523399999999995,,,,
340,K01209,,,0.5882004414813807,,,,,,,68.50200000000001,,,,
341,K01224,,,0.547,,,,,,,5.0768,,,,
342,K01233,,,0.53,,,,,,,2.0639,,,,
343,K01239,,,0.6050225188728143,,0.6778495452488886,,0.595,,,198.98980000000003,,9.1357,,5.5381
344,K01241,,,0.6851499993945647,,,,,,,14.915700000000001,,,,
345,K01246,,,0.5908021093318013,,,,,,,264.77970000000005,,,,
346,K01247,,,0.6484041758651184,,,,,,,70.4914,,,,
347,K01251,,0.74,0.6000319505879916,,,,,,8.2975,321.6035999999999,,,,
348,K01255,,,0.5861765931794997,,,,,,,17.2716,,,,
349,K01258,,,0.6,,,,,,,5.5796,,,,
350,K01259,,,0.6636355371951536,,,,,,,67.57679999999999,,,,
351,K01265,,,0.6306000271563759,,,,,,,192.05290000000002,,,,
352,K01266,,0.6629999999999999,0.6268160851783685,,,,,,1.8809,161.12590000000003,,,,
353,K01267,,,0.746,,,,,,,7.1811,,,,
354,K01273,,,0.6109290414655892,,,,,,,196.27009999999999,,,,
355,K01283,,,0.5781926277400351,,,,,,,59.3086,,,,
356,K01286,,,0.5872963073617161,,,,,,,29.0425,,,,
357,K01295,,,0.6400550801130253,,,,,,,21.3793,,,,
358,K01297,,,0.5952321608647508,,,,0.579,,,69.142,,,,2.3226
359,K01299,,,0.6692989353188993,,,,,,,20.3397,,,,
360,K01302,,,0.5673790822461541,,,,,,,16.2506,,,,
361,K01303,,,0.5805733263602706,,,,,,,15.0839,,,,
362,K01304,,,0.6432822021785293,,,,0.66,,,14.7372,,,,3.2133
363,K01337,,,0.544,,,,,,,2.9255,,,,
364,K01354,,,0.701,,,,,,,10.8916,,,,
365,K01356,,,0.6403492542490522,,,,,,,114.44250000000001,,,,
366,K01358,,,0.617709426817752,,,,0.584,,,373.12589999999983,,,,1.4717
367,K01372,,,0.6669630380563291,,,,,,,59.956500000000005,,,,
368,K01406,,,0.6959999999999998,,,,,,,4.0048,,,,
369,K01409,,,0.667925188532164,,,,,,,133.16349999999997,,,,
370,K01419,,,0.5978650329556132,,,,,,,114.90820000000002,,,,
371,K01420,,,0.636,,,,,,,2.3459,,,,
372,K01423,,,0.5821860065701207,,,,,,,43.3525,,,,
373,K01424,,,0.5985387114637997,,,,,,,65.21560000000001,,,,
374,K01425,,,0.5736050606126479,,,,,,,42.080999999999996,,,,
375,K01426,,,0.6383753809357096,,,,,,,189.55769999999998,,,,
376,K01428,,,0.58,,,,,,,5.7473,,,,
377,K01429,,,0.6065995989425016,,,,,,,39.0657,,,,
378,K01430,,,0.5793627063042239,,,,,,,31.172599999999996,,,,
379,K01432,,,0.6232813577078387,,,,,,,10.6112,,,,
380,K01433,,,0.5642564698810304,,,,,,,46.783500000000004,,,,
381,K01434,,,0.5657412709232778,,,,,,,11.981200000000001,,,,
382,K01439,,,0.701,,,,,,,3.7372,,,,
383,K01443,,,0.6413931112175433,,,,,,,75.34999999999998,,,,
384,K01444,,,0.564,,,,,,,3.1377,,,,
385,K01447,,,0.6275287727499383,,,,,,,27.2943,,,,
386,K01448,,,0.6144514920183141,,,,0.6022985950366104,,,186.35809999999998,,,,6.0007
387,K01449,,,0.6508152562582424,,,,,,,9.9688,,,,
388,K01455,,,0.641268170049392,,,,,,,48.16310000000001,,,,
389,K01457,,,0.6355873759600926,,,,,,,7.2594,,,,
390,K01458,,,0.6362505270230081,,,,,,,28.9852,,,,
391,K01459,,,0.639,,,,,,,8.5951,,,,
392,K01462,,,0.599120512925879,,,,,,,213.13120000000004,,,,
393,K01463,,,0.5879751828095496,,,,,,,33.878,,,,
394,K01464,,,0.6216856124085904,,,,,,,15.2994,,,,
395,K01465,,,0.616,,,,,,,5.757,,,,
396,K01466,,,0.6804008011315743,,,,,,,9.775500000000001,,,,
397,K01470,,,0.5962440309196813,,,,,,,110.42240000000001,,,,
398,K01474,,,0.603,,,,,,,3.4141,,,,
399,K01476,,,0.6075826605682959,,,,,,,36.3738,,,,
400,K01477,,,0.6822235754405208,,,,,,,45.490300000000005,,,,
401,K01478,,,0.691563833646147,,,,,,,66.9291,,,,
402,K01480,,,0.6960036679650684,,,,,,,16.3089,,,,
403,K01482,,,0.6588775999224338,,,,,,,25.5836,,,,
404,K01483,,,0.6784813849874911,,,,0.541,,,23.4238,,,,2.2519
405,K01485,,,0.6334184036481844,,,,,,,35.4835,,,,
406,K01488,,,0.5519553534681779,,,,,,,23.280900000000003,,,,
407,K01489,,,0.6002750056657825,,,,,,,82.06469999999999,,,,
408,K01493,,,0.5684674926603401,,,,,,,13.8845,,,,
409,K01494,,,0.5894260394227689,,,,,,,114.66260000000001,,,,
410,K01495,,,0.5970065178626816,,,,,,,190.25279999999995,,,,
411,K01496,,,0.6275596427925659,,,,,,,61.326499999999996,,,,
412,K01497,,,0.6505225748493408,,,,,,,122.1412,,,,
413,K01500,,,,,,,0.555,,,,,,,2.339
