,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Varidnaviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Varidnaviria,gene_countsUnclassified
53,K00341,,,,0.29600000000000004,,,,,,8.5092,,
54,K00343,,,0.645,,,,,,6.8,,,
55,K00344,,,0.6185583578537073,,,,,,6.096,,,
56,K00363,,,0.664,,,,,,2.9769,,,
57,K00368,,,0.5589999999999999,,,,,,1.5526,,,
58,K00371,,,0.5870000000000002,,,,,,4.2422,,,
59,K00384,,,0.5920000000000001,,,,,,7.0229,,,
60,K00389,,,0.6242449608772055,,,0.701,,,8.3158,,,3.3823
61,K00390,,,0.6242528945327777,,,,,,19.1431,,,
62,K00395,,,0.585,,,,,,9.8313,,,
63,K00406,,,0.6187014670269381,,,,,,12.8207,,,
64,K00407,,,0.606,,,,,,1.7548,,,
65,K00411,,,0.6269734889191633,,,,,,56.6347,,,
66,K00412,,,0.6083919613867608,0.304,,,,,39.3082,8.4238,,
67,K00413,,,0.6312875010910528,,,,,,61.8209,,,
68,K00425,,,0.6406420883693706,,,,,,90.60780000000001,,,
69,K00426,,,0.6466240319333741,,,0.6446231989300438,,,54.5571,,,7.9392
70,K00428,,,0.6141656138543448,,,,,,19.642400000000002,,,
71,K00432,,,0.5734503645494511,,,,,,16.3767,,,
72,K00433,,,0.6499526893205112,,,,,,55.197799999999994,,,
73,K00446,,,0.6923725301920287,,,,,,13.8413,,,
74,K00448,,,0.647,,,,,,6.0791,,,
75,K00449,,,0.6387514685481172,,,,,,49.434999999999995,,,
76,K00450,,,0.6410982788230727,,,,,,26.330699999999997,,,
77,K00451,,,0.6614205001656838,0.637,,,,,62.6168,3.199,,
78,K00452,,,0.64,,,,,,6.8119,,,
79,K00453,,,0.663058314758196,,,,,,14.171199999999999,,,
80,K00457,,,0.5724252924190921,,,,,,38.7375,,,
81,K00459,,,0.6729836481631649,,,,,,69.4447,,,
82,K00480,,,0.605,,,,,,4.7011,,,
83,K00496,,,0.6899683660850366,,,,,,10.576,,,
84,K00507,,,0.6431331543988492,,,,,,72.35189999999999,,,
85,K00518,,,0.642,,,,,,10.3225,,,
86,K00525,,,0.6415475864711444,,,,,,104.7383,,,
87,K00526,,,0.5870000000000001,,,,,,4.2509,,,
88,K00528,,,0.64,,,,,,11.7193,,,
89,K00537,,,0.623809736519624,,,,,,11.5085,,,
90,K00540,,,0.6535364100873898,,,,,,62.08410000000001,,,
91,K00544,,,0.669,,,,,,4.7203,,,
92,K00548,,,0.6409223305459356,,,,,,139.2885,,,
93,K00549,,,0.6293946892421537,,,,,,347.4856000000001,,,
94,K00554,,,0.636415913512355,,,,,,41.0568,,,
95,K00560,,,0.6189086144265661,,,,,,81.00829999999999,,,
96,K00564,,,0.7088698755385399,,,,,,5.8886,,,
97,K00567,,,0.6629835719317826,,,,,,15.1198,,,
98,K00569,,,0.613,,,,,,2.2327,,,
99,K00570,,,0.6552506537943611,,,,,,19.0049,,,
100,K00573,,,0.652557711512546,,,,,,52.37120000000001,,,
101,K00574,,,0.6568069829253661,,,,,,43.8834,,,
102,K00588,,,0.561,,,,,,2.775,,,
103,K00598,,,0.6739144640974082,,,,,,13.063199999999998,,,
104,K00600,,,0.6535285663840649,,,,,,142.16490000000002,,,
105,K00602,,,0.6432853416073717,,,,,,108.5494,,,
106,K00605,,,0.664,,,,,,3.7381,,,
107,K00606,,,0.6497851950542699,,,,,,66.34930000000001,,,
108,K00609,,,0.6708266770165789,,,,,,30.5733,,,
109,K00611,,,0.6668911604617827,,,,,,23.296100000000003,,,
110,K00615,,,0.664,,,,,,10.374,,,
111,K00616,,,0.6254158056565965,,,,,,19.253,,,
112,K00620,,,0.5932795521916876,,,,,,4.6468,,,
113,K00626,,,0.6668632683318888,,,,,,131.00320000000002,,,
114,K00635,,,0.6745108299611793,,,,,,80.507,,,
115,K00640,,0.664,0.6576626102066762,,,,,6.2371,26.6727,,,
116,K00641,,,0.6389521058514697,,,,,,125.03840000000002,,,
117,K00645,,,0.614,,,,,,3.1859,,,
118,K00648,,,0.6263388581723373,,,,,,8.6884,,,
119,K00655,,,0.6180800491481068,,,,,,15.7663,,,
120,K00657,,,0.7040000000000001,,,,,,3.0175,,,
121,K00673,,,0.6409999999999998,,,,,,2.7584,,,
122,K00674,,,0.692417387154009,,,,,,51.8144,,,
123,K00677,,,0.6212712932279844,,,,,,26.399,,,
124,K00682,,,0.6940000000000001,,,,,,8.6329,,,
125,K00684,,,0.6466971712805528,,,,,,20.5085,,,
126,K00688,,,0.6197863920365759,,,,,,154.10980000000004,,,
127,K00700,,,0.682785768027103,,,,,,22.7254,,,
128,K00703,,,0.6253768494867866,,,,,,27.844800000000003,,,
129,K00705,,,0.605,,,,,,3.5668,,,
130,K00720,,,0.6661873661655205,,,,,,6.7263,,,
131,K00721,,,0.752,,,,,,4.5576,,,
132,K00728,,,0.675,,,,,,5.9961,,,
133,K00748,,,0.654784108749029,,,,,,5.894500000000001,,,
134,K00759,,,0.6496415528677079,,,,,,30.1534,,,
135,K00760,,,0.6278287832361487,,,,,,32.6412,,,
136,K00762,,,0.6551977436580007,,,,,,21.4393,,,
137,K00763,,,0.6786488388000257,,,,,,19.2363,,,
138,K00764,,,0.6784394130235407,,,,,,70.22999999999999,,,
139,K00765,,,0.6649436957487156,,,,,,56.2732,,,
140,K00766,,,0.6417310911292615,,,,,,53.4329,,,
141,K00767,,,0.6948279355456286,,,,,,11.282399999999999,,,
142,K00768,,,0.7195586218800673,,,,,,10.7225,,,
143,K00769,,,0.6497948155389367,,,,,,17.3881,,,
144,K00773,,,0.6516606377759608,,,,,,16.9431,,,
145,K00782,,,0.408,,,,,,2.417,,,
146,K00783,,,0.6469329825966829,,,0.4886528199303244,,,38.0638,,,7.0419
147,K00784,,,0.6747050674438974,,,,,,21.2597,,,
148,K00788,,,0.7455105426631021,,,,,,4.8968,,,
149,K00789,,,0.6468968625698197,,,,,,311.72710000000006,,,
150,K00790,,,0.6494603243419268,,,,,,86.0903,,,
151,K00791,,,0.588,,,,,,2.648,,,
152,K00793,,,0.6544713507894089,,,,,,17.1458,,,
153,K00794,,,0.6380341084556771,,,,,,45.8209,,,
154,K00796,,,0.654,,,,,,4.1552,,,
155,K00797,,,0.6409518200950891,,,,,,7.9001,,,
156,K00798,,,0.6729061588631092,,,0.621,,,46.543299999999995,,,3.1156
157,K00799,,,0.6257919707995656,,,,,,245.34390000000002,,,
158,K00800,,,0.6805016433867538,,,,,,39.540400000000005,,,
159,K00801,,,0.7049999999999998,,,,,,2.6063,,,
160,K00808,,,0.609,,,,,,9.2164,,,
161,K00809,,,0.599187322199499,,,,,,15.5806,,,
162,K00820,,,0.6426223411835311,,,,,,42.391,,,
163,K00826,,,0.6890000000000001,,,,,,6.6645,,,
164,K00831,,,0.6289521437219862,,,,,,7.1199,,,
165,K00851,,,0.6533061458273339,,,,,,21.9733,,,
166,K00856,,,0.6,,,,,,4.3445,,,
167,K00857,,,0.6615762185005243,,,,,,15.131499999999999,,,
168,K00858,,,0.6634466087985014,,,,,,47.970299999999995,,,
169,K00859,,,0.6662856580163715,,,,,,18.7867,,,
170,K00865,,,0.7464977887893198,,,0.758,,,16.006700000000002,,,3.6961
171,K00867,,,0.6280215074638195,,,,,,23.7499,,,
172,K00868,,,0.637,,,,,,9.35,,,
173,K00873,,,0.6526328359880126,,,,,,118.0378,,,
174,K00876,,,0.322,,,,,,2.2792,,,
175,K00882,,,0.7340000000000001,,,,,,4.1811,,,
176,K00883,,,0.644,,,,,,2.5172,,,
177,K00886,,,0.6709674168671189,,,,,,9.1879,,,
178,K00891,,0.728,0.6608656551116207,,,,,4.3362,34.6114,,,
179,K00899,,,0.654,,,,,,2.5891,,,
180,K00912,,,0.7124024414401335,,,,,,4.191,,,
181,K00919,,,0.6418362886308169,,,,,,22.135399999999997,,,
182,K00925,,,0.6211591514919245,,,,,,37.830400000000004,,,
183,K00926,,,0.6576457259980358,,,,,,11.3478,,,
184,K00927,,,0.65301072043791,,,,,,145.83869999999996,,,
185,K00930,,,0.6346567317044293,,,,,,16.4396,,,
186,K00936,0.599,0.638,0.563838307640559,,,,3.0027,2.8807,39.077299999999994,,,
187,K00937,,,0.6363779048836314,,,,,,38.896,,,
188,K00939,,,0.6543242549982967,,,,,,29.0432,,,
189,K00940,,,0.607546482407454,,,,,,22.9722,,,
190,K00942,,,0.6275216074852394,,,,,,14.848600000000001,,,
191,K00943,,,0.6622267411775571,,,,,,19.3072,,,
192,K00945,,,0.694698787405848,,,,,,33.19520000000001,,,
193,K00946,,,0.6736238977049757,,,,,,22.0815,,,
194,K00948,,,0.6335719987975166,,,,,,162.95420000000001,,,
195,K00950,,,0.6813313670099249,,,,,,39.143299999999996,,,
196,K00954,,,0.6269361500481496,,,,,,46.1428,,,
197,K00957,,,0.6568870093577835,,,,,,117.65450000000001,,,
198,K00958,,,0.6940000000000001,,,,,,7.8807,,,
199,K00962,,,0.6443723389209347,,,,,,71.5916,,,
200,K00965,,,0.7070000000000001,,,,,,5.8417,,,
201,K00969,,,0.6369917106270876,,,,,,12.705400000000001,,,
202,K00971,,,0.6279128264893268,,,,,,46.88380000000001,,,
203,K00973,,,0.6364293523093796,,,,,,15.942400000000001,,,
204,K00975,,,0.6259573609955369,,,,,,21.7086,,,
205,K00978,,,0.693,,,,,,5.618,,,
206,K00979,,,0.6536074342682513,,,,,,9.5247,,,
207,K00981,,,0.6776062820937223,,,,,,35.66589999999999,,,
208,K00982,,,0.663446756916816,,,,,,10.4408,,,
209,K00986,,0.55,0.5976940655447782,,,,,4.2915,497.7424,,,
210,K00989,,,0.6962898211739171,,,,,,24.615299999999998,,,
211,K00990,,,0.6461313095804485,,,,,,47.779,,,
212,K00995,,,0.6667753675680409,,,,,,7.201499999999999,,,
213,K00997,,,0.6414826411926398,,,,,,18.5869,,,
214,K01000,,,0.606,,,,,,5.7718,,,
215,K01005,,,0.6715879736857912,,,,,,14.8829,,,
216,K01008,,,0.6193495092524217,,,,,,11.0079,,,
217,K01012,,,0.6739803866389883,,,,,,64.6083,,,
218,K01023,,,0.46099999999999997,,,,,,2.5986,,,
219,K01026,,,0.682,,,,,,5.4482,,,
220,K01039,,,0.6356336706502939,,,,,,6.5082,,,
221,K01040,,,0.7303992164162253,,,,,,7.4067,,,
222,K01042,,,0.597,,,,,,1.9917,,,
223,K01047,,,0.5589999999999999,,,,,,2.9313,,,
224,K01048,,,0.6348739200161133,,,,,,10.2011,,,
225,K01051,,,0.6318727725058484,,,0.532,,,5.256500000000001,,,3.4146
226,K01053,,,0.5954489476184387,,,,,,10.4148,,,
227,K01055,,,0.588,,,,,,4.4283,,,
228,K01056,,,0.6321084704043232,,,,,,44.3055,,,
229,K01057,,,0.5914765264018175,,,,,,7.1011,,,
230,K01060,,,0.6809999999999999,,,,,,3.9415,,,
231,K01061,,,0.6433613295206916,,,,,,111.45640000000002,,,
232,K01069,,,0.6716635064867802,,,,,,29.5794,,,
233,K01070,,,0.6263247224470205,,,,,,13.584399999999999,,,
234,K01075,,,0.5963217089516047,,,,,,15.050699999999999,,,
235,K01079,,,0.6723786552336888,,,,,,11.512699999999999,,,
236,K01082,,,0.7140000000000001,,,,,,2.6352,,,
237,K01091,,,0.6204053966965206,,,,,,15.256600000000002,,,
238,K01095,,,0.59566340829508,,,,,,9.5358,,,
239,K01104,,,0.67,,,,,,3.36,,,
240,K01113,,,0.6210227517296119,,,,,,42.3876,,,
241,K01114,,,0.607783405575452,,,,,,21.988,,,
242,K01118,,,0.6479704193014753,,,,,,21.8778,,,
243,K01126,,,0.664,,,,,,3.1716,,,
244,K01129,,,0.6474745892623108,,,,,,20.6878,,,
245,K01141,,,0.624,,,,,,2.5393,,,
246,K01151,,,0.726,,,,,,3.0993,,,
247,K01159,,,0.6855930046109769,,,0.6890000000000001,,,75.99159999999999,,,2.1711
248,K01174,,,0.6672187902953829,,,0.6557678679663357,,,17.3544,,,4.3774999999999995
249,K01179,,,0.652,,,,,,2.6809,,,
250,K01181,,,0.6188298996197704,,,,,,7.2795000000000005,,,
251,K01206,,,0.5730757429050759,,,,,,40.43269999999999,,,
252,K01209,,,0.5924642266898122,0.706,,,,,38.471999999999994,3.1529,,
253,K01218,,,0.66,,,,,,5.8182,,,
254,K01239,,,0.6786061754292894,,,,,,7.1654,,,
255,K01241,,,0.675,,,,,,2.9457,,,
256,K01246,,,0.6169554034268115,,,,,,65.01910000000001,,,
257,K01247,,,0.64146386223355,,,,,,9.4347,,,
258,K01251,,,0.6173466826618422,,,,,,342.94679999999994,,,
259,K01256,,,0.617,,,,,,9.7679,,,
260,K01259,,,0.6412955857086432,,,,,,14.308800000000002,,,
261,K01265,,,0.6479064608053583,,,,,,113.87749999999998,,,
262,K01266,,,0.6748976894628002,,,,,,33.8548,,,
263,K01273,,,0.6312706851363968,,,,,,31.7276,,,
264,K01283,,,0.6119025717749319,,,,,,19.020699999999998,,,
265,K01297,,,0.6648595598503848,,,,,,15.800400000000002,,,
266,K01304,,,0.6195697133338214,,,,,,4.4772,,,
267,K01356,,,0.67051598877584,,,,,,33.5167,,,
268,K01358,,,0.6339718249947307,,,,,,128.18969999999996,,,
269,K01406,,,0.6178165432799322,,,0.635,,,56.356199999999994,,,3.1382
270,K01409,,,0.6734145425217051,,,,,,52.842899999999986,,,
271,K01419,,,0.6622746050646016,,,,,,55.5506,,,
272,K01420,,,0.6,,,,,,4.9583,,,
273,K01423,,,0.5905283224136849,,,,,,11.084600000000002,,,
274,K01424,,,0.7759999999999999,,,,,,3.6281,,,
275,K01425,,,0.6439624098960274,,,,,,29.284,,,
276,K01426,,,0.6692005496588428,,,,,,17.905099999999997,,,
277,K01429,,,0.6207678686636008,,,,,,15.234200000000001,,,
278,K01432,,,0.6496020933396248,,,,,,12.606199999999998,,,
279,K01433,,,0.6113225518728939,,,,,,9.9567,,,
280,K01443,,,0.6892400818828425,,,,,,10.4315,,,
281,K01447,,,0.6017257866590503,,,,,,11.446200000000001,,,
282,K01448,,,0.6366849242926763,,,,,,81.036,,,
283,K01449,,,0.6488335537226497,,,,,,7.672,,,
284,K01455,,,0.632088557617656,,,,,,20.898,,,
285,K01458,,,0.6649176497717767,,,,,,20.642699999999998,,,
286,K01462,,,0.6216256410826843,,,,,,43.7225,,,
287,K01470,,,0.5965952216398093,,,,,,32.6532,,,
288,K01476,,,0.6093662182280466,,,,,,7.180199999999999,,,
289,K01477,,,0.6945853577086503,,,,,,11.1917,,,
290,K01478,,,0.6558154964864976,,,,,,8.831,,,
291,K01480,,,0.7409255805685875,,,,,,9.626100000000001,,,
292,K01482,,,0.7390000000000002,,,,,,2.6617,,,
293,K01483,,,0.6512887712835729,,,,,,12.931600000000001,,,
294,K01485,,,0.6239945419530989,,,,,,7.59,,,
295,K01489,,,0.6728591397188768,,,0.5,,,6.1813,,,2.827
296,K01493,,,0.723,,,,,,6.8235,,,
297,K01494,,,0.6099546217888987,0.57,,,,,49.6465,7.9075,,
298,K01495,,,0.6385026956151235,,,,,,100.48049999999999,,,
299,K01496,,,0.6520286486287953,,,,,,11.8148,,,
300,K01497,,,0.6344331134073267,,,,,,35.2138,,,
301,K01507,,,0.6471260176545302,,,,,,64.52159999999999,,,
302,K01512,,,0.6716725228112175,,,,,,7.3767,,,
303,K01520,,,0.6225622689052616,,,,,,12.512300000000002,,,
304,K01521,,,,,,0.616,,,,,,2.8081
305,K01523,,,0.6467170991226247,,,,,,17.9969,,,
306,K01524,,,0.6989278857026934,,,,,,22.023200000000003,,,
307,K01525,,,0.6348169338584337,,,,,,9.0291,,,
308,K01545,,,0.5528133509459275,,,0.6290874241462386,,,6.618,,,10.142700000000001
309,K01546,,,0.6152169983107497,,,,,,211.82939999999994,,,
310,K01548,,,0.6186946465458785,,,,,,51.299299999999995,,,
311,K01551,,,0.67839223759505,,,,,,9.9484,,,
312,K01555,,,0.6721485597011398,,,,,,21.465400000000002,,,
313,K01556,,,0.6526457532096842,,,,,,10.1414,,,
314,K01560,,,0.6314644307153718,,,,,,27.437,,,
315,K01561,,,0.6704583737945187,,,,,,18.1236,,,
316,K01569,,,0.6289173018091788,,,,,,10.107700000000001,,,
317,K01574,,,0.6327553398537891,,,,,,19.695700000000002,,,
318,K01575,,,0.5870000000000001,,,,,,2.1002,,,
319,K01579,,,0.572059146809883,,,,,,15.5582,,,
320,K01581,,,0.6990000000000002,,,,,,11.006,,,
321,K01588,,,0.6356319197005208,,,,,,24.450699999999998,,,
322,K01591,,,0.718,,,,,,4.3296,,,
323,K01595,,,0.6464250994993361,,,,,,134.55829999999997,,,
324,K01596,,,0.6804763313685,,,,,,49.6975,,,
325,K01599,,,0.6095354372163757,,,,,,15.386599999999998,,,
326,K01602,,,0.619,,,,,,5.7645,,,
327,K01607,0.632,,0.6445418965020362,,,0.7276611198398074,1.9704,,146.81699999999998,,,6.3703
328,K01610,,,0.6386649248808242,,,,,,136.3788,,,
329,K01611,,,0.614,,,,,,1.7569,,,
330,K01613,,,0.6323813135841264,,,,,,27.356400000000004,,,
331,K01619,,,0.6288364064001111,,,,,,33.2926,,,
332,K01620,,,0.6810241647240879,,,,,,14.3476,,,
333,K01621,,,0.5882777351417002,,,,,,68.6885,,,
334,K01623,,,0.6088942100623675,,,,,,28.718,,,
335,K01624,,,0.6682939703908009,,,,,,43.6647,,,
336,K01626,,,0.6521065049694765,,,,,,145.77029999999993,,,
337,K01627,,,0.6361109501498049,,,,,,48.197599999999994,,,
338,K01633,,,0.6634415582955862,,,,,,7.3445,,,
339,K01637,,,0.6529227339439151,,,,,,58.005,,,
340,K01638,,,0.632781836443504,,,,,,57.37809999999999,,,
341,K01640,,,0.6858099084921723,,,,,,29.9624,,,
342,K01644,,,0.6633935196505832,,,,,,18.2953,,,
343,K01653,,,0.6364598281807361,,,,,,81.9467,,,
344,K01657,,,0.6609999999999999,,,,,,8.1987,,,
345,K01658,,,0.6140688555310053,,,,,,8.4683,,,
346,K01662,,,0.703817034089338,,,,,,15.1978,,,
347,K01666,,,0.6719839464709632,,,,,,16.2033,,,
348,K01673,,,0.6343568347152718,0.6829999999999999,,,,,74.52409999999999,4.321,,
349,K01676,,,0.622,,,,,,22.9383,,,
350,K01689,,,0.6462852455931339,,,,,,158.54500000000002,,,
351,K01695,,,0.6193482257994962,,,0.748,,,44.24819999999999,,,2.9853
352,K01698,,,0.6077656131990659,,,,,,75.3503,,,
353,K01704,,,0.5986636570133544,,,,,,74.6017,,,
354,K01711,,,0.6116763211040137,,,,,,26.4342,,,
355,K01712,,,0.679,,,,,,15.3556,,,
356,K01714,,,0.617,,,,,,9.7427,,,
357,K01716,,,0.5949387117837658,,,,,,20.6139,,,
358,K01719,,,0.6687275015053793,,,0.6742521095968059,,,60.0009,,,6.6828
359,K01721,,,0.6513676496374017,,,,,,15.5532,,,
360,K01724,,,0.6174532948747758,,,,,,35.5509,,,
361,K01725,,,0.6148555959188172,,,,,,32.4206,,,
362,K01726,,,0.6560565037021477,,,,,,4.6776,,,
363,K01733,,,0.6469286665001599,,,,,,28.901500000000002,,,
364,K01734,,,0.6045878062623359,,,,,,5.961600000000001,,,
365,K01735,,,0.6464351839892539,,,,,,12.4747,,,
366,K01736,,,0.6711074257504156,,,,,,39.5105,,,
367,K01737,,,0.6013756936150753,,,,,,39.036699999999996,,,
368,K01749,,,0.6709965494164771,,,,,,34.351600000000005,,,
369,K01752,,,0.6438380961653335,,,,,,41.844,,,
370,K01754,,,0.6562774635938894,,,,,,22.7092,,,
371,K01755,,,0.6806801047482542,,,,,,61.96289999999999,,,
372,K01759,,,0.6326107058340756,,,,,,35.812599999999996,,,
373,K01768,,,0.6275698644185146,,,,,,11.8168,,,
374,K01772,,,0.6198106908282897,,,,,,21.934900000000003,,,
375,K01775,,,0.6629782140525584,,,,,,70.86930000000001,,,
376,K01776,,,0.620191978133294,,,,,,15.952100000000002,,,
377,K01778,,,0.6529369057465831,,,,,,47.7803,,,
378,K01779,,0.591,0.592307176232342,,,0.667,,2.2227,11.4448,,,2.8458
379,K01785,0.726,,0.608494050130308,,,,1.8657,,56.8655,,,
380,K01790,,,0.5104362307703295,,,,,,6.1797,,,
381,K01792,,,0.5789456561897995,,,,,,5.6236999999999995,,,
382,K01793,,,0.5379999999999999,,,,,,4.7512,,,
383,K01799,,,0.6460316285991043,,,,,,7.286899999999999,,,
384,K01800,,,0.6320066513418854,,,,,,16.6994,,,
385,K01802,,,0.6303819252455654,,,,,,14.4314,,,
386,K01803,,,0.6509619988958326,,,,,,37.87179999999999,,,
387,K01804,,,0.6129921417791224,,,,,,11.7223,,,
388,K01807,,,0.6429559740186968,,,,,,40.655300000000004,,,
389,K01808,,,0.61,,,,,,4.4286,,,
390,K01809,,,0.561,,,,,,2.7925,,,
391,K01810,,,0.6441908431400719,,,,,,112.09219999999999,,,
392,K01814,,,0.632,,,,,,8.2204,,,
393,K01816,,,0.6711691804496076,,,,,,18.2477,,,
394,K01821,,,0.6460601522658523,,,0.5770000000000001,,,27.859900000000003,,,3.6512
395,K01822,,,0.6796231002752932,,,,,,8.6584,,,
396,K01823,,,0.606996941081729,,,,,,15.412600000000001,,,
397,K01834,,,0.6499361078031297,,,,,,27.9916,,,
398,K01843,,,0.591,,,,,,5.2189,,,
399,K01845,,,0.6237553081697838,,,,,,8.498000000000001,,,
400,K01849,,,0.56,,,,,,4.5646,,,
401,K01854,,,0.6580469728878572,,,,,,14.930799999999998,,,
402,K01857,,,0.593,,,,,,4.553,,,
403,K01858,,,0.6209072588874207,,,,,,86.0168,,,
404,K01866,,,0.6233476934917229,,,,,,108.225,,,
405,K01867,,,0.6775800067025404,,,,,,47.787000000000006,,,
406,K01868,,,0.6324459244868452,,,,,,217.57350000000002,,,
407,K01869,,,0.6890000000000001,,,,,,8.1364,,,
408,K01870,,,0.6719999999999999,,,,,,8.6442,,,
409,K01872,,,0.6475224901785129,,,,,,107.0096,,,
410,K01874,,,0.6473727922661621,,,,,,10.4238,,,
411,K01875,,,0.661104000090593,,,,,,79.1193,,,
412,K01876,,,0.5670000000000001,,,,,,6.3198,,,
413,K01881,,,0.6343928031111881,,,,,,78.63929999999999,,,
414,K01883,,,0.7140000000000001,,,,,,10.9458,,,
415,K01885,,,0.622,,,,,,8.3639,,,
416,K01887,,,0.6210007202773367,,,,,,73.45309999999999,,,
417,K01889,,,0.632079900843518,,,,,,114.9085,,,
418,K01890,,,0.6753008190060822,,,,,,28.4619,,,
419,K01892,,,0.584,,,,,,3.7359,,,
420,K01902,,,0.6409999999999999,,,,,,3.6465,,,
421,K01912,,,0.6414329348579976,,,,,,56.49360000000001,,,
422,K01915,,,0.6341227997969424,,,,,,591.4024999999999,,,
423,K01918,,,0.6113852612118702,,,,,,28.6691,,,
424,K01919,,,0.6443238174506671,,,,,,88.1818,,,
425,K01920,,,0.6448173109115422,,,,,,63.31280000000001,,,
426,K01921,,,0.6287618604440272,,,,,,32.4171,,,
427,K01923,,,0.6106452667234377,,,,,,78.6351,,,
428,K01926,,,0.6851314630504056,,,,,,37.109899999999996,,,
429,K01933,,,0.6712331902479904,,,,,,44.516999999999996,,,
430,K01934,,,0.654004202014066,,,,,,32.6794,,,
431,K01935,,,0.6862052906339373,,,,,,8.797600000000001,,,
432,K01937,,0.4,0.6248611056027813,,,,,2.5542,183.25230000000002,,,
433,K01939,,,0.6573960105245344,,,,,,114.0465,,,
434,K01940,,,0.6361229456713127,,,,,,122.25970000000001,,,
435,K01945,,,0.6783780928250398,,,,,,57.203500000000005,,,
436,K01951,,,0.6480530876983897,,,,,,117.7654,,,
437,K01953,,0.636,0.6174939836066832,,,,,3.3011,85.03869999999999,,,
438,K01963,,,0.632,,,,,,11.5314,,,
439,K01971,,,0.6448463542574583,,,,,,21.0022,,,
440,K01972,,,0.6428287186288563,,,,,,121.5529,,,
441,K01975,,,0.6277108309762255,,,0.8290000000000001,,,14.7283,,,3.5408
442,K01990,,,0.6722182060337704,,,,,,21.7391,,,
443,K01991,,,0.5705442156570376,,,0.621,,,24.875,,,2.1755
444,K01992,,,0.5748459764774105,,,,,,36.069500000000005,,,
445,K01995,,,0.624,,,,,,5.977,,,
446,K01996,,,0.6533467069233778,,,,,,11.7301,,,
447,K01997,,,0.6256190122454807,,,,,,100.6661,,,
