,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_countsUnclassified
41,K00793,,,0.6187986654498506,,,,8.301400000000001,
42,K00794,,,0.72,,,,2.6176,
43,K00798,,,0.743,,,,2.5025,
44,K00799,,,0.674,,,,2.6375,
45,K00820,,,0.6859145569620252,,,,7.2897,
46,K00858,,,0.6257068621624519,,,,10.6958,
47,K00865,,,0.5820000000000001,,,,3.6877,
48,K00873,,,0.563,,,,4.0802,
49,K00912,,,0.539,,,,4.1528,
50,K00927,,,0.551,,,,4.7106,
51,K00937,,,0.68,,,,4.9428,
52,K00943,,,0.5992033137908457,,,,11.1291,
53,K00945,,,0.674,,,,3.5714,
54,K00948,,,0.5919390064029624,,,,6.1658,
55,K00957,,,0.7040000000000001,,,,5.1841,
56,K00971,,,0.593,,,,6.2135,
57,K00975,,,0.537,,,,4.3333,
58,K00982,,,0.58,,,,4.4668,
59,K00986,,,0.644,,,,2.6521,
60,K00989,,,0.578,,,,5.9903,
61,K00997,,,0.609,,,,2.2725,
62,K01008,,,0.542,,,,3.8068,
63,K01023,,,0.545,,,,4.1506,
64,K01061,,,0.721,,,,2.7955,
65,K01077,,,0.5429999999999999,,,,4.4494,
66,K01151,,,0.5820000000000001,,,,4.5935,
67,K01159,,,0.7190000000000001,,,,5.0253,
68,K01247,,,0.589,,,,4.8479,
69,K01251,,,0.5497265623534973,,,,10.1711,
70,K01266,,,0.593,,,,5.2342,
71,K01273,,,0.58,,,,1.6797,
72,K01409,,,0.7440000000000001,,,,3.8783,
73,K01448,,,0.579536360029037,,,,12.8622,
74,K01462,,,0.551,,,,2.6749,
75,K01470,,,0.581,,,,4.0848,
76,K01478,,,0.6920000000000001,,,,3.8944,
77,K01500,,,0.541,,,,2.4325,
78,K01521,,,0.581,,,,1.6171,
79,K01551,,,0.612,,,,5.4636,
80,K01555,,,0.586,,,,3.792,
81,K01588,,,0.569,,,,3.9244,
82,K01595,,,0.7114383470358351,,,,11.124199999999998,
83,K01613,,,0.5379999999999999,,,,1.4014,
84,K01619,,,0.5760000000000001,,,,3.9835,
85,K01620,,,0.638897310517422,,,,7.7151,
86,K01621,,,0.649,,,,8.6508,
87,K01625,,,0.598,,,,3.9096,
88,K01637,,,0.563,,,,5.277,
89,K01638,,,0.6508547948251376,,,,16.435200000000002,
90,K01640,,,0.551,,,,4.8674,
91,K01686,,,0.688,,,,2.7053,
92,K01695,,,0.7253383510625605,,,,6.8704,
93,K01711,,,0.5429999999999999,,,,2.988,
94,K01712,,,0.5539999999999999,,,,5.8932,
95,K01719,,,0.561,,,,3.5201,
96,K01724,,,0.62,,,,5.0062,
97,K01745,,,0.586,,,,3.8117,
98,K01754,,,0.604,,,,4.5181,
99,K01755,,,0.523,,,,3.7438,
100,K01775,,,0.703,,,,3.2736,
101,K01776,,,0.6990000000000001,,,,3.4711,
102,K01778,,,0.62,,,,2.9091,
103,K01779,,,0.52,,,,2.7352,
104,K01803,,,0.557,,,,2.5908,
105,K01866,,,0.516,,,,4.1289,
106,K01875,,,0.695,,,,3.3493,
107,K01887,,,0.6369649601284443,,,,7.4984,
108,K01889,,,0.63364923591341,,,,9.945,
109,K01890,,,0.721,,,,3.4552,
110,K01892,,,0.564,,,,5.0156,
111,K01915,,,0.6453914243531914,,,,18.533700000000003,
112,K01923,,,0.555,,,,4.5204,
113,K01933,,,0.575,,,,5.007,
114,K01934,,0.526,,,,2.4931,,
115,K01937,,,0.544,,,,4.3232,
116,K01940,,,0.6044902025203577,,,,8.1208,
117,K01951,,,0.6383523210520072,,,,8.030100000000001,
118,K01953,,,0.6122952166172767,,,,18.6538,
119,K01962,,,0.593,,,,3.9911,
120,K01971,,,0.691,,,,3.321,
121,K01972,,,0.6518890405752007,,,,16.5891,
122,K01975,,,0.6413585884126917,,,,6.8588000000000005,
123,K02004,,,0.594480622299053,,,,66.39829999999999,
124,K02015,,,0.6730747769017725,,,,9.2106,
125,K02029,,,0.5870000000000001,,,,3.5413,
126,K02039,,,0.588,,,,5.7072,
127,K02066,,,0.628967172293632,,,,10.1354,
128,K02067,,,0.669,,,,4.625,
129,K02113,,,0.7199999999999999,,,,3.8537,
130,K02171,,,0.721,,,,4.4576,
131,K02242,,,0.575,,,,2.8018,
132,K02257,,,0.5846844205384342,,,,7.534800000000001,
133,K02259,,,0.6890000000000001,,,,4.2585,
134,K02277,,,0.604,,,,3.2488,
135,K02314,,,0.6920000000000001,,,,2.6328,
136,K02316,,,0.6092479519462535,,,,6.536300000000001,
137,K02338,,,0.57,,,,4.2872,
138,K02341,,,0.762,,,,3.7581,
139,K02343,,,0.604,,,,4.2199,
140,K02357,,,0.534,,,,4.1946,
141,K02372,,,0.5786040625311277,,,,7.091600000000001,
142,K02377,,,0.574,,,,5.1824,
143,K02380,,,0.706,,,,3.7778,
144,K02492,,,0.584,,,,2.6617,
145,K02518,,,0.514,,,,4.723,
146,K02520,,,0.6709999999999999,,,,5.6994,
147,K02527,,,0.726,,,,4.4431,
148,K02533,,,0.6890000000000001,,,,4.747,
149,K02536,,,0.5589999999999999,,,,3.3008,
150,K02563,,,0.59,,,,4.1247,
151,K02600,0.561,,,,3.9497,,,
152,K02601,,,0.532,,,,5.3388,
153,K02638,,,0.638,,,,2.8374,
154,K02687,,,0.578,,,,4.7217,
155,K02784,,,0.579,,,,3.8488,
156,K02834,,,0.6110793145510655,,,,7.2773,
157,K02863,,,0.677,,,,3.2617,
158,K02864,,,0.5820000000000001,,,,1.4696,
159,K02867,,,0.5957461710736403,,,,9.793800000000001,
160,K02871,,,0.5579999999999999,,,,6.0476,
161,K02886,,,0.584,,,,7.1625,
162,K02895,,,0.6017958598662274,,,,8.0287,
163,K02906,,,0.552,,,,3.3681,
164,K02926,,,0.5710000000000001,,,,5.8946,
165,K02931,,,0.669,,,,13.2675,
166,K02935,,,0.595,,,,5.6741,
167,K02939,,,0.5810238935424973,,,,11.0731,
168,K02946,,,0.5901606091444356,,,,7.659599999999999,
169,K02948,,,0.6483661389374875,,,,16.7718,
170,K02950,,,0.6970000000000001,,,,2.1117,
171,K02952,,,0.551,,,,4.723,
172,K02959,,,0.634,,,,1.8891,
173,K02967,,,0.54,,,,5.3246,
174,K02982,,,0.735,,,,10.4758,
175,K02990,,,0.52,,,,5.084,
176,K02994,,,0.56,,,,4.0465,
177,K03040,,,0.579,,,,3.3857,
178,K03060,,,0.562,,,,3.3458,
179,K03077,,,0.74,,,,4.5924,
180,K03088,,,0.6195628707175722,,,,32.8044,
181,K03092,,,,0.726,,,,2.0093
182,K03111,,,0.58,,,,5.084,
183,K03147,,,0.6890000000000001,,,,10.2087,
184,K03149,,,0.584,,,,3.0355,
185,K03150,,,0.599,,,,3.2053,
186,K03177,,,0.56,,,,4.3196,
187,K03217,,,0.631,,,,4.3758,
188,K03270,,,0.6970000000000001,,,,4.2138,
189,K03273,,,0.5720000000000001,,,,4.2899,
190,K03282,,,0.536,,,,3.7594,
191,K03299,,,0.6885882516752737,,,,6.0133,
192,K03301,,,0.574,,,,3.6418,
193,K03406,,,0.740548345452191,,,,8.424700000000001,
194,K03411,,,0.736,,,,2.6718,
195,K03438,,,0.602,,,,5.0584,
196,K03439,,,0.556,,,,3.8214,
197,K03457,,,0.579,,,,3.6882,
198,K03466,,,0.6285782310865142,,,,27.054100000000002,
199,K03496,,,0.6118661540006831,,,,8.3524,
200,K03517,,,0.6230906812750877,,,,5.8993,
201,K03521,,,0.6970000000000001,,,,4.8654,
202,K03522,,,0.7222082857457475,,,,10.4735,
203,K03523,,,0.737,,,,3.181,
204,K03526,,,0.6406469068146597,,,,14.1293,
205,K03527,,,0.6249317588409277,,,,10.6536,
206,K03531,,,0.7070000000000001,,,,7.4951,
207,K03536,,,0.6829999999999999,0.621,,,2.1368,5.2944
208,K03543,,,0.6990000000000001,,,,4.7533,
209,K03544,,,0.6534364997638396,,,,37.733200000000004,
210,K03545,,,0.7037250035892281,,,,5.4811,
211,K03550,,,0.6323080894439758,,,,8.814599999999999,
212,K03551,,,0.619421000999019,,,,12.365400000000001,
213,K03553,,,0.5629532098423744,,,,8.6526,
214,K03556,,,0.755,,,,9.2165,
215,K03559,,,0.5178832685441921,,,,8.779900000000001,
216,K03561,,,0.639,,,,4.4276,
217,K03570,,,0.5756958768995841,,,,4.3818,
218,K03584,,,0.539,,,,6.1385,
219,K03589,,,0.5660000000000001,,,,4.157,
220,K03590,,,0.6447763861717962,,,,8.3039,
221,K03593,,,0.5927725762771999,,,,9.372,
222,K03601,,,0.6382969980685105,,,,6.0794999999999995,
223,K03602,,,0.6920000000000001,,,,2.3491,
224,K03628,,,0.6122897834855678,,,,25.6445,
225,K03630,,,0.574,,,,5.6532,
226,K03635,,,0.686475568407535,,,,6.050599999999999,
227,K03639,,,0.568,,,,4.7871,
228,K03640,,,0.649,,,,2.2478,
229,K03644,,,0.6690000000000002,,,,3.3603,
230,K03650,,,0.7002034590188121,,,,6.1133,
231,K03665,,,0.618,,,,3.7728,
232,K03671,,,0.693,,,,2.3706,
233,K03684,,,0.5720000000000001,,,,4.3545,
234,K03698,,,0.5806952429744121,,,,7.3286999999999995,
235,K03742,,,0.574,,,,3.9092,
236,K03743,,,0.574,,,,3.9092,
237,K03744,,,0.579,,,,4.1719,
238,K03753,,,0.698,,,,4.1786,
239,K03781,,,0.6404053223971032,,,,10.7177,
240,K03783,,,0.687,,,,4.0522,
241,K03809,,,0.674,,,,1.5453,
242,K03832,,,,0.5539999999999999,,,,3.6829
243,K03924,,,0.6668318932334673,,,,16.965400000000002,
244,K03977,,,0.556,,,,3.9339,
245,K03979,,,0.5379999999999999,,,,3.9532,
246,K04062,,,,0.667,,,,3.5228
247,K04063,,,0.5760000000000001,,,,3.6418,
248,K04066,,,0.6171269789121079,,,,7.7799,
249,K04069,,,0.662,,,,3.2874,
250,K04074,,,0.728,,,,1.9423,
251,K04075,,,0.728,,,,4.8559,
252,K04077,,,0.6469670700463354,,,,55.1537,
253,K04083,,,0.644,,,,1.633,
254,K04096,,,0.6122514445830693,,,,7.7118,
255,K04757,,,0.7340000000000001,,,,1.4901,
256,K05807,,,0.6920000000000001,,,,4.1811,
257,K05838,,,0.693,,,,2.3706,
258,K05845,,,0.534,,,,4.8086,
259,K05873,,,0.5770000000000001,,,,2.2907,
260,K05979,,,0.7190000000000001,,,,4.778,
261,K06006,,,0.6890000000000001,,,,2.3911,
262,K06015,,,0.6910000000000001,,,,4.6037,
263,K06024,,,0.584,,,,5.0382,
264,K06048,,,0.573,,,,6.7175,
265,K06153,,,0.654,,,,2.3848,
266,K06167,,,0.7190000000000001,,,,3.5313,
267,K06187,,,0.5820000000000001,,,,4.3391,
268,K06207,,,0.552,,,,6.4936,
269,K06213,,,0.602,,,,3.1684,
270,K06215,,,0.711,,,,13.69,
271,K06217,,,0.642,,,,8.2587,
272,K06381,,,0.705,,,,2.591,
273,K06402,,,0.608,,,,7.7222,
274,K06442,,,0.59,,,,5.0719,
275,K06861,,,0.562,,,,3.7141,
276,K06888,,,0.7051009655851016,,,,14.548100000000002,
277,K06920,,,0.5760000000000001,,,,4.3016,
278,K06976,,,0.736,,,,3.6439,
279,K06997,,,0.58,,,,3.6323,
280,K06999,,,0.5720000000000001,,,,3.9823,
281,K07001,,,0.706,,,,2.9313,
282,K07018,,,0.69,,,,2.9125,
283,K07020,,,0.55,,,,4.2892,
284,K07029,,,0.544,,,,6.1006,
285,K07032,,,0.684,,,,2.4892,
286,K07052,,,0.5541244942396978,,,,7.308,
287,K07056,,,0.745,,,,3.9153,
288,K07058,,,0.6115597861175478,,,,7.5106,
289,K07089,,,0.664,,,,3.2589,
290,K07107,,,0.598,,,,3.7061,
291,K07152,,,0.544,,,,3.8926,
292,K07165,,,,0.6779999999999999,,,,3.0489
293,K07220,,,0.556,,,,3.7588,
294,K07240,,,0.6096956787277196,,,,11.228100000000001,
295,K07243,,,0.57,,,,3.2965,
296,K07304,,,0.5975321108668589,,,,7.2508,
297,K07339,,,0.6030000000000001,,,,2.7619,
298,K07340,,,0.562,,,,1.4963,
299,K07391,,,0.5579999999999999,,,,4.0586,
300,K07397,,,0.599,,,,2.7011,
301,K07458,,,0.503,,,,4.8509,
302,K07462,,,0.6402278825328453,,,,8.6844,
303,K07482,,,0.743,,,,3.0842,
304,K07486,,,0.6543387347478294,,,,58.9426,
305,K07492,,,0.7170000000000001,,,,6.0152,
306,K07493,,,0.648,,,,3.1341,
307,K07494,,,0.7067860276563782,,,,8.738800000000001,
308,K07497,,,0.6661744973569399,,,,18.881600000000002,
309,K07566,,,0.5379999999999999,,,,3.9244,
310,K07568,,,0.5843224796459876,,,,10.8495,
311,K07636,,,0.5489999999999999,,,,4.4008,
312,K07735,,,0.5920000000000001,,,,4.3838,
313,K07793,,,0.645,,,,2.908,
314,K08303,,,,0.638,,,,2.0048
315,K08316,,,0.737,,,,1.3363,
316,K08482,,,0.6579999999999999,,,,4.4689,
317,K08602,,,0.542,,,,3.0902,
318,K08963,,,0.7370000000000001,,,,4.6163,
319,K08984,,,0.6559999999999999,,,,2.4941,
320,K08998,,,0.568,,,,5.2944,
321,K08999,,,0.5589999999999999,,,,4.6099,
322,K09013,,,0.679,,,,6.428,
323,K09014,,,0.63,,,,11.3668,
324,K09117,,,0.674,,,,3.6931,
325,K09165,,,0.526,,,,3.8307,
326,K09166,,,0.557,,,,2.8744,
327,K09748,,,0.539,,,,1.4707,
328,K09774,,,0.5820000000000001,,,,5.2267,
329,K09778,,,0.5429999999999999,,,,3.1218,
330,K09903,,,0.593,,,,4.2527,
331,K09966,,,0.564,,,,4.803,
332,K09973,,,0.55,,,,4.7615,
333,K09992,,,0.627,,,,2.3394,
334,K10106,,,0.57,,,,3.4227,
335,K10800,,,0.591,,,,4.4633,
336,K10947,,,0.565,,,,4.774,
337,K10979,,,0.560383394209736,,,,9.2411,
338,K11175,,,0.748,,,,5.9347,
339,K11752,,,0.595,,,,4.9211,
340,K13075,,,0.7090000000000002,,,,6.3646,
341,K13292,,,0.547,,,,4.1516,
342,K13628,,,0.575,,,,5.3788,
343,K13993,,,0.647,,,,3.4511,
344,K14742,,,0.7190000000000001,,,,2.7803,
345,K16079,,,0.536,,,,5.6707,
346,K16203,,,0.669,,,,4.4497,
347,K17103,,,0.56,,,,6.069,
348,K17609,,,0.5720000000000001,,,,4.5226,
349,K17733,,,0.575,,,,3.4436,
350,K17762,,,0.65,,,,2.555,
351,K18682,,,0.6959999999999998,,,,3.4564,
352,K18843,,,0.5851649590929244,,,,6.1537,
353,K18979,,,0.541,,,,2.9765,
354,K19405,,,0.5539999999999999,,,,5.3873,
355,K19689,,,0.509,,,,4.0471,
356,K19710,,,0.539,,,,2.3923,
357,K20523,,,0.595,,,,3.067,
358,K21310,,,0.509,,,,3.5889,
359,K21572,,,0.655,,,,3.3657,
360,K21700,,,0.561,,,,5.075,
361,K21929,,,0.6101488582766066,,,,9.226099999999999,
362,K22278,,,0.7090000000000001,,,,4.5471,
363,K22451,,,0.6779999999999999,,,,2.7314,
364,K22736,,,,0.685,,,,1.3535
365,K22737,,,0.598,,,,4.9568,
366,K23424,,,0.555,,,,4.1617,
367,K23518,,,0.7120000000000001,,,,3.7949,
