,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj environmental samples,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts environmental samples,gene_counts unclassified viruses,gene_countsUnclassified
71,K00626,,,0.6576369496776785,,,,,,,,25.863599999999998,,,,,
72,K00635,,,0.6916928495606783,,,,,,,,13.6727,,,,,
73,K00640,,,0.658377493738639,,,,,,,,8.2562,,,,,
74,K00641,,,0.6507488680846657,,,,,,,,29.227699999999995,,,,,
75,K00657,,,0.53,,,,,,,,1.5714,,,,,
76,K00661,,,0.619,,,,,,,,4.2057,,,,,
77,K00674,,,0.636,,,,,,,,7.5024,,,,,
78,K00677,,,0.5396707920158776,,,,,,,,5.734,,,,,
79,K00688,,,0.6199487172726984,,,,,,,,67.5487,,,,,
80,K00700,,,0.6534674118612946,,,,,,,,25.9253,,,,,
81,K00703,,,0.706,,,,,,,,4.5126,,,,,
82,K00759,,,0.6851874958307587,,,,,,,,8.8812,,,,,
83,K00760,,,0.705,,,,,,,,2.0062,,,,,
84,K00762,,,0.6997152192298354,,,,,,,,6.0212,,,,,
85,K00764,,,0.6731558588585063,,,,,,,,28.4647,,,,,
86,K00765,,,0.701,,,,,,,,4.3971,,,,,
87,K00766,,,0.7430998573466479,,,,,,,,6.6348,,,,,
88,K00783,,,0.5902509007955016,,,,,,,,4.4104,,,,,
89,K00784,,,0.6876270821977564,,,,,,,,4.7901,,,,,
90,K00789,,,0.6584923903319898,,,,,,,,55.866099999999996,,,,,
91,K00791,,,0.611,,,,,,,,2.7507,,,,,
92,K00793,,,0.664,,,,,,,,2.6474,,,,,
93,K00794,,,0.6679420787576981,,,,,,,,9.1419,,,,,
94,K00798,,,0.685,,,,,,,,2.0321,,,,,
95,K00799,,,0.6376322390832246,,,,,,,,59.0038,,,,,
96,K00800,,,0.568,,,,,,,,2.7339,,,,,
97,K00808,,,0.6245149139680022,,,,,,,,14.0537,,,,,
98,K00809,,,0.6870000000000002,,,,,,,,5.5967,,,,,
99,K00826,,,0.6829999999999999,,,,,,,,4.2736,,,,,
100,K00831,,,0.6150873045601398,,,,,,,,8.5107,,,,,
101,K00851,,,0.728,,,,,,,,4.6216,,,,,
102,K00857,,,0.667,,,,,,,,3.3154,,,,,
103,K00858,,,0.6987649292193897,,,,,,,,7.204599999999999,,,,,
104,K00859,,,0.6013176841236537,,,,,,,,5.8112,,,,,
105,K00865,,,0.41300000000000003,,,,,,,,1.6879,,,,,
106,K00867,,,0.617,,,,,,,,3.5582,,,,,
107,K00873,,,0.6749693420490476,,,,,,,,19.764899999999997,,,,,
108,K00925,,,0.657,,,,,,,,7.0072,,,,,
109,K00926,,,0.6799087573707155,,,,,,,,9.0994,,,,,
110,K00927,,,0.6470018013817838,,,,,,,,28.1386,,,,,
111,K00930,,,0.665,,,,,,,,4.6581,,,,,
112,K00931,,,0.725,,,,,,,,5.206,,,,,
113,K00936,,,0.5958507904408215,,,,,,,,9.9656,,,,,
114,K00937,,,0.628,,,,,,,,11.0447,,,,,
115,K00940,,,0.6474347901052151,,,,,,,,9.2577,,,,,
116,K00942,,,0.556,,,,,,,,2.9361,,,,,
117,K00943,,,0.685124969546579,,,,,,,,5.2204,,,,,
118,K00945,,,0.713,,,,,,,,1.9712,,,,,
119,K00948,,,0.6797558390896228,,,,,,,,64.14240000000001,,,,,
120,K00949,,,0.662,,,,,,,,9.0033,,,,,
121,K00950,,,0.677,,,,,,,,4.2952,,,,,
122,K00954,,,0.637,,,,,,,,3.9787,,,,,
123,K00957,,,0.636,,,,,,,,8.2719,,,,,
124,K00958,,,0.672,,,,,,,,6.2367,,,,,
125,K00962,,,0.6759999999999999,,,,,,,,14.5554,,,,,
126,K00963,,,0.693,,,,,,,,3.5801,,,,,
127,K00969,,,0.6959473266538837,,,,,,,,13.7144,,,,,
128,K00971,,,0.640449581594722,,,,,,,,5.3718,,,,,
129,K00975,,,0.603,,,,,,,,3.3567,,,,,
130,K00981,,,0.6665738849379704,,,,,,,,12.9575,,,,,
131,K00982,,,0.6447802159875521,,,,,,,,9.0519,,,,,
132,K00986,,,0.6028221793774193,,,,,0.5489999999999999,,,207.4462,,,,,7.7825
133,K00990,,,0.638336825892481,,,,,,,,16.9534,,,,,
134,K01000,,,0.6384782128832863,,,,,,,,22.3711,,,,,
135,K01005,,,0.6719192791452387,,,,,0.657,,,7.4138,,,,,3.4795
136,K01012,,,0.6920000000000001,,,,,,,,2.4151,,,,,
137,K01032,,,0.6729999999999999,,,,,,,,5.4959,,,,,
138,K01039,,,0.674,,,,,,,,3.2161,,,,,
139,K01040,,,0.608,,,,,,,,2.877,,,,,
140,K01046,,,0.684,,,,,,,,2.7656,,,,,
141,K01056,,,0.7215474915640335,,,,,,,,6.1457999999999995,,,,,
142,K01058,,,0.629,,,,,,,,2.3166,,,,,
143,K01060,,,0.764,,,,,,,,2.7811,,,,,
144,K01061,,,0.6507344317167989,,,,,,,,25.980400000000003,,,,,
145,K01075,,,0.5920000000000001,,,,,,,,3.9162,,,,,
146,K01077,,,0.599,,,,,,,,2.535,,,,,
147,K01079,,,0.634,,,,,,,,5.2321,,,,,
148,K01091,,,0.6969932652536089,,,,,,,,5.7458,,,,,
149,K01095,,,,,,,,0.637,,,,,,,,1.4286
150,K01113,,,0.6256795290935586,,,,,,,,21.5807,,,,,
151,K01114,,,0.6589668840499864,,,,,,,,8.0084,,,,,
152,K01118,,,0.5589999999999999,,,,,,,,2.6661,,,,,
153,K01129,,,0.675,,,,,,,,7.7449,,,,,
154,K01151,,,0.6779999999999999,,,,,,,,4.904,,,,,
155,K01159,,,0.6904789872456117,,,,,,,,14.4355,,,,,
156,K01173,,,0.669,,,,,,,,3.7548,,,,,
157,K01174,,,0.6920000000000001,,,,,,,,2.0459,,,,,
158,K01185,,,0.6309335688182457,,,,,0.5529405987763466,,,6.6769,,,,,8.7869
159,K01206,,,0.5808241521727783,,,,,,,,11.5229,,,,,
160,K01209,,,0.6335519935908575,,,,,,,,9.7455,,,,,
161,K01239,,,0.6997418226561998,,,,,,,,6.6289,,,,,
162,K01241,,,0.6770000000000002,,,,,,,,3.2442,,,,,
163,K01243,,,0.593,,,,,,,,2.1275,,,,,
164,K01246,,,0.6541492990139708,,,,,,,,19.935000000000002,,,,,
165,K01251,,,0.6363628189093673,,,,,,,,33.3213,,,,,
166,K01259,,,0.685,,,,,,,,3.7408,,,,,
167,K01265,,,0.6433313501904411,,,,,,,,20.6394,,,,,
168,K01266,,,,,,,,0.638,,,,,,,,3.7885
169,K01273,,,0.6941207195079688,,,,,,,,8.8073,,,,,
170,K01286,,,0.574,,,,,,,,3.3006,,,,,
171,K01297,,,0.608,,,,,,,,4.8484,,,,,
172,K01304,,,0.553005867595398,,,,,,,,3.9295999999999998,,,,,
173,K01356,,,0.6961029166535568,,,,,,,,4.9215,,,,,
174,K01358,,,0.6213343033198448,,,,,,,,77.06960000000001,,,,,
175,K01409,,,0.56,,,,,,,,1.6736,,,,,
176,K01419,,,0.6630826201801012,,,,,,,,29.6462,,,,,
177,K01425,,,0.6848340478667225,,,,,,,,5.1119,,,,,
178,K01433,,,0.6934631228646874,,,,,,,,8.405000000000001,,,,,
179,K01447,,,0.6464594947327876,,,,,,,,10.8482,,,,,
180,K01448,,,0.5352304451961574,,,,,,,,9.2148,,,,,
181,K01449,,,0.635,,,,,,,,1.9724,,,,,
182,K01455,,,0.6759999999999999,,,,,,,,1.6446,,,,,
183,K01458,,,0.684,,,,,,,,3.1739,,,,,
184,K01462,,,0.6401582209349607,,,,,,,,15.2386,,,,,
185,K01485,,,0.6669964298519432,,,,,,,,4.0869,,,,,
186,K01494,,,0.6107481654534266,,,,,,,,23.9713,,,,,
187,K01495,,,0.6407210879763462,,,,,,,,7.4707,,,,,
188,K01497,,,0.5945486157415653,,,,,,,,11.150500000000001,,,,,
189,K01507,,,0.6409217359825049,,,,,,,,19.03,,,,,
190,K01512,,,0.667,,,,,,,,1.8004,,,,,
191,K01520,,,0.7014494174910755,,,,,,,,6.2242999999999995,,,,,
192,K01545,,,,,,,,0.667,,,,,,,,2.2972
193,K01546,,,0.6438417470803188,,,,,,,,35.927299999999995,,,,,
194,K01548,,,0.6616739751307577,,,,,,,,11.0316,,,,,
195,K01551,,,0.6319623139563803,,,,,,,,13.1806,,,,,
196,K01555,,,0.705,,,,,,,,2.1377,,,,,
197,K01561,,,0.698,,,,,,,,3.2876,,,,,
198,K01569,,,0.6298444099671948,,,,,,,,8.6958,,,,,
199,K01574,,,0.6105674519591523,,,,,,,,8.350000000000001,,,,,
200,K01575,,,0.574,,,,,,,,2.4474,,,,,
201,K01579,,,0.6534450654749585,,,,,,,,7.3883,,,,,
202,K01595,,,0.623815914782484,,,,,,,,12.5974,,,,,
203,K01596,,,0.6752871450535745,,,,,,,,17.4373,,,,,
204,K01607,,,0.6309412436608154,,,,,,,,19.0575,,,,,
205,K01610,,,0.6411389695114345,,,,,,,,37.5613,,,,,
206,K01611,,,0.643,,,,,,,,4.4302,,,,,
207,K01613,,,0.6645798623540297,,,,,,,,12.6058,,,,,
208,K01619,,,0.708,,,,,,,,3.8153,,,,,
209,K01620,,,0.727,,,,,,,,2.5997,,,,,
210,K01621,,,0.6271789354069468,,,,,,,,100.7536,,,,,
211,K01623,,,0.6331357566795522,,,,,,,,25.399600000000003,,,,,
212,K01624,,,0.6950289708125891,,,,,,,,10.1325,,,,,
213,K01626,,,0.6705191122178519,,,,,,,,18.4463,,,,,
214,K01637,,,0.6829999999999999,,,,,,,,3.9745,,,,,
215,K01638,,,0.659587291095565,,,,,,,,18.9098,,,,,
216,K01640,,,0.667,,,,,,,,3.8369,,,,,
217,K01644,,,0.656205109805197,,,,,,,,6.395,,,,,
218,K01653,,,0.6594436985841274,,,,,,,,22.669999999999998,,,,,
219,K01673,,,0.6998701565693407,,,,,,,,3.3623000000000003,,,,,
220,K01686,,,0.612,,,,,,,,2.6316,,,,,
221,K01689,,,0.6473438783651818,,,,,,,,31.2744,,,,,
222,K01695,,,0.638444339766371,,,,,,,,6.0559,,,,,
223,K01698,,,0.6647398751569344,,,,,,,,9.5597,,,,,
224,K01711,,,0.621,,,,,,,,9.818,,,,,
225,K01714,,,0.636,,,,,,,,8.0783,,,,,
226,K01716,,,0.605,,,,,,,,3.6823,,,,,
227,K01724,,,0.6260290779881136,,,,,,,,14.4686,,,,,
228,K01725,,,0.635,,,,,,,,12.547,,,,,
229,K01733,,,0.675,,,,,,,,8.071,,,,,
230,K01736,,,0.6392872902165211,,,,,,,,14.191699999999999,,,,,
231,K01737,,,0.6650753021177275,,,,,,,,10.7299,,,,,
232,K01752,,,0.659,,,,,,,,5.9224,,,,,
233,K01755,,,0.6238811750256968,,,,,,,,11.2259,,,,,
234,K01759,,,0.593,,,,,,,,2.6704,,,,,
235,K01772,,,0.6922772065793815,,,,,,,,4.8529,,,,,
236,K01775,,,0.6866789128064703,,,,,,,,6.0003,,,,,
237,K01776,,,0.6178155589290902,,,,,,,,3.9595000000000002,,,,,
238,K01778,,,0.6946488339863782,,,,,,,,11.0977,,,,,
239,K01779,,,0.552,,,,,,,,2.2186,,,,,
240,K01785,,,0.629190893402986,,,,,,,,7.818299999999999,,,,,
241,K01802,,,0.675,,,,,,,,1.9009,,,,,
242,K01803,,,0.5838612405880242,,,,,,,,5.984,,,,,
243,K01804,,,0.7005794575835789,,,,,,,,7.1392,,,,,
244,K01810,,,0.6458423648487153,,,,,,,,74.1341,,,,,
245,K01816,,,0.618,,,,,,,,4.4757,,,,,
246,K01821,,,0.6437419438027893,,,,,,,,6.5956,,,,,
247,K01823,,,0.675,,,,,,,,2.8778,,,,,
248,K01826,,,0.615,,,,,,,,4.47,,,,,
249,K01834,,,0.6933671094409294,,,,,,,,9.0844,,,,,
250,K01839,,,0.6419999999999999,,,,,,,,2.1646,,,,,
251,K01849,,,0.6811579589981436,,,,,,,,15.3207,,,,,
252,K01858,,,0.6274306967361895,,,,,,,,73.2867,,,,,
253,K01866,,,0.6375891721241453,,,,,,,,40.630599999999994,,,,,
254,K01867,,,0.6390642898437725,,,,,,,,16.1443,,,,,
255,K01868,,,0.6616112169629691,,,,,,,,68.2287,,,,,
256,K01872,,,0.6266739940462654,,,,,,,,36.6117,,,,,
257,K01874,,,0.6286759602976378,,,,,,,,10.8825,,,,,
258,K01875,,,0.6555115446891544,,,,,,,,25.933600000000002,,,,,
259,K01876,,,0.629,,,,,,,,18.6966,,,,,
260,K01881,,,0.6667425472139846,,,,,,,,6.844,,,,,
261,K01887,,,0.679,,,,,,,,6.6277,,,,,
262,K01889,,,0.6620434041489581,,,,,,,,15.2804,,,,,
263,K01890,,,0.621,,,,,,,,2.5284,,,,,
264,K01912,,,0.6569867114982778,,,,,,,,9.270199999999999,,,,,
265,K01915,,,0.643031982958062,,,,,,,,212.93540000000002,,,,,
266,K01918,,,0.62,,,,,,,,1.8641,,,,,
267,K01919,,,0.6729999999999999,,,,,,,,1.3282,,,,,
268,K01920,,,0.6243856443830477,,,,,,,,5.8079,,,,,
269,K01921,,,0.6360074068278139,,,,,,,,4.9906999999999995,,,,,
270,K01923,,,0.6779999999999999,,,,,,,,5.4755,,,,,
271,K01926,,,0.693,,,,,,,,8.2976,,,,,
272,K01934,,,0.5760000000000001,,,,,,,,2.9429,,,,,
273,K01937,,,0.6541517506061847,,,,,,,,91.83059999999999,,,,,
274,K01939,,,0.6986690700896383,,,,,,,,15.5184,,,,,
275,K01940,,,0.6442350715023518,,,,,,,,54.3608,,,,,
276,K01945,,,0.6511330760381675,,,,,,,,13.1178,,,,,
277,K01951,,,0.6529537370823367,,,,,,,,57.15460000000001,,,,,
278,K01953,,,0.6191451427186653,,,,,,,,11.4169,,,,,
279,K01972,,,0.6756732937048233,,,,,,,,16.2445,,,,,
280,K01975,,,0.623,,,,,,,,3.2662,,,,,
281,K01990,,,0.663,,,,,,,,2.9235,,,,,
282,K01991,,,0.6765191921644231,,,,,,,,6.9626,,,,,
283,K01992,,,0.6202456720708573,,,,,,,,10.3438,,,,,
284,K01995,,,0.614,,,,,,,,4.5332,,,,,
285,K01997,,,0.6326175668177805,,,,,,,,27.3351,,,,,
286,K02004,,,0.6071750081824067,,,,,0.764,,,62.1116,,,,,1.8926
287,K02015,,,0.6479999999999999,,,,,0.713,,,2.2988,,,,,2.7134
288,K02016,,,0.564,,,,,,,,2.8333,,,,,
289,K02019,,,0.6962405451407861,,,,,,,,4.5827,,,,,
290,K02020,,,0.6307476785092573,,,,,,,,5.1854,,,,,
291,K02030,,,0.6729999999999999,,,,,,,,3.2521,,,,,
292,K02033,,,0.628,,,,,,,,7.3942,,,,,
293,K02034,,,0.6988330951002795,,,,,,,,7.5054,,,,,
294,K02036,,,0.623,,,,,,,,5.6447,,,,,
295,K02039,,,0.672,,,,,,,,4.761,,,,,
296,K02040,,,0.6399328816123435,,,,,,,,27.922,,,,,
297,K02042,,,0.65,,,,,,,,2.7871,,,,,
298,K02047,,,0.6255764729686157,,,,,,,,11.368300000000001,,,,,
299,K02050,,,0.628767260153969,,,,,,,,57.64719999999999,,,,,
300,K02051,,,0.612,,,,,,,,4.5734,,,,,
301,K02066,,,0.6717285848324255,,,,,,,,42.213,,,,,
302,K02067,,,0.6859999999999999,,,,,,,,3.8218,,,,,
303,K02069,,,0.685,,,,,,,,2.3567,,,,,
304,K02078,,,0.5760000000000001,,,,,,,,9.8187,,,,,
305,K02109,,,0.620966957086275,,,,,,,,10.7808,,,,,
306,K02110,,,0.6786929846827228,,,,,,,,12.7677,,,,,
307,K02113,,,0.622,,,,,,,,9.179,,,,,
308,K02114,,,0.6716238884943044,,,,,,,,8.8438,,,,,
309,K02160,,,0.624,,,,,,,,3.7554,,,,,
310,K02171,,,0.6559999999999999,,,,,,,,3.2119,,,,,
311,K02192,,,0.672,,,,,,,,2.2569,,,,,
312,K02194,,,0.7340000000000001,,,,,,,,3.3739,,,,,
313,K02195,,,0.6703912640770854,,,,,,,,12.2348,,,,,
314,K02197,,,0.6223191875000347,,,,,,,,8.8067,,,,,
315,K02199,,,0.6955580246134694,,,,,,,,4.4917,,,,,
316,K02200,,,0.701,,,,,,,,3.9093,,,,,
317,K02221,,,0.6161603192017231,,,,,,,,9.3469,,,,,
318,K02224,,,0.7289632535668213,,,,,,,,5.3659,,,,,
319,K02238,,,0.6292827359606662,,,,,,,,5.8489,,,,,
320,K02257,,,0.6496105522259534,,,,,,,,13.1439,,,,,
321,K02259,,,0.66366225962333,,,,,,,,6.4662,,,,,
322,K02276,,,0.632,,,,,,,,7.1181,,,,,
323,K02277,,,0.5285483654575052,,,,,,,,8.5177,,,,,
324,K02279,,,0.6687871142762735,,,,,,,,14.2421,,,,,
325,K02300,,,0.5760000000000001,,,,,,,,5.5867,,,,,
326,K02313,,,0.6261920487029086,,,,,,,,50.31929999999999,,,,,
327,K02314,,,0.6453821687345977,,,,,,,,21.521500000000003,,,,,
328,K02316,,,0.6721494007829759,,,,,0.48399999999999993,,,18.197699999999998,,,,,3.6622
329,K02338,,,0.6628928011085146,,,,,,,,29.388700000000004,,,,,
330,K02339,,,0.6238570432980953,,,,,,,,4.8995999999999995,,,,,
331,K02343,,,0.6397774751340309,,,,,,,,20.2311,,,,,
332,K02356,,,0.6245298271774042,,,,,,,,21.7826,,,,,
333,K02357,,,0.6503456991718009,,,,,,,,11.599,,,,,
334,K02358,,,0.634957474999823,,,,,,,,57.8959,,,,,
335,K02372,,,0.6929875271889623,,,,,,,,5.139200000000001,,,,,
336,K02377,,,0.6239434553743355,,,,,,,,6.3580000000000005,,,,,
337,K02379,,,0.6759721267727241,,,,,,,,12.9981,,,,,
338,K02388,,,0.627,,,,,,,,6.1104,,,,,
339,K02394,,,0.657,,,,,,,,7.335,,,,,
340,K02406,,,0.635,,,,,,,,4.2424,,,,,
341,K02410,,,0.6595709833991972,,,,,,,,15.4131,,,,,
342,K02414,,,0.674,,,,,,,,3.3326,,,,,
343,K02416,,,0.618,,,,,,,,4.3845,,,,,
344,K02422,,,0.723,,,,,,,,2.0664,,,,,
345,K02423,,,0.608,,,,,,,,2.0664,,,,,
346,K02426,,,0.664,,,,,,,,3.6438,,,,,
347,K02428,,,0.6759999999999999,,,,,,,,4.157,,,,,
348,K02437,,,0.6538349140834918,,,,,,,,4.7461,,,,,
349,K02456,,,0.6492012937368774,,,,,,,,4.1561,,,,,
350,K02457,,,0.698,,,,,,,,1.7327,,,,,
351,K02482,,,0.5760000000000001,,,,,,,,14.7277,,,,,
352,K02483,,,0.679,,,,,,,,5.9469,,,,,
353,K02492,,,0.5579999999999999,,,,,,,,3.4471,,,,,
354,K02510,,,0.6502414925295656,,,,,,,,11.6976,,,,,
355,K02518,,,0.5843720203777842,,,,,,,,20.787000000000003,,,,,
356,K02519,,,0.66,,,,,,,,16.5142,,,,,
357,K02520,,,0.6051770003110062,,,,,,,,29.905900000000003,,,,,
358,K02527,,,0.583,,,,,,,,2.7912,,,,,
359,K02536,,,0.6,,,,,,,,3.3492,,,,,
360,K02568,,,0.6380000000000001,,,,,,,,2.8586,,,,,
361,K02600,,,0.6554997201291626,,,,,,,,56.8068,,,,,
362,K02601,,,0.6235531131367051,,,,,,,,48.465700000000005,,,,,
363,K02609,,,0.6623083744203981,,,,,,,,31.289,,,,,
364,K02638,,,0.5383169331431338,,,,,,,,5.7349,,,,,
365,K02651,,,0.5807721953502887,,,,,,,,4.5625,,,,,
366,K02662,,,0.6628692677999044,,,,,,,,7.328899999999999,,,,,
367,K02664,,,0.6403535796674963,,,,,,,,6.316699999999999,,,,,
368,K02687,,,0.6959999999999998,,,,,,,,2.0112,,,,,
369,K02793,,,0.579,,,,,,,,4.4401,,,,,
370,K02825,,,0.6585501535780576,,,,,,,,5.846,,,,,
371,K02834,,,0.6856576417447343,,,,,0.685,,,7.682799999999999,,,,,2.4172
372,K02838,,,0.6074797724440734,,,,,,,,8.7193,,,,,
373,K02860,,,0.7173659885258399,,,,,,,,4.8634,,,,,
374,K02863,,,0.5979133582805203,,,,,,,,12.420100000000001,,,,,
375,K02864,,,0.6201987113682975,,,,,,,,7.5882000000000005,,,,,
376,K02867,,,0.6221505009619076,,0.484,,,,,,26.8019,,2.8253,,,
377,K02871,,,0.6356683379887933,,,,,,,,16.1243,,,,,
378,K02874,,,0.6463173033273635,,,,,,,,45.3331,,,,,
379,K02876,,,0.6771168851938468,,,,,,,,7.6997,,,,,
380,K02878,,,0.6509925677789574,,,,,,,,16.271,,,,,
381,K02879,,,0.6558966086366025,,,,,,,,28.038,,,,,
382,K02881,,,0.669,,,,,,,,7.498,,,,,
383,K02884,,,0.6683284992639457,,,,,,,,21.0161,,,,,
384,K02886,,,0.7340000000000001,,,,,,,,7.728,,,,,
385,K02887,,,0.6449999999999999,,,,,,,,9.5942,,,,,
386,K02888,,,0.6393176608660772,,,,,,,,9.0196,,,,,
387,K02890,,,0.667876278098277,,,,,,,,11.5962,,,,,
388,K02892,,,0.6013543332209145,,,,,,,,22.8294,,,,,
389,K02895,,,0.6208886039633599,,,,,,,,8.3076,,,,,
390,K02897,,,0.6388643986953457,,,,,,,,17.3352,,,,,
391,K02899,,,0.699610880572124,,,,,,,,7.1353,,,,,
392,K02902,,,0.6409999999999999,,,,,,,,4.7097,,,,,
393,K02906,,,0.6726290873864567,,,,,,,,27.658,,,,,
394,K02907,,,0.639,,,,,,,,3.5191,,,,,
395,K02909,,,0.622,,,,,,,,1.8248,,,,,
396,K02911,,,0.722,,,,,,,,4.2248,,,,,
397,K02913,,,0.6021505034742705,,,,,,,,28.173,,,,,
398,K02914,,,,,,,,0.667,,,,,,,,2.1045
399,K02919,,,,,,,,0.5792016813757018,,,,,,,,9.6465
400,K02926,,,0.6835275662710506,,,,,,,,10.5695,,,,,
401,K02931,,,0.6517021456178423,,,,,,,,40.7274,,,,,
402,K02933,,,0.6682917168721472,,,,,,,,23.2176,,,,,
403,K02935,,,0.6422204209678111,,,,,,,,12.9812,,,,,
404,K02939,,,0.6849841066055522,,,,,,,,10.3057,,,,,
405,K02945,,,0.6332472890810319,,,,,,,,145.36079999999998,,,,,
406,K02946,,,0.6378499653698436,,,,,,,,45.5037,,,,,
407,K02948,,,0.6967953548230524,,,,,,,,26.590300000000003,,,,,
408,K02950,,,0.6625489347157497,,,,,,,,37.3634,,,,,
409,K02952,,,0.6203164305768307,,,,,,,,39.3685,,,,,
410,K02954,,,0.6535527322198705,,,,,,,,15.878300000000001,,,,,
411,K02956,,,0.6198158355815447,,,,,,,,8.6481,,,,,
412,K02959,,,0.6940000000000002,,,,,,,,2.1878,,,,,
