,KEGG,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adjUnclassified,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_countsUnclassified
46,K01673,,0.5508054210578036,,,,18.127000000000002,,
47,K01698,,0.6242666958599209,,,,6.895099999999999,,
48,K01752,,0.6439587587656485,,,,7.7648,,
49,K01754,,0.74,,,,1.6581,,
50,K01772,,0.602,,,,5.4722,,
51,K01785,,0.5782866557507021,,,,12.6171,,
52,K01803,,0.5979713994006287,,,,9.6101,,
53,K01810,,0.5976655290511917,,,,13.0562,,
54,K01887,,0.655,,,,2.9385,,
55,K01918,,0.616,,,,5.3805,,
56,K01933,,0.601,,,,2.839,,
57,K01937,,0.607,,,,10.2961,,
58,K01939,,0.654,,,,4.9741,,
59,K01940,,0.667,,,,11.529,,
60,K01945,,0.607,,,,6.834,,
61,K01951,,0.677,,,,3.8308,,
62,K01991,,0.5805173423459999,,,,12.424000000000001,,
63,K02004,,0.6030227700317111,,,,64.32430000000001,,
64,K02036,,0.586,,,,10.113,,
65,K02039,,0.6159999999999999,,,,5.875,,
66,K02050,,0.541,,,,4.729,,
67,K02078,,,,0.5670000000000001,,,,6.8873
68,K02171,,0.609,,,,4.4839,,
69,K02199,,0.5870000000000001,,,,5.6763,,
70,K02200,,0.679,,,,2.275,,
71,K02300,,0.575,,,,2.0806,,
72,K02316,,0.545,,,,5.4514,,
73,K02338,,0.6063077106492059,,,,10.747,,
74,K02339,,0.636,,,,3.4826,,
75,K02356,,0.5378374079066418,,,,9.157,,
76,K02409,,0.657,,,,4.5316,,
77,K02433,,0.603,,,,7.3476,,
78,K02435,,0.604,,,,5.1333,,
79,K02437,,0.5720000000000001,,,,3.8417,,
80,K02510,,0.6047345224681083,,,,10.4844,,
81,K02520,,0.56750091513695,,,,15.6327,,
82,K02600,,0.608,,,,5.017,,
83,K02825,,0.5796276334277348,,,,9.5968,,
84,K02834,,0.634,,,,5.6547,,
85,K02838,,0.5920000000000001,,,,3.3432,,
86,K02867,,0.5984749039689021,,,,10.736899999999999,,
87,K02871,,0.5660000000000001,,,,6.1357,,
88,K02876,,0.64,,,,5.951,,
89,K02881,,0.655,,,,5.5568,,
90,K02884,,0.57,,,,6.7562,,
91,K02890,,0.621,,,,6.1176,,
92,K02902,,0.608,,,,5.821,,
93,K02906,,0.644,,,,4.1053,,
94,K02911,,0.597,,,,3.5919,,
95,K02913,,0.511,,,,5.821,,
96,K02916,,0.588,,,,10.1093,,
97,K02919,,0.563,,,,6.1409,,
98,K02936,,,0.498,,,,2.4314,
99,K02945,,0.597,,,,6.2248,,
100,K02950,,0.632,,,,24.4103,,
101,K02952,,0.5949999999999999,,,,6.1409,,
102,K02961,,0.623,,,,6.4745,,
103,K02986,,0.578,,,,10.7789,,
104,K03040,,0.5596024024419508,,,,24.72,,
105,K03060,,,,0.581,,,,4.9555
106,K03088,,0.5892306496965868,,,,45.369800000000005,,
107,K03092,,0.5770426124531719,,,,13.5174,,
108,K03101,,0.579,,,,3.312,,
109,K03117,,0.573,,,,4.5477,,
110,K03147,,0.5720000000000001,,,,22.3555,,
111,K03189,,0.591,,,,3.9719,,
112,K03217,,0.522,,,,5.6422,,
113,K03303,,0.584,,,,7.5213,,
114,K03406,,0.6406176202398991,,,,14.8259,,
115,K03438,,0.591,,,,7.7475,,
116,K03455,,0.629,,,,8.4334,,
117,K03466,,0.593923194012446,,,,12.891200000000001,,
118,K03470,,0.622,,,,5.4717,,
119,K03496,,0.5609145894793395,,,,14.160900000000002,,
120,K03497,,0.617,,,,9.4631,,
121,K03501,,0.5535516639720771,,,,13.0221,,
122,K03521,,0.594,,,,9.3009,,
123,K03522,,0.5855343153957675,,,,18.8745,,
124,K03523,0.586,0.6146743713541842,,,4.1245,8.6736,,
125,K03526,,0.707,,,,8.664,,
126,K03527,,0.625426499384054,,,,9.6181,,
127,K03536,,0.622,,0.595,,2.5255,,2.0212
128,K03544,,0.575,,,,27.7157,,
129,K03552,,,,0.604,,,,22.7374
130,K03559,,0.5636762979014358,,,,30.810900000000004,,
131,K03561,,0.6020292071882085,,,,17.9962,,
132,K03569,,0.584,,,,8.6269,,
133,K03575,,0.637,,,,4.2463,,
134,K03584,,0.544,,,,3.1213,,
135,K03621,,0.583,,,,8.5881,,
136,K03634,,0.552,,,,5.9382,,
137,K03635,,0.583,,,,4.602,,
138,K03642,,0.59,,,,9.7847,,
139,K03644,,0.61,,,,3.9093,,
140,K03664,,0.5920000000000001,,,,3.173,,
141,K03665,,0.635,,,,8.0018,,
142,K03666,,0.5507604227076064,,,,11.0987,,
143,K03673,,,,0.5670000000000001,,,,3.3068
144,K03704,,0.5725184539755627,,,,13.9634,,
145,K03744,,0.578,,,,6.3853,,
146,K03781,,0.6104558019141855,,,,8.3466,,
147,K03797,,0.574,,,,6.7075,,
148,K03828,,0.595,,,,3.4014,,
149,K03832,,0.5829719621943501,,0.61,,15.8766,,4.0613
150,K03925,,0.5305549018826031,,,,11.701,,
151,K04063,,0.6890000000000001,,,,5.1102,,
152,K04065,,0.584,,,,2.3945,,
153,K04066,,0.5770000000000001,,,,6.038,,
154,K04075,,0.624,,,,3.3176,,
155,K04077,,0.6233204247224929,,,,89.72970000000001,,
156,K04078,,0.5529999999999999,,,,8.9877,,
157,K04095,,0.5820000000000001,,,,3.0495,,
158,K04096,,0.59,,,,3.5316,,
159,K04654,,0.6,,,,5.9527,,
160,K04749,,0.5660000000000001,,,,6.6714,,
161,K04750,,0.5489999999999999,,,,4.4247,,
162,K04751,,0.544,,,,7.1066,,
163,K04763,,0.58,,,,5.5927,,
164,K05794,,0.5710000000000001,,,,4.2552,,
165,K05896,,0.565,,,,5.166,,
166,K06013,,0.59,,,,5.5264,,
167,K06048,,0.586,,,,5.3973,,
168,K06142,,0.619,,0.57,,6.6229,,5.3709
169,K06153,,0.6186165029964299,,,,14.254100000000001,,
170,K06194,,0.616,,,,5.258,,
171,K06204,,0.589,,,,5.3096,,
172,K06346,,0.6214625899485371,,,,7.8867,,
173,K06897,,0.565,,,,2.9376,,
174,K06901,,0.564,,,,5.0325,,
175,K06909,,,,0.593,,,,22.7374
176,K06937,,0.6,,,,19.8948,,
177,K06941,,0.6454263108166094,,,,9.551300000000001,,
178,K06996,,0.575,,,,4.6286,,
179,K07052,,0.5678632844751054,,,,11.1766,,
180,K07082,,0.594,,,,5.7167,,
181,K07090,,0.565,,,,4.6398,,
182,K07096,,0.5770000000000001,,,,5.6117,,
183,K07098,,0.644,,,,4.4505,,
184,K07126,,0.648,,,,3.1103,,
185,K07127,,0.593,,,,4.1915,,
186,K07137,,0.636,,,,5.3607,,
187,K07154,,0.642,,,,4.276,,
188,K07192,,0.587002161149572,,,,18.1992,,
189,K07226,,0.589,,,,5.7973,,
190,K07259,,0.633,,,,5.2133,,
191,K07262,,0.603,,,,4.5052,,
192,K07304,,0.595,,,,3.0962,,
193,K07390,,0.616,,,,2.4509,,
194,K07391,,0.55,,,,3.7583,,
195,K07407,,0.569,,,,3.7198,,
196,K07447,,0.628,,,,5.299,,
197,K07482,,0.603766693362951,,,,31.520000000000003,,
198,K07483,,0.622,,,,4.5363,,
199,K07484,,0.5912218003737585,,,,23.423,,
200,K07485,,0.569,,,,3.6437,,
201,K07486,,0.5786286278751022,,,,127.19239999999999,,
202,K07488,,0.58,,,,4.3228,,
203,K07491,,0.571787723300423,,,,13.99,,
204,K07492,,0.616,,,,6.4307,,
205,K07493,,0.6325042674600051,,,,25.9786,,
206,K07494,,0.638,,,,4.6359,,
207,K07495,,0.516,,,,4.673,,
208,K07497,,0.606414916837577,,,,46.438100000000006,,
209,K07499,,0.655,,,,4.7136,,
210,K07736,,0.5930760188552284,,,,10.9388,,
211,K08296,,0.623,,,,3.4449,,
212,K08309,,0.609,,,,6.6849,,
213,K08316,,0.619,,,,9.2333,,
214,K08591,,0.59,,,,8.0496,,
215,K08641,,0.5849439094908863,,,,6.6696,,
216,K09005,,0.556,,,,3.6974,,
217,K09022,,0.578,,,,5.2761,,
218,K09117,,0.556,,,,5.0473,,
219,K09710,,0.619,,,,6.774,,
220,K09747,,0.563,,,,8.1406,,
221,K09764,,0.586,,,,5.6547,,
222,K09798,,0.6467445320372237,,,,8.1198,,
223,K09804,,0.5479999999999999,,,,6.0849,,
224,K09826,,0.631,,,,3.7023,,
225,K09862,,0.655,,,,2.3776,,
226,K09882,,0.619,,,,10.9453,,
227,K09888,,0.545,,,,6.6817,,
228,K09930,,0.5771207936742194,,,,12.674299999999999,,
229,K10947,,0.5648405013538363,,,,24.230900000000002,,
230,K10979,,0.547,,,,5.1955,,
231,K11443,,0.568,,,,9.0,,
232,K11477,,0.5942002976146601,,,,15.647,,
233,K11749,,0.629257928651564,,,,11.4089,,
234,K11753,,0.551,,,,2.6887,,
235,K12373,,0.5589999999999999,,,,3.3659,,
236,K12574,,0.635,,,,3.666,,
237,K13038,,0.616,,,,4.9555,,
238,K13292,,0.584,,,,3.312,,
239,K13628,,0.584,,,,5.4547,,
240,K13929,,0.568,,,,8.0274,,
241,K13931,,0.5589999999999999,,,,6.799,,
242,K13934,,0.585,,,,5.2126,,
243,K13993,,0.614,,,,3.5693,,
244,K14083,,0.6579999999999999,,,,4.3763,,
245,K15067,,0.578,,,,5.2761,,
246,K15255,,,0.45740377680601124,,,,65.32390000000001,
247,K15973,,0.607,,,,5.858,,
248,K16137,,0.601,,,,3.6368,,
249,K16147,,0.5589999999999999,,,,10.9841,,
250,K16203,,0.69,,,,2.8574,,
251,K18843,,0.575,,,,6.0853,,
252,K18917,,0.502,,,,4.4312,,
253,K18979,,0.608,,,,4.5806,,
254,K20976,,,,0.626,,,,3.6809
255,K21162,,0.603,,,,4.4821,,
256,K21470,,0.5549017483218934,,,,10.9211,,
