,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj environmental samples,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts environmental samples,gene_countsUnclassified
154,K00672,,,0.7329999999999999,,,,,,,10.9436,,,,
155,K00673,,,0.7040000000000001,,,,,,,4.4318,,,,
156,K00674,,,0.7115329451894854,,,,,,,74.4382,,,,
157,K00675,,,0.661,,,,,,,3.2983,,,,
158,K00677,,,0.6779889404565547,,,,,,,14.026,,,,
159,K00681,,,0.757,,,,,,,6.8211,,,,
160,K00682,,,0.738,,,,,,,7.1645,,,,
161,K00683,,,0.6785279475191415,,,,,,,7.5412,,,,
162,K00684,,,0.7550321602189823,,,,,,,21.676099999999998,,,,
163,K00688,,,0.6840432951877546,,,,,,,206.2159,,,,
164,K00700,,,0.695579829995334,,,,,,,67.355,,,,
165,K00703,,,0.6631116806959466,,,,,,,19.0363,,,,
166,K00721,,,0.7124799853766375,,,,,,,21.5424,,,,
167,K00728,,,0.7040548965627139,,,,,,,16.9279,,,,
168,K00737,,,0.692,,,,,,,1.8825,,,,
169,K00748,,,0.6982010069465502,,,,,,,23.0007,,,,
170,K00759,,,0.7008484726792386,,,,,,,92.1225,,,,
171,K00760,,,0.6827486313818738,,,,,,,59.6462,,,,
172,K00761,,,0.7283673250212729,,,,,,,32.097500000000004,,,,
173,K00762,,,0.6901032091115171,,,,,,,49.3381,,,,
174,K00763,,0.703,0.7252725105032733,,,,,,9.4545,51.171499999999995,,,,
175,K00764,,,0.7064202328898581,,,,,,,138.1382,,,,
176,K00765,,,0.7033453660140011,,,,,,,44.6965,,,,
177,K00766,,,0.7395782953267964,,,,,,,92.622,,,,
178,K00767,,,0.72,,,,,,,5.1236,,,,
179,K00768,,,0.7670093519309618,,,,,,,37.303200000000004,,,,
180,K00782,,,0.7200276831675944,,,,,,,14.9646,,,,
181,K00783,,,0.7078985544845408,,,,,,,22.408,,,,
182,K00784,,,0.7213296867601342,,,,,,,84.39779999999999,,,,
183,K00788,,,0.7718208439856792,,,,,,,21.7275,,,,
184,K00789,,,0.6897525863339927,,,,,,,312.27619999999996,,,,
185,K00790,,,0.7074434672691644,,,,,,,91.29780000000001,,,,
186,K00791,,,0.7353446409068249,,,,,,,9.785,,,,
187,K00793,,,0.7110047403544899,,,,,,,74.5752,,,,
188,K00794,,,0.7348733216968187,,0.769,,,,,61.25149999999999,,6.0018,,
189,K00796,,,0.7347515697294811,,,,,,,33.3066,,,,
190,K00797,,,0.6706071616834991,,,,,,,16.5064,,,,
191,K00798,,,0.7140205691876201,,,,0.736,,,59.4229,,,,2.5583
192,K00799,,,0.6553588012870423,,0.5589999999999999,,,,,65.77449999999999,,2.6212,,
193,K00800,,,0.7446475069718804,,,,,,,59.20720000000001,,,,
194,K00805,,,0.7108323298433893,,,,,,,11.8637,,,,
195,K00806,,,0.7128372400590944,,,,,,,21.1593,,,,
196,K00817,,,0.7269973443375255,,,,,,,21.664499999999997,,,,
197,K00820,,,0.685253244257911,,,,,,,198.77960000000004,,,,
198,K00826,,,0.6961905206651798,,,,,,,24.1236,,,,
199,K00831,,,0.6693928943136912,,,,,,,33.4456,,,,
200,K00845,,,0.764,,,,,,,7.0191,,,,
201,K00848,,,0.7457834316820932,,,,,,,11.1965,,,,
202,K00851,,,0.6620947124487231,,,,,,,9.2468,,,,
203,K00857,,,0.6432243129906482,,,,,,,25.270199999999996,,,,
204,K00858,,,0.7184894087249262,,,,,,,64.2115,,,,
205,K00859,,,0.7283352201623974,,,,0.7301374014050035,,,42.155300000000004,,,,14.4287
206,K00865,,,0.7687782984001102,,,,,,,72.32740000000001,,,,
207,K00867,,,0.6503894322409135,,,,,,,22.6821,,,,
208,K00872,,,0.748090259791817,,,,,,,12.4862,,,,
209,K00873,0.657,,0.7083170008308097,,,,0.742,5.1935,,174.59709999999998,,,,2.451
210,K00874,,,0.7120000000000001,,,,,,,6.4576,,,,
211,K00876,,,0.695,,,,,,,3.4934,,,,
212,K00878,,,0.675,,,,,,,8.0014,,,,
213,K00886,,,0.653,,,,,,,4.8933,,,,
214,K00891,,,0.7556537370050237,,,,,,,11.5082,,,,
215,K00912,,,0.6839793023244908,,,,,,,11.0946,,,,
216,K00919,,,0.7353291608279128,,,,,,,38.3853,,,,
217,K00925,,,0.7099878008161538,,,,,,,70.6543,,,,
218,K00926,,,0.7160742519048148,,,,,,,123.24390000000001,,,,
219,K00927,,,0.7163484471088235,,,,,,,149.45899999999995,,,,
220,K00930,,,0.7309578048903599,,,,,,,40.074799999999996,,,,
221,K00931,,,0.7112602941788844,,,,,,,15.4903,,,,
222,K00936,,,0.6976127019693036,,,,,,,34.0199,,,,
223,K00937,,,0.6926652221150547,,,,,,,95.3804,,,,
224,K00939,,,0.7172076079842471,,,,,,,36.2755,,,,
225,K00940,,,0.690043415990329,,,,,,,37.337,,,,
226,K00942,,,0.7154933022868125,,,,,,,29.138999999999996,,,,
227,K00943,,,0.7216763576654678,,,,,,,46.5381,,,,
228,K00945,,,0.7127980819916497,,,,,,,61.554899999999996,,,,
229,K00946,,,0.7227129811619337,,,,,,,33.9632,,,,
230,K00948,,,0.6719301402282037,,,,,,,261.29150000000004,,,,
231,K00949,,,0.745,,,,,,,5.0381,,,,
232,K00950,,,0.70149828173298,,,,,,,27.0163,,,,
233,K00954,,,0.6550181813292917,,,,,,,117.67269999999998,,,,
234,K00957,,,0.6860313928168871,,,,,,,87.0299,,,,
235,K00962,,,0.7142784167614198,,,,,,,30.7211,,,,
236,K00963,,,0.7088452219228663,,,,,,,21.0986,,,,
237,K00965,,,0.7193570144935446,,,,,,,14.1708,,,,
238,K00969,,,0.702028260236135,,,,,,,51.2558,,,,
239,K00971,,,0.7059934057292854,,,,,,,20.393099999999997,,,,
240,K00973,,,0.710324202955534,,,,,,,10.1808,,,,
241,K00975,,,0.6415890916769404,,,,,,,35.171,,,,
242,K00978,,,0.6639496474902311,,,,,,,18.4298,,,,
243,K00979,,,0.628,,,,,,,2.6244,,,,
244,K00981,,,0.6875375437881508,,,,0.7180344332298969,,,84.9133,,,,8.645499999999998
245,K00982,,,0.711840787644562,,,,,,,42.313100000000006,,,,
246,K00986,,,0.6442585885734827,,0.614,,,,,554.8066,,3.0839,,
247,K00989,,,0.71699717391387,,,,,,,61.8389,,,,
248,K00990,,,0.7390486183267886,,,,,,,67.1107,,,,
249,K00995,,,0.6807575404463045,,,,,,,19.3084,,,,
250,K00997,,,0.7028512834078592,,,,0.76,,,25.1335,,,,3.4486
251,K01000,,,0.6691871388916347,,,,,,,42.798100000000005,,,,
252,K01005,,,0.6902600696618645,,,,0.7030102185737884,,,237.66649999999996,,,,28.5251
253,K01006,,,0.6917454306459334,,,,,,,43.8865,,,,
254,K01007,,,0.66,,,,,,,4.4387,,,,
255,K01008,,,0.7029648791172511,,,,,,,30.968,,,,
256,K01009,,,0.637,,,,,,,4.0835,,,,
257,K01012,,,0.6929727317311509,,,,,,,56.591699999999996,,,,
258,K01021,,,0.727,,,,,,,7.682,,,,
259,K01039,,,0.7174937511160495,,,,,,,51.9977,,,,
260,K01040,,,0.7123876628632839,,,,,,,64.03389999999999,,,,
261,K01042,,,0.7277936859456257,,,,,,,29.135699999999996,,,,
262,K01046,,,0.7215344608858573,,0.732,,0.7190000000000001,,,27.439199999999996,,5.6489,,4.5058
263,K01047,,,,,0.49300000000000005,,,,,,,14.4228,,
264,K01051,,,0.639,,,,,,,2.8288,,,,
265,K01053,,,0.6701757426318189,,,,,,,16.5349,,,,
266,K01056,,,0.6955874213934734,,,,,,,71.10210000000001,,,,
267,K01057,,,0.7425210359679483,,,,,,,43.381699999999995,,,,
268,K01060,,,0.6820613697072087,,,,,,,12.011800000000001,,,,
269,K01061,,,0.7062113593794809,,,,0.738,,,98.2039,,,,7.4465
270,K01066,,,0.7316870000829593,,,,,,,18.7799,,,,
271,K01068,,,,,,,0.677,,,,,,,2.5191
272,K01069,,,0.6967602916691672,,,,,,,39.234300000000005,,,,
273,K01077,,,0.7342412334338991,,,,,,,11.2219,,,,
274,K01079,,,0.7052805379213715,,,,,,,7.5938,,,,
275,K01087,,,0.7263574923648835,,,,,,,17.5522,,,,
276,K01091,,,0.6870691595011423,,,,,,,10.6968,,,,
277,K01092,,,0.7239652296593054,,,,,,,12.741200000000001,,,,
278,K01095,,,0.6607670536590555,,,,,,,6.0198,,,,
279,K01104,,,0.7280217968775419,,,,,,,29.155299999999997,,,,
280,K01113,,0.685,0.715562869612422,,,,,,3.1195,97.3157,,,,
281,K01114,,,0.6875199232509047,,,,,,,16.2912,,,,
282,K01115,,,0.7390670640785593,,,,,,,14.299199999999999,,,,
283,K01126,,,0.7089125146903941,,,,,,,51.871199999999995,,,,
284,K01129,,,0.7080999558425863,,,,,,,67.5854,,,,
285,K01142,,,0.69,,,,,,,7.0976,,,,
286,K01151,,,0.7224908074461714,,,,,,,75.0277,,,,
287,K01154,,0.603,0.638,,,,,,4.7828,3.4362,,,,
288,K01159,,,0.7284664415613296,,,,0.708,,,78.3786,,,,4.4162
289,K01160,,,0.669,,,,,,,3.9123,,,,
290,K01167,,,0.586,,,,,,,2.7688,,,,
291,K01174,,,0.7523747696620113,,,,,,,18.2774,,,,
292,K01179,,,0.69467089188116,,,,,,,23.3932,,,,
293,K01181,,,0.6636114424665915,,,,,,,34.536,,,,
294,K01183,,,0.7018111065692326,,,,,,,18.110300000000002,,,,
295,K01185,,,0.6530842482328137,,,,,,,8.9069,,,,
296,K01187,,,0.703,,,,,,,8.0361,,,,
297,K01190,,,0.6709999999999999,,,,,,,8.0236,,,,
298,K01192,,,0.716,,,,,,,6.2941,,,,
299,K01198,,,0.6944976097898105,,,,,,,11.6669,,,,
300,K01206,,,0.6745881804899356,,,,,,,29.858599999999996,,,,
301,K01207,,,0.7407415929805746,,,,,,,18.9572,,,,
302,K01209,,,0.695192546530755,,,,,,,64.0096,,,,
303,K01224,,,0.7037148767490214,,,,,,,16.8201,,,,
304,K01233,,,0.7340000000000001,,,,,,,3.0225,,,,
305,K01236,,,0.7440000000000001,,,,,,,6.8398,,,,
306,K01239,,,0.7211965266683057,,,,0.629,,,18.5687,,,,5.2021
307,K01241,,,0.6465251532125207,,,,,,,8.076600000000001,,,,
308,K01246,,,0.6951787518731014,,,,,,,109.77160000000002,,,,
309,K01251,,0.4009214289902687,0.6771403246823653,,,,,,5.9613,448.9584,,,,
310,K01259,,,0.672066553874604,,,,,,,11.5501,,,,
311,K01262,,,0.755,,,,,,,8.5259,,,,
312,K01265,,,0.723110209603378,,,,,,,94.91879999999999,,,,
313,K01266,,,0.722062668039533,,,,0.711,,,55.23010000000001,,,,3.0713
314,K01271,,,0.755,,,,,,,8.5259,,,,
315,K01273,,,0.6790566733328051,,,,,,,73.44469999999998,,,,
316,K01281,,,0.6791029951164593,,,,,,,12.386600000000001,,,,
317,K01283,,,0.5822741511923851,,,,,,,6.6497,,,,
318,K01284,,,0.7170000000000001,,,,,,,7.682,,,,
319,K01286,,,0.7290000000000001,,,,,,,4.3941,,,,
320,K01295,,,0.7140000000000001,,,,,,,7.8627,,,,
321,K01297,,,0.7163178192750635,,,,0.6366318694514974,,,56.578,,,,6.3751999999999995
322,K01299,,,0.6695919246073834,,,,,,,14.436399999999999,,,,
323,K01302,,,0.718,,,,,,,5.7299,,,,
324,K01354,,,0.7040000000000001,,,,,,,7.4925,,,,
325,K01356,,,0.681478680571009,,,,,,,69.3533,,,,
326,K01358,,,0.6646593652389498,,,,0.7449827427334277,,,307.8195,,,,11.286000000000001
327,K01372,,,0.6635661737501296,,,,,,,8.1798,,,,
328,K01406,,,0.6932709569720756,,,,,,,54.8663,,,,
329,K01409,,,0.7241521922575094,,,,,,,111.1309,,,,
330,K01417,,,0.6829652677812613,,,,,,,20.1328,,,,
331,K01419,,,0.6649712547013671,,,,,,,26.8347,,,,
332,K01423,,,0.6940000000000001,,,,,,,5.0139,,,,
333,K01424,,,0.7220290661340689,,,,0.7769999999999999,,,14.907900000000001,,,,3.1609
334,K01425,,,0.6787464647467235,,,,,,,32.8829,,,,
335,K01426,,,0.7188662090826822,,,,,,,66.27380000000001,,,,
336,K01429,,,0.6861199576007849,,,,,,,9.1622,,,,
337,K01431,,,0.655,,,,,,,16.1771,,,,
338,K01432,,,0.653,,,,,,,4.9618,,,,
339,K01433,,,0.6911801210467402,,,,,,,32.3405,,,,
340,K01434,,,0.7140000000000001,,,,,,,6.3599,,,,
341,K01443,,,0.7509818258028215,,,,,,,46.1184,,,,
342,K01447,,,0.6783318346284576,,,,,,,9.683,,,,
343,K01448,,,0.7042395523050359,,,,0.718,,,46.4065,,,,3.8864
344,K01455,,,0.7112181020927242,,,,,,,29.696299999999997,,,,
345,K01458,,,0.7063718085167255,,,,,,,9.4226,,,,
346,K01459,,,0.6969042808930528,,,,,,,16.2353,,,,
347,K01462,,,0.6931956128078148,,,,0.73,,,139.79989999999998,,,,5.6024
348,K01463,,,0.6809999999999999,,,,,,,3.5682,,,,
349,K01464,,,0.67,,,,,,,6.4375,,,,
350,K01468,,,0.738,,,,,,,6.5348,,,,
351,K01470,,0.565,0.7014277416765237,,,,,,3.5548,54.0593,,,,
352,K01476,,,0.6993076789559088,,,,,,,14.5144,,,,
353,K01477,,,0.6990010478822027,,,,,,,9.561399999999999,,,,
354,K01478,,,0.6996210277044661,,,,,,,145.6108,,,,
355,K01480,,,0.7227424915532973,,,,,,,22.778100000000002,,,,
356,K01481,,,0.743,,,,,,,7.1597,,,,
357,K01482,,,0.7,,,,,,,2.1846,,,,
358,K01483,,,0.578,,,,,,,4.3821,,,,
359,K01485,,,0.715657725435766,,,,,,,19.5239,,,,
360,K01488,,,0.7241630874356826,,,,,,,11.4794,,,,
361,K01489,,,0.7273836014968119,,,,,,,60.6955,,,,
362,K01491,,,0.746,,,,,,,9.2255,,,,
363,K01493,,,0.652,,,,,,,7.2817,,,,
364,K01494,,,0.6580191624219116,,,,,,,99.9522,,,,
365,K01495,,,0.6804759918497205,,,,,,,88.70680000000002,,,,
366,K01496,,,0.7091535155494827,,,,,,,31.425199999999997,,,,
367,K01497,,,0.7074520949935108,,,,,,,88.5744,,,,
368,K01501,,,0.69,,,,,,,7.1207,,,,
369,K01507,,,0.6760836241913641,,,,0.6629607481140433,,,71.1114,,,,11.6353
370,K01512,,0.754,0.7347392844675517,,,,,,3.9684,23.9436,,,,
371,K01515,,,0.715,,,,,,,7.5806,,,,
372,K01520,,,0.7136167940119174,,,,,,,43.319500000000005,,,,
373,K01524,,,0.7145975599326627,,,,,,,73.3942,,,,
374,K01525,,,0.657,,,,,,,4.4623,,,,
375,K01545,,,,,,,0.667,,,,,,,6.4617
376,K01546,,,0.6714915296621053,,,,,,,94.3172,,,,
377,K01548,,,0.6934362256691015,,,,,,,58.2599,,,,
378,K01551,,,0.7128315660866552,,,,,,,162.094,,,,
379,K01555,,,0.7355179684883734,,,,,,,42.6913,,,,
380,K01556,,,0.7199945324481961,,,,,,,27.1015,,,,
381,K01560,,,0.7154122903884629,,,,,,,20.6185,,,,
382,K01561,,,0.7019511144642512,,,,,,,49.384699999999995,,,,
383,K01563,,,0.7124529066217028,,,,,,,12.537799999999999,,,,
384,K01574,,0.6559999999999999,0.7070000000000002,,,,,,2.5061,3.7356,,,,
385,K01576,,,0.736,,,,,,,4.7661,,,,
386,K01579,,,0.6816994335273735,,,,,,,27.028799999999997,,,,
387,K01586,,,0.672,,,,,,,3.5252,,,,
388,K01588,,,0.7297164726365505,,,,,,,47.2558,,,,
389,K01589,,,0.7246914170262746,,,,,,,10.7071,,,,
390,K01591,,,0.7167272379925432,,,,,,,18.459,,,,
391,K01593,,,0.741,,,,,,,4.6893,,,,
392,K01595,,,0.723557393746276,,,,0.755,,,131.4285,,,,7.1116
393,K01596,,,0.6808156140657486,,,,,,,33.4439,,,,
394,K01599,,,0.7240000000000002,,,,,,,6.8144,,,,
395,K01607,,,0.7038767498205568,,,,0.7097644240505756,,,132.4132,,,,34.3189
396,K01610,,0.424,0.6684442441093619,,,,,,3.182,101.95270000000001,,,,
397,K01611,,,0.634,,,,,,,2.7913,,,,
398,K01613,,,0.7456693586059581,,,,,,,15.4161,,,,
399,K01619,,,0.7039777167267282,,,,,,,160.44140000000002,,,,
400,K01620,,0.6390000000000001,0.7328974248469416,,,,,,2.6573,77.3085,,,,
401,K01621,,,0.6750048434731002,,,,,,,203.9106,,,,
402,K01622,,,0.691,,,,,,,4.0615,,,,
403,K01623,,,0.6757109781763283,,,,,,,52.7558,,,,
404,K01624,,,0.7013212770139515,,,,,,,34.300000000000004,,,,
405,K01625,,,0.7270343174310971,,,,,,,10.389,,,,
406,K01626,,,0.7079574085492519,,,,,,,143.37040000000002,,,,
407,K01627,,,0.7090000000000001,,,,,,,4.3079,,,,
408,K01628,,,0.7090000000000001,,,,0.7120000000000001,,,9.582,,,,10.8126
409,K01633,,,0.7267884961564876,,,,0.706,,,36.3599,,,,1.8614
410,K01634,,,0.733,,,,,,,8.2701,,,,
411,K01637,,,0.6959182597991926,,,,,,,60.3343,,,,
412,K01638,,,0.6778749615925452,,,,,,,146.8999,,,,
413,K01640,,,0.7251577814343232,,,,,,,29.322400000000002,,,,
414,K01644,,,0.7167671837244616,,,,,,,40.886,,,,
415,K01649,,,0.694,,,,,,,8.4551,,,,
416,K01653,,,0.6725682092400361,,,,,,,98.00930000000001,,,,
