,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Riboviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Riboviria,gene_countsUnclassified
85,K00282,,,0.6441187106358238,,,,,,,35.9158,,,,
86,K00283,,,0.72,,,,,,,4.9644,,,,
87,K00285,,,0.6407685125177147,,,,,,,10.5527,,,,
88,K00286,,,0.6540683284719422,,,,,,,158.2627,,,,
89,K00287,,,0.5560349417969964,,,,,,,43.4724,,,,
90,K00294,,,0.624,,,,,,,9.3542,,,,
91,K00297,,,0.6209222603512885,,,,,,,77.5376,,,,
92,K00299,,,0.706,,,,,,,6.7322,,,,
93,K00301,,,0.663,,,,,,,7.3085,,,,
94,K00303,,,0.648514854950914,,,,,,,16.343899999999998,,,,
95,K00304,,,0.659,,,,,,,5.8467,,,,
96,K00311,,,0.6208382633115362,,,,,,,63.95450000000001,,,,
97,K00313,,,0.718,,,,,,,6.3197,,,,
98,K00320,,,0.6745385446664921,,,,,,,28.682299999999998,,,,
99,K00324,,,0.6297511819427166,,,,,,,22.4223,,,,
100,K00330,,,0.5682485300564353,,,,,,,213.96040000000005,,,,
101,K00331,,,0.6302212899865639,,,,,,,84.7424,,,,
102,K00332,,,0.6077659974232016,,,,,,,42.8564,,,,
103,K00333,,,0.532,,,,,,,12.3809,,,,
104,K00334,,,0.5805493604886695,,,,,,,109.6516,,,,
105,K00335,,,0.628,,,,,,,7.5908,,,,
106,K00337,,,0.593963766037456,,,,,,,41.7907,,,,
107,K00338,,,0.6196427574629828,,,,,,,196.06249999999997,,,,
108,K00339,,,0.6230441491221027,,,,,,,115.78840000000002,,,,
109,K00340,,,0.5677183020918734,,,,,,,173.19459999999998,,,,
110,K00341,,,0.617,,,,,,,7.6847,,,,
111,K00342,,,0.5964621316890332,,,,,,,30.229599999999998,,,,
112,K00343,,,0.6098445170912752,,,,,,,68.20349999999999,,,,
113,K00344,,,0.6569304441452732,,,,,,,71.10060000000001,,,,
114,K00355,,,0.6767604380839605,,,,,,,21.2479,,,,
115,K00365,,,0.6142274094278078,,,,,,,12.9819,,,,
116,K00368,,,0.5784803617721233,,,,,,,53.8836,,,,
117,K00371,,,0.6148345032539339,,,,,,,46.3353,,,,
118,K00373,,,0.6573367641943747,,,,,,,25.0192,,,,
119,K00374,,,0.593822261470209,,,,,,,24.6501,,,,
120,K00382,,,0.5939616351857794,,,,,,,19.0591,,,,
121,K00384,,,0.637617243881804,,,,,,,54.759,,,,
122,K00389,,,0.5358047881465989,,,,,,,119.7606,,,,
123,K00390,,,0.6216694446813662,,,,,,,66.1791,,,,
124,K00395,,,0.5813215366641252,,,,,,,17.5792,,,,
125,K00405,,,0.636,,,,,,,6.7844,,,,
126,K00406,,,0.5575501951245974,,,,,,,19.146499999999996,,,,
127,K00407,,,0.5187449443142672,,,,,,,34.8212,,,,
128,K00411,,,0.5991200646671251,,,,,,,72.9024,,,,
129,K00412,,,0.5468005417214074,,0.2894543214898588,,,,,22.985799999999998,,23.122999999999998,,
130,K00413,,,0.5925296327854913,,,,,,,91.6729,,,,
131,K00424,,,0.5633648422725901,,,,,,,8.8665,,,,
132,K00425,,,0.6169870560238992,,,,,,,320.37950000000006,,,,
133,K00426,,,0.6338266996773863,,,,0.71,,,223.5237,,,,3.1791
134,K00428,,0.599,0.5978949349032546,,,,,,18.9357,266.8657,,,,
135,K00432,,,0.5842577641126119,,,,,,,104.9447,,,,
136,K00433,,,0.6097126512341392,,,,,,,225.6693,,,,
137,K00435,,,0.650306232260079,,,,,,,23.567700000000002,,,,
138,K00436,,,0.579,,,,,,,13.3123,,,,
139,K00448,,,0.631,,,,,,,7.813,,,,
140,K00449,,,0.6250044726414546,,,,,,,45.268299999999996,,,,
141,K00450,,,0.6206609337017888,,,,,,,14.689799999999998,,,,
142,K00451,,,0.6267743336682067,,,,,,,168.6779,,,,
143,K00452,,,0.6190353789026485,,,,,,,16.407,,,,
144,K00453,,,0.5905470535224387,,,,,,,57.0333,,,,
145,K00456,,,0.5835969700503287,,,,,,,26.415,,,,
146,K00457,,,0.6139530078474482,,,,,,,112.5161,,,,
147,K00459,,,0.6380139270672698,,,,0.6409999999999999,,,120.8844,,,,3.5248
148,K00479,,,0.6009974004225732,,,,,,,19.0604,,,,
149,K00481,,,0.6353868675638664,,,,,,,8.3767,,,,
150,K00499,,,0.614,,,,,,,12.2487,,,,
151,K00500,,,0.6560976750305163,,,,,,,15.301199999999998,,,,
152,K00505,,,0.6779999999999999,,,,,,,7.7386,,,,
153,K00507,,,0.6069259001981585,,0.622,,,,,179.54319999999996,,4.671,,
154,K00518,,,0.6432220689037803,,,,,,,23.2911,,,,
155,K00523,,,0.582473204284851,,,,,,,17.6196,,,,
156,K00525,,,0.6062703277806752,,,,,,,209.9449,,,,
157,K00526,,,0.5593903086631614,,,,,,,45.6962,,,,
158,K00528,,,0.637,,,,,,,5.1266,,,,
159,K00529,,,0.6153211735719882,,,,,,,36.748599999999996,,,,
160,K00537,,,0.6451918971467632,,,,,,,7.744199999999999,,,,
161,K00540,,,0.664755320359386,,,,0.675,,,150.0402,,,,2.0191
162,K00544,,,0.599,,,,,,,10.3398,,,,
163,K00548,,,0.6298580459823009,,,,,,,469.5818000000001,,,,
164,K00549,,,0.6177235085663613,,,,,,,393.5323999999999,,,,
165,K00554,,,0.6428909158007194,,,,,,,228.02899999999997,,,,
166,K00556,,,0.368,,,,,,,5.8318,,,,
167,K00558,,,0.586,,,,,,,5.9104,,,,
168,K00560,,,0.5925594445991399,,,,,,,89.99340000000001,,,,
169,K00561,,,0.685,,,,,,,7.5205,,,,
170,K00563,,,0.6609999999999999,,,,,,,5.4977,,,,
171,K00564,,,0.6851668669768266,,,,,,,20.405499999999996,,,,
172,K00566,,,0.6155375764077956,,,,,,,52.243900000000004,,,,
173,K00567,,,0.6572803063042351,,,,,,,48.782900000000005,,,,
174,K00568,,,0.573,,,,,,,12.227,,,,
175,K00569,,,0.5766657760876861,,,,,,,16.9337,,,,
176,K00570,,,0.6058245028606699,,,,,,,45.4014,,,,
177,K00571,,,0.679,,,,,,,3.4051,,,,
178,K00573,,,0.639390320962726,,,,,,,303.0615999999999,,,,
179,K00574,,,0.6198424639929975,,,,,,,217.56349999999998,,,,
180,K00575,,,0.556076821139786,,,,,,,24.5314,,,,
181,K00577,,,0.6,,,,,,,1.9551,,,,
182,K00588,,,0.672070702243968,,,,,,,60.825100000000006,,,,
183,K00595,,,0.7859999999999998,,,,,,,4.3376,,,,
184,K00598,,,0.6411273415373215,,,,,,,23.3091,,,,
185,K00600,,,0.6324863256450797,,,,,,,389.09209999999996,,,,
186,K00602,,,0.6409419302305742,,,,,,,424.6427999999999,,,,
187,K00604,,,0.6459685637088958,,,,,,,76.6798,,,,
188,K00605,,,0.59927096263001,,,,,,,48.0381,,,,
189,K00606,,0.6570000000000001,0.6450585174830912,,,,,,3.8675,226.97889999999998,,,,
190,K00609,,,0.6403801075586146,,,,,,,127.60970000000002,,,,
191,K00611,,,0.650078536868148,,,,,,,102.85330000000002,,,,
192,K00612,,,0.6315711711796406,,,,,,,10.7244,,,,
193,K00615,,,0.6162633102983841,,,,,,,162.93099999999998,,,,
194,K00616,,,0.6147482666783408,,,,,,,59.7256,,,,
195,K00619,,,0.556,,,,,,,4.6449,,,,
196,K00620,,,0.6718128513047362,,,,,,,129.9962,,,,
197,K00626,,,0.6540742411020233,,,,,,,589.5257000000001,,,,
198,K00627,,,0.5990295656238661,,,,,,,29.2978,,,,
199,K00631,,,0.634,,,,,,,6.2237,,,,
200,K00635,,,0.6749896701114075,,,,0.6642608159116689,,,305.72739999999993,,,,7.1696
201,K00639,,,0.6429765462852659,,,,,,,17.6339,,,,
202,K00640,,,0.6443289271321502,,,,,,,191.65830000000003,,,,
203,K00641,,,0.6273058647175054,,,,,,,313.8808999999999,,,,
204,K00643,,,0.659,,,,,,,11.4905,,,,
205,K00645,,,0.6528578021721336,,,,,,,36.1322,,,,
206,K00647,,,0.6202198650537961,,,,,,,17.9177,,,,
207,K00648,,,0.653668714964169,,,,,,,83.2469,,,,
208,K00652,,,0.6161330972019938,,,,,,,22.9462,,,,
209,K00655,,,0.6280747048285187,,0.6709999999999999,,,,,187.19579999999996,,5.7384,,
210,K00657,,,0.6327064774652931,,,,,,,77.9743,,,,
211,K00658,,,0.604,,,,,,,13.6051,,,,
212,K00661,,,0.6551473082455279,,,,,,,17.590200000000003,,,,
213,K00662,,,0.733,,,,,,,3.5024,,,,
214,K00663,,,0.6799830753870463,,,,,,,12.7101,,,,
215,K00666,,,0.6973244374672557,,,,,,,16.2629,,,,
216,K00672,,,0.6709999999999999,,,,,,,3.6208,,,,
217,K00673,,,0.646986778645946,,,,,,,12.0798,,,,
218,K00674,,,0.6334835731385676,,,,,,,96.4059,,,,
219,K00677,,,0.6036773031177672,,,,,,,103.0781,,,,
220,K00681,,,0.6373528407351887,,,,,,,19.8652,,,,
221,K00682,,,0.713,,,,,,,3.6972,,,,
222,K00683,,,0.5803134641378852,,,,,,,15.994699999999998,,,,
223,K00684,,,0.6250059542065601,,,,,,,63.6521,,,,
224,K00688,,0.6409999999999999,0.6258237626975763,,,,,,10.0746,472.7681,,,,
225,K00694,,,0.6368281446301299,,,,,,,10.6524,,,,
226,K00700,,,0.605825268118315,,,,,,,209.486,,,,
227,K00703,,,0.6322144198863827,,0.675,,,,,241.8318,,7.1478,,
228,K00705,,,0.6253821558734979,,,,,,,54.819300000000005,,,,
229,K00720,,,0.6302049067828683,,,,0.695,,,80.3927,,,,3.9413
230,K00721,,,0.6409357371794313,,,,,,,40.7258,,,,
231,K00728,,,0.625,,,,,,,7.3841,,,,
232,K00729,,,0.6550591911773522,,,,,,,34.3679,,,,
233,K00748,,,0.6214384916006661,,,,,,,124.6406,,,,
234,K00754,,,0.6495561691823959,,,,,,,13.159600000000001,,,,
235,K00759,,,0.6235206489916937,,,,,,,129.9514,,,,
236,K00760,,,0.6169727543160516,,,,,,,166.19779999999997,,,,
237,K00761,,,0.588,,,,,,,10.4856,,,,
238,K00762,,,0.6067507145705806,,,,,,,108.86869999999999,,,,
239,K00763,,,0.6669631844351438,,,,,,,97.59740000000002,,,,
240,K00764,,,0.6297626306462438,,,,,,,268.8218,,,,
241,K00765,,,0.6453390049178848,,,,,,,126.3418,,,,
242,K00766,,0.722,0.6630734970600729,,,,,,7.388,188.15800000000002,,,,
243,K00767,,,0.6410348285713448,,,,,,,59.849900000000005,,,,
244,K00768,,,0.71433189080625,,,,,,,21.602400000000003,,,,
245,K00769,,,0.67305135566304,,,,,,,19.9962,,,,
246,K00772,,,0.6398179071244469,,,,,,,22.414,,,,
247,K00773,,,0.6489395692093987,,,,,,,83.2861,,,,
248,K00782,,,0.6672954251498194,,,,,,,41.0982,,,,
249,K00783,,0.6709999999999999,0.599147957063545,,,,,,7.4079,109.22849999999998,,,,
250,K00784,,,0.6358556498329714,,,,,,,86.98840000000001,,,,
251,K00788,,,0.6576424470962313,,,,,,,38.729699999999994,,,,
252,K00789,,,0.6306916687133682,,,,,,,571.5687999999998,,,,
253,K00790,,,0.6635175773996079,,,,,,,216.5725,,,,
254,K00791,,,0.6515788767347153,,,,,,,72.9699,,,,
255,K00793,,,0.6315954803741187,,,,,,,160.06700000000004,,,,
256,K00794,,,0.6485459518270179,,,,0.701,,,179.8191,,,,5.7981
257,K00795,,,0.6234245373768392,,,,,,,25.7307,,,,
258,K00796,,,0.644075920748966,,,,,,,66.504,,,,
259,K00797,,,0.6102824944436267,,,,,,,120.16200000000002,,,,
260,K00798,,,0.6564509047452818,,,,0.727,,,187.4813,,,,4.3019
261,K00799,,,0.6131065258940556,,,,,,,486.7073000000001,,,,
262,K00800,,,0.6510488891219736,,,,,,,179.40000000000003,,,,
263,K00801,,,0.649,,,,,,,4.2407,,,,
264,K00805,,,0.721,,,,,,,4.2262,,,,
265,K00806,,,0.6426652129300632,,,,,,,23.976,,,,
266,K00808,,,0.6338886652555463,,,,,,,18.249299999999998,,,,
267,K00809,,,0.5795189219200484,,,,,,,39.569100000000006,,,,
268,K00812,,,0.6327744363007576,,,,,,,18.183,,,,
269,K00817,,,0.6096434711043367,,,,,,,42.1085,,,,
270,K00820,,,0.6312319799113852,,,,,,,368.54029999999995,,,,
271,K00821,,,0.6041917436986766,,,,,,,19.7222,,,,
272,K00824,,,0.6412030754597338,,,,,,,12.1916,,,,
273,K00826,,,0.632209549887198,,,,,,,123.8494,,,,
274,K00827,,,0.629,,,,,,,8.8641,,,,
275,K00831,,,0.5921308482229236,,,,,,,102.37980000000002,,,,
276,K00833,,,0.611,,,,,,,3.2154,,,,
277,K00845,,,0.6179593182060237,,,,,,,27.7101,,,,
278,K00847,,,0.7240000000000001,,,,,,,21.2634,,,,
279,K00851,,,0.6291028520896816,,,,,,,78.65049999999998,,,,
280,K00852,,,0.746,,,,,,,5.2055,,,,
281,K00853,,,0.5324202168188855,,,,,,,9.1363,,,,
282,K00854,,,0.703,,,,,,,6.0926,,,,
283,K00855,,,0.5783566904199668,,,,,,,36.1439,,,,
284,K00856,,,0.671332367254382,,,,,,,12.7779,,,,
285,K00857,,,0.6420746190418415,,,,,,,70.44839999999999,,,,
286,K00858,,,0.6411103156255195,,,,,,,260.9618,,,,
287,K00859,,,0.6395607429054113,,,,0.6940000000000001,,,135.3123,,,,7.7623
288,K00864,,,0.651474716462455,,,,,,,28.317100000000003,,,,
289,K00865,,,0.7025866496088069,,,,,,,93.2094,,,,
290,K00867,,,0.6239655648427491,,,,,,,51.825599999999994,,,,
291,K00868,,,0.647,,,,,,,11.6811,,,,
292,K00872,,,0.7364465028728796,,,,,,,5.8673,,,,
293,K00873,,,0.6276625399377165,,0.715,,0.575,,,324.2734999999999,,6.1768,,4.7061
294,K00876,,,0.6190703332683177,,0.61,,,,,22.1708,,4.282,,
295,K00878,,,0.6928250057526587,,,,,,,16.742,,,,
296,K00882,,,0.7240000000000001,,,,,,,8.4431,,,,
297,K00883,,,0.5026891573255351,,,,,,,10.6573,,,,
298,K00884,,,0.703,,,,,,,5.4356,,,,
299,K00886,,,0.6707194580560262,,,,,,,23.2021,,,,
300,K00891,,,0.6358101120349513,,,,,,,93.32489999999999,,,,
301,K00899,,,0.5883118687145299,,,,,,,8.9663,,,,
302,K00903,,,0.6003837499698345,,,,,,,16.5455,,,,
303,K00906,,,0.5790002976739591,,,,,,,12.142299999999999,,,,
304,K00912,,,0.634573345942594,,,,,,,99.12179999999998,,,,
305,K00919,,,0.6367932561843609,,,,,,,104.4808,,,,
306,K00925,,,0.6462239874155109,,,,,,,309.3078,,,,
307,K00926,,,0.6648791348569854,,,,,,,120.46419999999999,,,,
308,K00927,,0.469,0.6444055255591647,,,,,,2.0503,354.6920000000001,,,,
309,K00928,,,0.6061411668628583,,,,,,,19.436799999999998,,,,
310,K00930,,,0.6416567704698174,,,,,,,74.74000000000001,,,,
311,K00931,,,0.6319091248706188,,,,,,,40.9363,,,,
312,K00936,,,0.5945426074977119,,,,,,,95.82639999999999,,,,
313,K00937,,,0.6178248772451513,,,,,,,226.94890000000004,,,,
314,K00939,,,0.608633098965601,,0.608,,,,,71.374,,4.0043,,
315,K00940,,,0.6137597103276267,,,,,,,70.26370000000001,,,,
316,K00941,,,0.625248422597224,,,,,,,17.6973,,,,
317,K00942,,,0.6175013245949413,,,,,,,118.01769999999999,,,,
318,K00943,,,0.6564313105850159,,,,,,,157.85019999999997,,,,
319,K00945,,,0.6527074153427177,,,,0.768,,,220.19360000000003,,,,7.945
320,K00946,,,0.6671919002762661,,,,,,,118.61759999999998,,,,
321,K00948,,,0.6216970343648864,,,,,,,413.19379999999995,,,,
322,K00950,,,0.6302020821664862,,,,,,,110.3115,,,,
323,K00954,,,0.6010092636559786,,,,,,,188.2134,,,,
324,K00957,,,0.5949077667483459,,,,,,,74.9171,,,,
325,K00958,,,0.612,,,,,,,8.6206,,,,
326,K00962,,,0.628386526429479,,,,,,,196.7354,,,,
327,K00963,,,0.6325905559736663,,,,,,,112.8457,,,,
328,K00965,,,0.6298197322924487,,,,,,,13.226700000000001,,,,
329,K00969,,,0.6455240423578933,,0.626,,0.623,,,119.5967,,5.4335,,4.5609
330,K00971,,,0.641162205741896,,,,,,,212.6494,,,,
331,K00973,,,0.5998464871250689,,,,,,,73.4573,,,,
332,K00974,,,0.684,,,,,,,7.5958,,,,
333,K00975,,,0.5883464575123744,,,,,,,237.14479999999998,,,,
334,K00978,,,0.5303333280812994,,,,,,,25.7085,,,,
335,K00979,,,0.6171550895425026,,,,,,,87.393,,,,
336,K00981,,,0.6286290158309424,,,,0.7140000000000001,,,168.34069999999997,,,,6.13
337,K00982,,,0.6609568952833119,,,,,,,116.24000000000001,,,,
338,K00986,0.556,0.4117547059017317,0.5846454720350617,,,,,6.835,7.983499999999999,3438.536900000001,,,,
339,K00989,,,0.6540864679770411,,,,,,,151.3533,,,,
340,K00990,,,0.6338271783575523,,,,,,,196.7352,,,,
341,K00991,,,0.661552583957222,,,,,,,36.1871,,,,
342,K00992,,,0.6454649812785744,,,,,,,41.458,,,,
343,K00995,,,0.5865421829460304,,,,,,,39.7014,,,,
344,K00997,,,0.6688639728168971,,,,0.669,,,72.76549999999999,,,,6.6139
345,K01000,,,0.6123534585850973,,,,,,,168.6511,,,,
346,K01005,,,0.665985262161237,,,,0.6476998633128636,,,133.86839999999998,,,,13.2594
347,K01006,,,0.623879913461756,,,,,,,138.82610000000003,,,,
348,K01008,,,0.669793848568372,,,,,,,157.04100000000003,,,,
349,K01011,,,0.6583638173054126,,,,,,,42.7237,,,,
350,K01012,,,0.6225459325907009,,,,,,,70.6903,,,,
351,K01026,,,0.65,,,,,,,7.9141,,,,
352,K01028,,,0.6411852729800613,,,,,,,19.041800000000002,,,,
353,K01029,,,0.655,,,,,,,7.1056,,,,
354,K01031,,,0.633,,,,,,,6.3003,,,,
355,K01039,,,0.6489322486669798,,,,,,,49.5322,,,,
356,K01040,,,0.6691025396389491,,,,,,,92.81069999999998,,,,
357,K01042,,,0.6880781909095014,,,,,,,82.25569999999999,,,,
358,K01046,,,0.6562875218542253,,,,,,,37.1184,,,,
359,K01048,,,0.67,,,,,,,8.9042,,,,
360,K01051,,,0.5767253674750858,,,,,,,15.825999999999999,,,,
361,K01053,,,0.6258111434391141,,,,,,,44.0633,,,,
362,K01054,,,0.665,,,,,,,10.2546,,,,
363,K01055,,,0.6463938765436974,,,,,,,33.7791,,,,
364,K01056,,,0.6319922697728042,,,,,,,234.4833,,,,
365,K01057,,,0.6467948819696223,,,,,,,132.649,,,,
366,K01058,,,0.5215868802288748,,,,,,,17.5258,,,,
367,K01060,,,0.6554845667665036,,,,,,,12.293199999999999,,,,
368,K01061,,0.615,0.6237844269655354,,,,,,3.4743,312.76969999999994,,,,
369,K01068,,,0.623,,,,,,,5.7894,,,,
370,K01069,,,0.6298037074535306,,,,,,,176.99849999999998,,,,
371,K01070,,,0.6201958262453102,,,,,,,14.494,,,,
372,K01075,,,0.5964309717365144,,,,,,,27.348200000000002,,,,
373,K01077,,,0.508639728434744,,,,,,,5.6657,,,,
374,K01079,,,0.6054896984559708,,,,,,,16.0155,,,,
375,K01082,,,0.6093010515442928,,,,,,,21.3591,,,,
376,K01087,0.627,,0.7180213906463502,,,,,4.3173,,7.7709,,,,
377,K01089,,,0.345,,,,,,,5.0966,,,,
378,K01091,,,0.6062107341149454,,,,,,,99.61160000000001,,,,
379,K01092,,,0.6331131207873463,,,,,,,85.19449999999999,,,,
380,K01095,,,0.6192684726257592,,,,,,,78.9564,,,,
381,K01104,,,0.6347807116066025,,,,,,,58.007999999999996,,,,
382,K01113,,,0.6385540221308438,,,,,,,28.5159,,,,
383,K01114,,,0.6370777897152625,,,,,,,36.093,,,,
384,K01118,,,0.5924558300109508,,,,,,,73.5307,,,,
385,K01126,,,0.6508145091269001,,,,,,,89.11460000000001,,,,
386,K01129,,,0.6431868414849357,,,,,,,166.7675,,,,
387,K01141,,,0.579,,,,,,,2.8923,,,,
388,K01142,,,0.5809800051027043,,,,,,,28.7431,,,,
389,K01147,,,0.5670000000000001,,,,,,,11.1389,,,,
390,K01151,,,0.6726593671799224,,,,,,,64.7798,,,,
391,K01153,,0.6729999999999999,0.6367721106003644,,,,,,6.4009,42.3773,,,,
392,K01154,,,0.5985354528565551,,,,,,,22.625799999999998,,,,
393,K01155,,,0.5819606148653198,,,,,,,10.703800000000001,,,,
394,K01159,,,0.6541561644876805,,,,0.7611161965522046,,,195.7995,,,,12.860600000000002
395,K01163,,,0.519,,,,,,,3.4224,,,,
396,K01167,,,0.5708805168264243,,,,,,,20.086400000000005,,,,
397,K01174,,,0.6156412687092502,,,,,,,19.7438,,,,
398,K01178,,,0.6323234878847716,,,,,,,22.6776,,,,
399,K01179,,,0.5567162745208732,,,,,,,42.4336,,,,
400,K01181,,,0.5849832530157423,,0.58,,,,,55.976499999999994,,4.1987,,
401,K01183,,,0.5876923849814064,,,,,,,20.8652,,,,
402,K01190,,,0.598,,,,,,,5.8253,,,,
403,K01194,,,0.5898284612283946,,,,,,,19.4624,,,,
404,K01195,,,0.669,,,,,,,8.359,,,,
405,K01198,,,0.5238127159811937,,,,,,,18.8732,,,,
406,K01201,,,0.5730302791783287,,,,,,,21.0652,,,,
407,K01206,,0.575,0.5941025193670281,,,,,,3.9779,283.2562000000001,,,,
408,K01207,,,0.6531684182314393,,,,,,,73.7279,,,,
409,K01209,,,0.5951275644930576,,,,,,,224.8589,,,,
410,K01218,,,0.6189591479109076,,,,,,,13.3552,,,,
411,K01224,,,0.5287256259480229,,,,,,,16.2503,,,,
412,K01236,,,0.6434435535396055,,,,,,,17.5045,,,,
413,K01239,,,0.62284648967362,,,,,,,117.48979999999999,,,,
414,K01241,,,0.5603094754886445,,,,,,,14.1984,,,,
